Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
DECOY_sp|P77301|YBAP_ECOLI Uncharacterized protein YbaP OS=Escherichia coli (strain K12) GN=ybaP PE=4 SV=1	DECOY_sp|P77301|YBAP_ECOLI Uncharacterized protein YbaP OS=Escherichia coli (strain K12) GN=ybaP PE=4 SV=1				4.40279e+06	4.65818e+06		4.74352e+06	4.50539e+06	4.82747e+06
DECOY_sp|P77348|MPPA_ECOLI Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2	DECOY_sp|P77348|MPPA_ECOLI Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2				1.94323e+06	2.00896e+06	2.14513e+06	2.05861e+06	1.96401e+06	2.03198e+06
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.88056e+06	3.02734e+06	3.14802e+06	2.6296e+06	2.48866e+06	2.51563e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.79123e+06	1.6977e+06	1.74681e+06	370571	393761	486586
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.62846e+06	2.59052e+06	2.33866e+06	567766	652761	657922
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.93453e+06	2.83073e+06	2.95511e+06	1.17396e+06		
P00350	P00350		gnd		3.84886e+07	3.91531e+07	3.85035e+07	3.9038e+07	3.89939e+07	3.88449e+07
P00363	P00363		frdA		2.43268e+07	2.42343e+07	2.39946e+07	2.47849e+07	2.48374e+07	2.50599e+07
P00370	P00370		gdhA		2.04238e+06	1.91384e+06	2.0029e+06	2.1339e+06	2.07424e+06	2.17106e+06
P00393	P00393		ndh		5.32515e+06	5.39076e+06	5.43067e+06	5.36633e+06	5.34294e+06	5.31772e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.59741e+06	1.60739e+06	1.4799e+06	575383	349767	638931
P00448	P00448		sodA		3.7494e+06	3.7209e+06	3.65945e+06	3.76717e+06	3.6504e+06	3.69889e+06
P00452	P00452		nrdA		9.76883e+06	9.6509e+06	9.65051e+06	9.84381e+06	9.80283e+06	9.83052e+06
P00490	P00490		malP		6.00481e+06	6.09343e+06	6.00085e+06	5.84249e+06	5.68455e+06	5.65247e+06
P00509	P00509		aspC		1.955e+07	1.93929e+07	1.92419e+07	1.95687e+07	1.92678e+07	1.9268e+07
P00547	P00547		thrB		852569	790305	851227	991548	901721	876831
P00550	P00550		mtlA		763868	711261	711232	816150	735598	709204
P00561	P00561		thrA		3.2683e+06	3.21681e+06	3.291e+06	3.40254e+06	3.43369e+06	3.62696e+06
P00562	P00562		metL		3.10015e+06	3.03171e+06	3.10655e+06	2.9498e+06	3.00986e+06	2.97131e+06
P00579	P00579		rpoD		8.93524e+06	8.69717e+06	8.62022e+06	8.96187e+06	8.89873e+06	9.05787e+06
P00582	P00582		polA		3.72645e+06	3.6652e+06	3.5616e+06	3.62647e+06	3.68447e+06	3.57751e+06
P00803	P00803		lepB		4.8458e+06	4.96311e+06	4.92842e+06	5.01051e+06	4.98557e+06	5.0448e+06
P00805	P00805		ansB		2.21653e+07	2.25706e+07	2.21243e+07	2.23646e+07	2.27213e+07	2.28497e+07
P00811	P00811		ampC		996964	1.00082e+06	907294	1.06104e+06	987406	992397
P00864	P00864		ppc		1.03621e+07	1.03053e+07	1.01285e+07	1.03469e+07	1.0381e+07	1.05726e+07
P00887	P00887		aroH		1.72052e+06	1.71623e+06	1.75168e+06	1.4798e+06	1.55766e+06	1.48143e+06
P00888	P00888		aroF		2.16412e+06	2.17039e+06	2.13628e+06	2.11577e+06	2.16994e+06	2.16486e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.62137e+07	1.60836e+07	1.62724e+07	1.10395e+07	1.45379e+07	1.53755e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.54577e+06	3.5963e+06	3.54675e+06	748138	790762	805373
P00934	P00934		thrC		4.91936e+06	4.78633e+06	4.79009e+06	4.59177e+06	4.71024e+06	4.49017e+06
P00935	P00935		metB		990426	878085	963257	865184	842397	768679
P00946	P00946		manA		1.12943e+07	1.13567e+07	1.13383e+07	1.17165e+07	1.13897e+07	1.18449e+07
P00954	P00954		trpS		5.54249e+06	5.40477e+06	5.27571e+06	5.4096e+06	5.48461e+06	5.34351e+06
P00956	P00956		ileS		2.64174e+07	2.64378e+07	2.63194e+07	2.65564e+07	2.66178e+07	2.66642e+07
P00957	P00957		alaS		1.48156e+07	1.49878e+07	1.46868e+07	1.48662e+07	1.48271e+07	1.46081e+07
P00959	P00959		metG		1.92732e+07	1.917e+07	1.91985e+07	1.95107e+07	1.98432e+07	1.95618e+07
P00960	P00960		glyQ		4.49347e+06	4.5353e+06	4.35793e+06	4.41013e+06	4.41049e+06	4.3099e+06
P00961	P00961		glyS		1.41085e+07	1.3878e+07	1.39721e+07	1.43642e+07	1.42432e+07	1.42372e+07
P00962	P00962		glnS		1.48152e+07	1.46657e+07	1.47139e+07	1.46051e+07	1.41852e+07	1.43565e+07
P00963	P00963		asnA		2.64848e+07	2.55741e+07	2.61667e+07	2.56462e+07	2.55511e+07	2.59045e+07
P00968	P00968		carB		4.99914e+06	5.10468e+06	5.03897e+06	5.03893e+06	5.02355e+06	4.9808e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				8.51336e+06	8.75974e+06	8.80505e+06	1.97027e+06	1.86421e+06	1.89284e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.8664e+06	2.87764e+06	2.75497e+06	651057	707178	645708
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				6.37981e+06	6.67737e+06	6.1322e+06	5.01334e+06		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.97014e+06	2.88398e+06	2.9793e+06	642466	734415	623216
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.17894e+06	4.28033e+06	4.18921e+06	777116	903647	852359
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.13898e+06	1.13281e+06	1.18222e+06	237939	253990	159790
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.07158e+06	3.02078e+06	2.84893e+06	868253	838363	899913
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				3.06324e+06	3.05606e+06	2.9816e+06	550379	593944	487613
P02358	P02358		rpsF		1.17388e+08	1.16243e+08	1.16762e+08	1.19109e+08	1.19701e+08	1.2041e+08
P02359	P02359		rpsG		1.54688e+08	1.56193e+08	1.53278e+08	1.56763e+08	1.5539e+08	1.54708e+08
P02413	P02413		rplO		1.64113e+08	1.63566e+08	1.6151e+08	1.56269e+08	1.57518e+08	1.57656e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.76095e+06	4.74831e+06	4.78699e+06	1.09374e+06	1.02552e+06	1.03629e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.08214e+06	3.02727e+06	3.01066e+06	767506	778861	809280
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.08965e+06	3.15755e+06	3.07185e+06	867666	841047	764845
P02918	P02918		mrcA		985524	1.04902e+06	962630	1.127e+06	1.04139e+06	1.07101e+06
P02919	P02919		mrcB		1.84747e+06	1.64092e+06	1.67087e+06	1.67244e+06	1.59508e+06	1.73552e+06
P02925	P02925		rbsB		9.8951e+06	9.61566e+06	1.00011e+07	9.72783e+06	9.70253e+06	9.74443e+06
P02930	P02930		tolC		2.60782e+07	2.58266e+07	2.52377e+07	2.59559e+07	2.60988e+07	2.4985e+07
P02931	P02931		ompF		3.34124e+07	3.27369e+07	3.30341e+07	3.27555e+07	3.24986e+07	3.22094e+07
P02942	P02942		tsr		1.10857e+07	1.1056e+07	1.10244e+07	1.12e+07	1.11039e+07	1.11681e+07
P02943	P02943		lamB		1.52352e+06	1.55201e+06	1.58369e+06	1.68112e+06	1.56615e+06	1.68412e+06
P03004	P03004		dnaA		1.98228e+06	1.97993e+06	2.01644e+06	1.88413e+06	2.01894e+06	1.9887e+06
P03018	P03018		uvrD		2.63316e+06	2.47357e+06	2.64116e+06	2.58392e+06	2.49419e+06	2.55954e+06
P03817	P03817		mioC		8.50967e+06	8.59682e+06	8.20112e+06	9.01031e+06	8.76349e+06	8.8827e+06
P03841	P03841		malM		1.05938e+07	1.06968e+07	1.0753e+07	1.04277e+07	1.08344e+07	1.02369e+07
P04036	P04036		dapB		4.98764e+06	4.6782e+06	4.8413e+06	4.98425e+06	4.94532e+06	4.8489e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				511774	542205	591266			
P04079	P04079		guaA		2.159e+07	2.14185e+07	2.1705e+07	2.15716e+07	2.15454e+07	2.14336e+07
P04335	P04335		frsA		4.46452e+06	4.53836e+06	4.35346e+06	4.55208e+06	4.46892e+06	4.4809e+06
P04425	P04425		gshB		7.97695e+06	7.90849e+06	7.92431e+06	8.21993e+06	8.23963e+06	8.17953e+06
P04693	P04693		tyrB		4.13786e+06	4.13675e+06	3.8501e+06	4.04714e+06	4.11214e+06	4.01618e+06
P04805	P04805		gltX		2.40468e+07	2.36454e+07	2.36282e+07	2.32458e+07	2.32808e+07	2.3162e+07
P04825	P04825		pepN		1.65905e+07	1.68731e+07	1.67071e+07	1.69991e+07	1.69784e+07	1.7286e+07
P04846	P04846		nlpA		3.55889e+06	3.50285e+06	3.43397e+06	3.23951e+06	3.3853e+06	3.37016e+06
P04949	P04949		fliC		3.9628e+07	4.03291e+07	3.91109e+07	3.95139e+07	3.95896e+07	3.90273e+07
P04951	P04951		kdsB		5.71873e+06	5.70319e+06	5.81609e+06	5.64487e+06	5.65728e+06	5.67325e+06
P04982	P04982		rbsD		1.44244e+06	1.31669e+06	1.26518e+06	1.4224e+06	1.3632e+06	1.1915e+06
P04995	P04995		sbcB		1.30874e+07	1.33734e+07	1.34309e+07	1.42015e+07	1.36473e+07	1.35828e+07
P05020	P05020		pyrC		6.51788e+06	6.20993e+06	6.23384e+06	6.58675e+06	6.52049e+06	6.86164e+06
P05041	P05041		pabB		1.84011e+06	2.11188e+06	1.74346e+06	2.22427e+06	2.22118e+06	2.11941e+06
P05055	P05055		pnp		4.44609e+07	4.44503e+07	4.38371e+07	4.51392e+07	4.52477e+07	4.54097e+07
P05194	P05194		aroD		1.22305e+06	1.1847e+06	1.18566e+06	1.28453e+06	1.27148e+06	1.30419e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.41337e+06	4.39545e+06	4.36044e+06	1.17814e+06	1.19783e+06	1.01301e+06
P05458	P05458		ptrA		1.03209e+06	958696	1.07557e+06	1.02369e+06	1.06097e+06	961677
P05459	P05459		pdxB		6.17294e+06	6.1646e+06	6.19498e+06	6.23864e+06	6.09393e+06	6.02795e+06
P05637	P05637		apaH		1.77493e+06	1.71783e+06	1.62056e+06	1.63327e+06	1.66473e+06	1.67028e+06
P05719	P05719		hsdS		1.24903e+06	1.21486e+06	1.20684e+06	1.27845e+06	1.21449e+06	1.19194e+06
P05791	P05791		ilvD		3.37386e+06	3.40213e+06	3.22089e+06	3.26591e+06	3.1936e+06	3.20954e+06
P05793	P05793		ilvC		6.06452e+06	5.99616e+06	5.88666e+06	5.95479e+06	5.75417e+06	6.11392e+06
P05825	P05825		fepA		2.11369e+06	2.11643e+06	2.12551e+06	2.17422e+06	2.20841e+06	2.05684e+06
P05852	P05852		gcp		2.76408e+06	2.8123e+06	2.81501e+06	2.76714e+06	2.85009e+06	2.68137e+06
P06129	P06129		btuB		1.49532e+07	1.47875e+07	1.48529e+07	1.63491e+07	1.59145e+07	1.5826e+07
P06149	P06149		dld		6.9336e+06	7.02219e+06	6.80405e+06	6.81512e+06	6.78647e+06	6.65398e+06
P06282	P06282		cdh		2.6565e+06	2.58366e+06	2.64965e+06	2.69644e+06	2.69475e+06	2.61148e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.67776e+06	1.65711e+06	1.64746e+06	387753	350730	
P06610	P06610		btuE		6.53516e+06	6.54866e+06	6.59134e+06	6.99933e+06	7.08527e+06	7.09024e+06
P06612	P06612		topA		5.91893e+06	5.9463e+06	6.01536e+06	6.04765e+06	6.02314e+06	5.95681e+06
P06616	P06616		era		3.92753e+06	4.05813e+06	3.96054e+06	3.82506e+06	3.82085e+06	3.88487e+06
P06709	P06709		birA		988050	1.02053e+06	1.09621e+06	1.03159e+06	1.05423e+06	1.06517e+06
P06710	P06710		dnaX		1.62532e+06	1.63601e+06	1.6401e+06	1.61617e+06	1.56663e+06	1.62066e+06
P06715	P06715		gor		5.08605e+06	5.00135e+06	5.01274e+06	5.2398e+06	5.23737e+06	5.31969e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.68365e+06	1.61189e+06	1.66736e+06	586903	512135	466557
P06846	P06846		ebgR		1.3424e+06	1.26432e+06	1.41635e+06	1.40057e+06	1.3967e+06	1.16136e+06
P06959	P06959		aceF		6.72512e+07	6.8081e+07	6.64629e+07	6.77379e+07	6.85963e+07	6.76694e+07
P06961	P06961		cca		945765	911602	950219	1.08822e+06	1.10505e+06	1.13425e+06
P06966	P06966		dicA		3.18205e+06	3.14148e+06	3.30265e+06	3.22846e+06	3.39964e+06	3.15907e+06
P06968	P06968		dut		1.05495e+07	1.0713e+07	1.04578e+07	1.06531e+07	1.09209e+07	1.04798e+07
P06971	P06971		fhuA		1.4319e+07	1.41031e+07	1.43766e+07	1.41185e+07	1.44436e+07	1.41184e+07
P06974	P06974		fliM		1.37947e+06	1.34943e+06	1.36181e+06	1.3152e+06	1.32583e+06	1.22388e+06
P06983	P06983		hemC		1.15988e+07	1.20386e+07	1.12655e+07	1.20978e+07	1.20932e+07	1.20379e+07
P06986	P06986		hisC		4.8398e+06	4.82314e+06	4.97245e+06	4.66266e+06	4.65172e+06	4.51803e+06
P06987	P06987		hisB		1.14925e+06	1.17868e+06	1.22559e+06	1.21221e+06	1.21818e+06	1.18236e+06
P06988	P06988		hisD		3.51995e+06	3.3791e+06	3.55318e+06	2.91982e+06	3.20122e+06	3.00526e+06
P06992	P06992		rsmA		2.24676e+06	2.35013e+06	2.28389e+06	2.37868e+06	2.31554e+06	2.08928e+06
P06996	P06996		ompC		2.50269e+08	2.54417e+08	2.44508e+08	2.50568e+08	2.56316e+08	2.59949e+08
P06999	P06999		pfkB		1.29314e+06	1.31641e+06	1.27129e+06	1.31147e+06	1.3141e+06	1.19e+06
P07000	P07000		pldB		642997	601339	609298	635903	553242	554111
P07001	P07001		pntA		1.98593e+06	2.11824e+06	2.09783e+06	2.03893e+06	2.02448e+06	1.92437e+06
P07003	P07003		poxB		2.64381e+06	2.60647e+06	2.63109e+06	2.59734e+06	2.53322e+06	2.44062e+06
P07004	P07004		proA		5.40756e+06	5.38693e+06	5.39457e+06	5.29607e+06	5.42116e+06	5.19593e+06
P07012	P07012		prfB		9.98574e+06	9.69688e+06	9.81377e+06	1.04141e+07	1.05856e+07	1.05782e+07
P07014	P07014		sdhB		1.60219e+06	1.69843e+06	1.5898e+06	1.73845e+06	1.77707e+06	1.799e+06
P07017	P07017		tar		3.67969e+06	3.56743e+06	3.71082e+06	3.55188e+06	3.55413e+06	3.48699e+06
P07021	P07021		yfiB		879698	989913	978312	950629	964614	995946
P07023	P07023		tyrA		2.7595e+06	2.58184e+06	2.64035e+06	2.60305e+06	2.77434e+06	2.58576e+06
P07024	P07024		ushA		5.17364e+06	5.13527e+06	5.20404e+06	4.95557e+06	5.30135e+06	5.01674e+06
P07026	P07026		sdiA		1.82711e+06	1.86957e+06	1.84503e+06	1.82948e+06	1.74874e+06	1.84352e+06
P07118	P07118		valS		2.03968e+07	2.02503e+07	2.00443e+07	2.02109e+07	2.03784e+07	2.0656e+07
P07330	P07330		cheB		1.13637e+06	1.09413e+06	975654	1.19261e+06	1.09141e+06	1.14129e+06
P07363	P07363		cheA		5.55662e+06	5.56682e+06	5.31352e+06	5.85307e+06	5.53566e+06	5.47966e+06
P07395	P07395		pheT		1.67601e+07	1.65053e+07	1.61001e+07	1.63462e+07	1.64148e+07	1.62388e+07
P07604	P07604		tyrR		2.52935e+06	2.49347e+06	2.54529e+06	2.74113e+06	2.5918e+06	2.74525e+06
P07639	P07639		aroB		3.24397e+06	3.35894e+06	3.28711e+06	3.28513e+06	3.27524e+06	3.19996e+06
P07649	P07649		truA		2.24632e+06	2.22653e+06	2.12018e+06	2.24494e+06	2.29708e+06	2.29615e+06
P07650	P07650		deoA		6.38434e+06	6.5861e+06	6.29968e+06	6.55834e+06	6.51456e+06	6.43195e+06
P07658	P07658		fdhF		904193	903032	910547	903098	873399	894604
P07762	P07762		glgB		3.96726e+06	4.01557e+06	4.09081e+06	4.01637e+06	3.75993e+06	3.98821e+06
P07813	P07813		leuS		1.49234e+07	1.52794e+07	1.48971e+07	1.56156e+07	1.53571e+07	1.55668e+07
P07821	P07821		fhuC		601859	631001	571256	637344	564591	586579
P07862	P07862		ddlB		3.73795e+06	3.62982e+06	3.74479e+06	3.91147e+06	3.86169e+06	3.87302e+06
P07913	P07913		tdh		4.51518e+06	4.42925e+06	4.45949e+06	4.52903e+06	4.37507e+06	4.43375e+06
P08178	P08178		purM		1.81488e+06	1.89802e+06	2.00026e+06	1.83444e+06	1.76528e+06	1.80544e+06
P08179	P08179		purN		5.28406e+06	5.12935e+06	5.2508e+06	5.04534e+06	5.10501e+06	4.59721e+06
P08190	P08190		fimG		1.82811e+06	1.92967e+06	1.87616e+06	1.9748e+06	2.0021e+06	2.06932e+06
P08191	P08191		fimH		3.00346e+06	2.93477e+06	3.00042e+06	2.90778e+06	3.08647e+06	3.24265e+06
P08192	P08192		folC		3.57913e+06	3.68611e+06	3.54963e+06	3.71965e+06	3.64053e+06	3.6648e+06
P08200	P08200		icd		2.45791e+07	2.40942e+07	2.28066e+07	2.54519e+07	2.6161e+07	2.62742e+07
