Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML
P00582	P00582		polA		3.75745e+06	3.73617e+06	3.71171e+06	3.78534e+06	3.69964e+06	3.75651e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.08043e+06	4.59794e+06	4.67472e+06	1.03665e+06	977096	4.61037e+06
P00803	P00803		lepB		5.05804e+06	5.43327e+06	5.52704e+06	5.33474e+06	5.28098e+06	5.55687e+06
P00805	P00805		ansB		2.09544e+07	2.0736e+07	2.0896e+07	2.13442e+07	2.11386e+07	2.07223e+07
P00811	P00811		ampC		1.0211e+06	1.19784e+06	1.18238e+06	1.13091e+06	1.10393e+06	1.13831e+06
P00864	P00864		ppc		1.19677e+07	1.20523e+07	1.18964e+07	1.19218e+07	1.1657e+07	1.19255e+07
P00887	P00887		aroH		1.71002e+06	1.73711e+06	1.66593e+06	1.82437e+06	1.75203e+06	1.61623e+06
P00888	P00888		aroF		2.1864e+06	2.13863e+06	2.1296e+06	2.24508e+06	2.23225e+06	2.19196e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.21336e+06	2.58293e+07	2.50243e+07	6.67829e+06	7.6143e+06	2.55785e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.2977e+06	1.39166e+07	1.36775e+07	3.31462e+06	3.12178e+06	1.38501e+07
P00934	P00934		thrC		4.9351e+06	4.79335e+06	4.93167e+06	4.82618e+06	4.86232e+06	4.96699e+06
P00935	P00935		metB		1.00117e+06	956202	963213	1.10225e+06	1.15098e+06	743517
P00946	P00946		manA		1.16966e+07	1.23501e+07	1.21055e+07	1.18011e+07	1.17983e+07	1.22582e+07
P00954	P00954		trpS		1.448e+07	1.47344e+07	1.48746e+07	1.45979e+07	1.43565e+07	1.49039e+07
P00956	P00956		ileS		2.10765e+07	2.18253e+07	2.14155e+07	2.10087e+07	2.07946e+07	2.1763e+07
P00957	P00957		alaS		1.84813e+07	1.85917e+07	1.8703e+07	1.83788e+07	1.81266e+07	1.86457e+07
P00959	P00959		metG		1.99338e+07	2.00854e+07	2.0156e+07	1.96106e+07	1.96457e+07	2.04241e+07
P00960	P00960		glyQ		5.16074e+06	5.0174e+06	4.82047e+06	5.02206e+06	5.06266e+06	4.96348e+06
P00961	P00961		glyS		1.51782e+07	1.57106e+07	1.56137e+07	1.50036e+07	1.50346e+07	1.54671e+07
P00962	P00962		glnS		1.49602e+07	1.48991e+07	1.48408e+07	1.484e+07	1.49854e+07	1.47101e+07
P00963	P00963		asnA		2.62281e+07	2.59609e+07	2.62831e+07	2.58101e+07	2.6627e+07	2.64662e+07
P00968	P00968		carB		4.82029e+06	4.71288e+06	4.84832e+06	4.82351e+06	4.89725e+06	4.6759e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.52386e+06	9.87299e+06	1.03433e+07	2.87421e+06	2.69873e+06	1.02988e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.81934e+06	1.42553e+07	1.20883e+07	2.89486e+06	2.71577e+06	1.45105e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.75407e+06	6.05259e+06	6.04613e+06	1.76459e+06	1.749e+06	6.29259e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				3.18602e+06	1.34691e+07	1.31377e+07	3.11022e+06	3.18744e+06	1.33427e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.89301e+06	9.33204e+06	9.1841e+06	1.92473e+06	1.92886e+06	8.73623e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.90103e+06	2.2652e+07	2.18564e+07	4.77416e+06	5.05852e+06	2.29752e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.25159e+06	6.39231e+06	6.42142e+06	1.23376e+06	1.20548e+06	6.47902e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.90502e+06	1.28114e+07	1.26093e+07	2.8815e+06	2.83047e+06	1.29055e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.92241e+06	1.35374e+07	1.40839e+07	3.00375e+06	2.82122e+06	1.32928e+07
P02358	P02358		rpsF		1.21297e+08	1.199e+08	1.17708e+08	1.20697e+08	1.16912e+08	1.20864e+08
P02359	P02359		rpsG		1.72909e+08	1.70438e+08	1.73621e+08	1.72644e+08	1.70259e+08	1.72465e+08
P02413	P02413		rplO		1.61938e+08	1.54712e+08	1.56173e+08	1.64215e+08	1.62633e+08	1.55848e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.14129e+06	1.12733e+06		196920	1.10884e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				693196	2.50624e+06	2.50135e+06	699967	685978	2.505e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.23979e+06	1.93694e+07	1.88769e+07	4.18074e+06	4.24843e+06	1.8958e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.26778e+06	1.48704e+07	1.47144e+07	3.37431e+06	3.39731e+06	1.50199e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.26529e+06	1.30831e+07	1.28013e+07	3.35976e+06	3.26289e+06	1.28862e+07
P02918	P02918		mrcA		1.02082e+06	1.04873e+06	1.13917e+06	1.12023e+06	989936	1.12758e+06
P02919	P02919		mrcB		1.99943e+06	1.92337e+06	1.79387e+06	1.75615e+06	1.72672e+06	1.69874e+06
P02925	P02925		rbsB		1.21529e+07	1.20779e+07	1.22222e+07	1.2028e+07	1.20433e+07	1.21721e+07
P02930	P02930		tolC		2.7183e+07	2.58552e+07	2.55967e+07	2.7153e+07	2.68028e+07	2.63705e+07
P02931	P02931		ompF		4.20501e+07	3.99416e+07	3.89469e+07	4.10767e+07	4.17115e+07	4.01725e+07
P02942	P02942		tsr		1.11819e+07	1.16791e+07	1.15847e+07	1.1112e+07	1.1127e+07	1.15683e+07
P02943	P02943		lamB		1.52973e+06	1.70271e+06	1.64053e+06	1.49784e+06	1.59247e+06	1.71778e+06
P03004	P03004		dnaA		2.03659e+06	2.04287e+06	1.9399e+06	1.97076e+06	2.01328e+06	1.97243e+06
P03018	P03018		uvrD		3.72499e+06	3.7696e+06	3.79702e+06	3.80669e+06	3.7031e+06	3.74835e+06
P03817	P03817		mioC		7.81291e+06	8.17394e+06	7.8105e+06	7.68887e+06	7.54012e+06	7.70028e+06
P03841	P03841		malM		1.08825e+07	1.07612e+07	1.04094e+07	1.07861e+07	1.06108e+07	1.02804e+07
P04036	P04036		dapB		1.05974e+07	1.09131e+07	1.09602e+07	1.02415e+07	1.06064e+07	1.0967e+07
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.27157e+06	4.88806e+06	4.81159e+06	1.27291e+06	1.26399e+06	4.83035e+06
P04079	P04079		guaA		1.93258e+07	1.90921e+07	1.91003e+07	1.89507e+07	1.90621e+07	1.90817e+07
P04335	P04335		frsA		4.74206e+06	4.6571e+06	4.6579e+06	4.96557e+06	4.72255e+06	4.67741e+06
P04425	P04425		gshB		8.01433e+06	8.44116e+06	8.26039e+06	8.06288e+06	7.96985e+06	8.5191e+06
P04693	P04693		tyrB		4.25357e+06	4.12835e+06	4.4049e+06	4.18876e+06	3.91126e+06	4.15424e+06
P04805	P04805		gltX		2.47468e+07	2.40872e+07	2.40834e+07	2.46453e+07	2.44255e+07	2.44481e+07
P04825	P04825		pepN		1.65117e+07	1.7203e+07	1.67676e+07	1.64951e+07	1.64981e+07	1.75057e+07
P04846	P04846		nlpA		3.6361e+06	3.52937e+06	3.40973e+06	3.6511e+06	3.51848e+06	3.47786e+06
P04949	P04949		fliC		4.11327e+07	3.74151e+07	3.6992e+07	4.15395e+07	4.05708e+07	3.86805e+07
P04951	P04951		kdsB		5.81571e+06	5.81756e+06	5.56353e+06	5.77718e+06	5.83067e+06	5.69728e+06
P04982	P04982		rbsD		2.83038e+06	2.31466e+06	2.61326e+06	2.8512e+06	2.95483e+06	2.63733e+06
P04995	P04995		sbcB		1.2482e+07	1.31803e+07	1.26395e+07	1.28117e+07	1.31077e+07	1.30388e+07
P05020	P05020		pyrC		6.77843e+06	6.6631e+06	6.47973e+06	6.62112e+06	6.7642e+06	6.59971e+06
P05041	P05041		pabB		1.9986e+06	2.08666e+06	2.15657e+06	2.08136e+06	1.91719e+06	2.08861e+06
P05055	P05055		pnp		4.45824e+07	4.48403e+07	4.56519e+07	4.48387e+07	4.32437e+07	4.54784e+07
P05100	P05100		tag		2.31791e+06	2.0139e+06	2.18476e+06	2.07744e+06	2.42369e+06	2.08032e+06
P05194	P05194		aroD		1.2425e+06	1.59707e+06	1.42376e+06	1.21183e+06	1.26985e+06	1.3082e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.29962e+06	1.8746e+07	1.93383e+07	4.37297e+06	4.19328e+06	1.84377e+07
P05458	P05458		ptrA		1.01903e+06	927829	943457	974832	1.04172e+06	926987
P05459	P05459		pdxB		4.8683e+06	4.68258e+06	4.71052e+06	4.83341e+06	4.81575e+06	4.69172e+06
P05637	P05637		apaH		1.82371e+06	1.71246e+06	1.77864e+06	1.79474e+06	1.70848e+06	1.67942e+06
P05719	P05719		hsdS		1.2823e+06	1.17882e+06	1.30527e+06	1.2698e+06	1.26435e+06	1.21551e+06
P05791	P05791		ilvD		3.24322e+06	3.15412e+06	3.28725e+06	3.26547e+06	3.18049e+06	3.27383e+06
P05793	P05793		ilvC		6.00015e+06	5.81857e+06	5.74571e+06	6.0377e+06	5.79204e+06	5.74959e+06
P05825	P05825		fepA		2.23992e+06	2.21644e+06	2.19907e+06	2.23858e+06	2.2247e+06	2.24195e+06
P05852	P05852		gcp		2.75048e+06	2.73316e+06	2.61155e+06	2.84233e+06	2.71403e+06	2.75204e+06
P06129	P06129		btuB		1.51078e+07	1.57415e+07	1.57871e+07	1.52448e+07	1.52852e+07	1.59116e+07
P06149	P06149		dld		6.96938e+06	7.02557e+06	6.73302e+06	7.0497e+06	6.77263e+06	6.93596e+06
P06282	P06282		cdh		2.79072e+06	2.88594e+06	2.82173e+06	2.67993e+06	2.74419e+06	2.80609e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.41993e+06	9.36896e+06	9.02276e+06	2.46553e+06	2.30309e+06	9.40963e+06
P06610	P06610		btuE		6.65957e+06	7.56215e+06	7.47246e+06	6.54851e+06	6.82981e+06	7.32382e+06
P06612	P06612		topA		5.91057e+06	6.07807e+06	5.87794e+06	6.00758e+06	5.88519e+06	6.07778e+06
P06616	P06616		era		3.8564e+06	3.26802e+06	3.60855e+06	3.95006e+06	3.95574e+06	3.53116e+06
P06709	P06709		birA		1.00514e+06	1.06327e+06	971677	1.04423e+06	1.09216e+06	1.00877e+06
P06710	P06710		dnaX		1.49857e+06	1.41847e+06	1.3768e+06	1.52012e+06	1.47983e+06	1.39656e+06
P06715	P06715		gor		4.28722e+06	4.49235e+06	4.2903e+06	4.26604e+06	4.29157e+06	4.54406e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2.06091e+06	9.0115e+06	8.84238e+06	2.00257e+06	1.96468e+06	9.1385e+06
P06846	P06846		ebgR		2.15162e+06	2.22938e+06	2.17608e+06	2.02662e+06	2.2416e+06	2.0934e+06
P06959	P06959		aceF		6.16668e+07	6.07898e+07	6.09418e+07	6.12e+07	5.97357e+07	6.06906e+07
P06961	P06961		cca		1.04768e+06	1.0973e+06	1.11516e+06	998484	914874	1.13922e+06
P06966	P06966		dicA		3.41315e+06	4.0116e+06	4.09796e+06	3.43693e+06	3.49058e+06	4.4077e+06
P06968	P06968		dut		8.31621e+06	8.95484e+06	8.36657e+06	8.25573e+06	8.32065e+06	8.74621e+06
P06971	P06971		fhuA		1.44347e+07	1.46542e+07	1.45186e+07	1.41441e+07	1.4416e+07	1.4246e+07
P06974	P06974		fliM		1.76193e+06	1.60518e+06	1.6344e+06	1.67971e+06	1.69624e+06	1.65054e+06
P06983	P06983		hemC		1.27688e+07	1.18028e+07	1.1885e+07	1.26738e+07	1.25208e+07	1.18072e+07
P06986	P06986		hisC		4.81133e+06	4.86689e+06	4.89979e+06	4.90878e+06	4.90121e+06	4.96387e+06
P06987	P06987		hisB		1.13327e+06	1.31836e+06	1.22835e+06	1.18189e+06	1.1719e+06	1.31369e+06
P06988	P06988		hisD		8.55133e+06	8.58461e+06	8.1249e+06	8.99908e+06	8.75603e+06	8.48877e+06
P06992	P06992		rsmA		2.21936e+06	2.40321e+06	2.45978e+06	2.31682e+06	2.19546e+06	2.29151e+06
P06996	P06996		ompC		2.17969e+08	2.08029e+08	1.99125e+08	2.1981e+08	2.12111e+08	2.10698e+08
P06999	P06999		pfkB		1.26459e+06	1.31593e+06	1.27818e+06	1.37465e+06	1.27598e+06	1.19979e+06
P07000	P07000		pldB		651827	548269	622963	629519	614164	595139
P07001	P07001		pntA		4.56564e+06	4.39479e+06	4.2762e+06	4.79908e+06	4.59516e+06	4.28898e+06
P07003	P07003		poxB		2.60037e+06	2.61368e+06	2.62519e+06	2.60354e+06	2.66307e+06	2.59843e+06
P07004	P07004		proA		5.6039e+06	5.67389e+06	5.33531e+06	5.48864e+06	5.59095e+06	5.65166e+06
P07012	P07012		prfB		1.00711e+07	1.05431e+07	1.04609e+07	9.92632e+06	9.91376e+06	1.07071e+07
P07014	P07014		sdhB		1.7761e+06	1.87103e+06	1.9203e+06	1.8673e+06	1.76921e+06	1.88665e+06
P07017	P07017		tar		3.79559e+06	3.80916e+06	3.6996e+06	3.83917e+06	3.81315e+06	3.72252e+06
P07021	P07021		yfiB		1.11305e+06	1.10398e+06	1.17691e+06	1.14678e+06	1.16551e+06	1.10395e+06
P07023	P07023		tyrA		2.7532e+06	2.80417e+06	2.80538e+06	2.75971e+06	2.79149e+06	2.6994e+06
P07024	P07024		ushA		5.37447e+06	5.37711e+06	5.27004e+06	5.34526e+06	5.4376e+06	5.31768e+06
P07026	P07026		sdiA		1.86761e+06	1.88602e+06	1.85406e+06	1.89071e+06	1.89038e+06	1.77516e+06
P07118	P07118		valS		2.08999e+07	2.12303e+07	2.09306e+07	2.08002e+07	2.11319e+07	2.11814e+07
P07330	P07330		cheB		1.22037e+06	1.02129e+06	1.2197e+06	1.10235e+06	1.03862e+06	1.13012e+06
P07363	P07363		cheA		1.80891e+06	1.79522e+06	1.87604e+06	1.77362e+06	1.80687e+06	1.8611e+06
P07395	P07395		pheT		1.71968e+07	1.66405e+07	1.63955e+07	1.6906e+07	1.67719e+07	1.66733e+07
P07604	P07604		tyrR		2.62273e+06	2.70114e+06	2.64092e+06	2.74628e+06	2.77813e+06	2.74291e+06
P07639	P07639		aroB		3.33782e+06	3.3268e+06	3.39168e+06	3.33179e+06	3.21465e+06	3.22614e+06
P07649	P07649		truA		2.11113e+06	2.15398e+06	2.09498e+06	2.06775e+06	1.96365e+06	2.06855e+06
P07650	P07650		deoA		6.59031e+06	6.4668e+06	6.51258e+06	6.76138e+06	6.52118e+06	6.45483e+06
P07658	P07658		fdhF		931717	933633	921382	939292	924034	904110
P07762	P07762		glgB		4.00975e+06	4.15907e+06	4.21519e+06	3.99304e+06	4.08164e+06	3.91539e+06
P07813	P07813		leuS		1.52474e+07	1.59752e+07	1.56415e+07	1.53507e+07	1.51535e+07	1.60299e+07
P07821	P07821		fhuC		1.5541e+06	1.0296e+06	1.64351e+06	1.6388e+06	1.49371e+06	1.5435e+06
P07822	P07822		fhuD		1.70604e+06	3.74789e+06	3.3848e+06	1.84381e+06	1.68532e+06	3.48877e+06
P07862	P07862		ddlB		4.13791e+06	4.13161e+06	3.86873e+06	4.02576e+06	4.07811e+06	4.15995e+06
P07913	P07913		tdh		4.54806e+06	4.65015e+06	4.7138e+06	4.49981e+06	4.61825e+06	4.76644e+06
P08178	P08178		purM		1.95735e+06	1.84369e+06	1.94064e+06	2.01246e+06	2.04926e+06	1.95113e+06
P08179	P08179		purN		3.00521e+06	3.0005e+06	2.78396e+06	3.08318e+06	3.19971e+06	2.81677e+06
P08189	P08189		fimF		972723	893597	822615	894753	987725	866127
P08190	P08190		fimG		649510	744488	735130	735776	662936	739409
P08191	P08191		fimH		3.20983e+06	3.01924e+06	3.08263e+06	2.96105e+06	3.1395e+06	3.0712e+06
P08192	P08192		folC		3.55852e+06	3.52426e+06	3.66651e+06	3.55754e+06	3.52803e+06	3.46726e+06
P08200	P08200		icd		2.43668e+07	2.56314e+07	2.46237e+07	2.35048e+07	2.28611e+07	2.52482e+07
P08201	P08201		nirB		4.68101e+06	4.97896e+06	4.94406e+06	4.76503e+06	4.74606e+06	4.89898e+06
P08244	P08244		pyrF		8.30402e+06	8.55358e+06	8.30603e+06	8.36108e+06	8.78565e+06	8.14789e+06
P08245	P08245		yciH		906880	883528	952541	907353	899320	921509
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2.59433e+06	1.08929e+07	1.0958e+07	2.57219e+06	2.55425e+06	1.10125e+07
P08312	P08312		pheS		1.48862e+07	1.42767e+07	1.4304e+07	1.47951e+07	1.48973e+07	1.46638e+07
P08331	P08331		cpdB		3.62478e+06	3.60667e+06	3.57948e+06	3.51001e+06	3.63277e+06	3.4795e+06
P08337	P08337		mutT		1.02532e+06	920927	951044	1.02664e+06	1.03504e+06	846455
P08373	P08373		murB		1.78322e+06	1.86951e+06	1.82578e+06	1.75222e+06	1.77415e+06	1.89294e+06
P08390	P08390		usg		5.43339e+06	5.4555e+06	5.44823e+06	5.69849e+06	5.54091e+06	5.51927e+06
P08395	P08395		sppA		2.94607e+06	2.62089e+06	2.63891e+06	2.76548e+06	3.03434e+06	2.88227e+06
P08506	P08506		dacC		6.48625e+06	6.48473e+06	6.25817e+06	6.39685e+06	6.17333e+06	6.63924e+06
P08622	P08622		dnaJ		6.59758e+06	6.7209e+06	6.82327e+06	6.49952e+06	6.40586e+06	6.96939e+06
P08660	P08660		lysC		2.61907e+06	2.66138e+06	2.64873e+06	2.66288e+06	2.639e+06	2.49947e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.29328e+06	1.08699e+07	1.14327e+07	2.28069e+06	2.40532e+06	1.16424e+07
P08839	P08839		ptsI		3.4439e+07	3.55126e+07	3.52133e+07	3.5249e+07	3.41259e+07	3.57558e+07
P08956	P08956		hsdR		1.82726e+06	1.90668e+06	1.88108e+06	1.92683e+06	1.90765e+06	1.68276e+06
P08957	P08957		hsdM		8.23304e+06	8.23964e+06	8.17783e+06	8.15642e+06	8.08798e+06	8.23597e+06
P09029	P09029		purK		1.1649e+06	1.3391e+06	1.31204e+06	1.18444e+06	1.20719e+06	1.26187e+06
P09030	P09030		xthA		3.70599e+06	3.87857e+06	3.83823e+06	3.6353e+06	3.66253e+06	3.88158e+06
P09126	P09126		hemD		1.58701e+06	1.47366e+06	1.53304e+06	1.47073e+06	1.57652e+06	1.5456e+06
P09127	P09127		hemX		1.07408e+07	1.04017e+07	1.0041e+07	1.056e+07	1.06474e+07	1.03004e+07
P09147	P09147		galE		9.9621e+06	1.026e+07	1.01816e+07	9.78904e+06	1.00821e+07	1.03973e+07
P09148	P09148		galT		1.60006e+06	1.64148e+06	1.70776e+06	1.61255e+06	1.56753e+06	1.62088e+06
P09152	P09152		narG		5.62695e+06	5.61164e+06	5.59438e+06	5.52568e+06	5.64005e+06	5.5117e+06
P09155	P09155		rnd		2.44844e+06	2.34971e+06	2.29098e+06	2.39843e+06	2.45884e+06	2.36612e+06
P09158	P09158		speE		7.68767e+06	7.77159e+06	7.68924e+06	7.62439e+06	7.55045e+06	7.57884e+06
P09169	P09169		ompT		6.07729e+06	6.04776e+06	6.00165e+06	6.02424e+06	6.2883e+06	6.3954e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.73561e+06	5.90204e+06	5.79705e+06	1.72712e+06	1.72982e+06	6.02466e+06
P09323	P09323		nagE		862752	817824	730419	654729	775281	889778
P09372	P09372		grpE		1.5746e+07	1.75657e+07	1.71343e+07	1.62812e+07	1.60408e+07	1.68977e+07
P09373	P09373		pflB		3.13883e+08	3.07857e+08	3.11799e+08	3.17495e+08	3.11211e+08	3.11848e+08
