Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1	DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1				6.32419e+06	6.30124e+06	5.8776e+06	6.32551e+06	5.9261e+06	6.19908e+06
DECOY_sp|P0CE48|EFTU2_ECOLI Elongation factor Tu 2 OS=Escherichia coli (strain K12) GN=tufB PE=1 SV=1	DECOY_sp|P0CE48|EFTU2_ECOLI Elongation factor Tu 2 OS=Escherichia coli (strain K12) GN=tufB PE=1 SV=1				5.16539e+06	4.7549e+06	5.32197e+06	4.78164e+06	4.9607e+06	5.68627e+06
DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2	DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2						1.54906e+06			1.65104e+06
DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2						1.25597e+06		1.18193e+06	1.17623e+06
DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1	DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1					437718	765386	539019		694472
DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1				259721	293163	272148	282067	302444	
DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1	DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1				768946	678635			811464	
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.65807e+06	1.60923e+06	1.298e+06	1.64757e+06	1.06889e+06	1.20174e+06
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.76761e+06	2.75108e+06	2.82821e+06	2.93572e+06	2.50643e+06	2.55653e+06
DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1	DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1				537081	511700		519954	561191	713693
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.29487e+06	1.30931e+06		1.33838e+06		
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.44259e+06	2.47022e+06		2.23887e+06		
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.65667e+06	2.6922e+06		3.07028e+06		
P00350	P00350		gnd		3.73477e+07	3.70944e+07	3.74309e+07	3.7238e+07	3.73187e+07	3.66893e+07
P00363	P00363		frdA		4.65975e+07	4.62673e+07	4.4959e+07	4.70524e+07	4.59837e+07	4.63178e+07
P00370	P00370		gdhA		1.88006e+06	1.91112e+06	1.98726e+06	1.83286e+06	1.98411e+06	2.12816e+06
P00393	P00393		ndh		5.29579e+06	5.40176e+06	5.54251e+06	5.2891e+06	5.48336e+06	5.42773e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.46559e+06	1.49285e+06	1.5478e+06	1.49713e+06	1.0942e+06	1.23195e+06
P00448	P00448		sodA		3.271e+06	3.30831e+06	3.41084e+06	3.23397e+06	3.51247e+06	3.36998e+06
P00452	P00452		nrdA		9.74473e+06	9.63072e+06	9.7728e+06	9.58479e+06	9.75702e+06	9.63519e+06
P00490	P00490		malP		5.85842e+06	5.92222e+06	5.81599e+06	5.90434e+06	5.63117e+06	5.71597e+06
P00509	P00509		aspC		1.86938e+07	1.86329e+07	1.83629e+07	1.86998e+07	1.83043e+07	1.83568e+07
P00547	P00547		thrB		857014	874911	904919	798847	969502	925351
P00550	P00550		mtlA		1.25603e+06	1.17738e+06	1.41037e+06	1.27543e+06	1.37866e+06	1.3591e+06
P00561	P00561		thrA		3.03392e+06	3.06801e+06	3.15981e+06	3.02707e+06	3.36425e+06	3.20848e+06
P00562	P00562		metL		3.01376e+06	2.85644e+06	2.92035e+06	3.03293e+06	2.92698e+06	3.00807e+06
P00579	P00579		rpoD		8.59593e+06	8.59062e+06	8.3543e+06	8.31493e+06	8.07474e+06	8.1294e+06
P00582	P00582		polA		3.43096e+06	3.37471e+06	3.40752e+06	3.3434e+06	3.40535e+06	3.38176e+06
P00803	P00803		lepB		4.72944e+06	4.61221e+06	4.69757e+06	4.50624e+06	4.7492e+06	4.51435e+06
P00805	P00805		ansB		2.11847e+07	2.16e+07	2.1023e+07	2.10979e+07	2.12113e+07	2.07925e+07
P00811	P00811		ampC		1.03151e+06	1.05334e+06	1.0262e+06	996557	1.0627e+06	884152
P00861	P00861		lysA		127608	144131	111797	215783	240386	239025
P00864	P00864		ppc		1.13199e+07	1.1178e+07	1.11402e+07	1.11327e+07	1.11678e+07	1.117e+07
P00887	P00887		aroH		2.75809e+06	2.89804e+06	2.56561e+06	2.82498e+06	2.67784e+06	2.58666e+06
P00888	P00888		aroF		1.96371e+06	1.9214e+06	2.04067e+06	1.9262e+06	2.02162e+06	1.97034e+06
P00892	P00892		ilvG		542090	413418	519340	449111	401707	483156
P00914	P00914		phrB		1.09193e+06	1.0343e+06	1.07941e+06	994001	1.08454e+06	940883
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.37549e+06	1.12255e+06		1.32579e+06	1.18591e+06	637249
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2.14802e+06	2.24835e+06	3.11906e+06	2.07233e+06	3.40983e+06	4.45659e+06
P00926	P00926		dsdA		1.27143e+06	1.30983e+06	1.22656e+06	1.14121e+06	1.43752e+06	1.24975e+06
P00934	P00934		thrC		4.57794e+06	4.50004e+06	4.48472e+06	4.64958e+06	4.48021e+06	4.50733e+06
P00935	P00935		metB		1.04627e+06	989716	1.09748e+06	951454	979702	1.0098e+06
P00946	P00946		manA		1.08457e+07	1.11398e+07	1.11162e+07	1.11121e+07	1.10155e+07	1.12432e+07
P00954	P00954		trpS		1.37517e+07	1.33101e+07	1.26967e+07	1.32677e+07	1.26171e+07	1.24602e+07
P00956	P00956		ileS		2.52811e+07	2.60401e+07	2.41772e+07	2.58578e+07	2.46733e+07	2.45255e+07
P00957	P00957		alaS		1.5182e+07	1.52892e+07	1.42259e+07	1.50016e+07	1.44593e+07	1.42298e+07
P00959	P00959		metG		1.86947e+07	1.90207e+07	1.84998e+07	1.85136e+07	1.84079e+07	1.82561e+07
P00960	P00960		glyQ		4.95015e+06	5.01686e+06	4.99262e+06	4.84332e+06	5.09493e+06	4.80051e+06
P00961	P00961		glyS		1.3527e+07	1.35031e+07	1.37407e+07	1.34543e+07	1.37791e+07	1.37254e+07
P00962	P00962		glnS		1.07244e+07	1.08101e+07	1.03357e+07	1.07894e+07	1.00094e+07	1.02758e+07
P00963	P00963		asnA		1.87449e+07	1.84218e+07	1.73581e+07	1.88312e+07	1.72041e+07	1.68826e+07
P00968	P00968		carB		5.84651e+06	5.88313e+06	5.86046e+06	5.85587e+06	5.87581e+06	5.8978e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.16804e+06	2.29071e+06		2.2153e+06	2.26213e+06	1.96429e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.67289e+06	2.74016e+06		2.46707e+06		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				5.01486e+06	4.78425e+06		5.06406e+06	3.50302e+06	1.12912e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.16196e+06	2.249e+06	1.9458e+06	2.14976e+06		532666
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.01411e+06	1.04689e+06		1.00818e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.06556e+06	4.32844e+06		4.13769e+06		
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.52566e+06	1.56792e+06	669017	1.66181e+06		527380
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.12006e+06	2.0653e+06	2.12626e+06	1.98189e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.66513e+06	2.79123e+06		2.5823e+06		
P02358	P02358		rpsF		1.42757e+08	1.39991e+08	1.187e+08	1.40632e+08	1.17948e+08	1.15839e+08
P02359	P02359		rpsG		1.59409e+08	1.57197e+08	1.47982e+08	1.57317e+08	1.47833e+08	1.49313e+08
P02413	P02413		rplO		1.47256e+08	1.4421e+08	1.42974e+08	1.42979e+08	1.44396e+08	1.43528e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				648712	679166		843091		
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.48013e+07	2.40998e+07	2.51334e+07	2.49738e+07	2.69109e+07	2.75594e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				2.44815e+06	2.54115e+06	2.42951e+06	2.53249e+06	2.41379e+06	2.55188e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.36018e+06	2.47736e+06	2.21672e+06	2.28789e+06	1.79868e+06	1.59186e+06
P02918	P02918		mrcA		2.38161e+06	2.38328e+06	2.62615e+06	2.48047e+06	2.70378e+06	2.6403e+06
P02919	P02919		mrcB		1.60377e+06	1.38678e+06	1.51064e+06	1.46564e+06	1.42646e+06	1.51395e+06
P02925	P02925		rbsB		9.223e+06	9.1994e+06	9.06249e+06	9.36234e+06	9.23826e+06	9.05807e+06
P02930	P02930		tolC		2.49206e+07	2.49182e+07	2.3873e+07	2.43406e+07	2.48493e+07	2.35326e+07
P02931	P02931		ompF		3.80876e+07	3.71482e+07	3.82339e+07	3.79344e+07	3.94513e+07	3.76768e+07
P02942	P02942		tsr		8.89165e+06	8.92398e+06	7.6783e+06	8.70369e+06	7.99027e+06	7.62146e+06
P02943	P02943		lamB		1.34795e+06	1.3359e+06	1.28662e+06	1.43296e+06	1.30878e+06	1.38034e+06
P03004	P03004		dnaA		2.1404e+06	2.04417e+06	2.08803e+06	2.13844e+06	1.99823e+06	2.25107e+06
P03007	P03007		dnaQ		434984	565424	483237	484723	429098	546019
P03018	P03018		uvrD		3.07825e+06	2.9444e+06	3.14445e+06	3.07082e+06	3.13286e+06	3.0192e+06
P03023	P03023		lacI		1.357e+06	1.28306e+06	1.49628e+06	2.00145e+06	2.11696e+06	1.27804e+06
P03024	P03024		galR		2.19926e+06	2.22176e+06	2.17375e+06	2.16456e+06	2.06943e+06	2.00259e+06
P03817	P03817		mioC		4.60622e+06	4.57709e+06	4.16045e+06	4.64994e+06	3.66377e+06	4.31174e+06
P03841	P03841		malM		9.50468e+06	9.70385e+06	9.62265e+06	9.66315e+06	9.7467e+06	1.03025e+07
P04036	P04036		dapB		5.57639e+06	5.42364e+06	5.20143e+06	5.40355e+06	5.10485e+06	5.15983e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				905257	947865	695839	969853		
P04079	P04079		guaA		1.99852e+07	1.97061e+07	2.00237e+07	2.02099e+07	1.99688e+07	1.99403e+07
P04335	P04335		frsA		4.25797e+06	4.26432e+06	4.19087e+06	4.25457e+06	4.12112e+06	4.06998e+06
P04425	P04425		gshB		7.77225e+06	7.67964e+06	7.78619e+06	7.55052e+06	7.88513e+06	7.53998e+06
P04693	P04693		tyrB		3.79618e+06	3.89454e+06	3.78879e+06	3.67361e+06	3.93003e+06	3.71555e+06
P04805	P04805		gltX		2.14611e+07	2.11434e+07	2.07494e+07	2.14824e+07	2.08084e+07	2.10073e+07
P04825	P04825		pepN		1.66949e+07	1.67369e+07	1.63972e+07	1.69526e+07	1.64835e+07	1.65434e+07
P04846	P04846		nlpA		3.29411e+06	3.44485e+06	3.09192e+06	3.18838e+06	3.39838e+06	3.31269e+06
P04949	P04949		fliC		3.8174e+07	3.82367e+07	3.7071e+07	3.79899e+07	3.78756e+07	3.62137e+07
P04951	P04951		kdsB		4.01554e+06	4.06507e+06	3.99651e+06	4.11958e+06	3.93257e+06	4.17876e+06
P04982	P04982		rbsD		1.11298e+06	1.12308e+06	1.03824e+06	1.11408e+06	1.04795e+06	1.11161e+06
P04994	P04994		xseA		851411	853686	988587	672580	788814	854842
P04995	P04995		sbcB		1.19254e+07	1.20679e+07	1.24734e+07	1.23274e+07	1.26587e+07	1.23017e+07
P05020	P05020		pyrC		6.16484e+06	6.09656e+06	5.80466e+06	6.18646e+06	5.88277e+06	6.19155e+06
P05041	P05041		pabB		1.76959e+06	1.80468e+06	1.82597e+06	1.82155e+06	1.62569e+06	1.62306e+06
P05055	P05055		pnp		4.41786e+07	4.32653e+07	4.09767e+07	4.34152e+07	4.0989e+07	4.10102e+07
P05100	P05100		tag		2.13479e+06	1.83416e+06	1.61227e+06	2.2621e+06	1.65407e+06	1.76703e+06
P05194	P05194		aroD		976261	979522	938548	970134	1.02533e+06	1.02646e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2.51862e+06	2.49613e+06	715670	2.48076e+06		
P05458	P05458		ptrA		1.56023e+06	1.52894e+06	1.64111e+06	1.55722e+06	1.55413e+06	1.5758e+06
P05459	P05459		pdxB		5.81208e+06	5.82452e+06	5.6504e+06	5.8222e+06	5.68856e+06	5.66471e+06
P05637	P05637		apaH		1.43984e+06	1.53386e+06	1.35094e+06	1.44055e+06	1.38915e+06	1.34828e+06
P05706	P05706		srlB		793764	764808	551522	791176	708294	465940
P05719	P05719		hsdS		1.43147e+06	1.3316e+06	1.52022e+06	1.29293e+06	1.51695e+06	1.37436e+06
P05791	P05791		ilvD		3.31734e+06	3.44739e+06	3.35859e+06	3.28713e+06	3.30676e+06	3.29578e+06
P05793	P05793		ilvC		4.08374e+06	4.13641e+06	3.97271e+06	3.96966e+06	4.12195e+06	4.25359e+06
P05825	P05825		fepA		2.0784e+06	2.16864e+06	2.17458e+06	2.19927e+06	2.26063e+06	2.19211e+06
P05852	P05852		gcp		2.39409e+06	2.4428e+06	2.44307e+06	2.48399e+06	2.31251e+06	2.3275e+06
P06129	P06129		btuB		1.26233e+07	1.25703e+07	1.31205e+07	1.27416e+07	1.35946e+07	1.33156e+07
P06136	P06136		ftsQ		846123	798055	842471	808102	893116	720939
P06149	P06149		dld		6.81378e+06	6.50875e+06	6.64302e+06	6.5827e+06	6.52749e+06	5.9633e+06
P06282	P06282		cdh		2.49865e+06	2.4644e+06	2.56008e+06	2.56091e+06	2.55124e+06	2.6733e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.97291e+06	3.10127e+06	3.92454e+06	3.138e+06	3.31566e+06	3.81387e+06
P06610	P06610		btuE		6.44485e+06	6.49884e+06	6.61893e+06	6.56628e+06	6.5459e+06	6.56124e+06
P06612	P06612		topA		5.43467e+06	5.62878e+06	5.88053e+06	5.52944e+06	5.81537e+06	5.6507e+06
P06616	P06616		era		3.8791e+06	3.76544e+06	3.77202e+06	3.73611e+06	3.9034e+06	3.73504e+06
P06709	P06709		birA		1.00116e+06	1.02464e+06	1.08238e+06	1.1212e+06	1.08069e+06	1.21155e+06
P06710	P06710		dnaX		1.22537e+06	1.34866e+06	1.44599e+06	1.30257e+06	1.45611e+06	1.47373e+06
P06715	P06715		gor		4.24211e+06	4.18094e+06	4.26422e+06	4.28488e+06	4.38822e+06	4.30209e+06
P06721	P06721		metC		687847	705948	600371	712658	725524	423678
P06722	P06722		mutH		1.43641e+06	1.44456e+06	1.50335e+06	1.39879e+06	1.34089e+06	1.44757e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.70474e+06	1.70319e+06		1.75019e+06		
P06846	P06846		ebgR		1.92864e+06	1.86175e+06	2.2057e+06	2.12373e+06	2.1744e+06	2.18018e+06
P06864	P06864		ebgA		271494				468357	
P06959	P06959		aceF		5.85646e+07	5.90612e+07	5.78628e+07	5.78046e+07	5.85106e+07	5.60927e+07
P06961	P06961		cca		1.10007e+06	1.09635e+06	1.13395e+06	1.04037e+06	1.16071e+06	1.10857e+06
P06968	P06968		dut		1.05109e+07	1.06361e+07	1.11998e+07	1.05937e+07	1.13411e+07	1.11299e+07
P06971	P06971		fhuA		1.33143e+07	1.37343e+07	1.33205e+07	1.37642e+07	1.33478e+07	1.34244e+07
P06974	P06974		fliM		1.75587e+06	1.67502e+06	1.75429e+06	1.69312e+06	1.81625e+06	1.91273e+06
P06983	P06983		hemC		1.11786e+07	1.09362e+07	1.12385e+07	1.12692e+07	1.14327e+07	1.09993e+07
P06986	P06986		hisC		4.4329e+06	4.49576e+06	4.50048e+06	4.39877e+06	4.20233e+06	4.18891e+06
P06987	P06987		hisB		2.87965e+06	2.76341e+06	2.63902e+06	2.71649e+06	2.60039e+06	2.56022e+06
P06988	P06988		hisD		2.7479e+06	2.80548e+06	2.93636e+06	2.35504e+06	2.89194e+06	2.91548e+06
P06992	P06992		rsmA		2.43309e+06	2.4949e+06	2.56091e+06	2.38246e+06	2.57252e+06	2.5532e+06
P06993	P06993		malT		366090	340310	326699	305847	288762	276976
P06996	P06996		ompC		2.0755e+08	2.09934e+08	2.09081e+08	2.04077e+08	2.10783e+08	2.03476e+08
P06999	P06999		pfkB		3.27811e+06	3.1264e+06	2.94423e+06	3.02196e+06	3.22452e+06	2.93269e+06
P07000	P07000		pldB		600695	580794	499624	544530	560619	539456
P07001	P07001		pntA		4.01618e+06	4.21092e+06	4.20189e+06	4.15694e+06	4.06241e+06	4.15377e+06
P07003	P07003		poxB		2.21443e+06	2.27022e+06	2.20684e+06	2.3248e+06	2.26782e+06	2.25612e+06
P07004	P07004		proA		1.53341e+07	1.50222e+07	1.53423e+07	1.61497e+07	1.5021e+07	1.5281e+07
P07012	P07012		prfB		9.65015e+06	9.51076e+06	9.57874e+06	9.3227e+06	9.98582e+06	9.5569e+06
P07014	P07014		sdhB		4.48405e+06	4.75782e+06	4.92693e+06	4.66362e+06	4.76587e+06	4.74528e+06
P07017	P07017		tar		1.05972e+07	1.0679e+07	1.05235e+07	1.0806e+07	1.02644e+07	1.02112e+07
P07021	P07021		yfiB		876803	932179	863742	927049	841065	869192
P07023	P07023		tyrA		2.41756e+06	2.29379e+06	2.26235e+06	2.47839e+06	2.3516e+06	2.19633e+06
