Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				131655	1.74912e+06	1.72845e+06	1.72112e+06	146680	129430
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.55847e+06	1.4117e+06	1.57067e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				601553	1.24819e+06	1.13464e+06	1.22134e+06		
P02358	P02358		rpsF		1.29894e+08	1.29971e+08	1.35562e+08	1.31864e+08	1.30038e+08	1.26768e+08
P02359	P02359		rpsG		1.0977e+08	1.10622e+08	1.08987e+08	1.07993e+08	1.10119e+08	1.09505e+08
P02413	P02413		rplO		1.48878e+08	1.47027e+08	1.43629e+08	1.44795e+08	1.49231e+08	1.51915e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.26449e+06	4.14549e+06	4.42743e+06	4.1411e+06	1.24497e+06	495151
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				713194	3.01844e+06	2.85315e+06	2.96158e+06		3.05984e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				714237	1.04874e+06	1.08967e+06	1.07591e+06	659706	1.03181e+06
P02918	P02918		mrcA		1.97607e+06	1.72621e+06	2.12386e+06	1.92679e+06	1.99373e+06	2.03543e+06
P02919	P02919		mrcB		1.8649e+06	1.90871e+06	1.84804e+06	1.81772e+06	1.73474e+06	1.76035e+06
P02924	P02924		araF			1.23963e+06	1.18158e+06			
P02925	P02925		rbsB		9.17223e+06	9.47592e+06	9.32157e+06	9.27805e+06	9.19803e+06	8.9652e+06
P02930	P02930		tolC		2.45974e+07	2.47052e+07	2.42454e+07	2.47356e+07	2.51296e+07	2.50222e+07
P02931	P02931		ompF		3.84272e+07	3.66565e+07	3.75548e+07	3.75493e+07	3.80532e+07	3.6474e+07
P02932	P02932		phoE		331503	327396	282058	384419	380687	260920
P02942	P02942		tsr		1.3684e+07	1.36064e+07	1.42539e+07	1.33568e+07	1.33774e+07	1.36118e+07
P02943	P02943		lamB		1.45067e+06	1.55441e+06	1.55586e+06	1.55305e+06	1.54569e+06	1.28432e+06
P03004	P03004		dnaA		2.15542e+06	2.28998e+06	2.31327e+06	2.13808e+06	2.26428e+06	2.15952e+06
P03007	P03007		dnaQ		725680	694930	726961	663088	711971	688154
P03018	P03018		uvrD		4.31958e+06	4.23204e+06	4.22327e+06	4.35482e+06	4.28302e+06	4.23369e+06
P03024	P03024		galR		1.42528e+06	1.1571e+06	1.20782e+06	1.38264e+06	1.34552e+06	1.21925e+06
P03817	P03817		mioC		8.02739e+06	8.22738e+06	7.79373e+06	8.07127e+06	7.88198e+06	8.0181e+06
P03841	P03841		malM		1.00867e+07	9.79518e+06	9.80664e+06	1.00795e+07	1.01138e+07	9.96604e+06
P04036	P04036		dapB		4.81372e+06	4.77191e+06	4.73486e+06	4.71788e+06	4.73617e+06	4.82488e+06
P04079	P04079		guaA		1.49953e+07	1.49128e+07	1.50309e+07	1.49327e+07	1.48748e+07	1.43691e+07
P04335	P04335		frsA		4.63888e+06	4.37172e+06	4.25907e+06	4.35743e+06	4.50208e+06	4.31097e+06
P04425	P04425		gshB		8.21005e+06	8.45229e+06	8.38414e+06	8.39249e+06	8.29282e+06	8.10379e+06
P04693	P04693		tyrB		3.97568e+06	4.05649e+06	4.12612e+06	3.85245e+06	4.1831e+06	4.01176e+06
P04805	P04805		gltX		2.4323e+07	2.49801e+07	2.49354e+07	2.4997e+07	2.44795e+07	2.484e+07
P04825	P04825		pepN		1.49387e+07	1.51739e+07	1.5677e+07	1.50923e+07	1.4762e+07	1.49551e+07
P04846	P04846		nlpA		3.34e+06	3.15756e+06	3.23657e+06	3.40232e+06	3.31435e+06	3.34724e+06
P04949	P04949		fliC		3.94755e+07	3.81504e+07	3.75764e+07	3.86893e+07	3.91547e+07	3.74829e+07
P04951	P04951		kdsB		6.54714e+06	6.49002e+06	6.29481e+06	6.63183e+06	6.49971e+06	6.47826e+06
P04968	P04968		ilvA		645622	649820	547495	561589	490264	596911
P04982	P04982		rbsD		1.20563e+06	1.22097e+06	1.1155e+06	1.3145e+06	1.07742e+06	1.16788e+06
P04994	P04994		xseA		985034	1.07201e+06	712704	1.0255e+06	1.02681e+06	990571
P04995	P04995		sbcB		1.2875e+07	1.32039e+07	1.30331e+07	1.28168e+07	1.31482e+07	1.26451e+07
P05020	P05020		pyrC		6.66453e+06	6.31669e+06	6.42092e+06	6.35384e+06	6.36587e+06	6.45113e+06
P05041	P05041		pabB		1.63211e+06	1.63356e+06	1.63457e+06	1.64251e+06	1.63458e+06	1.82117e+06
P05055	P05055		pnp		3.28866e+07	3.27319e+07	3.30894e+07	3.27852e+07	3.28231e+07	3.25398e+07
P05100	P05100		tag		1.51134e+06	1.52578e+06	1.42203e+06	1.57387e+06	1.51832e+06	1.50132e+06
P05194	P05194		aroD		1.14878e+06	1.17711e+06	1.22201e+06	1.23997e+06	1.21806e+06	1.13747e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				868078	2.54703e+06	2.61039e+06	2.43335e+06	499619	796417
P05458	P05458		ptrA		1.58461e+06	1.44052e+06	1.57411e+06	1.50417e+06	1.48745e+06	1.62706e+06
P05459	P05459		pdxB		5.93528e+06	5.96279e+06	5.88576e+06	5.9628e+06	5.90587e+06	5.59012e+06
P05637	P05637		apaH		2.379e+06	2.2304e+06	2.96302e+06	2.61749e+06	2.48959e+06	2.20556e+06
P05719	P05719		hsdS		1.24074e+06	1.19924e+06	1.24285e+06	1.16736e+06	1.26634e+06	1.36832e+06
P05791	P05791		ilvD		3.08437e+06	3.16973e+06	3.0914e+06	3.13873e+06	3.07694e+06	3.10312e+06
P05793	P05793		ilvC		7.76876e+06	7.58964e+06	7.72668e+06	7.62174e+06	7.70759e+06	7.82204e+06
P05825	P05825		fepA		2.03498e+06	1.99728e+06	2.08418e+06	2.06996e+06	2.01746e+06	1.89546e+06
P05852	P05852		gcp		2.28731e+06	2.27267e+06	2.24239e+06	2.22038e+06	2.44299e+06	2.4535e+06
P06129	P06129		btuB		1.29583e+07	1.34726e+07	1.329e+07	1.32592e+07	1.32152e+07	1.30169e+07
P06136	P06136		ftsQ		1.45079e+06	1.50076e+06	1.44956e+06	1.45899e+06	1.42177e+06	1.40389e+06
P06149	P06149		dld		5.65294e+06	6.0261e+06	5.89358e+06	5.93043e+06	5.66193e+06	5.91188e+06
P06282	P06282		cdh		3.00261e+06	2.95492e+06	2.80746e+06	3.03025e+06	3.0113e+06	2.74898e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)					589949	499997	513578		
P06610	P06610		btuE		6.74221e+06	6.8613e+06	6.68992e+06	6.75103e+06	6.65198e+06	6.232e+06
P06611	P06611		btuD		834474	930315	919947	787864	784696	723064
P06612	P06612		topA		5.64325e+06	5.7169e+06	5.69763e+06	5.6785e+06	5.47693e+06	5.60082e+06
P06616	P06616		era		3.89235e+06	3.92434e+06	3.60515e+06	3.7742e+06	3.80959e+06	3.77518e+06
P06709	P06709		birA		915415	928030	957778	1.01192e+06	969900	916976
P06710	P06710		dnaX		1.16979e+06	1.16977e+06	1.1927e+06	1.2456e+06	1.18812e+06	1.18782e+06
P06715	P06715		gor		3.05448e+06	3.06417e+06	3.11282e+06	2.97782e+06	2.97389e+06	3.0254e+06
P06721	P06721		metC		560231	616510	589112	508204	492490	446554
P06722	P06722		mutH		838794	958443	1.0889e+06	1.03496e+06	997495	1.03244e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				417536	834799	777296	744791	236195	391300
P06846	P06846		ebgR		1.47677e+06	1.35535e+06	1.39569e+06	1.37607e+06	1.33019e+06	1.43234e+06
P06959	P06959		aceF		6.18825e+07	6.06787e+07	5.92349e+07	6.02894e+07	6.19554e+07	6.10397e+07
P06961	P06961		cca		1.52843e+06	1.56938e+06	1.6839e+06	1.62454e+06	1.54889e+06	1.53756e+06
P06968	P06968		dut		1.06397e+07	1.054e+07	1.04792e+07	1.05987e+07	1.08753e+07	1.04632e+07
P06971	P06971		fhuA		1.31242e+07	1.34952e+07	1.3264e+07	1.32086e+07	1.32844e+07	1.31565e+07
P06974	P06974		fliM		1.62718e+06	1.73842e+06	1.68912e+06	1.7799e+06	1.75109e+06	1.65791e+06
P06983	P06983		hemC		1.13119e+07	1.06738e+07	1.09452e+07	1.08013e+07	1.11286e+07	1.1258e+07
P06986	P06986		hisC		4.30582e+06	4.21001e+06	4.14866e+06	4.18799e+06	4.11403e+06	4.04274e+06
P06987	P06987		hisB		1.08758e+06	1.06273e+06	1.17162e+06	1.09284e+06	1.0733e+06	1.12841e+06
P06988	P06988		hisD		3.3678e+06	2.92246e+06	3.25972e+06	3.5882e+06	3.11465e+06	3.27397e+06
P06992	P06992		rsmA		2.37297e+06	2.43394e+06	2.25442e+06	2.4191e+06	2.33819e+06	2.30035e+06
P06996	P06996		ompC		2.77521e+08	2.65775e+08	2.56585e+08	2.664e+08	2.84259e+08	2.62573e+08
P06999	P06999		pfkB		1.26276e+06	1.214e+06	1.2092e+06	1.23833e+06	1.22408e+06	1.24209e+06
P07000	P07000		pldB		647568	530786	573009	467330	618395	568651
P07001	P07001		pntA		2.62549e+06	2.6305e+06	2.45469e+06	2.70672e+06	2.63069e+06	2.53878e+06
P07003	P07003		poxB		2.5207e+06	2.49835e+06	2.49886e+06	2.53885e+06	2.42598e+06	2.41559e+06
P07004	P07004		proA		2.52434e+07	2.55102e+07	2.56335e+07	2.51835e+07	2.5253e+07	2.60728e+07
P07012	P07012		prfB		8.70261e+06	8.93748e+06	8.8731e+06	8.90664e+06	8.66617e+06	8.73575e+06
P07014	P07014		sdhB		4.55054e+06	4.52834e+06	4.42291e+06	4.5437e+06	4.75815e+06	4.46845e+06
P07017	P07017		tar		4.44139e+06	4.53492e+06	4.58002e+06	4.47065e+06	4.52945e+06	4.35588e+06
P07021	P07021		yfiB		780326	802899	872514	938836	768243	827075
P07023	P07023		tyrA		2.28734e+06	2.62361e+06	2.43704e+06	2.32934e+06	2.44159e+06	2.16193e+06
P07024	P07024		ushA		4.89179e+06	4.80864e+06	4.67903e+06	4.98673e+06	4.83344e+06	4.92803e+06
P07026	P07026		sdiA		1.85058e+06	1.71144e+06	1.61576e+06	1.74631e+06	1.80296e+06	1.74919e+06
P07117	P07117		putP		379860	326782	398535	385203	368964	362700
P07118	P07118		valS		2.29665e+07	2.32032e+07	2.3556e+07	2.30083e+07	2.26868e+07	2.32906e+07
P07330	P07330		cheB		1.58399e+06	1.41247e+06	1.32091e+06	1.54592e+06	1.54626e+06	1.43979e+06
P07363	P07363		cheA		1.89066e+06	1.92362e+06	1.97356e+06	1.96292e+06	1.96452e+06	1.83919e+06
P07395	P07395		pheT		1.51877e+07	1.51148e+07	1.49935e+07	1.52847e+07	1.5067e+07	1.50546e+07
P07604	P07604		tyrR		2.32587e+06	2.28856e+06	2.41978e+06	2.29211e+06	2.28368e+06	2.28343e+06
P07639	P07639		aroB		3.31705e+06	3.28706e+06	3.2692e+06	3.33571e+06	3.30727e+06	3.25835e+06
P07648	P07648		recC		1.17574e+06	1.14721e+06	1.34314e+06	1.07294e+06	1.15433e+06	1.09716e+06
P07649	P07649		truA		2.05529e+06	1.99831e+06	1.96201e+06	2.01441e+06	1.98966e+06	1.96041e+06
P07650	P07650		deoA		6.31537e+06	6.36238e+06	6.34874e+06	6.35885e+06	6.18342e+06	6.26057e+06
P07658	P07658		fdhF		859094	873649	912721	841858	886871	868072
P07762	P07762		glgB		3.34049e+06	3.25115e+06	3.55049e+06	3.25821e+06	3.20207e+06	3.0983e+06
P07813	P07813		leuS		1.74151e+07	1.75053e+07	1.82018e+07	1.7672e+07	1.73234e+07	1.74992e+07
P07821	P07821		fhuC		681047	711792	597294	654781	616134	493274
P07822	P07822		fhuD		305161	415744	550558	457108	508140	520600
P07862	P07862		ddlB		2.03054e+06	2.19352e+06	2.13794e+06	2.19004e+06	2.14095e+06	2.07382e+06
P07913	P07913		tdh		3.88283e+06	3.97658e+06	3.92969e+06	4.05614e+06	3.79074e+06	3.7648e+06
P08178	P08178		purM		1.65251e+06	1.51235e+06	1.69787e+06	1.6606e+06	1.51175e+06	1.46109e+06
P08179	P08179		purN		1.10072e+06	1.15702e+06	993594	1.15095e+06	1.09941e+06	922880
P08189	P08189		fimF		1.33525e+06	1.24939e+06	1.24097e+06	1.16835e+06	1.14262e+06	1.27048e+06
P08190	P08190		fimG		1.9962e+06	1.88447e+06	2.26477e+06	2.15649e+06	2.08634e+06	2.16677e+06
P08191	P08191		fimH		2.80928e+06	2.9518e+06	2.86724e+06	2.96319e+06	2.8861e+06	2.80626e+06
P08192	P08192		folC		2.99737e+06	3.07271e+06	3.05988e+06	3.03015e+06	3.07997e+06	2.98706e+06
P08194	P08194		glpT		273687	205114	313397	282960	236993	302554
P08200	P08200		icd		1.27257e+07	1.30347e+07	1.33546e+07	1.292e+07	1.27221e+07	1.29222e+07
P08201	P08201		nirB		5.97924e+06	6.02164e+06	5.90818e+06	6.01299e+06	5.91897e+06	5.91739e+06
P08244	P08244		pyrF		9.98976e+06	1.01777e+07	1.05627e+07	1.01424e+07	1.02559e+07	1.03685e+07
P08245	P08245		yciH		689658	650758	697173	615438	653376	650582
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)					311875	316347	350841		186051
P08312	P08312		pheS		1.21421e+07	1.20195e+07	1.21657e+07	1.21387e+07	1.21077e+07	1.20966e+07
P08331	P08331		cpdB		2.52992e+06	2.5611e+06	2.57263e+06	2.58962e+06	2.46976e+06	2.36643e+06
P08337	P08337		mutT		1.10297e+06	869968	932716	908985	964859	951909
P08373	P08373		murB		1.61327e+06	1.7688e+06	1.83219e+06	1.68664e+06	1.67075e+06	1.62018e+06
P08390	P08390		usg		5.30183e+06	5.55537e+06	5.32532e+06	5.27183e+06	5.49014e+06	5.36772e+06
P08395	P08395		sppA		2.13417e+06	2.15998e+06	2.07225e+06	2.11578e+06	1.98712e+06	2.02034e+06
P08506	P08506		dacC		6.3464e+06	6.19679e+06	6.10016e+06	6.12659e+06	6.03821e+06	6.11149e+06
P08622	P08622		dnaJ		5.98713e+06	5.87594e+06	5.93245e+06	5.97269e+06	6.03321e+06	6.18774e+06
P08660	P08660		lysC		2.31593e+06	2.47229e+06	2.26634e+06	2.42615e+06	2.43734e+06	2.22932e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					582941	631674	533296		
P08839	P08839		ptsI		7.22217e+07	7.15065e+07	7.22529e+07	7.20294e+07	7.22704e+07	7.20795e+07
P08956	P08956		hsdR		2.36728e+06	2.38956e+06	2.35193e+06	2.31253e+06	2.42582e+06	2.32321e+06
P08957	P08957		hsdM		1.19579e+07	1.19937e+07	1.22147e+07	1.22264e+07	1.20905e+07	1.20701e+07
P08997	P08997		aceB		817926	848696	872599	741055	836700	944066
P09029	P09029		purK		1.08499e+06	1.14355e+06	1.17621e+06	1.17688e+06	1.06086e+06	1.02442e+06
P09030	P09030		xthA		2.62518e+06	2.62391e+06	2.55505e+06	2.63082e+06	2.589e+06	2.49068e+06
P09053	P09053		avtA		2.33279e+06	2.37451e+06	2.27708e+06	2.26547e+06	2.3572e+06	2.24837e+06
P09126	P09126		hemD		1.95295e+06	2.01276e+06	1.88624e+06	1.96719e+06	2.03884e+06	1.92627e+06
P09127	P09127		hemX		1.16688e+07	1.18268e+07	1.19247e+07	1.17043e+07	1.14943e+07	1.14191e+07
P09147	P09147		galE		8.76187e+06	8.80232e+06	8.67628e+06	8.68289e+06	8.77276e+06	8.63596e+06
P09148	P09148		galT		1.79411e+06	1.77704e+06	1.89739e+06	1.86505e+06	1.82288e+06	1.72441e+06
P09152	P09152		narG		5.23177e+06	5.07616e+06	5.07801e+06	5.10229e+06	4.96015e+06	4.97986e+06
P09155	P09155		rnd		2.23593e+06	2.20088e+06	2.4121e+06	2.29193e+06	2.28497e+06	2.34363e+06
P09158	P09158		speE		7.04504e+06	6.97079e+06	7.03802e+06	7.11058e+06	6.92306e+06	7.04537e+06
P09169	P09169		ompT		4.18832e+06	4.34754e+06	4.06349e+06	4.28457e+06	4.39305e+06	4.16631e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)					996656	976726	1.25398e+06	583013	439033
P09323	P09323		nagE		597276	584407	635148	551190	564160	502601
P09348	P09348		motA		919593	1.06456e+06	860333	1.01162e+06	1.00125e+06	1.06048e+06
P09372	P09372		grpE		5.04557e+07	5.0808e+07	5.16406e+07	5.06553e+07	5.08557e+07	5.23268e+07
P09373	P09373		pflB		2.49088e+08	2.48001e+08	2.45847e+08	2.45908e+08	2.49878e+08	2.46637e+08
P09394	P09394		glpQ		5.52885e+06	5.58178e+06	5.64669e+06	5.50657e+06	5.70146e+06	5.56506e+06
P09424	P09424		mtlD		2.20553e+06	2.34563e+06	2.32008e+06	2.21497e+06	2.2302e+06	2.28815e+06
P09546	P09546		putA		3.93122e+06	3.78762e+06	3.89768e+06	3.82378e+06	3.92792e+06	3.74028e+06
P09549	P09549		dedD		1.61799e+06	1.63075e+06	1.75883e+06	1.65321e+06	1.57498e+06	1.71542e+06
P09831	P09831		gltB		4.39742e+06	4.41046e+06	4.40605e+06	4.37252e+06	4.38476e+06	4.06203e+06
P09832	P09832		gltD		2.94632e+06	2.88579e+06	2.8188e+06	2.953e+06	2.9003e+06	2.87646e+06
P0A698	P0A698		uvrA		2.67303e+06	2.55348e+06	2.66215e+06	2.68468e+06	2.58976e+06	2.64694e+06
P0A6A0	P0A6A0		ubiB		1.57502e+06	1.46667e+06	1.63336e+06	1.59133e+06	1.61032e+06	1.67306e+06
