Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	2.0206e+08	2.11667e+08	2.09627e+08	2.12902e+08	2.07946e+08	2.10989e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.26012e+07	7.28182e+07	7.56053e+07	7.38837e+07	7.32027e+07	7.62109e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	27	27	4.15507e+07	4.10813e+07	4.03156e+07	4.11784e+07	4.13656e+07	4.01389e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.36647e+08	2.43367e+08	2.60932e+08	2.56114e+08	2.48037e+08	2.5224e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.24282e+08	1.23381e+08	1.20682e+08	1.16367e+08	1.21211e+08	1.19134e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	9.3479e+08	9.40303e+08	9.2675e+08	9.31499e+08	9.51454e+08	9.2223e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	13	13	1.00661e+08	1.00581e+08	1.01677e+08	1.04468e+08	1.00311e+08	1.02676e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.42003e+07	6.7066e+07	7.02337e+07	6.83896e+07	6.76216e+07	6.69983e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.0764e+07	1.16956e+07	1.11198e+07	1.10633e+07	1.17783e+07	1.15389e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	5	5	1.86121e+06	1.68617e+06	1.36301e+06	1.72989e+06	1.56666e+06	1.68075e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.3208e+07	9.02089e+07	8.12716e+07	8.80737e+07	9.06526e+07	8.3999e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.23335e+07	4.44554e+07	4.36437e+07	4.41947e+07	4.39887e+07	4.55847e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.64084e+07	3.66324e+07	3.52158e+07	3.45473e+07	3.56215e+07	3.52793e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	5.66351e+06	5.12008e+06	4.94465e+06	5.35424e+06	5.32626e+06	5.73525e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.6326e+06	1.6799e+06	1.59836e+06	1.7089e+06	1.4144e+06	1.65791e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.34008e+06	1.83055e+06	1.61425e+06	1.90574e+06	1.41377e+06	1.71783e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.51122e+07	3.61478e+07	3.63114e+07	3.66527e+07	3.68009e+07	3.63875e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.59272e+07	2.68307e+07	2.55149e+07	2.62921e+07	2.7242e+07	2.73268e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	1	1	7.29699e+06	7.08688e+06	7.17584e+06	7.99231e+06		8.40443e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.86374e+07	7.37986e+07	7.42137e+07	7.58639e+07	7.43025e+07	7.42114e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.37056e+07	6.06133e+07	6.03475e+07	6.00641e+07	5.51582e+07	5.57415e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.87224e+07	1.82354e+07	1.98292e+07	1.92912e+07	1.81244e+07	1.95293e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	2	2	1.3942e+06		1.84139e+06			
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.80262e+07	6.9749e+07	6.96273e+07	7.07037e+07	6.89817e+07	6.93417e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.36475e+08	2.28547e+08	2.22212e+08	2.14821e+08	2.31422e+08	2.19688e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.21194e+09	1.21461e+09	1.19466e+09	1.18214e+09	1.24746e+09	1.1983e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.85624e+07	8.20626e+07	8.30503e+07	8.08894e+07	8.03106e+07	8.22305e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	6.68248e+08	7.6842e+08	8.45965e+08	8.28395e+08	6.94748e+08	8.0677e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.25076e+08	6.3522e+08	6.68213e+08	6.40725e+08	6.72345e+08	6.41619e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.97928e+07	4.85612e+07	4.80912e+07	4.90472e+07	4.67703e+07	4.93409e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.50526e+08	3.52505e+08	3.63313e+08	3.5741e+08	3.50556e+08	3.51779e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.37787e+07	2.22218e+07	2.42317e+07	2.41434e+07	2.34441e+07	2.40752e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1	1.25823e+06	1.21247e+06	1.28265e+06	1.05705e+06	1.2642e+06	1.24611e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	7.86216e+06	8.27064e+06	8.20757e+06	7.97062e+06	8.04768e+06	7.95382e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	1	1	513072	410706	522476	455587	505533	447394
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.97196e+07	1.96078e+07	1.98299e+07	1.86207e+07	1.98133e+07	1.86406e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.21807e+06	2.69142e+06	3.26688e+06	3.66981e+06	3.0655e+06	2.79187e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	3.70334e+06		4.13385e+06	5.1015e+06		4.47283e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	3.51674e+06	4.11056e+06	4.05983e+06	3.94069e+06	3.79833e+06	3.87321e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.01385e+06	4.72423e+06	3.60845e+06	4.20264e+06	5.12912e+06	3.93242e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	524282	599453	313705	779915	682292	582384
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.25202e+06	4.42957e+06	4.1992e+06	3.77942e+06	3.79839e+06	3.9835e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.65183e+06	4.08569e+06	3.75028e+06	4.02673e+06	3.76431e+06	3.82511e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.62154e+07	4.48737e+07	5.00534e+07	4.8725e+07	4.7313e+07	4.46849e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.24483e+07	1.22131e+07	1.08157e+07	1.24289e+07	1.23017e+07	1.19843e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.32806e+08	1.29266e+08	1.38346e+08	1.33563e+08	1.27836e+08	1.34972e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	2.0307e+07	2.15902e+07	2.19602e+07	1.96919e+07	2.18171e+07	1.95148e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.38031e+07	4.41888e+07	4.32352e+07	4.39411e+07	4.76854e+07	4.51771e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.99334e+07	3.87514e+07	3.92184e+07	3.98964e+07	4.09192e+07	4.19715e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	6.6681e+06	4.39106e+06	5.37597e+06	5.71843e+06	5.43306e+06	5.72897e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	3.7174e+06	3.69843e+06	3.91396e+06	3.69398e+06	3.40831e+06	3.58322e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	2.43805e+06	2.68146e+06	2.27789e+06	2.36398e+06	2.78413e+06	2.50459e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.66713e+06	1.31889e+06	1.53201e+06	1.27005e+06	1.619e+06	1.30055e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	8.08271e+07	8.16626e+07	7.95192e+07	8.11003e+07	8.28443e+07	8.10739e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.08218e+08	2.08165e+08	2.06293e+08	2.07191e+08	2.03623e+08	2.04617e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.3543e+07	7.40841e+07	6.70622e+07	7.1396e+07	7.27246e+07	6.92992e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.85286e+07	1.71356e+07	1.77191e+07	1.90486e+07	1.84361e+07	1.90844e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.54744e+07	1.73852e+07	1.62278e+07	1.61287e+07	1.68788e+07	1.68157e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.13211e+07	2.15789e+07	2.30844e+07	2.19252e+07	2.16081e+07	2.10079e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	4.61508e+06	4.15033e+06	4.87069e+06	5.10047e+06	4.33657e+06	4.8502e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1		342796			345176	346196
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	3.09316e+06	2.92181e+06	3.02065e+06	3.01494e+06	3.30722e+06	3.01699e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.19227e+07	1.19867e+07	1.19604e+07	1.25635e+07	1.2113e+07	1.28247e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	2	2	6.75258e+06	8.17269e+06	8.4207e+06	8.31061e+06	8.30738e+06	8.37384e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	904708	1.06669e+06	1.16559e+06	1.13691e+06	1.21407e+06	1.183e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.40803e+07	1.41277e+07	1.35158e+07	1.29736e+07	1.40072e+07	1.4063e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.77451e+07	1.80619e+07	1.80016e+07	1.81874e+07	1.76263e+07	1.79677e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	5	5	1.43609e+07	1.30044e+07	1.33638e+07	1.20847e+07	1.33635e+07	1.20506e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	2	2	579355	502631	558078	463153	478379	500548
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.81625e+07	1.92008e+07	1.73795e+07	1.82985e+07	1.72579e+07	1.72893e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.17986e+06	2.57129e+06	2.80527e+06	2.00809e+06	2.06206e+06	2.15833e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.42226e+06	6.00331e+06	6.15769e+06	6.55938e+06	6.35889e+06	6.76445e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.48444e+07	1.60514e+07	1.55522e+07	1.43256e+07	1.57339e+07	1.47364e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	2.51247e+07	2.56846e+07	2.68374e+07	2.84526e+07	2.41988e+07	2.87017e+07
P0AAU2	YBFA_ECOLI	ybfA	Uncharacterized protein YbfA	1	1	1.28353e+06	1.39367e+06	1.27304e+06		1.351e+06	
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	6.36439e+06	5.98939e+06	5.16252e+06	5.89732e+06	5.72606e+06	5.37692e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.32811e+06	2.76501e+06	3.01595e+06	2.17178e+06	2.66876e+06	3.01255e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	173796	193443		127721	138296	129497
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.38258e+07	5.22986e+07	5.30445e+07	5.4446e+07	5.44601e+07	5.45537e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	6	6	4.4115e+06	4.20363e+06	4.39045e+06	4.48608e+06	4.15292e+06	4.24648e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.00253e+07	6.17575e+07	5.7885e+07	6.09245e+07	6.38688e+07	6.27497e+07
P0AB03	YCBJ_ECOLI	ycbJ	Uncharacterized protein YcbJ	1	1	2.58722e+06	4.24739e+06			4.62333e+06	
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.30332e+07	1.13144e+07	1.33369e+07	1.25638e+07	1.13648e+07	1.3147e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	3	3	938889	1.11113e+06	1.21842e+06		884178	
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.9405e+07	1.93717e+07	2.20907e+07	2.19451e+07	2.04886e+07	2.15182e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	7.90613e+06	7.73413e+06	6.86972e+06	6.99232e+06	8.17306e+06	7.33297e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	7.15112e+06	4.8014e+06		7.42118e+06	7.75622e+06	4.59111e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	16	16	3.58044e+07	3.4667e+07	3.46785e+07	3.61874e+07	3.42624e+07	3.52525e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.45634e+07	3.35685e+07	2.96199e+07	3.00883e+07	3.4026e+07	3.04151e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	4.29234e+07	4.31974e+07	4.26916e+07	4.28453e+07	4.20359e+07	4.27243e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.3434e+07	2.24211e+07	2.43092e+07	2.39897e+07	2.22769e+07	2.18837e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	6.38829e+06	6.29468e+06	6.50293e+06	6.78226e+06	6.56484e+06	5.78982e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.39903e+07	1.53876e+07	1.44054e+07	1.51082e+07	1.50289e+07	1.59709e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.63547e+06	9.98289e+06	8.06642e+06	9.02087e+06	9.11469e+06	8.85548e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.17073e+07	3.42294e+07	3.65735e+07	3.40064e+07	3.23538e+07	3.48138e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	1.16358e+06	1.35305e+06	1.09771e+06	1.05966e+06	906812	1.16662e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.12198e+07	3.08263e+07	3.42916e+07	3.47649e+07	3.1916e+07	3.5547e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	7.59148e+06	7.30223e+06	7.52286e+06	7.70527e+06	8.06864e+06	7.2743e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	9.2341e+08	9.22201e+08	9.09087e+08	9.18059e+08	9.45698e+08	9.3075e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.05402e+08	1.04847e+08	1.06503e+08	1.06596e+08	1.04688e+08	1.06606e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.8429e+07	2.94059e+07	2.88886e+07	3.07295e+07	2.94485e+07	2.94713e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	5	5	3.32176e+06	3.32704e+06	3.11037e+06	3.06402e+06	3.10102e+06	3.34809e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.90966e+07	2.8367e+07	2.991e+07	2.97498e+07	2.92344e+07	2.8471e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.06286e+07	1.12108e+07	1.07671e+07	1.04988e+07	1.11424e+07	1.05193e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	4.30318e+06	3.99377e+06	3.62964e+06	3.53354e+06	1.92918e+06	3.49765e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	15	15	2.12699e+08	2.15864e+08	2.11671e+08	2.07238e+08	2.14472e+08	2.08811e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.70795e+08	1.71585e+08	1.72369e+08	1.69372e+08	1.75484e+08	1.70316e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16	1.64472e+08	1.61915e+08	1.57179e+08	1.63491e+08	1.66848e+08	1.6121e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	4.15729e+08	4.2617e+08	4.06512e+08	4.14546e+08	4.28107e+08	4.15668e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.47536e+08	4.50169e+08	4.3514e+08	4.40413e+08	4.54336e+08	4.47271e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	3	3		1.19765e+06	1.56231e+06	1.50348e+06	827483	1.46069e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	20	20	8.42936e+07	8.27795e+07	8.58727e+07	8.45618e+07	8.41181e+07	8.64106e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	8.60957e+07	8.43682e+07	8.66917e+07	8.52946e+07	8.63055e+07	8.64563e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.54721e+07	4.42744e+07	4.59452e+07	4.53403e+07	4.50831e+07	4.61183e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	8.72088e+07	8.87101e+07	9.28797e+07	9.24471e+07	9.01221e+07	8.97845e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.98766e+08	2.8604e+08	2.91032e+08	2.93404e+08	2.94669e+08	3.03361e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.39653e+07	2.42508e+07	2.21175e+07	2.49561e+07	2.51766e+07	2.44348e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.18422e+07	1.09428e+07	1.07581e+07	1.1226e+07	1.09633e+07	1.07553e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	5.05951e+07	5.1734e+07	5.02258e+07	5.34916e+07	5.26896e+07	5.19927e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	461700	465447	522225	402821	404357	432839
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	12	12	1.1359e+07	1.11376e+07	1.11045e+07	1.11418e+07	1.13561e+07	1.14103e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.25827e+07	4.55987e+07	4.32665e+07	4.4215e+07	4.48207e+07	4.45475e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.68095e+07	3.51514e+07	3.60214e+07	3.52222e+07	3.62372e+07	3.47923e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	1.40764e+07	1.44376e+07	1.39882e+07	1.35514e+07	1.40337e+07	1.41828e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	8.89448e+06	9.49965e+06	1.17573e+07	1.13598e+07	1.03476e+07	1.04454e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	2.32019e+07	2.23922e+07	2.42996e+07	2.20332e+07	2.49804e+07	2.2521e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.7845e+08	1.77666e+08	1.78156e+08	1.75855e+08	1.77977e+08	1.78605e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.84324e+07	2.78735e+07	2.7137e+07	2.45524e+07	2.88804e+07	2.46464e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.02259e+08	2.06945e+08	2.049e+08	2.05708e+08	2.05877e+08	2.03844e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2		4.88464e+06	4.08347e+06	4.86269e+06	4.42778e+06	4.67996e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	1.77105e+06	1.90474e+06	1.87144e+06	1.87324e+06		2.19182e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.68575e+06	2.24199e+06	1.31086e+06	2.10899e+06	1.87654e+06	1.66771e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	1.13658e+07	1.15139e+07	1.05904e+07	1.08436e+07	1.10051e+07	1.04425e+07
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.72391e+07	2.89673e+07	2.65651e+07	2.587e+07	2.81984e+07	2.6105e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	1	1				187500		154534
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	3.93256e+08	3.93593e+08	4.11925e+08	3.91435e+08	3.93737e+08	3.90103e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	11	11	7.38926e+06	8.00046e+06	7.24944e+06	7.57429e+06	7.82078e+06	6.88446e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	2	2	5.29544e+06	5.45408e+06	5.65437e+06	6.06566e+06	5.4859e+06	5.66215e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	6	6	2.88006e+07	2.83391e+07	3.0569e+07	2.8745e+07	2.6738e+07	2.84662e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1		8.45029e+06	1.09149e+07			1.06656e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.86115e+08	3.86476e+08	3.79064e+08	3.88858e+08	3.93483e+08	3.77832e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	4.03686e+06	3.96137e+06	3.30238e+06	3.83107e+06	3.64564e+06	3.75267e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	19	19	4.3726e+08	4.47663e+08	4.36492e+08	4.34328e+08	4.44049e+08	4.30618e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	3.00381e+07	3.02021e+07	3.10697e+07	3.0208e+07	2.98616e+07	3.01853e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	17	17	1.43911e+08	1.44777e+08	1.44904e+08	1.45734e+08	1.46827e+08	1.44382e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.95282e+07	9.48158e+07	8.59718e+07	9.09672e+07	9.31804e+07	9.10858e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	6.52369e+07	6.78299e+07	6.99349e+07	7.24564e+07	7.06568e+07	7.23674e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	6	6	1.11706e+07	1.13844e+07	1.10979e+07	1.11444e+07	1.1008e+07	1.13287e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	1.56964e+07	1.62708e+07	1.49929e+07	1.45327e+07	1.64362e+07	1.5919e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.90033e+07	2.92561e+07	2.84794e+07	2.57732e+07	2.83183e+07	2.55859e+07
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	4	4	1.42411e+06	1.63091e+06	1.58518e+06	1.80261e+06	1.68568e+06	1.25955e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	5.27983e+06	5.06903e+06	4.77869e+06	4.61776e+06	5.23832e+06	4.3478e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	9.7871e+06	9.79575e+06	9.3173e+06	9.41977e+06	9.40043e+06	9.38036e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	9.84048e+06	1.03287e+07	9.79496e+06	1.02446e+07	1.04205e+07	1.02037e+07
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.67124e+07	2.72489e+07	2.35528e+07	2.43444e+07	2.78698e+07	2.53685e+07
