Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
DECOY_sp|P63389|YHES_ECOLI	Uncharacterized	Uncharacterized		1	1			9.5474e+06	1.0873e+07	1.07462e+07	9.51837e+06
DECOY_sp|P76251|DMLA_ECOLI	D-malate	D-malate		1	1					498409	577501
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		5	5	2.32344e+07	2.56132e+06	2.03256e+06	2.06839e+07	2.1606e+07	1.99444e+06
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		6	6	9.41264e+07	6.89953e+06	1.00715e+07	9.70573e+07	9.79235e+07	7.27627e+06
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5	2.27374e+07			2.34441e+07	2.29506e+07	
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	27	27	2.90792e+08	2.80679e+08	2.80733e+08	2.8975e+08	2.90683e+08	2.87843e+08
P00363	FRDA_ECOLI	frdA	Fumarate reductase flavoprotein subunit	28	28	2.35878e+08	2.51391e+08	2.43752e+08	2.52551e+08	2.50925e+08	2.52763e+08
P00370	DHE4_ECOLI	gdhA	NADP-specific glutamate dehydrogenase	10	10	1.4968e+07	1.43007e+07	1.48029e+07	1.43735e+07	1.46148e+07	1.4465e+07
P00393	DHNA_ECOLI	ndh	NADH dehydrogenase	19	19	2.98461e+07	2.7432e+07	2.81264e+07	2.85969e+07	2.92252e+07	2.75989e+07
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		1	1	1.48805e+07			1.52564e+07	1.51059e+07	
P00448	SODM_ECOLI	sodA	Superoxide dismutase [Mn]	9	9	4.54502e+07	4.66898e+07	4.65336e+07	4.83772e+07	4.88579e+07	4.82298e+07
P00452	RIR1_ECOLI	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	33	33	4.81952e+07	4.44125e+07	4.46427e+07	4.49136e+07	4.55439e+07	4.54286e+07
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	30	30	3.80862e+07	3.91456e+07	3.90265e+07	4.0242e+07	3.99679e+07	3.93045e+07
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	25	25	1.032e+08	1.01724e+08	1.02255e+08	1.0612e+08	1.07126e+08	1.018e+08
P00547	KHSE_ECOLI	thrB	Homoserine kinase	3	3	3.63388e+06	4.09146e+06	3.63799e+06	3.53123e+06	3.63621e+06	4.06671e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	5	5	5.22502e+06	4.92492e+06	4.9503e+06	4.63553e+06	4.58211e+06	5.27537e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	14	14	1.59517e+07	1.52615e+07	1.52784e+07	1.47556e+07	1.56063e+07	1.50712e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	16	16	8.45352e+06	7.5592e+06	7.38422e+06	7.73208e+06	7.66914e+06	7.49626e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	1.48179e+08	1.46958e+08	1.39847e+08	1.4283e+08	1.48616e+08	1.40354e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	43	43	2.3361e+07	2.47557e+07	2.54032e+07	2.51817e+07	2.50062e+07	2.51623e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1	1.58397e+07			1.07096e+07	1.54753e+07	
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.74839e+07	1.66e+07	1.59086e+07	1.57441e+07	1.60945e+07	1.6579e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	20	20	1.41166e+08	1.40103e+08	1.39833e+08	1.39495e+08	1.36191e+08	1.39662e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	4	4	5.73885e+06	5.69272e+06	5.9414e+06	6.3758e+06	5.85527e+06	6.77539e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	3	3	1.58345e+06	1.47123e+06	1.48353e+06	1.2617e+06	1.28129e+06	1.47491e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.40147e+07	6.32212e+07	6.23065e+07	6.38583e+07	6.62132e+07	6.4734e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	7.92924e+06	7.75168e+06	7.90466e+06	8.06085e+06	7.42372e+06	7.43443e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	9.95591e+06	1.04356e+07	1.05666e+07	1.01232e+07	1.05106e+07	1.02383e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	3	3	371817	559940	537980	566676	439599	571431
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.68715e+06	1.67792e+06	1.53188e+06	1.73929e+06	1.38884e+06	1.66305e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.23932e+06	1.32405e+06	1.20535e+06		1.34081e+06	1.08823e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		9	9	3.19087e+07			2.9494e+07	3.04449e+07	
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		8	8	3.58368e+07	3.81309e+06	3.32848e+06	3.51179e+07	3.68482e+07	3.40187e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	3.16416e+06	2.73512e+06	3.30265e+06	2.83441e+06	3.08003e+06	3.36188e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.6332e+07	1.80444e+07	1.77732e+07	1.76784e+07	1.80942e+07	1.81086e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.4628e+06	2.37221e+06	2.85451e+06	2.43604e+06	2.34788e+06	2.88723e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3	3.62069e+06	3.00143e+06	3.24826e+06	3.11368e+06	3.51475e+06	2.89589e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.5796e+07	5.4447e+07	5.25953e+07	5.27354e+07	5.28786e+07	5.29259e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	9.31729e+07	9.12365e+07	9.40613e+07	9.48948e+07	9.06867e+07	9.67137e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	39	39	1.18908e+08	1.21002e+08	1.22784e+08	1.22831e+08	1.232e+08	1.21756e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.18246e+08	1.28587e+08	1.26891e+08	1.26567e+08	1.27726e+08	1.28105e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32	6.31952e+07	6.10357e+07	6.21225e+07	6.31983e+07	6.2826e+07	6.32335e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.87734e+07	3.53535e+07	3.46097e+07	3.7179e+07	3.67117e+07	3.36879e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38	8.05406e+07	8.13819e+07	8.15529e+07	8.31291e+07	8.36874e+07	8.35654e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	30	30	7.72438e+07	8.41633e+07	8.50551e+07	8.50598e+07	8.59134e+07	8.68634e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.0659e+08	1.07092e+08	1.07248e+08	1.08421e+08	1.10627e+08	1.10627e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	30	30	2.21811e+07	2.03369e+07	2.04243e+07	2.02885e+07	2.04573e+07	2.02413e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		9	9	2.85002e+07	2.84997e+06	2.92811e+06	3.00451e+07	2.93926e+07	3.33498e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		6	6	2.40228e+07			2.59441e+07	2.69879e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	3.72829e+07	5.87385e+06	9.00387e+06	3.64713e+07	3.6511e+07	
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	1.2293e+07			1.03743e+07	9.42748e+06	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	1.0073e+07			9.44181e+06	1.01923e+07	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		6	6	2.06619e+07			1.71618e+07	1.70305e+07	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		5	5	2.91946e+07	4.11955e+06	4.17754e+06	2.79506e+07	2.81655e+07	4.27179e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		7	7	3.00952e+07	2.66843e+06	2.48335e+06	3.2028e+07	3.31706e+07	3.00088e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	6.45018e+08	8.51205e+08	8.50195e+08	8.53274e+08	8.42361e+08	8.31782e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.72134e+08	1.03855e+09	1.06213e+09	1.02729e+09	1.05763e+09	1.07961e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	7.23139e+08	8.09262e+08	8.00818e+08	8.31722e+08	8.25228e+08	7.86972e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		3	3	2.85829e+06			3.52397e+06	3.5877e+06	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		1	1	4.22616e+06			3.69174e+06	3.29408e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		17	17	5.55225e+07	5.46527e+06	5.41037e+06	5.45855e+07	5.48541e+07	5.72931e+06
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		15	15	3.02157e+07		3.08993e+06	3.07527e+07	3.02325e+07	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		19	19	4.01746e+07	3.99198e+06	3.87562e+06	4.0516e+07	4.16439e+07	4.22091e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	10	10	3.41646e+07	3.52579e+07	3.44067e+07	3.58856e+07	3.23174e+07	3.67878e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	9.03159e+07	9.16872e+07	8.41444e+07	8.76994e+07	8.82177e+07	7.93342e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.49945e+07	4.25708e+07	4.27582e+07	4.23317e+07	4.25486e+07	4.32141e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	16	16	1.31959e+08	1.31347e+08	1.3297e+08	1.28475e+08	1.29204e+08	1.32796e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.32543e+08	1.99187e+08	1.9808e+08	2.00989e+08	2.00547e+08	1.95885e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.59146e+06	1.01053e+06	1.09627e+06	1.51882e+06	1.45336e+06	1.14419e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.49776e+07	6.82169e+07	6.82294e+07	6.64026e+07	6.72797e+07	6.85727e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.41412e+06	9.83639e+06	9.06996e+06	9.81182e+06	1.009e+07	9.91334e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	7.46201e+06	6.30454e+06	6.44837e+06	6.73533e+06	7.29841e+06	6.38841e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3		3.01541e+06	3.23304e+06	3.25869e+06		2.97199e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	1.34348e+07	1.2777e+07	1.25116e+07	1.145e+07	1.32332e+07	1.30143e+07
P03023	LACI_ECOLI	lacI	Lactose operon repressor	1	1	2.48244e+06	2.51494e+06	2.18694e+06	1.89126e+06	2.0652e+06	2.01976e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	8.65489e+06	7.89359e+06	8.56576e+06	8.79113e+06	8.80576e+06	8.0412e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.85234e+07	4.41046e+07	4.31691e+07	4.25281e+07	4.31196e+07	4.51085e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	2.99647e+07	3.31315e+07	3.37525e+07	3.32203e+07	3.42641e+07	3.37251e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.1893e+07	3.47704e+07	3.52529e+07	3.42932e+07	3.46053e+07	3.59313e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		9	9	9.88656e+06	1.08828e+06		9.59443e+06	9.52789e+06	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.59623e+07	8.43598e+07	8.50924e+07	8.30015e+07	8.43179e+07	8.45233e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	2.01684e+07	2.00009e+07	1.999e+07	2.01582e+07	2.13214e+07	2.12288e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.38982e+07	3.53614e+07	3.40993e+07	3.54586e+07	3.58504e+07	3.47569e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	3.00863e+07	2.55609e+07	2.54066e+07	2.53994e+07	2.56375e+07	2.58174e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.58032e+08	1.55931e+08	1.55157e+08	1.52389e+08	1.57182e+08	1.56594e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.61391e+07	7.8813e+07	7.69239e+07	7.71465e+07	7.79339e+07	7.81205e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.85126e+06	8.30491e+06	8.31278e+06	8.11755e+06	8.1989e+06	8.03383e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.3354e+08	4.21549e+08	4.43003e+08	4.09802e+08	4.1454e+08	4.36821e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.66603e+07	3.45336e+07	3.53185e+07	3.54405e+07	3.49271e+07	3.48187e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.96322e+06	1.93297e+06	1.84519e+06	1.72463e+06	1.82042e+06	1.99085e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	7.12331e+06	5.76675e+06	6.9308e+06	6.47386e+06	7.00799e+06	6.99334e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	7.66518e+06	8.36343e+06	5.6045e+06	5.6705e+06	6.00322e+06	6.25786e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	9	9	9.8505e+06	1.05565e+07	1.0233e+07	1.02991e+07	1.02757e+07	1.02015e+07
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.42271e+07	2.28947e+07	2.29451e+07	2.22088e+07	2.2533e+07	2.32772e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.68784e+06	5.48647e+06	5.37433e+06	4.70919e+06	5.29403e+06	5.68552e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.91935e+08	2.00933e+08	1.97646e+08	2.02514e+08	2.05257e+08	2.01813e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.24411e+06	5.76975e+06	5.85162e+06	5.30825e+06	5.89473e+06	5.72827e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	3.19096e+07	2.69316e+07	2.79602e+07	2.8886e+07	3.10938e+07	3.12505e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		7	7	3.101e+07	4.90462e+06	4.47848e+06	3.10868e+07	3.19771e+07	4.60188e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	7.29271e+06	6.70178e+06	7.06782e+06	7.17159e+06	7.31714e+06	7.24913e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.92972e+07	3.90406e+07	4.09952e+07	3.92194e+07	3.94146e+07	4.10674e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	1.31743e+06	1.17216e+06	987526	1.1359e+06	774725	1.26835e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	7	7	1.04859e+07	1.0999e+07	1.02569e+07	1.07705e+07	1.17627e+07	1.10717e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.28999e+07	1.27359e+07	1.20593e+07	1.22951e+07	1.3386e+07	1.50449e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	12	12	1.20996e+07	1.26791e+07	1.29707e+07	1.26755e+07	1.29867e+07	1.2635e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.414e+07	2.45764e+07	2.37575e+07	2.37714e+07	2.4917e+07	2.49424e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	1.03072e+07	9.65999e+06	9.61266e+06	9.47311e+06	9.41136e+06	1.00519e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	1.06716e+07	9.65238e+06	1.06371e+07	9.82287e+06	1.01642e+07	1.02113e+07
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.21658e+07	5.18657e+07	5.3643e+07	5.31621e+07	5.42958e+07	5.41113e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	7.65805e+07	7.14113e+07	7.49334e+07	6.16967e+07	7.46918e+07	6.61083e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	18	18	3.407e+07	3.20543e+07	3.15935e+07	3.50534e+07	3.3248e+07	3.27818e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.02768e+06	6.61499e+06	6.94188e+06	6.76776e+06	7.21372e+06	7.49275e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		13	13	1.39884e+07		815776	1.24124e+07	1.27286e+07	1.05479e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.94565e+07	5.35392e+07	5.88865e+07	5.7559e+07	5.6804e+07	5.86443e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	2.27831e+06	2.35938e+06	2.54015e+06	2.32196e+06	2.04994e+06	2.7567e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	3.05915e+07	2.68368e+07	2.72141e+07	2.68325e+07	2.6438e+07	2.67923e+07
P06616	ERA_ECOLI	era	GTPase Era	7	7	1.28539e+07	1.18587e+07	1.16849e+07	1.20597e+07	1.183e+07	1.10598e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.09926e+06	5.52633e+06	5.57985e+06	5.33705e+06	5.57878e+06	5.45431e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	6.85394e+06	7.62153e+06	7.36251e+06	7.28545e+06	7.06832e+06	6.83664e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.38068e+07	2.52606e+07	2.52245e+07	2.4625e+07	2.44423e+07	2.40296e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	898520	791294	819053	1.15476e+06	1.13553e+06	804670
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.58147e+06	2.97615e+06	2.83445e+06	3.14521e+06	3.15433e+06	3.1446e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		15	15	2.02588e+07	1.9413e+06	2.53406e+06	1.97817e+07	2.00023e+07	2.10276e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	5.54543e+06	4.8962e+06	5.17409e+06	4.53744e+06	4.73159e+06	4.98772e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	38	38	2.8156e+08	3.03112e+08	3.06531e+08	2.98952e+08	2.98207e+08	3.00645e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	1.55229e+07	1.54172e+07	1.43893e+07	1.50991e+07	1.43994e+07	1.43606e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.77519e+07	8.75385e+07	8.83352e+07	8.85431e+07	8.7148e+07	8.56872e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.95527e+07	7.79223e+07	7.90139e+07	7.96317e+07	7.80135e+07	7.58837e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	9	9	1.74994e+07	2.17777e+07	2.2388e+07	2.15543e+07	2.00846e+07	2.2474e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	4.84278e+07	5.59893e+07	5.52435e+07	5.23745e+07	5.27334e+07	5.71851e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	10	10	1.54163e+07	1.32053e+07	1.25345e+07	1.31786e+07	1.38527e+07	1.27898e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	3.90891e+06	4.01515e+06	4.02276e+06	3.68701e+06	3.91517e+06	3.92421e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	7	7	6.36586e+06	6.08481e+06	6.6165e+06	6.28016e+06	7.13432e+06	6.146e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.38666e+08	1.49862e+08	1.4734e+08	1.60054e+08	1.61016e+08	1.55103e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	8.74019e+06	7.7509e+06	7.29547e+06	7.42886e+06	7.22862e+06	7.74419e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.50286e+09	1.4303e+09	1.43276e+09	1.49415e+09	1.45253e+09	1.43588e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	5.14293e+06	5.54099e+06	5.48531e+06	5.35975e+06	5.45839e+06	5.29592e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	2	2	1.85436e+06	2.16937e+06	2.0451e+06	2.06106e+06	2.30727e+06	2.36712e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	2.11589e+07	2.02509e+07	2.06326e+07	2.14807e+07	2.14723e+07	2.13921e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.22929e+07	1.24786e+07	1.18388e+07	1.23898e+07	1.21346e+07	1.25065e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.05449e+07	3.17386e+07	3.16614e+07	3.19418e+07	3.2098e+07	3.06441e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	17	17	7.20411e+07	6.85635e+07	6.90356e+07	6.93019e+07	6.87027e+07	6.82595e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	8	8	2.3937e+07	2.36928e+07	2.35431e+07	2.33277e+07	2.38537e+07	2.38734e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.61454e+07	1.75315e+07	1.72251e+07	1.74482e+07	1.83165e+07	1.74211e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.25194e+06	4.71418e+06	4.3151e+06	4.14317e+06	4.49252e+06	4.36988e+06
P07023	TYRA_ECOLI	tyrA	T-protein	7	7	8.22579e+06	7.10487e+06	7.68069e+06	7.30117e+06	7.75602e+06	7.46856e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.46411e+07	2.36281e+07	2.43976e+07	2.29783e+07	2.33078e+07	2.40367e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.18117e+06	4.94403e+06	4.7714e+06	4.67239e+06	4.77211e+06	4.92335e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	2.45465e+06	1.26182e+06	2.1169e+06		1.63723e+06	1.62129e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.1751e+08	1.19105e+08	1.16877e+08	1.18642e+08	1.21651e+08	1.19612e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.72943e+06	3.87824e+06	3.93178e+06	3.83497e+06	3.74014e+06	3.93055e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	1.0902e+07	1.07862e+07	1.03726e+07	1.03469e+07	1.06018e+07	1.1075e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2		1.47307e+06		1.32924e+06	1.80785e+06	
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	37	37	9.06743e+07	8.87716e+07	8.86774e+07	9.02215e+07	9.04733e+07	8.85803e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	8.66515e+06	9.09537e+06	8.30612e+06	8.07582e+06	8.19781e+06	9.01147e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.60324e+07	1.57059e+07	1.60006e+07	1.52186e+07	1.58409e+07	1.63688e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	3	3	2.03296e+06	1.559e+06	1.51593e+06	1.4102e+06	1.26197e+06	1.40738e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	4.97378e+06	4.88051e+06	4.68573e+06	4.46622e+06	4.7648e+06	4.41149e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	3.11885e+07	3.23016e+07	3.33944e+07	3.12045e+07	3.20238e+07	3.24119e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	13	13	4.15803e+06	4.41929e+06	4.40945e+06	4.74724e+06	4.42098e+06	4.56458e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	20	20	1.40656e+07	1.25794e+07	1.2546e+07	1.28294e+07	1.28612e+07	1.24425e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	9.76246e+07	1.02064e+08	9.92476e+07	1.01904e+08	1.03385e+08	1.01631e+08
