Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	1	1		4.64457e+06	4.4738e+06			
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	1.45837e+06	1.69548e+06	1.81332e+06	1.68909e+06	1.82056e+06	1.91409e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.35223e+07	4.38119e+07	4.43279e+07	4.4634e+07	4.50849e+07	4.56097e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.59075e+07	3.39523e+07	3.36941e+07	3.51334e+07	3.52216e+07	3.4472e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	7.52267e+06	6.88444e+06	6.7438e+06	7.31922e+06	7.68509e+06	6.79495e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	4.44064e+06	4.85784e+06	5.76622e+06	5.53233e+06	6.19865e+06	5.90269e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.17103e+06	3.22659e+06	2.69767e+06	2.46486e+06	2.80636e+06	2.58585e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.20972e+06	5.13168e+06	4.71048e+06	5.01797e+06	4.90797e+06	5.31793e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	9.3861e+06	8.34324e+06	8.4043e+06	8.64751e+06	8.87709e+06	8.28255e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.88976e+07	2.76504e+07	2.75208e+07	2.65666e+07	2.82553e+07	2.8232e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.11061e+08	1.14362e+08	1.13331e+08	1.15967e+08	1.12351e+08	1.1599e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	23	23	2.6373e+07	2.61323e+07	2.66315e+07	2.57436e+07	2.66553e+07	2.68658e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	6.13082e+07	5.85926e+07	5.97043e+07	5.95746e+07	6.07764e+07	5.86577e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	8.43157e+06	1.06229e+07	1.00962e+07	1.0045e+07	9.8744e+06	9.57162e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		11	11	1.95286e+07	1.73459e+06		1.99965e+07	2.06448e+07	
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	18	18	6.66155e+07	6.67853e+07	6.48194e+07	6.63197e+07	6.69036e+07	6.50224e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	19	19	1.20734e+07	1.26484e+07	1.2387e+07	1.30072e+07	1.29659e+07	1.29942e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.17055e+06	2.28057e+06	2.30146e+06	2.81156e+06	2.6727e+06	2.25736e+06
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	9.29089e+06	7.9608e+06	8.28324e+06	8.36645e+06	8.91695e+06	8.4076e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	1.89136e+07	2.30618e+07	2.32973e+07	2.1269e+07	2.18197e+07	2.29265e+07
P08395	SPPA_ECOLI	sppA	Protease 4	14	14	1.08491e+07	1.09531e+07	1.09846e+07	1.13163e+07	1.10308e+07	1.09528e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	17	17	2.6479e+07	2.69158e+07	2.59104e+07	2.59516e+07	2.60873e+07	2.59526e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.11234e+07	3.25264e+07	3.24571e+07	3.3189e+07	3.20405e+07	3.23584e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	12	12	3.74485e+07	3.11508e+07	3.02948e+07	3.12308e+07	3.37096e+07	3.099e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		12	12	2.70649e+07	2.05227e+06	1.59204e+06	2.3913e+07	2.55828e+07	2.36417e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	32	32	2.81951e+08	2.89706e+08	2.85842e+08	2.85302e+08	2.8589e+08	2.89331e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	18	18	7.10846e+06	7.34661e+06	7.04225e+06	7.0723e+06	7.4586e+06	7.41781e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.52403e+07	4.85698e+07	4.87441e+07	4.73222e+07	4.78328e+07	4.94717e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	9.97515e+06	1.04199e+07	1.01172e+07	1.10781e+07	1.02312e+07	1.03835e+07
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	3	3	3.81794e+06	2.71319e+06	2.70777e+06	3.24657e+06	3.05986e+06	2.88025e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	12	12	2.27928e+07	2.38858e+07	2.30378e+07	2.34895e+07	2.35548e+07	2.36562e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	5	5	1.47824e+07	1.49616e+07	1.4526e+07	1.48054e+07	1.41651e+07	1.42944e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.41874e+07	1.46851e+07	1.45261e+07	1.4788e+07	1.45352e+07	1.46124e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	8.73241e+07	8.62573e+07	8.49242e+07	8.77947e+07	8.73538e+07	8.58067e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	11	11	3.50467e+07	3.38372e+07	3.33948e+07	3.41684e+07	3.30343e+07	3.38511e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	5.45496e+06	5.98358e+06	5.70409e+06	5.92985e+06	5.89772e+06	5.58267e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	22	16	2.10039e+07	2.0526e+07	1.96444e+07	2.00842e+07	2.02677e+07	2.01586e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	8.60921e+06	8.47774e+06	7.85064e+06	9.04861e+06	9.05243e+06	8.43106e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.53254e+07	2.58909e+07	2.72758e+07	2.65538e+07	2.80639e+07	2.64649e+07
P09169	OMPT_ECOLI	ompT	Protease 7	13	12	1.98169e+07	2.01818e+07	2.01633e+07	2.01156e+07	2.02845e+07	2.06277e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		4	4	1.94754e+07			1.88055e+07	1.93029e+07	
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	5.63292e+06	5.14548e+06	5.59916e+06	5.27684e+06	5.52768e+06	4.45032e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	2.19397e+06	2.16531e+06	1.95327e+06	2.16842e+06	2.12694e+06	2.20662e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9	1.54719e+08	1.95765e+08	1.96041e+08	1.66836e+08	1.6777e+08	1.79269e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	1.6487e+09	1.86066e+09	1.88616e+09	1.84495e+09	1.84929e+09	1.88969e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13	3.77131e+07	3.18697e+07	3.16304e+07	3.10725e+07	3.18065e+07	3.25157e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.27326e+07	2.43846e+07	2.30868e+07	2.45685e+07	2.54682e+07	2.39662e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	15	15	2.25256e+07	2.52042e+07	2.48944e+07	2.56679e+07	2.59226e+07	2.57082e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	5	5	1.12682e+07	1.12944e+07	1.09544e+07	1.08486e+07	1.10769e+07	1.11375e+07
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	38	38	1.29332e+07	1.23054e+07	1.23094e+07	1.23343e+07	1.19396e+07	1.23341e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	7	7	3.46047e+07	3.39638e+07	3.25832e+07	3.25244e+07	3.35437e+07	3.25361e+07
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	1	1	4.14073e+06	2.49246e+06				
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	1	1	3.26305e+06	2.953e+06	3.1316e+06	2.68283e+06		2.82448e+06
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	22	22	1.41438e+07	1.33566e+07	1.39202e+07	1.36385e+07	1.36834e+07	1.36946e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	6	6	4.77142e+06	4.51165e+06	4.45669e+06	4.05853e+06	4.38162e+06	4.5056e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	7.17604e+08	7.73066e+08	7.99896e+08	7.92999e+08	8.10898e+08	7.94611e+08
P0A6A6	LEUC_ECOLI	leuC	3-isopropylmalate dehydratase large subunit	1	1				1.92641e+06		1.69374e+06
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.20084e+09	1.18724e+09	1.22379e+09	1.22808e+09	1.22308e+09	1.21875e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.14e+07	1.15009e+07	1.14755e+07	1.13582e+07	1.17333e+07	1.12781e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.05616e+08	1.05559e+08	1.06114e+08	1.0731e+08	1.06489e+08	1.05657e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7	1.14287e+07	1.0655e+07	1.1118e+07	1.07243e+07	1.09471e+07	1.12108e+07
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.62354e+07	1.41608e+07	1.46106e+07	1.36343e+07	1.38573e+07	1.41832e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	10	10	2.89614e+07	2.60913e+07	2.69758e+07	2.65653e+07	2.72306e+07	2.70438e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	7.09281e+07	7.96007e+07	7.67088e+07	7.79309e+07	7.90556e+07	7.60574e+07
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	11	11	9.12918e+06	9.60273e+06	9.93144e+06	9.41251e+06	9.85435e+06	9.97529e+06
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.79389e+07	6.32229e+07	6.01996e+07	5.55788e+07	5.20207e+07	5.93261e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.91849e+07	3.35091e+07	3.47333e+07	3.46636e+07	3.74962e+07	3.70308e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	12	12	4.1692e+07	4.18479e+07	4.34235e+07	4.27978e+07	4.24541e+07	4.30097e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.78916e+07	1.74062e+07	1.72726e+07	1.75302e+07	1.71859e+07	1.73421e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	36	36	5.69239e+08	6.46036e+08	6.41941e+08	6.3538e+08	6.32459e+08	6.42e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.3061e+08	6.9854e+08	7.01911e+08	6.50877e+08	6.61187e+08	6.89379e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	2	2	1.83134e+07	1.95118e+07	1.988e+07	1.98886e+07	2.09309e+07	2.02466e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	6	6	1.26216e+08	1.39649e+08	1.42972e+08	1.41263e+08	1.44678e+08	1.40449e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22	8.71193e+07	8.35993e+07	8.54322e+07	8.5307e+07	8.60536e+07	8.6923e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	27	27	8.75957e+07	8.57849e+07	8.42204e+07	8.37417e+07	8.60962e+07	8.44076e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.90729e+06	1.64479e+06	1.36654e+06	1.93988e+06	1.92217e+06	1.71224e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.90542e+07	4.99657e+07	5.17478e+07	4.84442e+07	4.97733e+07	5.00609e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	11	11	1.71272e+07	1.56174e+07	1.66613e+07	1.66233e+07	1.67678e+07	1.66569e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	4.87897e+06	6.07143e+06	6.33132e+06	5.00909e+06	5.69776e+06	6.17564e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	5	5	6.44965e+07	6.85019e+07	7.16046e+07	7.14813e+07	6.9445e+07	6.88932e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	7.11494e+06	6.41816e+06	5.66204e+06	6.30677e+06	6.4876e+06	6.66076e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	5	5	1.63831e+06	1.94496e+06	1.79221e+06	1.58463e+06	1.76388e+06	1.76121e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.92698e+07	6.81294e+07	6.7343e+07	6.60461e+07	6.70625e+07	6.61778e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	2.60942e+06	1.95595e+06		2.4596e+06	2.50178e+06	1.54821e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	8.69393e+07	9.69577e+07	9.55556e+07	9.55886e+07	9.38898e+07	9.57598e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.3328e+08	1.33178e+08	1.33265e+08	1.32879e+08	1.32563e+08	1.37202e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	1.0712e+08	1.02407e+08	1.00883e+08	9.55449e+07	9.84275e+07	1.03224e+08
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.44026e+08	1.55456e+08	1.54956e+08	1.56321e+08	1.57033e+08	1.57372e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	8.95812e+06	8.39066e+06	9.29136e+06	9.02713e+06	9.28255e+06	8.83233e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.20765e+07	2.69219e+07	2.46798e+07	2.22938e+07	2.35303e+07	2.62602e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.42877e+07	1.53415e+07	1.35553e+07	1.34593e+07	1.36107e+07	1.45361e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	42	42	7.23239e+08	8.02711e+08	7.99139e+08	7.87171e+08	7.99096e+08	8.14134e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	6.93398e+08	6.41685e+08	6.04744e+08	5.94914e+08	6.42909e+08	6.17715e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	5	5	8.8659e+07	8.81223e+07	8.91921e+07	9.11629e+07	8.96377e+07	8.73651e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.54439e+09	1.62251e+09	1.63826e+09	1.61727e+09	1.58958e+09	1.64801e+09
P0A6P5	DER_ECOLI	der	GTPase Der	19	19	2.69682e+07	2.7243e+07	2.67243e+07	2.63851e+07	2.74605e+07	2.7483e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	6.20139e+07	6.69093e+07	6.54779e+07	6.49331e+07	6.697e+07	6.67131e+07
P0A6P9	ENO_ECOLI	eno	Enolase	25	25	1.15054e+09	1.26858e+09	1.25052e+09	1.23286e+09	1.25202e+09	1.26536e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	10	10	8.48602e+07	9.26396e+07	8.74634e+07	9.11237e+07	9.0067e+07	8.77823e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	8	8	1.14357e+08	1.05532e+08	1.0739e+08	1.10765e+08	1.1116e+08	1.0767e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	7.6618e+07	7.65362e+07	7.87292e+07	8.04699e+07	8.23796e+07	7.88297e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	3.58708e+07	5.14359e+07	4.96557e+07	4.85144e+07	4.61175e+07	5.02048e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	6.71535e+06	6.30986e+06	6.27106e+06	6.10766e+06	6.17261e+06	6.45518e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	3.16296e+07	2.76157e+07	2.79959e+07	2.81022e+07	2.90816e+07	2.91417e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	25	25	2.59267e+08	2.84397e+08	2.8316e+08	2.8099e+08	2.80046e+08	2.81398e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	7	7	1.78552e+07	1.77409e+07	1.75483e+07	1.67965e+07	1.66848e+07	1.80785e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.257e+07	2.16358e+07	2.14429e+07	2.1959e+07	2.31251e+07	2.1983e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.60889e+07	1.26091e+07	1.38807e+07	1.46209e+07	1.47454e+07	1.49664e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	20	20	2.42574e+07	2.33919e+07	2.37562e+07	2.46348e+07	2.47383e+07	2.42804e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	2.05669e+07	2.11869e+07	2.20034e+07	2.12182e+07	2.01215e+07	2.08492e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.35956e+07	1.29164e+07	1.31548e+07	1.36285e+07	1.34015e+07	1.32449e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	11	11	3.07333e+07	3.20553e+07	3.22718e+07	3.05334e+07	3.18794e+07	3.18527e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	4.82212e+07	4.83836e+07	5.06794e+07	5.01182e+07	4.95804e+07	5.05732e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3	2.15615e+06	2.1487e+06	1.85202e+06	1.99918e+06	1.94187e+06	1.95846e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2	2	4.88437e+06	4.72132e+06	4.92432e+06	4.99228e+06	4.62076e+06	4.59351e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	13	13	1.13088e+08	1.08889e+08	1.1006e+08	1.10117e+08	1.10464e+08	1.10413e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	10	10	3.03712e+07	2.85873e+07	2.83642e+07	2.8205e+07	2.94039e+07	2.84127e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	7.96377e+06	8.04872e+06	8.64925e+06	9.14121e+06	9.95588e+06	8.97308e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	8	8	2.24862e+08	1.98981e+08	2.03001e+08	2.1801e+08	2.21256e+08	2.07416e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	6.11895e+07	5.47292e+07	5.84855e+07	5.76826e+07	5.78848e+07	5.82278e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.87207e+07	4.19092e+07	4.30888e+07	4.48812e+07	4.38942e+07	4.29115e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	41	41	3.83367e+08	3.98578e+08	4.02477e+08	4.01853e+08	4.03078e+08	4.0219e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	18	18	3.04528e+07	2.96538e+07	3.00119e+07	3.05906e+07	3.1705e+07	3.01834e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	41	41	1.25575e+08	1.26881e+08	1.25769e+08	1.24158e+08	1.25842e+08	1.28581e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	8.71189e+06	7.88765e+06	7.2175e+06	7.71104e+06	9.25931e+06	7.93764e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	38	38	9.5843e+07	9.46368e+07	9.36455e+07	9.2601e+07	9.611e+07	9.36389e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	3.12376e+08	3.1336e+08	3.17759e+08	3.18712e+08	3.25137e+08	3.20042e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.63132e+08	1.76346e+08	1.84503e+08	1.7731e+08	1.77131e+08	1.79318e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	14	14	2.15588e+08	2.36148e+08	2.3588e+08	2.28238e+08	2.28694e+08	2.3322e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9	1.32316e+07	1.25558e+07	1.29789e+07	1.20728e+07	1.2616e+07	1.25053e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	4.96823e+07	5.11388e+07	5.07036e+07	4.97492e+07	5.03095e+07	5.15373e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3	3	2.52668e+06	1.58884e+06	2.02152e+06	2.60932e+06	2.3596e+06	2.45635e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	8.67757e+06	8.03374e+06	7.21336e+06	7.63764e+06	7.80855e+06	7.54984e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.54173e+07	2.85142e+07	3.2065e+07	2.94172e+07	3.17767e+07	3.22816e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	1.02245e+08	1.0651e+08	9.58266e+07	9.65186e+07	9.80752e+07	9.84276e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.69302e+06	5.99071e+06	6.17027e+06	6.74952e+06	6.4367e+06	6.48364e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.99856e+07	3.5933e+07	3.60406e+07	3.6475e+07	3.62968e+07	3.59992e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1		3.66075e+06	3.38519e+06	2.27163e+06	3.14723e+06	2.63604e+06
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	13	13	3.91506e+07	4.26402e+07	4.31115e+07	4.31261e+07	4.27104e+07	4.22173e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1		3.08612e+06	2.83103e+06	2.79359e+06	2.98305e+06	2.84111e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	5	5	3.89081e+07	3.225e+07	3.30448e+07	3.29305e+07	3.24443e+07	3.37205e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.40655e+07	5.28883e+07	5.35302e+07	4.93377e+07	4.9897e+07	5.40742e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	979970	1.08492e+06	934031	1.10212e+06	1.17087e+06	1.03399e+06
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.28958e+08	1.18046e+08	1.201e+08	1.27702e+08	1.32569e+08	1.20983e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	1.90715e+07	2.08185e+07	2.00653e+07	1.93332e+07	1.94876e+07	2.07189e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	8.40394e+06	9.03652e+06	9.14115e+06	8.95225e+06	8.50317e+06	8.99696e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.08726e+07	4.95564e+07	4.96773e+07	5.04024e+07	4.58483e+07	4.85518e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	4.01162e+07	4.31444e+07	4.29037e+07	4.42664e+07	4.45503e+07	4.11351e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14	1.70026e+08	2.06238e+08	1.91319e+08	1.89465e+08	1.86003e+08	1.98233e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.58323e+09	1.67366e+09	1.71121e+09	1.67971e+09	1.66101e+09	1.7047e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5		1.31008e+07	1.36798e+07	1.49218e+07	1.32002e+07	1.25918e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	5	5	1.42365e+06	1.48849e+06	1.46147e+06	1.37277e+06	1.36596e+06	1.38659e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	17	17	1.89476e+07	1.79032e+07	1.7283e+07	1.71787e+07	1.7649e+07	1.76351e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	11	11	4.22708e+08	4.75162e+08	4.78678e+08	5.19371e+08	5.24863e+08	4.93604e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	12	12	5.73334e+06	4.59451e+06	4.83328e+06	4.91583e+06	5.25021e+06	4.95677e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	14	14	2.22757e+07	2.14319e+07	2.26405e+07	2.27857e+07	2.1795e+07	2.1282e+07
