Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P04693	P04693		tyrB		3.93539e+06	4.21371e+06	3.96893e+06	3.96393e+06	4.243e+06	4.14078e+06
P04805	P04805		gltX		2.30897e+07	2.31764e+07	2.3576e+07	2.33551e+07	2.33422e+07	2.31452e+07
P04825	P04825		pepN		1.50236e+07	1.50088e+07	1.52935e+07	1.51609e+07	1.51758e+07	1.54845e+07
P04846	P04846		nlpA		3.4124e+06	3.23366e+06	3.32493e+06	3.48169e+06	3.56381e+06	3.72403e+06
P04949	P04949		fliC		3.39327e+07	3.42078e+07	3.59732e+07	3.51313e+07	3.50611e+07	3.45424e+07
P04951	P04951		kdsB		6.34611e+06	6.305e+06	6.21164e+06	6.45887e+06	6.29874e+06	6.54503e+06
P04982	P04982		rbsD		1.20762e+06	1.42306e+06	1.40083e+06	1.60108e+06	1.26858e+06	1.56702e+06
P04994	P04994		xseA		681628	774329	690553	663517	743598	581506
P04995	P04995		sbcB		1.15992e+07	1.10486e+07	1.08363e+07	1.07825e+07	1.0394e+07	1.04334e+07
P05020	P05020		pyrC		6.44403e+06	6.59145e+06	6.40305e+06	6.57972e+06	6.42406e+06	6.47235e+06
P05041	P05041		pabB		1.93589e+06	1.94813e+06	1.81624e+06	1.96533e+06	1.86658e+06	1.81154e+06
P05055	P05055		pnp		4.23568e+07	4.34861e+07	4.31883e+07	4.29141e+07	4.19253e+07	4.17421e+07
P05100	P05100		tag		1.78054e+06	1.70855e+06	1.77438e+06	2.01616e+06	2.21806e+06	2.05274e+06
P05194	P05194		aroD		1.44793e+06	1.37408e+06	1.30887e+06	1.34781e+06	1.29477e+06	1.38354e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9.17623e+06	9.52343e+06	9.2576e+06	1.77105e+07	1.78171e+07	1.75473e+07
P05458	P05458		ptrA		1.15086e+06	1.1348e+06	1.07627e+06	1.07881e+06	1.04576e+06	1.13555e+06
P05459	P05459		pdxB		5.34257e+06	5.34659e+06	5.26292e+06	5.29487e+06	5.10786e+06	5.47257e+06
P05637	P05637		apaH		1.5359e+06	1.66382e+06	1.59769e+06	1.53031e+06	1.66224e+06	1.48526e+06
P05719	P05719		hsdS		1.1331e+06	1.20806e+06	1.16847e+06	1.03397e+06	1.18154e+06	1.11481e+06
P05791	P05791		ilvD		3.32495e+06	3.32233e+06	3.30602e+06	3.37133e+06	3.34103e+06	3.33891e+06
P05793	P05793		ilvC		5.49533e+06	5.49198e+06	5.37289e+06	5.38092e+06	5.39587e+06	5.61449e+06
P05825	P05825		fepA		5.69152e+06	5.60684e+06	5.66546e+06	5.6383e+06	5.92155e+06	5.67209e+06
P05852	P05852		gcp		2.66275e+06	2.44877e+06	2.67845e+06	2.69391e+06	2.62627e+06	2.55933e+06
P06129	P06129		btuB		1.46629e+07	1.50953e+07	1.52051e+07	1.46962e+07	1.444e+07	1.38305e+07
P06136	P06136		ftsQ		2.19895e+06	2.11665e+06	2.10024e+06	2.3334e+06	2.33414e+06	2.34149e+06
P06149	P06149		dld		7.06535e+06	6.97548e+06	6.93512e+06	7.15965e+06	6.64273e+06	6.53528e+06
P06282	P06282		cdh		4.52769e+06	4.36305e+06	4.54061e+06	4.53636e+06	4.69584e+06	4.29796e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				4.16962e+06	4.14022e+06	4.27894e+06	7.15278e+06	7.34399e+06	7.20786e+06
P06610	P06610		btuE		8.26179e+06	8.70383e+06	8.22796e+06	8.37184e+06	8.00438e+06	7.52601e+06
P06612	P06612		topA		5.78981e+06	5.59681e+06	5.77476e+06	5.62279e+06	5.60678e+06	5.70939e+06
P06616	P06616		era		3.36689e+06	3.28552e+06	3.4894e+06	3.3827e+06	3.63726e+06	3.63867e+06
P06709	P06709		birA		1.02319e+06	957165	962587	919564	929246	899660
P06710	P06710		dnaX		1.25313e+06	1.40401e+06	1.28821e+06	1.23589e+06	1.27263e+06	1.35819e+06
P06715	P06715		gor		3.63242e+06	3.44351e+06	3.50375e+06	3.42861e+06	3.43709e+06	3.43049e+06
P06722	P06722		mutH		964010	1.06022e+06	1.01892e+06	1.02091e+06	1.11925e+06	1.11641e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				8.42185e+06	8.34417e+06	8.47595e+06	1.58268e+07	1.57333e+07	1.55254e+07
P06846	P06846		ebgR		2.06903e+06	2.0773e+06	2.01699e+06	2.16342e+06	2.18704e+06	2.28866e+06
P06959	P06959		aceF		5.80763e+07	5.80453e+07	5.78164e+07	5.73764e+07	5.74531e+07	5.66657e+07
P06961	P06961		cca		1.6786e+06	1.67314e+06	1.69209e+06	1.57583e+06	1.54549e+06	1.5828e+06
P06968	P06968		dut		8.54505e+06	8.0458e+06	8.16689e+06	7.72635e+06	7.71855e+06	7.97232e+06
P06971	P06971		fhuA		1.41161e+07	1.429e+07	1.37679e+07	1.36748e+07	1.37858e+07	1.32628e+07
P06974	P06974		fliM		1.50557e+06	1.50972e+06	1.62258e+06	1.6206e+06	1.56657e+06	1.51956e+06
P06983	P06983		hemC		1.23774e+07	1.24368e+07	1.22876e+07	1.23981e+07	1.19965e+07	1.13595e+07
P06986	P06986		hisC		2.58194e+06	2.55167e+06	2.64183e+06	2.72987e+06	2.73334e+06	2.55125e+06
P06987	P06987		hisB		1.22239e+06	1.14623e+06	1.11208e+06	1.14379e+06	1.07743e+06	993050
P06988	P06988		hisD		3.37965e+06	3.09846e+06	3.34341e+06	3.33406e+06	3.23138e+06	3.24471e+06
P06992	P06992		rsmA		3.20569e+06	3.18789e+06	3.16299e+06	3.3115e+06	3.30945e+06	3.5484e+06
P06996	P06996		ompC		1.86897e+08	1.88594e+08	1.93821e+08	1.87589e+08	1.82603e+08	1.8837e+08
P06999	P06999		pfkB		2.89817e+06	2.7451e+06	2.71229e+06	2.79525e+06	2.77844e+06	2.76141e+06
P07000	P07000		pldB		517881	582192	564307	642701	646148	525587
P07001	P07001		pntA		4.44575e+06	4.65291e+06	4.45596e+06	4.49734e+06	4.37198e+06	4.52566e+06
P07003	P07003		poxB		2.54051e+06	2.39485e+06	2.46242e+06	2.44681e+06	2.41469e+06	2.39026e+06
P07004	P07004		proA		2.79353e+07	2.73137e+07	2.8021e+07	2.68918e+07	2.64375e+07	2.61648e+07
P07012	P07012		prfB		8.58979e+06	8.48586e+06	8.95468e+06	7.822e+06	7.96696e+06	8.05329e+06
P07014	P07014		sdhB		4.57297e+06	4.65892e+06	4.48036e+06	4.56698e+06	4.55693e+06	4.55955e+06
P07017	P07017		tar		1.06399e+07	1.07099e+07	1.07182e+07	1.11334e+07	1.09412e+07	1.14479e+07
P07021	P07021		yfiB		990348	1.05098e+06	924862	1.08218e+06	999748	1.15741e+06
P07023	P07023		tyrA		2.02363e+06	2.09384e+06	1.89844e+06	2.06675e+06	1.90831e+06	1.94655e+06
P07024	P07024		ushA		5.0534e+06	5.06236e+06	5.00084e+06	5.06135e+06	5.04711e+06	5.06659e+06
P07026	P07026		sdiA		1.79678e+06	1.77844e+06	1.70757e+06	1.8369e+06	1.96591e+06	1.9401e+06
P07118	P07118		valS		2.07104e+07	2.07318e+07	2.05166e+07	2.04657e+07	2.05207e+07	2.03591e+07
P07330	P07330		cheB		1.3628e+06	1.27715e+06	1.35224e+06	1.2693e+06	1.12474e+06	1.32206e+06
P07363	P07363		cheA		3.45821e+06	3.38737e+06	3.46922e+06	3.30002e+06	3.38296e+06	3.15299e+06
P07395	P07395		pheT		1.87129e+07	1.89799e+07	1.91666e+07	1.85716e+07	1.87392e+07	1.8662e+07
P07604	P07604		tyrR		4.49837e+06	4.61233e+06	4.46105e+06	4.66428e+06	4.57343e+06	4.50552e+06
P07639	P07639		aroB		3.85307e+06	4.09312e+06	3.98522e+06	3.89655e+06	3.80531e+06	3.62316e+06
P07648	P07648		recC		849578	841882	744151	754335	815825	911201
P07649	P07649		truA		1.96357e+06	1.96312e+06	2.00266e+06	1.98256e+06	1.96076e+06	1.98042e+06
P07650	P07650		deoA		6.70439e+06	6.75433e+06	6.7415e+06	6.42877e+06	6.51494e+06	6.37915e+06
P07658	P07658		fdhF		1.0661e+06	1.02121e+06	1.05413e+06	1.0308e+06	1.05695e+06	960737
P07762	P07762		glgB		2.86108e+06	2.80968e+06	2.73197e+06	2.80499e+06	2.81222e+06	2.73595e+06
P07813	P07813		leuS		1.5755e+07	1.54647e+07	1.59549e+07	1.49309e+07	1.52247e+07	1.48371e+07
P07821	P07821		fhuC		403009	587946	527864	482898	358165	
P07822	P07822		fhuD		441064	398579	411363	426024	445332	345355
P07862	P07862		ddlB		6.09178e+06	5.73841e+06	6.21352e+06	5.9839e+06	5.89228e+06	5.90652e+06
P07913	P07913		tdh		4.63377e+06	4.64057e+06	4.85161e+06	4.81249e+06	4.97326e+06	5.1166e+06
P08178	P08178		purM		1.82993e+06	1.82944e+06	1.98379e+06	1.7954e+06	1.89535e+06	1.52234e+06
P08179	P08179		purN		2.60057e+06	2.5007e+06	2.64923e+06	2.62896e+06	2.77737e+06	2.6442e+06
P08189	P08189		fimF		1.24459e+06	1.29897e+06	1.32739e+06	1.19347e+06	1.27427e+06	1.26973e+06
P08190	P08190		fimG		2.30173e+06	1.99692e+06	1.98965e+06	2.01497e+06	1.76046e+06	2.04066e+06
