Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.39792e+06	1.37121e+06		1.40117e+06		
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.3271e+06	2.41012e+06		2.18533e+06		
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.77468e+06	2.62365e+06		2.97745e+06		
P00350	P00350		gnd		3.93072e+07	3.87222e+07	3.90044e+07	3.86978e+07	3.94738e+07	3.86875e+07
P00363	P00363		frdA		4.52018e+07	4.50151e+07	4.5038e+07	4.44193e+07	4.54143e+07	4.54303e+07
P00370	P00370		gdhA		2.00679e+06	1.99473e+06	2.05281e+06	1.93838e+06	1.99971e+06	2.04902e+06
P00393	P00393		ndh		5.33365e+06	5.44239e+06	5.30859e+06	5.38662e+06	5.38861e+06	5.28565e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.16325e+06	1.27727e+06	1.01069e+06	1.0866e+06		930114
P00448	P00448		sodA		3.96526e+06	4.06352e+06	3.97555e+06	3.86952e+06	4.17206e+06	3.74933e+06
P00452	P00452		nrdA		9.88108e+06	9.67084e+06	9.85621e+06	9.78476e+06	9.94438e+06	9.93344e+06
P00490	P00490		malP		5.98335e+06	6.09977e+06	6.0202e+06	6.07262e+06	5.92711e+06	6.00054e+06
P00509	P00509		aspC		1.9608e+07	1.93862e+07	1.93821e+07	1.93052e+07	1.9575e+07	1.9389e+07
P00550	P00550		mtlA		768014	743602	810177	803438	882009	919447
P00561	P00561		thrA		3.11687e+06	3.21258e+06	3.23896e+06	3.12603e+06	3.15584e+06	3.34485e+06
P00562	P00562		metL		3.15344e+06	2.98796e+06	2.99102e+06	3.23951e+06	3.01987e+06	3.09319e+06
P00579	P00579		rpoD		8.76244e+06	8.61044e+06	9.19927e+06	8.55914e+06	9.22631e+06	9.3746e+06
P00582	P00582		polA		3.51546e+06	3.5369e+06	3.54066e+06	3.4231e+06	3.55322e+06	3.46189e+06
P00803	P00803		lepB		4.93748e+06	4.93408e+06	4.89709e+06	4.96665e+06	5.1162e+06	4.75284e+06
P00805	P00805		ansB		2.1503e+07	2.15837e+07	2.17515e+07	2.11309e+07	2.14129e+07	2.09003e+07
P00811	P00811		ampC		1.15493e+06	1.09747e+06	1.68727e+06	1.28661e+06	2.25171e+06	1.52833e+06
P00864	P00864		ppc		1.01502e+07	1.01144e+07	1.00567e+07	9.78833e+06	1.00354e+07	1.01363e+07
