Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P63235	P63235		gadC		2.47042e+06	2.38584e+06	2.40498e+06	2.54437e+06	2.42781e+06	2.39797e+06
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)					1.11488e+07		1.13918e+07		1.12525e+07
P63284	P63284		clpB		1.56661e+07	1.65917e+07	1.58878e+07	1.63639e+07	1.55913e+07	1.63709e+07
P63386	P63386		mlaF		970613	886965	927200	761812	946092	822544
P63389	P63389		yheS		1.39844e+06	1.73086e+06	1.3925e+06	1.63312e+06	1.25856e+06	1.5706e+06
P63417	P63417		yhbS		1.15525e+07	1.09988e+07	1.15935e+07	1.07536e+07	1.12875e+07	1.08926e+07
P63883	P63883		amiC		980113	1.12684e+06	1.00395e+06	1.13778e+06	1.00503e+06	1.07979e+06
P64429	P64429		ypfJ		1.21038e+06	1.11321e+06	1.24054e+06	1.24013e+06	1.33036e+06	1.08757e+06
P64451	P64451		ydcL		1.63917e+06	1.66381e+06	1.72832e+06	1.67027e+06	1.77074e+06	1.75845e+06
P64455	P64455		ydcY		5.93456e+06	5.57452e+06	6.11691e+06	5.7227e+06	5.85633e+06	6.61054e+06
P64463	P64463		ydfZ		4.72751e+07	4.51826e+07	4.40542e+07	4.52712e+07	4.49424e+07	4.58942e+07
P64467	P64467		cnu		2.59716e+06	2.74862e+06	2.5412e+06	3.00205e+06	2.47757e+06	2.80758e+06
P64476	P64476		ydiH		1.53471e+06	1.78047e+06	1.44918e+06	1.67478e+06	1.63096e+06	1.60448e+06
P64483	P64483		yeaK		4.40539e+06	3.46329e+06	4.08068e+06	3.55561e+06	3.82213e+06	3.69961e+06
P64499	P64499		yebO		3.49383e+06	3.15227e+06	3.59859e+06	3.14761e+06	3.30247e+06	3.1145e+06
P64506	P64506		yebY		1.5616e+06	1.70317e+06	1.50649e+06	1.58834e+06	1.4602e+06	1.71727e+06
P64534	P64534		rcnB		2.04298e+06	2.40036e+06	1.99439e+06	2.18677e+06	1.93915e+06	2.37848e+06
P64540	P64540		yfcL		7.54313e+06	7.94945e+06	7.62522e+06	7.50526e+06	7.83543e+06	7.06815e+06
P64545	P64545		yfgG		597248	680748	465681	612648	661781	479270
P64554	P64554		queE		3.71538e+06	3.81106e+06	3.62988e+06	3.76777e+06	3.54977e+06	3.8391e+06
P64559	P64559		cptB		444430	449993	368905	563261	328400	420442
P64564	P64564		yggT		163192	234262	303848	183903	177788	211418
P64581	P64581		yqjD		3.49483e+07	3.25268e+07	3.68811e+07	2.99363e+07	3.3259e+07	3.18778e+07
P64585	P64585		yqjE		658637	773188	681621	784195	642778	564832
P64588	P64588		yqjI		1.4012e+06	1.98168e+06	1.4648e+06	1.92648e+06	1.71601e+06	2.07482e+06
P64596	P64596		yraP		1.24815e+07	1.2282e+07	1.20748e+07	1.18398e+07	1.25669e+07	1.17265e+07
P64599	P64599		yhbT		4.32904e+06	4.81145e+06	4.38114e+06	4.79644e+06	4.42482e+06	4.78907e+06
P64602	P64602		mlaB		1.88357e+06	1.68541e+06	1.78227e+06	1.85251e+06	1.52192e+06	1.85172e+06
P64604	P64604		mlaD		5.8113e+06	5.79854e+06	5.89937e+06	5.33278e+06	5.54755e+06	5.19919e+06
P64612	P64612		yhcM		620097	738481	628657	736078	743763	823134
P64624	P64624		yheO		2.69309e+06	3.41105e+06	2.66087e+06	3.82942e+06	2.80481e+06	3.58531e+06
P64636	P64636		yrfG		2.61813e+06	2.73048e+06	2.78813e+06	2.67772e+06	2.62255e+06	2.4804e+06
P65367	P65367		yqcA		2.4417e+06	2.58824e+06	2.69434e+06	2.89604e+06	2.5387e+06	2.82096e+06
P65556	P65556		yfcD		2.09174e+06	1.83113e+06	1.94707e+06	1.7627e+06	1.88383e+06	1.80003e+06
P65870	P65870		queD		3.19427e+06	2.78801e+06	3.11796e+06	2.81416e+06	3.13283e+06	2.83579e+06
P66817	P66817		diaA		2.65105e+06	2.20877e+06	2.56922e+06	2.20339e+06	2.593e+06	2.4532e+06
P66948	P66948		yfgC		1.57555e+06	1.48483e+06	1.79162e+06	1.35251e+06	1.64628e+06	1.49127e+06
P67080	P67080		yggS		4.26617e+06	4.14327e+06	4.22419e+06	4.44028e+06	3.96469e+06	4.42234e+06
P67087	P67087		rsmI		2.48863e+06	2.41861e+06	2.43977e+06	2.53526e+06	2.40912e+06	2.51114e+06
P67095	P67095		yfcE		688396	577676	690566	663885	697941	693659
P67603	P67603		yqfB		1.33071e+07	1.26106e+07	1.41757e+07	1.38699e+07	1.36494e+07	1.21557e+07
P67660	P67660		yhaJ		1.21519e+06	1.26113e+06	1.22857e+06	1.39235e+06	1.29421e+06	1.0998e+06
P67701	P67701		higA		103228		152310		134317	95607.9
P67826	P67826		cutC		880575	936952	998959	792959	817528	945684
P67910	P67910		hldD		3.88226e+07	3.62079e+07	3.84932e+07	3.63447e+07	3.87441e+07	3.73032e+07
P68066	P68066		grcA		2.90482e+08	2.832e+08	2.83594e+08	2.86126e+08	2.81592e+08	2.8983e+08
P68187	P68187		malK		1.67563e+06	1.83681e+06	1.73071e+06	1.9018e+06	1.67309e+06	1.78953e+06
P68191	P68191		sra		2.22208e+06	1.71107e+06	2.08216e+06	1.87826e+06	2.16326e+06	1.71074e+06
P68206	P68206		yjbJ		2.7518e+06	2.53511e+06	2.32879e+06	2.192e+06	2.60346e+06	2.24386e+06
P68679	P68679		rpsU		8.40544e+07	8.94955e+07	8.40275e+07	8.36362e+07	8.48124e+07	8.61169e+07
P68688	P68688		grxA		1.44816e+06	1.18657e+06	1.38908e+06	1.27412e+06	1.19252e+06	1.12618e+06
P68699	P68699		atpE		3.35406e+06	3.86436e+06	3.15928e+06	3.9372e+06	3.1278e+06	3.90024e+06
P68767	P68767		pepA		9.83494e+06	9.82249e+06	9.98653e+06	1.00452e+07	9.54802e+06	9.97427e+06
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				1.39968e+06	1.71714e+07	1.40546e+06	1.70034e+07	1.47631e+06	1.66216e+07
P68919	P68919		rplY		1.18796e+08	1.01258e+08	1.19341e+08	1.005e+08	1.18372e+08	1.01922e+08
P69222	P69222		infA		1.59116e+07	1.32722e+07	1.58162e+07	1.36684e+07	1.66e+07	1.37489e+07
P69228	P69228		baeR		2.75223e+06	2.79669e+06	2.84257e+06	2.79132e+06	2.86465e+06	2.9219e+06
P69330	P69330		citD		1.50073e+07	1.08917e+07	1.31802e+07	1.17916e+07	1.43625e+07	1.22367e+07
P69346	P69346		yefM		992313	907704	936274	718915	884037	720887
P69407	P69407		rcsB		6.42482e+06	5.8957e+06	6.47106e+06	6.18464e+06	6.47019e+06	6.82975e+06
P69411	P69411		rcsF		6.43175e+06	6.30886e+06	6.22894e+06	6.06679e+06	6.49199e+06	5.95035e+06
P69425	P69425		tatB		2.80245e+06	3.14593e+06	2.91062e+06	3.18871e+06	2.6806e+06	3.06885e+06
P69428	P69428		tatA		2.61966e+07	2.76228e+07	2.53195e+07	2.56627e+07	2.6076e+07	2.80905e+07
P69441	P69441		adk		4.67274e+07	4.81335e+07	4.7242e+07	4.97849e+07	4.80078e+07	4.77039e+07
P69503	P69503		apt		2.55767e+07	2.41126e+07	2.50212e+07	2.51449e+07	2.55192e+07	2.49679e+07
P69741	P69741		hybO		2.14516e+06	2.27365e+06	2.27908e+06	2.26327e+06	2.23824e+06	2.2106e+06
P69776	P69776		lpp		3.98049e+07	3.95843e+07	3.79686e+07	3.86257e+07	3.90387e+07	3.93212e+07
P69783	P69783		crr		2.61053e+08	2.33084e+08	2.54354e+08	2.49017e+08	2.51972e+08	2.43668e+08
P69786	P69786		ptsG		5.35854e+06	5.16843e+06	5.29562e+06	5.23721e+06	5.17241e+06	5.12899e+06
P69791	P69791		chbA		432833	219581	330828	202320	369950	191508
P69797	P69797		manX		1.2961e+07	1.27323e+07	1.32564e+07	1.22795e+07	1.31613e+07	1.26074e+07
P69801	P69801		manY		1.24172e+06	1.23424e+06	1.12838e+06	1.07366e+06	1.38262e+06	1.09287e+06
P69805	P69805		manZ		6.49571e+06	6.74082e+06	6.8109e+06	7.03365e+06	6.64673e+06	6.56342e+06
P69811	P69811		fruB		1.11802e+07	1.03322e+07	1.10928e+07	1.0742e+07	1.10982e+07	1.0053e+07
P69829	P69829		ptsN		820446	820542	831459	779607	812883	706722
P69853	P69853		dmsD		1.01568e+06	1.14316e+06	1.07975e+06	1.27226e+06	1.03988e+06	1.30395e+06
P69874	P69874		potA		4.29634e+06	4.3016e+06	4.5469e+06	4.35566e+06	4.58596e+06	4.23521e+06
P69902	P69902		frc		2.25579e+06	2.25409e+06	2.09847e+06	2.21453e+06	2.35252e+06	2.32467e+06
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)					5.86852e+06	934581	5.96525e+06		6.12822e+06
P69908	P69908		gadA		3.86191e+06	2.74151e+06	4.00013e+06	2.83074e+06	3.87542e+06	2.93373e+06
P69910	P69910		gadB		4.13103e+07	4.23988e+07	4.09725e+07	4.24606e+07	4.09478e+07	4.10632e+07
P69913	P69913		csrA		9.69392e+06	9.14433e+06	9.47001e+06	9.42574e+06	9.66161e+06	9.54698e+06
P69924	P69924		nrdB		2.59505e+06	2.78514e+06	2.60379e+06	2.62008e+06	2.52992e+06	2.58302e+06
P69931	P69931		hda		840157	843173	835622	801026	909836	803054
P75691	P75691		yahK		1.1763e+06	1.06052e+06	1.13593e+06	1.03996e+06	1.04144e+06	1.01164e+06
P75713	P75713		ylbA		292997	372676	347500	341885	342182	372809
P75726	P75726		citF		5.37456e+06	5.57986e+06	5.19938e+06	5.6788e+06	5.41718e+06	5.46624e+06
P75728	P75728		ubiF		1.23042e+06	1.22608e+06	1.18923e+06	1.23195e+06	1.17262e+06	1.10809e+06
P75736	P75736		ybfF		2.03018e+06	2.25831e+06	2.33851e+06	2.32825e+06	2.18493e+06	2.4238e+06
P75745	P75745		ybgK		1.19829e+06	1.41204e+06	1.21702e+06	1.28977e+06	1.35894e+06	1.27324e+06
P75777	P75777		ybhG		2.52845e+06	2.42655e+06	2.50649e+06	2.18794e+06	2.48941e+06	2.32496e+06
P75780	P75780		fiu		646408	625309	657198	647249	675370	625144
P75782	P75782		rlmF		789323	881473	1.03236e+06	857551	991137	884955
P75818	P75818		ybjP		5.58423e+06	5.84227e+06	5.64359e+06	5.77828e+06	5.28157e+06	5.65681e+06
P75821	P75821		ybjS		1.40082e+06	1.31246e+06	1.44561e+06	1.40996e+06	1.12323e+06	1.2824e+06
P75823	P75823		ltaE		4.45931e+06	5.07897e+06	4.71172e+06	5.04125e+06	4.373e+06	5.0428e+06
P75829	P75829		ybjX		2.59692e+06	2.04605e+06	2.50823e+06	2.12212e+06	2.50316e+06	1.72482e+06
P75838	P75838		ycaO		9.88373e+06	9.51684e+06	9.44411e+06	9.699e+06	9.62837e+06	9.88291e+06
P75849	P75849		ycbL		1.93341e+06	1.45092e+06	1.88901e+06	1.61729e+06	1.63027e+06	1.40923e+06
P75863	P75863		ycbX		1.29367e+06	1.25252e+06	1.32149e+06	1.21282e+06	1.21688e+06	1.34355e+06
P75864	P75864		rlmL		1.33979e+06	1.606e+06	1.36163e+06	1.60153e+06	1.40556e+06	1.64033e+06
P75867	P75867		ycbZ		1.74222e+06	1.58101e+06	1.81935e+06	1.65769e+06	1.63243e+06	1.6715e+06
P75874	P75874		yccU		2.52536e+06	2.5482e+06	2.39803e+06	2.45e+06	2.34174e+06	2.35052e+06
P75876	P75876		rlmI		5.29056e+06	5.35371e+06	5.32452e+06	5.33784e+06	5.13896e+06	5.43468e+06
P75882	P75882		gfcD		4.1222e+06	4.58184e+06	4.22003e+06	4.42354e+06	4.08173e+06	4.31274e+06
P75883	P75883		gfcC		1.85338e+06	1.50105e+06	1.82298e+06	1.75051e+06	1.49126e+06	1.19235e+06
P75884	P75884		gfcB		1.90106e+06	1.55764e+06	1.98223e+06	1.50571e+06	1.55825e+06	1.48181e+06
P75913	P75913		ghrA		1.13976e+06	994679	1.00615e+06	1.09803e+06	1.11092e+06	1.11249e+06
P75914	P75914		ycdX		9.1037e+06	1.02509e+07	9.42044e+06	1.02165e+07	8.25217e+06	9.76959e+06
P75915	P75915		ycdY		8.62533e+06	9.50919e+06	8.83706e+06	9.23518e+06	8.61472e+06	9.24772e+06
P75931	P75931		yceM		790127	757289	703801	551500	736430	836516
P75937	P75937		flgE		3.80769e+06	3.87517e+06	3.69973e+06	3.83587e+06	3.77452e+06	3.85801e+06
P75949	P75949		nagZ		1.91051e+06	1.81287e+06	1.97233e+06	1.98036e+06	1.94006e+06	1.81282e+06
P75957	P75957		lolD		1.97881e+06	2.18952e+06	2.03573e+06	2.12684e+06	2.04618e+06	2.36993e+06
P75959	P75959		nagK		2.10347e+06	2.30502e+06	2.11823e+06	2.17025e+06	2.1798e+06	2.36568e+06
P75960	P75960		cobB		3.48018e+06	3.37998e+06	3.38134e+06	3.44403e+06	3.32069e+06	3.42312e+06
P76002	P76002		pliG		843482	707379	793428	653438	899572	756292
P76004	P76004		ycgM		1.19686e+06	1.26825e+06	1.39585e+06	1.23414e+06	1.36828e+06	1.40238e+06
P76008	P76008		ldcA		1.54138e+06	1.57803e+06	1.50713e+06	1.44675e+06	1.47489e+06	1.62522e+06
P76014	P76014		dhaL		5.93677e+06	6.1972e+06	6.6536e+06	6.4423e+06	6.32456e+06	6.07265e+06
P76015	P76015		dhaK		2.40974e+06	2.34447e+06	2.52149e+06	2.21489e+06	2.41884e+06	2.2913e+06
P76027	P76027		oppD		875331	909802	929879	976859	967932	982748
P76034	P76034		yciT		1.18061e+06	1.2278e+06	1.17866e+06	1.25436e+06	1.24415e+06	1.22032e+06
P76055	P76055		ttcA		2.08921e+06	1.80786e+06	1.80968e+06	2.01659e+06	1.85643e+06	1.93042e+06
P76116	P76116		yncE		3.45131e+06	3.53671e+06	3.50886e+06	3.37319e+06	3.62754e+06	3.28015e+06
P76170	P76170		ynfB		2.19751e+06	2.55287e+06	2.22259e+06	2.61423e+06	2.2574e+06	2.50501e+06
P76177	P76177		ydgH		2.03564e+07	1.90856e+07	2.05585e+07	1.87846e+07	2.01293e+07	1.92129e+07
P76187	P76187		ydhF		2.18492e+06	2.71359e+06	2.33136e+06	2.9879e+06	2.28859e+06	2.7194e+06
P76192	P76192		ydhV		1.65523e+06	1.78461e+06	1.6338e+06	1.76578e+06	1.68923e+06	1.6912e+06
P76193	P76193		ynhG		1.56014e+06	1.50739e+06	1.63251e+06	1.36767e+06	1.7328e+06	1.34182e+06
P76204	P76204		ydiV		1.03979e+06	1.03948e+06	1.01379e+06	1.03245e+06	1.04651e+06	1.16511e+06
P76220	P76220		ydjY		486750	585634	468240	552678	400743	711261
P76223	P76223		ynjB		2.16567e+06	1.83746e+06	1.99556e+06	1.76592e+06	2.06312e+06	1.89395e+06
P76227	P76227		ynjH		3.15881e+06	3.70059e+06	3.17644e+06	3.4506e+06	3.35848e+06	3.46596e+06
P76243	P76243		yeaO		1.85934e+06	1.86203e+06	1.81403e+06	1.70317e+06	1.73919e+06	2.0133e+06
P76245	P76245		yeaP		668463	743230	713214	717773	692235	758030
P76256	P76256		yeaZ		2.09961e+06	2.09804e+06	2.02644e+06	1.79244e+06	2.10865e+06	1.75952e+06
P76268	P76268		kdgR		5.77373e+06	6.07222e+06	5.81382e+06	5.91527e+06	5.72256e+06	5.8972e+06
P76270	P76270		msrC		3.73396e+06	3.86084e+06	3.89787e+06	4.04321e+06	3.88769e+06	4.02379e+06
P76290	P76290		cmoA		1.93535e+06	2.07699e+06	1.88857e+06	2.19274e+06	2.08211e+06	2.14314e+06
P76291	P76291		cmoB		1.84512e+06	1.96855e+06	1.7925e+06	2.0748e+06	1.78042e+06	2.11494e+06
P76316	P76316		dcyD		1.09079e+06	971216	996061	901007	1.04596e+06	976060
P76342	P76342		yedY		462507	1.51755e+06	1.29664e+06	1.35778e+06	414019	1.48006e+06
P76346	P76346		mtfA		1.1267e+06	1.16476e+06	1.19818e+06	1.14616e+06	1.03752e+06	1.10499e+06
P76372	P76372		wzzB		1.0083e+07	9.40476e+06	1.02385e+07	9.40647e+06	9.48794e+06	1.03111e+07
P76402	P76402		yegP		3.55419e+06	3.49164e+06	3.37608e+06	3.35123e+06	3.28633e+06	3.36744e+06
P76403	P76403		yegQ		2.69816e+06	2.4221e+06	2.55378e+06	2.45482e+06	2.66906e+06	2.44347e+06
P76445	P76445		yeiU		1.68039e+06	1.9608e+06	1.57913e+06	1.99465e+06	1.43894e+06	2.19799e+06
P76471	P76471		yfaZ		665010	599118	786690	530675	660347	
P76491	P76491		yfbR		856598	1.04355e+06	878047	941309	942837	1.00736e+06
P76502	P76502		sixA		7.0513e+06	7.15645e+06	6.68343e+06	6.77778e+06	6.12797e+06	6.89325e+06
P76506	P76506		mlaA		6.91439e+06	7.22653e+06	6.89338e+06	7.01249e+06	6.7778e+06	7.37986e+06
P76535	P76535		murQ		1.74477e+06	1.53813e+06	1.86841e+06	1.50472e+06	1.87942e+06	1.71121e+06
P76536	P76536		yfeX		9.00749e+06	8.34888e+06	9.06022e+06	8.68313e+06	8.94106e+06	8.8039e+06
P76537	P76537		yfeY		2.84573e+06	2.55551e+06	2.86082e+06	2.66932e+06	2.77251e+06	2.50072e+06
P76539	P76539		ypeA		1.86804e+06	1.7451e+06	1.87679e+06	1.66862e+06	1.78275e+06	1.85788e+06
P76558	P76558		maeB		2.82647e+06	2.61235e+06	2.77576e+06	2.64628e+06	2.77001e+06	2.64746e+06
P76569	P76569		yfgD		1.57968e+06	2.40586e+06	1.87913e+06	595691	1.68101e+06	2.03611e+06
P76576	P76576		yfgM		9.61282e+06	9.18187e+06	9.73311e+06	9.49958e+06	9.64471e+06	9.22017e+06
P76578	P76578		yfhM		355252		263927	280021	395274	201251
P76594	P76594		yfiQ		8.72138e+06	8.19515e+06	8.63458e+06	8.1186e+06	8.64863e+06	8.31575e+06
P76658	P76658		hldE		9.33187e+06	8.87808e+06	9.12474e+06	8.87648e+06	9.07171e+06	9.10123e+06
P76938	P76938		epmC		1.53132e+06	1.54198e+06	1.49864e+06	1.57509e+06	1.48418e+06	1.45661e+06
P77150	P77150		pdxY		3.42903e+06	3.74308e+06	3.43619e+06	3.63309e+06	3.67347e+06	3.74745e+06
P77173	P77173		zipA		2.18314e+06	2.1617e+06	2.2939e+06	2.18849e+06	2.37375e+06	2.17784e+06
P77182	P77182		mnmC		846329	609617	652791	676413	806616	565242
P77202	P77202		dsbG		147749	146864	149625	95030.7	191245	166836
P77247	P77247		yniC		1.42643e+06	1.41978e+06	1.47659e+06	1.45359e+06	1.4111e+06	1.54602e+06
P77258	P77258		nemA		4.31067e+06	4.92807e+06	4.417e+06	5.1694e+06	4.29464e+06	5.24076e+06
P77279	P77279		ybbL		2.29506e+06	2.22166e+06	2.10766e+06	2.27025e+06	2.14626e+06	2.4981e+06
P77285	P77285		rnfG		1.72081e+06	1.92905e+06	1.92402e+06	1.84776e+06	1.90815e+06	2.09281e+06
P77330	P77330		borD		3.16903e+07	2.41752e+07	3.18385e+07	2.6372e+07	3.20113e+07	2.65376e+07
P77348	P77348		mppA		2.01377e+06	2.20399e+06	1.94071e+06	1.99072e+06	1.92721e+06	1.92967e+06
P77376	P77376		ydgJ		1.30098e+06	1.29695e+06	1.26093e+06	1.31717e+06	1.25881e+06	1.06677e+06
P77395	P77395		ybbN		2.48074e+06	2.64954e+06	2.41732e+06	2.5463e+06	2.47366e+06	2.57196e+06
P77398	P77398		arnA			574542	417942	424062	401565	417828
P77433	P77433		ykgG		1.03201e+06	1.34014e+06	1.08207e+06	1.28103e+06	1.1609e+06	1.24048e+06
P77434	P77434		alaC		2.02308e+06	2.03031e+06	2.07209e+06	1.98052e+06	2.07289e+06	1.88791e+06
P77454	P77454		glsA1		1.0825e+06	1.21465e+06	1.09436e+06	1.09337e+06	1.14221e+06	1.19967e+06
P77475	P77475		yqaB		2.38889e+06	2.35374e+06	2.39386e+06	2.22297e+06	2.5044e+06	2.65782e+06
P77488	P77488		dxs		2.9136e+06	2.80559e+06	2.93496e+06	2.8052e+06	2.91164e+06	2.86829e+06
P77499	P77499		sufC		1.50069e+06	1.33501e+06	1.47169e+06	1.35694e+06	1.39293e+06	1.28009e+06
P77529	P77529		ydjN		4.40356e+06	5.15132e+06	4.45431e+06	4.95049e+06	4.33403e+06	4.97814e+06
P77536	P77536		ykgF		1.22445e+06	1.12794e+06	1.32841e+06	1.28102e+06	1.31291e+06	1.33634e+06
P77552	P77552		ydhQ		2.21057e+06	2.28124e+06	2.43076e+06	2.38196e+06	2.32075e+06	2.39505e+06
P77562	P77562		yaiW		1.27857e+06	1.26157e+06	1.34235e+06	1.21473e+06	992813	1.24007e+06
P77570	P77570		anmK		1.23586e+06	1.35608e+06	1.22093e+06	1.40949e+06	1.25931e+06	1.41764e+06
P77611	P77611		rnfC		651166	631415	709662	529717	668298	553480
P77625	P77625		yfbT		8.43972e+06	7.97643e+06	8.02125e+06	7.95266e+06	8.22893e+06	7.86712e+06
P77717	P77717		ybaY		1.34145e+06	1.6996e+06	1.27093e+06	1.67839e+06	1.25971e+06	1.70796e+06
P77718	P77718		thiI		2.39376e+06	2.46879e+06	2.35352e+06	2.47426e+06	2.37488e+06	2.41904e+06
P77735	P77735		yajO		3.51405e+06	3.58928e+06	3.65484e+06	3.40335e+06	3.80921e+06	3.59797e+06
P77737	P77737		oppF		1.55986e+06	1.90234e+06	1.57082e+06	1.90117e+06	1.50871e+06	1.90546e+06
P77739	P77739		yniA		892851	912752	945364	877823	989138	934925
P77748	P77748		ydiJ		1.00298e+06	1.0748e+06	1.20933e+06	1.14316e+06	1.1441e+06	1.02161e+06
P77756	P77756		queC		1.41484e+06	1.41226e+06	1.42009e+06	1.39628e+06	1.37745e+06	1.59623e+06
P77774	P77774		bamB		1.58795e+07	1.62062e+07	1.51455e+07	1.59846e+07	1.55561e+07	1.56613e+07
P77804	P77804		ydgA		8.55073e+06	7.82085e+06	8.66153e+06	7.87644e+06	8.69072e+06	8.1435e+06
P77808	P77808		yfaY		2.07699e+06	2.12722e+06	1.98664e+06	2.21531e+06	2.09621e+06	2.11905e+06
P78067	P78067		ynjE		2.60745e+06	2.72106e+06	2.59668e+06	2.62826e+06	2.54874e+06	2.64544e+06
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)					5.91856e+06		6.26309e+06		5.79952e+06
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)					8.45064e+06		8.88147e+06		8.94566e+06
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)					1.94894e+07		2.02099e+07		2.12243e+07
Q2M7R5	Q2M7R5		yibT		2.09654e+06	2.34215e+06	2.26745e+06	2.3401e+06	2.1303e+06	2.44501e+06
Q46798	Q46798		ygeR		684291	629400	547966	517473	637060	549427
Q46829	Q46829		bglA		1.25591e+07	1.41563e+07	1.25151e+07	1.38978e+07	1.21721e+07	1.38774e+07
Q46835	Q46835		yghG		570010	673469	844993	665680	776529	907581
Q46845	Q46845		yghU		333706	358307	321811	220376	305225	336491
Q46851	Q46851		gpr		740679	941696	806117	894561	739158	791793
Q46856	Q46856		yqhD		4.20636e+06	4.11965e+06	4.27553e+06	4.34083e+06	4.36059e+06	4.26394e+06
Q46857	Q46857		dkgA		3.27005e+06	2.99983e+06	3.3045e+06	3.2762e+06	3.27664e+06	3.18169e+06
Q46868	Q46868		yqiC		9.80299e+06	8.85617e+06	9.62501e+06	8.91349e+06	9.23255e+06	8.35674e+06
Q46871	Q46871		yqjH		3.63194e+06	4.04066e+06	3.63002e+06	4.20833e+06	3.76786e+06	3.84295e+06
Q46893	Q46893		ispD		1.80706e+06	1.58889e+06	1.8024e+06	1.56413e+06	1.85397e+06	1.53611e+06
Q46919	Q46919		yqcC		433051	657091	373783	586851	374626	630286
Q46920	Q46920		queF		4.47162e+06	4.44202e+06	4.58459e+06	4.43196e+06	4.46148e+06	4.27807e+06
Q46925	Q46925		csdA		1.03982e+06	896485	1.06048e+06	939069	1.07249e+06	995715
Q46927	Q46927		ygdL		1.27174e+06	1.37692e+06	1.55668e+06	1.0974e+06	1.52526e+06	1.24887e+06
Q46948	Q46948		yajL		4.2508e+06	4.37726e+06	4.12809e+06	4.19898e+06	4.04768e+06	4.33593e+06
Q47147	Q47147		yafJ		490822	491159	532474	527329	498142	526043
Q47622	Q47622		sapA		2.31775e+06	2.528e+06	2.15403e+06	2.42154e+06	2.31438e+06	2.24763e+06
Q47679	Q47679		yafV		3.33292e+06	3.19701e+06	3.25627e+06	3.26995e+06	3.36742e+06	3.17357e+06
Q57261	Q57261		truD		3.54721e+06	3.53584e+06	3.6249e+06	3.60712e+06	3.55298e+06	3.60295e+06
Q59385	Q59385		copA		5.36712e+06	4.89207e+06	5.68728e+06	5.30076e+06	5.30093e+06	4.87845e+06
Q93K97	Q93K97		nudF		2.51304e+06	2.73942e+06	2.49559e+06	2.71743e+06	2.75594e+06	2.82662e+06
