Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P10121	P10121		ftsY		6.61837e+06	6.13144e+06	6.56818e+06	6.12247e+06	6.81794e+06	6.14492e+06
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)					9.22077e+06	8.42401e+06	9.35151e+06	7.57016e+06	8.94955e+06
P10346	P10346		glnQ		2.81862e+06	3.07297e+06	2.89743e+06	2.78828e+06	2.77851e+06	2.92182e+06
P10371	P10371		hisA		2.99746e+06	2.42818e+06	3.13456e+06	2.59862e+06	3.0646e+06	2.75528e+06
P10384	P10384		fadL		1.2759e+07	1.19151e+07	1.2822e+07	1.20089e+07	1.27934e+07	1.24893e+07
P10408	P10408		secA		6.81807e+06	6.37438e+06	6.83558e+06	6.40729e+06	6.80404e+06	6.76128e+06
P10441	P10441		lpxB		1.08359e+06	1.00462e+06	1.14849e+06	1.06204e+06	1.23419e+06	1.09058e+06
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)					1.7806e+06		1.88718e+06		1.87077e+06
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)					9.21653e+06		9.14981e+06	2.82558e+06	9.00832e+06
P10903	P10903		narK		2.17746e+06	2.42369e+06	2.43568e+06	2.53865e+06	2.10733e+06	2.162e+06
P10908	P10908		ugpQ		327872	228323	312258	294023	300363	310185
P11289	P11289		yfiL		475710	442601	504498	413489	244682	444973
P11349	P11349		narH		1.53354e+06	1.49494e+06	1.47167e+06	1.45498e+06	1.52425e+06	1.46109e+06
P11447	P11447		argH		2.02831e+06	1.6335e+06	1.99639e+06	1.54522e+06	1.88856e+06	1.47543e+06
P11557	P11557		damX		8.0913e+06	7.05815e+06	8.79217e+06	7.07937e+06	8.22984e+06	7.22706e+06
P11875	P11875		argS		1.32546e+07	1.30087e+07	1.31054e+07	1.30016e+07	1.28617e+07	1.29481e+07
P11880	P11880		murF		5.0965e+06	4.43522e+06	5.073e+06	4.37284e+06	5.16262e+06	4.47741e+06
P12008	P12008		aroC		3.51863e+06	3.4901e+06	3.72943e+06	3.36588e+06	3.76061e+06	3.58755e+06
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				4.37733e+07	1.7931e+07		1.82951e+07	4.34824e+07	1.87615e+07
P12281	P12281		moeA		6.34715e+06	6.17932e+06	6.45556e+06	6.09642e+06	6.34931e+06	5.7339e+06
P12295	P12295		ung		1.31172e+06	1.3596e+06	1.37611e+06	1.39763e+06	1.29871e+06	1.21713e+06
P12758	P12758		udp		2.79149e+07	2.76187e+07	2.74856e+07	2.69565e+07	2.69645e+07	2.67345e+07
P12994	P12994		ybhB			576531				593297
P13001	P13001		bioH		439058	169346	213402		307659	
P13009	P13009		metH		1.96874e+06	1.84262e+06	1.88193e+06	2.02368e+06	1.93175e+06	1.87519e+06
P13016	P13016		ampD		1.83396e+06	1.66073e+06	1.84636e+06	1.56475e+06	1.83438e+06	1.6227e+06
P13024	P13024		fdhE		3.71081e+06	3.91252e+06	3.87666e+06	3.82263e+06	3.74366e+06	3.72542e+06
P13029	P13029		katG		4.05729e+07	4.14448e+07	4.00083e+07	4.10629e+07	4.01698e+07	4.01029e+07
P13033	P13033		glpB		1.56764e+06	1.65707e+06	1.76449e+06	1.7819e+06	1.41162e+06	1.86689e+06
P13035	P13035		glpD		3.35146e+06	3.24439e+06	3.26048e+06	3.26516e+06	3.29772e+06	3.11327e+06
P13445	P13445		rpoS		4.84324e+06	4.65885e+06	4.96733e+06	4.64201e+06	4.68406e+06	4.69421e+06
P13979	P13979		traT		3.25618e+06	3.05338e+06	2.9835e+06	3.20162e+06	3.14034e+06	3.25807e+06
P14081	P14081		selB		821538	937252	902654	878036	813090	995912
P14175	P14175		proV		823661	822631	894053	818888	806887	924698
P14407	P14407		fumB		1.47612e+07	1.48497e+07	1.45913e+07	1.51581e+07	1.47244e+07	1.48606e+07
P14900	P14900		murD		3.53711e+06	3.48965e+06	3.65206e+06	3.52394e+06	3.36339e+06	3.27278e+06
P15034	P15034		pepP		3.7934e+06	3.29094e+06	3.85908e+06	3.37749e+06	3.89657e+06	3.37075e+06
P15042	P15042		ligA		8.30161e+06	8.27136e+06	8.71441e+06	8.19466e+06	8.4855e+06	8.54127e+06
P15067	P15067		glgX		2.63677e+06	2.74838e+06	2.52846e+06	2.62733e+06	2.40138e+06	2.64412e+06
P15070	P15070		fliN		4.15691e+06	4.09229e+06	4.25368e+06	4.54721e+06	4.1566e+06	4.23954e+06
P15082	P15082		srlR		772090	830594	873556	811950	789513	758093
P15254	P15254		purL		2.9865e+06	3.08963e+06	2.91525e+06	2.97439e+06	2.87014e+06	3.16415e+06
P15288	P15288		pepD		1.9933e+07	1.97442e+07	1.99239e+07	1.96296e+07	1.93011e+07	2.00838e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)					9.11332e+06		9.29624e+06	3.28794e+06	9.11056e+06
P15639	P15639		purH		4.84661e+06	4.97079e+06	4.6893e+06	5.20763e+06	4.67797e+06	5.00535e+06
P15640	P15640		purD		2.61891e+06	2.58031e+06	2.75685e+06	2.49609e+06	2.68094e+06	2.70262e+06
P15770	P15770		aroE		3.38258e+06	3.17545e+06	3.44158e+06	3.10835e+06	3.45991e+06	3.19235e+06
P15977	P15977		malQ		3.48293e+06	3.40417e+06	3.74952e+06	3.20107e+06	3.57433e+06	3.14175e+06
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				3.91256e+06	1.33264e+07		1.32234e+07		1.30047e+07
P16095	P16095		sdaA		5.90462e+06	5.94659e+06	6.20435e+06	4.52803e+06	7.07623e+06	4.30267e+06
P16384	P16384		miaA		2.20891e+06	2.09905e+06	2.06825e+06	2.04948e+06	2.24291e+06	1.98458e+06
P16431	P16431		hycE		2.99037e+06	3.17499e+06	3.07199e+06	3.11187e+06	3.01655e+06	2.97602e+06
P16433	P16433		hycG		885441	731619	942832	808384	983703	793841
P16456	P16456		selD		6.46226e+06	6.35113e+06	6.21619e+06	6.44528e+06	6.42181e+06	6.27312e+06
P16528	P16528		iclR		1.86301e+06	1.7213e+06	1.90754e+06	1.82004e+06	1.85054e+06	1.77661e+06
P16659	P16659		proS		1.11996e+07	1.18582e+07	1.11237e+07	1.20003e+07	1.12341e+07	1.15941e+07
P16700	P16700		cysP		6.58541e+06	6.52434e+06	6.69514e+06	6.66052e+06	6.61505e+06	6.49287e+06
P16703	P16703		cysM		3.62372e+06	3.31838e+06	3.49763e+06	3.53695e+06	3.22597e+06	3.66894e+06
P16926	P16926		mreC		1.54056e+07	1.57692e+07	1.56736e+07	1.51084e+07	1.39654e+07	1.40993e+07
P17109	P17109		menD		1.70357e+06	1.57512e+06	1.74058e+06	1.49206e+06	1.80616e+06	1.49625e+06
P17115	P17115		gutQ		2.09105e+06	2.09824e+06	1.9856e+06	2.01999e+06	2.09253e+06	2.01039e+06
P17117	P17117		nfsA		4.43638e+06	4.3998e+06	4.51246e+06	4.54534e+06	4.55488e+06	4.5186e+06
P17169	P17169		glmS		4.37091e+07	4.36297e+07	4.32986e+07	4.3707e+07	4.36991e+07	4.35562e+07
P17315	P17315		cirA		2.27215e+06	2.11223e+06	2.15132e+06	1.99069e+06	2.25802e+06	1.97823e+06
P17443	P17443		murG		2.91624e+06	2.99585e+06	3.01672e+06	3.01672e+06	2.90556e+06	2.89594e+06
P17445	P17445		betB		511552	472076	433784	509884	395695	584328
P17846	P17846		cysI		1.12852e+07	1.0665e+07	1.09978e+07	1.09379e+07	1.11653e+07	1.05208e+07
P17854	P17854		cysH		6.33667e+06	6.15827e+06	6.5645e+06	6.40699e+06	6.22753e+06	6.14736e+06
P17952	P17952		murC		1.8173e+06	1.92498e+06	1.8734e+06	1.89227e+06	1.85736e+06	1.91615e+06
P17993	P17993		ubiG		2.83932e+06	2.70424e+06	2.79045e+06	2.70592e+06	3.02941e+06	2.63153e+06
P18133	P18133		pncB		2.03238e+06	1.98149e+06	2.1395e+06	1.98749e+06	2.03879e+06	1.94814e+06
P18196	P18196		minC		2.42362e+06	2.44964e+06	2.4266e+06	2.47986e+06	2.44269e+06	2.6233e+06
P18390	P18390		yjjA		1.11406e+06	993465	1.03113e+06	899932	1.10103e+06	983286
P18775	P18775		dmsA		3.2104e+06	3.08945e+06	3.19752e+06	3.14955e+06	3.04823e+06	3.02528e+06
P18776	P18776		dmsB		2.34027e+06	2.12391e+06	2.20352e+06	2.02982e+06	2.251e+06	2.18956e+06
P18843	P18843		nadE		1.82501e+07	1.66937e+07	1.85923e+07	1.68493e+07	1.831e+07	1.67837e+07
P19624	P19624		pdxA		375461	273730	454996	433657	491878	408880
P19926	P19926		agp		2.65361e+06	2.48046e+06	2.57876e+06	2.4431e+06	2.67736e+06	2.37199e+06
P19931	P19931		hyaE		1.03376e+06	1.15308e+06	1.12569e+06	1.12929e+06	1.05889e+06	1.07509e+06
P19934	P19934		tolA		1.44334e+06	1.51001e+06	1.49994e+06	1.67603e+06	1.36925e+06	1.64766e+06
P20083	P20083		parE		1.61938e+06	1.52094e+06	1.60923e+06	1.71153e+06	1.72496e+06	1.70799e+06
P20966	P20966		fruA		1.09457e+07	1.06594e+07	1.07083e+07	9.94942e+06	1.0686e+07	1.03717e+07
P21156	P21156		cysD		2.35282e+06	2.47888e+06	2.34952e+06	2.35437e+06	2.43549e+06	2.28915e+06
P21165	P21165		pepQ		2.11785e+07	2.00118e+07	2.05886e+07	2.01038e+07	2.07006e+07	2.02549e+07
P21170	P21170		speA		6.89814e+06	6.54804e+06	7.23451e+06	6.32178e+06	6.75863e+06	6.53469e+06
P21179	P21179		katE		543024	676558	526657	577784	468018	588030
P21338	P21338		rna		1.60905e+06	1.50824e+06	1.4886e+06	1.5417e+06	1.61406e+06	1.65572e+06
P21367	P21367		ycaC		2.57899e+06	2.5463e+06	2.80333e+06	2.60486e+06	2.30078e+06	2.6571e+06
P21369	P21369		pncA		1.82391e+06	1.99117e+06	1.64091e+06	2.03978e+06	1.81705e+06	2.04544e+06
P21420	P21420		nmpC		3.11241e+07	2.64379e+07	2.98847e+07	2.90654e+07	2.81866e+07	2.73349e+07
P21499	P21499		rnr		4.32432e+06	4.17064e+06	4.21635e+06	4.20879e+06	4.43489e+06	4.24706e+06
P21507	P21507		srmB		5.25857e+06	5.08524e+06	5.04771e+06	5.27086e+06	5.18439e+06	5.39715e+06
P21513	P21513		rne		8.96423e+06	8.46955e+06	8.77277e+06	8.55279e+06	8.57686e+06	8.35091e+06
P21599	P21599		pykA		2.31605e+07	2.17432e+07	2.27754e+07	2.27113e+07	2.31591e+07	2.26977e+07
P21645	P21645		lpxD		4.06736e+06	4.03907e+06	4.11567e+06	3.86653e+06	4.18094e+06	3.26631e+06
P21829	P21829		ybhA		2.66117e+06	2.53995e+06	2.55045e+06	2.47326e+06	2.59428e+06	2.55311e+06
P21888	P21888		cysS		1.20733e+07	1.22484e+07	1.20592e+07	1.24771e+07	1.2285e+07	1.24451e+07
P21889	P21889		aspS		1.14653e+07	1.18584e+07	1.1914e+07	1.17785e+07	1.17753e+07	1.19343e+07
P21893	P21893		recJ		1.19929e+06	1.02117e+06	921182	877170	1.00462e+06	1.16516e+06
P22106	P22106		asnB		6.31095e+06	5.80956e+06	6.45608e+06	6.27886e+06	6.22792e+06	5.35109e+06
P22186	P22186		mraZ		2.34066e+06	2.2889e+06	2.07406e+06	2.31077e+06	2.23425e+06	2.31074e+06
P22188	P22188		murE		6.86351e+06	6.84035e+06	6.86886e+06	6.84694e+06	6.87726e+06	6.8731e+06
P22255	P22255		cysQ		7.57826e+06	6.84253e+06	7.44043e+06	6.90878e+06	7.98257e+06	7.09455e+06
P22256	P22256		gabT		1.18874e+06	1.38532e+06	1.04811e+06	1.30943e+06	1.08379e+06	1.16605e+06
P22259	P22259		pckA		8.18901e+06	7.5279e+06	8.12168e+06	7.67062e+06	8.16085e+06	7.7666e+06
P22333	P22333		add		1.57966e+07	1.61555e+07	1.60788e+07	1.60249e+07	1.55205e+07	1.62417e+07
P22523	P22523		mukB		4.14506e+06	3.93272e+06	4.06671e+06	3.94261e+06	4.0567e+06	3.99816e+06
P22524	P22524		mukE		5.53802e+06	5.99624e+06	5.5299e+06	6.29601e+06	5.16528e+06	6.22207e+06
P22525	P22525		ycbB		1.6101e+06	1.53634e+06	1.61156e+06	1.57117e+06	1.62847e+06	1.43027e+06
P22634	P22634		murI		992861	888151	1.07234e+06	818229	954311	863093
P22939	P22939		ispA		4.26455e+06	4.69695e+06	4.54909e+06	4.78005e+06	4.33376e+06	5.0846e+06
P23003	P23003		trmA		1.12773e+06	1.09027e+06	1.04795e+06	1.03829e+06	1.09101e+06	1.07742e+06
P23305	P23305		yigA		1.30585e+06	1.52088e+06	1.40161e+06	1.43074e+06	1.55765e+06	1.4432e+06
P23331	P23331		tdk		2.07622e+06	2.0585e+06	1.94949e+06	2.12598e+06	2.0088e+06	2.02722e+06
P23538	P23538		ppsA		4.91636e+06	4.92636e+06	4.86074e+06	4.98524e+06	4.84432e+06	4.9614e+06
P23721	P23721		serC		1.22845e+07	1.23689e+07	1.22659e+07	1.23754e+07	1.22255e+07	1.23511e+07
P23827	P23827		eco		1.24349e+07	1.21876e+07	1.28009e+07	1.20762e+07	1.26329e+07	1.17024e+07
P23830	P23830		pssA		1.21602e+06	1.22302e+06	1.13186e+06	1.17002e+06	1.34569e+06	1.22677e+06
P23836	P23836		phoP		1.64423e+07	1.58332e+07	1.6843e+07	1.58518e+07	1.65493e+07	1.65865e+07
P23837	P23837		phoQ		726937	905711	777785	892202	795553	863660
P23839	P23839		yicC		6.25116e+06	6.03703e+06	6.49165e+06	6.20036e+06	6.1104e+06	5.84465e+06
P23843	P23843		oppA		4.35838e+06	4.23924e+06	4.33646e+06	4.11787e+06	4.27508e+06	4.03888e+06
P23845	P23845		cysN		3.4736e+06	3.33464e+06	3.37981e+06	3.36126e+06	3.66542e+06	3.40235e+06
P23847	P23847		dppA		1.48132e+06	1.37831e+06	1.3715e+06	1.2068e+06	1.52517e+06	1.14085e+06
P23857	P23857		pspE		1.31418e+06	812717	1.12935e+06	933163	1.21132e+06	878087
P23865	P23865		prc		6.28508e+06	6.45519e+06	6.24075e+06	6.63887e+06	6.32251e+06	6.68954e+06
P23869	P23869		ppiB		4.35703e+07	3.8388e+07	4.28662e+07	3.76731e+07	4.51625e+07	3.54166e+07
P23871	P23871		hemH		2.037e+06	2.74672e+06	2.28483e+06	2.81074e+06	2.29498e+06	2.68904e+06
P23882	P23882		fmt		7.13621e+06	6.93173e+06	6.75181e+06	7.31116e+06	7.27416e+06	7.00779e+06
P23893	P23893		hemL		1.09228e+07	1.12279e+07	1.10731e+07	1.12828e+07	1.12768e+07	1.11105e+07
P23894	P23894		htpX		4.08872e+06	4.35933e+06	4.18636e+06	4.37372e+06	4.04493e+06	3.96147e+06
P23908	P23908		argE		1.30837e+06	1.12028e+06	1.21624e+06	1.11454e+06	1.30742e+06	1.13745e+06
P23909	P23909		mutS		3.54495e+06	3.6511e+06	3.57294e+06	3.56566e+06	3.54026e+06	3.53699e+06
P23917	P23917		mak		1.3878e+06	1.18612e+06	1.24778e+06	1.10729e+06	1.53989e+06	1.31307e+06
P24169	P24169		speF		3.17707e+06	3.33165e+06	3.2858e+06	3.26585e+06	3.08377e+06	3.17451e+06
P24171	P24171		dcp		2.22423e+06	2.38574e+06	2.15157e+06	2.33066e+06	2.10574e+06	2.29215e+06
P24178	P24178		yffB		4.3239e+06	4.19001e+06	4.37717e+06	4.19385e+06	4.36164e+06	3.716e+06
P24182	P24182		accC		2.02406e+07	1.90375e+07	1.98149e+07	1.89098e+07	2.02414e+07	1.89873e+07
P24183	P24183		fdnG		5.33703e+06	5.512e+06	5.4497e+06	5.6611e+06	5.27842e+06	5.5364e+06
P24186	P24186		folD		6.48419e+06	5.58675e+06	6.27928e+06	5.73159e+06	5.95557e+06	5.75371e+06
P24193	P24193		hypE		2.67847e+06	2.84834e+06	2.49221e+06	2.65953e+06	2.51475e+06	2.64848e+06
P24202	P24202		mrr		2.21608e+06	1.94395e+06	1.96848e+06	1.80285e+06	2.28925e+06	2.12217e+06
P24203	P24203		yjiA		3.05993e+06	3.7989e+06	3.13553e+06	3.31385e+06	3.36557e+06	3.03442e+06
P24205	P24205		msbB		1.9284e+06	2.54336e+06	1.91613e+06	2.53043e+06	2.06487e+06	2.8905e+06
P24215	P24215		uxuA		2.33386e+06	2.77256e+06	2.49239e+06	2.79793e+06	2.36618e+06	2.74006e+06
P24216	P24216		fliD		812824	902808	726609	857412	739010	800467
P24224	P24224		acpS		1.94805e+06	1.83681e+06	1.82708e+06	1.94818e+06	2.00055e+06	2.02865e+06
P24228	P24228		dacB		1.79206e+06	1.36226e+06	2.03316e+06	1.82858e+06	1.62309e+06	1.78477e+06
P24230	P24230		recG			886840	605455	891151		887352
P24232	P24232		hmp		1.03015e+06		925872		1.00861e+06	
P24251	P24251		crl		6.03898e+06	6.76907e+06	6.16219e+06	6.50115e+06	5.8067e+06	6.65568e+06
P24252	P24252		ybgA		1.26137e+06	1.54708e+06	1.47931e+06	1.62704e+06	1.27953e+06	1.43576e+06
P24255	P24255		rpoN		917530	601716	710648	586966	953684	630998
P24554	P24554		radA		628627	554730	561034	577443	460552	584930
P25397	P25397		tehB		1.72204e+07	1.82951e+07	1.76652e+07	1.82178e+07	1.74348e+07	1.8147e+07
P25437	P25437		frmA		7.60674e+06	7.54502e+06	7.6808e+06	7.62088e+06	7.95192e+06	7.66967e+06
P25516	P25516		acnA		3.10878e+06	2.97381e+06	3.187e+06	2.85972e+06	3.32288e+06	2.80213e+06
P25519	P25519		hflX		2.55403e+06	2.47758e+06	2.54654e+06	2.48947e+06	2.63963e+06	2.53626e+06
P25522	P25522		mnmE		4.72952e+06	4.16107e+06	4.68995e+06	4.19984e+06	4.54735e+06	4.17844e+06
P25524	P25524		codA		2.20882e+06	2.01182e+06	2.28641e+06	1.99303e+06	2.31166e+06	2.12882e+06
P25535	P25535		visC		1.96169e+06	1.874e+06	2.0312e+06	1.96042e+06	1.79948e+06	1.74201e+06
P25536	P25536		yhdE		2.32029e+06	2.40518e+06	2.39503e+06	2.30817e+06	2.31141e+06	2.42054e+06
P25539	P25539		ribD		3.71937e+06	3.81745e+06	3.88154e+06	3.66696e+06	3.88414e+06	3.87146e+06
P25552	P25552		gppA		1.06624e+06	1.10486e+06	962768	1.02139e+06	1.06598e+06	1.12311e+06
P25714	P25714		yidC		7.48128e+06	6.66327e+06	7.26352e+06	6.39477e+06	7.69048e+06	6.64707e+06
P25736	P25736		endA		808875	801007	819227	752567	832420	747616
P25745	P25745		mnmA		4.14054e+06	4.00924e+06	4.24491e+06	4.1073e+06	4.21535e+06	4.21595e+06
P25746	P25746		hflD		3.31395e+06	3.78634e+06	3.34541e+06	3.91255e+06	3.34726e+06	3.91978e+06
P25888	P25888		rhlE		2.18193e+06	2.11112e+06	2.21798e+06	2.06446e+06	2.01574e+06	2.14705e+06
P25894	P25894		yggG		1.0489e+06	1.01691e+06	1.49597e+06	1.30846e+06	1.424e+06	972316
P25906	P25906		ydbC		706897	731360	729496	696864	746806	695441
P26602	P26602		ubiC		718887	598844	644625	543875	735782	504933
P26608	P26608		fliS		4.37882e+06	4.01823e+06	3.50243e+06	3.71947e+06	4.08979e+06	4.02118e+06
P26612	P26612		amyA		526937	536597	546729	547345	487282	368115
P26616	P26616		maeA		9.0701e+06	9.14151e+06	8.84759e+06	8.87762e+06	8.95924e+06	8.76041e+06
P26646	P26646		acuI		4.47553e+06	4.45271e+06	4.42442e+06	4.62771e+06	4.41111e+06	4.40804e+06
P26647	P26647		plsC		1.18092e+06	1.21082e+06	1.12145e+06	1.31697e+06	1.13599e+06	1.17957e+06
P26648	P26648		ftsP		991972	974500	1.25378e+06	1.107e+06	1.19298e+06	900663
P27248	P27248		gcvT		9.84666e+06	9.28285e+06	9.76895e+06	9.54047e+06	9.77505e+06	9.13802e+06
P27278	P27278		nadR		407849	327871	374963	370999	374790	362171
P27298	P27298		prlC		1.01024e+07	9.85234e+06	1.0183e+07	9.77216e+06	9.93283e+06	9.63008e+06
P27302	P27302		tktA		3.34426e+07	3.22374e+07	3.37771e+07	3.28936e+07	3.34502e+07	3.10153e+07
P27303	P27303		emrA		1.48394e+06	1.31389e+06	1.32282e+06	1.38373e+06	1.29519e+06	1.31451e+06
P27306	P27306		sthA		878415	803346	906558	950259	787699	823599
P27431	P27431		ycfD		4.55039e+06	5.06651e+06	4.86127e+06	4.98914e+06	4.35073e+06	5.58523e+06
P27434	P27434		rodZ		1.0791e+07	1.00856e+07	1.06618e+07	1.02969e+07	1.07924e+07	9.94444e+06
P27828	P27828		wecB		2.01189e+06	1.98506e+06	2.0148e+06	2.06183e+06	1.95274e+06	1.96839e+06
P27829	P27829		wecC		3.54259e+06	3.19135e+06	3.34139e+06	3.36241e+06	3.55478e+06	3.35595e+06
P27830	P27830		rffG		1.34644e+06	1.27387e+06	1.26303e+06	1.2269e+06	1.20947e+06	1.24039e+06
P27833	P27833		rffA		2.72847e+06	2.57942e+06	2.6172e+06	2.55877e+06	2.74211e+06	2.30754e+06
P27836	P27836		wecG		431616	510066	436794	438265	377978	513958
P27838	P27838		cyaY		1.92754e+06	1.94303e+06	1.98385e+06	1.86982e+06	1.83107e+06	1.85385e+06
P27848	P27848		yigL		5.53588e+06	4.60152e+06	5.64007e+06	5.11709e+06	5.74294e+06	4.92448e+06
P27859	P27859		tatD		1.6392e+06	1.46066e+06	1.64891e+06	1.55586e+06	1.44732e+06	1.69018e+06
P28248	P28248		dcd		2.7348e+06	2.79049e+06	2.73853e+06	2.67233e+06	2.85309e+06	2.85418e+06
P28304	P28304		qorA		3.75048e+06	3.6988e+06	3.72994e+06	3.68855e+06	3.99549e+06	3.88903e+06
P28306	P28306		yceG		851233	826449	823846	793467	859681	814905
P28629	P28629		adiA		1.94356e+06	1.66064e+06	1.96721e+06	1.65953e+06	1.87809e+06	1.81922e+06
P28635	P28635		metQ		1.32361e+07	1.37579e+07	1.33114e+07	1.38291e+07	1.31591e+07	1.37686e+07
P28903	P28903		nrdD		5.75392e+06	5.66427e+06	5.88372e+06	5.76422e+06	5.88214e+06	5.63895e+06
P28904	P28904		treC		2.58527e+06	2.79813e+06	2.56261e+06	2.77842e+06	2.62082e+06	2.84651e+06
P29018	P29018		cydD		740551	852494	726670	921357	683328	835654
P29131	P29131		ftsN		1.01503e+06	848992	967722	736023	965990	806527
P29208	P29208		menC		3.13497e+06	2.64547e+06	3.14555e+06	2.71516e+06	3.14955e+06	2.65316e+06
P29217	P29217		yceH		2.48668e+06	2.34166e+06	2.46314e+06	2.60159e+06	2.46836e+06	2.62794e+06
P29680	P29680		hemE		6.29273e+06	5.6144e+06	6.00186e+06	5.748e+06	6.25036e+06	5.34744e+06
P29744	P29744		flgL		3.14124e+06	2.25691e+06	2.79222e+06	2.43047e+06	3.08074e+06	1.83902e+06
P29745	P29745		pepT		6.4783e+06	6.78568e+06	6.62944e+06	6.84105e+06	6.49812e+06	6.76685e+06
P30011	P30011		nadC		2.03526e+06	1.84535e+06	2.02956e+06	1.89184e+06	2.05568e+06	2.03155e+06
P30014	P30014		rnt		5.40721e+06	5.07463e+06	5.48331e+06	5.12222e+06	5.51864e+06	5.20741e+06
P30125	P30125		leuB		739338	699415	666048	642504	593991	659570
P30128	P30128		greB		1.92438e+06	2.02457e+06	1.9252e+06	1.97991e+06	1.80465e+06	2.13213e+06
P30130	P30130		fimD		1.54016e+06	1.5084e+06	1.37253e+06	1.40107e+06	1.49552e+06	1.4195e+06
P30177	P30177		ybiB		8.58592e+06	9.53586e+06	8.66307e+06	9.3753e+06	8.58456e+06	9.46964e+06
P30178	P30178		ybiC		2.18229e+06	2.1844e+06	2.51808e+06	2.37229e+06	2.1644e+06	2.39908e+06
P30744	P30744		sdaB		5.57377e+06	5.53023e+06	5.72301e+06	5.72057e+06	5.39368e+06	5.40679e+06
P30749	P30749		moaE		3.45263e+06	3.3818e+06	3.71168e+06	3.56115e+06	3.61344e+06	3.53891e+06
P30843	P30843		basR		1.75427e+06	1.77032e+06	1.74528e+06	1.69239e+06	1.82321e+06	1.88378e+06
P30850	P30850		rnb		7.75098e+06	7.51432e+06	7.89693e+06	7.63798e+06	7.91213e+06	7.74488e+06
P30859	P30859		artI		8.1727e+06	6.84816e+06	8.24057e+06	6.37328e+06	8.03087e+06	6.29506e+06
P30870	P30870		glnE		359550	415024	400921	439068	147975	496778
P30871	P30871		ygiF		3.87479e+06	3.95145e+06	3.92422e+06	3.89578e+06	3.84753e+06	3.60923e+06
P30958	P30958		mfd		5.77245e+06	5.70676e+06	5.85173e+06	5.92312e+06	5.60112e+06	6.15002e+06
P31057	P31057		panB		8.15247e+06	7.70749e+06	8.25846e+06	7.69488e+06	8.24012e+06	7.84922e+06
P31063	P31063		yedD		5.30759e+06	5.65786e+06	5.7253e+06	5.88978e+06	5.44586e+06	5.59868e+06
P31068	P31068		fliH		884757	879360	896972	935355	866220	918873
P31069	P31069		kch		1.28634e+06	1.07921e+06	1.29198e+06	823740	1.06744e+06	911471
P31119	P31119		aas		1.24246e+06	1.18326e+06	1.33485e+06	1.16883e+06	1.2084e+06	1.1469e+06
P31120	P31120		glmM		1.089e+07	1.16419e+07	1.14151e+07	1.15353e+07	1.15663e+07	1.16286e+07
P31142	P31142		sseA		6.82755e+06	6.56599e+06	6.84736e+06	7.02299e+06	7.08049e+06	6.8786e+06
P31224	P31224		acrB		1.82924e+06	2.02117e+06	1.80916e+06	1.94525e+06	1.7674e+06	2.06962e+06
P31433	P31433		yicH		998319	1.07987e+06	1.05588e+06	1.13031e+06	1.09076e+06	1.17205e+06
P31455	P31455		yidR		1.34464e+06	1.39778e+06	1.43664e+06	1.44358e+06	1.27807e+06	1.32511e+06
P31467	P31467		yieH		1.81712e+06	2.05097e+06	1.8212e+06	1.93849e+06	1.80441e+06	2.0057e+06
