Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.62733e+06	6.1638e+06	5.94306e+06	6.03959e+06	6.88159e+06	6.10046e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	5	5	9.24875e+06	8.92261e+06	9.0197e+06	9.21574e+06	8.80037e+06	8.69569e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.59059e+07	4.48993e+07	4.5582e+07	4.36707e+07	4.6842e+07	4.54594e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.52478e+07	1.60621e+07	1.55986e+07	1.55609e+07	1.60924e+07	1.49762e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.65427e+06	5.19217e+06	4.62648e+06	4.41583e+06	4.35465e+06	4.62712e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	2.37948e+06	2.31592e+06	2.40673e+06	2.43797e+06	2.88916e+06	2.43566e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.41006e+08	1.38593e+08	1.34764e+08	1.39656e+08	1.35114e+08	1.36402e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.64665e+08	1.62263e+08	1.56414e+08	1.64715e+08	1.59543e+08	1.61779e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.78567e+07	3.05433e+07	2.60184e+07	3.08804e+07	2.9036e+07	2.82395e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.08151e+09	2.93277e+09	2.90619e+09	3.03616e+09	2.85187e+09	3.08489e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.2606e+08	4.25904e+08	4.09668e+08	4.36456e+08	4.30282e+08	4.19447e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.10745e+08	1.19043e+08	1.11995e+08	1.20911e+08	1.23853e+08	1.17611e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.50378e+08	1.35035e+08	1.43623e+08	1.35451e+08	1.47163e+08	1.36238e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	7.33715e+06	8.2374e+06	7.63041e+06	8.27417e+06	8.26584e+06	8.22869e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.04102e+08	9.60054e+07	9.37762e+07	9.57196e+07	1.03724e+08	9.4756e+07
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	15	15	6.47489e+07	6.95573e+07	6.63807e+07	7.07846e+07	6.78282e+07	6.99393e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.87046e+07	1.79535e+07	1.84652e+07	1.83216e+07	1.90871e+07	1.82786e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.15382e+08	1.03532e+08	1.08236e+08	1.06965e+08	1.05194e+08	1.0557e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	7.9097e+07	7.57536e+07	7.5861e+07	7.80266e+07	7.79168e+07	7.61596e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	2.40929e+06	2.43085e+06	2.3414e+06	3.12284e+06	2.35128e+06	2.96445e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.1396e+06	1.13052e+06	1.31446e+06	1.27774e+06	1.20791e+06	1.36217e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.50876e+06	4.38821e+06	4.3578e+06	4.77236e+06	4.05336e+06	4.64973e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.51465e+08	1.54903e+08	1.45723e+08	1.57843e+08	1.48688e+08	1.57786e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.56962e+08	1.54334e+08	1.54591e+08	1.5451e+08	1.4663e+08	1.54929e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	6.12273e+06	6.65371e+06	7.27029e+06	6.57447e+06	7.28535e+06	6.7677e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	7.1098e+06	6.75573e+06	6.789e+06	6.83558e+06	6.99868e+06	6.51058e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.34039e+07	4.77569e+07	5.24516e+07	5.42388e+07	5.2261e+07	5.26021e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.08804e+07	1.0641e+07	1.06078e+07	1.04414e+07	1.04136e+07	1.00128e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.55793e+09	1.42023e+09	1.51212e+09	1.4223e+09	1.53403e+09	1.4127e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.48343e+07	1.36642e+07	1.39976e+07	1.35934e+07	1.45354e+07	1.32797e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.3603e+07	2.39848e+07	2.29766e+07	2.43039e+07	2.29757e+07	2.45992e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.63123e+07	3.7099e+07	3.68468e+07	3.70347e+07	3.81752e+07	3.58987e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	13	13	1.04098e+08	1.05904e+08	1.031e+08	1.05152e+08	1.05534e+08	1.01004e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	1.66296e+07	1.5562e+07	1.66429e+07	1.56741e+07	1.59449e+07	1.56652e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.55819e+08	2.53886e+08	2.379e+08	2.42603e+08	2.32221e+08	2.5014e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	5	5	1.95178e+06	1.73598e+06		1.87496e+06	1.85278e+06	2.00217e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.39634e+08	1.42988e+08	1.32499e+08	1.4211e+08	1.36853e+08	1.37478e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.13088e+08	1.18307e+08	1.08984e+08	1.21275e+08	1.12437e+08	1.15231e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	29	28	2.65829e+09	2.7569e+09	2.60027e+09	2.75136e+09	2.63468e+09	2.69929e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.43756e+06	7.9647e+06	7.2784e+06	8.26309e+06	7.41107e+06	7.5387e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	6.48276e+06	6.50101e+06	6.52592e+06	6.58554e+06	6.31347e+06	6.37278e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.71007e+07	2.68105e+07	2.6523e+07	2.5736e+07	2.70344e+07	2.66307e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	2.09488e+08	2.04421e+08	2.03303e+08	2.0567e+08	2.08574e+08	2.02349e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.48407e+07	1.40822e+07	1.4624e+07	1.41089e+07	1.47828e+07	1.40852e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	1.96816e+07	2.14817e+07	2.07634e+07	2.14449e+07	2.12477e+07	2.1527e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.83623e+07	1.83969e+07	1.87229e+07	1.93517e+07	1.82301e+07	1.93679e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.66194e+08	1.68097e+08	1.63119e+08	1.62814e+08	1.63215e+08	1.65209e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.72267e+07	3.54035e+07	3.67231e+07	3.54139e+07	3.57808e+07	3.58876e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	4	4	3.56513e+06	4.098e+06	4.68538e+06	3.79326e+06	4.42134e+06	3.78295e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.35992e+07	1.379e+07	1.42649e+07	1.34557e+07	1.50532e+07	1.38236e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	788050	644310	701277	620947	707117	651308
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.25497e+06	3.95596e+06	3.94598e+06	4.18226e+06	3.88144e+06	3.81608e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.58899e+07	2.46201e+07	2.74468e+07	2.84333e+07	2.68044e+07	2.66273e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.032e+07	1.03338e+07	1.01001e+07	1.05326e+07	1.10369e+07	1.05405e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.04603e+06	5.48004e+06	6.23934e+06	6.24388e+06	5.47694e+06	5.99325e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	2	2	2.38157e+06	3.2296e+06	2.50277e+06		2.55936e+06	3.29081e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.05574e+06	5.06546e+06	5.65483e+06	5.54003e+06	4.81669e+06	5.57458e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.7064e+07	1.6542e+07	1.62601e+07	1.65546e+07	1.70694e+07	1.66535e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	9	9	7.42129e+06	6.57872e+06	6.87061e+06	6.87084e+06	7.17745e+06	6.97454e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.41608e+07	3.38162e+07	3.37952e+07	3.3406e+07	3.38425e+07	3.4386e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.3479e+06	8.80624e+06	8.46958e+06	9.02466e+06	8.65774e+06	9.0212e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.25778e+07	2.08183e+07	1.84476e+07	2.23129e+07	2.29413e+07	2.09905e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.91803e+07	4.83707e+07	4.86861e+07	4.82722e+07	4.81942e+07	4.83638e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	3	3	6.32419e+06	6.26709e+06	6.4044e+06	6.30073e+06	6.62531e+06	6.58245e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.05524e+07	1.12937e+07	1.11607e+07	1.12954e+07	1.12794e+07	1.0895e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	9.68454e+06	9.33682e+06	9.32723e+06	9.94392e+06	9.35734e+06	8.96574e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	3.01868e+07	3.01791e+07	2.88629e+07	2.87655e+07	3.08711e+07	2.83369e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.05059e+06	1.00406e+07	1.06836e+07	1.00409e+07	1.14841e+07	1.07559e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	4	4	4.56485e+08	4.72433e+08	5.18046e+08	5.21516e+08	5.30176e+08	5.0089e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.61994e+08	1.50136e+08	1.57426e+08	1.4512e+08	1.56639e+08	1.45465e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.86993e+07	1.98381e+07	1.84967e+07	1.9409e+07	1.79048e+07	1.97074e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.30594e+07	1.94829e+07	1.40032e+07	2.08683e+07	1.49792e+07	1.7567e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.79238e+07	4.69442e+07	4.67641e+07	4.91271e+07	4.77059e+07	4.80162e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.19875e+07	3.3531e+07	3.09851e+07	3.29804e+07	3.21006e+07	3.35033e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.39474e+08	2.38162e+08	2.3459e+08	2.3295e+08	2.26999e+08	2.32946e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.24441e+08	2.28732e+08	2.24413e+08	2.2785e+08	2.28541e+08	2.20753e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.31044e+07	2.24161e+07	2.28182e+07	2.25492e+07	2.1921e+07	2.24614e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	913652	708420	695451	788911	729320	655782
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	1.95967e+08	1.95044e+08	1.91049e+08	2.00984e+08	1.923e+08	1.94725e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	7.33242e+07	7.34124e+07	7.16471e+07	7.27692e+07	7.3665e+07	7.24524e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	4.00501e+07	4.05472e+07	4.03438e+07	4.05051e+07	4.00852e+07	4.04187e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.42595e+08	2.34991e+08	2.38754e+08	2.43368e+08	2.42908e+08	2.41067e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.10702e+08	1.27322e+08	1.1437e+08	1.28006e+08	1.16916e+08	1.21673e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	9.50473e+08	9.53338e+08	9.2324e+08	9.59097e+08	9.2943e+08	9.48413e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.01389e+08	1.01184e+08	9.65991e+07	9.97609e+07	9.33056e+07	9.98591e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.68697e+07	6.54486e+07	6.8068e+07	6.59334e+07	7.2022e+07	6.52819e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.24846e+07	1.18606e+07	1.22306e+07	1.27707e+07	1.21268e+07	1.24142e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	2.07251e+06	2.32363e+06	1.99999e+06	2.00896e+06	1.93484e+06	2.18731e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.22055e+07	9.71792e+07	8.33573e+07	9.75866e+07	8.81123e+07	9.64346e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.3503e+07	4.2239e+07	4.28883e+07	4.29434e+07	4.39583e+07	4.25316e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.83071e+07	3.96136e+07	3.81079e+07	4.09008e+07	3.89227e+07	3.87301e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	5.75555e+06	6.3053e+06	6.79225e+06	6.61375e+06	6.21049e+06	6.75765e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.7752e+06	1.69585e+06	1.82535e+06	1.83106e+06	1.61893e+06	1.51318e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.18765e+06	1.28591e+06	1.40585e+06	1.40962e+06	1.35206e+06	1.16686e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.54037e+07	3.54134e+07	3.61406e+07	3.57507e+07	3.60569e+07	3.56481e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.52152e+07	2.46668e+07	2.57581e+07	2.52486e+07	2.59949e+07	2.59008e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	8.74178e+06	6.67736e+06	8.40938e+06	6.51672e+06	7.45377e+06	
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.51832e+07	7.29026e+07	7.28328e+07	7.75415e+07	7.60784e+07	7.86066e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.7428e+07	5.29397e+07	5.54241e+07	5.81097e+07	5.87807e+07	5.17939e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.9324e+07	1.87109e+07	1.92642e+07	1.90361e+07	1.8975e+07	1.84681e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1					967289	
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.40689e+07	7.12204e+07	7.05543e+07	7.38708e+07	7.23449e+07	7.2247e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.79864e+08	2.5233e+08	2.72681e+08	2.49027e+08	2.85165e+08	2.4012e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.35846e+09	1.22691e+09	1.34111e+09	1.24043e+09	1.35375e+09	1.23904e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.12583e+07	7.60633e+07	8.22879e+07	7.79609e+07	7.96493e+07	7.59831e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	4.38971e+08	4.07086e+08	4.2457e+08	4.24399e+08	4.55164e+08	4.4378e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.28685e+08	6.21997e+08	6.21238e+08	6.36436e+08	6.62601e+08	6.56763e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.51595e+07	4.8071e+07	4.54338e+07	4.67786e+07	4.71355e+07	4.53249e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.46317e+08	3.6252e+08	3.34786e+08	3.58272e+08	3.57672e+08	3.49038e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.48206e+07	2.46043e+07	2.24241e+07	2.29483e+07	2.65522e+07	2.3408e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1	1.27635e+06	1.43783e+06	1.29891e+06	1.52801e+06	1.30274e+06	1.6477e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.18069e+07	1.25682e+07	1.34147e+07	1.2854e+07	1.25388e+07	1.20304e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	4.09249e+06	3.46268e+06	3.45711e+06	2.47909e+06	3.99883e+06	3.10075e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.82328e+07	1.85903e+07	1.76381e+07	1.86755e+07	1.81141e+07	1.7807e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	2.72546e+06	3.29975e+06	2.45852e+06	2.75914e+06	3.30837e+06	2.7981e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	3	3	2.31493e+06	583343	3.01047e+06		2.33551e+06	
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	5.19833e+06	5.16405e+06	5.0285e+06	5.42579e+06	4.52659e+06	4.55058e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.27151e+06	3.94373e+06	4.38464e+06	4.40484e+06	4.33369e+06	4.43194e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	740240	614243	621361	682236	518949	735819
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	3.7864e+06	4.06918e+06	4.09668e+06	4.22728e+06	3.86243e+06	4.03086e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.90399e+06	3.39481e+06	4.05762e+06	3.94512e+06	3.81484e+06	4.22533e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.41861e+07	4.32117e+07	4.04343e+07	3.86374e+07	4.36073e+07	4.03063e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.25448e+07	1.26107e+07	1.16865e+07	1.26076e+07	1.32064e+07	1.27591e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.30087e+08	1.29846e+08	1.26157e+08	1.27367e+08	1.29963e+08	1.28181e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.6479e+07	1.85817e+07	1.73802e+07	2.00981e+07	1.89968e+07	1.70753e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.5719e+07	4.38308e+07	4.23481e+07	4.51812e+07	4.39907e+07	4.73355e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	4.18897e+07	4.05798e+07	4.02911e+07	4.07648e+07	4.16744e+07	4.16802e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	4.85382e+06	1.00255e+07	4.93746e+06	8.36369e+06	5.51487e+06	8.56655e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	4.87023e+06	4.86907e+06	4.72115e+06	4.73886e+06	4.61925e+06	3.94344e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1			4.10194e+06		2.42224e+06	
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	2.45606e+06	3.3727e+06	3.0743e+06	3.26506e+06	3.38971e+06	3.5001e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.76458e+06	1.80059e+06	1.80104e+06	1.47757e+06	1.73747e+06	1.74396e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.97234e+07	7.71359e+07	7.87854e+07	7.96347e+07	7.83029e+07	7.88156e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.82763e+08	1.99555e+08	1.82086e+08	1.995e+08	1.86283e+08	1.95988e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.39421e+07	7.39387e+07	7.60663e+07	7.37706e+07	7.37892e+07	7.29711e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.90385e+07	2.0687e+07	1.84036e+07	1.75417e+07	1.92055e+07	1.86703e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.82241e+07	1.72801e+07	1.74249e+07	1.93862e+07	1.75308e+07	1.81788e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.29231e+07	2.13432e+07	2.16448e+07	2.12656e+07	2.24336e+07	2.09007e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.34933e+06	4.43574e+06	4.62554e+06	4.07548e+06	4.46088e+06	4.09972e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	361292	371839	449158	365194	391565	
P0AAM1	CYBH_ECOLI	hyaC	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	1	1		261253		329759		
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	3.23708e+06	3.1777e+06	2.99124e+06	2.83924e+06	3.02934e+06	2.94612e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.2725e+07	1.25372e+07	1.24146e+07	1.25819e+07	1.25936e+07	1.2179e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	2	2	7.797e+06	6.51353e+06	7.08019e+06	7.61668e+06	5.90259e+06	7.39495e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.28698e+06	1.16984e+06	1.15876e+06	1.20895e+06	1.31336e+06	1.27141e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.46521e+07	1.6254e+07	1.51194e+07	1.56874e+07	1.49176e+07	1.53314e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.83721e+07	1.71087e+07	1.77625e+07	1.76238e+07	1.93455e+07	1.70015e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.03944e+07	1.38678e+07	1.04727e+07	1.26762e+07	1.22459e+07	1.33335e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	888020	1.09495e+06	941579	921576	998866	892917
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.76032e+07	1.86425e+07	1.87949e+07	1.89983e+07	1.84281e+07	1.85654e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	3.05008e+06	3.02952e+06	3.18393e+06	3.11769e+06	3.12064e+06	2.51918e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.83556e+06	7.22785e+06	7.16956e+06	6.76949e+06	7.54804e+06	7.4996e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.44015e+07	1.64557e+07	1.49512e+07	1.70606e+07	1.55124e+07	1.63306e+07
