Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	5.91197e+07	5.89948e+07	5.97807e+07	5.85739e+07	5.71295e+07	6.0211e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	5	5	1.23525e+06	1.4843e+06	1.51835e+06	1.44678e+06	1.3485e+06	1.54841e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	11	11	1.60599e+07	1.59299e+07	1.57875e+07	1.61723e+07	1.59352e+07	1.57973e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	8.48341e+06	8.81055e+06	8.3623e+06	8.39704e+06	8.53443e+06	8.38772e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.11961e+07	1.17287e+07	1.1287e+07	1.16364e+07	1.21038e+07	1.1565e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	614811	820458	673508	776838	762334	729430
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.66347e+07	1.65685e+07	1.75839e+07	1.61293e+07	1.71093e+07	1.716e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5	3.65459e+06	3.90262e+06	3.90118e+06	3.81445e+06	3.34879e+06	3.76842e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		1	1			6.00587e+06		5.33829e+06	5.1733e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	7	7	1.48076e+07	1.45568e+07	1.46464e+07	1.3875e+07	1.57155e+07	1.55222e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	3.89928e+06	4.39548e+06	4.50118e+06	4.11311e+06	4.64332e+06	4.46717e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.8974e+06	9.74636e+06	9.70437e+06	9.61235e+06	8.6424e+06	9.28215e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	850020	846589	752635		925298	
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	6.78058e+06	6.28933e+06	6.2512e+06	6.67884e+06	6.50204e+06	7.21355e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	5.0365e+06	3.96315e+06	4.20432e+06	4.81623e+06	3.16722e+06	3.48157e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	5	5	3.53995e+06	3.54695e+06	3.59581e+06	3.04628e+06	3.18245e+06	3.78398e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	17	17	1.33314e+07	1.34503e+07	1.35288e+07	1.31883e+07	1.32569e+07	1.33581e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	3.1221e+07	3.00018e+07	2.97766e+07	2.94046e+07	2.94256e+07	3.08579e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	20	20	4.92997e+06	4.7664e+06	4.88358e+06	4.99585e+06	4.91098e+06	4.90584e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	485940	443022	576175	540145	485192	613778
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	3.78947e+06	3.71982e+06	4.01699e+06	3.65836e+06	3.8943e+06	4.1239e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10	8.18803e+06	8.2735e+06	7.91992e+06	8.51856e+06	8.16239e+06	8.10974e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	11	11	7.69909e+06	7.65488e+06	7.77736e+06	7.41696e+06	7.74328e+06	8.16918e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	1.74915e+06	1.46313e+06		1.23684e+06	1.92066e+06	1.58414e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	8.79082e+06	8.63413e+06	8.90486e+06	8.80428e+06	9.42431e+06	8.46923e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	3.05757e+07	3.06971e+07	3.03699e+07	3.08812e+07	2.97594e+07	2.98709e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	3	3	4.31555e+06	3.89859e+06	3.80582e+06	4.00275e+06	3.72086e+06	3.84026e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	2	2	2.90734e+06	3.34031e+06	3.72244e+06	3.36373e+06	3.92006e+06	3.85823e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.18081e+06	3.54473e+06	3.64377e+06	3.8278e+06	3.58958e+06	3.53074e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	18	18	2.43159e+08	2.4711e+08	2.41406e+08	2.38389e+08	2.44055e+08	2.43557e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4	5.55656e+06	6.41379e+06	7.94892e+06	7.59232e+06	6.78263e+06	7.63539e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.87924e+06	4.1939e+06	4.03851e+06	4.00877e+06	4.25144e+06	3.80051e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	1.95315e+06	1.97173e+06	1.72877e+06	2.17709e+06	1.61904e+06	1.61171e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	171026	173465	150023	213191	183456	137668
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	2.02968e+06	8.29747e+06	5.87954e+06	6.33536e+06	6.68311e+06	3.57561e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.01975e+08	1.0093e+08	1.05504e+08	1.03518e+08	1.02282e+08	1.01313e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.85232e+08	1.80972e+08	1.82937e+08	1.84313e+08	1.78016e+08	1.81304e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	6	6	1.72057e+07	1.74371e+07	1.69282e+07	1.60171e+07	1.66068e+07	1.76756e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	4.03571e+06	4.61235e+06	4.0468e+06	4.88788e+06	4.2163e+06	4.53822e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	7	7	5.72575e+06	5.6292e+06	6.05401e+06	5.48696e+06	5.52478e+06	5.51475e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.61664e+06	1.66141e+06	1.2768e+06	1.25075e+06	1.20803e+06	1.46783e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.26105e+07	1.24398e+07	1.23515e+07	1.28712e+07	1.21493e+07	1.25647e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	3	3			1.37919e+06	1.42035e+06		986060
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	5.37434e+06	6.02661e+06	7.78008e+06	7.45678e+06	6.45069e+06	6.21047e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	757605	759572	889366	758307	831466	605434
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	4.04012e+07	4.0767e+07	4.01255e+07	3.90549e+07	3.91354e+07	3.98346e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	7.963e+07	7.67456e+07	7.52385e+07	7.66827e+07	7.71859e+07	7.84113e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	3	3	477612	624300	820487	733261	838278	576263
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	3.96515e+07	3.87779e+07	3.84143e+07	3.99417e+07	3.8324e+07	3.87004e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.84179e+06	4.9823e+06	5.52983e+06	4.54885e+06	5.24859e+06	4.41505e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.16802e+07	3.24029e+07	3.25542e+07	3.1095e+07	3.284e+07	3.28561e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	3.3738e+06	3.02404e+06	3.15444e+06	3.10011e+06	2.46231e+06	3.04148e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	1	1				4.34204e+06	4.37938e+06	4.68988e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	9	9	1.82752e+07	1.70493e+07	1.73258e+07	1.70254e+07	1.60507e+07	1.71774e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	4.91073e+06	4.67673e+06	4.86635e+06	4.82239e+06	4.49754e+06	4.62677e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	2.94951e+06		3.14603e+06	2.03418e+06	2.29598e+06	2.65949e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	2.03755e+07	1.96085e+07	1.89318e+07	1.85685e+07	1.95407e+07	1.9028e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	4.10997e+06	3.63632e+06	5.02932e+06	3.87918e+06	4.80613e+06	5.14312e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.0708e+06	6.71578e+06	6.97932e+06	6.49068e+06	6.82258e+06	6.66629e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.33314e+06	4.00968e+06	3.40397e+06	3.84969e+06	4.43105e+06	4.10093e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.15649e+07	2.09626e+07	2.23966e+07	1.99177e+07	2.21906e+07	2.09678e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.19403e+06	1.58326e+06	1.8696e+06	1.83269e+06	2.13012e+06	2.18236e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	1.57389e+06	1.92102e+06		2.14675e+06	1.59964e+06	2.07951e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1	230729	218562	218499		153121	160639
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.65213e+07	1.68653e+07	1.64564e+07	1.6843e+07	1.73667e+07	1.73905e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.74485e+07	1.8134e+07	1.82577e+07	1.86083e+07	1.83461e+07	1.86839e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	1.16725e+06	1.24701e+06	1.05701e+06	1.24467e+06	956683	1.42908e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	590920	794116	812029	635988	715887	617892
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.33967e+06	1.33684e+06	1.49352e+06	1.64115e+06	1.38906e+06	1.24843e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	592982	553858	824570	809449	898116	825007
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	2.90354e+07	2.86274e+07	3.12596e+07	2.91105e+07	2.77899e+07	3.00885e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.17709e+06	1.91248e+06	2.1755e+06	1.97681e+06	2.16735e+06	1.99785e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	9.16499e+06	9.30186e+06	1.01559e+07	9.45276e+06	1.00389e+07	9.50122e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.13572e+08	1.15918e+08	1.15188e+08	1.13528e+08	1.14528e+08	1.09549e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	3	3	6.39018e+06		6.2842e+06	6.59511e+06	4.88922e+06	5.70558e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		2	2			7.21386e+06		6.95921e+06	7.3563e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3	1.5587e+06		1.45324e+06	1.4727e+06	1.48456e+06	1.6014e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	6.55553e+06	7.77827e+06	6.84559e+06	6.82698e+06	7.73834e+06	6.34962e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	4.21449e+06	4.12264e+06	4.07166e+06	4.02319e+06	4.0486e+06	4.22437e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	24	24	2.08329e+07	2.17624e+07	2.16005e+07	2.13857e+07	2.1181e+07	2.14024e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16	8.92893e+06	8.81806e+06	9.50519e+06	8.89146e+06	9.02546e+06	8.95069e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.47858e+07	3.59511e+07	3.78314e+07	3.59864e+07	3.82677e+07	3.6596e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.57124e+07	2.62607e+07	2.60182e+07	2.54381e+07	2.56394e+07	2.58611e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	6.55451e+08	6.49823e+08	6.68648e+08	6.6349e+08	6.4992e+08	6.56746e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	9	9	1.22209e+09	1.22929e+09	1.18226e+09	9.7253e+08	1.17891e+09	1.18291e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.89661e+06	5.26658e+06	5.59448e+06	5.63453e+06	5.17617e+06	5.71911e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.18237e+07	5.13444e+07	5.05442e+07	5.21437e+07	5.10575e+07	5.03396e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	9.85076e+06	1.05053e+07	1.05771e+07	1.12602e+07	1.02111e+07	1.05226e+07
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	7.72673e+06	7.6968e+06	7.57807e+06	7.45498e+06	6.43969e+06	7.44935e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.60255e+08	8.61517e+08	8.8092e+08	8.57734e+08	8.66791e+08	8.75207e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	9.83988e+07	9.76018e+07	1.02196e+08	9.82517e+07	1.00705e+08	1.0008e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	2.90112e+07	2.89785e+07	2.93708e+07	2.87219e+07	2.77316e+07	2.78075e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.82782e+07	6.7866e+07	6.97993e+07	6.77184e+07	6.85946e+07	6.83924e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2	1.72531e+06	1.68763e+06	1.77353e+06	1.74322e+06	1.74518e+06	1.69907e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	9.89859e+08	9.51474e+08	1.03348e+09	9.90085e+08	1.00844e+09	1.0265e+09
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9	1.36196e+07	1.40215e+07	1.27432e+07	1.39659e+07	1.41068e+07	1.35119e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.02997e+07	9.62718e+06	1.00706e+07	1.06513e+07	1.07312e+07	1.00527e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	19	19	3.00119e+07	3.07501e+07	3.02529e+07	2.9507e+07	3.01315e+07	3.01838e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	22	22	8.90336e+07	8.90354e+07	8.96024e+07	8.9585e+07	9.14233e+07	8.93648e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	2	2			2.95737e+06	2.27673e+06	2.58415e+06	1.90776e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	1.00571e+09	9.67321e+08	9.36169e+08	9.54611e+08	9.00013e+08	9.04813e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.25753e+07	4.21552e+07	4.43926e+07	4.3682e+07	4.38399e+07	4.43928e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.69107e+07	1.65356e+07	1.77985e+07	1.68986e+07	1.75104e+07	1.71127e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.41334e+07	6.54415e+07	6.68374e+07	6.35968e+07	6.64601e+07	6.49058e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1			1.16173e+07		7.50206e+06	1.06855e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.06578e+08	2.09995e+08	2.18758e+08	2.09869e+08	2.1217e+08	2.14763e+08
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	3.87448e+06	3.75704e+06	3.80086e+06	3.60222e+06	3.88984e+06	4.07755e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	9.91215e+07	9.43312e+07	9.31527e+07	9.55032e+07	9.20014e+07	9.4712e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.56293e+08	1.61961e+08	1.43436e+08	1.5737e+08	1.45805e+08	1.48561e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.31899e+09	1.31017e+09	1.32005e+09	1.32938e+09	1.28681e+09	1.25677e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3	1.61017e+06		1.65782e+06	1.4335e+06	1.37169e+06	1.39999e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	7.26697e+07	7.37481e+07	7.0632e+07	7.08806e+07	7.15355e+07	7.22634e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.32957e+07	2.39634e+07	2.40443e+07	2.49173e+07	2.37307e+07	2.3502e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2	287169		453250	293305	310734	284469
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	4	4	8.08626e+06	8.25133e+06	7.79202e+06	7.55982e+06	7.00932e+06	8.07892e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	8.82233e+06	8.10422e+06	9.94671e+06	8.73616e+06	9.29495e+06	9.96718e+06
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	21	21	3.07513e+07	3.07105e+07	3.09213e+07	3.15948e+07	3.04547e+07	3.08815e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	7.46424e+06	7.43957e+06	7.83027e+06	7.81444e+06	7.11588e+06	7.77601e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	5.87216e+06	5.62375e+06	5.39721e+06	5.02601e+06	5.50362e+06	5.17134e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.02682e+08	2.05505e+08	2.05715e+08	2.04052e+08	2.06855e+08	2.07432e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.22306e+07	3.28931e+07	3.34991e+07	3.2932e+07	3.34986e+07	3.30214e+07
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.92183e+07	6.75836e+07	6.65468e+07	6.61554e+07	6.57106e+07	7.00808e+07
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.09434e+07	2.06159e+07	2.19997e+07	2.15914e+07	2.21089e+07	2.1658e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	1.78585e+06	1.2097e+06			1.4117e+06	1.2049e+06
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.9441e+08	1.96598e+08	1.96734e+08	1.94094e+08	1.87483e+08	1.90795e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.16535e+07	1.01563e+07	1.27428e+07	1.16637e+07	1.02707e+07	1.12674e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.45353e+07	2.46203e+07	2.50078e+07	2.4495e+07	2.4809e+07	2.39368e+07
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	51	51	6.32472e+07	6.32252e+07	6.30029e+07	6.1838e+07	6.43892e+07	6.44123e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	2	2	2.26891e+06	2.52446e+06	2.63425e+06	2.41326e+06	2.35361e+06	2.7063e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	17	17	5.74123e+06	5.67374e+06	5.817e+06	5.8735e+06	5.64236e+06	5.55993e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	5	5	4.04108e+07	4.12522e+07	4.16972e+07	4.16627e+07	4.09144e+07	4.03818e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	9	9	4.38245e+06	4.3025e+06	4.34137e+06	4.28672e+06	4.5886e+06	4.29031e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	2.29918e+06	2.07798e+06	1.46661e+06	1.78461e+06	1.87819e+06	2.16271e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	6.31943e+06	6.15586e+06	7.00884e+06	5.9675e+06	6.54666e+06	6.50999e+06
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2		797388	902777	833478	1.11731e+06	1.23512e+06
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	3	3	1.65559e+07	1.66486e+07	1.79417e+07	1.754e+07	1.56725e+07	1.71006e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	5.37376e+07	5.35022e+07	5.59432e+07	5.42817e+07	5.31333e+07	5.52203e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3	1.90085e+08	1.8607e+08	1.78173e+08	1.80862e+08	1.8271e+08	1.85273e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	4	4	2.96049e+07	2.91936e+07	2.89062e+07	2.52636e+07	2.84937e+07	2.67455e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	2	2	5.21234e+06	5.20396e+06	4.97755e+06	5.03588e+06	5.62925e+06	4.59523e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	8.92449e+06	9.43836e+06	1.04327e+07	9.11069e+06	1.0311e+07	1.02746e+07
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	1.00883e+06	1.09778e+06	1.4626e+06	901311	1.04947e+06	1.39564e+06
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	2.03284e+07	2.1213e+07	2.1679e+07	1.96377e+07	2.10019e+07	2.05164e+07
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	2.85106e+06	2.72522e+06	3.34395e+06	2.91904e+06	2.98493e+06	2.83479e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	1	1	1.11562e+06	562495	1.14448e+06		643552	979223
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	3	3	2.01744e+06		2.31539e+06	2.32082e+06	2.32667e+06	1.83999e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	2.87832e+07	2.92795e+07	2.9136e+07	3.11679e+07	3.07058e+07	2.99717e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	3	3	3.26217e+07	3.20259e+07	3.52579e+07	3.32943e+07	3.18768e+07	3.2306e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	2.98449e+06	2.72016e+06	2.81328e+06	3.12328e+06	2.37972e+06	2.62491e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	592325	651111	579727	545007	608559	676938
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	2.36191e+07	2.54966e+07	2.66262e+07	2.61605e+07	2.45287e+07	2.63509e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	2.82022e+06	2.47616e+06	2.73188e+06	2.51948e+06	2.39992e+06	2.74072e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	6.34996e+06	7.61506e+06	7.11696e+06	6.66715e+06		6.37694e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	3	3	2.17359e+08	2.26332e+08	2.11891e+08	2.17612e+08	2.3192e+08	2.21746e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1	2.15994e+06	2.09888e+06	2.34518e+06	2.12297e+06	1.94086e+06	2.10169e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	5	5	3.99933e+06	3.78857e+06	4.86206e+06	4.56189e+06	3.86199e+06	4.46474e+06
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	10	10	5.023e+07	4.83489e+07	5.04395e+07	5.04931e+07	4.84608e+07	4.97048e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7	2.08742e+07	2.19191e+07	2.3534e+07	2.19574e+07	2.26059e+07	2.16901e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	6.02086e+06	5.8029e+06	6.70548e+06	6.39046e+06	5.84488e+06	7.07729e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	5.78929e+07	5.79456e+07	5.63704e+07	5.59463e+07	5.71514e+07	5.77201e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	2	2				463567	442578	
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	4	4	4.68843e+06	4.51289e+06	4.70112e+06	5.39288e+06	4.25284e+06	4.66916e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	5	5	9.77715e+06	9.45903e+06	1.03182e+07	9.58171e+06	9.92283e+06	9.95104e+06
