Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P42596	P42596		rlmG		2.01172e+06	2.27798e+06	2.10975e+06	2.06103e+06	2.2157e+06	2.22261e+06
P42616	P42616		yqjC		307711	319345	424552	349639	313116	305001
P42628	P42628		yhaO		1.05104e+07	1.12856e+07	9.86364e+06	9.65653e+06	8.44068e+06	8.9729e+06
P42632	P42632		tdcE		1.457e+07	1.53988e+07	1.47411e+07	1.49426e+07	1.46203e+07	1.54987e+07
P42641	P42641		obgE		7.87198e+06	7.5397e+06	7.51114e+06	7.57793e+06	7.44948e+06	7.65987e+06
P43329	P43329		hrpA		1.09237e+06	1.02429e+06	1.15813e+06	1.02027e+06	1.26217e+06	1.46419e+06
P43533	P43533		flgN		1.25537e+06	1.36094e+06	1.22095e+06	1.19877e+06	1.27448e+06	1.26304e+06
P43671	P43671		pqiB		298203	296615	300838	288306	291896	250682
P43672	P43672		uup		1.73392e+06	1.90582e+06	1.80592e+06	1.8174e+06	1.91009e+06	1.88347e+06
P45395	P45395		kdsD		2.4322e+06	2.4685e+06	2.18107e+06	2.29187e+06	2.51992e+06	2.43944e+06
P45464	P45464		lpoA		4.55243e+06	4.4646e+06	4.5707e+06	4.34985e+06	4.57109e+06	4.50418e+06
P45469	P45469		yraR		766723	827556	689324	646424	895381	705228
P45470	P45470		yhbO		856676	668538	847832	856882	597625	691784
P45475	P45475		yhbV		1.02064e+06	1.06393e+06	1.05388e+06	1.161e+06	1.08846e+06	1.10122e+06
P45523	P45523		fkpA		3.91411e+07	3.79888e+07	3.98173e+07	3.86505e+07	3.74815e+07	3.77349e+07
P45530	P45530		tusB		316692	409622	396917	444667	406445	400214
P45568	P45568		dxr		720631	633544	707178	677734	478641	504745
P45577	P45577		proQ		1.38161e+07	1.32814e+07	1.37187e+07	1.34725e+07	1.32125e+07	1.31247e+07
P45578	P45578		luxS		2.09959e+07	2.15761e+07	2.18229e+07	2.09952e+07	2.18282e+07	2.13586e+07
P45748	P45748		rimN		4.23728e+06	4.03213e+06	4.05199e+06	4.19971e+06	4.0675e+06	4.16532e+06
P45771	P45771		yrdD		973242	848610	976780	914231	824882	837944
P45795	P45795		yrdB		534971	505616	652941	525385	437801	600742
P45799	P45799		nudE		1.74192e+06	1.68707e+06	1.94714e+06	1.79028e+06	1.84299e+06	1.7545e+06
P45955	P45955		ybgF		2.63256e+06	2.31827e+06	2.65718e+06	2.7836e+06	2.40309e+06	2.40839e+06
P46130	P46130		ybhC		8.46836e+06	8.19602e+06	8.61615e+06	8.71418e+06	7.91778e+06	8.00315e+06
P46142	P46142		yggM		8.50345e+06	8.57369e+06	8.3882e+06	8.78605e+06	8.8949e+06	7.99827e+06
P46474	P46474		yhdP			352919		229153	282487	927717
P46837	P46837		yhgF		7.59465e+06	7.25382e+06	7.37755e+06	7.29414e+06	7.07701e+06	7.42788e+06
P46853	P46853		yhhX		6.70035e+06	6.43653e+06	6.59676e+06	6.81796e+06	6.45296e+06	6.608e+06
P46889	P46889		ftsK		603428	699957	485065	600733	509850	515167
P50456	P50456		mlc		1.34868e+06	1.39703e+06	1.37566e+06	1.36161e+06	1.45888e+06	1.48235e+06
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)					9.32725e+06			8.77761e+06	8.6328e+06
P52006	P52006		nudI		996302	1.05631e+06	984065	992678	1.10992e+06	1.17604e+06
P52007	P52007		yecM		1.58398e+06	1.85619e+06	1.82309e+06	1.85809e+06	1.8671e+06	1.67628e+06
P52061	P52061		rdgB		6.89346e+06	6.98699e+06	7.07316e+06	6.54733e+06	6.9382e+06	6.92576e+06
P52076	P52076		qseB		1.07528e+06	994577	932331	899295	1.04966e+06	976164
P52108	P52108		rstA		3.46227e+06	3.67011e+06	3.38695e+06	3.43752e+06	3.4991e+06	3.38701e+06
P52119	P52119		ratB		3.82467e+06	3.72129e+06	3.72258e+06	3.89034e+06	3.86008e+06	3.9069e+06
P52614	P52614		fliK		574550	495904	604107	560721	562330	
P52643	P52643		ldhA		1.0558e+07	1.03739e+07	1.1211e+07	1.11819e+07	1.01608e+07	1.03256e+07
P52647	P52647		ydbK		886742	999255	965095	836032	977409	1.06366e+06
P52697	P52697		pgl		2.32104e+07	2.26977e+07	2.25714e+07	2.27148e+07	2.29121e+07	2.30896e+07
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				405090	1.03611e+07	456010	512083	1.0782e+07	1.07333e+07
P56262	P56262		ysgA		1.57064e+06	1.42881e+06	1.08952e+06	1.27697e+06	1.29526e+06	1.11758e+06
P60061	P60061		adiC		1.06578e+06	1.07996e+06	1.0249e+06	1.08079e+06	1.02881e+06	1.31511e+06
P60240	P60240		rapA		3.90031e+06	3.95258e+06	3.7783e+06	3.89471e+06	3.93875e+06	3.92139e+06
P60293	P60293		mukF		1.48625e+06	1.55106e+06	1.52707e+06	1.38543e+06	1.48574e+06	1.48913e+06
P60340	P60340		truB		7.60467e+06	7.89848e+06	7.48537e+06	7.52044e+06	8.3049e+06	7.98729e+06
P60390	P60390		rsmH		4.58356e+06	4.43623e+06	4.44777e+06	4.56204e+06	4.62372e+06	4.52096e+06
P60422	P60422		rplB		1.20512e+08	1.18805e+08	1.21699e+08	1.20518e+08	1.16764e+08	1.18361e+08
P60438	P60438		rplC		3.03396e+08	2.74543e+08	2.93484e+08	2.87911e+08	2.65481e+08	2.61674e+08
P60546	P60546		gmk		7.86456e+06	7.34046e+06	7.60091e+06	7.70106e+06	7.7392e+06	7.75967e+06
P60560	P60560		guaC		7.49251e+06	7.34709e+06	7.50855e+06	7.80451e+06	7.27578e+06	7.53894e+06
P60595	P60595		hisH		976058	1.00507e+06	1.02477e+06	931456	1.08791e+06	1.03804e+06
P60624	P60624		rplX		1.54455e+08	1.45503e+08	1.52402e+08	1.53648e+08	1.44282e+08	1.4962e+08
P60651	P60651		speB		1.26124e+07	1.2123e+07	1.27355e+07	1.24067e+07	1.22967e+07	1.1863e+07
P60664	P60664		hisF		2.57451e+06	2.83722e+06	2.83999e+06	2.7641e+06	2.71807e+06	2.76366e+06
P60716	P60716		lipA		8.1394e+06	8.1359e+06	8.27556e+06	8.28182e+06	8.03936e+06	8.0297e+06
P60723	P60723		rplD		1.16358e+08	1.12001e+08	1.14404e+08	1.18031e+08	1.11355e+08	1.18024e+08
P60752	P60752		msbA		3.39591e+06	3.29508e+06	3.28075e+06	3.43773e+06	3.53171e+06	3.42271e+06
P60757	P60757		hisG		2.70253e+06	2.93224e+06	2.68373e+06	2.62666e+06	2.75263e+06	2.85649e+06
P60785	P60785		lepA		1.19421e+07	1.15924e+07	1.18719e+07	1.17321e+07	1.21134e+07	1.19096e+07
P60906	P60906		hisS		1.09208e+07	1.05672e+07	1.06681e+07	1.08404e+07	1.04075e+07	1.08037e+07
P61175	P61175		rplV		2.01564e+08	1.93916e+08	2.04501e+08	2.0388e+08	1.90168e+08	1.85462e+08
P61316	P61316		lolA		3.09951e+06	3.00919e+06	3.17191e+06	3.13876e+06	2.92394e+06	2.97222e+06
P61320	P61320		lolB		2.80105e+06	2.98644e+06	2.83361e+06	2.87216e+06	3.03416e+06	2.96554e+06
P61517	P61517		can		7.8345e+06	7.39352e+06	7.98498e+06	7.68932e+06	7.57532e+06	7.31764e+06
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				1.33677e+06	1.32614e+07	1.33736e+06	1.16679e+06	1.29833e+07	1.27614e+07
P61714	P61714		ribE		4.31267e+07	4.04169e+07	4.22998e+07	4.31454e+07	4.12129e+07	4.01965e+07
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				426174	5.84367e+06	418190	389636	6.21241e+06	6.1469e+06
P61887	P61887		rmlA2		954391	928003	932416	914818	999562	937238
P61889	P61889		mdh		2.24082e+07	2.07506e+07	2.22673e+07	2.23915e+07	2.17466e+07	2.12548e+07
P61949	P61949		fldA		5.65649e+06	5.16576e+06	5.36517e+06	5.6506e+06	5.17732e+06	5.25762e+06
P62399	P62399		rplE		1.45448e+08	1.45264e+08	1.47025e+08	1.44444e+08	1.40853e+08	1.4654e+08
P62556	P62556		sopA		3.96221e+06	3.77956e+06	3.86445e+06	4.17126e+06	3.79963e+06	3.89715e+06
P62558	P62558		sopB		5.37578e+06	5.48606e+06	5.35234e+06	5.22535e+06	5.56536e+06	5.56259e+06
P62615	P62615		ispE		1.5159e+06	1.46285e+06	1.41532e+06	1.3619e+06	1.39272e+06	1.37663e+06
P62617	P62617		ispF		2.92007e+06	3.01448e+06	3.05928e+06	3.1726e+06	3.23703e+06	3.32167e+06
P62620	P62620		ispG		6.4815e+06	6.34047e+06	6.35069e+06	6.49827e+06	6.44366e+06	6.43309e+06
P62623	P62623		ispH		1.66435e+06	1.53147e+06	1.59905e+06	1.65487e+06	1.63374e+06	1.41247e+06
P62707	P62707		gpmA		4.37224e+07	3.80946e+07	4.40397e+07	4.2754e+07	3.82079e+07	3.93269e+07
P62768	P62768		yaeH		5.15748e+06	5.05222e+06	4.89212e+06	5.06183e+06	5.14265e+06	5.11086e+06
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				437933	5.57193e+06	574508	448032	5.46152e+06	5.50917e+06
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				684771	2.72958e+06	477393	571116	2.9588e+06	3.03704e+06
P63020	P63020		nfuA		1.00055e+07	1.00321e+07	1.07787e+07	1.01314e+07	9.61364e+06	9.82866e+06
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				2.96725e+06	1.57437e+07	2.83377e+06	2.96346e+06	1.64548e+07	1.62806e+07
P63177	P63177		rlmB		3.29838e+06	3.59996e+06	3.30091e+06	3.38022e+06	3.5007e+06	3.16544e+06
P63224	P63224		gmhA		2.262e+07	2.24225e+07	2.35595e+07	2.35869e+07	2.26689e+07	2.26733e+07
P63228	P63228		gmhB		3.90328e+06	3.91529e+06	4.16256e+06	4.43591e+06	3.94432e+06	3.94169e+06
P63235	P63235		gadC		2.44819e+06	2.29636e+06	2.33109e+06	2.31312e+06	2.49436e+06	2.34814e+06
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				790954	1.15943e+07	727077	878451	1.18533e+07	1.17728e+07
P63284	P63284		clpB		1.57825e+07	1.60993e+07	1.55748e+07	1.58528e+07	1.56027e+07	1.57637e+07
P63386	P63386		mlaF		803340	863995	821384	782374	728092	788946
P63389	P63389		yheS		1.66994e+06	1.46833e+06	1.50178e+06	1.56916e+06	1.30938e+06	1.37835e+06
P63417	P63417		yhbS		8.48574e+06	8.86537e+06	8.23152e+06	8.09392e+06	8.94217e+06	8.93008e+06
P63883	P63883		amiC		878993	1.1051e+06	1.05332e+06	857727	1.13136e+06	997074
P64429	P64429		ypfJ		1.27391e+06	1.13309e+06	1.30649e+06	1.33231e+06	1.23234e+06	1.11851e+06
P64451	P64451		ydcL		1.67913e+06	1.65271e+06	1.84142e+06	1.72512e+06	1.81161e+06	1.65815e+06
P64455	P64455		ydcY		5.87135e+06	5.47968e+06	4.61563e+06	5.84822e+06	5.75907e+06	7.80389e+06
P64463	P64463		ydfZ		4.63399e+07	4.9934e+07	4.66258e+07	4.77093e+07	4.92294e+07	4.93567e+07
P64467	P64467		cnu		2.62506e+06	2.65616e+06	2.58273e+06	2.60587e+06	2.90282e+06	2.75413e+06
P64476	P64476		ydiH		1.53531e+06	1.66509e+06	1.48696e+06	1.3204e+06	1.64553e+06	1.57278e+06
P64483	P64483		yeaK		5.57955e+06	5.38082e+06	5.5799e+06	6.10238e+06	5.52772e+06	5.82405e+06
P64499	P64499		yebO		3.42171e+06	3.03927e+06	3.42231e+06	3.17782e+06	3.10124e+06	3.01229e+06
P64506	P64506		yebY		1.58856e+06	1.6255e+06	1.69184e+06	1.41112e+06	1.6477e+06	1.73859e+06
P64534	P64534		rcnB		2.00976e+06	2.35501e+06	1.85277e+06	1.97739e+06	2.13673e+06	2.33442e+06
P64540	P64540		yfcL		7.27114e+06	7.48229e+06	7.75244e+06	7.68246e+06	7.04412e+06	6.69424e+06
P64545	P64545		yfgG		533625	601936	626098	470277	603730	464925
P64554	P64554		queE		3.47933e+06	3.64842e+06	3.74342e+06	3.60551e+06	3.49672e+06	3.42798e+06
P64559	P64559		cptB		346544	446375	465876	337459	544056	414552
P64581	P64581		yqjD		3.52994e+07	3.27782e+07	3.31242e+07	3.35383e+07	3.0604e+07	3.23928e+07
P64585	P64585		yqjE		651199	758118	628680	640604	769776	555030
P64588	P64588		yqjI		1.55186e+06	1.87617e+06	1.79488e+06	1.71727e+06	1.7928e+06	1.95101e+06
P64596	P64596		yraP		1.19773e+07	1.16333e+07	1.24923e+07	1.25464e+07	1.13444e+07	1.12671e+07
P64599	P64599		yhbT		4.20591e+06	4.62705e+06	4.22621e+06	4.18405e+06	4.47761e+06	4.46849e+06
P64602	P64602		mlaB		1.71505e+06	1.65746e+06	1.74244e+06	1.78928e+06	1.8372e+06	1.73076e+06
P64604	P64604		mlaD		7.09649e+06	7.0241e+06	6.88602e+06	7.09709e+06	6.64967e+06	6.41285e+06
P64612	P64612		yhcM		604806	728870	665580	684757	713711	818754
P64624	P64624		yheO		2.33007e+06	4.13728e+06	3.42226e+06	3.32739e+06	5.51632e+06	4.94547e+06
P64636	P64636		yrfG		2.65987e+06	2.71455e+06	2.60482e+06	2.69358e+06	2.65835e+06	2.37927e+06
P65367	P65367		yqcA		2.73463e+06	2.60177e+06	2.58168e+06	2.56827e+06	2.78572e+06	2.77972e+06
P65556	P65556		yfcD		1.81645e+06	1.86568e+06	2.06497e+06	1.98363e+06	1.74456e+06	1.76748e+06
P65870	P65870		queD		2.93581e+06	2.75215e+06	3.00472e+06	3.082e+06	2.88614e+06	2.83828e+06
P66817	P66817		diaA		2.3824e+06	2.05566e+06	2.27524e+06	2.42688e+06	2.04258e+06	2.20769e+06
P66948	P66948		yfgC		1.66015e+06	1.74762e+06	1.69677e+06	1.53481e+06	1.87127e+06	1.81865e+06
P67080	P67080		yggS		3.94378e+06	3.82614e+06	4.22058e+06	3.9045e+06	4.26649e+06	4.35086e+06
P67087	P67087		rsmI		2.42825e+06	2.31467e+06	2.40798e+06	2.47441e+06	2.38212e+06	2.36796e+06
P67095	P67095		yfcE		697478	410990	698402	628428	682905	647993
P67603	P67603		yqfB		1.40433e+07	1.31618e+07	1.45881e+07	1.41323e+07	1.26344e+07	1.09459e+07
P67660	P67660		yhaJ		1.25697e+06	1.24578e+06	1.22392e+06	1.27397e+06	1.27791e+06	1.05673e+06
P67826	P67826		cutC		813661	963242	681064	617098	752611	841221
P67910	P67910		hldD		3.76365e+07	3.61903e+07	3.70285e+07	3.7153e+07	3.6538e+07	3.71891e+07
P68066	P68066		grcA		3.10067e+08	3.03686e+08	2.99218e+08	3.02463e+08	3.04025e+08	3.00423e+08
P68187	P68187		malK		1.63361e+06	1.6745e+06	1.77274e+06	1.7237e+06	1.78765e+06	1.62581e+06
P68191	P68191		sra		2.31911e+06	1.88254e+06	2.41131e+06	2.33682e+06	2.0835e+06	1.99054e+06
P68206	P68206		yjbJ		2.44058e+06	2.36904e+06	2.3297e+06	2.42646e+06	2.22607e+06	2.06301e+06
P68679	P68679		rpsU		8.28536e+07	8.81614e+07	8.31056e+07	8.3195e+07	8.40867e+07	8.6107e+07
P68688	P68688		grxA		1.3577e+06	1.08997e+06	1.12565e+06	1.22906e+06	1.21168e+06	1.20663e+06
P68699	P68699		atpE		3.27239e+06	2.85102e+06	2.91173e+06	2.93415e+06	2.86544e+06	2.8393e+06
P68767	P68767		pepA		9.0069e+06	8.67646e+06	8.41983e+06	9.10691e+06	8.77794e+06	8.79834e+06
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				1.56464e+06	1.97296e+07	1.77226e+06	1.74994e+06	1.98581e+07	1.9095e+07
P68919	P68919		rplY		8.75372e+07	7.98381e+07	8.67591e+07	8.93512e+07	7.95903e+07	8.16415e+07
P69222	P69222		infA		1.45507e+07	1.25438e+07	1.4736e+07	1.45229e+07	1.32178e+07	1.32198e+07
P69228	P69228		baeR		1.91045e+06	1.94079e+06	1.94195e+06	1.93406e+06	1.9945e+06	2.03524e+06
P69330	P69330		citD		1.32092e+07	1.1148e+07	1.28612e+07	1.26858e+07	1.20938e+07	1.21838e+07
P69346	P69346		yefM		925470	842200	866486	879095	717297	722120
P69407	P69407		rcsB		6.17113e+06	5.88502e+06	5.99113e+06	6.36968e+06	6.16562e+06	6.72911e+06
P69411	P69411		rcsF		5.94145e+06	6.2856e+06	6.3294e+06	6.30769e+06	6.11738e+06	5.91641e+06
P69425	P69425		tatB		2.80037e+06	3.01331e+06	2.79614e+06	2.94985e+06	3.14896e+06	2.95908e+06
P69428	P69428		tatA		2.47148e+07	2.65133e+07	2.60941e+07	2.50161e+07	2.50463e+07	2.74666e+07
P69441	P69441		adk		4.85923e+07	4.87016e+07	4.9597e+07	4.79353e+07	4.96334e+07	4.87065e+07
P69503	P69503		apt		2.48366e+07	2.36808e+07	2.56109e+07	2.52444e+07	2.43148e+07	2.41808e+07
P69741	P69741		hybO		2.47787e+06	2.47707e+06	2.55008e+06	2.41243e+06	2.48794e+06	2.43699e+06
P69776	P69776		lpp		3.7704e+07	4.00102e+07	3.77486e+07	3.79131e+07	3.89799e+07	3.96058e+07
P69783	P69783		crr		2.38323e+08	2.31526e+08	2.35481e+08	2.44837e+08	2.39104e+08	2.3515e+08
P69786	P69786		ptsG		4.98032e+06	4.97436e+06	5.0326e+06	4.97299e+06	5.08378e+06	4.95694e+06
P69797	P69797		manX		1.23823e+07	1.19895e+07	1.27175e+07	1.25026e+07	1.18278e+07	1.21427e+07
P69801	P69801		manY		1.08582e+06	1.20068e+06	1.29121e+06	1.18157e+06	1.05689e+06	1.05969e+06
P69805	P69805		manZ		6.76754e+06	6.65976e+06	7.70857e+06	6.57073e+06	6.62608e+06	6.12535e+06
P69811	P69811		fruB		1.33422e+07	1.28568e+07	1.33644e+07	1.33958e+07	1.33284e+07	1.27247e+07
P69829	P69829		ptsN		783852	770301	838183	721288	743739	673241
P69853	P69853		dmsD		1.20903e+06	1.21882e+06	1.34099e+06	1.31027e+06	1.34092e+06	1.37064e+06
P69874	P69874		potA		4.26315e+06	4.19353e+06	4.19757e+06	4.04609e+06	4.24262e+06	4.20167e+06
P69902	P69902		frc		2.73943e+06	2.91664e+06	2.94597e+06	2.85009e+06	2.8563e+06	2.89494e+06
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				575160	9.22672e+06	553180	619897	9.24682e+06	9.49368e+06
P69908	P69908		gadA		3.55208e+06	3.42279e+06	3.27961e+06	3.22817e+06	3.36979e+06	3.56463e+06
P69910	P69910		gadB		4.20058e+07	4.07986e+07	4.25784e+07	4.13524e+07	4.0951e+07	3.97258e+07
P69913	P69913		csrA		9.06957e+06	9.30784e+06	9.72334e+06	9.54278e+06	9.06464e+06	8.89174e+06
P69924	P69924		nrdB		2.88662e+06	2.91828e+06	2.81419e+06	2.68499e+06	2.81897e+06	2.66806e+06
P75691	P75691		yahK		1.1393e+06	1.07861e+06	1.08582e+06	1.18345e+06	1.09549e+06	1.02335e+06
P75726	P75726		citF		5.42763e+06	5.40466e+06	5.24368e+06	5.24967e+06	5.4537e+06	5.5609e+06
P75728	P75728		ubiF		532460	497428	411560	424218	473625	519729
P75736	P75736		ybfF		2.1534e+06	2.21311e+06	2.05586e+06	2.1513e+06	2.19994e+06	2.2378e+06
P75777	P75777		ybhG		2.41275e+06	2.40042e+06	2.60757e+06	2.60536e+06	2.18967e+06	2.28855e+06
P75782	P75782		rlmF		691302	786836	659542	865572	869066	789107
P75818	P75818		ybjP		5.72906e+06	6.03957e+06	5.78863e+06	5.94358e+06	6.0201e+06	5.57938e+06
P75821	P75821		ybjS		1.10973e+06	1.23561e+06	1.22556e+06	1.38976e+06	1.67209e+06	1.27578e+06
P75823	P75823		ltaE		6.18493e+06	6.52375e+06	5.98064e+06	6.17752e+06	6.59329e+06	6.18496e+06
P75829	P75829		ybjX		2.52971e+06	2.46142e+06	2.677e+06	2.49228e+06	2.47691e+06	2.25562e+06
P75831	P75831		macB							2.0726e+06
P75838	P75838		ycaO		1.0651e+07	1.06934e+07	1.04759e+07	1.09645e+07	1.08325e+07	1.09218e+07
P75849	P75849		ycbL		1.61803e+06	1.46424e+06	1.42212e+06	1.74172e+06	1.65947e+06	1.40366e+06
P75863	P75863		ycbX		1.22564e+06	1.15468e+06	1.26566e+06	1.22726e+06	1.17983e+06	1.13275e+06
P75864	P75864		rlmL		1.48116e+06	1.7066e+06	1.68461e+06	1.57128e+06	1.64771e+06	1.65899e+06
P75867	P75867		ycbZ		1.41195e+06	1.29092e+06	1.26609e+06	1.40741e+06	1.26299e+06	1.2437e+06
P75874	P75874		yccU		2.34231e+06	2.45723e+06	2.1798e+06	2.29581e+06	2.37009e+06	2.29189e+06
P75876	P75876		rlmI		5.21136e+06	5.30372e+06	5.10985e+06	5.26064e+06	5.23535e+06	5.30006e+06
P75882	P75882		gfcD		3.99285e+07	4.07477e+07	3.75671e+07	4.02627e+07	3.98616e+07	4.04515e+07
P75883	P75883		gfcC		1.55683e+06	1.31684e+06	1.41289e+06	1.54189e+06	1.58673e+06	956910
P75884	P75884		gfcB		1.8406e+06	1.49683e+06	1.6533e+06	1.77709e+06	1.55115e+06	1.60866e+06
P75913	P75913		ghrA		963801	957733	953217	945970	946109	841954
P75914	P75914		ycdX		5.68245e+06	5.81943e+06	6.16911e+06	5.43144e+06	5.65052e+06	5.55445e+06
P75915	P75915		ycdY		8.98716e+06	9.35536e+06	8.64102e+06	8.60625e+06	9.18233e+06	9.04924e+06
P75931	P75931		yceM		669200	765404	761180	654063	537269	794268
P75937	P75937		flgE		3.56628e+06	3.72051e+06	3.59187e+06	3.59682e+06	3.81443e+06	3.5948e+06
P75949	P75949		nagZ		1.75011e+06	1.44576e+06	1.57174e+06	1.62887e+06	1.67134e+06	1.46946e+06
P75957	P75957		lolD		1.94096e+06	2.10169e+06	1.90771e+06	2.02773e+06	2.19607e+06	2.26652e+06
P75959	P75959		nagK		1.98524e+06	2.24208e+06	2.17232e+06	2.07806e+06	2.07696e+06	2.28832e+06
P75960	P75960		cobB		3.30591e+06	3.27847e+06	3.2139e+06	3.32487e+06	3.34611e+06	3.53005e+06
P76002	P76002		pliG		727804	604538	705282	725774	576976	665075
P76004	P76004		ycgM		892051	886726	830377	842951	729792	846172
P76008	P76008		ldcA		1.61007e+06	1.53946e+06	1.5606e+06	1.55627e+06	1.38575e+06	1.58707e+06
P76014	P76014		dhaL		6.49894e+06	6.32321e+06	5.88043e+06	6.02903e+06	6.34193e+06	6.33533e+06
P76015	P76015		dhaK		2.33679e+06	2.39405e+06	2.17268e+06	2.21845e+06	2.30073e+06	2.38058e+06
P76027	P76027		oppD		1.00569e+06	973354	934139	1.0071e+06	984553	945641
P76034	P76034		yciT		1.16113e+06	1.28668e+06	1.17243e+06	1.09596e+06	1.14353e+06	1.17617e+06
P76053	P76053		smrA			496935	308721	283521	221763	315966
P76055	P76055		ttcA		2.04914e+06	1.70802e+06	1.91577e+06	1.84621e+06	1.93154e+06	1.86157e+06
P76112	P76112		yncA		1.3372e+06	1.34551e+06	1.24213e+06	1.22615e+06	1.3653e+06	1.26812e+06
P76116	P76116		yncE		3.52941e+06	3.45056e+06	3.47185e+06	3.43014e+06	3.38445e+06	3.26057e+06
P76170	P76170		ynfB		2.18368e+06	2.32728e+06	2.32449e+06	2.31051e+06	2.43728e+06	2.34185e+06
P76177	P76177		ydgH		1.46468e+07	1.39414e+07	1.50001e+07	1.49773e+07	1.37075e+07	1.38977e+07
P76187	P76187		ydhF		2.09897e+06	2.65694e+06	2.25196e+06	2.43292e+06	2.6693e+06	2.5103e+06
P76192	P76192		ydhV		1.45596e+06	1.50451e+06	1.43156e+06	1.42918e+06	1.42585e+06	1.54144e+06
P76193	P76193		ynhG		1.62249e+06	1.55132e+06	1.46849e+06	1.45159e+06	1.48257e+06	1.3444e+06
P76220	P76220		ydjY		490335	551389	557809	528495	416899	491068
P76223	P76223		ynjB		1.84986e+06	1.75853e+06	1.87447e+06	1.90231e+06	1.87762e+06	1.74744e+06
P76227	P76227		ynjH		3.33073e+06	3.56655e+06	3.08481e+06	3.33167e+06	3.25031e+06	3.53105e+06
P76243	P76243		yeaO		1.8687e+06	1.86864e+06	1.96382e+06	1.858e+06	1.75423e+06	1.94135e+06
P76245	P76245		yeaP		705754	741164	547615	667284	695274	653241
P76256	P76256		yeaZ		1.78209e+06	2.10971e+06	1.92835e+06	1.89816e+06	1.85604e+06	1.77929e+06
P76268	P76268		kdgR		6.22041e+06	6.33299e+06	5.90068e+06	6.14179e+06	6.20148e+06	6.37935e+06
P76270	P76270		msrC		2.91544e+06	2.92412e+06	2.96375e+06	2.89968e+06	2.93262e+06	2.86015e+06
P76290	P76290		cmoA		2.27244e+06	2.32374e+06	2.3027e+06	2.06159e+06	2.33746e+06	2.34965e+06
P76291	P76291		cmoB		1.91938e+06	1.79204e+06	1.79235e+06	1.89232e+06	2.00368e+06	2.06579e+06
P76316	P76316		dcyD		880044	902323	933798	954787	817458	796204
P76372	P76372		wzzB		7.93373e+06	7.70375e+06	7.17315e+06	8.04755e+06	7.81397e+06	8.45759e+06
