Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P22634	P22634		murI		847120	910915	963736	957924	846728	889148
P22939	P22939		ispA		4.10044e+06	4.69187e+06	4.17665e+06	4.31866e+06	4.75751e+06	4.88758e+06
P23003	P23003		trmA		976798	1.07656e+06	1.10483e+06	1.07543e+06	972277	982644
P23305	P23305		yigA		1.25518e+06	1.29825e+06	1.17136e+06	1.13246e+06	1.18646e+06	1.24111e+06
P23331	P23331		tdk		2.59497e+06	2.57909e+06	2.61052e+06	2.47613e+06	2.7009e+06	2.69746e+06
P23538	P23538		ppsA		4.71658e+06	4.79281e+06	4.72813e+06	4.941e+06	4.84639e+06	4.8918e+06
P23721	P23721		serC		1.26437e+07	1.21504e+07	1.22488e+07	1.24261e+07	1.21988e+07	1.21563e+07
P23827	P23827		eco		1.22005e+07	1.2209e+07	1.23828e+07	1.19958e+07	1.2095e+07	1.1597e+07
P23830	P23830		pssA		1.22379e+06	1.26862e+06	1.1442e+06	1.28526e+06	1.14525e+06	1.1941e+06
P23836	P23836		phoP		2.00917e+07	1.95305e+07	2.15932e+07	2.03275e+07	1.94968e+07	1.99611e+07
P23839	P23839		yicC		6.04766e+06	5.8557e+06	6.13747e+06	6.03008e+06	5.81287e+06	5.73296e+06
P23843	P23843		oppA		5.1441e+06	4.80679e+06	5.0369e+06	5.1701e+06	4.64388e+06	4.49079e+06
P23845	P23845		cysN		3.30285e+06	3.32029e+06	3.34737e+06	3.32935e+06	3.26666e+06	3.39629e+06
P23857	P23857		pspE		972621	764342	963184	1.02452e+06	866109	853629
P23865	P23865		prc		6.04818e+06	6.13356e+06	6.17362e+06	6.34127e+06	6.2695e+06	6.25937e+06
P23869	P23869		ppiB		4.38295e+07	4.03225e+07	4.49457e+07	4.32584e+07	3.92098e+07	3.66346e+07
P23871	P23871		hemH		2.38482e+06	2.57951e+06	2.52724e+06	2.39443e+06	2.61822e+06	2.49613e+06
P23882	P23882		fmt		6.7379e+06	6.80194e+06	7.25818e+06	7.02458e+06	7.04614e+06	6.66145e+06
P23893	P23893		hemL		2.47248e+07	2.49472e+07	2.53102e+07	2.4849e+07	2.52163e+07	2.46566e+07
P23894	P23894		htpX		4.10648e+06	4.26145e+06	4.48397e+06	4.11488e+06	4.32008e+06	3.96091e+06
P23908	P23908		argE		1.13958e+06	964209	1.17952e+06	1.039e+06	983426	1.10286e+06
P23909	P23909		mutS		3.32498e+06	3.41078e+06	3.38598e+06	3.34779e+06	3.37013e+06	3.24247e+06
P24169	P24169		speF		3.32028e+06	3.11158e+06	3.109e+06	3.15368e+06	3.10348e+06	3.03121e+06
P24171	P24171		dcp		1.83738e+06	1.94732e+06	1.89398e+06	1.85567e+06	1.92705e+06	1.88162e+06
P24178	P24178		yffB		4.24922e+06	4.02086e+06	4.80244e+06	4.354e+06	4.01126e+06	3.55847e+06
P24182	P24182		accC		1.95339e+07	1.86251e+07	1.9577e+07	1.94881e+07	1.88388e+07	1.86159e+07
P24183	P24183		fdnG		5.16975e+06	5.32018e+06	5.23314e+06	5.27338e+06	5.26896e+06	5.20487e+06
P24186	P24186		folD		5.06948e+06	4.68729e+06	5.10751e+06	5.15514e+06	4.74959e+06	4.86604e+06
P24193	P24193		hypE		2.63802e+06	2.84655e+06	2.6529e+06	2.48697e+06	2.59835e+06	2.68064e+06
P24202	P24202		mrr		1.27217e+06	1.6157e+06	1.45753e+06	1.2017e+06	1.43415e+06	1.42257e+06
P24203	P24203		yjiA		3.52378e+06	3.47157e+06	3.77122e+06	3.47358e+06	3.21596e+06	2.84144e+06
P24205	P24205		msbB		2.02903e+06	2.3023e+06	2.16076e+06	2.12807e+06	2.35157e+06	2.5245e+06
P24215	P24215		uxuA		2.44639e+06	2.56375e+06	2.25946e+06	2.45549e+06	2.37568e+06	2.4584e+06
P24216	P24216		fliD		693114	807648	715403	759282	772496	785572
P24224	P24224		acpS		1.70741e+06	1.81325e+06	1.90023e+06	1.78411e+06	1.92278e+06	2.01338e+06
P24228	P24228		dacB		1.6774e+06	1.48223e+06	1.62284e+06	1.65033e+06	1.75161e+06	1.58365e+06
P24251	P24251		crl		6.0879e+06	6.24578e+06	5.91599e+06	6.31551e+06	6.1821e+06	6.2546e+06
P24255	P24255		rpoN		501550	598037	728384	690038	372736	329040
P24554	P24554		radA		1.25126e+06	1.20338e+06	1.07912e+06	1.21592e+06	1.17972e+06	1.26116e+06
P25397	P25397		tehB		2.22629e+06	2.33083e+06	2.12118e+06	2.17946e+06	2.35601e+06	2.33241e+06
P25437	P25437		frmA		7.2673e+06	7.43536e+06	7.28585e+06	7.35083e+06	7.51053e+06	7.57522e+06
P25516	P25516		acnA		3.12681e+06	2.90735e+06	2.96007e+06	2.96663e+06	2.91707e+06	2.71077e+06
P25519	P25519		hflX		2.27367e+06	2.26127e+06	2.25992e+06	2.3819e+06	2.26068e+06	2.2554e+06
P25522	P25522		mnmE		4.42184e+06	4.09779e+06	4.30091e+06	4.45855e+06	4.16406e+06	4.18714e+06
P25524	P25524		codA		2.20212e+06	1.96019e+06	2.0774e+06	2.14957e+06	1.93652e+06	2.08604e+06
P25534	P25534		ubiH		721963	693356	589221	623073	752407	743221
P25535	P25535		visC		1.95914e+06	1.7518e+06	1.85116e+06	2.02235e+06	1.92438e+06	1.71824e+06
P25536	P25536		yhdE		2.29094e+06	2.42844e+06	2.32262e+06	2.22457e+06	2.43887e+06	2.41056e+06
P25539	P25539		ribD		4.00592e+06	3.79477e+06	3.93815e+06	3.85384e+06	3.71472e+06	3.78288e+06
P25714	P25714		yidC		6.13706e+06	6.46657e+06	6.68883e+06	7.01018e+06	6.20099e+06	5.89613e+06
P25736	P25736		endA		926550	830842	862150	942534	821174	736035
P25745	P25745		mnmA		3.96635e+06	3.73834e+06	3.92323e+06	4.01793e+06	3.80036e+06	3.99652e+06
P25746	P25746		hflD		5.12032e+06	5.72684e+06	4.54399e+06	5.07988e+06	5.56726e+06	5.49723e+06
P25888	P25888		rhlE		1.90293e+06	1.83418e+06	1.8776e+06	1.96708e+06	1.89945e+06	1.86841e+06
P25894	P25894		yggG		866418	851366	745460	840181	729381	759560
P25906	P25906		ydbC		900708	759441	771375	752460	710678	686755
P26602	P26602		ubiC		583431	581387	672099	548968	604852	572847
P26608	P26608		fliS		3.96461e+06	3.35174e+06	4.11883e+06	3.8013e+06	3.47708e+06	3.32401e+06
P26612	P26612		amyA		646013	529480	450048	504401	527980	363334
P26616	P26616		maeA		8.59932e+06	8.96332e+06	9.14256e+06	9.26609e+06	8.94768e+06	8.5701e+06
P26646	P26646		acuI		7.70094e+06	7.46781e+06	7.84766e+06	7.72016e+06	7.82539e+06	7.36169e+06
P26647	P26647		plsC		1.14757e+06	1.21083e+06	1.05434e+06	1.11818e+06	1.30749e+06	1.12231e+06
P27248	P27248		gcvT		9.74046e+06	8.82591e+06	9.36325e+06	9.68439e+06	9.18355e+06	9.00028e+06
P27298	P27298		prlC		9.86572e+06	9.57572e+06	9.78295e+06	1.01113e+07	9.46315e+06	9.24788e+06
P27302	P27302		tktA		3.31107e+07	3.29697e+07	3.38851e+07	3.3314e+07	3.29502e+07	3.13853e+07
P27303	P27303		emrA		1.23151e+06	1.18575e+06	1.12221e+06	1.20048e+06	1.28295e+06	1.25638e+06
P27306	P27306		sthA		986980	695858	800240	1.00238e+06	774646	846298
P27431	P27431		ycfD		4.79667e+06	4.89716e+06	4.46464e+06	4.4746e+06	4.80736e+06	4.96148e+06
P27434	P27434		rodZ		1.04899e+07	9.9883e+06	1.02694e+07	1.00139e+07	1.01988e+07	9.82003e+06
P27828	P27828		wecB		2.15404e+06	1.728e+06	2.22016e+06	2.17958e+06	1.90304e+06	1.75495e+06
P27829	P27829		wecC		3.52934e+06	3.28247e+06	3.50453e+06	3.70714e+06	3.68658e+06	3.70702e+06
P27830	P27830		rffG		1.16725e+06	1.24149e+06	1.19703e+06	1.20065e+06	1.23832e+06	1.22426e+06
P27833	P27833		rffA		2.75122e+06	2.52291e+06	2.54973e+06	2.65641e+06	2.44452e+06	2.28187e+06
P27836	P27836		wecG		440884	511296	459059	437930	434272	444629
P27838	P27838		cyaY		1.75307e+06	1.80173e+06	1.89237e+06	1.75078e+06	1.73881e+06	1.71991e+06
P27848	P27848		yigL		5.2688e+06	4.56932e+06	5.4744e+06	5.51278e+06	4.36843e+06	5.20499e+06
P27859	P27859		tatD		1.01754e+06	735366	1.09299e+06	967897	913750	1.03002e+06
P28248	P28248		dcd		2.92967e+06	3.16543e+06	3.10024e+06	2.91012e+06	2.88234e+06	3.04179e+06
P28304	P28304		qorA		4.47192e+06	4.6881e+06	4.66568e+06	4.6106e+06	4.76483e+06	4.38702e+06
P28306	P28306		yceG		836616	748616	862292	761290	710240	719685
P28629	P28629		adiA		1.73037e+06	1.57149e+06	1.81378e+06	1.73239e+06	1.62597e+06	1.72008e+06
P28635	P28635		metQ		1.34384e+07	1.46594e+07	1.2584e+07	1.33466e+07	1.47973e+07	1.4399e+07
P28903	P28903		nrdD		5.5509e+06	5.73457e+06	5.62663e+06	5.68571e+06	5.71003e+06	5.7182e+06
P28904	P28904		treC		2.185e+06	2.51097e+06	2.17834e+06	2.26322e+06	2.40501e+06	2.38685e+06
P29012	P29012		dadX		736333	1.03671e+06	688397	785109	1.05502e+06	988103
P29131	P29131		ftsN		862639	779421	827624	888194	609293	740260
P29208	P29208		menC		3.01083e+06	2.66714e+06	2.91415e+06	2.95302e+06	2.76856e+06	2.71962e+06
P29217	P29217		yceH		2.23291e+06	2.1291e+06	2.21804e+06	2.34055e+06	2.36166e+06	2.27224e+06
P29680	P29680		hemE		5.72599e+06	5.77439e+06	5.60956e+06	5.9345e+06	5.926e+06	5.53846e+06
P29744	P29744		flgL		2.77612e+06	2.298e+06	2.59783e+06	2.88657e+06	2.04549e+06	2.15886e+06
P29745	P29745		pepT		6.55778e+06	6.60073e+06	7.02093e+06	6.67117e+06	6.76024e+06	6.62756e+06
P30011	P30011		nadC		2.03909e+06	1.83982e+06	1.8411e+06	2.06332e+06	1.81597e+06	1.8811e+06
P30014	P30014		rnt		5.17098e+06	5.17618e+06	5.31842e+06	5.16342e+06	5.21856e+06	5.31154e+06
P30128	P30128		greB		1.99724e+06	2.15366e+06	1.96929e+06	2.03731e+06	2.06446e+06	2.18788e+06
P30130	P30130		fimD		1.17716e+06	1.27387e+06	1.39486e+06	1.29654e+06	1.36373e+06	1.33664e+06
P30177	P30177		ybiB		8.37194e+06	8.96494e+06	8.30028e+06	8.20869e+06	8.98229e+06	9.11806e+06
P30178	P30178		ybiC		2.13749e+06	2.33065e+06	2.43026e+06	2.26264e+06	2.3833e+06	2.38825e+06
P30744	P30744		sdaB		5.67607e+06	5.49557e+06	5.63808e+06	5.58456e+06	5.47511e+06	5.49558e+06
P30749	P30749		moaE		3.37503e+06	3.24295e+06	3.32796e+06	3.37856e+06	3.38753e+06	3.22866e+06
P30843	P30843		basR		1.73791e+06	2.08426e+06	1.81058e+06	1.527e+06	2.09601e+06	2.28696e+06
P30850	P30850		rnb		7.43311e+06	7.2124e+06	7.45513e+06	7.46373e+06	7.29608e+06	7.33105e+06
P30859	P30859		artI		2.93733e+06	2.53958e+06	2.89547e+06	2.83568e+06	2.52956e+06	2.41347e+06
P30870	P30870		glnE		1.37256e+06	1.21128e+06	867395	1.05608e+06	1.43893e+06	1.66614e+06
P30871	P30871		ygiF		3.84036e+06	4.02698e+06	3.83828e+06	3.87987e+06	3.84151e+06	3.68021e+06
P30958	P30958		mfd		5.85546e+06	6.1594e+06	5.88459e+06	5.80831e+06	6.04646e+06	6.43055e+06
P31057	P31057		panB		7.9587e+06	7.3487e+06	7.75295e+06	8.4136e+06	7.49587e+06	7.75236e+06
P31063	P31063		yedD		5.23406e+06	5.54675e+06	5.17266e+06	5.3827e+06	5.58713e+06	5.55195e+06
P31069	P31069		kch		266079	143580	296020	171932		153496
P31119	P31119		aas		993228	968143	855087	917824	909796	956501
P31120	P31120		glmM		7.31999e+06	7.27656e+06	7.26451e+06	7.20756e+06	7.19178e+06	7.48639e+06
P31133	P31133		potF		670911	644453	591022	618692	602953	693586
P31142	P31142		sseA		7.12309e+06	6.79195e+06	7.00221e+06	7.03028e+06	6.8356e+06	6.85906e+06
P31224	P31224		acrB		1.74543e+06	1.9141e+06	1.75062e+06	1.70984e+06	1.98124e+06	1.88294e+06
P31433	P31433		yicH		983823	1.01338e+06	1.0318e+06	1.00233e+06	1.06702e+06	1.10555e+06
P31455	P31455		yidR		1.38444e+06	1.41187e+06	1.32483e+06	1.40127e+06	1.35715e+06	1.32786e+06
P31467	P31467		yieH		1.88252e+06	1.99285e+06	1.88149e+06	2.0054e+06	1.87843e+06	1.97958e+06
P31473	P31473		ravA		1.35934e+06	1.31053e+06	1.25676e+06	1.37285e+06	1.28319e+06	1.27847e+06
P31475	P31475		yieP		880959	880601	833275	881721	849673	916193
P31550	P31550		thiB		1.57915e+06	1.56734e+06	1.65822e+06	1.49442e+06	1.73814e+06	1.64509e+06
P31554	P31554		lptD		5.77002e+06	5.61816e+06	5.80629e+06	5.88396e+06	5.70838e+06	5.79884e+06
P31658	P31658		hchA		7.62046e+06	8.06997e+06	8.39306e+06	8.28358e+06	8.52414e+06	8.13841e+06
P31663	P31663		panC		2.68195e+06	2.58162e+06	2.80521e+06	2.62718e+06	2.70779e+06	2.60309e+06
P31678	P31678		otsB		573163	484555	424126	595181	474599	538133
P31680	P31680		djlA		1.14716e+06	1.21782e+06	993185	930890	1.0282e+06	1.13475e+06
P31697	P31697		fimC		4.34009e+06	4.2768e+06	4.72678e+06	4.47943e+06	4.3883e+06	4.4013e+06
P31802	P31802		narP		1.83259e+06	3.06199e+06	2.42772e+06	2.44179e+06	2.64624e+06	2.99047e+06
P31808	P31808		yciK		2.83622e+06	3.09476e+06	2.8836e+06	2.86698e+06	3.13546e+06	3.11188e+06
P31825	P31825		yfiC		710304	812604	777062	773842	873662	857999
P31979	P31979		nuoF		1.18738e+07	1.18836e+07	1.1966e+07	1.18245e+07	1.18631e+07	1.16979e+07
P32099	P32099		lplA		1.84981e+06	1.90305e+06	1.68496e+06	1.67443e+06	1.85219e+06	1.74431e+06
P32131	P32131		hemN		3.09532e+06	2.88804e+06	3.07754e+06	3.10562e+06	2.99808e+06	2.96508e+06
P32132	P32132		typA		3.7112e+07	3.58705e+07	3.7085e+07	3.72142e+07	3.59581e+07	3.6599e+07
P32157	P32157		yiiM		3.28832e+06	3.07866e+06	3.30085e+06	3.27021e+06	3.08525e+06	3.14351e+06
P32162	P32162		yiiS		2.12552e+06	1.90733e+06	2.082e+06	2.19e+06	1.63241e+06	1.97213e+06
P32173	P32173		mobA		531483	425285	592357	448329	423989	778661
P32176	P32176		fdoG		8.7225e+06	8.3631e+06	8.55187e+06	8.63186e+06	8.51205e+06	8.4161e+06
P32662	P32662		gph		931808	893317	758310	728796	855153	919726
P32664	P32664		nudC		994116	1.12953e+06	1.10367e+06	980398	989651	846259
P32680	P32680		yjaG		1.74703e+06	1.63155e+06	1.72776e+06	1.71383e+06	1.67009e+06	1.66384e+06
P32695	P32695		dusA		780344	817416	813676	842364	777500	824338
P33018	P33018		yeiG		208523	261380	147563	275012	434353	331461
P33025	P33025		psuG		1.81868e+06	1.8444e+06	1.89974e+06	1.85808e+06	1.91878e+06	2.16409e+06
P33030	P33030		yeiR		1.51976e+06	1.45608e+06	1.34319e+06	1.53658e+06	1.46534e+06	1.4891e+06
P33136	P33136		mdoG		1.28715e+07	1.2599e+07	1.23125e+07	1.25522e+07	1.24974e+07	1.2597e+07
P33195	P33195		gcvP		5.37139e+06	5.3344e+06	5.31712e+06	5.53816e+06	5.22498e+06	5.66939e+06
P33218	P33218		yebE		4.74205e+06	5.08076e+06	5.14935e+06	4.99219e+06	5.15983e+06	4.95798e+06
P33219	P33219		yebF		435471	321015	412152	456975	192670	229531
P33225	P33225		torA		3.54287e+06	3.22836e+06	3.50099e+06	3.82844e+06	2.76292e+06	2.93522e+06
P33235	P33235		flgK		2.65674e+06	2.54491e+06	2.37116e+06	2.48456e+06	2.78369e+06	2.5062e+06
P33355	P33355		yehS		2.49064e+06	3.08258e+06	2.46752e+06	2.52631e+06	2.95894e+06	2.83323e+06
P33362	P33362		osmF		1.85342e+06	1.81895e+06	1.60727e+06	1.66418e+06	1.90579e+06	1.90068e+06
P33363	P33363		bglX		2.81094e+06	3.03149e+06	2.85473e+06	2.97246e+06	3.01961e+06	3.01797e+06
P33570	P33570		tktB		2.35045e+06	2.16078e+06	2.18126e+06	2.28635e+06	2.15962e+06	2.18356e+06
P33590	P33590		nikA		3.49018e+06	3.35633e+06	3.38073e+06	3.48988e+06	3.69342e+06	3.53059e+06
P33599	P33599		nuoC		1.32908e+07	1.3269e+07	1.33117e+07	1.354e+07	1.31851e+07	1.2937e+07
P33602	P33602		nuoG		1.41784e+07	1.3982e+07	1.40097e+07	1.41574e+07	1.4539e+07	1.41341e+07
P33643	P33643		rluD		2.25122e+06	2.32535e+06	2.33379e+06	2.40531e+06	2.25594e+06	2.26372e+06
P33650	P33650		feoB		2.02137e+06	2.49196e+06	1.78848e+06	2.03381e+06	2.27737e+06	2.46963e+06
P33667	P33667		selU		724083	747903	785393	824934	816408	846032
P33898	P33898		gapC		1.30821e+06	1.24742e+06	1.25681e+06	1.26334e+06	1.26254e+06	1.13379e+06
P33920	P33920		yejK		2.48056e+06	2.46977e+06	2.4655e+06	2.52762e+06	2.54606e+06	2.52572e+06
P33937	P33937		napA		4.64531e+06	4.54248e+06	4.59558e+06	4.36558e+06	4.44678e+06	4.38552e+06
P35340	P35340		ahpF		9.8631e+06	9.48541e+06	9.65253e+06	9.91306e+06	9.17809e+06	9.26176e+06
P36548	P36548		amiA		821928	859496	959217	832246	975588	722058
P36553	P36553		hemF		689993	694922	767884	669483	778450	895077
P36566	P36566		smtA		463801	403334	490730	439805	429261	394434
P36659	P36659		cbpA		2.99983e+06	2.42749e+06	3.57788e+06	3.17482e+06	3.22805e+06	2.49775e+06
P36672	P36672		treB		1.01784e+06	976528	926327	1.10594e+06	867991	983943
P36680	P36680		zapD		2.47656e+06	2.34834e+06	2.50103e+06	2.48714e+06	2.29007e+06	2.43844e+06
P36683	P36683		acnB		9.83273e+06	1.02265e+07	9.89998e+06	9.86113e+06	1.00302e+07	9.8745e+06
P36767	P36767		rdgC		4.32904e+06	4.69518e+06	4.4656e+06	4.63315e+06	4.56729e+06	4.79473e+06
P36879	P36879		yadG		888636	1.079e+06	966539	1.00347e+06	1.19567e+06	913560
P36928	P36928		yegD		1.23225e+06	988420	1.1073e+06	1.24359e+06	855157	987964
P36929	P36929		rsmB		2.5292e+06	2.63585e+06	2.62341e+06	2.71265e+06	2.73925e+06	2.66391e+06
P36938	P36938		pgm		7.22527e+06	7.83439e+06	7.38537e+06	7.45964e+06	7.61546e+06	7.6386e+06
P36979	P36979		rlmN		3.35541e+06	3.47382e+06	3.32484e+06	3.1565e+06	3.49397e+06	3.45636e+06
P36999	P36999		rlmA		956807	890169	1.02009e+06	1.03284e+06	888856	923290
P37005	P37005		lasT		1.37398e+06	1.38311e+06	1.40202e+06	1.45526e+06	1.21936e+06	1.34414e+06
P37028	P37028		btuF		574957	574509	642930	532723	515770	491577
P37051	P37051		purU		5.51454e+06	5.66461e+06	5.29218e+06	5.35437e+06	5.70012e+06	5.85914e+06
P37095	P37095		pepB		1.44085e+07	1.4083e+07	1.41349e+07	1.39636e+07	1.40744e+07	1.38536e+07
P37128	P37128		nudK		2.33749e+06	2.3758e+06	2.57671e+06	2.27488e+06	2.48046e+06	2.32625e+06
P37182	P37182		hybD		3.78534e+06	3.89589e+06	3.675e+06	3.89777e+06	3.62892e+06	3.73135e+06
P37194	P37194		slp		4.88436e+07	4.82426e+07	5.01641e+07	4.904e+07	4.77485e+07	5.03258e+07
P37329	P37329		modA		3.92055e+06	3.7411e+06	3.87058e+06	3.80212e+06	3.69734e+06	3.83078e+06
P37330	P37330		glcB		1.83313e+06	1.78323e+06	1.79442e+06	1.80971e+06	1.75654e+06	1.80935e+06
P37342	P37342		yjjI		2.69736e+06	2.59078e+06	2.73616e+06	2.72923e+06	2.61523e+06	2.66436e+06
P37349	P37349		dhaM		2.37228e+06	2.21046e+06	2.19141e+06	2.23818e+06	2.37157e+06	2.1464e+06
P37440	P37440		ucpA		8.10911e+06	8.40251e+06	8.22964e+06	8.43555e+06	8.50976e+06	8.78347e+06
P37590	P37590		pmrD		2.27242e+06	1.99943e+06	2.06105e+06	1.9137e+06	2.16038e+06	1.93914e+06
P37613	P37613		yhhK		4.14928e+06	4.30812e+06	4.2639e+06	4.1107e+06	4.27883e+06	4.38213e+06
P37617	P37617		zntA		1.55437e+06	1.45909e+06	1.47398e+06	1.65323e+06	1.53367e+06	1.56074e+06
P37626	P37626		yhiI		512901	425059	406378	465380	430849	457896
P37631	P37631		yhiN		855025	698293	671136	791443	614902	675583
P37634	P37634		rlmJ		4.98669e+06	5.63632e+06	5.25753e+06	5.29947e+06	5.7031e+06	5.59415e+06
P37636	P37636		mdtE		3.84069e+06	3.86767e+06	3.99394e+06	4.02554e+06	3.78728e+06	3.95961e+06
P37647	P37647		kdgK		2.02787e+06	1.99437e+06	1.94655e+06	1.97518e+06	1.96488e+06	2.07778e+06
P37648	P37648		yhjJ		3.08e+06	2.84815e+06	3.048e+06	3.11877e+06	2.883e+06	2.84229e+06
P37650	P37650		bcsC		1.05216e+06	956805	888071	935540	976045	952707
P37651	P37651		bcsZ		2.24387e+06	2.05134e+06	2.10246e+06	2.30486e+06	2.06328e+06	1.96909e+06
P37652	P37652		bcsB		3.14341e+06	3.53027e+06	3.26143e+06	3.25455e+06	3.35633e+06	3.44247e+06
P37655	P37655		bcsQ		1.02865e+06	901592	1.06204e+06	1.16671e+06	876970	1.01773e+06
P37657	P37657		bcsE		558914	545606	617175	596352	526053	543054
P37665	P37665		yiaD		5.91698e+06	5.80948e+06	5.64709e+06	5.78541e+06	5.67014e+06	5.48985e+06
P37666	P37666		ghrB		8.73037e+06	8.94506e+06	9.1789e+06	8.59141e+06	8.68731e+06	8.66601e+06
P37685	P37685		aldB		1.10848e+06	1.10218e+06	1.03307e+06	774506	1.05423e+06	1.09443e+06
P37689	P37689		gpmI		2.66236e+07	2.66504e+07	2.64829e+07	2.69863e+07	2.70295e+07	2.678e+07
P37692	P37692		rfaF		3.00591e+06	3.03706e+06	3.16978e+06	3.17752e+06	3.09726e+06	2.90592e+06
P37765	P37765		rluB		4.41695e+06	4.32774e+06	4.62867e+06	4.46403e+06	4.42396e+06	4.18084e+06
P37773	P37773		mpl		7.81375e+06	7.67457e+06	7.98242e+06	8.00084e+06	7.92598e+06	8.53445e+06
P37902	P37902		gltI		664023	588264	587380	692588	581202	668530
P37903	P37903		uspF		8.89254e+06	8.37918e+06	8.39983e+06	8.49746e+06	8.25451e+06	8.07971e+06
P37908	P37908		yfjD		697413	725875	767212	797034	753046	742004
P38038	P38038		cysJ		3.35002e+06	3.21632e+06	3.38022e+06	3.40957e+06	3.10236e+06	3.41413e+06
P38134	P38134		etk		4.71024e+06	4.54637e+06	4.51245e+06	4.83351e+06	4.64519e+06	4.61454e+06
P38489	P38489		nfnB		5.43606e+06	5.79986e+06	5.62065e+06	5.48847e+06	5.64464e+06	5.3806e+06
P38506	P38506		ygdG		560047	626586	544845	519100	715751	548439
P38521	P38521		yggL		2.86588e+06	3.12389e+06	2.99474e+06	2.99142e+06	3.20618e+06	2.65011e+06
P39099	P39099		degQ		5.6384e+06	5.07169e+06	5.4484e+06	5.58258e+06	5.13572e+06	5.41682e+06
P39160	P39160		uxuB		1.50058e+06	1.88625e+06	1.3568e+06	1.48107e+06	1.78892e+06	1.84714e+06
P39172	P39172		znuA		3.71881e+06	3.40848e+06	3.64089e+06	3.78759e+06	3.53337e+06	3.67894e+06
P39173	P39173		yeaD		3.12774e+07	3.01924e+07	3.04225e+07	3.09416e+07	3.07157e+07	3.09251e+07
P39177	P39177		uspG		2.67761e+07	2.71964e+07	2.72937e+07	2.68917e+07	2.49786e+07	2.79493e+07
P39199	P39199		prmB		4.78536e+06	3.69194e+06	4.43942e+06	4.46856e+06	3.80543e+06	3.41549e+06
P39274	P39274		yjdJ		3.37795e+06	3.7379e+06	4.13678e+06	3.41773e+06	4.02858e+06	3.25136e+06
P39286	P39286		rsgA		2.13282e+06	1.7495e+06	2.12959e+06	1.99393e+06	1.93538e+06	1.96615e+06
P39310	P39310		ytfB		1.55575e+06	1.80856e+06	1.54531e+06	1.57884e+06	1.68834e+06	1.5702e+06
P39315	P39315		qorB		2.39182e+06	2.69791e+06	2.56187e+06	2.68761e+06	2.5581e+06	2.58662e+06
P39321	P39321		tamB		468517	546161	537071	481083	477090	525947
P39325	P39325		ytfQ		1.60347e+06	1.751e+06	1.42367e+06	1.36665e+06	1.6528e+06	1.79553e+06
P39342	P39342		yjgR		360126	346351	354882	251276	315189	355369
P39347	P39347		intB		768924	728759	810836	864703	859255	776482
P39377	P39377		iadA		3.18105e+06	3.14371e+06	3.16376e+06	3.22461e+06	3.06528e+06	3.07962e+06
P39384	P39384		yjiM		1.03238e+06	1.0149e+06	890825	982400	986065	931379
P39396	P39396		yjiY		5.50132e+06	5.53827e+06	5.25985e+06	5.49295e+06	5.42662e+06	5.33424e+06
P39401	P39401		mdoB		971603	1.19273e+06	1.1114e+06	1.08814e+06	1.10774e+06	1.07783e+06
P39406	P39406		rsmC		1.02071e+07	1.03462e+07	1.02206e+07	1.00276e+07	1.02432e+07	1.02466e+07
P39407	P39407		yjjU		342310	443668	436702	448156	360469	437081
P39411	P39411		yjjX		2.62421e+06	2.68361e+06	2.53865e+06	2.68368e+06	2.66858e+06	2.79656e+06
P39451	P39451		adhP		1.02569e+06	1.09003e+06	1.00727e+06	949703	1.11783e+06	1.11461e+06
P39831	P39831		ydfG		1.63372e+07	1.39575e+07	1.59276e+07	1.65844e+07	1.48406e+07	1.42864e+07
P39838	P39838		rcsD		223649	287774	303047	268417	317368	228923
P40120	P40120		mdoD		3.99537e+06	3.91469e+06	3.88418e+06	4.0101e+06	3.96015e+06	3.88628e+06
P40191	P40191		pdxK		1.92986e+06	1.91212e+06	1.93083e+06	1.90062e+06	1.90062e+06	1.95672e+06
P40710	P40710		nlpE		2.4095e+06	2.07453e+06	2.06764e+06	2.39264e+06	2.18513e+06	1.95633e+06
P40874	P40874		solA		2.75205e+06	2.84323e+06	2.76716e+06	2.71428e+06	2.77991e+06	2.76325e+06
P41052	P41052		mltB		716960	815186	826014	824636	836040	905020
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				899017	1.27876e+07	1.47877e+06	1.33085e+06	1.30692e+07	1.29546e+07
P41407	P41407		azoR		3.50666e+06	3.63569e+06	2.58268e+06	3.36621e+06	3.73138e+06	3.58039e+06
P41409	P41409		rihA		828277	812665	893327	766144	833508	925863
