protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6T9	40651371.34772661	41149592.94874893	44956595.93025157	47289714.38344415	42973669.63782943	44606908.621304825	0	0.21853189192700354	-0.08950080967921561	False	0.010920666013712048	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77721	2857472.426528953	2371505.998909572	2720869.625990156	1904887.3051546277	2522848.752324062	2446033.5950789177	0	0.2186767630920866	0.20982577961117704	False	0.01094515181194907	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A937	104107448.60442224	110247342.99833596	114640120.6709001	77027550.48737378	103254534.44246893	103324506.1220039	0	0.21981996417988636	0.21417421226728792	False	0.010969637610186093	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACQ4	110265630.88570644	116276579.26898023	108920825.49231204	119936808.31117804	114402616.17592224	114064607.66324362	0	0.22023315674694158	-0.05460751464690871	False	0.010994123408423116	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15043	195281.3818252606	391838.5624999997	270872.6536351814	116542.74046639971	134289.33895480738	274914.17042352754	3	0.22032825996747868	0.7065985471872366	False	0.011018609206660137	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07395	852982593.8033255	861083827.7966254	854084637.753231	891102118.4814034	871882011.8736181	856771337.5210998	0	0.22091263005246967	-0.028702089931479876	False	0.01104309500489716	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P03024	7322529.674320623	9340505.7115731	8680116.776026653	10431208.29609022	9285113.364863558	8918683.017999196	0	0.22118506186788905	-0.17618386225210464	False	0.011067580803134183	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0T5	4771897.706750493	4567956.526208965	167499.3404649487	6166296.49797392	5797552.071818497	5405098.388697513	1	0.22127014780407647	-0.869394569621305	False	0.011092066601371206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37177	8752511.478584573	8837186.884611165	8835804.951246126	8692550.656954154	7482982.289494955	8359671.880184921	0	0.22224175529454543	0.10707763474923587	False	0.011116552399608228	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60651	238875865.69738212	230786021.1649628	237964593.3411631	234712387.12728417	249334014.29883373	247593863.8888297	0	0.22278460495196462	-0.048146438633220545	False	0.01114103819784525	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76520	30784789.44774342	37366684.46271789	38063737.801258974	42804419.711139336	39452291.17394728	36680195.855990775	0	0.2244962279293625	-0.16320606246475544	False	0.011165523996082272	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37349	60221944.66871784	59353473.98745468	60045753.41935475	50307326.36403544	57500066.20550994	58495150.66182527	0	0.22642722965438883	0.11114717995504252	False	0.011190009794319295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37194	647974918.7999051	616944417.6150637	656891097.2785057	612914414.0608444	622642200.3209699	624614043.7306863	0	0.22653887511278364	0.04703105155233235	False	0.011214495592556318	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77735	13854943.970303698	13931080.427338049	14654523.14147848	15260714.329620034	14037859.197296292	15783650.49136556	0	0.22671900209131277	-0.08711541995739837	False	0.01123898139079334	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6J8	333447514.16419274	334294121.6134696	337647005.7258373	336532940.5027386	322895272.84647703	320654324.6440889	0	0.22678681889242142	0.03677813869740555	False	0.011263467189030362	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75797	9354078.546339525	6832282.549135075	9232525.518328683	10585279.831727304	9401238.695840845	9606850.72869622	0	0.2269038562499759	-0.21937311973542067	False	0.011287952987267385	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69346	4312093.241076894	4770573.500000002	5133518.734535175	5409951.33806305	5237558.423995146	4837755.318657263	0	0.22807620910001236	-0.12336167050162417	False	0.011312438785504407	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6A8	1474416436.6979768	1537968826.2718458	1542968541.846014	1783057752.9145713	1583785418.767305	1553200091.1799002	0	0.2284403485437323	-0.11110789201836195	False	0.01133692458374143	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8Q0	21720100.30277304	20523373.48107568	21733332.24252668	20190521.545106813	20694674.96320004	21017920.46832609	0	0.22862823541564212	0.04753691467527473	False	0.011361410381978455	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7Y4	1817178.28027149	2350131.7499999986	2150361.6558399512	3133488.3350865394	2256396.54343099	2352097.959729482	0	0.22869060762665083	-0.29331014387996523	False	0.011385896180215476	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF70	2186356.383976881	2184346.0210532127	1865272.360566489	1912394.7418859696	4641656.041389016	3814955.133484468	0	0.22882584726894664	-0.7335905935111657	False	0.011410381978452499	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P43671	25431648.941683467	25117068.444803987	25705946.358618308	25083977.750858743	24672512.05709266	22609543.65179941	0	0.2289370649407144	0.07551287916601118	False	0.011434867776689521	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41052	9720973.32827999	12397917.941966256	12225488.376099825	14981913.64128543	12635929.581411636	12035017.684556909	0	0.22918743351691823	-0.20735093274631047	False	0.011459353574926544	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A870	2100997407.3511236	2020635081.8762789	2048919607.492808	2071125596.214527	2131281937.0189607	2094634953.1735013	0	0.22955460522077178	-0.02927482415854871	False	0.011483839373163567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23865	228499563.19787425	223280268.74749696	213755535.69329256	235528830.14219216	223468899.10815543	230295483.8041052	0	0.22984936549632398	-0.050602474916135363	False	0.011508325171400588	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE60	5219405.412273293	5151557.790825896	6109302.2129592085	6134448.719894799	5915505.168350619	5992353.151919131	0	0.23040174450074782	-0.13064434800062594	False	0.01153281096963761	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AES4	546151222.0575501	549671790.5145485	543890201.7656425	566655532.4539554	544266943.2646816	565362196.9705358	0	0.23130766328846697	-0.031823663799927515	False	0.011557296767874634	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9Q5	457864021.2878279	441498804.3591876	423343440.8820985	492151563.9731615	443325326.3178854	461930097.36298114	0	0.2329383133701924	-0.07925954171650516	False	0.011581782566111656	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33599	765464010.5190505	765863910.7656835	777945306.0992408	779383339.4173518	780396895.3637381	771110691.6793711	0	0.23306500480130507	-0.013442616192621168	False	0.01160626836434868	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P24224	7107513.195235882	7234185.500000008	6429097.016259658	7010008.748738643	6021970.215313755	5852967.64311659	0	0.23371776773713346	0.1373197807633066	False	0.0116307541625857	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADE6	10038231.620505216	10862821.514296904	10959826.338743234	12366467.654208276	11006235.235183502	10903082.051552135	0	0.233794814873921	-0.10540361424618064	False	0.011655239960822723	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52612	2493497.432063231	3017324.0984685244	1812031.4431091985	1765137.4122962016	2266987.4017873844	1490577.3675383115	0	0.2340708237869181	0.4070314996349807	False	0.011679725759059746	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P38506	5873933.073991207	6123987.704317336	5355350.361060315	7002802.632996357	5838252.547627	6271869.629439488	0	0.23421228090260288	-0.13934092732575776	False	0.011704211557296769	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75823	59410170.01711609	63440372.21777788	62588725.8755742	56032180.09819108	60060947.715574384	61045168.026247926	0	0.23483612862404296	0.06607063286608324	False	0.011728697355533791	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00956	985609128.9450692	968128589.6034414	962063614.784392	1036681121.8144158	988582883.8572496	979019125.3098212	0	0.23488681583964605	-0.043128356656793064	False	0.011753183153770812	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACN7	8831868.135296082	8555694.88901724	8305917.397251968	8372589.206938382	8246427.087152028	8318174.459144351	0	0.23508354676477872	0.04310337942897703	False	0.011777668952007835	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7E1	130456793.22904772	132460276.2392584	130401585.71788833	122280765.99435258	122606054.74399108	132222234.98299928	0	0.23636163764930712	0.06071682012881784	False	0.011802154750244858	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8P3	148025025.26412785	147178738.13346434	156808211.72283477	156266747.88685802	157835787.43231076	153141084.50632557	0	0.23656583588893373	-0.047813969857070905	False	0.01182664054848188	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ0	297487225.67463654	302999830.3407968	324607346.532062	261170521.90656844	293564587.5246422	304245464.77299905	0	0.23677190495183323	0.1069750896990312	False	0.011851126346718904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC75	6500324.011711303	5849710.149258713	6468951.249714864	7872393.242705098	7140845.011538417	6198519.998637208	0	0.23694973883361092	-0.17267536147187687	False	0.011875612144955926	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21599	1133254750.570886	1160780380.5301244	1158857497.749576	1203603601.2148552	1154208673.6824338	1169089073.3075156	0	0.23717315168749611	-0.030595749519209178	False	0.01190009794319295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15640	54070503.99376639	55021901.77724365	50042085.42750082	60312189.72874733	56493615.899510816	53175147.95506164	0	0.23726731023615544	-0.09512653819866905	False	0.011924583741429972	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31467	6747746.846752045	6930804.88613334	7336225.25181521	7985185.500477469	7167331.56493629	7215312.542861439	0	0.23844513614684648	-0.09002112958381531	False	0.011949069539666995	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABH7	190651214.4333908	193826476.0188901	193216832.6441388	174636614.75048622	187804506.71747968	190768522.2770881	0	0.23874502583948157	0.062480510821177254	False	0.011973555337904018	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7V8	4908321170.57895	5205026939.768034	5154710742.524706	5276270347.82713	5213104155.586917	5230769684.771245	0	0.23903535350585034	-0.04209779758657094	False	0.011998041136141039	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A825	983519011.1062464	957645829.6457047	979409502.008658	888187867.2683814	973041395.907838	938669152.0993564	0	0.23931018222903014	0.06087762395075953	False	0.012022526934378061	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11875	403115555.1781562	416542956.7298947	426884936.90062463	398252781.7427351	407746413.4910933	406804149.4038803	0	0.23954760769089933	0.03958753220846754	False	0.012047012732615084	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45469	4016117.436885836	4787065.898577491	4301838.606280392	3228105.3855777187	4301496.758228487	3941527.020564159	0	0.23963398527004837	0.1921123586689315	False	0.012071498530852107	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37353	2718701.5139409546	2714133.408291554	2411337.061525904	2823931.436509759	2794296.177847482	2723230.947854988	0	0.24020166979392255	-0.08867850400004171	False	0.01209598432908913	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75960	73985666.17257626	75458280.6646756	77904335.45753838	68134030.52460758	70681814.87008585	76476545.45565952	0	0.24163308356482208	0.07860677323647151	False	0.01212047012732615	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30850	349468685.2313731	340322885.9855098	343734157.56570345	357609595.74732816	349133486.6016811	345478574.58409053	0	0.24177195404230717	-0.02586434525661398	False	0.012144955925563174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8N5	785337548.8064821	763942368.1126822	756027080.8229922	795715912.7683805	772156699.483717	783533936.0629979	0	0.242068521661311	-0.028565109316443613	False	0.012169441723800196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE28	195281.3818252606	137792.99999999985	1542593.809914316	1372857.459385784	1463575.9839065222	1295466.100957306	2	0.24207346328282614	-1.1394005437704973	False	0.01219392752203722	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P29131	11861324.330289504	11497047.055365158	11357578.546372062	10107232.603270236	11125767.468463542	11482902.137259888	0	0.24232594950990388	0.08560659185945071	False	0.012218413320274242	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04425	190857328.66000336	164483060.00947168	167793318.22256735	188850672.94609943	187411797.131418	187654357.450749	0	0.242668172254034	-0.10830266457541698	False	0.012242899118511263	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P46837	395301787.9515695	395524857.6577018	397979084.5979807	414256030.2919312	403168407.2241975	396580708.56981975	0	0.24291333643545093	-0.03026156209896529	False	0.012267384916748286	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P24171	79297412.09752631	76630612.47065419	74658702.59494205	76298289.02238895	82462875.51133263	81747497.37516537	0	0.2430042315203855	-0.06077938133353819	False	0.012291870714985309	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACB0	43403853.210766	41658175.97813959	44223778.426166646	39762576.93812105	43517282.823274754	39839207.225335695	0	0.243646616771601	0.07050970771889446	False	0.012316356513222331	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABH0	47792424.252022885	46184487.82466435	42002404.82269748	52126444.98854175	46841199.32805424	47028161.48361694	0	0.24374379908528487	-0.10253969625062938	False	0.012340842311459354	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33898	30405181.496995125	30110144.46519449	28649858.73536749	28085524.618150823	29524295.8083395	28724700.276358858	0	0.244264220386031	0.04654297379923338	False	0.012365328109696375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF67	54486332.68862153	52631889.23894464	52856129.499560855	53256610.37898637	47821841.82033794	51247864.557614125	0	0.24468739251325822	0.07067540587135879	False	0.012389813907933398	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76471	6470719.266726777	8428559.000000006	167499.3404649487	7327091.701408036	8798570.878915688	10972811.9246985	1	0.24483172120465252	-0.8468407431843101	False	0.012414299706170423	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACK8	195281.3818252606	661242.3750000001	167499.3404649487	731779.8688852654	398267.5952596305	699149.4126592615	2	0.24507032149921967	-0.8369621046578364	False	0.012438785504407445	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q9JMR6	40960368.5319873	43639025.23593337	42073642.7333964	34582653.17265708	40330857.68889624	41483908.4766894	0	0.24512150673432773	0.12205039407352686	False	0.012463271302644468	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30871	61313952.42050726	62081392.129609264	62103118.25237613	66775375.20525289	61173731.592521206	66167833.54157705	0	0.24532946657389035	-0.06551879421168894	False	0.01248775710088149	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45470	5362507.060356249	5518019.676057925	5856339.263057388	6854167.56791446	5959150.4638879225	5655174.696084645	0	0.2456477921153535	-0.14203672161572553	False	0.012512242899118512	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7X3	1063032207.179602	1100397853.122862	1074728112.084221	1054283220.3580048	1250574449.9332364	1247465989.7710917	0	0.24602746351346896	-0.13358957698294702	False	0.012536728697355535	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32695	31889502.8841173	32895799.53199555	31524815.78327693	35607369.55822104	32549068.714218907	32837321.97749448	0	0.24650079703702168	-0.06850688238862268	False	0.012561214495592558	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P65870	34831698.83429534	34458357.63307314	36943934.47495496	38890044.76033626	37669277.36869591	35183489.68620834	0	0.24885684796965715	-0.07293657981104637	False	0.01258570029382958	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFR2	16553846.421786427	15256947.724645548	11243905.24076616	22237098.00185353	16058688.714332825	15662283.456280485	0	0.24902904981006424	-0.32566803549565015	False	0.012610186092066602	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGI8	6594371.047079041	6590394.856527094	5967670.779874449	5125531.985034549	6455430.557904351	5711036.456914558	0	0.24919358070899397	0.1474232939100278	False	0.012634671890303624	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76268	173429860.57627252	172819614.36711085	177446696.45746347	183622993.426197	173089181.86514416	184080984.47418147	0	0.24934643838443724	-0.04634684609689453	False	0.012659157688540647	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7E5	704031232.2725755	718434597.8636626	685339166.1448628	667360459.3630445	669660963.8602633	706184409.5463756	0	0.2494975593280154	0.044906853479618945	False	0.01268364348677767	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27833	41166925.75313772	40901861.567226	39362673.34156674	40943878.74723093	37379257.62339304	35394082.03049696	0	0.24974598568634362	0.09469153053948393	False	0.012708129285014693	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6P5	135539843.014171	133638275.2119522	129323286.09471768	127891182.41968226	131477426.90103623	130207539.94476576	0	0.24986718333967742	0.03267945322410328	False	0.012732615083251714	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00561	42591703.34458649	43046831.06669828	40258413.86270317	45544016.94248313	41716430.71014966	44478834.58737586	0	0.24994102455881206	-0.06544228223300551	False	0.012757100881488737	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8I1	16260393.30001792	16169012.82354216	16232176.376562929	16900223.520258285	16389971.477194697	16283089.628774373	0	0.250118505417602	-0.02677961381285434	False	0.01278158667972576	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07363	57237920.8114409	57729362.81425131	54293605.00756875	53476010.095067225	54578056.59328923	55900126.73949864	0	0.25024168400040675	0.045955844279302695	False	0.012806072477962782	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76340	1401925.3021743223	1473526.2500000012	1218530.614851203	1555361.7276107303	134289.33895480738	164195.4604492106	2	0.25040140523279586	1.1429830045328317	False	0.012830558276199805	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31475	30533801.55167629	29356891.184168752	30241978.447002225	25202052.85185968	29058548.59311079	29444466.79422225	0	0.2509123645994241	0.10673516837797058	False	0.012855044074436826	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21866	2293406.6918514734	1823797.369319176	1141357.9806728936	116542.74046639971	1998822.2953285875	164195.4604492106	2	0.25119808868774146	1.2059126505359228	False	0.012879529872673849	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45577	507038831.9395312	487491229.7978683	486183778.5457972	507305276.2229727	496350275.9368848	540649700.9513919	0	0.2518850665112819	-0.060665093969850745	False	0.012904015670910872	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25772	4478916.147273568	4220879.000000001	4797677.85419409	7717271.875236203	4953936.319809944	5094049.543790692	0	0.25203601898683076	-0.39636928846275965	False	0.012928501469147896	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46835	5177757.562507063	6252320.168293752	4928768.900885316	5672645.357996389	6463430.938364939	6179689.792042082	0	0.25244856270422095	-0.16301500978428032	False	0.012952987267384919	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76243	32695943.548414413	35979289.07878625	34210202.88073048	35427925.214030385	34901275.66037499	37658935.22136929	0	0.25259030957892786	-0.06983405388320642	False	0.01297747306562194	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFI7	92100728.3986279	91722690.15696834	90422145.38345432	104638056.01257604	91906238.93312672	95593508.06359383	0	0.25428316271115525	-0.09118077235590351	False	0.013001958863858963	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P56258	1727719.82004996	137792.99999999985	167499.3404649487	116542.74046639971	4068040.586151261	3920219.805291196	3	0.2545192938257717	-1.9951582979483387	False	0.013026444662095986	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8R9	7493646.657810128	7088330.630572928	7813681.621845846	7312114.880272539	7222234.338657957	6819618.14588665	0	0.2573002711949444	0.06871497901694687	False	0.013050930460333008	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64493	1401818.0600469732	881590.8125000005	844956.9996208708	1319164.684120621	1350739.7452710555	1300953.215785392	0	0.258290183356796	-0.34404139111868487	False	0.013075416258570031	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A744	60955439.95965731	60441929.83612009	58005374.75505734	69172751.66409557	60680105.76005195	61859686.07746525	0	0.25861456441713426	-0.09574277259070076	False	0.013099902056807052	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37051	75347308.46391101	80447597.51801324	76390221.38312341	85258059.84800155	76891804.5036218	81722324.3971277	0	0.2590437591593264	-0.07084967894777068	False	0.013124387855044075	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22106	27065860.84217612	30601269.40274148	29405529.864913683	28624871.68939913	32769566.776001506	32350071.511197403	0	0.2590555536520012	-0.10651440442880761	False	0.013148873653281098	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACB4	23378210.54492837	22813552.279497657	22818719.412627008	25046042.69639045	22850048.29835493	24051704.90989388	0	0.25937210902761026	-0.06013497679289239	False	0.01317335945151812	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADV1	32866136.92197656	35277215.51682045	31760773.346148696	36766274.67960185	34097131.37107089	34355035.77160826	0	0.25977057179935303	-0.07477142652573926	False	0.013197845249755143	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64503	195281.3818252606	137792.99999999985	167499.3404649487	116542.74046639971	134289.33895480738	164195.4604492106	3	0.2602409978472806	0.2703754863107184	False	0.013222331047992164	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P65643	195281.3818252606	137792.99999999985	167499.3404649487	116542.74046639971	134289.33895480738	164195.4604492106	3	0.2602409978472806	0.2703754863107184	False	0.013246816846229187	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACZ4	71301941.36098541	72238690.07108074	62400603.52159187	77323054.42003423	72365661.54498343	71156949.5029473	0	0.2603616417615528	-0.10080579181934798	False	0.01327130264446621	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7W1	3780629831.504475	3999635513.560661	4143911993.4948072	3978568998.888489	4259515800.401856	4232034366.317887	0	0.2605745546249949	-0.06458551513281674	False	0.013295788442703233	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P24554	5656184.687534985	5913454.01993811	5159685.3676297935	5593402.358662804	4837405.509095394	5062031.59418739	0	0.26075493558335133	0.11077757708995079	False	0.013320274240940256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33913	3421941.1393159027	2560014.2915778947	3412838.8444845616	2500619.400696188	2880554.051647151	2696028.1730997846	0	0.2608102105431652	0.21800601741918835	False	0.013344760039177277	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06993	7326025.376331667	7140043.794948158	5132785.687853769	7817821.1346987635	7058368.854512006	7961025.009489723	0	0.26088754717746243	-0.22061736296185577	False	0.0133692458374143	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADW3	354301520.62977105	356389357.9599629	375123656.6696729	361651968.5776538	402962174.3681023	377618005.1546024	0	0.2612708926717564	-0.07307819315020016	False	0.013393731635651322	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45530	8902070.18462405	8383697.9764272785	8570445.810477724	8592934.605679901	8229515.071977048	8284053.996014501	0	0.26220039092776426	0.04244990899220205	False	0.013418217433888345	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62517	3843627.3392031216	4171618.4029149455	2987381.4537761537	4961927.93570374	4736109.312475753	3536125.138345333	0	0.26229255364519616	-0.26641883690170703	False	0.013442703232125368	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69924	129378094.1585978	125652161.30054782	123582503.35504004	135671769.99767932	127780342.240426	127757065.27068985	0	0.26238666958314966	-0.04721718633634105	False	0.01346718903036239	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P67338	195281.3818252606	2998579.5000000037	1842125.104774044	2886609.108488967	3151857.875662004	2749013.72846315	1	0.2626694635655801	-0.8031753491161888	False	0.013491674828599413	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H1	13018238.712074827	14279538.319902427	15052010.96775894	9029314.398765037	12948047.627288474	13711961.838477325	0	0.26268159211237085	0.24686217780008482	False	0.013516160626836436	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A836	262593136.4148544	263428878.0432275	262578986.9135484	290764212.8955621	266051460.696742	268301789.3021299	0	0.2627358106564746	-0.06530397220556802	False	0.013540646425073459	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF61	6663473.154878318	5359836.0863010585	5785086.186912873	4661030.354731532	5860308.737299866	5267281.000492087	0	0.26336318264397524	0.1736724457991545	False	0.013565132223310482	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9A2	6149585.508471128	137792.99999999985	5246255.590340651	7541636.805038228	6202038.1935474565	6372004.7787933545	1	0.26337966348219743	-0.8024733332168682	False	0.013589618021547503	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52613	1400648.9296802578	1293090.7272997373	1247295.153471528	1384193.876601877	1403186.2397948175	1361726.9179251804	0	0.2634123195200635	-0.07422638222893108	False	0.013614103819784526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7R1	12152430203.41251	12739723544.128029	12632232207.780378	12130746408.333529	12276687081.3618	12293398439.672709	0	0.2644513238757375	0.03201569769534794	False	0.013638589618021548	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
