Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01008ups|ANT3_HUMAN_UPS	2.1530517267080292e-08	-4.508113714570435	7.666945536198804	down	Antithrombin-III	Antithrombin-III	True	True	2.536783358701167e-05	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	8.592234548224822e-08	-4.887485446117168	7.065893876243047	down	Carbonic	Carbonic	True	True	5.073566717402334e-05	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P68871ups|HBB_HUMAN_UPS	3.111457279123679e-07	-3.3759669463922783	6.507036157581076	down	Hemoglobin	Hemoglobin	True	True	7.610350076103501e-05	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	4.606130017665748e-07	-4.791842616264809	6.336663807327532	down	Histidyl-tRNA	Histidyl-tRNA	True	True	0.00010147133434804668	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	1.6751804720600103e-06	-4.885665435232173	5.775938398300149	down	Lactotransferrin	Lactotransferrin	True	True	0.00012683916793505834	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	6.5154006430844824e-06	-4.676895153315396	5.18605887362277	down	NEDD8	NEDD8	True	True	0.00015220700152207003	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	6.637254337735045e-06	-4.277787804743447	5.178011539995671	down	Interferon	Interferon	True	True	0.0001775748351090817	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	6.966561587472843e-06	-4.654969004538945	5.1569815191815565	down	Glutathione	Glutathione	True	True	0.00020294266869609335	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	1.2257204960673608e-05	-4.475126688847446	4.9116085517218835	down	NAD(P)H	NAD(P)H	True	True	0.00022831050228310502	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
P41159ups|LEP_HUMAN_UPS	1.2583245667214783e-05	-5.244754305947968	4.900207324426839	down	Leptin	Leptin	True	True	0.0002536783358701167	True	Human	True	False	False	True	diann231	AlphaPeptStats	randomforest	1.660964047443681
