protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02787ups|TRFE_HUMAN_UPS	436761394.830844	442384815.7270996	437777945.4977643	51547317.31723896	46207046.96032961	50398197.78562711	0	8.801703758305174e-09	3.152016779933072	True	2.4703557312252964e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	225604205.32906145	232144565.2929295	236506759.78140163	22796998.71341712	31000716.561221804	29493334.07700687	0	1.6160333008856282e-06	3.059233390828409	True	4.940711462450593e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	230579780.62228227	238405247.0543403	244119681.8379312	17509881.117733795	25500408.36706321	31136689.125382405	0	2.7960980666812396e-06	3.2656541208325978	True	7.41106719367589e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	159468899.2978576	164101389.5431519	155088931.40029952	25093934.039108764	15648164.04911119	20098016.2406694	0	3.279622316471418e-06	2.9759041304782943	True	9.881422924901186e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	156156217.48900214	163256971.9942751	159266281.1689803	14543808.901418837	15169978.501260828	18453817.0341214	0	4.709691553780283e-06	3.312924853895771	True	0.00012351778656126481	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	75065503.45150632	73322332.83623819	70918907.83763447	8008404.046560207	9126905.810242096	6750253.528153806	0	1.2511634370787848e-05	3.198739367540538	True	0.0001482213438735178	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	124868119.62846044	126740787.80525003	119417146.17215575	14324435.143094344	10004315.87460019	11395397.454631751	0	1.4267125634804915e-05	3.3765489685698866	True	0.00017292490118577076	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	411599372.5907849	415945303.1937957	403133916.7673341	37578297.34834887	39078245.50147496	34524526.11584383	0	1.7070447674865075e-05	3.4684709693918974	True	0.0001976284584980237	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	137282952.9166162	144406598.0990477	143909484.94347975	12596139.782908164	16316705.999392604	14573272.233349873	0	2.8509925663174852e-05	3.290868051951813	False	0.0002223320158102767	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	18703129.638451435	19740761.8711196	19123914.70746447	2680821.4253343595	3142128.863027647	3075268.46220494	0	2.8535549525316805e-05	2.6936737646034765	False	0.00024703557312252963	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	80818579.86544228	91443142.15306444	90535076.20773032	120722.0751694668	95444.94282135296	7642542.345914082	2	6.723798643679379e-05	5.063511490443583	False	0.0002717391304347826	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	283878659.7293372	296942647.8654208	282599998.0208885	35497132.90771038	30557643.889920373	30433428.171214625	0	6.770040303784037e-05	3.161640194349501	False	0.0002964426877470356	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	169606621.2556215	168436191.8963949	176281404.65612695	25772566.03004635	28412223.130782276	27639313.300734594	0	8.2175019766183e-05	2.6520803096028476	False	0.0003211462450592885	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	162313016.73284334	163596416.30270293	154366764.50367275	15861492.527175635	14691963.377491528	61921.95710385033	1	8.796076956664688e-05	3.971535916087741	False	0.0003458498023715415	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	559116999.2783945	572881810.4091997	545142525.1701077	55910659.55768368	58368844.19426032	63065305.45634228	0	0.00010797963856252217	3.2413752627332926	False	0.00037055335968379444	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	164278938.4850629	164311584.48655936	165767142.97319067	14489877.939266017	21902581.280881763	18628337.701823942	0	0.00010834658401670445	3.167506263178366	False	0.0003952569169960474	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	357891509.9615177	379107774.5164318	352233069.866696	31956233.598706007	42094867.86129981	40744741.36871058	0	0.0001336719438280902	3.246169438777748	False	0.00041996047430830046	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	205921085.8035456	209563825.2495117	185431618.23611164	120722.0751694668	11869925.172586452	61921.95710385033	2	0.00016972753881199792	5.639751987630946	False	0.0004446640316205534	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	252971612.1235806	259144671.54724	267205415.21397504	23442423.747928675	25952407.625122946	23338482.23803345	0	0.0001797206853814058	3.421530776544225	False	0.0004693675889328064	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	163259602.7571214	170369713.368149	161303606.67012203	15913737.125445724	17330758.006740045	15275586.882722829	0	0.0001899750285032171	3.350579118852693	False	0.0004940711462450593	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	525443832.771715	531945896.4087352	552300328.6956006	53139192.979227535	55058917.55071712	50491309.71344876	0	0.00019930423083623609	3.342505074840233	False	0.0005187747035573123	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	151496151.7172224	159016072.10726357	149387068.23810452	19150529.540113408	19634005.307227653	17865380.23273762	0	0.00032394951238343627	3.0211722784168904	False	0.0005434782608695652	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	441771095.4025643	459538167.4544919	482425568.3992674	52632671.7247996	54964320.62312154	43515895.02522864	0	0.00033403544266480737	3.1948688936723535	False	0.0005681818181818183	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	21930194.537009563	22678773.26520145	23392420.284229737	120722.0751694668	95444.94282135296	61921.95710385033	3	0.00034259121961328817	7.933873835801652	False	0.0005928853754940712	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	39681484.98614805	42267774.61637245	40539611.82701785	120722.0751694668	95444.94282135296	61921.95710385033	3	0.0003462343941906661	8.782888415801626	False	0.0006175889328063241	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	104478101.74174888	107395943.02804266	102424646.83453466	11669494.83780166	10993141.825369123	61921.95710385033	1	0.000418515520338633	3.789812088047604	False	0.000642292490118577	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	321227245.17600137	339896482.15485966	342655912.76661927	39334800.22446934	38659870.50164753	39887174.20039497	0	0.0005027049790235035	3.0900291390112806	False	0.0006669960474308301	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	161766821.40213063	148662184.53254902	149187019.17486873	14459430.264695136	18270588.96996226	16279693.235012371	0	0.0005071901868364728	3.2292895124194865	False	0.000691699604743083	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	331297082.2926545	350923570.41430664	356893583.19561064	32201026.80853651	34516239.83307504	34981751.38548843	0	0.0005329752782541301	3.352976612683129	False	0.0007164031620553361	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	134664739.78845295	132179626.52500404	124746070.89016302	13227488.61513275	14117335.200278988	13490091.2078174	0	0.0005950200369595974	3.261470403581259	False	0.0007411067193675889	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	159068445.30953977	153625716.92604372	170772992.57614532	17521247.511861376	13628530.957533175	16238423.047437187	0	0.0007391797445990218	3.350818067242969	False	0.0007658102766798419	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	52488184.13731942	50446742.60304274	47673813.34981995	120722.0751694668	95444.94282135296	61921.95710385033	3	0.0007729943532461569	9.081043229411797	False	0.0007905138339920949	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	826673125.964134	830105131.3465852	901765897.3272358	82512828.29412255	91762927.26380835	88176674.89201266	0	0.0009037276204796714	3.2851952683382257	False	0.0008152173913043479	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	235398743.7335805	244721075.3140123	241833887.41483992	17401596.018018052	18482075.380273577	46025572.92974348	0	0.0009208084849123702	3.1398081411201235	False	0.0008399209486166009	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	99506404.66841622	86823461.08373222	98919556.36326692	6964368.281282023	10435813.180065325	6030295.565855497	0	0.000953248466291338	3.6057657319543406	False	0.0008646245059288538	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A8M3	558652162.3492076	566045543.8206785	570565504.5393202	513679845.59582657	526788309.338011	519574272.39543056	0	0.000965343500417129	0.11992402157086285	False	0.0008893280632411068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	78921426.80550428	83164847.99265449	73990730.32513963	7891594.259238975	9209301.174352666	9140590.288431782	0	0.0011220557722443287	3.169336215069631	False	0.0009140316205533597	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P09833	76523.18428992227	96441.05468750006	89671.98180856215	456936.1930415361	396375.3997013696	424287.6118655251	3	0.0011246413438803554	-2.2822975191175474	False	0.0009387351778656128	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	244594534.707954	270785342.9375015	247908492.393382	22569087.15292207	21710543.47859496	20743938.791556872	0	0.0012001244109578317	3.5531935506075545	False	0.0009634387351778657	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	15944258.552978337	14171140.704770757	15719233.905188711	120722.0751694668	95444.94282135296	61921.95710385033	3	0.0013322855707950398	7.36474776689093	False	0.0009881422924901185	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P36929	1958781.0838034723	1809413.4900500148	1650751.8334435287	3248064.2554309387	3736422.148865082	3420910.042017371	0	0.0013735453932032563	-0.9412476486663092	False	0.0010128458498023718	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A700	76523.18428992227	96441.05468750006	89671.98180856215	1922455.3237609903	2107254.7310261903	1834111.488961642	3	0.0017669511398413615	-4.480703397399634	False	0.0010375494071146246	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	178568021.99898872	171160588.70837113	172951592.86432004	120722.0751694668	95444.94282135296	27174359.111201983	2	0.0018486446124134105	4.254179635152072	False	0.0010622529644268774	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A6Z6	16769994.880937476	16381524.896254295	16366449.382105287	15007416.300134068	15378312.342134036	15346563.953998704	0	0.0021613632454707964	0.11473890326264301	False	0.0010869565217391304	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A972	3000812199.6073604	3116456545.674672	2802802943.3122034	3765846184.636462	3886868268.348576	3973036311.0219874	0	0.0021827013254787932	-0.3821966752091786	False	0.0011116600790513835	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ0	292935240.24664366	291756465.49632293	296685842.5648975	329843295.1971544	324723534.48603165	335524819.5092472	0	0.0022652000621398473	-0.1678019296997666	False	0.0011363636363636365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	152951744.24218795	157100029.5767494	176621154.82028255	14462982.500665523	12764476.771760523	14483738.821975552	0	0.0022911227489532675	3.5444458691227743	False	0.0011610671936758893	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AC59	183100755.7481148	183779528.89867088	185366369.11698896	191184842.36294413	190932773.774222	192060353.2350437	0	0.002418893874397357	-0.0561852049939982	False	0.0011857707509881424	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	34476425.420230664	31721013.999999963	37759125.42099353	120722.0751694668	95444.94282135296	61921.95710385033	3	0.0025385524192502134	8.546218601885958	False	0.0012104743083003954	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	13986377.677876228	12457858.000000004	11725284.047828289	120722.0751694668	95444.94282135296	61921.95710385033	3	0.002754650025303833	7.100730673672289	False	0.0012351778656126482	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A780	340567228.3164665	328865574.22309375	337534490.6746438	291949148.4552991	295384745.0472705	291195657.7743007	0	0.003017213775874132	0.19685410428297467	False	0.0012598814229249013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04949	1429766430.666674	1432071650.2430117	1355965526.1173244	1593854918.2046626	1691246355.443266	1658020203.5678442	0	0.003311182688575464	-0.2289304404484166	False	0.001284584980237154	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADQ2	6087652.919150356	5952082.658072568	6415336.451734947	4756469.754286188	5204711.475076878	4830233.977718556	0	0.003339838927789973	0.31925727570309237	False	0.0013092885375494074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	23879380.41626307	20845288.271851707	20025415.760277987	2360082.274835824	2015157.2648052736	2148460.198456052	0	0.0034303216080831165	3.31111978764855	False	0.0013339920948616602	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P65294	4806030.785083064	5728022.000000001	5909959.403915931	120722.0751694668	95444.94282135296	61921.95710385033	3	0.003924012662071163	5.885871986355211	False	0.001358695652173913	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	13197145.548133146	15839709.896305673	13152439.483219448	120722.0751694668	95444.94282135296	61921.95710385033	3	0.004008549277863599	7.245186617227129	False	0.001383399209486166	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A800	800075910.4113721	835897136.7001096	816335485.7513163	883898713.8522292	900300079.868422	913379628.9639173	0	0.004119729624366554	-0.13752440107575528	False	0.001408102766798419	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8K1	52222835.41264552	51956424.5821664	56099367.14380391	62464065.964514434	62700190.51979221	66441390.35590912	0	0.0049485237407246255	-0.25755802201688077	False	0.0014328063241106721	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36999	7747475.899631218	7271448.986508969	7232601.871260661	9071608.99060662	8801464.627081098	9618188.796567813	0	0.00568148794343813	-0.30506882976243177	False	0.001457509881422925	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG63	1477039827.051469	1489138306.2809792	1448815764.3416066	1549754560.5217743	1597598215.6721876	1568581269.8961384	0	0.005802918194640057	-0.09513209807990453	False	0.0014822134387351778	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABA6	714223143.4890012	731147477.7281017	718019464.0236194	675327311.1571358	673601190.7013713	680861638.6391965	0	0.005889742872168091	0.0919632487794137	False	0.001506916996047431	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21156	31044435.73808132	31716032.134206668	29978715.581904333	27200844.464510407	27324290.61024056	25480702.698681265	0	0.005984983574576948	0.21307375144788493	False	0.0015316205533596838	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB38	27171269.481714223	25564986.965950824	24555123.964769542	31784626.514877845	30353030.38846828	33221603.194415238	0	0.00599086287300494	-0.3030655090414882	False	0.0015563241106719369	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7M6	1200596254.65792	1195657706.6161916	1172111101.3765304	1009985050.5626372	946131092.601808	926417281.5761982	0	0.006690665176170307	0.3079258812478142	False	0.0015810276679841897	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69783	3631789104.137812	3597173904.3552384	3672926638.6561866	3487293894.435365	3384482846.518772	3436045664.7644424	0	0.007341661227021641	0.08083863578310277	False	0.0016057312252964427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAD6	4648655.739512129	5126338.577500857	5440823.272738601	3245859.395114914	3467426.05889289	3121799.71348476	0	0.007585105453335834	0.6295624053273826	False	0.0016304347826086958	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAH8	1866356.2347790888	1777713.1934008575	1715950.48505682	1509544.1840136186	1445961.5482075843	1542207.8078726951	0	0.008141568808994302	0.2530465818860833	False	0.0016551383399209486	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACF4	903357470.4851074	885079242.1161671	911353620.8316692	974164477.499726	972322012.0166774	967327740.2900472	0	0.00823382099783042	-0.11006152985275348	False	0.0016798418972332019	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6R0	310410120.9372946	295945678.7224655	301996069.9734639	279348820.0255836	271942326.1886956	272225811.42613155	0	0.008339278028126266	0.14145290689324821	False	0.0017045454545454547	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09996	1060189.40305379	1018537.4585527296	1369927.668845882	120722.0751694668	517555.8264960638	61921.95710385033	2	0.00841143760704389	2.300194937931831	False	0.0017292490118577075	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9G6	109594225.38142648	105645543.98661774	109601282.23608956	114818528.96367012	116604565.36534432	118687584.3291796	0	0.008749672290852658	-0.10807710198632108	False	0.0017539525691699605	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9X9	974352348.3537244	991620847.2928336	965529161.6236326	874276604.7690176	914661790.2239563	874312397.3480116	0	0.008827965385264702	0.13845192653530847	False	0.0017786561264822136	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEP3	953584493.3000504	948603300.4942044	945162851.5116816	880803818.2566363	877876445.5706916	852494966.4857881	0	0.008922748298907454	0.12492089187394788	False	0.0018033596837944666	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28629	52256836.727261975	52877204.59438748	53007170.931934685	50959342.76577486	51200793.51124751	51404563.31023312	0	0.009264612821368388	0.042366771777068324	False	0.0018280632411067194	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADP9	147887784.6208836	150037337.43697065	154182447.31705332	140350152.9360518	139219669.33374402	136742044.8885938	0	0.009486809509679768	0.11900138832565237	False	0.0018527667984189723	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45578	616444240.7396255	640530609.4965062	625690273.9953767	565293657.0925189	582430916.0399814	590747631.0842105	0	0.009530070332145611	0.11495640537585067	False	0.0018774703557312255	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06987	35309891.3374805	35523820.69056932	33599708.87477668	39489528.56331013	37698455.1597781	38571024.21389073	0	0.009725120210260303	-0.1485409843183237	False	0.0019021739130434783	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A805	448964214.75529885	462802729.9451522	450854773.6158373	422030268.9786088	434840232.8795833	422822540.9656272	0	0.009996263498154528	0.09058731102384686	False	0.0019268774703557314	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P26616	310320605.4531184	297600923.0355457	307108117.54325545	286391078.2300816	281540071.3138629	273460960.1803911	0	0.010237781336393656	0.12104019691945353	False	0.0019515810276679842	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACU7	26055579.29989921	24181041.830334395	26181261.391131897	19947385.48612617	22409874.77997193	21070288.710206244	0	0.011031375701915123	0.2688006889747439	False	0.001976284584980237	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15082	4914546.446972786	5362671.110926427	4857128.279108103	6057140.918092515	5760118.725641694	6295721.152309054	0	0.011176947600194286	-0.25919766775110015	False	0.00200098814229249	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52614	1397943.8940993838	1446934.9999999993	1336263.3400139392	1859085.80074654	1657691.2497884275	1821091.0403433444	0	0.01156573542090968	-0.3523665322922157	False	0.0020256916996047435	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ7	293949984.1178521	249391106.7871842	256809261.5270148	368830292.6863184	348531450.03268844	352735099.5414694	0	0.01177290499890432	-0.41939834388669206	False	0.0020503952569169964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6M8	11246069059.13227	11393589123.553694	11333184646.378628	11021660088.0268	11087349153.594904	11128601879.16422	0	0.012152811955969588	0.031565251863123374	False	0.002075098814229249	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB55	50820743.94301111	48340342.815852	49123430.10220707	45847645.77644888	43696070.44873089	42680071.73601632	0	0.012177051720105098	0.16538621567314274	False	0.002099802371541502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA43	67023336.394006334	66408299.91382986	65975391.42477128	72994494.17425513	71124459.5427393	70450715.85746607	0	0.012560111119330588	-0.10572990306452082	False	0.002124505928853755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7S9	2706747946.6413083	2705645568.161369	2812652222.165053	2482118948.733125	2506001056.485023	2468895799.3599143	0	0.012769370579108189	0.14142530204691547	False	0.002149209486166008	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02930	872484615.2998583	859913814.3764149	866327859.4419538	914224989.6624104	941473255.0030956	946574219.6261922	0	0.013130158885425227	-0.10879254555065855	False	0.002173913043478261	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28635	421952363.162727	418510017.3406519	413729591.89076096	388993053.6351804	398288338.5193401	401900527.7147292	0	0.013485567296269287	0.07678875656166861	False	0.0021986166007905137	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75849	32055655.85803286	31285380.92291268	31038085.72122118	33938810.98408478	34127130.875520006	32858523.54231017	0	0.013740225881830844	-0.09673628179478694	False	0.002223320158102767	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	88103052.21937683	72321129.54425566	61167436.48487434	10514111.005138036	10583418.63595671	14164228.342748176	0	0.013822398493944767	2.6517270046741652	False	0.00224802371541502	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
Q46868	119592655.25476626	110618199.84442514	108957929.0532075	128316093.37223132	137293167.54935655	128971326.9817828	0	0.014110833207923248	-0.21831658618354563	False	0.002272727272727273	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADY1	729423506.8180735	743245805.8244321	730700756.0728173	767986357.4783603	765846324.8493372	769022887.3153615	0	0.014125491052110837	-0.06371210676201795	False	0.002297430830039526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADY7	1184369215.1542227	1287745974.5540383	1236393409.90282	1414625991.375162	1353703250.7482193	1420309547.8008406	0	0.014965516435382796	-0.17564236332898037	False	0.0023221343873517787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9F6	1252009.794156665	1203683.752618143	1224105.0660511812	945423.1734953304	1067697.2491221216	1011513.5879833612	0	0.015118706365931515	0.28286623025350316	False	0.0023468379446640315	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23871	31886424.442480505	31800586.016455986	32884222.789267164	30068806.395631507	30670914.437048864	30107659.96182873	0	0.015603678392038843	0.08814858040941034	False	0.0023715415019762848	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A858	2501727135.197828	2489445892.054122	2443511156.881326	2366345280.4319587	2376962906.530388	2297855308.6146846	0	0.015608246150658393	0.07845761743981466	False	0.002396245059288538	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09029	6853194.156360779	6056203.774632235	6274436.268477133	5533287.020312986	4890246.92654563	4985577.391548839	0	0.016424537820051426	0.3161074327774507	False	0.002420948616600791	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11557	90644287.72576614	90544099.93715556	89843004.00593665	97776635.4094237	98557581.25907788	101965804.16759583	0	0.016534745925952256	-0.1383041199202404	False	0.0024456521739130437	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8A0	48508138.170156	51290983.812459	49356896.420419775	44423743.36640065	43765215.90349346	46678913.83166402	0	0.017021039664058858	0.14527546659658197	False	0.0024703557312252965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C054	54453532.23246881	55257308.27877887	54846233.21492546	59423389.92519069	57951430.53407893	60382966.01966957	0	0.017099891888420413	-0.11132471270577846	False	0.0024950592885375497	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0CE47;P0CE48	53179086036.3459	54399709357.1526	52540354597.67872	56003454107.77106	56870725903.39533	56306372900.23121	0	0.01749940330164866	-0.07941787987026987	False	0.0025197628458498026	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25740	6019678.263016083	6144278.183156636	5877909.119215614	6579239.408187512	6832744.938956228	7109999.056863223	0	0.017705436007696907	-0.18582164705564982	False	0.0025444664031620554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45748	52322570.60914591	51052095.867535576	52067690.84606013	54207622.137884766	53883164.967996106	53512357.57581243	0	0.018224455000449242	-0.056075587139516915	False	0.002569169960474308	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A763	237084628.66529748	230651342.5879973	243297041.19577056	254355521.7671836	259180371.5841777	258837361.8132248	0	0.018239013660415256	-0.11938166512180547	False	0.0025938735177865615	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6T9	44573089.49940913	43290932.82032465	44545778.39929511	41341179.68801697	40473485.156638354	42371672.546356216	0	0.01887252436937651	0.09250345031197568	False	0.0026185770750988147	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFI7	105409925.54798092	100434495.08909874	105130937.37262192	113570880.7250854	112421519.29700002	109162940.36091724	0	0.019416301764176174	-0.10802965768259246	False	0.0026432806324110675	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
