protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P22255	97578086.5691206	98388512.96681654	95245176.33184578	99270946.19537903	95451320.829617	100584529.74439776	0	0.49966716498540026	-0.02014586620994716	False	0.02804037419990153	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAS0	3528971.8003135067	2218571.398136648	1751844.0798815277	3284133.214417581	2872931.182046532	2669071.79317083	0	0.5000298691236069	-0.2350092805960231	False	0.028064992614475627	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGL5	1824172.7972628851	1566361.664915044	1596349.8643161298	1566547.4112008829	1804130.9878971416	1085354.065909528	0	0.500082911620355	0.16237899563189542	False	0.028089611029049732	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76558	79352247.59627806	79438937.76654996	75192626.71289538	76653440.98660883	77796378.93543212	76035942.2901266	0	0.5012469851050816	0.02173108805646091	False	0.02811422944362383	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30749	23438807.15623601	21806668.35685484	23848874.25369208	22257076.132840514	24921251.03210788	24159882.21556876	0	0.5015340068046598	-0.04610726584111954	False	0.028138847858197934	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P66817	20891516.624937054	20893174.34874245	18961917.283878934	19256849.727341518	20179571.70475644	19692639.689176388	0	0.5016250314589861	0.03893648964294449	False	0.028163466272772036	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75915	146035222.49863386	149967828.41908395	154450300.21835023	151811271.92909676	150831006.56462333	153869040.26002726	0	0.5019467803795257	-0.019272922323437365	False	0.028188084687346134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P05719	25059935.75899937	24669907.84265534	23746714.92665999	24704937.03954756	20283450.31918838	24823619.320513915	0	0.5030579010540291	0.07380887459286198	False	0.02821270310192024	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23917	8892509.88156799	7969783.94334179	8706455.794871548	9219777.427995369	8856200.062294638	8334216.925952542	0	0.5031481006782157	-0.04671331115253175	False	0.02823732151649434	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8G9	54044707.941434205	50407040.80361377	50638062.09938081	54494063.48236994	50091069.65018892	54740622.1998722	0	0.503975157447479	-0.03887559360067878	False	0.02826193993106844	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36649	106587.48698987404	3789183.9898773856	3757687.6012390326	47927.32449664492	93273.87499999993	3720475.666097093	3	0.5042759592979056	0.9868844909393779	False	0.028286558345642542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADK0	215392833.54811892	221833276.7722674	222231532.858898	222008387.62131888	209858211.5423441	218149692.47266883	0	0.504371960427782	0.020804120987406274	False	0.028311176760216644	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A998	448403317.228855	471053816.12778026	457522470.1986304	465288783.6264066	466315011.3436839	461400444.1736201	0	0.5047619744368481	-0.016692458527307018	False	0.028335795174790745	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6D3	97122811.11688602	105214022.93736628	100474963.2895532	96129520.3727648	101340036.09617656	99114543.7548532	0	0.5048680021242343	0.02998015538798289	False	0.028360413589364846	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30859	56031248.006909214	55273169.374819145	58354943.194116734	55672320.294752695	58214262.36620244	58646225.53645805	0	0.505687789600035	-0.024229695785695497	False	0.028385032003938947	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9S1	3732976.508891049	3986612.5455720257	45135.529915888896	3151167.231119117	3762445.341444695	3937032.495589091	1	0.50575527231107	-0.482774154997402	False	0.02840965041851305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGB6	48163042.52021612	48526423.26544679	51416642.620535776	49237440.47185424	50859304.44988308	50605955.48798849	0	0.5065893668649749	-0.025074124945804074	False	0.02843426883308715	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P03817	37228205.529454574	40253129.44506578	41554142.70721679	36834908.14443697	38863376.0	39887961.56449784	0	0.5075396386625872	0.042421889434599354	False	0.02845888724766125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13036	1166896.7173010216	143982.51540525525	1103441.064351513	1153878.0446010542	93273.87499999993	117849.03360117222	3	0.5077591394605563	0.8227151260750128	False	0.028483505662235353	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AES2	26318340.65693242	26464308.20739462	28807487.670868557	27876261.24849928	27858170.161478527	27784990.963487893	0	0.5088974487115422	-0.03371697940861386	False	0.028508124076809457	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30744	101966875.6529016	95633626.6788128	103141000.31777088	98854726.9465903	102279479.05515715	106644348.73941047	0	0.509569778558538	-0.03336873658557881	False	0.028532742491383555	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEB2	511564753.4318605	503840298.127139	504267285.892574	514811223.2751736	496175500.2505639	491219511.9996933	0	0.5102159380924265	0.016677400252406226	False	0.028557360905957656	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFF2	5474547.721688064	5022298.530963786	6679939.028303509	6140832.96788845	6536368.660363587	5725011.56233004	0	0.5121931124319666	-0.09941923189684662	False	0.02858197932053176	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76344	185679.49067957132	247017.75925417824	160417.35762646364	223192.11262251667	93273.87499999993	176605.06919333176	1	0.5127772070747862	0.26651533435111285	False	0.02860659773510586	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63183	106587.48698987404	3186960.592297567	2296970.52971959	2982553.9971595467	2205502.903377361	2585319.436643234	1	0.5131902478746903	-0.4755592419438149	False	0.028631216149679964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31979	466426966.2855129	472979761.9330458	468040740.7073189	465168688.2359204	471368909.1166927	484861245.1813471	0	0.5147383127221165	-0.014230352936308428	False	0.028655834564254065	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A953	808709742.8791188	815351123.3338734	813593362.6975831	793862367.052381	822744431.1446884	800293857.8203217	0	0.5149266544960035	0.012335326228217565	False	0.028680452978828163	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00803	28937929.28839904	28767706.2413773	28649641.213151813	29056693.138685904	28326430.761293475	30405147.31437249	0	0.515785571750269	-0.02374386770714528	False	0.028705071393402268	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG40	51078173.70379964	47590542.540366456	51748243.12268171	51057365.88964613	49328060.89369005	45622395.56857103	0	0.5161061040466962	0.04292157526536762	False	0.028729689807976366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P38506	4921863.709961477	3900311.341085849	5446943.320217409	5404090.318107068	5631663.03661568	4467807.304936985	0	0.5173044002022259	-0.11970339379596667	False	0.02875430822255047	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE60	7919360.950237645	10944500.138791457	10282034.459181748	7318356.937017863	9145189.27000049	10075519.893104415	0	0.5175961727734191	0.13517512743998947	False	0.02877892663712457	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC30	25201598.107876174	26532542.846059803	26662845.93686748	25264873.47390968	27489278.77440759	27560322.5018832	0	0.5181330224741293	-0.03486181534277117	False	0.02880354505169867	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06721	2950328.607904645	3313613.7664381857	3966187.4555405295	3561568.0692722127	2172737.4910004586	3365339.235373516	0	0.5181361559929726	0.16894231837759519	False	0.028828163466272774	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACJ8	491692884.3480834	517156152.55523497	508943928.7152502	498190035.4999095	506719326.0755876	494581789.7742928	0	0.5187151449367448	0.017502004775236633	False	0.028852781880846876	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A814	106587.48698987404	854173.9993362087	45135.529915888896	761993.2212257297	868006.5624999995	117849.03360117222	3	0.5192810306473793	-0.7970977927177937	False	0.028877400295420977	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P42632	75904353.72898631	79864991.13239032	80018849.3764409	78633277.47836867	76833669.81244537	77087381.9587231	0	0.5194926885694728	0.019923687883666275	False	0.028902018709995078	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P19926	52993256.23904	55329361.42200196	56444649.75326763	54332785.54235936	56653471.31197783	56462173.11402833	0	0.5206048260554115	-0.023287183210051365	False	0.02892663712456918	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75830	443328.2215566904	515194.48335145065	45135.529915888896	47927.32449664492	437845.3230715162	117849.03360117222	3	0.5210944119035622	0.7335515558420421	False	0.02895125553914328	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37613	47109519.0729683	42175674.7626296	48069376.89506859	49875020.54461034	44357262.38669481	48297849.20628685	0	0.5213377676407442	-0.05336203049169416	False	0.028975873953717382	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23894	22524325.713632632	24737522.47716216	23203310.142502077	25792567.12727132	23126769.21525441	23739828.410825703	0	0.5216293827703147	-0.04423469169827869	False	0.029000492368291483	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13024	82971646.43977986	88230806.19745427	82767332.56815426	85448238.7449553	82285347.21790674	81672567.46616253	0	0.5217025282268636	0.026159809480983915	False	0.029025110782865585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG00	30146846.06177277	30709506.665449493	28609465.38408517	30554027.104718897	29507350.90382161	26296316.791530278	0	0.5217026445437144	0.05101184914319477	False	0.029049729197439686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9I8	37031937.28125952	33468247.025461227	38191750.964188665	37933058.8691216	36993899.42663783	37068137.81919486	0	0.5219280036058763	-0.04319066376291867	False	0.029074347612013787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P03007	5500496.657135022	3791297.678842848	5193237.350682331	3465509.6169334217	4988855.275108748	4567147.226039803	0	0.5221648763313114	0.1536658499343817	False	0.02909896602658789	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31475	29628239.69192662	28958636.66404908	28050369.00917937	29942074.12106644	28246177.722461294	30000161.00860983	0	0.5222961012675433	-0.025601738224358874	False	0.029123584441161993	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64540	37057149.25023236	38781937.13246988	37749934.97156486	41644692.94501232	37876813.251417	37289828.98937104	0	0.5224339239553608	-0.04035687612221793	False	0.02914820285573609	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABU7	101176156.51505084	107847924.7090686	103275472.58093268	96298564.03827284	103675792.28067791	105174387.36279485	0	0.5229483214008467	0.03341785737411465	False	0.029172821270310192	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P03018	35096054.132928535	30563488.493619885	36302676.93537699	34534268.04373231	36336673.32539103	35173133.40903137	0	0.5230787129125695	-0.05662932832625868	False	0.029197439684884297	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P05458	30667653.521316327	30861150.977000147	30438884.267740782	29093696.20463011	29957212.064311348	31379876.127117835	0	0.5241930887928963	0.02431310692011843	False	0.029222058099458395	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75828	8762700.6238813	12828940.647032056	45135.529915888896	11904407.070695318	11377223.87741462	7240542.380094111	1	0.5248428560777703	-0.4963720937924705	False	0.0292466765140325	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00864	850162333.7601206	800052453.609576	805453881.7799923	827677386.7806312	831741275.301396	832632203.8769671	0	0.5252762651289756	-0.02121759756692894	False	0.029271294928606598	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39176	6912546.82071706	4802450.060566523	6962770.992102653	5648576.9564841	5779830.558487062	5620158.2559585655	0	0.5254667035602313	0.13167167692069134	False	0.0292959133431807	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7X3	1137487571.5989263	1083689092.9472969	1101354690.4616673	1060409819.2305498	1106661939.0261934	1108873901.873593	0	0.5257259567687883	0.02037138798004733	False	0.029320531757754804	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGG8	150775889.15143302	150705688.8455162	143734903.28957224	150171591.0978531	145983674.65543357	142276772.12884328	0	0.5265593708220115	0.022153774888253115	False	0.0293451501723289	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07003	38908462.66489425	39103434.905482896	34536679.279883064	36514541.66999266	39580167.61960012	40430624.124994464	0	0.5270310931141072	-0.0500958264992454	False	0.029369768586903006	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17115	20464153.524854165	22895035.58716641	23871315.650470026	21799853.60694065	23626827.41389135	24487929.95371024	0	0.5270363248319639	-0.056478004765165186	False	0.029394387001477108	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADK8	92178788.506129	105827497.55069576	107926430.14788038	102047096.65789816	105084901.8992576	110666481.8342437	0	0.5274461548160175	-0.05489783038405972	False	0.029419005416051205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFY8	458035499.18819535	475416475.6495999	463385785.72607815	442986736.1305573	457632994.8650655	474214287.02369225	0	0.5282302024503119	0.022907010432077515	False	0.02944362383062531	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76055	17949766.45468413	21312352.75812906	17717325.283194613	21978847.429796424	18691381.2066265	19473711.64711805	0	0.5286173997035489	-0.07797783144535174	False	0.02946824224519941	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABQ2	13951930.57579233	13098439.48807842	12614903.932121376	12939247.252106838	13194355.803993892	12614000.899870766	0	0.5290289578976379	0.033769413835194405	False	0.029492860659773513	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13033	8564121.331879199	7486453.538985504	7168447.978564998	8627612.89655203	8077903.653491215	7591637.315176026	0	0.5296198280577131	-0.0654800694118973	False	0.029517479074347614	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32144	106587.48698987404	3069909.487448529	4753791.742864027	2742957.768792153	4235859.339655762	4078533.4453249	1	0.5309996724673783	-0.4795604474788671	False	0.029542097488921712	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02919	103073798.9449675	100418982.15910888	99346804.37729308	101834439.52657092	101930438.11878936	101572645.0224142	0	0.5311270430109178	-0.011851093399535302	False	0.029566715903495817	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE67	14688554.10140245	15548383.830626355	14621636.120155277	16169380.762987806	15636882.61554072	14351418.925979313	0	0.5313123516071331	-0.041187023092728016	False	0.029591334318069918	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P03841	84592830.34017861	80392287.25974566	80751735.05028883	81178897.17262596	85359888.68675327	82913502.4603347	0	0.5318859872118261	-0.021649671859396948	False	0.02961595273264402	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60869	608396.4759199076	845442.8458839589	976814.4633300848	800263.2033702664	797271.7022209299	554182.8057917701	0	0.531951695989364	0.17585559499791867	False	0.02964057114721812	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6W0	2578261.2621254623	3153127.915398273	2987124.2666767994	2633932.628560355	3300803.04361598	3386834.826432759	0	0.53383320887331	-0.09649087236620425	False	0.029665189561792222	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABB4	3522578665.781973	3472336882.0234256	3393176056.600305	3487811375.0448656	3413127355.2653813	3388827150.8595195	0	0.5342267236554189	0.0137204836216827	False	0.029689807976366323	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9W0	7459362.1537758	7589461.9390942	7342438.019299143	7540760.407329304	8711827.398727855	7175989.046445971	0	0.5344861386350551	-0.06533347183405956	False	0.029714426390940425	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P46859	5515911.140036485	143982.51540525525	45135.529915888896	47927.32449664492	5535355.84865281	5303420.848783369	3	0.5345772334610929	-0.9322610683933009	False	0.02973904480551453	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P16681	1758798.6047670436	143982.51540525525	45135.529915888896	2020251.6100077848	1413419.0000000014	117849.03360117222	3	0.5355158308553699	-0.8665045180639173	False	0.029763663220088627	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23305	16158639.52372341	11056231.31420803	15275625.507539256	16469777.416566992	15639800.31549898	14033664.525548786	0	0.5355353703144652	-0.11897918228870308	False	0.02978828163466273	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9A6	809128449.0214591	755281700.6766953	763220306.7554129	775660393.7291026	758386211.6792678	755249521.1888486	0	0.5357134664526219	0.0239579371844347	False	0.02981290004923683	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17854	103323692.0842382	106331223.67479108	112719884.06348112	109294795.31699388	109103522.62187244	110078991.25641504	0	0.5397961057557081	-0.027054742228896186	False	0.02983751846381093	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45464	169639013.2595171	175404903.42347497	176604638.9788357	171195950.67046702	172488617.64844057	173184273.17696851	0	0.5402986162013081	0.013279928930704728	False	0.029862136878385036	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABX8	29654322.750251263	30018280.88042929	28616900.193873998	28512551.19335796	28214105.65825836	30103209.14259076	0	0.5404442905319184	0.02405057795602903	False	0.029886755292959134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11875	380844722.0028689	393281781.553568	386121968.8528027	387428717.024102	394716017.634676	386969136.6725874	0	0.5420155379071901	-0.010981656718741175	False	0.029911373707533235	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A894	25086817.976145376	24416916.196786992	23921071.85964777	25165181.18380377	22525769.37905516	23997520.731289167	0	0.5421088135581545	0.03452642129047634	False	0.02993599212210734	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39393	8858609.272005128	7929404.432968921	9097622.467909994	10040473.564511877	7768357.04587329	9708554.421408769	0	0.5428353950369872	-0.08819160298508982	False	0.029960610536681438	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF26	4672802.731679395	5379084.369065151	5346663.839642471	3518536.3737131283	6015569.056455515	9954060.189793795	0	0.5432333296253543	-0.3398037046764952	False	0.029985228951255542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06968	172963769.07412848	180895961.09915864	182345939.34756768	182566723.39330655	177421118.36428782	183171847.9530712	0	0.5438760702869523	-0.018589941155374694	False	0.030009847365829644	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25437	101022794.94917244	89889583.81040443	99378498.126362	94485549.16113274	94167489.76646252	94093381.6861432	0	0.5439583109864143	0.03799047164352881	False	0.03003446578040374	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A763	249436645.0486617	254739684.6879584	261179206.33439797	238063254.9784584	257548776.09418115	255401278.57581425	0	0.5442564669474412	0.027291613169490254	False	0.030059084194977846	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21338	14276823.987484954	12923611.166944524	11655669.040318012	14369324.720402043	11355254.126058146	10181938.948338144	0	0.5445759982987443	0.11389551256558614	False	0.030083702609551944	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABQ4	73414714.96157223	72773988.2660333	68834058.80826928	70849224.92918205	71646664.67264466	69257692.91117343	0	0.5449056682875713	0.022103012031747984	False	0.03010832102412605	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77257	106587.48698987404	143982.51540525525	8547980.274475738	47927.32449664492	7886079.113423618	8637926.643330809	3	0.5455031544394002	-0.9134041618495352	False	0.03013293943870015	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62672	8797196.954042958	10958972.769054364	10447186.617092658	9381068.119336028	9378092.956210874	10009452.213919938	0	0.5464642135648964	0.07021319589919675	False	0.030157557853274248	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64451	22088288.50683346	20255060.42384333	20787747.1554614	22538525.69330568	21677501.87813935	20499252.555157464	0	0.5472224386039602	-0.035755592181743096	False	0.030182176267848353	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P38051	1456891.170354381	1689013.6198412231	1578252.4405562205	1614498.9054902382	1829757.6040305067	117849.03360117222	1	0.5473677373799397	0.40732671843262375	False	0.030206794682422454	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H7	72816488.0826495	70063830.65628129	73696961.34822941	74447350.4627224	73062438.72624767	71739068.59995028	0	0.5476231949182974	-0.017687420940044322	False	0.030231413096996555	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37765	93024513.2699692	95706418.45569946	97015839.93046372	93444864.24530885	93891594.45741709	95678459.77117024	0	0.5477196248036226	0.013859095701343072	False	0.030256031511570657	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI5	471194623.2748895	468990826.1003317	469360456.72670907	477783873.5205379	459862866.3880769	491528347.7829189	0	0.5497337432365375	-0.01995220690017197	False	0.030280649926144758	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60472	9588736.306485074	10994761.588571956	8423968.78858643	9247297.291991554	9162600.270043183	9011589.10846772	0	0.5511112017862314	0.08111751607246043	False	0.03030526834071886	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77737	7666015.389482691	7496205.866410148	7367892.684403201	7864457.773279575	8209679.564854813	7137319.584169288	0	0.5516311314291844	-0.04298247005679388	False	0.03032988675529296	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33650	15500107.273632178	15228622.006735094	15527333.555014417	14440438.431748226	15549158.655368697	15492138.084247349	0	0.5525841733403551	0.024355178256414207	False	0.030354505169867062	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25535	33877758.65983432	36004328.96042614	36237699.76331274	34646811.55793229	35653040.429519705	38571018.68872581	0	0.5530215580875002	-0.03692431023538225	False	0.030379123584441163	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08997	7471326.504621884	7624727.375978573	6576130.731863402	7622813.614173814	7081308.323665042	7724268.803759116	0	0.5534498007853521	-0.049481521227323834	False	0.030403741999015264	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A720	32085195.728262905	35223273.23498479	33798746.1054157	33596392.8762709	34030562.47068169	35629673.087754145	0	0.5540427245819539	-0.0303484442280231	False	0.030428360413589366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06710	17651395.415559664	18794464.882498797	18251342.94053708	18484308.36021723	19812718.86740022	17760579.939908635	0	0.5541239294561148	-0.035443096456464124	False	0.030452978828163467	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ4	2306770857.4610925	2332703845.3343263	2285815831.8918467	2183747587.17177	2341367280.292533	2299774881.862918	0	0.5568006004645767	0.021068856766031117	False	0.03047759724273757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30178	6933182.063066675	6319350.843291639	7496816.977206339	8390618.012988387	7284412.132652162	6389582.0413663285	0	0.5571189151910974	-0.08866825557832998	False	0.03050221565731167	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39407	6542461.609231901	6278837.627458745	6908358.154399397	6984567.632039913	6563430.971205521	6617136.766916055	0	0.557901133771387	-0.03149718707282878	False	0.03052683407188577	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACL9	25970234.93970273	22314047.61632773	21666309.319762904	27381030.99978965	22531096.96601156	23820976.94572331	0	0.5580291920913341	-0.0759762457660547	False	0.030551452486459876	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04951	122977892.79386698	123957651.43388534	123835272.19763982	124743847.83849142	127249156.82947104	121980026.58607893	0	0.5580501897196353	-0.01240654202940943	False	0.030576070901033973	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9X1	106587.48698987404	1069848.7193023288	45135.529915888896	908960.3484146452	93273.87499999993	1080405.3851899416	3	0.5588094690997372	-0.7696746214438367	False	0.030600689315608078	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27434	182637779.4669999	187745450.5833611	187217809.37068912	174967189.59925628	184721440.29416463	188991727.37463143	0	0.5590295094550786	0.02326732221365737	False	0.030625307730182176	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27240	228060.91488207944	143982.51540525525	325140.1946395434	47927.32449664492	334997.9375000003	117849.03360117222	3	0.5593725687078613	0.47737817299717483	False	0.030649926144756277	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31572	106587.48698987404	323645.1604334364	338201.111576202	47927.32449664492	93273.87499999993	380664.1015955119	3	0.5599725687175082	0.5582434210670174	False	0.030674544559330382	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75870	1049159.07180475	1063971.377205321	1026903.1781906151	47927.32449664492	1125044.7499999993	1196045.8037242903	1	0.5605650494167893	0.4064909231098661	False	0.03069916297390448	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C037	41553852.16283479	46922592.55343748	49234526.4764507	48842436.80132007	45579949.4048264	48200719.64795181	0	0.5609360178468569	-0.050564225480209	False	0.030723781388478585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36999	7343991.332915041	8371944.180809325	7792299.413022315	8946549.2559841	7577185.735514447	7951379.101012083	0	0.5614667071511562	-0.05814936415924598	False	0.030748399803052686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGD7	215657692.7062144	207089790.4282258	218409739.0356865	209804741.7621677	213907203.45828235	210187429.24177983	0	0.5619678283148449	0.01642432816539448	False	0.030773018217626784	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFI2	111396937.91490224	112449507.5223668	109834504.05491124	107061701.66762388	112949316.53486864	110010731.90918684	0	0.5626719181073669	0.015908214002991854	False	0.03079763663220089	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
