Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		2	2.0	122491.0	990703.0	204132.0	906401.0	122915.0	920457.0	3	3.094443913925966e-05	-2.6479318661899147	False	2.6164311878597596e-05	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		3	3.0	122491.0	2521580.0	204132.0	2529750.0	122915.0	2549100.0	3	3.718171769951133e-05	-4.079566063620785	False	5.232862375719519e-05	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	13	13.0	74242600.0	62087300.0	75025600.0	63401900.0	74660000.0	63022500.0	0	7.582020697847891e-05	0.2483821555643308	False	7.84929356357928e-05	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	621481000.0	698700000.0	624342000.0	693633000.0	613692000.0	686652000.0	0	0.00010753066788996605	-0.16095296343478296	False	0.00010465724751439038	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	13045500.0	15177600.0	12919500.0	15581700.0	13270400.0	15345800.0	0	0.00013932125828748404	-0.23277043746196063	False	0.00013082155939298797	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		3	3.0	122491.0	4543820.0	204132.0	4857750.0	122915.0	4691520.0	3	0.000140448382029368	-4.970401082527145	False	0.0001569858712715856	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		1	1.0	122491.0	791735.0	204132.0	724632.0	122915.0	838559.0	3	0.0001522734898967993	-2.389166747240073	False	0.00018315018315018318	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8.0	1298360000.0	1168450000.0	1304870000.0	1145110000.0	1318290000.0	1171850000.0	0	0.00028523953115985125	0.1700845833350342	False	0.00020931449502878077	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11.0	128600000.0	116714000.0	131238000.0	113593000.0	130472000.0	116541000.0	0	0.0004833879303796819	0.17031686033343907	False	0.00023547880690737836	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7K2	RL7_ECOLI	rplL	50S ribosomal protein L7/L12	13	13.0	2851670000.0	2563810000.0	2850630000.0	2604620000.0	2799360000.0	2574830000.0	0	0.0005027804511904673	0.13480347840977674	False	0.00026164311878597594	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		1	1.0	122491.0	2709370.0	204132.0	2912670.0	122915.0	3038510.0	3	0.0005756237571916506	-4.267943669377829	False	0.00028780743066457356	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		3	3.0	122491.0	1512610.0	204132.0	1536220.0	122915.0	1724470.0	3	0.0005956550032959068	-3.4084720332540073	False	0.0003139717425431712	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P76491	YFBR_ECOLI	yfbR	5'-nucleotidase YfbR	1	1.0	1049120.0	1608940.0	1030460.0	1726320.0	1170710.0	1688020.0	0	0.0005999729524021796	-0.6280612485678695	False	0.00034013605442176874	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADT2	YGIB_ECOLI	ygiB	UPF0441 protein YgiB	2	2.0	814109.0	1935100.0	1085690.0	2193630.0	941610.0	1983960.0	0	0.0006139007913565318	-1.1052008920243157	False	0.00036630036630036635	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
