Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16083ups|NQO2_HUMAN_UPS	4.736333263978306e-08	1.746215553332238	7.324557746822579	up	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide	True	True	2.538071065989848e-05	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P55957ups|BID_HUMAN_UPS	2.0441535900721047e-07	1.9186176619346291	6.689486476044757	up	BH3-interacting	BH3-interacting	True	True	5.076142131979696e-05	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P02768ups|ALBU_HUMAN_UPS	2.2753562601681525e-07	1.940373094395408	6.642950594737919	up	Serum	Serum	True	True	7.614213197969545e-05	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P09211ups|GSTP1_HUMAN_UPS	4.427921677239147e-07	2.0260597414959562	6.353800069691165	up	Glutathione	Glutathione	True	True	0.00010152284263959392	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P01008ups|ANT3_HUMAN_UPS	1.4996082322027249e-06	1.8615675191080854	5.824022184154458	up	Antithrombin-III	Antithrombin-III	True	True	0.0001269035532994924	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P12081ups|SYHC_HUMAN_UPS	1.7184968592203178e-06	1.9272125579857153	5.76485125725648	up	Histidyl-tRNA	Histidyl-tRNA	True	True	0.0001522842639593909	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P10636-8ups|TAU_HUMAN_UPS	2.1638874890306715e-06	2.1337880850976347	5.66476532404764	up	Microtubule-associated	Microtubule-associated	True	True	0.00017766497461928937	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P01127ups|PDGFB_HUMAN_UPS	2.668888523794396e-06	1.9190732014549035	5.57366956578238	up	Platelet-derived	Platelet-derived	True	True	0.00020304568527918784	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P00918ups|CAH2_HUMAN_UPS	3.0866294381209517e-06	1.9846939081012067	5.510515506131511	up	Carbonic	Carbonic	True	True	0.0002284263959390863	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P02788ups|TRFL_HUMAN_UPS	3.2286391649442796e-06	1.9619231357000473	5.490980489337185	up	Lactotransferrin	Lactotransferrin	True	True	0.0002538071065989848	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P15559ups|NQO1_HUMAN_UPS	3.99405165353387e-06	2.0733196184911193	5.398586322865499	up	NAD(P)H	NAD(P)H	True	True	0.00027918781725888326	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
O00762ups|UBE2C_HUMAN_UPS	4.9043802093997e-06	2.4561758403995775	5.30941586874177	up	Ubiquitin-conjugating	Ubiquitin-conjugating	True	True	0.0003045685279187818	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
Q15843ups|NEDD8_HUMAN_UPS	5.4257443186285734e-06	2.1051332674498227	5.265540675673027	up	NEDD8	NEDD8	True	True	0.0003299492385786802	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P06732ups|KCRM_HUMAN_UPS	5.621962301072531e-06	1.9764488266168918	5.25011207094684	up	Creatine	Creatine	True	True	0.00035532994923857873	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P68871ups|HBB_HUMAN_UPS	6.468687500347996e-06	1.4201999891445745	5.189183828941847	up	Hemoglobin	Hemoglobin	True	True	0.00038071065989847715	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P63279ups|UBC9_HUMAN_UPS	6.619047921786484e-06	1.8701134373239796	5.179204474616269	up	SUMO-conjugating	SUMO-conjugating	True	True	0.0004060913705583757	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P08758ups|ANXA5_HUMAN_UPS	6.999641062001575e-06	1.9640752609538232	5.15492422981272	up	Annexin	Annexin	True	True	0.00043147208121827415	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P01579ups|IFNG_HUMAN_UPS	7.73966362712785e-06	1.8923358326481612	5.111277913743035	up	Interferon	Interferon	True	True	0.0004568527918781726	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P02144ups|MYG_HUMAN_UPS	1.024247868066865e-05	1.9597485014016058	4.989594931341391	up	Myoglobin	Myoglobin	True	True	0.0004822335025380711	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P04040ups|CATA_HUMAN_UPS	1.2781877453580975e-05	2.01698998000602	4.893405350571588	up	Catalase	Catalase	True	True	0.0005076142131979696	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P08263ups|GSTA1_HUMAN_UPS	1.3414505671295634e-05	1.902427654836103	4.8724253265838495	up	Glutathione	Glutathione	True	True	0.0005329949238578681	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
O76070ups|SYUG_HUMAN_UPS	1.662294872933457e-05	1.88576215054173	4.779291934626023	up	Gamma-synuclein	Gamma-synuclein	True	True	0.0005583756345177665	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P41159ups|LEP_HUMAN_UPS	1.9606564375760713e-05	1.9239113148331803	4.707598500333646	up	Leptin	Leptin	True	True	0.000583756345177665	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P06396ups|GELS_HUMAN_UPS	2.301181442451807e-05	2.0123592846791922	4.638049136938071	up	Gelsolin	Gelsolin	True	True	0.0006091370558375636	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P05413ups|FABPH_HUMAN_UPS	2.471893913908683e-05	1.642027623162548	4.60697017176797	up	Fatty	Fatty	True	True	0.0006345177664974619	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P01112ups|RASH_HUMAN_UPS	4.659977402424248e-05	1.7716144978085602	4.331616189324216	up	GTPase	GTPase	True	False	0.0006598984771573604	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
Q06830ups|PRDX1_HUMAN_UPS	6.0511301679734075e-05	1.7303830289677897	4.218163504706882	up	Peroxiredoxin	Peroxiredoxin	True	False	0.0006852791878172589	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P02787ups|TRFE_HUMAN_UPS	6.300727403810794e-05	1.9271872776331058	4.200609309399582	up	Serotransferrin	Serotransferrin	True	False	0.0007106598984771575	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
P01375ups|TNFA_HUMAN_UPS	8.090822206221479e-05	2.3093418430753694	4.092007342234357	up	Tumor	Tumor	True	False	0.0007360406091370559	True		False	False	False	True	diann231	AlphaPeptStats	mean	1.0
