Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	7	7.0	13610200.0	10460600.0	13326300.0	12862500.0	13057700.0	13347600.0	0	0.33982718079695956	-0.12516298840829934	False	0.020693222969477496	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16.0	101669000.0	109724000.0	100716000.0	100484000.0	99219100.0	102027000.0	0	0.34028201219791043	0.0499762246558065	False	0.020719089498189344	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13.0	30752000.0	36105900.0	30236800.0	31295200.0	30919200.0	30798200.0	0	0.3406832802451649	0.09552229622646297	False	0.02074495602690119	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7E5	PYRG_ECOLI	pyrG	CTP synthase	20	20.0	84637100.0	78236400.0	87032500.0	85018900.0	87352400.0	86389800.0	0	0.3415842349775969	-0.05319604830793865	False	0.02077082255561304	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15.0	25485500.0	26063600.0	26823300.0	25581100.0	25976900.0	25041600.0	0	0.34167460052069437	-0.029779939330228232	False	0.020796689084324884	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10.0	26019100.0	25861000.0	25670200.0	25503000.0	25695700.0	24443900.0	0	0.34173648338312346	-0.029705746612972997	False	0.020822555613036732	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3.0	89463000.0	88697200.0	85923100.0	90647800.0	89433600.0	89918400.0	0	0.341874682685216	0.0240076942856219	False	0.02084842214174858	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	2	2.0	1202810.0	1475480.0	1493330.0	1309730.0	952151.0	1443740.0	0	0.34193837507984365	0.21307869478401406	False	0.020874288670460425	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77173	ZIPA_ECOLI	zipA	Cell division protein ZipA	5	5.0	11198000.0	5105760.0	10679800.0	10526900.0	10206200.0	10040300.0	0	0.3420417925995651	-0.3216043746858518	False	0.020900155199172273	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76243	YEAO_ECOLI	yeaO	Uncharacterized protein YeaO	4	4.0	9786750.0	10889400.0	9461700.0	9584070.0	9724240.0	9941430.0	0	0.34207570128880255	0.07008462146358047	False	0.02092602172788412	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2.0	38243400.0	38720700.0	38038800.0	36393100.0	37875100.0	35458600.0	0	0.34285660610175867	-0.046031799222585566	False	0.020951888256595965	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	26	26.0	80361500.0	77065300.0	78932400.0	79408600.0	80097100.0	79729900.0	0	0.3434609553792254	-0.01933673989208984	False	0.020977754785307813	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30.0	228162000.0	210158000.0	224369000.0	222388000.0	220692000.0	224127000.0	0	0.344085615807222	-0.03590932766499232	False	0.021003621314019658	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEM9	FLIY_ECOLI	fliY	Cystine-binding periplasmic protein	20	20.0	59591000.0	60022300.0	62463800.0	59890500.0	60533600.0	59562200.0	0	0.344089734542892	-0.024812214964074285	False	0.02102948784273151	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1.0	106840000.0	81176400.0	107649000.0	104371000.0	101337000.0	102820000.0	0	0.3458517396872647	-0.13122186744592493	False	0.021055354371443354	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22333	ADD_ECOLI	add	Adenosine deaminase	13	13.0	74214000.0	70622000.0	73769400.0	73322000.0	70480800.0	68985400.0	0	0.3460103388235743	-0.03702172074115765	False	0.021081220900155198	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33.0	230709000.0	236287000.0	227343000.0	233345000.0	234465000.0	231127000.0	0	0.3460438054784516	0.017068881154958776	False	0.02110708742886705	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	10	10.0	42328800.0	48412000.0	42983200.0	42217900.0	42269200.0	43744800.0	0	0.34792968704178684	0.07484578043991125	False	0.021132953957578894	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	7	7.0	44818200.0	42966600.0	42755000.0	43816300.0	44837600.0	43089800.0	0	0.3480182425632124	-0.027922599686316735	False	0.021158820486290742	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6.0	45172700.0	42370700.0	43386500.0	43621300.0	43089600.0	43195000.0	0	0.34861152690197905	-0.027233471131866138	False	0.021184687015002587	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11.0	23894900.0	21658000.0	25332700.0	24482800.0	23154800.0	22921300.0	0	0.3493564519737708	-0.06774474079065423	False	0.021210553543714435	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20.0	27206700.0	26350200.0	26369800.0	29339500.0	26977100.0	28003900.0	0	0.34996440687164676	0.05516823947692314	False	0.021236420072426283	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9.0	67661200.0	67416900.0	71029600.0	67723600.0	68739400.0	68664400.0	0	0.3502722714212685	-0.025437215000793188	False	0.021262286601138127	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	8	8.0	282849000.0	280060000.0	274538000.0	279328000.0	261552000.0	282003000.0	0	0.35034062223901774	0.03902039190918241	False	0.02128815312984998	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10.0	42860000.0	43103800.0	42436300.0	43085300.0	42141400.0	42312000.0	0	0.3510930849753457	0.011988574883909467	False	0.021314019658561823	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEV4	HYCA_ECOLI	hycA	Formate hydrogenlyase regulatory protein HycA	3	3.0	7037310.0	6536560.0	7873030.0	6813560.0	6651610.0	6905300.0	0	0.35109437068871896	-0.0901796572394372	False	0.021339886187273668	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10.0	4016400.0	5405540.0	4594490.0	4805850.0	5106510.0	4729990.0	0	0.3515890821785501	0.1233063443775414	False	0.021365752715985516	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	8	8.0	103262000.0	79317400.0	99599100.0	100449000.0	101089000.0	99385800.0	0	0.35188211490411886	-0.12278256738282632	False	0.021391619244697364	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11.0	21989500.0	22375400.0	21714500.0	20282400.0	21636600.0	19931400.0	0	0.35205397125475346	-0.062065966382556764	False	0.02141748577340921	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	8	8.0	22700600.0	23950000.0	23315700.0	23171300.0	22969000.0	22984600.0	0	0.35212854199976	0.023246891867450166	False	0.021443352302121056	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P24203	YJIA_ECOLI	yjiA	Uncharacterized GTP-binding protein YjiA	8	8.0	8476480.0	6724600.0	7714660.0	7996560.0	8421490.0	8184710.0	0	0.35257598433764037	-0.10368146657061705	False	0.0214692188308329	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3.0	1919270.0	1842560.0	1791990.0	1805760.0	2017450.0	1845630.0	0	0.3530088855745589	-0.06036652657612864	False	0.021495085359544752	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9.0	12671600.0	15167800.0	12946100.0	13149800.0	13097400.0	12946400.0	0	0.35320533474325033	0.09198730964173608	False	0.021520951888256597	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76273	RSMF_ECOLI	rsmF	Ribosomal RNA small subunit methyltransferase F	3	3.0	1525090.0	1869740.0	1482490.0	1496620.0	1602410.0	1636000.0	0	0.35356785243700467	0.11784526513163461	False	0.021546818416968445	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	7	7.0	32199800.0	31046400.0	31379700.0	32979800.0	29863900.0	32215900.0	0	0.3536286856128147	0.04257535383635403	False	0.021572684945680293	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AE08	AHPC_ECOLI	ahpC	Alkyl hydroperoxide reductase subunit C	13	13.0	491307000.0	408927000.0	507411000.0	477627000.0	484218000.0	498952000.0	0	0.35435447934110736	-0.09804337734767546	False	0.021598551474392137	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76272	YEBT_ECOLI	yebT	Uncharacterized protein YebT	3	3.0	1266880.0	1444190.0	86879.9	1436070.0	1385850.0	1342980.0	1	0.355143822931113	0.6243797567239571	False	0.021624418003103985	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7.0	16379000.0	19199700.0	16145900.0	17065300.0	17210900.0	16465200.0	0	0.3553258684878529	0.08434478615115268	False	0.02165028453181583	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21.0	23094900.0	22216900.0	24074700.0	23949800.0	23534200.0	22590500.0	0	0.35564578763931587	-0.04027696012795678	False	0.02167615106052768	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	4	4.0	848864.0	747899.0	874810.0	100534.0	894832.0	896751.0	1	0.35575549456003946	-0.585364758424875	False	0.021702017589239526	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33934	NAPH_ECOLI	napH	Ferredoxin-type protein NapH	1	1.0	95476.4	188255.0	86879.9	100534.0	144156.0	136459.0	2	0.3558144889625392	0.3811671103487501	False	0.02172788411795137	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25894	YGGG_ECOLI	yggG	Uncharacterized metalloprotease YggG	2	2.0	3254950.0	1054400.0	2759250.0	2664720.0	3135780.0	3161100.0	0	0.3561119686683649	-0.41131389308138716	False	0.02175375064666322	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5	5.0	83496300.0	74399400.0	86866900.0	85063600.0	82908200.0	82306200.0	0	0.3562420459164094	-0.06705370846761192	False	0.021779617175375066	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6.0	5682600.0	5908790.0	5313700.0	5111830.0	4870910.0	5995800.0	0	0.35644669418147734	0.10087907233210987	False	0.021805483704086914	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4.0	2870690.0	3076910.0	3168340.0	3373990.0	2973800.0	3008860.0	0	0.35680877375420134	0.06982340312184468	False	0.02183135023279876	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACN4	ALLR_ECOLI	allR	HTH-type transcriptional repressor AllR	6	6.0	13070000.0	13119600.0	12404600.0	13143900.0	13190200.0	13270500.0	0	0.3572109582108596	0.032073182106734835	False	0.021857216761510607	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3.0	536880000.0	440457000.0	565183000.0	535243000.0	537904000.0	545278000.0	0	0.35725173340975985	-0.10866749918444742	False	0.021883083290222455	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33644	YFIH_ECOLI	yfiH	Laccase domain protein YfiH	1	1.0	994803.0	1450070.0	1136960.0	1296640.0	1039680.0	950694.0	0	0.3575532234044841	0.2213732764386908	False	0.0219089498189343	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2.0	1396400.0	1488130.0	1437770.0	1258260.0	1566470.0	1390270.0	0	0.35763700822089867	-0.08924697046109	False	0.021934816347646147	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	1	1.0	2690110.0	1708080.0	2316740.0	2517030.0	2194220.0	2092950.0	0	0.35781994824126256	-0.18872965331106364	False	0.021960682876357995	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	9	9.0	44924600.0	44087500.0	41594300.0	44880100.0	42299400.0	43482400.0	0	0.35849677341075886	0.04011028562871362	False	0.02198654940506984	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6.0	96795200.0	87833100.0	96390500.0	96746200.0	96345100.0	95201400.0	0	0.35870353735354177	-0.04942038376827108	False	0.022012415933781688	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P32177	FDHD_ECOLI	fdhD	Protein FdhD	3	3.0	1420820.0	1590970.0	1535940.0	2143900.0	1665950.0	1563040.0	0	0.3590257695916302	0.196684475934262	False	0.022038282462493532	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	22	22.0	26649400.0	27285700.0	26417000.0	26646800.0	26767900.0	26662800.0	0	0.3603698112142818	0.013686989941344953	False	0.022064148991205384	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60651	SPEB_ECOLI	speB	Agmatinase	6	6.0	107456000.0	94291100.0	105252000.0	105066000.0	105374000.0	105698000.0	0	0.3613868937706086	-0.06032888298295464	False	0.02209001551991723	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76053	SMRA_ECOLI	smrA	Probable DNA endonuclease SmrA	2	2.0	1907890.0	1354750.0	1322450.0	1814930.0	1851270.0	136459.0	1	0.3616606378253409	-0.6201382755153241	False	0.022115882048629073	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5.0	10880800.0	11024800.0	10548800.0	10682700.0	10358400.0	10675000.0	0	0.3628309419855924	0.026732119619057616	False	0.022141748577340924	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8.0	11103300.0	11303700.0	11131400.0	10929100.0	10915600.0	11652700.0	0	0.36311219447560694	0.03164613306002428	False	0.02216761510605277	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5.0	39874900.0	40794400.0	40944400.0	37355100.0	40919800.0	39946300.0	0	0.3632451475436683	-0.043834948186282405	False	0.022193481634764617	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76346	MTFA_ECOLI	mtfA	Protein MtfA	1	1.0	2733670.0	2835970.0	2866030.0	2738870.0	2902090.0	2735830.0	0	0.3635856927739542	-0.03280183318819287	False	0.02221934816347646	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76561	YPFH_ECOLI	ypfH	Esterase YpfH	1	1.0	1719720.0	1097590.0	1097160.0	1461380.0	1755280.0	1247420.0	0	0.3645938292199381	-0.2644525039961363	False	0.02224521469218831	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	27	27.0	282471000.0	281390000.0	280591000.0	288151000.0	267860000.0	278382000.0	0	0.3650858745651405	0.02922020418785226	False	0.022271081220900157	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	14	14.0	5182580.0	5073590.0	5398940.0	5111350.0	5043930.0	5080750.0	0	0.3653825161399957	-0.03360493882762972	False	0.022296947749612002	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	14	14.0	45220800.0	43723800.0	43034600.0	43796100.0	44621300.0	43071800.0	0	0.36572969057959354	-0.025024942835193208	False	0.022322814278323853	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22.0	102560000.0	106055000.0	103755000.0	105184000.0	102489000.0	101941000.0	0	0.36579254706460024	0.02030064332271654	False	0.022348680807035698	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7.0	54090500.0	54397000.0	53635400.0	52709900.0	53802800.0	51491900.0	0	0.3658144032563084	-0.026408666727960748	False	0.022374547335747542	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67699	YDDM_ECOLI	yddM	Uncharacterized HTH-type transcriptional regulator YddM	1	1.0	95476.4	188255.0	3176960.0	100534.0	2611940.0	2050430.0	3	0.36647689003924067	-1.3308625984181328	False	0.02240041386445939	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEM4	FLGM_ECOLI	flgM	Negative regulator of flagellin synthesis	2	2.0	7740700.0	6770530.0	7512250.0	7736500.0	7930450.0	7611120.0	0	0.36657605003564164	-0.06786144156484555	False	0.02242628039317124	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3.0	11498300.0	9453620.0	10163200.0	10809800.0	11152700.0	10734700.0	0	0.366791979116155	-0.08213954070003944	False	0.022452146921883086	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1.0	1185310.0	1270170.0	1371240.0	1723750.0	1591740.0	1756290.0	0	0.368093958706428	0.1954745402722431	False	0.02247801345059493	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10.0	108762000.0	97184200.0	103334000.0	108252000.0	108347000.0	103518000.0	0	0.36913655984147287	-0.05267476894781667	False	0.022503879979306775	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	16	16.0	16025800.0	15219600.0	15274800.0	15636100.0	15772100.0	15427000.0	0	0.36943866486807697	-0.024417576035365252	False	0.022529746508018627	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P28903	NRDD_ECOLI	nrdD	Anaerobic ribonucleoside-triphosphate reductase	15	15.0	25067400.0	26919500.0	25950600.0	25080200.0	25295100.0	26209600.0	0	0.3695571860154519	0.035409437925790654	False	0.02255561303673047	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	11	11.0	10938900.0	14956500.0	12240400.0	12254600.0	13484100.0	12795400.0	0	0.3710197948904339	0.12589383772052984	False	0.02258147956544232	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2.0	391816.0	508293.0	460663.0	359385.0	628182.0	346593.0	0	0.371120072770727	-0.2861509337904061	False	0.022607346094154167	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2.0	4120360.0	3955980.0	3948490.0	4354560.0	4190340.0	5121520.0	0	0.37149242119366377	0.1318169206518524	False	0.022633212622866012	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	4	4.0	3491240.0	3792040.0	4002030.0	3347730.0	3903430.0	3640410.0	0	0.37174290095647744	-0.08023487426745911	False	0.02265907915157786	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6.0	43364900.0	42370700.0	44390500.0	42222100.0	42622800.0	43692300.0	0	0.37177111379090105	-0.02334904799420707	False	0.022684945680289705	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00811	AMPC_ECOLI	ampC	Beta-lactamase	6	6.0	6999920.0	5521490.0	5567590.0	6191910.0	6710090.0	6034920.0	0	0.3721540219636377	-0.11924298167768461	False	0.022710812209001556	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6.0	34209000.0	36652900.0	34377900.0	34667300.0	34548600.0	34308900.0	0	0.3722488867082029	0.034466336311429015	False	0.0227366787377134	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	5	5.0	2481450.0	2410060.0	2707570.0	2466300.0	2405670.0	2408460.0	0	0.3728663313771881	-0.06009775271302119	False	0.022762545266425245	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4.0	3731530.0	4129970.0	3202040.0	3669130.0	3935560.0	3856890.0	0	0.37490916913128136	0.10083507773536798	False	0.022788411795137097	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P29745	PEPT_ECOLI	pepT	Peptidase T	15	15.0	35838000.0	36147700.0	37197800.0	35390600.0	35843900.0	35768100.0	0	0.37593297908147366	-0.02099887254829797	False	0.02281427832384894	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75736	YBFF_ECOLI	ybfF	Esterase YbfF	6	6.0	9196750.0	8378050.0	9781760.0	8901220.0	8971740.0	9473160.0	0	0.37601500102068103	-0.06319124566278206	False	0.02284014485256079	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	17	17.0	7300070.0	8788640.0	7332640.0	7709720.0	7735780.0	7345060.0	0	0.3763480763288806	0.09212331517579717	False	0.022866011381272634	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	4	4.0	3356280.0	3089100.0	4105810.0	3862600.0	4174300.0	3645620.0	0	0.37785671430138673	-0.1349440932670561	False	0.02289187790998448	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADC3	LOLC_ECOLI	lolC	Lipoprotein-releasing system transmembrane protein LolC	4	4.0	4559360.0	4261270.0	4682950.0	4512560.0	4354830.0	4457810.0	0	0.3783766547869142	-0.0393113412762886	False	0.02291774443869633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACV8	YMJA_ECOLI	ymjA	Uncharacterized protein YmjA	1	1.0	2398570.0	2712070.0	3186680.0	3442900.0	3034250.0	3505850.0	0	0.3787432013628019	0.16454146477972706	False	0.022943610967408174	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4.0	17330400.0	17459700.0	15963100.0	18516300.0	18202100.0	17769500.0	0	0.3788169119842613	0.06169479822691318	False	0.022969477496120022	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2.0	1577760.0	188255.0	1605020.0	1376370.0	1649040.0	1720830.0	1	0.3824459475818725	-0.556473528832462	False	0.02299534402483187	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	7	7.0	22434200.0	18814100.0	23559100.0	22779400.0	22186200.0	22365300.0	0	0.38254417202739976	-0.09219514827814332	False	0.023021210553543715	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P24228	DACB_ECOLI	dacB	D-alanyl-D-alanine carboxypeptidase DacB	7	7.0	2773200.0	2670560.0	2821440.0	2390020.0	2876300.0	2910060.0	0	0.3829225588729486	-0.08782650126158584	False	0.023047077082255563	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
