Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	16644200.0	77592700.0	17551500.0	77448500.0	75563800.0	17915100.0	0	2.2424241038542613e-06	2.145769485814849	True	0.0002827763496143959	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13.0	12613600.0	57095000.0	13330300.0	55424900.0	55485600.0	12254900.0	0	3.517162973369772e-06	2.136909240919827	True	0.00030848329048843194	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	14084300.0	60375800.0	11083600.0	58928600.0	62571400.0	11365300.0	0	4.960200614558574e-06	2.315673561624752	True	0.00033419023136246786	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9.0	8757400.0	40874400.0	9195080.0	40506200.0	41691900.0	9310760.0	0	6.098638810159057e-06	2.1744795048166528	True	0.0003598971722365039	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6.0	8246260.0	44231300.0	7537510.0	46210000.0	45360700.0	8679280.0	0	6.5255271439599055e-06	2.4728285344962426	True	0.00038560411311053987	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8.0	7589180.0	40982800.0	8530260.0	39283100.0	40545300.0	7783790.0	0	8.177498853805188e-06	2.3374767230191003	True	0.00041131105398457585	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		3	3.0	1842560.0	7020740.0	1894550.0	6814950.0	7025770.0	1963470.0	0	9.300960335866999e-06	1.87165951167516	True	0.0004370179948586119	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		16	16.0	8883770.0	46491000.0	8241160.0	44737900.0	46732000.0	9450970.0	0	1.0827116833090975e-05	2.3760689905375774	True	0.0004627249357326478	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		15	15.0	11314900.0	53204200.0	7794720.0	55349300.0	55397800.0	10196600.0	0	1.1135189858058785e-05	2.4839885389596974	True	0.0004884318766066838	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	10494400.0	51476700.0	12345900.0	51897900.0	48619200.0	9689840.0	0	1.2344243010359076e-05	2.2241635392639503	True	0.0005141388174807198	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		8	8.0	32629800.0	179040000.0	36399800.0	172628000.0	179798000.0	35498400.0	0	1.5126392226589817e-05	2.346087949787586	True	0.0005398457583547558	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	9983710.0	77833400.0	11819900.0	77201300.0	76465600.0	13251200.0	0	2.4316400622062687e-05	2.7233297426194825	True	0.0005655526992287918	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	9908330.0	49886700.0	10921100.0	48258500.0	47287200.0	10954600.0	0	4.366009882175176e-05	2.193974748951306	False	0.0005912596401028279	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3.0	15445200.0	14107200.0	15468400.0	13885900.0	13995300.0	15601300.0	0	7.767089849348383e-05	-0.1477021108731994	False	0.0006169665809768639	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P77756	QUEC_ECOLI	queC	7-cyano-7-deazaguanine synthase	2	2.0	6878960.0	4150640.0	6878520.0	4286070.0	3883840.0	7269550.0	0	8.429119771011393e-05	-0.7711784278260503	False	0.0006426735218508997	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6.0	20795400.0	17187800.0	20653300.0	17312200.0	17659400.0	21199900.0	0	9.896114161310708e-05	-0.2643549961364655	False	0.0006683804627249357	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1499870000.0	1274490000.0	1464480000.0	1268260000.0	1244670000.0	1492760000.0	0	0.00011371574970498772	-0.23489315112895806	False	0.0006940874035989718	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		9	9.0	16025800.0	57387400.0	15965400.0	58786700.0	59723000.0	15524500.0	0	0.0001262160591570055	1.8882555089750988	False	0.0007197943444730078	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	14979300.0	69217200.0	14095000.0	72028200.0	68524700.0	14227300.0	0	0.00017005641643396205	2.276316816324136	False	0.0007455012853470438	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9.0	17376400.0	75652200.0	17192300.0	77291900.0	74484100.0	17392700.0	0	0.0001782176290157835	2.1298989454835247	False	0.0007712082262210797	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	11155400.0	53720600.0	11065100.0	54597500.0	57371300.0	9993880.0	0	0.00018058686079031142	2.3627045749777236	False	0.0007969151670951157	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	194206.0	40044800.0	4886920.0	38394100.0	42014800.0	5683490.0	1	0.00019546956161049247	3.484109948705143	False	0.0008226221079691517	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	11849200.0	52758000.0	11751100.0	51228500.0	49897200.0	12434100.0	0	0.0002055205279190289	2.094393694818697	False	0.0008483290488431877	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6.0	14898000.0	73734800.0	14739200.0	70800100.0	73016800.0	14923300.0	0	0.0002218235600596242	2.2875209645502803	False	0.0008740359897172238	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	8695720.0	46427600.0	8846270.0	43199300.0	45054900.0	9666190.0	0	0.00022978011876390565	2.3074425471089866	False	0.0008997429305912597	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0AEF0	DNAC_ECOLI	dnaC	DNA replication protein DnaC	1	1.0	194206.0	1941060.0	177700.0	1985850.0	2081410.0	156928.0	3	0.00023957281133612723	3.506074812838908	False	0.0009254498714652956	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7.0	11152400.0	57353700.0	10865900.0	54759100.0	54727000.0	11454200.0	0	0.00024292359029692926	2.3174152754797417	False	0.0009511568123393316	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	9161680.0	11379300.0	9497860.0	11157800.0	11202300.0	9465400.0	0	0.0003460371026724582	0.26258429930691635	False	0.0009768637532133677	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8.0	17580300.0	83797500.0	18572200.0	88056800.0	82302100.0	17330100.0	0	0.00039327177045231094	2.2485750529039867	False	0.0010025706940874036	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		21	21.0	28324500.0	132809000.0	28084300.0	141025000.0	136228000.0	28647600.0	0	0.0004577514671053891	2.2693503573707803	False	0.0010282776349614395	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16.0	13230300.0	71442300.0	13617100.0	69493700.0	67076900.0	13491600.0	0	0.00046428026800105355	2.3664257751955726	False	0.0010539845758354757	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	29	29.0	455554000.0	422096000.0	452555000.0	418060000.0	413427000.0	458346000.0	0	0.0005100169696501168	-0.1243804294286223	False	0.0010796915167095116	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8.0	10359500.0	8764130.0	10582100.0	8920710.0	9129600.0	10259900.0	0	0.0005363472525678018	-0.21860526371513966	False	0.0011053984575835475	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16.0	10639300.0	51101700.0	10410200.0	49698500.0	47816600.0	10529400.0	0	0.0005631519460790379	2.2345643875739123	False	0.0011311053984575836	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		3	3.0	194206.0	9351690.0	1012530.0	9554120.0	9529970.0	156928.0	2	0.0005649107666184953	4.382147257883356	False	0.0011568123393316196	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2.0	194206.0	721876.0	177700.0	654375.0	642140.0	156928.0	3	0.00060970585364959	1.9323188392204647	False	0.0011825192802056557	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16.0	219502000.0	207344000.0	216885000.0	204063000.0	205433000.0	218341000.0	0	0.0006230758230723487	-0.08599935611766785	False	0.0012082262210796916	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	6293820.0	22859200.0	5804620.0	25217100.0	24748700.0	5508380.0	0	0.0006242806475443528	2.0482994314615723	False	0.0012339331619537278	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P76270	MSRC_ECOLI	msrC	Free methionine-R-sulfoxide reductase	3	3.0	22243800.0	18267800.0	21515600.0	18277500.0	18680100.0	22202000.0	0	0.0006902686286748159	-0.2562900565087902	False	0.0012596401028277637	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15.0	137101000.0	127440000.0	135376000.0	126553000.0	124852000.0	138282000.0	0	0.0007608932368783155	-0.11668447860585916	False	0.0012853470437017994	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		9	9.0	5425190.0	25586700.0	5415670.0	27281400.0	25538300.0	5414510.0	0	0.0007641910082229551	2.270055025950957	False	0.0013110539845758355	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7.0	366439000.0	404494000.0	356489000.0	401984000.0	413893000.0	364398000.0	0	0.0008307609980554139	0.16653525100498695	False	0.0013367609254498715	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5.0	418369000.0	292670000.0	395509000.0	303458000.0	268901000.0	420328000.0	0	0.000898466246439523	-0.5127628084056931	False	0.0013624678663239076	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	2	2.0	194206.0	11233500.0	177700.0	12009000.0	12486100.0	156928.0	3	0.0009576811233987248	6.078120639682647	False	0.0013881748071979435	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12.0	908248000.0	844116000.0	923368000.0	860520000.0	846627000.0	927625000.0	0	0.0009610389137661274	-0.11305984275371504	False	0.0014138817480719794	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2.0	5673760.0	4943700.0	5555680.0	4928510.0	4765140.0	5798170.0	0	0.0010902039091752254	-0.21822156574097482	False	0.0014395886889460156	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	14	14.0	1243070000.0	1146970000.0	1257220000.0	1113140000.0	1106540000.0	1278850000.0	0	0.0012433642977874068	-0.1667442198260893	False	0.0014652956298200515	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6.0	10509800.0	47193700.0	8830890.0	48111600.0	47688900.0	5100330.0	0	0.0012701654213918047	2.548580231223508	False	0.0014910025706940876	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1.0	2697560.0	3067870.0	2533560.0	3178610.0	3173700.0	2627680.0	0	0.001293825122189024	0.26144559011218826	False	0.0015167095115681236	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3.0	194206.0	1941860.0	177700.0	2081740.0	1833550.0	156928.0	3	0.0013283456413979771	3.4693120026961526	False	0.0015424164524421595	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7.0	21473300.0	22627600.0	21727600.0	22888600.0	22686300.0	21352500.0	0	0.0013463489946082608	0.07933153933067058	False	0.0015681233933161954	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1.0	20035200.0	17112400.0	20964100.0	17643600.0	17211000.0	20655000.0	0	0.0014007635212937655	-0.24660574090110557	False	0.0015938303341902313	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5.0	8470720.0	7121050.0	8206430.0	7221840.0	7385120.0	8567670.0	0	0.0014147234324574517	-0.21643134208188267	False	0.0016195372750642675	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4.0	51471800.0	45568400.0	50980100.0	44527500.0	43914900.0	50636900.0	0	0.0014293654418278472	-0.1920194659975665	False	0.0016452442159383034	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1.0	1899690.0	2649090.0	1793290.0	2778440.0	2521280.0	1737870.0	0	0.0014355214976805933	0.5495608770587749	False	0.0016709511568123393	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	37	37.0	101352000.0	93455100.0	100183000.0	93574200.0	93323600.0	100876000.0	0	0.0014425351799117565	-0.10926662431955654	False	0.0016966580976863755	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P07024	USHA_ECOLI	ushA	Protein UshA	14	14.0	24749700.0	25425000.0	24855100.0	25619500.0	25613600.0	24881100.0	0	0.0014633122794676947	0.0414708880873821	False	0.0017223650385604114	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14.0	40054800.0	43197900.0	40466100.0	43158900.0	42457600.0	40692300.0	0	0.0014711542101707882	0.08774706407680964	False	0.0017480719794344475	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P77338	KEFA_ECOLI	kefA	Potassium efflux system KefA	2	2.0	3153970.0	2729740.0	3292360.0	2718050.0	2648400.0	3172930.0	0	0.001492365846933174	-0.24868276583558122	False	0.0017737789203084834	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P31979	NUOF_ECOLI	nuoF	NADH-quinone oxidoreductase subunit F	18	18.0	103269000.0	109597000.0	102614000.0	110612000.0	108762000.0	102404000.0	0	0.0016192515809826723	0.09368635626396302	False	0.0017994858611825194	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	4171820.0	17405800.0	177700.0	18956300.0	19454700.0	3754560.0	1	0.0017505356288607507	2.7839790954890318	False	0.0018251928020565555	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P76308	YECR_ECOLI	yecR	Uncharacterized protein YecR	1	1.0	194206.0	673545.0	177700.0	659501.0	765959.0	156928.0	3	0.0019596840112115167	1.9888187640032045	False	0.0018508997429305912	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4.0	194206.0	14792500.0	177700.0	12875000.0	13166300.0	156928.0	3	0.0019602576689958543	6.2708050868830725	False	0.0018766066838046274	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5.0	15110500.0	17476000.0	14216700.0	17507000.0	16756500.0	14691700.0	0	0.001963388660477249	0.23314301838888413	False	0.0019023136246786633	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		2	2.0	194206.0	10618600.0	2140410.0	11512200.0	11142600.0	2320740.0	1	0.002025074722976844	2.8374058921767134	False	0.0019280205655526992	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P0A6N4	EFP_ECOLI	efp	Elongation factor P	6	6.0	743058000.0	646621000.0	757458000.0	667487000.0	673986000.0	741918000.0	0	0.002140407607974089	-0.17367955267965768	False	0.0019537275064267353	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25.0	22131600.0	21299600.0	22541200.0	21306900.0	20962800.0	22352300.0	0	0.0021778106163001043	-0.07637126454797663	False	0.001979434447300771	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	194206.0	31399000.0	7757390.0	34156100.0	34870100.0	156928.0	2	0.002493473520016109	3.630538200727557	False	0.002005141388174807	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P76402	YEGP_ECOLI	yegP	UPF0339 protein YegP	3	3.0	25470000.0	29030900.0	24749100.0	29032500.0	30362100.0	23562300.0	0	0.002812747777884967	0.2612053072454249	False	0.0020308483290488433	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AEH1	RSEP_ECOLI	rseP	Regulator of sigma E protease	6	6.0	3012670.0	3609220.0	3058270.0	3702690.0	3547200.0	3063530.0	0	0.0028360074740751895	0.2495129380067177	False	0.002056555269922879	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4.0	6014880.0	4795300.0	5971680.0	5161670.0	4883390.0	5727610.0	0	0.0029320545827220285	-0.255377779827688	False	0.002082262210796915	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3.0	26203300.0	33246300.0	25845200.0	31411500.0	34518700.0	23903000.0	0	0.003045874846965325	0.38491985521420885	False	0.0021079691516709513	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	3	3.0	24930100.0	20708900.0	25493800.0	21684100.0	21805600.0	24105600.0	0	0.003162145716827526	-0.21526974464225182	False	0.0021336760925449874	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5.0	341641000.0	280478000.0	356203000.0	253222000.0	275057000.0	342347000.0	0	0.0032571484084499176	-0.3630702613635584	False	0.002159383033419023	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	15	15.0	234812000.0	204810000.0	230415000.0	213852000.0	207052000.0	235332000.0	0	0.0033090255572635315	-0.16300317343586776	False	0.0021850899742930593	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	8	8.0	27613600.0	25415200.0	28105700.0	25913800.0	26035900.0	27333500.0	0	0.003322956569455975	-0.10234963474390872	False	0.002210796915167095	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ADC1	LPTE_ECOLI	lptE	LPS-assembly lipoprotein LptE	4	4.0	4399720.0	3542180.0	4437600.0	3478550.0	3823370.0	4663480.0	0	0.0033541710643235256	-0.3161345754700342	False	0.0022365038560411316	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	26	26.0	87271900.0	83899900.0	87000300.0	84683600.0	84302400.0	88205800.0	0	0.0034417807154907393	-0.0537099063233445	False	0.0022622107969151673	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17.0	1446240000.0	1369230000.0	1450590000.0	1321430000.0	1337830000.0	1479350000.0	0	0.003544222884781064	-0.11943290563995458	False	0.002287917737789203	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1.0	194206.0	2379760.0	177700.0	2904770.0	2652020.0	156928.0	3	0.003607184927808766	3.9076251681781744	False	0.002313624678663239	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
