Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4.0	112343000.0	2987090.0	111637000.0	2662520.0	111498000.0	81950.9	1	2.0563975769392193e-05	-5.871146262466917	True	0.00033871808233454923	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3.0	309023000.0	458966000.0	313560000.0	445357000.0	319230000.0	448226000.0	0	2.6836960316733145e-05	0.5221683191551016	False	0.0003647733194372069	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	159338000.0	2448220.0	156441000.0	3028570.0	155779000.0	2736700.0	0	3.4302115507297606e-05	-5.843296049203513	False	0.0003908285565398645	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		17	17.0	131103000.0	2050570.0	127726000.0	1153500.0	131437000.0	1967640.0	0	3.587538203955877e-05	-6.23767259103112	False	0.00041688379364252214	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	117074000.0	130045.0	117225000.0	144580.0	114959000.0	81950.9	3	3.911625229231262e-05	-9.935868248214572	False	0.00044293903074517984	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	1	1.0	1273100.0	2146220.0	1260560.0	2058760.0	1197520.0	2161830.0	0	4.967999806718283e-05	0.7709387510955419	False	0.0004689942678478374	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		11	11.0	55653400.0	130045.0	57462700.0	958212.0	54619500.0	81950.9	2	5.1336366969252624e-05	-7.1632802441717125	False	0.0004950495049504951	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20.0	164432000.0	130045.0	162559000.0	144580.0	166650000.0	81950.9	3	5.14903581562641e-05	-10.435037310647793	False	0.0005211047420531526	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		7	7.0	86209100.0	130045.0	84536000.0	144580.0	84167200.0	81950.9	3	5.4025977245875895e-05	-9.4815760740579	False	0.0005471599791558103	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		11	11.0	197422000.0	3254370.0	195370000.0	3194200.0	200441000.0	3217430.0	0	5.718522080934506e-05	-5.939536048385151	False	0.000573215216258468	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18.0	82395800.0	1041430.0	79323000.0	1730510.0	80795000.0	1559580.0	0	5.7886903067984367e-05	-5.807049655814434	False	0.0005992704533611256	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9.0	77195100.0	62543900.0	77791500.0	64019100.0	76776300.0	62662000.0	0	6.0022986848536694e-05	-0.29254693493551054	False	0.0006253256904637833	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23.0	144402000.0	2452770.0	147493000.0	2198090.0	143373000.0	2708630.0	0	6.062866457184605e-05	-5.886154356392864	False	0.0006513809275664409	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24.0	276986000.0	5768860.0	278241000.0	5707820.0	268830000.0	4054100.0	0	7.13891582988711e-05	-5.729541939125346	False	0.0006774361646690985	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	3	3.0	34780900.0	37707000.0	34821000.0	37460100.0	34438000.0	37333500.0	0	7.1708933280802e-05	0.11279577807590437	False	0.0007034914017717562	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4.0	163528000.0	197890000.0	165892000.0	195387000.0	162337000.0	193284000.0	0	7.224348170820226e-05	0.25433556163296056	False	0.0007295466388744138	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4.0	29281600.0	130045.0	28389900.0	144580.0	28808600.0	81950.9	3	7.414085934756737e-05	-7.922015182682803	False	0.0007556018759770715	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	83258300.0	1601930.0	78506100.0	2025530.0	83125500.0	81950.9	1	7.45419521960219e-05	-6.044799376447842	False	0.000781657113079729	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	82290700.0	130045.0	84810600.0	144580.0	83417900.0	81950.9	3	7.558642119187827e-05	-9.456496263263787	False	0.0008077123501823867	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8.0	140461000.0	3114360.0	145274000.0	4461940.0	146038000.0	4070920.0	0	7.567635118093138e-05	-5.212215476851742	False	0.0008337675872850443	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7.0	19712300.0	130045.0	20378400.0	144580.0	20041100.0	81950.9	3	8.060166932087444e-05	-7.397775136536319	False	0.000859822824387702	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		16	16.0	146614000.0	3605720.0	142254000.0	3462550.0	146103000.0	3593980.0	0	9.309174462588685e-05	-5.350335398204653	False	0.0008858780614903597	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	54276000.0	6832780.0	50580200.0	7492710.0	51495200.0	8469690.0	0	9.75564945040761e-05	-2.7779914310186675	False	0.0009119332985930171	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	14	14.0	874328000.0	1046190000.0	858679000.0	1033780000.0	863609000.0	1058740000.0	0	9.872429471967725e-05	0.2735390606357281	False	0.0009379885356956748	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		19	19.0	95405100.0	130045.0	91637500.0	144580.0	93923000.0	81950.9	3	0.00013664554815631146	-9.621968591267828	False	0.0009640437727983325	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P75856	ELFD_ECOLI	elfD	Probable fimbrial chaperone protein ElfD	1	1.0	67701.5	8846320.0	137726.0	9292260.0	76588.2	9118510.0	3	0.00014238525109432562	6.594712255622023	False	0.0009900990099009901	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	102176000.0	130045.0	100029000.0	144580.0	97720500.0	81950.9	3	0.00016544219703565853	-9.71617927321751	False	0.0010161542470036478	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A6L4	NANA_ECOLI	nanA	N-acetylneuraminate lyase	2	2.0	2786710.0	130045.0	2906900.0	144580.0	2700070.0	81950.9	3	0.00016594015554031378	-4.557022359561878	False	0.0010422094841063053	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11.0	108286000.0	5560410.0	104097000.0	5021750.0	108753000.0	5036630.0	0	0.00017472170056695064	-4.361829806986296	False	0.0010682647212089632	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	132431000.0	130045.0	132566000.0	144580.0	127051000.0	81950.9	3	0.00019317207112953642	-10.102605386318587	False	0.0010943199583116207	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	7	7.0	83932700.0	96985800.0	84776200.0	98845500.0	82127200.0	96942700.0	0	0.00020310214425003784	0.2230424459216202	False	0.0011203751954142781	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	107455000.0	2123810.0	101112000.0	2562490.0	104264000.0	1791740.0	0	0.0002672469747759912	-5.593682297044629	False	0.001146430432516936	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9.0	151491000.0	1764430.0	143882000.0	1550910.0	153881000.0	2679700.0	0	0.00035560326648940375	-6.227618159221635	False	0.0011724856696195935	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	143676000.0	130045.0	135298000.0	144580.0	143611000.0	81950.9	3	0.0003902404181874524	-10.210816644799255	False	0.0011985409067222512	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	130808000.0	130045.0	124806000.0	144580.0	133603000.0	81950.9	3	0.0004003404275695599	-10.092149810970563	False	0.001224596143824909	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3.0	29033900.0	130045.0	31149900.0	144580.0	29907100.0	81950.9	3	0.00041626717236132417	-7.981028379452045	False	0.0012506513809275666	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9.0	129868000.0	135835000.0	129519000.0	134591000.0	130714000.0	135455000.0	0	0.0005066764587412508	0.05720910990883064	False	0.001276706618030224	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P76256	YEAZ_ECOLI	yeaZ	Uncharacterized protein YeaZ	4	4.0	7354980.0	8189800.0	7334420.0	8038900.0	7500970.0	8113350.0	0	0.0005469096541726978	0.13351694867370376	False	0.0013027618551328818	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6.0	10417200.0	8528270.0	10866300.0	8784240.0	10432900.0	8393700.0	0	0.0005766336717267048	-0.30311210403859007	False	0.0013288170922355395	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2.0	74749200.0	130045.0	74276500.0	144580.0	80143200.0	81950.9	3	0.0006074541762798908	-9.327986358711247	False	0.001354872329338197	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2.0	2408920.0	2850660.0	2494950.0	2970150.0	2386950.0	2891540.0	0	0.0006078518376457642	0.256980828521463	False	0.0013809275664408548	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	9	9.0	21311900.0	17507300.0	20695500.0	18009700.0	21261600.0	18333900.0	0	0.0006534426826501652	-0.23252833701215442	False	0.0014069828035435123	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	105279000.0	1745400.0	112584000.0	1107970.0	102392000.0	1351390.0	0	0.0007956142944379372	-6.2510538282388435	False	0.0014330380406461698	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11.0	813640000.0	897103000.0	789816000.0	894645000.0	807201000.0	879196000.0	0	0.0008569409471632525	0.1479233363351054	False	0.0014590932777488277	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P77295	YGAV_ECOLI	ygaV	Probable HTH-type transcriptional regulator YgaV	1	1.0	1966720.0	130045.0	1750050.0	144580.0	1969920.0	81950.9	3	0.0009179210559872938	-3.995308056909076	False	0.0014851485148514852	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18.0	95438300.0	130045.0	87458500.0	144580.0	97909300.0	1038890.0	2	0.001045398773548034	-7.7399977899060675	False	0.001511203751954143	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AE01	TRMJ_ECOLI	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	8	8.0	38866100.0	36164800.0	39449700.0	35736900.0	39835400.0	36495000.0	0	0.0010548011086148482	-0.12431344574556595	False	0.0015372589890568005	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9.0	24342700.0	22935800.0	24624500.0	22405600.0	24720800.0	22491300.0	0	0.0010798377143424371	-0.11944877862365796	False	0.001563314226159458	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ADY7	RL16_ECOLI	rplP	50S ribosomal protein L16	7	7.0	413111000.0	438800000.0	408483000.0	437349000.0	410315000.0	438171000.0	0	0.0010946017418700762	0.09342088474878048	False	0.0015893694632621157	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	8	8.0	105525000.0	91208400.0	106179000.0	94859400.0	108049000.0	94120100.0	0	0.001121269082373185	-0.19056324099609423	False	0.0016154247003647734	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AE52	BCP_ECOLI	bcp	Putative peroxiredoxin bcp	7	7.0	167029000.0	156260000.0	168959000.0	158683000.0	166274000.0	155593000.0	0	0.001134118814321087	-0.09413502251561368	False	0.001641479937467431	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	53745200.0	130045.0	48381700.0	144580.0	48910300.0	81950.9	3	0.001151050095558065	-8.726479010945509	False	0.0016675351745700886	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	26	26.0	163435000.0	157874000.0	162640000.0	157960000.0	162028000.0	159014000.0	0	0.0013455136560427189	-0.03971984176543336	False	0.0016935904116727463	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7.0	332364000.0	298859000.0	338679000.0	308644000.0	331016000.0	301469000.0	0	0.0014152858606354829	-0.14065969574505133	False	0.001719645648775404	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	66863800.0	130045.0	60071300.0	144580.0	68153400.0	81950.9	3	0.0014874328969832285	-9.095703823292098	False	0.0017457008858780614	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6.0	109547000.0	256014000.0	108458000.0	238880000.0	105645000.0	236531000.0	0	0.0014928761136375486	1.176275434754925	False	0.0017717561229807193	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10.0	202968000.0	219924000.0	203949000.0	217984000.0	206067000.0	215474000.0	0	0.001621862708036044	0.09207729312689487	False	0.0017978113600833768	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	4	4.0	29241400.0	33956900.0	30303200.0	35036800.0	30181400.0	33647200.0	0	0.0016246988567104293	0.1940077236327462	False	0.0018238665971860343	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	13	13.0	25168700.0	27536900.0	24258200.0	27873000.0	24912800.0	27171500.0	0	0.0017285449871650255	0.1516840105131763	False	0.0018499218342886922	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	50883000.0	130045.0	58951300.0	144580.0	54968100.0	81950.9	3	0.001799572961354049	-8.852312338747408	False	0.0018759770713913497	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	8	8.0	28691200.0	29830200.0	28928300.0	30239000.0	28987800.0	30086300.0	0	0.00184660780394778	0.0579268742850509	False	0.0019020323084940076	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	5	5.0	6007600.0	4761070.0	5880890.0	5010400.0	5665510.0	4813540.0	0	0.0018499065851521322	-0.26731343704646954	False	0.001928087545596665	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16.0	68223200.0	64507000.0	68217000.0	65462500.0	68755500.0	64494200.0	0	0.001914548683533909	-0.07749962225656142	False	0.0019541427826993227	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	7	7.0	661758000.0	772815000.0	660608000.0	776648000.0	659845000.0	791877000.0	0	0.0021813245122537994	0.24022391109188293	False	0.0019801980198019802	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AED0	USPA_ECOLI	uspA	Universal stress protein A	4	4.0	116756000.0	146794000.0	120797000.0	150083000.0	111275000.0	145333000.0	0	0.0021827218714496966	0.3422158020399747	False	0.0020062532569046377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEX9	MALE_ECOLI	malE	Maltose-binding periplasmic protein	18	18.0	39743700.0	35108400.0	41672100.0	34340700.0	40357700.0	35633400.0	0	0.002216108861943244	-0.2126777833346659	False	0.0020323084940072956	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	12431500.0	15086000.0	11936000.0	15183700.0	11895300.0	15067600.0	0	0.002309349375184212	0.3222081501320013	False	0.002058363731109953	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2.0	67701.5	501531.0	162574.0	535557.0	76588.2	531289.0	2	0.002311445201519132	2.353602490752645	False	0.0020844189682126106	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	4	4.0	205276000.0	173502000.0	200486000.0	179190000.0	196495000.0	175737000.0	0	0.002319213007464673	-0.1886696135661764	False	0.0021104742053152685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	9	9.0	574967000.0	682524000.0	531860000.0	708603000.0	534367000.0	691625000.0	0	0.0023487229055011664	0.34374527821229933	False	0.0021365294424179264	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08390	USG_ECOLI	usg	USG-1 protein	9	9.0	19004400.0	21653700.0	18840000.0	20877000.0	19345300.0	21180700.0	0	0.0023488387671796933	0.15579620208634024	False	0.002162584679520584	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	16	16.0	77583700.0	62867900.0	76544200.0	65627700.0	77094500.0	65415800.0	0	0.002403359130990134	-0.2538835461515714	False	0.0021886399166232413	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4.0	16823600.0	130045.0	18818300.0	144580.0	15952900.0	81950.9	3	0.002446494820230352	-7.176872661819899	False	0.002214695153725899	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0AED9	DCM_ECOLI	dcm	DNA-cytosine methyltransferase	6	6.0	1582160.0	1289730.0	1546350.0	1338140.0	1547400.0	1365000.0	0	0.002589312281423081	-0.22782106031332297	False	0.0022407503908285563	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	8	8.0	40621100.0	37355100.0	41480700.0	38232600.0	41421200.0	38521800.0	0	0.002630608041599639	-0.11436079099707377	False	0.0022668056279312146	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2.0	67701.5	441245.0	137726.0	466578.0	76588.2	352156.0	3	0.0026642814096512614	2.15955230285072	False	0.002292860865033872	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	5	5.0	229540000.0	247941000.0	225595000.0	248661000.0	232434000.0	243826000.0	0	0.0027185330034660555	0.10685495276696484	False	0.0023189161021365296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75957	LOLD_ECOLI	lolD	Lipoprotein-releasing system ATP-binding protein LolD	3	3.0	18007600.0	15915300.0	18468500.0	16050300.0	17651400.0	15218000.0	0	0.002780163479408476	-0.1980762583993857	False	0.002344971339239187	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
