Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3.0	25347900.0	21644200.0	24289900.0	23806400.0	23016300.0	24556700.0	0	0.07510551081460526	-0.11590555207472003	False	0.00778816199376947	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12.0	119212000.0	107704000.0	121299000.0	113365000.0	115513000.0	117048000.0	0	0.07576538806739962	-0.08722329223426595	False	0.007814122533748703	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1.0	19244100.0	17081900.0	20663300.0	19044900.0	18075600.0	19510700.0	0	0.07599629956342539	-0.13254573981707152	False	0.007840083073727935	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	18	18.0	1321250000.0	1199940000.0	1303370000.0	1258640000.0	1265590000.0	1288710000.0	0	0.07631123891795713	-0.07147784355252858	False	0.007866043613707165	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P27836	WECG_ECOLI	wecG	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase	5	5.0	2283470.0	2429720.0	2325880.0	2511570.0	2688220.0	2272850.0	0	0.07645572418325261	0.14872058585739198	False	0.007892004153686398	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6.0	444691000.0	397251000.0	439506000.0	406787000.0	428636000.0	440280000.0	0	0.0770073903371392	-0.10363148420648036	False	0.007917964693665628	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12.0	6290120.0	7215810.0	5814830.0	6485670.0	6393750.0	5393530.0	0	0.07779638419257968	0.19962348161441887	False	0.00794392523364486	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2	2.0	3438540.0	3696230.0	3346830.0	4344190.0	4263390.0	3704780.0	0	0.07792337749720489	0.23006982260812453	False	0.007969885773624091	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7R1	RL9_ECOLI	rplI	50S ribosomal protein L9	18	18.0	1796460000.0	1655950000.0	1859030000.0	1745290000.0	1768590000.0	1819510000.0	0	0.07797480125286393	-0.0827421236686359	False	0.007995846313603323	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9.0	160100000.0	172152000.0	157069000.0	160982000.0	166066000.0	153451000.0	0	0.07838836029408314	0.08505530193436989	False	0.008021806853582555	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	5	5.0	367748000.0	376754000.0	373097000.0	375487000.0	384557000.0	370975000.0	0	0.07943586677951858	0.03205268213669935	False	0.008047767393561786	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	14	14.0	239002000.0	218992000.0	229902000.0	223699000.0	220781000.0	227109000.0	0	0.07962922151699453	-0.06907867078471534	False	0.008073727933541018	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1.0	2480780.0	2660170.0	2386520.0	2660960.0	2492400.0	2450730.0	0	0.0796885281155263	0.09451914707367143	False	0.00809968847352025	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1.0	937987.0	662522.0	978786.0	855045.0	777164.0	868924.0	0	0.07985190254118167	-0.27971330114415066	False	0.008125649013499481	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	5	5.0	56635700.0	62385900.0	59635000.0	71493000.0	67614000.0	62141000.0	0	0.08063807147336377	0.17551877507540603	False	0.008151609553478713	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	16	15.0	13535100.0	14152800.0	14143000.0	14545100.0	14280100.0	13729700.0	0	0.08092103301691494	0.053695793652475884	False	0.008177570093457943	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	32	32.0	43903200.0	47416700.0	43611200.0	45504600.0	45132300.0	43661100.0	0	0.08121449125681464	0.07373022023342805	False	0.008203530633437177	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	8	8.0	21983900.0	19815700.0	21820000.0	21302600.0	20545600.0	22016100.0	0	0.0812833659064586	-0.09409988932453138	False	0.008229491173416408	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4.0	38415900.0	36509700.0	42412300.0	36396600.0	38887200.0	42057000.0	0	0.08242529790520085	-0.13647486330386754	False	0.008255451713395638	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	3	3.0	27153500.0	30368100.0	26992500.0	30922800.0	28245000.0	28292100.0	0	0.08246604087759067	0.11915500170445882	False	0.008281412253374872	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	8	8.0	6212220.0	5786260.0	6050040.0	5448670.0	5884520.0	6007270.0	0	0.08286572847309133	-0.0938031670915174	False	0.008307372793354102	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8.0	42133200.0	41230800.0	41451100.0	39097500.0	39924400.0	42170600.0	0	0.08369133640727597	-0.06454532849873709	False	0.008333333333333333	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	3	3.0	2643210.0	3269620.0	2671740.0	3008240.0	2866100.0	2724780.0	0	0.08402945418537992	0.18567204066003734	False	0.008359293873312565	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P76243	YEAO_ECOLI	yeaO	Uncharacterized protein YeaO	5	5.0	8836640.0	10226000.0	8758900.0	9340280.0	9429050.0	8718870.0	0	0.08446625880533995	0.1399675096075869	False	0.008385254413291798	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7.0	4739000.0	4329500.0	4356620.0	4096320.0	3883070.0	4416260.0	0	0.0845211739312448	-0.1345277533385147	False	0.008411214953271028	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	5508550.0	9352260.0	205774.0	8856940.0	8646630.0	5035650.0	1	0.08466388369930072	1.320902139276354	False	0.00843717549325026	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	9	9.0	3346960.0	2899630.0	3234090.0	3122480.0	3141400.0	3252990.0	0	0.085175143577287	-0.10188390780727473	False	0.008463136033229492	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P00393	DHNA_ECOLI	ndh	NADH dehydrogenase	18	18.0	30276900.0	32444500.0	28884800.0	31135400.0	30156700.0	28853900.0	0	0.08585688053392004	0.09085321497787203	False	0.008489096573208723	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	9	9.0	32681600.0	30637100.0	31714100.0	31225100.0	31884400.0	33134400.0	0	0.08602428750320407	-0.05708116817379879	False	0.008515057113187955	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P23865	PRC_ECOLI	prc	Tail-specific protease	25	25.0	25612700.0	27777400.0	26062700.0	26406000.0	26943300.0	25919600.0	0	0.08603173317712884	0.06421311266248118	False	0.008541017653167185	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AF06	MOTB_ECOLI	motB	Motility protein B	4	4.0	1300800.0	1648310.0	1415500.0	1381920.0	1592360.0	1178810.0	0	0.08607980199850078	0.247037337259419	False	0.008566978193146417	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7.0	32067700.0	37482300.0	30201900.0	33880200.0	33077300.0	30483000.0	0	0.08611361415433956	0.17121197163127852	False	0.00859293873312565	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4.0	9393400.0	10255400.0	9278130.0	11069300.0	9626950.0	8719100.0	0	0.08616277744546064	0.17633387082135082	False	0.008618899273104882	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	2	2.0	25883400.0	24461500.0	26572200.0	25677700.0	25170400.0	27916100.0	0	0.08654655078906882	-0.09385381528935043	False	0.008644859813084113	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AE01	TRMJ_ECOLI	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	8	8.0	39308500.0	38562200.0	39805000.0	36285300.0	37575300.0	39242800.0	0	0.08660295364016804	-0.07420184927654809	False	0.008670820353063343	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	10	10.0	7011880.0	6355690.0	7336900.0	6394740.0	6973070.0	7071900.0	0	0.0867160148957505	-0.11908869378625307	False	0.008696780893042575	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5	5.0	106042000.0	90939300.0	109117000.0	101322000.0	99660900.0	104322000.0	0	0.08734173872076714	-0.13014620595685414	False	0.008722741433021807	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1.0	198096.0	17408100.0	11876000.0	15979800.0	13609200.0	153245.0	2	0.08740404137938262	1.942461032186577	False	0.008748701973001038	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P77398	ARNA_ECOLI	arnA	Bifunctional polymyxin resistance protein ArnA	5	5.0	3230730.0	2031840.0	3464450.0	2303520.0	3113410.0	3601630.0	0	0.08765755956114256	-0.46712333183956045	False	0.008774662512980272	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P69441	KAD_ECOLI	adk	Adenylate kinase	16	16.0	449262000.0	400032000.0	454922000.0	411965000.0	438557000.0	451888000.0	0	0.0878727286489794	-0.11686642403736652	False	0.008800623052959502	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	3	3.0	6364830.0	6160500.0	6288480.0	5906130.0	6163280.0	6338380.0	0	0.08817118239037641	-0.05906085238294703	False	0.008826583592938734	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8.0	131486000.0	127541000.0	128626000.0	125987000.0	128796000.0	130007000.0	0	0.08834461468443455	-0.029118497049009588	False	0.008852544132917965	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	11	11.0	38178700.0	36343800.0	37317000.0	34985300.0	35300100.0	36146200.0	0	0.0883558807662777	-0.06627601377944924	False	0.008878504672897197	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14.0	59032100.0	51099700.0	58784000.0	54436700.0	56610500.0	59279900.0	0	0.08857643389768682	-0.12723018491236418	False	0.008904465212876429	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	13	13.0	29534100.0	32002800.0	29131400.0	31423100.0	30699300.0	30907400.0	0	0.08960650348468299	0.07151870983137465	False	0.008930425752855659	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5.0	3362790.0	3720790.0	3403650.0	3676330.0	4157170.0	3367220.0	0	0.08983792611315856	0.1892732801771721	False	0.00895638629283489	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4.0	12975100.0	12610100.0	13743200.0	12400800.0	13157000.0	13693100.0	0	0.09014156040409138	-0.08240252109145713	False	0.008982346832814124	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AED0	USPA_ECOLI	uspA	Universal stress protein A	4	4.0	143009000.0	148715000.0	147243000.0	156801000.0	156836000.0	149351000.0	0	0.09030361753472817	0.07279039757300966	False	0.009008307372793355	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	6	6.0	2403150.0	3106230.0	2545570.0	2893360.0	2634720.0	2501530.0	0	0.09056316196607717	0.2127920538571791	False	0.009034267912772587	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	2	2.0	1535110.0	1522390.0	1522300.0	1344890.0	1359240.0	1650090.0	0	0.09063931737237454	-0.15549081803760817	False	0.009060228452751817	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P36930	GATR_ECOLI	gatR	Galactitol utilization operon repressor	2	2.0	2324360.0	3188920.0	2343100.0	2875640.0	2591920.0	2511900.0	0	0.09108589462230463	0.26992525697587744	False	0.009086188992731049	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7G6	RECA_ECOLI	recA	Protein RecA	12	12.0	80224100.0	76306000.0	77331100.0	77650700.0	75854800.0	79410500.0	0	0.09129164574338869	-0.04422725519790523	False	0.00911214953271028	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	3	3.0	1993230.0	1680510.0	1845850.0	1797660.0	1773580.0	1837110.0	0	0.0920079659407074	-0.11212464077076538	False	0.009138110072689512	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P33030	YEIR_ECOLI	yeiR	Uncharacterized protein YeiR	8	8.0	6915420.0	7979960.0	7401790.0	7551030.0	7539100.0	7351580.0	0	0.09241264270397567	0.09040503760246255	False	0.009164070612668745	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P77475	YQAB_ECOLI	yqaB	Fructose-1-phosphate phosphatase YqaB	2	2.0	12811300.0	11932300.0	13283800.0	10900300.0	9365180.0	12533200.0	0	0.09263831866878991	-0.2626969675333078	False	0.009190031152647975	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	8	8.0	28920600.0	31728800.0	29910800.0	31646400.0	30162800.0	30322500.0	0	0.09292646191436342	0.06925467251576466	False	0.009215991692627207	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5.0	473353000.0	551326000.0	523523000.0	559047000.0	527857000.0	514492000.0	0	0.0932253040891251	0.11628293675157578	False	0.009241952232606439	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4.0	5230760.0	3516750.0	4739700.0	4402860.0	4469820.0	4944340.0	0	0.09409849474756563	-0.2676348169912303	False	0.00926791277258567	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1.0	198096.0	266283.0	205774.0	225120.0	214696.0	153245.0	3	0.09426967057053258	0.3418953133264961	False	0.009293873312564902	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2.0	2228010.0	2503780.0	2567360.0	3096280.0	2895170.0	2278350.0	0	0.09439357133784385	0.26418389370881734	False	0.009319833852544132	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3.0	19936400.0	19397100.0	18360500.0	21426300.0	21471000.0	18097100.0	0	0.09444914159229492	0.14356080070356264	False	0.009345794392523364	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9.0	13607000.0	13337200.0	13547000.0	12714600.0	12947400.0	13339900.0	0	0.09446046064488244	-0.05426006689588646	False	0.009371754932502597	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P36659	CBPA_ECOLI	cbpA	Curved DNA-binding protein	7	7.0	15722200.0	17144300.0	15861400.0	18064400.0	16473200.0	16100800.0	0	0.09455700990995612	0.1161417450487388	False	0.009397715472481829	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P37637	MDTF_ECOLI	mdtF	Multidrug resistance protein MdtF	6	6.0	1991530.0	1808610.0	2007110.0	1901120.0	1836780.0	1879060.0	0	0.09535612762524243	-0.08367144730461498	False	0.00942367601246106	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15.0	9305430.0	9648960.0	9114140.0	9496380.0	9298920.0	8788700.0	0	0.09551566928983363	0.06409232091787265	False	0.00944963655244029	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	10	10.0	2511300.0	3141600.0	2735960.0	2875780.0	2879710.0	2820480.0	0	0.09609821623430564	0.14116895549862846	False	0.009475597092419522	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8.0	9045510.0	9714480.0	8520340.0	9416800.0	9508450.0	9263380.0	0	0.09662655453398866	0.09421224192608464	False	0.009501557632398754	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	12	12.0	25490300.0	25317700.0	25676500.0	25365000.0	24769400.0	25825000.0	0	0.09735450783100376	-0.029143745245447217	False	0.009527518172377986	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	4	4.0	2345470.0	3536560.0	2784440.0	2840640.0	3098850.0	2702870.0	0	0.09805238648959945	0.2747613730861715	False	0.009553478712357217	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P69407	RCSB_ECOLI	rcsB	Capsular synthesis regulator component B	10	10.0	65753800.0	59505100.0	66497700.0	62441800.0	65702800.0	70482500.0	0	0.09820926987358569	-0.11154607603039769	False	0.009579439252336449	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P75884	GFCB_ECOLI	gfcB	Uncharacterized lipoprotein GfcB	6	6.0	7655510.0	8278890.0	8203040.0	8816450.0	8344120.0	8063440.0	0	0.09872142019040003	0.08873063896750212	False	0.00960539979231568	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	10	10.0	13824400.0	11340500.0	14460000.0	13373200.0	13187900.0	14803800.0	0	0.10043360483507331	-0.18503407899935423	False	0.009631360332294912	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8.0	47191900.0	46624300.0	46818300.0	44084900.0	45539100.0	48066900.0	0	0.10088590017179278	-0.06043581042107272	False	0.009657320872274144	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	9	9.0	8643820.0	7160610.0	8134660.0	8071080.0	7786410.0	8351270.0	0	0.10253277364951506	-0.12662756588456006	False	0.009683281412253376	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P33644	YFIH_ECOLI	yfiH	Laccase domain protein YfiH	1	1.0	639608.0	846461.0	750585.0	791255.0	743126.0	711009.0	0	0.10260781382418863	0.18025701928826884	False	0.009709241952232606	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3.0	11748500.0	13965000.0	12925000.0	13113300.0	13682900.0	12955300.0	0	0.10283219167781989	0.11535924280564697	False	0.009735202492211837	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ADP7	YIGP_ECOLI	yigP	Uncharacterized protein YigP	3	3.0	5246270.0	6554570.0	6238160.0	6933560.0	6624930.0	4531990.0	0	0.10302382822637518	0.3285808781947654	False	0.00976116303219107	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2.0	2343340.0	1248760.0	2204000.0	225120.0	1640220.0	2097440.0	1	0.10418942493854844	-1.0934061615472572	False	0.009787123572170302	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4.0	3920820.0	4091840.0	3881190.0	4640970.0	4503080.0	4147550.0	0	0.1043077421976742	0.14749770987801475	False	0.009813084112149534	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3.0	1479430.0	1765730.0	1515590.0	1520550.0	1618900.0	1318050.0	0	0.10439642516063782	0.18559094758412623	False	0.009839044652128764	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2.0	2801600.0	3425430.0	2377570.0	3427790.0	2759020.0	2701830.0	0	0.10477915560956322	0.28649396917345565	False	0.009865005192107996	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P36771	LRHA_ECOLI	lrhA	Probable HTH-type transcriptional regulator LrhA	2	2.0	9056590.0	8496300.0	9154980.0	8061320.0	7093590.0	8871240.0	0	0.10478416682068895	-0.19546344074977479	False	0.009890965732087227	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	14	14.0	32573100.0	30277500.0	32853100.0	32355200.0	31132800.0	33190900.0	0	0.10539263568538224	-0.0727806322533449	False	0.00991692627206646	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P26608	FLIS_ECOLI	fliS	Flagellar protein FliS	7	7.0	11535100.0	10236700.0	12515400.0	11351000.0	11245100.0	11715500.0	0	0.1055341038175559	-0.12345099012526771	False	0.00994288681204569	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1.0	2962880.0	5182600.0	3830680.0	4914590.0	4328090.0	4395410.0	0	0.10561598211700272	0.36652208716847684	False	0.009968847352024924	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P75797	GSIB_ECOLI	gsiB	Glutathione-binding protein GsiB	3	3.0	2879290.0	3755590.0	3317250.0	3258140.0	3433200.0	3031670.0	0	0.10566994428511484	0.1789563053043305	False	0.009994807892004154	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1.0	2292590.0	2185490.0	1560540.0	2655220.0	2610890.0	1929210.0	0	0.10569393161433062	0.3658967914735357	False	0.010020768431983386	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7J3	RL10_ECOLI	rplJ	50S ribosomal protein L10	9	9.0	2148900000.0	1765080000.0	2218640000.0	2058320000.0	1994910000.0	2177070000.0	0	0.10635337720923799	-0.1697070576720279	False	0.010046728971962618	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10.0	95885900.0	97759000.0	94825300.0	107212000.0	104773000.0	95328900.0	0	0.10646732585637317	0.11485892363536761	False	0.01007268951194185	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5.0	4382410.0	5784110.0	4523180.0	4760090.0	5676970.0	4722820.0	0	0.10669485262898895	0.2512606264213398	False	0.010098650051921081	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3.0	2822730.0	3164940.0	3014330.0	3144620.0	3009660.0	2634120.0	0	0.10754519016315968	0.13764626430463603	False	0.010124610591900311	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ADV1	LPTA_ECOLI	lptA	Lipopolysaccharide export system protein LptA	3	3.0	10989300.0	12615800.0	11128900.0	11928400.0	11577700.0	11650000.0	0	0.10879212413586722	0.09720850096720017	False	0.010150571131879543	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7.0	28485600.0	26034400.0	28664700.0	27101800.0	28229400.0	29184400.0	0	0.10889522180274176	-0.08552155360510993	False	0.010176531671858776	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AEI1	MIAB_ECOLI	miaB	(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB	21	21.0	49384300.0	49806500.0	47880900.0	49378200.0	49863200.0	48063600.0	0	0.1089616959547242	0.03645541663855406	False	0.010202492211838008	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	13	13.0	5668950.0	5785640.0	5299770.0	5949000.0	5632880.0	5524650.0	0	0.10939036704456338	0.07450555182894583	False	0.01022845275181724	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
