Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		9	9.0	80262.6	16001200.0	186823.0	15590000.0	159946.0	16105600.0	3	5.450581718109761e-05	-6.803405836100209	False	0.0002832131822863028	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		4	4.0	80262.6	13654900.0	186823.0	14139400.0	159946.0	14041900.0	3	5.8821346688360025e-05	-6.614265174615019	False	0.00030895983522142125	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		4	4.0	80262.6	2387280.0	186823.0	2190050.0	159946.0	2352840.0	3	6.517488771847216e-05	-4.0204760055174695	False	0.00033470648815653965	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		3	3.0	80262.6	10539500.0	186823.0	10400500.0	159946.0	10100500.0	3	7.043845047661766e-05	-6.183665154315528	False	0.0003604531410916581	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		7	7.0	80262.6	17821800.0	186823.0	17519400.0	159946.0	18168400.0	3	7.371240386265362e-05	-6.969311102098764	False	0.0003861997940267765	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8.0	1358460000.0	1226910000.0	1341110000.0	1240430000.0	1353750000.0	1239040000.0	0	8.520109571246817e-05	0.1290932746555338	False	0.00041194644696189496	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		13	13.0	80262.6	20831900.0	186823.0	20074100.0	159946.0	20112700.0	3	0.00011765196054972841	-7.158764801395593	False	0.0004376930998970134	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		10	10.0	80262.6	15263900.0	186823.0	15572100.0	159946.0	14887600.0	3	0.00012037114803989369	-6.742452354803961	False	0.0004634397528321318	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		15	15.0	80262.6	14842100.0	186823.0	14495700.0	159946.0	14122200.0	3	0.00015347080588438194	-6.669201532208179	False	0.0004891864057672503	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P30130	FIMD_ECOLI	fimD	Outer membrane usher protein FimD	11	11.0	3863630.0	3354400.0	3949060.0	3450740.0	3921010.0	3382010.0	0	0.00019148571546719002	0.20390751814774524	False	0.0005149330587023687	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P23256	MALY_ECOLI	malY	Protein MalY	1	1.0	2446170.0	183979.0	2261290.0	170587.0	2402700.0	121946.0	3	0.00019157411476223226	3.8992975741011784	False	0.0005406797116374872	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		6	6.0	80262.6	7142650.0	186823.0	6965410.0	159946.0	6680470.0	3	0.00020180130637292975	-5.605301103538462	False	0.0005664263645726056	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P67699	YDDM_ECOLI	yddM	Uncharacterized HTH-type transcriptional regulator YddM	1	1.0	80262.6	4027230.0	186823.0	4133820.0	159946.0	4366160.0	3	0.0002065901889081069	-4.874578498018478	False	0.0005921730175077241	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		10	10.0	80262.6	10784800.0	186823.0	10576300.0	159946.0	10072800.0	3	0.0003184443505376992	-6.2018346359218866	False	0.0006179196704428425	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3.0	80262.6	4405310.0	186823.0	4423180.0	159946.0	4786000.0	3	0.0003991531861345688	-4.994656297599024	False	0.0006436663233779609	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1.0	550673.0	183979.0	596317.0	170587.0	649421.0	121946.0	3	0.00047696097773293093	1.9145330102516374	False	0.0006694129763130793	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		3	3.0	80262.6	6187280.0	186823.0	6169940.0	159946.0	6707440.0	3	0.0005696562909358997	-5.480414159894484	False	0.0006951596292481978	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P09833	MODC_ECOLI	modC	Molybdenum import ATP-binding protein ModC	1	1.0	1020050.0	183979.0	917248.0	170587.0	882036.0	121946.0	3	0.0006444936336333683	2.564769949699415	False	0.0007209062821833162	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		5	5.0	80262.6	6409290.0	186823.0	6877360.0	159946.0	6243340.0	3	0.0006619342415816479	-5.515204568206361	False	0.0007466529351184347	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		6	6.0	80262.6	13946200.0	186823.0	15229000.0	159946.0	14164700.0	3	0.0007147355485488098	-6.665209182332602	False	0.000772399588053553	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P36771	LRHA_ECOLI	lrhA	Probable HTH-type transcriptional regulator LrhA	2	2.0	7775750.0	8432180.0	7567270.0	8542480.0	7625760.0	8365250.0	0	0.0007163873929419707	-0.1417371712825731	False	0.0007981462409886715	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		4	4.0	80262.6	8372040.0	186823.0	7830820.0	159946.0	7589900.0	3	0.000721850124977778	-5.800035994199991	False	0.0008238928939237899	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AET8	HDHA_ECOLI	hdhA	7-alpha-hydroxysteroid dehydrogenase	1	1.0	6359040.0	183979.0	6463290.0	170587.0	5891200.0	121946.0	3	0.0007412742060196155	5.295425368765521	False	0.0008496395468589084	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		6	6.0	80262.6	15477800.0	186823.0	16920000.0	159946.0	16807100.0	3	0.0007701221788311604	-6.848315349141716	False	0.0008753861997940268	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		3	3.0	80262.6	8519520.0	186823.0	9007820.0	159946.0	8127070.0	3	0.0007788895273386213	-5.908720204506097	False	0.0009011328527291452	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		5	5.0	80262.6	21472200.0	186823.0	23439500.0	159946.0	23354600.0	3	0.000784291852812904	-7.320686918321975	False	0.0009268795056642636	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		2	2.0	80262.6	6427660.0	186823.0	7075660.0	159946.0	7060880.0	3	0.0008060584533370955	-5.589648306090263	False	0.0009526261585993821	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		5	5.0	80262.6	4319120.0	186823.0	4049080.0	159946.0	4578960.0	3	0.0008876230462231746	-4.92214903063896	False	0.0009783728115345005	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		1	1.0	80262.6	7634270.0	186823.0	7679910.0	159946.0	8435260.0	3	0.0009584409906375703	-5.79740685350108	False	0.001004119464469619	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2.0	23458700.0	27819300.0	22135300.0	26773400.0	22714600.0	27055200.0	0	0.0010132099811530563	-0.2573485557228815	False	0.0010298661174047373	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		5	5.0	80262.6	7463140.0	186823.0	6616980.0	159946.0	7232690.0	3	0.0011260205866989803	-5.64123417632832	False	0.001055612770339856	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10.0	182763000.0	199555000.0	182086000.0	199500000.0	186283000.0	195988000.0	0	0.0011801163280369513	-0.11059603083105986	False	0.0010813594232749744	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2.0	16416500.0	21347200.0	15214000.0	21171000.0	14905800.0	19923700.0	0	0.0011822414306957053	-0.42415792696315896	False	0.0011071060762100926	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77757	ARNC_ECOLI	arnC	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2	2.0	80262.6	1879140.0	186823.0	2225390.0	159946.0	2022320.0	3	0.001275022324618049	-3.842730793910374	False	0.0011328527291452112	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2.0	593483.0	1296530.0	521879.0	1351230.0	707881.0	1250990.0	0	0.0013736661334332741	-1.096504792458385	False	0.0011585993820803296	False	False	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P30864	YAFC_ECOLI	yafC	Uncharacterized HTH-type transcriptional regulator YafC	1	1.0	80262.6	2424760.0	186823.0	2792240.0	159946.0	2440200.0	3	0.001390252053100857	-4.164402202655157	False	0.0011843460350154482	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1.0	80262.6	16549800.0	186823.0	14534000.0	159946.0	15391400.0	3	0.0014043494670178582	-6.765974431298234	False	0.0012100926879505664	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1.0	4892550.0	3688430.0	4708050.0	3966060.0	5039170.0	3627190.0	0	0.001426269597467111	0.3759109669414185	False	0.001235839340885685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE67	CHEY_ECOLI	cheY	Chemotaxis protein CheY	3	3.0	4905320.0	6345210.0	4852720.0	6678920.0	5288540.0	6392600.0	0	0.0014540132231839961	-0.3678646467587135	False	0.0012615859938208034	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		4	4.0	80262.6	13218800.0	186823.0	14856400.0	159946.0	13213000.0	3	0.0015579006481471894	-6.595242881853863	False	0.0012873326467559218	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		3	3.0	80262.6	6912330.0	186823.0	6923420.0	159946.0	6075300.0	3	0.0016614371805777882	-5.543082660608289	False	0.0013130792996910402	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	1	1.0	13779600.0	183979.0	13959700.0	170587.0	15747100.0	121946.0	3	0.0018978160764679668	6.511907924751687	False	0.0013388259526261586	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q47083	CBL_ECOLI	cbl	HTH-type transcriptional regulator cbl	1	1.0	80262.6	1845750.0	186823.0	1616720.0	159946.0	1511290.0	3	0.0020500516434164414	-3.541922157336046	False	0.0013645726055612772	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16.0	124045000.0	119998000.0	123154000.0	120614000.0	123575000.0	119316000.0	0	0.0022170891709863516	0.04283174188120904	False	0.0013903192584963956	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AA57	YOBA_ECOLI	yobA	Protein YobA	3	3.0	2314930.0	583343.0	3010470.0	170587.0	2335510.0	121946.0	2	0.002217820250569548	3.1287172292568934	False	0.0014160659114315138	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	16	16.0	15163500.0	16065300.0	15321400.0	16279000.0	15413000.0	15989200.0	0	0.002242767630138403	-0.074595322734686	False	0.0014418125643666324	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8.0	89337200.0	97523400.0	89969200.0	99755000.0	92033000.0	97420000.0	0	0.0022465037529513544	-0.11914067746084844	False	0.0014675592173017508	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28634	TSAA_ECOLI	tsaA	Probable tRNA (adenine(37)-N6)-methyltransferase	2	2.0	80262.6	10141800.0	186823.0	10537400.0	159946.0	11922200.0	3	0.002450331299618368	-6.254447277043776	False	0.0014933058702368694	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1.0	1497830.0	4309630.0	2168060.0	4640150.0	2138450.0	4370700.0	0	0.002462492056587568	-1.1984421349478707	False	0.0015190525231719878	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1.0	80262.6	1290800.0	186823.0	1279610.0	159946.0	1035960.0	3	0.0025338615145472847	-3.078132682251133	False	0.001544799176107106	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5	5.0	91008800.0	100876000.0	87047500.0	100704000.0	87632500.0	97166500.0	0	0.003105809213469573	-0.16918439822230671	False	0.0015705458290422246	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2.0	1736920.0	183979.0	2089700.0	170587.0	1786210.0	121946.0	3	0.003336311867042006	3.558143912883333	False	0.001596292481977343	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6.0	279864000.0	252330000.0	272681000.0	249027000.0	285165000.0	240120000.0	0	0.003351454488362446	0.17604895333648363	False	0.0016220391349124617	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	9	9.0	8210570.0	7238200.0	8745910.0	6615650.0	8390920.0	6983690.0	0	0.0035059814110692355	0.2826528022881866	False	0.0016477857878475798	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	694111000.0	787415000.0	684481000.0	783594000.0	688039000.0	762579000.0	0	0.0035302669894887438	-0.17526905616359734	False	0.0016735324407826982	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77766	TRPH_ECOLI	trpH	Protein TrpH	2	2.0	80262.6	4276580.0	186823.0	4632320.0	159946.0	3744300.0	3	0.0035566231397138434	-4.889015646980779	False	0.0016992790937178169	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	5	5.0	7023860.0	6414320.0	6880070.0	6301670.0	7109110.0	6353500.0	0	0.003629208742250883	0.1400186344787568	False	0.0017250257466529353	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADU2	YGIN_ECOLI	ygiN	Probable quinol monooxygenase YgiN	5	5.0	73433000.0	81164400.0	72206800.0	81118000.0	75375000.0	82802000.0	0	0.0036639657464615422	-0.14913567610977657	False	0.0017507723995880537	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		3	3.0	80262.6	5262780.0	186823.0	5085220.0	159946.0	6215610.0	3	0.0039812854511275956	-5.277530496800775	False	0.001776519052523172	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	2	2.0	80262.6	951357.0	186823.0	779851.0	159946.0	1043670.0	3	0.004114898324943994	-2.7000096062772934	False	0.0018022657054582905	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	7	7.0	14337500.0	13410600.0	14304500.0	13650200.0	14378600.0	13491400.0	0	0.004196838635298103	0.08524746158364459	False	0.001828012358393409	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3.0	1065200000.0	1144720000.0	1095500000.0	1158520000.0	1093070000.0	1175610000.0	0	0.004835204371552375	-0.09649820011801799	False	0.0018537590113285273	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10.0	107985000.0	105578000.0	108688000.0	106192000.0	108888000.0	104832000.0	0	0.004885891290808417	0.040257515749613546	False	0.0018795056642636459	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5.0	22236100.0	28309500.0	22114300.0	30806000.0	24031200.0	28223500.0	0	0.0050526214087139405	-0.3530178333763668	False	0.0019052523171987643	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	3	3.0	102326000.0	154057000.0	104464000.0	151711000.0	117205000.0	137138000.0	0	0.0051489922699955665	-0.4510289922645892	False	0.0019309989701338827	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28.0	76280600.0	80918400.0	74978300.0	80515200.0	76752300.0	79144000.0	0	0.005162221390747966	-0.07739762863387908	False	0.001956745623069001	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10.0	14602300.0	12212000.0	13906200.0	12679600.0	14254600.0	12949300.0	0	0.005162526689657883	0.1764200394432568	False	0.0019824922760041195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1.0	80262.6	1014020.0	186823.0	761042.0	159946.0	1002090.0	3	0.005265554889210848	-2.7011914041805585	False	0.002008238928939238	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77690	ARNB_ECOLI	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	3	3.0	2470730.0	3288610.0	2379130.0	3043700.0	2634100.0	3030620.0	0	0.005266862243961606	-0.3231582242742159	False	0.0020339855818743563	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	41	41.0	812952000.0	838757000.0	793055000.0	857363000.0	799651000.0	843086000.0	0	0.005401464820517149	-0.07794588572365549	False	0.0020597322348094747	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4.0	5009890.0	4683320.0	5011410.0	4696130.0	5154150.0	4514540.0	0	0.00541980837667857	0.12727833349271042	False	0.002085478887744593	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7W7	RS8_ECOLI	rpsH	30S ribosomal protein S8	7	7.0	244786000.0	309424000.0	244275000.0	323110000.0	262199000.0	295222000.0	0	0.005422688660662345	-0.3044331365524936	False	0.002111225540679712	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3.0	188263000.0	202837000.0	192259000.0	202562000.0	187537000.0	200704000.0	0	0.005481394080500169	-0.09352220405016547	False	0.0021369721936148303	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2.0	2446720.0	2763690.0	2337400.0	2672930.0	2476500.0	2737010.0	0	0.006232579312681081	-0.17088418928080024	False	0.0021627188465499487	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	5	5.0	8668330.0	8313910.0	8551470.0	8311370.0	8646330.0	8156620.0	0	0.006588392398445196	0.06177741767517515	False	0.002188465499485067	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11.0	1199720000.0	1287980000.0	1199690000.0	1308070000.0	1178770000.0	1263850000.0	0	0.006877315642959252	-0.10933750763973107	False	0.002214212152420185	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6.0	1328030000.0	1385850000.0	1276040000.0	1428900000.0	1294220000.0	1394740000.0	0	0.007104785502533626	-0.11080403545304265	False	0.002239958805355304	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9.0	161994000.0	150136000.0	157426000.0	145120000.0	156639000.0	145465000.0	0	0.007161936207525533	0.1112747423881935	False	0.0022657054582904223	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4.0	2887230.0	4404050.0	3171000.0	3937190.0	3283020.0	3985270.0	0	0.007196737923580116	-0.4000768655669576	False	0.0022914521112255407	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	16	16.0	299801000.0	318797000.0	292783000.0	332404000.0	303832000.0	324674000.0	0	0.007226271096718091	-0.12252796502741774	False	0.002317198764160659	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
