protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P09211ups|GSTP1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	37181180.53969979	34468820.53895129	36419625.56277216	3	0.0005035444531957157	-8.13757222904989	False	0.0004878048780487805	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	70509884.46187067	76301096.53555278	72788667.94732769	3	0.0005303511487048946	-9.160486871686995	False	0.0005121951219512195	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P27836	6754795.421794819	6446020.450793582	6500371.129579425	8002253.038552091	7752278.9382171715	7746567.084865536	0	0.0006127131850419029	-0.25444567292090675	False	0.0005365853658536586	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	264388937.96934545	243754584.1146903	247878492.61796895	3	0.0006258027832541971	-10.944039368735611	False	0.0005609756097560976	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	33148167.573664933	36154603.83563518	34676167.05455478	3	0.0006286517876163717	-8.081902455378696	False	0.0005853658536585367	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	35936942.91851414	33287378.881971437	36058975.65330856	3	0.0006656527725531397	-8.099887703496282	False	0.0006097560975609756	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	211169818.6780905	215884794.44597423	230199884.7451568	3	0.0006821196740396579	-10.742063233502302	False	0.0006341463414634147	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	121709726.25098938	131297397.474869	134256622.8292356	3	0.0008609307404484081	-9.978927574380982	False	0.0006585365853658537	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02359	6341116168.556399	6319678733.387031	6242473310.918172	6741425223.354268	6681722529.932321	6719205651.334562	0	0.0009081908691854675	-0.09159657007589077	False	0.0006829268292682927	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	54838167.83154198	59977390.8170109	61244628.089933954	3	0.001116201483156347	-8.841679826755213	False	0.0007073170731707318	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	68516760.24022783	67768579.33968447	61428037.01676759	3	0.0011660008276745957	-9.009021605733679	False	0.0007317073170731707	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ7	368019096.11245024	369390391.63382345	371044935.7198852	318095868.9673203	310178445.23555475	318792905.6508565	0	0.0011998308981754071	0.2270107194564335	False	0.0007560975609756098	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	57997036.72117649	51434696.89628312	52308165.823931895	3	0.0014591174152992173	-8.71928674325639	False	0.0007804878048780488	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ABA0	1261074145.7701335	1262977786.777057	1269202029.408954	1178537117.9749591	1194993480.1726377	1177521309.851135	0	0.0015396078047152368	0.09518951535926871	False	0.0008048780487804879	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	112557321.18997332	98338018.24333245	103973492.76293774	3	0.0015513966322097685	-9.680362080680167	False	0.0008292682926829269	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	11323016.244200803	9815163.332670975	10694536.061811574	3	0.0017136873099771698	-6.374193266839919	False	0.0008536585365853659	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	182664958.8894601	210871068.4626394	199725675.33868584	3	0.001717915749851981	-10.59427977798336	False	0.0008780487804878049	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	10329005.12434403	11346074.78447875	11967907.887089243	3	0.0018320437391046887	-6.453988864175155	False	0.0009024390243902439	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	144891197.63779503	164050795.53116354	167036580.2916749	3	0.0019096725828376539	-10.276507754630416	False	0.000926829268292683	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	71664890.06515554	64414262.56036744	61823519.62793859	3	0.0019945151404734667	-9.010402216691885	False	0.000951219512195122	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	72626659.3597585	63528774.689502895	63076019.94700678	3	0.0021949266602639974	-9.020056556915788	False	0.000975609756097561	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A7L3	1263278299.6475854	1333599733.768025	1317740680.196507	1569248524.544066	1591330901.5102828	1561772952.9555857	0	0.002276608963578864	-0.2706339036621345	False	0.0010000000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	91735769.01128328	79484641.98342764	79935322.72627264	3	0.002293867360335027	-9.354193334824718	False	0.001024390243902439	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	23202587.100003727	22435771.26220857	19623746.04153885	3	0.0025163038542446114	-7.409928537250912	False	0.0010487804878048781	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	32179078.58041704	38315416.49470334	36963078.807106175	3	0.0027073137909857667	-8.129378294808959	False	0.0010731707317073172	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	92539038.14395374	78886626.50254022	79645572.79767446	3	0.002798070015769154	-9.353707887536205	False	0.0010975609756097562	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P30850	360000126.15422875	354187525.09498805	354772428.2448294	380004994.0030106	375007587.53272337	372403956.443232	0	0.00286944576958691	-0.07681265916068054	False	0.0011219512195121953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22564	354315.46794879856	403342.0625000002	439950.45400583016	742174.8074953163	882150.2181510248	873545.6409322048	0	0.0031293704740161274	-1.0605430347901386	False	0.0011463414634146343	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACE7	249485954.4765456	244256230.313511	249209746.02545303	229919982.24348703	231858989.58497727	229239138.7775309	0	0.003434774800088087	0.10454534893365598	False	0.0011707317073170733	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	95988.38438091685	149582.7187500001	138180.6020415705	109130509.36792351	89718583.23213698	95159562.76860952	3	0.0034706448394023494	-9.581469751076682	False	0.0011951219512195124	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
