Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		6	6.0	3905960.0	11392400.0	3793750.0	11530300.0	11072100.0	3648240.0	0	1.3819340194285764e-05	-1.582882382905335	True	2.6315789473684212e-05	True	True	Human	True	False	False	True	diann231	manual	min	0.6609640474436812
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		6	6.0	4894330.0	13742600.0	5035200.0	13302800.0	12991200.0	4230960.0	0	1.4693647431108025e-05	-1.499448274074174	True	5.2631578947368424e-05	True	True	Human	True	False	False	True	diann231	manual	min	0.6609640474436812
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		11	11.0	1903300.0	6330010.0	2325990.0	6335730.0	6830510.0	2230250.0	0	5.150831197263999e-05	-1.5936933201729488	False	7.894736842105265e-05	True	True	Human	True	False	False	True	diann231	manual	min	0.6609640474436812
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3.0	376260.0	1066640.0	378092.0	1068780.0	1097620.0	433993.0	0	6.283081022837847e-05	-1.4439376171825344	False	0.00010526315789473685	True	True	Human	True	False	False	True	diann231	manual	min	0.6609640474436812
P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	8	8.0	2202430.0	2552770.0	2174750.0	2531270.0	2579270.0	2234580.0	0	0.00012674248231627446	-0.21293331024109052	False	0.00013157894736842105	True	False	Ecoli	False	True	False	True	diann231	manual	min	0.6609640474436812
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		2	2.0	140302.0	2159380.0	151323.0	2153560.0	2044700.0	126123.0	3	0.0002231828837669017	-3.927786500087252	False	0.0001578947368421053	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		2	2.0	3153710.0	7046320.0	3544300.0	7219960.0	7312420.0	3675510.0	0	0.00026002500323990313	-1.0567024324056118	False	0.00018421052631578948	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		4	4.0	1418320.0	5659490.0	1347220.0	5426740.0	5651740.0	1866250.0	0	0.0002739930226281215	-1.8534828170072166	False	0.0002105263157894737	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		2	2.0	803004.0	2286200.0	855577.0	2210620.0	2504530.0	664293.0	0	0.00031252995871030074	-1.5917222293276234	False	0.0002368421052631579	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		4	4.0	140302.0	1824360.0	402819.0	1709550.0	1496160.0	126123.0	2	0.00039205189871401703	-2.9099742723729527	False	0.0002631578947368421	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		2	2.0	949869.0	2002300.0	703785.0	2150030.0	1869170.0	972842.0	0	0.0006787506010366643	-1.1969835303617704	False	0.00028947368421052634	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		4	4.0	2107220.0	7118780.0	1356310.0	6601360.0	5913740.0	1996100.0	0	0.0007225140739090312	-1.846470214995429	False	0.0003157894736842106	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		3	3.0	5025260.0	8283990.0	4683600.0	7668590.0	7769300.0	4815780.0	0	0.0007285098198038763	-0.7077159442897617	False	0.00034210526315789477	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		1	1.0	1920320.0	5787240.0	1041420.0	5108770.0	4729630.0	1299860.0	0	0.000828566322923744	-1.8744481902290746	False	0.00036842105263157896	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		9	9.0	3455220.0	11982900.0	4457670.0	13206200.0	12603500.0	5495380.0	0	0.0008477273396643022	-1.4949806686933202	False	0.00039473684210526315	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		5	5.0	140302.0	3992340.0	151323.0	3726620.0	3201680.0	968120.0	2	0.0009683647248641206	-3.115853772043128	False	0.0004210526315789474	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		2	2.0	651622.0	2503080.0	1120260.0	2761730.0	2455150.0	746418.0	0	0.001065698463187098	-1.6161432137248817	False	0.00044736842105263163	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		7	7.0	756034.0	3068570.0	1247790.0	3764030.0	3349460.0	1481570.0	0	0.0016380973971888914	-1.5466358148819594	False	0.0004736842105263158	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0A7X3	RS9_ECOLI	rpsI	30S ribosomal protein S9	7	7.0	604370000.0	555713000.0	608781000.0	549818000.0	551057000.0	618563000.0	0	0.0016827291605600308	0.1449794184304791	False	0.0005	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		3	3.0	140302.0	2708600.0	151323.0	2432860.0	2360220.0	126123.0	3	0.0019314016916461428	-4.166508896704235	False	0.0005263157894736842	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5.0	2212560.0	2364280.0	2240870.0	2337790.0	2332690.0	2192690.0	0	0.0024880414460226458	-0.08198886282275923	False	0.0005526315789473685	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		3	3.0	140302.0	3136900.0	843324.0	2312490.0	2648340.0	640348.0	1	0.002618757457771401	-2.3179890054970014	False	0.0005789473684210527	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		5	5.0	2980270.0	8760540.0	2920010.0	7976170.0	7592190.0	3037040.0	0	0.004161292121519955	-1.4447569062235233	False	0.0006052631578947369	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0AF08	MRP_ECOLI	mrp	Protein mrp	7	7.0	33435200.0	36205700.0	33210600.0	35467500.0	35059800.0	32429400.0	0	0.005021439894474831	-0.10741042188789543	False	0.0006315789473684212	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		2	2.0	140302.0	3081790.0	151323.0	3158610.0	2506600.0	126123.0	3	0.005399391287440124	-4.3880834674261955	False	0.0006578947368421052	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P52007	YECM_ECOLI	yecM	Protein YecM	8	8.0	5822220.0	6724720.0	6045030.0	6605930.0	6409400.0	5727970.0	0	0.005561095534849406	-0.16594209124496317	False	0.0006842105263157895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		3	3.0	140302.0	2170220.0	718898.0	2934400.0	2454710.0	1030020.0	1	0.005672786383091117	-2.00046765728726	False	0.0007105263157894737	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4.0	22822400.0	24689200.0	23269900.0	25413500.0	24843100.0	23640500.0	0	0.005866825386915868	-0.10401021937667275	False	0.0007368421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	11	11.0	42055000.0	46261600.0	40170600.0	44507900.0	44685000.0	40881900.0	0	0.0062637852618123695	-0.13788966591849502	False	0.0007631578947368422	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3.0	68149800.0	63490600.0	67729700.0	63187300.0	61807900.0	67640300.0	0	0.006537371615452957	0.11071331906647087	False	0.0007894736842105263	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7J7	RL11_ECOLI	rplK	50S ribosomal protein L11	9	9.0	991603000.0	950959000.0	988324000.0	958238000.0	940987000.0	976298000.0	0	0.006721118155381383	0.052701019332068756	False	0.0008157894736842106	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEF0	DNAC_ECOLI	dnaC	DNA replication protein DnaC	2	2.0	1672670.0	75779.2	2216570.0	91315.1	117251.0	1827090.0	3	0.00762913375451695	4.32937334167426	False	0.0008421052631578948	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADZ0	RL23_ECOLI	rplW	50S ribosomal protein L23	5	5.0	196772000.0	215781000.0	192063000.0	206268000.0	211010000.0	190312000.0	0	0.007941647941661913	-0.12841038077950986	False	0.000868421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	16	16.0	302859000.0	293449000.0	302955000.0	294702000.0	291668000.0	303027000.0	0	0.00802873132010736	0.04682116265841173	False	0.0008947368421052633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23827	ECOT_ECOLI	eco	Ecotin	6	6.0	46820300.0	47822600.0	46144500.0	48325200.0	47577400.0	46118400.0	0	0.008296925553983502	-0.047364872511959644	False	0.0009210526315789473	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31554	LPTD_ECOLI	lptD	LPS-assembly protein LptD	28	28.0	27199200.0	28273400.0	27267900.0	27962900.0	28175900.0	26759800.0	0	0.008631345063802568	-0.05549393967543141	False	0.0009473684210526316	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		2	2.0	140302.0	3102550.0	151323.0	3461720.0	4217400.0	126123.0	3	0.008897808622287619	-4.689803926547045	False	0.0009736842105263158	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0A7I0	RF1_ECOLI	prfA	Peptide chain release factor 1	8	8.0	20366000.0	21096900.0	20163700.0	20778600.0	21148700.0	20203100.0	0	0.009568970110448993	-0.05343001615817871	False	0.001	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7L0	RL1_ECOLI	rplA	50S ribosomal protein L1	13	13.0	1400020000.0	1378140000.0	1406460000.0	1364160000.0	1377870000.0	1419600000.0	0	0.009826273884903432	0.036616212993540384	False	0.0010263157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	9	9.0	39780600.0	41288100.0	39806300.0	41596300.0	42133100.0	38664800.0	0	0.010841109349148682	-0.08026913399288758	False	0.0010526315789473684	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		1	1.0	1741490.0	6671860.0	3189810.0	6712150.0	6928030.0	3073400.0	0	0.010842070668009893	-1.34341590159563	False	0.0010789473684210528	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P31545	EFEB_ECOLI	efeB	Deferrochelatase/peroxidase EfeB	4	4.0	1382870.0	1559260.0	1465060.0	1599880.0	1586210.0	1391700.0	0	0.011808809723616259	-0.16257613544641966	False	0.001105263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		3	3.0	140302.0	1947070.0	783676.0	1675460.0	1903400.0	126123.0	2	0.011813776424541416	-2.395689192112713	False	0.001131578947368421	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0AE74	CITT_ECOLI	citT	Citrate carrier	2	2.0	5915220.0	6355780.0	6171110.0	6481780.0	6589090.0	6049680.0	0	0.012870270229156185	-0.09918004727533596	False	0.0011578947368421054	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37025	LIGT_ECOLI	ligT	2'-5'-RNA ligase	1	1.0	721187.0	635997.0	718970.0	582409.0	626189.0	681155.0	0	0.013182638760204849	0.20165273394708508	False	0.0011842105263157896	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	1	1.0	177176.0	212189.0	151323.0	236587.0	256988.0	126123.0	2	0.013446284077802422	-0.6345183416805558	False	0.0012105263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7.0	39679800.0	41430200.0	40416000.0	41113300.0	42023800.0	40031300.0	0	0.01365010624238298	-0.05236374639198813	False	0.001236842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6.0	523858000.0	502032000.0	526378000.0	494988000.0	488667000.0	524869000.0	0	0.013889862387522623	0.08431779977258741	False	0.0012631578947368423	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60546	KGUA_ECOLI	gmk	Guanylate kinase	7	7.0	47911300.0	48365700.0	47656600.0	48762200.0	48855900.0	47755400.0	0	0.014086732558284305	-0.026535113456841702	False	0.0012894736842105263	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	5	5.0	390352000.0	375456000.0	386230000.0	372636000.0	368290000.0	381611000.0	0	0.014105837648203863	0.05304491407393055	False	0.0013157894736842105	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10.0	200756000.0	192266000.0	196057000.0	190971000.0	188101000.0	197602000.0	0	0.014594145573948189	0.05712603505148498	False	0.001342105263157895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		2	2.0	3126450.0	7922730.0	151323.0	5875050.0	8904700.0	3030960.0	1	0.01471466046328749	-1.8474277058851336	False	0.001368421052631579	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7.0	3329860.0	3021400.0	3483730.0	2834460.0	2967590.0	3223620.0	0	0.01499950967593541	0.1859435352468165	False	0.0013947368421052633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	7	7.0	7898440.0	7344110.0	7668120.0	6974700.0	7206380.0	7677220.0	0	0.01542983987460263	0.11081873272231024	False	0.0014210526315789475	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12.0	480339000.0	454070000.0	470007000.0	437230000.0	450185000.0	470914000.0	0	0.0165880506779152	0.08333957697584507	False	0.0014473684210526317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7.0	33238300.0	34884700.0	32009400.0	34473400.0	33938500.0	32518000.0	0	0.016906987152742293	-0.07939246310875858	False	0.0014736842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35.0	192268000.0	188876000.0	190544000.0	186625000.0	187536000.0	193548000.0	0	0.01754812967953611	0.033740482223420805	False	0.0015	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AE88	CPXR_ECOLI	cpxR	Transcriptional regulatory protein CpxR	10	10.0	21910500.0	20771900.0	21470200.0	20966400.0	21202800.0	21985000.0	0	0.01849733107876845	0.05453140208303476	False	0.0015263157894736844	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41.0	126749000.0	123169000.0	125923000.0	121861000.0	123248000.0	124675000.0	0	0.018509854202805542	0.035096587634441734	False	0.0015526315789473684	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	4	4.0	66900100.0	70222100.0	66512500.0	71635100.0	72059900.0	69004400.0	0	0.019177466986396177	-0.0797213526373459	False	0.0015789473684210526	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	7	7.0	22751500.0	22156600.0	23061500.0	21976700.0	21547700.0	22568800.0	0	0.019255286764230467	0.05813630657102104	False	0.001605263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22707	FINO_ECOLI	finO	Fertility inhibition protein	2	2.0	1731940.0	1232860.0	1550990.0	1249690.0	1452750.0	1702800.0	0	0.01958999312230309	0.3413311354368895	False	0.0016315789473684212	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		2	2.0	2268850.0	5087610.0	151323.0	3790620.0	4471460.0	126123.0	2	0.02019138070079515	-2.3903341972562018	False	0.0016578947368421054	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P24215	UXUA_ECOLI	uxuA	Mannonate dehydratase	7	7.0	5631560.0	6390560.0	5626010.0	6276670.0	6008030.0	5507980.0	0	0.02062122061705552	-0.1556285165422572	False	0.0016842105263157896	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5.0	20774100.0	21439400.0	20361600.0	21657300.0	21404000.0	20895100.0	0	0.020912740013428462	-0.05633008639995128	False	0.0017105263157894738	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7.0	910479000.0	875957000.0	915962000.0	843920000.0	868267000.0	922301000.0	0	0.021292903730145453	0.08685361153379559	False	0.001736842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2.0	977058.0	706579.0	827048.0	690730.0	640092.0	946744.0	0	0.02159303665322514	0.4331475150644543	False	0.0017631578947368421	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37330	MASZ_ECOLI	glcB	Malate synthase G	7	7.0	6357010.0	7222590.0	6800670.0	7033690.0	7367350.0	6625820.0	0	0.021860696294637504	-0.12831104814733132	False	0.0017894736842105265	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75913	GHRA_ECOLI	ghrA	Glyoxylate/hydroxypyruvate reductase A	5	5.0	4753020.0	4573840.0	4832640.0	4438200.0	4609660.0	4978160.0	0	0.02214325149227254	0.09648205098659648	False	0.0018157894736842107	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7.0	421580000.0	436790000.0	417070000.0	430768000.0	429654000.0	409750000.0	0	0.022445783414074244	-0.05533401240494004	False	0.0018421052631578947	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75828	YBJD_ECOLI	ybjD	Uncharacterized protein YbjD	3	3.0	1440040.0	1993570.0	1637090.0	2117440.0	2333770.0	1805670.0	0	0.023125294403072153	-0.40042242512254544	False	0.001868421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14.0	37829600.0	39766800.0	38455600.0	39053000.0	39068200.0	38287400.0	0	0.023226739626925497	-0.041154806360040125	False	0.0018947368421052633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q47622	SAPA_ECOLI	sapA	Peptide transport periplasmic protein SapA	8	8.0	3180870.0	3570160.0	3357040.0	3426110.0	3560450.0	3277070.0	0	0.023370966426220385	-0.10510442224068015	False	0.0019210526315789475	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5.0	24952700.0	23671300.0	24555100.0	23056900.0	23291900.0	24063000.0	0	0.02396481145388995	0.07136415696557155	False	0.0019473684210526317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADR8	YGDH_ECOLI	ygdH	LOG family protein YgdH	18	18.0	39096400.0	40172700.0	38650300.0	39375800.0	40025700.0	38323400.0	0	0.02477452265190472	-0.04290976157333529	False	0.001973684210526316	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	13	13.0	36015300.0	34836100.0	37340400.0	33997400.0	35417300.0	36819500.0	0	0.025083945914766936	0.07974106085986678	False	0.002	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	7	7.0	861840000.0	813784000.0	838350000.0	770072000.0	785739000.0	846779000.0	0	0.025619071802865972	0.10414089863967045	False	0.0020263157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEM4	FLGM_ECOLI	flgM	Negative regulator of flagellin synthesis	3	3.0	6913200.0	6753410.0	7289070.0	6519500.0	6575130.0	7238770.0	0	0.026173507437441637	0.11137833774725779	False	0.0020526315789473684	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	31	31.0	80082900.0	83486700.0	81710000.0	84564900.0	82904200.0	81665500.0	0	0.026292059762829906	-0.04375801102546296	False	0.0020789473684210526	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P27278	NADR_ECOLI	nadR	Trifunctional NAD biosynthesis/regulator protein NadR	5	5.0	2122050.0	2458330.0	2282520.0	2422930.0	2336170.0	2183580.0	0	0.026387783250430542	-0.1316118072623587	False	0.002105263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1.0	346956.0	698121.0	482155.0	651351.0	630853.0	489618.0	0	0.027171154596437024	-0.5865890969614377	False	0.002131578947368421	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13.0	25380000.0	23730200.0	25767400.0	24057000.0	23987600.0	24805000.0	0	0.027200805892339783	0.08161814741248402	False	0.0021578947368421056	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75915	YCDY_ECOLI	ycdY	Chaperone protein YcdY	6	6.0	33804100.0	36107700.0	34560600.0	35960200.0	35368700.0	34876900.0	0	0.02747631198844834	-0.057461149179154	False	0.00218421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	9	9.0	10171900.0	9814990.0	10340900.0	10080900.0	9914180.0	10303300.0	0	0.02881244618946199	0.04788452685995398	False	0.002210526315789474	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P36659	CBPA_ECOLI	cbpA	Curved DNA-binding protein	6	6.0	20138700.0	21710900.0	19413900.0	20676100.0	20768100.0	19193800.0	0	0.029121353566384258	-0.10439879596869622	False	0.0022368421052631577	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77182	MNMC_ECOLI	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	3	3.0	6175860.0	9030840.0	7525830.0	8914740.0	8109510.0	7160750.0	0	0.02946016218347423	-0.32065733773441024	False	0.002263157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7.0	280638000.0	288285000.0	286811000.0	293204000.0	292314000.0	282134000.0	0	0.029895233545037772	-0.04055316058181708	False	0.0022894736842105265	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		8	8.0	140302.0	3901240.0	2181670.0	4121470.0	4543860.0	1488100.0	1	0.03043049494142313	-1.7217007589739772	False	0.0023157894736842107	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	25	25.0	156006000.0	159089000.0	156344000.0	157675000.0	157717000.0	154382000.0	0	0.03059269589119213	-0.02375593297398423	False	0.002342105263157895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2.0	203486000.0	198747000.0	201937000.0	197898000.0	193492000.0	205351000.0	0	0.031229270778334886	0.049588735181843355	False	0.002368421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	16	16.0	15459100.0	16076300.0	15672700.0	15824400.0	16180400.0	15613800.0	0	0.031501158679581386	-0.04063932687422454	False	0.002394736842105263	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	14	14.0	145876000.0	149706000.0	147444000.0	149125000.0	149066000.0	147449000.0	0	0.032090672656179174	-0.023144242709489248	False	0.0024210526315789475	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	4	4.0	12120400.0	10964800.0	11411900.0	9569070.0	10388100.0	12496600.0	0	0.03228274952387328	0.22052237096280608	False	0.0024473684210526317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
