Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2.0	3021440.0	2767760.0	2976360.0	1882590.0	2321520.0	2827710.0	0	0.1305164945404674	0.340133981149665	False	0.008473684210526317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2.0	888275.0	1069430.0	1003130.0	989765.0	1128900.0	988869.0	0	0.1317875677994184	-0.146488558371982	False	0.0085	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6.0	33545200.0	35432800.0	34117400.0	35533000.0	35480800.0	35199300.0	0	0.1322262063331153	-0.0494211619508575	False	0.008526315789473684	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31825	TRMN6_ECOLI	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	1	1.0	140302.0	1030500.0	959303.0	841038.0	1259490.0	126123.0	2	0.13360114384784616	-1.3529975425757224	False	0.008552631578947369	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5.0	13596900.0	14187500.0	14108800.0	14753700.0	14173000.0	14005700.0	0	0.13404301180482125	-0.04772137490381804	False	0.008578947368421052	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P28904	TREC_ECOLI	treC	Trehalose-6-phosphate hydrolase	14	14.0	17579900.0	16929000.0	17648300.0	16082100.0	16827500.0	16781000.0	0	0.13406849546813274	0.061503304071497844	False	0.008605263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5.0	13861600.0	12385700.0	13712800.0	12989600.0	13596800.0	13913400.0	0	0.13481405283449505	0.09024548373483321	False	0.008631578947368422	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76112	YNCA_ECOLI	yncA	N-acyltransferase YncA	2	2.0	5814470.0	5955140.0	5392920.0	6020160.0	5648270.0	5351150.0	0	0.13521235466866968	-0.08993072695670648	False	0.008657894736842106	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q47319	YFIP_ECOLI	yfiP	DTW domain-containing protein YfiP	1	1.0	1058830.0	1387750.0	1223980.0	1347310.0	1180550.0	1176690.0	0	0.13533985344834687	-0.1786735368844995	False	0.008684210526315789	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2.0	50424500.0	52081700.0	51138600.0	51379300.0	51395000.0	49043900.0	0	0.13554537275089312	-0.040138456296511686	False	0.008710526315789474	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P30750	METN_ECOLI	metN	Methionine import ATP-binding protein MetN	2	2.0	4601420.0	3779370.0	4718050.0	3332360.0	3192170.0	3540740.0	0	0.1366135849049303	0.319723704070566	False	0.00873684210526316	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3.0	1777280.0	1843550.0	1813450.0	1826110.0	1870280.0	1684970.0	0	0.13716580652296667	-0.0705078225324056	False	0.008763157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14.0	12245600.0	12174300.0	12425400.0	11901400.0	12308200.0	12571400.0	0	0.13742710477834108	0.03364585287831115	False	0.008789473684210526	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25516	ACON1_ECOLI	acnA	Aconitate hydratase 1	13	13.0	9674730.0	10020100.0	9907890.0	9965030.0	9852040.0	9780780.0	0	0.13829798316734193	-0.02309167704720162	False	0.008815789473684211	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	26	26.0	17028900.0	17877700.0	17480000.0	17453800.0	17423500.0	17137300.0	0	0.13863185368716302	-0.030645632631511148	False	0.008842105263157896	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7V0	RS2_ECOLI	rpsB	30S ribosomal protein S2	18	18.0	641994000.0	633727000.0	636511000.0	604162000.0	607836000.0	630904000.0	0	0.13908889499755417	0.04893854697641946	False	0.00886842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	5	5.0	25156400.0	24536200.0	25954900.0	22626700.0	25406200.0	27188200.0	0	0.1391338216437701	0.10964771698951745	False	0.008894736842105264	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20.0	29784100.0	29689000.0	28952400.0	30444900.0	30062600.0	29616400.0	0	0.1419605928543254	-0.02979396297308168	False	0.008921052631578948	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3.0	6668350.0	7333990.0	5708320.0	6969840.0	6576960.0	6466780.0	0	0.14196789413340558	-0.14811316705074357	False	0.008947368421052631	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11.0	11466500.0	12335600.0	11569600.0	11975500.0	11646000.0	11527900.0	0	0.14206510369557657	-0.05700648335474715	False	0.008973684210526316	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12.0	46549900.0	44560900.0	45675600.0	44448300.0	44837800.0	44900100.0	0	0.1421866584595496	0.03491312995008085	False	0.009000000000000001	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5.0	413045000.0	445519000.0	431641000.0	423123000.0	456032000.0	414515000.0	0	0.1422732060660525	-0.07312876689974208	False	0.009026315789473686	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	4	4.0	4503060.0	4881220.0	4564520.0	4926780.0	4507600.0	4360570.0	0	0.14234255055665831	-0.0923275803454071	False	0.009052631578947368	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6.0	10681100.0	14659600.0	12644400.0	13906500.0	13735500.0	13440600.0	0	0.14250184773676705	-0.2023360829679016	False	0.009078947368421053	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2.0	233193.0	214377.0	212377.0	136667.0	117251.0	227719.0	1	0.14264598683612328	0.523808260268815	False	0.009105263157894738	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2.0	14674500.0	15257600.0	14067900.0	14746600.0	14452300.0	13871500.0	0	0.14275271689808552	-0.06107027921855962	False	0.009131578947368421	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	12	12.0	23775100.0	24755800.0	24299000.0	24471200.0	24226500.0	24178700.0	0	0.14338168871814339	-0.023777738471050556	False	0.009157894736842106	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	6	6.0	11030000.0	10810600.0	10616200.0	10043300.0	10474800.0	11327000.0	0	0.14507368290115066	0.07380899960766059	False	0.00918421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	2	2.0	2491900.0	2207590.0	2839670.0	1978030.0	2329730.0	2278770.0	0	0.1450922366819024	0.22411822766392425	False	0.009210526315789473	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AF20	NAGC_ECOLI	nagC	N-acetylglucosamine repressor	9	9.0	5734320.0	5755600.0	5443800.0	5904000.0	5641480.0	5463990.0	0	0.14571177349648362	-0.05602373947568466	False	0.009236842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	33	33.0	612709000.0	606027000.0	613499000.0	603185000.0	608958000.0	606764000.0	0	0.14583544338884258	0.011697649112867537	False	0.009263157894736843	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3.0	82652800.0	83551300.0	82926200.0	86023600.0	84087000.0	82903600.0	0	0.1464686881304775	-0.029762012407713992	False	0.009289473684210528	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9.0	64314900.0	66638400.0	63211500.0	64198200.0	64357600.0	62224100.0	0	0.14646926348542125	-0.040806498096933	False	0.00931578947368421	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3.0	43499500.0	42102900.0	42409500.0	38877700.0	41126400.0	42528400.0	0	0.14659960041671444	0.0729194577837391	False	0.009342105263157895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16.0	120772000.0	120280000.0	120475000.0	118571000.0	118267000.0	120031000.0	0	0.14680959870799473	0.016708551977919737	False	0.00936842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	8	8.0	6997770.0	7202440.0	6744090.0	7200550.0	7023950.0	7053220.0	0	0.14718697454448876	-0.04318359705227354	False	0.009394736842105265	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2.0	359702.0	75779.2	353243.0	91315.1	351388.0	410981.0	2	0.14764503881408947	1.116180406604205	False	0.009421052631578948	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q46925	CSDA_ECOLI	csdA	Cysteine sulfinate desulfinase	3	3.0	3133680.0	3003810.0	3657540.0	3253280.0	2967220.0	3432700.0	0	0.14813552560655302	0.14843554930730318	False	0.009447368421052631	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53.0	864793000.0	863398000.0	864213000.0	850009000.0	856767000.0	867155000.0	0	0.1482311677063054	0.014513821588629157	False	0.009473684210526316	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11.0	50292100.0	52255600.0	48546700.0	51138500.0	49449900.0	48471100.0	0	0.14828200013624335	-0.05320552898989557	False	0.0095	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2.0	8916690.0	9343670.0	8530670.0	8755300.0	9013610.0	8477270.0	0	0.1484539787773214	-0.06463900596911255	False	0.009526315789473685	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADY3	RL14_ECOLI	rplN	50S ribosomal protein L14	8	8.0	422877000.0	409214000.0	429467000.0	413336000.0	426001000.0	429221000.0	0	0.1486980543406255	0.0376519001386713	False	0.00955263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3.0	2440980.0	2665870.0	2194730.0	2353850.0	2509000.0	2266200.0	0	0.1491284544588604	-0.12540894371128616	False	0.009578947368421051	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	9	9.0	9153100.0	9595050.0	9657450.0	10140400.0	9890000.0	9611350.0	0	0.1495853236133049	-0.05983406643536025	False	0.009605263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	9	9.0	27174600.0	26266300.0	25875100.0	24831300.0	24035900.0	26355100.0	0	0.1496243191370435	0.07976991058085552	False	0.009631578947368422	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6.0	9471580.0	10003600.0	9821890.0	9828660.0	9718220.0	9418340.0	0	0.14980653392536222	-0.04153728356871885	False	0.009657894736842107	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2.0	1293690.0	1610290.0	1055140.0	1357960.0	1506260.0	1416860.0	0	0.14989126946706519	-0.24881546368368662	False	0.00968421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3.0	2859060.0	3164970.0	3264810.0	3399590.0	3335340.0	2997060.0	0	0.15008030929323715	-0.11823301862345573	False	0.009710526315789473	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AF18	NAGA_ECOLI	nagA	N-acetylglucosamine-6-phosphate deacetylase	7	7.0	14042700.0	13645300.0	14765800.0	13805300.0	14087100.0	14178200.0	0	0.15033713409455152	0.04946902748859012	False	0.009736842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08390	USG_ECOLI	usg	USG-1 protein	10	10.0	19816600.0	19614100.0	20162400.0	19892700.0	19725800.0	20464200.0	0	0.15136346036009427	0.029188627813098274	False	0.009763157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	11	11.0	100190000.0	102812000.0	100059000.0	100843000.0	103898000.0	101527000.0	0	0.15182932945680816	-0.027356974595396252	False	0.009789473684210527	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11.0	132009000.0	129485000.0	128435000.0	125202000.0	126752000.0	129708000.0	0	0.15189817090368918	0.032583936900222876	False	0.009815789473684212	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4.0	3920530.0	3967430.0	4060540.0	3703580.0	3794190.0	3982670.0	0	0.15271211710901958	0.061406941136541215	False	0.009842105263157895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	2215090.0	1594090.0	2008900.0	1362470.0	1986500.0	1890330.0	0	0.15311344164733082	0.3067876409638005	False	0.009868421052631578	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	10	10.0	133171000.0	127018000.0	128961000.0	125026000.0	127232000.0	127704000.0	0	0.1550359879589342	0.03961924161717472	False	0.009894736842105263	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	14	14.0	981111000.0	935890000.0	962447000.0	922223000.0	921762000.0	930898000.0	0	0.15520653168219464	0.04826893512609533	False	0.009921052631578949	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12.0	102922000.0	96421200.0	98745100.0	92993400.0	97224400.0	96846900.0	0	0.1553573449131543	0.05856367846519742	False	0.009947368421052634	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10.0	13491700.0	13302400.0	14157100.0	13829100.0	12868900.0	14316600.0	0	0.15655164224794285	0.06918590527820943	False	0.009973684210526315	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14.0	986568000.0	986157000.0	988922000.0	953799000.0	974319000.0	998873000.0	0	0.15684304723597636	0.029443707886224614	False	0.01	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77690	ARNB_ECOLI	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	4	4.0	2754930.0	1847390.0	3315350.0	2730900.0	2520480.0	2766030.0	0	0.15741436198066136	0.31587496166530543	False	0.010026315789473685	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		3	3.0	669193.0	697131.0	151323.0	739545.0	673281.0	126123.0	2	0.15829744423027423	-1.156327332616566	False	0.010052631578947369	False	True	Human	True	False	False	False	diann231	manual	min	0.6609640474436812
P37182	HYBD_ECOLI	hybD	Hydrogenase 2 maturation protease	7	7.0	16890000.0	18361500.0	18532000.0	19256800.0	18938800.0	18054900.0	0	0.15870251094633997	-0.08079231063895392	False	0.010078947368421054	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	37	37.0	89391000.0	86363900.0	88923400.0	85422800.0	88527100.0	87787300.0	0	0.1591437505822149	0.031725931821441324	False	0.010105263157894739	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3.0	29663100.0	29398500.0	30040200.0	29690600.0	27513400.0	31705700.0	0	0.15948537654782272	0.07792754538529394	False	0.01013157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11.0	25165300.0	26435100.0	25519300.0	25255800.0	26042500.0	24867800.0	0	0.16006163221258535	-0.041057035191172854	False	0.010157894736842105	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31060	MODF_ECOLI	modF	Putative molybdenum transport ATP-binding protein ModF	2	2.0	1062980.0	1325380.0	1185710.0	1145200.0	1178910.0	1000860.0	0	0.16059097655834662	-0.16745492132586598	False	0.01018421052631579	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7J3	RL10_ECOLI	rplJ	50S ribosomal protein L10	10	10.0	2095170000.0	2210910000.0	2166450000.0	2195970000.0	2194760000.0	2176110000.0	0	0.16101842178740255	-0.036272396702744174	False	0.010210526315789475	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3.0	24995500.0	24906000.0	24697000.0	25103600.0	25165000.0	24389700.0	0	0.1611426742430128	-0.021118343739932495	False	0.010236842105263159	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	5	5.0	367147000.0	348818000.0	354735000.0	342204000.0	361618000.0	368192000.0	0	0.16116948549943674	0.05041395315366357	False	0.010263157894736842	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6.0	5020620.0	5228550.0	5366180.0	5499710.0	5474470.0	5120710.0	0	0.16140803204261425	-0.06326985822777866	False	0.010289473684210527	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23917	MAK_ECOLI	mak	Fructokinase	2	2.0	3696230.0	4318500.0	4164290.0	4298270.0	4235430.0	3219590.0	0	0.16161764721996033	-0.21404313254978918	False	0.01031578947368421	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22634	MURI_ECOLI	murI	Glutamate racemase	5	5.0	4949660.0	4916780.0	4918750.0	4885640.0	4750750.0	5150690.0	0	0.16344435697860382	0.04546492579759229	False	0.010342105263157896	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	14154000.0	14250700.0	14315400.0	13855400.0	13616100.0	14399800.0	0	0.16408264751789	0.03912626190133539	False	0.01036842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P32131	HEMN_ECOLI	hemN	Oxygen-independent coproporphyrinogen-III oxidase	14	14.0	12458800.0	12995800.0	12587200.0	13320500.0	12556700.0	12426700.0	0	0.16419674742390764	-0.052928519950551624	False	0.010394736842105264	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2.0	2776990.0	2403080.0	2668420.0	2539930.0	2140100.0	2432740.0	0	0.16437164202812182	0.1534739387579959	False	0.010421052631578947	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9.0	61272800.0	67948400.0	65010300.0	67650700.0	67558000.0	66646100.0	0	0.16455932245421806	-0.07452427217742393	False	0.010447368421052632	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEE3	DEGS_ECOLI	degS	Serine endoprotease DegS	2	2.0	19438600.0	21372500.0	20758800.0	21055700.0	21858200.0	21048900.0	0	0.16638667369226612	-0.06989087201187326	False	0.010473684210526317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	11	11.0	18919400.0	19852800.0	17800300.0	19065800.0	18818300.0	18677700.0	0	0.1667693805030388	-0.05967538173583888	False	0.0105	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8.0	190165000.0	193406000.0	185984000.0	188378000.0	190868000.0	182226000.0	0	0.1673224233604267	-0.03642433152459059	False	0.010526315789473684	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12.0	791366000.0	783817000.0	785528000.0	756925000.0	761598000.0	776255000.0	0	0.16777280157786728	0.03149177364031617	False	0.010552631578947369	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77376	YDGJ_ECOLI	ydgJ	Uncharacterized oxidoreductase YdgJ	9	9.0	8486250.0	8888220.0	8560220.0	8644970.0	8559740.0	8443020.0	0	0.1682074027456869	-0.033756447003212446	False	0.010578947368421054	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2.0	25066700.0	23588900.0	24889400.0	23656900.0	24779000.0	24418400.0	0	0.1689245754541955	0.04631431520078737	False	0.010605263157894737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1.0	181542.0	145223.0	151873.0	120936.0	117251.0	134782.0	1	0.16895890155979398	0.28822772483166337	False	0.010631578947368422	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	4	4.0	10705100.0	10439800.0	10336000.0	9701330.0	9883520.0	10340800.0	0	0.16908416298972972	0.06378527372853725	False	0.010657894736842106	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7.0	104457000.0	107620000.0	105899000.0	105307000.0	107677000.0	105486000.0	0	0.16959565399281312	-0.02158939483338115	False	0.010684210526315789	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1.0	1491730.0	1380100.0	1302780.0	1266400.0	1191470.0	1437420.0	0	0.16968414497871975	0.1409723295905402	False	0.010710526315789474	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P65292	YGDI_ECOLI	ygdI	Uncharacterized lipoprotein YgdI	1	1.0	3315800.0	2800520.0	3539580.0	91315.1	2912270.0	4530080.0	1	0.17075291841188087	0.9720470321128079	False	0.01073684210526316	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3.0	8108190.0	8338010.0	7909230.0	7977500.0	8480470.0	7874100.0	0	0.1710514144960919	-0.0536076031734123	False	0.010763157894736844	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11.0	85832200.0	89815000.0	89709100.0	91010700.0	89824800.0	88252300.0	0	0.17124163583480387	-0.03702149006747771	False	0.010789473684210526	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	9	9.0	22462700.0	24090800.0	22201900.0	23287900.0	22756400.0	23069600.0	0	0.17132330616956637	-0.05025218415252093	False	0.010815789473684211	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2.0	23951500.0	21661000.0	21968300.0	17465000.0	20334000.0	21196100.0	0	0.17170654565313323	0.1747351233555654	False	0.010842105263157896	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10.0	98311600.0	97325100.0	96205700.0	95467500.0	94774600.0	100248000.0	0	0.17175310336268393	0.035667568310896895	False	0.01086842105263158	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
