Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		3	3.0	901478.0	7482820.0	815196.0	7390720.0	7285240.0	995335.0	0	1.3532804783209665e-07	-3.030444581565385	True	2.5614754098360656e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		3	3.0	137917.0	9348770.0	199826.0	9233340.0	9270870.0	161682.0	3	1.3636415465882455e-07	-5.801419839164901	True	5.122950819672131e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6.0	137917.0	40407400.0	199826.0	40472600.0	40699700.0	161682.0	3	2.0461345597815813e-06	-7.927418607812627	True	7.684426229508197e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		10	10.0	4231780.0	56903400.0	4709950.0	57646000.0	58475500.0	3993340.0	0	3.5505613321062402e-06	-3.7416199044254808	True	0.00010245901639344262	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	137917.0	65398800.0	199826.0	65426500.0	65959000.0	161682.0	3	6.390523597541689e-06	-8.622131366822412	True	0.00012807377049180329	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4.0	137917.0	59228100.0	199826.0	58603800.0	59146200.0	161682.0	3	9.425245748402251e-06	-8.469087090104507	True	0.00015368852459016395	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18.0	137917.0	33524600.0	199826.0	33201600.0	33722100.0	161682.0	3	1.610219055011565e-05	-7.65196939170651	True	0.0001793032786885246	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7.0	43792000.0	49883600.0	43133200.0	49575900.0	50280400.0	43505300.0	0	2.1762657395241165e-05	-0.19917742580705722	True	0.00020491803278688525	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	137917.0	74641200.0	199826.0	74195300.0	73398300.0	161682.0	3	2.3163603634758818e-05	-8.797600991459431	True	0.0002305327868852459	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9.0	137917.0	83792700.0	199826.0	84526500.0	85521900.0	161682.0	3	3.444430600830909e-05	-8.989441921970572	False	0.00025614754098360657	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		18	18.0	137917.0	27484400.0	199826.0	28054700.0	28002600.0	161682.0	3	3.680295858755018e-05	-7.386084650271067	False	0.00028176229508196723	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18.0	137917.0	78237400.0	199826.0	77280100.0	79384700.0	161682.0	3	5.978384822589208e-05	-8.877576468903646	False	0.0003073770491803279	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7.0	137917.0	52705000.0	199826.0	51805100.0	51142900.0	161682.0	3	7.476152404423026e-05	-8.283849626846814	False	0.00033299180327868856	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		14	14.0	137917.0	77136600.0	199826.0	76250200.0	74748900.0	161682.0	3	8.347858821802368e-05	-8.835408469405268	False	0.0003586065573770492	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11.0	137917.0	31085500.0	199826.0	30184100.0	30271400.0	161682.0	3	8.429663648730756e-05	-7.518006201020171	False	0.00038422131147540983	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	137917.0	74174100.0	199826.0	75604100.0	73139600.0	161682.0	3	9.197997305123992e-05	-8.80202806427059	False	0.0004098360655737705	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8.0	137917.0	36059400.0	199826.0	35442600.0	36664400.0	161682.0	3	9.289080830122528e-05	-7.758768664563523	False	0.0004354508196721312	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7.0	21657400.0	23050300.0	21639900.0	23233700.0	23015700.0	21492200.0	0	9.435981673062644e-05	-0.0970890827775147	False	0.0004610655737704918	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11.0	820820000.0	934108000.0	814442000.0	932766000.0	949974000.0	806714000.0	0	9.704429115392566e-05	-0.2060326950781528	False	0.0004866803278688525	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	1579160.0	3523520.0	1738570.0	3484620.0	3263380.0	1818370.0	0	0.00010291853172235016	-0.9999044931854442	False	0.0005122950819672131	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		9	9.0	137917.0	25918900.0	199826.0	26731200.0	25816900.0	161682.0	3	0.00011713843651123841	-7.295674192124054	False	0.0005379098360655738	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	627243000.0	695298000.0	618134000.0	692091000.0	686628000.0	616159000.0	0	0.00013155880334782917	-0.15593420292290505	False	0.0005635245901639345	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22.0	137917.0	69459900.0	199826.0	66876000.0	69367900.0	161682.0	3	0.0001521084266676739	-8.686084689036738	False	0.0005891393442622951	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1.0	137917.0	35721600.0	199826.0	35485600.0	36949700.0	161682.0	3	0.00015644325290582888	-7.758641950493451	False	0.0006147540983606558	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		8	8.0	137917.0	187447000.0	199826.0	179524000.0	184424000.0	161682.0	3	0.000157863119262535	-10.108602428965103	False	0.0006403688524590163	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		5	5.0	137917.0	13734000.0	199826.0	14313700.0	14273400.0	161682.0	3	0.00015829524798401147	-6.404965275025314	False	0.0006659836065573771	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		7	7.0	137917.0	67145100.0	199826.0	64940100.0	67707300.0	161682.0	3	0.00016052802034895451	-8.644018670680486	False	0.0006915983606557378	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1691290000.0	1311270000.0	1656420000.0	1274380000.0	1251880000.0	1675500000.0	0	0.00018221267724036956	0.38843156065181716	False	0.0007172131147540984	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13.0	137917.0	50863900.0	199826.0	48867200.0	51184900.0	161682.0	3	0.00020731236918419206	-8.239262011194416	False	0.0007428278688524591	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8.0	83272200.0	93728700.0	83624400.0	93831400.0	95551900.0	84895600.0	0	0.0002080014727558183	-0.1691393086371897	False	0.0007684426229508197	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9.0	137917.0	69228900.0	199826.0	71135400.0	67639700.0	161682.0	3	0.00021246546043908753	-8.702127516020862	False	0.0007940573770491803	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16.0	137917.0	60992000.0	199826.0	58417000.0	58311400.0	161682.0	3	0.00021882906448515596	-8.475125537361917	False	0.000819672131147541	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	137917.0	51193700.0	199826.0	48634100.0	50256500.0	161682.0	3	0.00022305146787441666	-8.231289311372036	False	0.0008452868852459018	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16.0	137917.0	47218700.0	199826.0	45177600.0	44966900.0	161682.0	3	0.00024562497169779374	-8.103511797516036	False	0.0008709016393442624	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		15	15.0	137917.0	49147100.0	199826.0	51788300.0	51287300.0	161682.0	3	0.000254724491501716	-8.251699758576523	False	0.000896516393442623	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8.0	137917.0	75845800.0	199826.0	77514900.0	73245900.0	161682.0	3	0.000270747037574603	-8.825706124576264	False	0.0009221311475409836	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	137917.0	70239300.0	199826.0	73791500.0	70021700.0	161682.0	3	0.0002937305135952952	-8.743480929199412	False	0.0009477459016393443	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9.0	137917.0	38281200.0	199826.0	39041000.0	40605200.0	161682.0	3	0.0003026943961635991	-7.883415205966617	False	0.000973360655737705	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		7	7.0	137917.0	44535600.0	199826.0	47338300.0	45322500.0	161682.0	3	0.00033338307111746346	-8.10175886982802	False	0.0009989754098360657	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	15	13.0	58536500.0	60413900.0	58532400.0	60919400.0	60643800.0	58149500.0	0	0.0003476668798492691	-0.05460263018748932	False	0.0010245901639344263	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8.0	663576000.0	556313000.0	650379000.0	576620000.0	561462000.0	671163000.0	0	0.00035396491621019974	0.2284545298512905	False	0.001050204918032787	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	137917.0	54782800.0	199826.0	52196700.0	55660400.0	161682.0	3	0.0003684610507043015	-8.347197477032763	False	0.0010758196721311476	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2.0	2139430.0	1326600.0	2132770.0	1288440.0	1390450.0	2168160.0	0	0.00040741517980576793	0.685162592291939	False	0.0011014344262295082	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		21	21.0	137917.0	124900000.0	199826.0	134004000.0	128280000.0	161682.0	3	0.00042441334854404644	-9.59853557966905	False	0.001127049180327869	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	137917.0	55601400.0	199826.0	51690200.0	54022800.0	161682.0	3	0.00044749813503911455	-8.33539147261613	False	0.0011526639344262295	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P77756	QUEC_ECOLI	queC	7-cyano-7-deazaguanine synthase	2	2.0	4573820.0	3399710.0	4646160.0	3557820.0	3295530.0	4393000.0	0	0.00047384367719414516	0.4089283772312358	False	0.0011782786885245903	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10.0	20021900.0	27449700.0	21281700.0	26603000.0	25974000.0	20673500.0	0	0.0004903553763219593	-0.3687461684647972	False	0.0012038934426229508	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	5	5.0	357816000.0	396839000.0	347023000.0	404589000.0	409168000.0	345877000.0	0	0.0005328168045311706	-0.20434471603699023	False	0.0012295081967213116	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	7504420.0	23270500.0	3865360.0	26061600.0	25861100.0	3098600.0	0	0.0005351605403614215	-2.3776988047452567	False	0.0012551229508196721	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	14	14.0	232066000.0	214752000.0	236415000.0	217263000.0	212428000.0	236305000.0	0	0.0005511691914831221	0.12913250652590028	False	0.0012807377049180327	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	17	17.0	545550000.0	513735000.0	545559000.0	510338000.0	504034000.0	552265000.0	0	0.0005865946490302789	0.10491528076510019	False	0.0013063524590163937	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	137917.0	45111700.0	199826.0	41373200.0	43146800.0	161682.0	3	0.0006266242478252796	-8.01993480028415	False	0.0013319672131147542	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	12503900.0	15246800.0	12069600.0	15085700.0	15271300.0	12482300.0	0	0.0006785724945579376	-0.2994546721154026	False	0.001357581967213115	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	137917.0	50247700.0	199826.0	51024900.0	46842200.0	161682.0	3	0.0006792481989869229	-8.212232049299878	False	0.0013831967213114756	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		16	16.0	137917.0	45610400.0	199826.0	41974700.0	45295300.0	161682.0	3	0.0006920168206620806	-8.055644565043066	False	0.0014088114754098361	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4.0	137917.0	13888900.0	199826.0	12761200.0	13794800.0	161682.0	3	0.0007156830749253171	-6.339545942812451	False	0.0014344262295081969	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P28634	TSAA_ECOLI	tsaA	Probable tRNA (adenine(37)-N6)-methyltransferase	1	1.0	137917.0	431977.0	199826.0	372837.0	396113.0	161682.0	3	0.0007263074253385824	-1.265808511516938	False	0.0014600409836065574	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	3	3.0	69831900.0	106402000.0	68143400.0	99359500.0	107716000.0	74155200.0	0	0.000786424883753569	-0.5634098309687492	False	0.0014856557377049182	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15.0	38585800.0	35817900.0	38482400.0	36141800.0	36526700.0	39052400.0	0	0.0007866293014087803	0.09810973573421743	False	0.0015112704918032788	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	137917.0	35725900.0	199826.0	33991500.0	37529700.0	161682.0	3	0.0008203414829506862	-7.746454881047427	False	0.0015368852459016393	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	9	9.0	22450200.0	26932400.0	22611000.0	26103200.0	26437900.0	23423000.0	0	0.0008571420793284384	-0.21470269980807785	False	0.0015625	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16.0	25286300.0	23251000.0	25655600.0	23301600.0	22823200.0	26001100.0	0	0.0009012900484992899	0.14935757853132425	False	0.0015881147540983606	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	10	10.0	2514010.0	2833620.0	2393110.0	2908640.0	2901680.0	2451360.0	0	0.0009742188949139821	-0.23228127046043723	False	0.0016137295081967214	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	137917.0	29805100.0	199826.0	33033600.0	32787600.0	161682.0	3	0.0010658050151732728	-7.580995604566886	False	0.001639344262295082	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8.0	153024000.0	167941000.0	150301000.0	164198000.0	168202000.0	150842000.0	0	0.0011991830254407874	-0.1396887946275473	False	0.0016649590163934425	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5.0	12719600.0	17177300.0	13576700.0	16138200.0	16553600.0	13524800.0	0	0.0012610792680446978	-0.32461309260108717	False	0.0016905737704918035	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	9	9.0	21097900.0	22502000.0	20970400.0	22348300.0	22749200.0	20598500.0	0	0.001265089114217928	-0.10931125001691809	False	0.001716188524590164	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		2	2.0	137917.0	12675700.0	199826.0	13276900.0	14310600.0	161682.0	3	0.00127714075304039	-6.333049986847472	False	0.0017418032786885248	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	137917.0	50661100.0	199826.0	49072200.0	55632600.0	161682.0	3	0.0014607889041166246	-8.281186136853853	False	0.0017674180327868854	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15.0	1380210000.0	1247210000.0	1349660000.0	1208750000.0	1243420000.0	1354350000.0	0	0.0014968686581198775	0.1427770787239243	False	0.001793032786885246	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3.0	423979000.0	336349000.0	440840000.0	345029000.0	325004000.0	456123000.0	0	0.0014984056279395868	0.3923890983057182	False	0.0018186475409836067	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P33920	NDPA_ECOLI	yejK	Nucleoid-associated protein YejK	16	16.0	13387500.0	13906700.0	13394500.0	13974200.0	13966800.0	13513900.0	0	0.0015054489866349202	-0.054515276836784234	False	0.0018442622950819673	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	137917.0	17527800.0	199826.0	18658600.0	20051000.0	161682.0	3	0.0015301495370008708	-6.815118045339275	False	0.001869877049180328	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3.0	14646800.0	16293600.0	14109300.0	15984900.0	16218600.0	14398800.0	0	0.001539537608450766	-0.1683741017407895	False	0.0018954918032786886	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	4	4.0	41941400.0	37252400.0	41648100.0	36229900.0	37500600.0	41183300.0	0	0.0015450947224628796	0.16896605996111536	False	0.0019211065573770491	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	31	31.0	147082000.0	150714000.0	146879000.0	150190000.0	150906000.0	147092000.0	0	0.0016601477872611734	-0.03476417205567772	False	0.00194672131147541	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3.0	57201400.0	65125300.0	56997700.0	68199300.0	66755100.0	59597800.0	0	0.0020129101661831386	-0.20317245029519182	False	0.0019723360655737707	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77625	YFBT_ECOLI	yfbT	Sugar phosphatase YfbT	7	7.0	27847500.0	26464900.0	27703000.0	26590700.0	26156500.0	27428000.0	0	0.002160199418429606	0.0670167526758389	False	0.0019979508196721315	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31.0	97977600.0	108525000.0	99532800.0	108304000.0	111574000.0	101115000.0	0	0.0022191361470188476	-0.137130425233898	False	0.002023565573770492	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	16	16.0	268913000.0	288641000.0	260988000.0	297206000.0	294752000.0	270064000.0	0	0.002263767317748643	-0.13854832525350563	False	0.0020491803278688526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7.0	165001000.0	201715000.0	163036000.0	201554000.0	201062000.0	169165000.0	0	0.002312325402619459	-0.28150684932915115	False	0.002074795081967213	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P24171	DCP_ECOLI	dcp	Peptidyl-dipeptidase dcp	14	14.0	9631750.0	10047900.0	9681390.0	10117600.0	10055400.0	9761200.0	0	0.0023554599844965492	-0.05580018335847249	False	0.002100409836065574	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	3	3.0	10197900.0	15352800.0	10810900.0	15097000.0	16794400.0	11579100.0	0	0.0023718621978180625	-0.5358008395171536	False	0.0021260245901639344	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1.0	1438350.0	2073550.0	1308170.0	2177940.0	2006170.0	1551380.0	0	0.002427600168953849	-0.5419913584532442	False	0.002151639344262295	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE67	CHEY_ECOLI	cheY	Chemotaxis protein CheY	3	3.0	6470700.0	9035960.0	6645040.0	9431730.0	8567060.0	7108420.0	0	0.002516881061463553	-0.4187352330555991	False	0.0021772540983606556	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	8	8.0	45265300.0	48400500.0	45850600.0	48133600.0	49216900.0	44582000.0	0	0.0025222439464494513	-0.10310738738763435	False	0.0022028688524590163	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2.0	21456500.0	24964100.0	19731000.0	25893300.0	24422900.0	20571600.0	0	0.002566343384618143	-0.2856206486477833	False	0.0022284836065573775	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4.0	3725270.0	4649940.0	3649090.0	4735130.0	4482860.0	3740880.0	0	0.002749073912736041	-0.3192133601611515	False	0.002254098360655738	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76491	YFBR_ECOLI	yfbR	5'-nucleotidase YfbR	1	1.0	1112340.0	2029590.0	1144730.0	1970390.0	2012080.0	1303230.0	0	0.0028919377091093925	-0.7558605958423368	False	0.0022797131147540986	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4.0	58774400.0	81316800.0	58503200.0	82641800.0	84745600.0	64901400.0	0	0.0029008219877736997	-0.44907420384670615	False	0.002305327868852459	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	28	28.0	80848900.0	87510800.0	80299200.0	88206100.0	89018700.0	82746200.0	0	0.0029909177457226634	-0.11829617093170258	False	0.0023309426229508197	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7.0	4461320.0	5654280.0	4836370.0	5762840.0	5405440.0	4578300.0	0	0.003062489252151692	-0.2778065606957553	False	0.0023565573770491805	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33225	TORA_ECOLI	torA	Trimethylamine-N-oxide reductase 1	1	1.0	12053700.0	9230870.0	12162000.0	9750890.0	8842680.0	12424800.0	0	0.0031288800647141686	0.39708653882969547	False	0.0023821721311475413	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5.0	13215200.0	16895700.0	13744300.0	15873400.0	16552300.0	14280800.0	0	0.0033175434756881747	-0.2581589240338688	False	0.0024077868852459016	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
