Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7.0	12239300.0	12520500.0	12138100.0	12623500.0	12504700.0	11893900.0	0	0.034298655528198684	-0.05377159598458457	False	0.007735655737704919	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5.0	15933400.0	16872100.0	15289300.0	17288100.0	16234300.0	15440200.0	0	0.03453485584450023	-0.1109903176383952	False	0.0077612704918032785	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6.0	7352640.0	7991090.0	7135630.0	7747680.0	7534410.0	7153640.0	0	0.03497532790054264	-0.10484052174605292	False	0.00778688524590164	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	6	6.0	22000900.0	27424100.0	22182800.0	25078400.0	28777100.0	23860000.0	0	0.035301945138147474	-0.2564317099131753	False	0.0078125	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7.0	61392600.0	69337200.0	62439600.0	70498200.0	72644400.0	67117500.0	0	0.035364189965475315	-0.15413304048626092	False	0.00783811475409836	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P32685	YJBD_ECOLI	yjbD	Uncharacterized protein YjbD	2	2.0	2424510.0	2855130.0	2251090.0	2915970.0	3346570.0	2348800.0	0	0.03553250516599406	-0.37629019346025905	False	0.007863729508196722	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7.0	34449500.0	36749600.0	36345900.0	37649000.0	38248300.0	34980900.0	0	0.035590997577217016	-0.09079119504706942	False	0.007889344262295083	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16.0	111245000.0	121516000.0	116178000.0	128769000.0	123631000.0	118354000.0	0	0.03568700129167643	-0.11287229732727878	False	0.007914959016393443	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25539	RIBD_ECOLI	ribD	Riboflavin biosynthesis protein RibD	10	10.0	12713000.0	13588400.0	12597100.0	13385700.0	13750300.0	13195100.0	0	0.03570893476745426	-0.08084015325712798	False	0.007940573770491803	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	18	18.0	66696400.0	61622200.0	70936500.0	60360100.0	62156500.0	66249600.0	0	0.035889449108564765	0.1469442988595805	False	0.007966188524590164	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	12	12.0	25556100.0	27156200.0	25878600.0	26517900.0	27370000.0	26362000.0	0	0.03589965787910776	-0.05899820164520201	False	0.007991803278688526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADE4	TAMA_ECOLI	tamA	Translocation and assembly module TamA	13	13.0	11566400.0	10565700.0	10986600.0	10499700.0	10237300.0	11027700.0	0	0.0359797385963267	0.10134520248686987	False	0.008017418032786886	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P36938	PGM_ECOLI	pgm	Phosphoglucomutase	21	21.0	56747300.0	59648600.0	58055200.0	61190800.0	59858000.0	58732300.0	0	0.03599365355023172	-0.058350743531476436	False	0.008043032786885247	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	2	2.0	2680260.0	1755110.0	3287590.0	1807490.0	2212070.0	2544330.0	0	0.03613373578598371	0.5597901541787884	False	0.008068647540983607	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7G2	RBFA_ECOLI	rbfA	Ribosome-binding factor A	6	6.0	101338000.0	102896000.0	98202600.0	105216000.0	104421000.0	101041000.0	0	0.036231893817542805	-0.05625183245464727	False	0.008094262295081967	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25519	HFLX_ECOLI	hflX	GTPase HflX	16	16.0	17418500.0	16298800.0	17775700.0	17201700.0	16325200.0	18227200.0	0	0.036375378629501305	0.10052771118941627	False	0.00811987704918033	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8.0	43355800.0	39079000.0	43491400.0	38951300.0	41544500.0	44161300.0	0	0.036835191440663786	0.13174704042517132	False	0.008145491803278688	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10.0	104689000.0	102621000.0	106989000.0	102622000.0	103116000.0	106530000.0	0	0.036974320296311584	0.04535915209192024	False	0.00817110655737705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2.0	3964140.0	3144100.0	3598560.0	3120260.0	3544960.0	3938680.0	0	0.03700336704521064	0.2295819394229326	False	0.00819672131147541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2.0	1920970.0	2384950.0	2074480.0	2130600.0	2391770.0	1892660.0	0	0.037062773864052496	-0.23032143822287274	False	0.00822233606557377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3.0	8297960.0	9471860.0	8234800.0	9812290.0	10157200.0	9203910.0	0	0.03736731979613908	-0.1940184269514524	False	0.008247950819672133	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5.0	114421000.0	111215000.0	113872000.0	113056000.0	110430000.0	115605000.0	0	0.03742195906703222	0.03910786420899407	False	0.008273565573770493	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15.0	29824300.0	27213900.0	29765400.0	28427000.0	26766100.0	30018200.0	0	0.03747389535378785	0.12085903733430312	False	0.008299180327868852	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32.0	64650500.0	63585000.0	64806900.0	61740600.0	62060600.0	65316200.0	0	0.03754496955558392	0.05578343485512503	False	0.008324795081967214	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75838	YCAO_ECOLI	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	13	13.0	38315600.0	37612900.0	38771200.0	37566800.0	38165700.0	38529000.0	0	0.03763643251967141	0.02861272727184933	False	0.008350409836065574	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6.0	58346300.0	55980700.0	57499200.0	55801100.0	57218000.0	59153200.0	0	0.037815244782137325	0.05032266567959645	False	0.008376024590163934	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5.0	128515000.0	146346000.0	129073000.0	137748000.0	147031000.0	129633000.0	0	0.037860046906996354	-0.15494902785483974	False	0.008401639344262296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4.0	61110200.0	55958200.0	61215700.0	54992000.0	55758100.0	58094900.0	0	0.03804372525794034	0.11403973640023217	False	0.008427254098360655	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25745	MNMA_ECOLI	mnmA	tRNA-specific 2-thiouridylase MnmA	7	7.0	25560300.0	23927100.0	25788200.0	24150200.0	25175600.0	26753100.0	0	0.03827957893013992	0.09246622857577479	False	0.008452868852459017	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7J0	RIBB_ECOLI	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	5	5.0	67554900.0	83702400.0	74438300.0	82490000.0	85619400.0	76095500.0	0	0.038333501016112125	-0.207430869466889	False	0.008478483606557377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8.0	63193400.0	58663100.0	61536900.0	57033400.0	58877600.0	60141900.0	0	0.03868773229982991	0.08268876194520926	False	0.008504098360655738	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76245	YEAP_ECOLI	yeaP	Probable diguanylate cyclase YeaP	3	3.0	3514870.0	2328110.0	3340210.0	2949190.0	2731040.0	3515130.0	0	0.03911830556257806	0.37286997820111606	False	0.0085297131147541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	77	77.0	231730000.0	225745000.0	227792000.0	223348000.0	225992000.0	229089000.0	0	0.039231491590248184	0.028620063535785063	False	0.008555327868852458	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3.0	10089100.0	9485150.0	10037400.0	8796300.0	8759280.0	10194400.0	0	0.03924557765230582	0.16517847734254087	False	0.00858094262295082	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	1	1.0	781020.0	1238020.0	199826.0	1199870.0	1374720.0	161682.0	2	0.039602121147719785	-1.7385494403342612	False	0.00860655737704918	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P32177	FDHD_ECOLI	fdhD	Protein FdhD	3	3.0	2202180.0	2645570.0	2389990.0	2590500.0	2429680.0	2113600.0	0	0.039671832133128394	-0.19302394763420563	False	0.008632172131147541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	10	10.0	10098400.0	9458580.0	10325100.0	9448980.0	9913560.0	10257100.0	0	0.03978451701341263	0.09020029664415703	False	0.008657786885245903	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	18	18.0	64557300.0	63179500.0	64357300.0	63037100.0	61964300.0	66275500.0	0	0.04027884121930966	0.05275967685259276	False	0.008683401639344262	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	12	12.0	32510600.0	31128200.0	33845800.0	30327300.0	31831700.0	34906600.0	0	0.04036022863139566	0.11835608442172756	False	0.008709016393442622	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21513	RNE_ECOLI	rne	Ribonuclease E	34	34.0	59753300.0	58372700.0	59723000.0	56872500.0	56984200.0	59544600.0	0	0.04040387995566379	0.05579659090903012	False	0.008734631147540984	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9.0	19994300.0	21171300.0	19909600.0	21874400.0	22117200.0	21035000.0	0	0.04042339377251664	-0.09668735241484287	False	0.008760245901639345	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	5	5.0	2006720.0	1915150.0	2108950.0	1963660.0	1911560.0	2128860.0	0	0.040550765199691835	0.10893745200187924	False	0.008785860655737707	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	9	9.0	3060120.0	2944910.0	3277470.0	2846410.0	2817520.0	3077960.0	0	0.04070693010517007	0.12922651643473426	False	0.008811475409836065	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6.0	25982500.0	22852100.0	25699700.0	22940400.0	24509100.0	25316300.0	0	0.041006986421660195	0.1312728169962684	False	0.008837090163934426	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60785	LEPA_ECOLI	lepA	Elongation factor 4	18	18.0	27895300.0	27344000.0	28622500.0	27658000.0	26969600.0	28913800.0	0	0.0410678596614124	0.05964564398540144	False	0.008862704918032788	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	174766000.0	160806000.0	169187000.0	148425000.0	159437000.0	172104000.0	0	0.04123759442245084	0.13896413135597097	False	0.008888319672131148	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1.0	137917.0	504431.0	332070.0	451982.0	425881.0	161682.0	2	0.04133915805485645	-1.129823818173063	False	0.00891393442622951	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00452	RIR1_ECOLI	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	32	32.0	42587300.0	41224000.0	42375300.0	40303300.0	41821900.0	43424800.0	0	0.04183218819711548	0.057755263785351035	False	0.008939549180327869	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	38	38.0	116573000.0	121601000.0	112802000.0	121567000.0	120062000.0	117156000.0	0	0.04191790094499975	-0.06789894417426588	False	0.008965163934426229	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10.0	151774000.0	153622000.0	151434000.0	156419000.0	155145000.0	151193000.0	0	0.042048060413720605	-0.0338416690680157	False	0.008990778688524591	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6.0	23402300.0	28396100.0	24626300.0	27379200.0	31028500.0	26339400.0	0	0.042843573384500795	-0.22307622689250828	False	0.009016393442622951	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6.0	11772000.0	12981700.0	12490400.0	13310300.0	13362800.0	12535600.0	0	0.042994254721383414	-0.10786815015257407	False	0.009042008196721312	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18.0	107357000.0	108372000.0	104432000.0	108339000.0	110854000.0	105090000.0	0	0.04304171713917356	-0.04784916112304425	False	0.009067622950819672	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6.0	153081000.0	139977000.0	143372000.0	135891000.0	130545000.0	145332000.0	0	0.04336131298309758	0.12039788488513266	False	0.009093237704918032	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	2	2.0	758963.0	791674.0	626348.0	877791.0	877540.0	719299.0	0	0.04347917192423314	-0.2752488758954437	False	0.009118852459016395	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76187	YDHF_ECOLI	ydhF	Oxidoreductase YdhF	5	5.0	6971880.0	7373970.0	6820840.0	7137920.0	7385280.0	6485540.0	0	0.04353065669247504	-0.11081056182111614	False	0.009144467213114755	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	8	8.0	9861830.0	9728410.0	10203600.0	9553470.0	9710730.0	10036800.0	0	0.04367334316389618	0.05418515218191566	False	0.009170081967213115	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	6	6.0	5703000.0	5542090.0	6014660.0	5061300.0	5490080.0	6182080.0	0	0.0441831745455755	0.15346320511787043	False	0.009195696721311476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8.0	1003520000.0	1045280000.0	1015120000.0	1022780000.0	1043210000.0	1010600000.0	0	0.044572230777030694	-0.038547715024928646	False	0.009221311475409836	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	14	14.0	1031710000.0	1051970000.0	1013450000.0	1087770000.0	1104300000.0	1015390000.0	0	0.04463642425917921	-0.0840006709844759	False	0.009246926229508196	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2.0	3257800.0	1722190.0	3031680.0	2223490.0	2697060.0	3527870.0	0	0.04465657991021143	0.5635552022660318	False	0.009272540983606558	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	8	8.0	10059700.0	9230140.0	9962570.0	9235180.0	9109350.0	9544450.0	0	0.04468262794796328	0.10063058572405806	False	0.009298155737704919	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28.0	83193100.0	85470400.0	82494600.0	88188100.0	88691400.0	85265000.0	0	0.04500903609441055	-0.06407677193197378	False	0.009323770491803279	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7.0	16463300.0	17939100.0	16922000.0	17663200.0	18128200.0	17379600.0	0	0.04529881593982068	-0.08190993368774269	False	0.00934938524590164	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	18	18.0	28053000.0	25840400.0	27419500.0	26008300.0	25944400.0	26858700.0	0	0.045798773301708805	0.08179705548533611	False	0.009375	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3.0	514110000.0	484366000.0	498135000.0	497252000.0	486028000.0	509565000.0	0	0.04580974853029968	0.05228421931541047	False	0.009400614754098362	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3.0	26459000.0	25760000.0	27330800.0	26423900.0	25571200.0	27131600.0	0	0.046066504534400546	0.05758397428999332	False	0.009426229508196722	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AES0	GSP_ECOLI	gsp	Bifunctional glutathionylspermidine synthetase/amidase	11	11.0	11942300.0	12732800.0	12496600.0	13012400.0	13308400.0	12488700.0	0	0.04632464818510105	-0.08075604167362807	False	0.009451844262295082	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28304	QOR1_ECOLI	qorA	Quinone oxidoreductase 1	8	8.0	23259600.0	22114600.0	22971300.0	22001200.0	21053200.0	23124400.0	0	0.046499457019003744	0.08982027739626172	False	0.009477459016393443	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6.0	603090000.0	593082000.0	599847000.0	582076000.0	581939000.0	594482000.0	0	0.04651838786678314	0.0327329205478772	False	0.009503073770491803	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28903	NRDD_ECOLI	nrdD	Anaerobic ribonucleoside-triphosphate reductase	16	16.0	26592300.0	26146500.0	26442200.0	25870100.0	26239700.0	26502600.0	0	0.04675935135977049	0.023421060585277487	False	0.009528688524590165	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7Y8	RNPA_ECOLI	rnpA	Ribonuclease P protein component	3	3.0	6850800.0	6182270.0	7286030.0	5846780.0	6555880.0	6738580.0	0	0.04676578214608484	0.16767127856588748	False	0.009554303278688525	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADQ7	YGAM_ECOLI	ygaM	Uncharacterized protein YgaM	2	2.0	22287500.0	23799200.0	22457200.0	25227700.0	23750300.0	22040100.0	0	0.046942178377531556	-0.12396675916167957	False	0.009579918032786884	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	12	12.0	6004470.0	6602280.0	6134320.0	6850090.0	6392560.0	6267410.0	0	0.04733512002479082	-0.10857866355536369	False	0.009605532786885246	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23827	ECOT_ECOLI	eco	Ecotin	6	6.0	52283300.0	50831800.0	51686700.0	49771000.0	51221400.0	52558400.0	0	0.047366158929335475	0.04402267148396162	False	0.009631147540983606	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P29745	PEPT_ECOLI	pepT	Peptidase T	15	15.0	35308500.0	34453500.0	35273300.0	34990800.0	34518500.0	36020000.0	0	0.047558527977436336	0.03616440346172628	False	0.009656762295081969	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17.0	17020500.0	16341800.0	16941500.0	16531300.0	16627200.0	17509100.0	0	0.04764569381757107	0.056325346249309426	False	0.009682377049180329	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27838	CYAY_ECOLI	cyaY	Protein CyaY	3	3.0	16038000.0	17606400.0	14094800.0	18317900.0	21581200.0	14022700.0	0	0.04768452999768133	-0.3811067955104337	False	0.009707991803278688	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9.0	11611400.0	12032100.0	10970200.0	12978500.0	12020700.0	11021200.0	0	0.047729222979564424	-0.14016374425791822	False	0.00973360655737705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	39	39.0	49282600.0	48932100.0	49256400.0	48629100.0	48947400.0	49768600.0	0	0.04775092943794651	0.017607177578686597	False	0.00975922131147541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5.0	35675300.0	38005800.0	36306800.0	40264000.0	37890400.0	35310600.0	0	0.048137036076609324	-0.11456392133408924	False	0.009784836065573772	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AES6	GYRB_ECOLI	gyrB	DNA gyrase subunit B	37	37.0	37279800.0	36390900.0	36992900.0	36561600.0	36481200.0	37706700.0	0	0.04824471656293681	0.03317627197208236	False	0.009810450819672132	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6.0	8750320.0	8056810.0	8998960.0	8560560.0	8531890.0	9254670.0	0	0.048292168614075516	0.10265450245250872	False	0.009836065573770493	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4.0	3248100.0	3720780.0	3189420.0	3419350.0	3612790.0	3212900.0	0	0.04848612875943388	-0.1560648458372653	False	0.009861680327868853	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69801	PTNC_ECOLI	manY	Mannose permease IIC component	1	1.0	16443900.0	16143000.0	17809300.0	15979700.0	15148300.0	17643500.0	0	0.049050794852378475	0.13468741892860603	False	0.009887295081967213	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	3	3.0	9374230.0	8600990.0	9860880.0	9180940.0	7966030.0	10406000.0	0	0.04931301815328607	0.20314134198049646	False	0.009912909836065574	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	8	8.0	10640700.0	10332100.0	10774300.0	10260000.0	10605500.0	10931800.0	0	0.049365828470815346	0.05218794825325066	False	0.009938524590163936	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8.0	20400200.0	18471800.0	22040800.0	19948700.0	19406300.0	22720200.0	0	0.0495332332263662	0.1722749036306714	False	0.009964139344262296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3.0	2139650.0	1784670.0	2440630.0	1931100.0	2058560.0	2581200.0	0	0.049615611728085464	0.3106042081677762	False	0.009989754098360656	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	14	14.0	7974930.0	7350570.0	7771060.0	7740030.0	7306690.0	8179950.0	0	0.049648745601706346	0.0952514249006264	False	0.010015368852459017	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	29	29.0	17951600.0	18553600.0	18235300.0	18871800.0	18891800.0	18484600.0	0	0.049775904148074986	-0.0427866485714758	False	0.010040983606557377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	17	17.0	68429600.0	66191500.0	69634600.0	67779700.0	67387800.0	68506200.0	0	0.05014774041030428	0.0368635847182646	False	0.01006659836065574	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	11	11.0	13515800.0	12632200.0	13146600.0	12937400.0	12510500.0	13973000.0	0	0.0503328593020769	0.09369982846195737	False	0.0100922131147541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
