Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1.0	2560670.0	2517320.0	2550640.0	2672890.0	3152060.0	2167430.0	0	0.2963444163588359	0.16748717841062816	False	0.022912317327766184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P25397	TEHB_ECOLI	tehB	Tellurite methyltransferase	9	9.0	9855140.0	11081500.0	10645900.0	11002300.0	10660500.0	10349800.0	0	0.2969526876468466	-0.05772263306896606	False	0.022938413361169103	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	1	1.0	65019500.0	63701900.0	62338700.0	66772700.0	61341600.0	63641100.0	0	0.29764374489959317	-0.04082391351809607	False	0.022964509394572025	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31554	LPTD_ECOLI	lptD	LPS-assembly protein LptD	29	29.0	29213500.0	28772300.0	29290500.0	28610800.0	28739800.0	29069900.0	0	0.2976464517250127	0.013136581917866132	False	0.02299060542797495	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2.0	44988800.0	46606400.0	46893400.0	49387900.0	42924900.0	44990700.0	0	0.2983539609692933	-0.06464519409842105	False	0.02301670146137787	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3.0	18456800.0	20930000.0	19979200.0	20246200.0	20079100.0	19668500.0	0	0.29863958531594154	-0.056322634963364586	False	0.023042797494780796	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32173	MOBA_ECOLI	mobA	Molybdenum cofactor guanylyltransferase	2	2.0	4039150.0	3239830.0	4133160.0	3801730.0	4456370.0	4304620.0	0	0.2991394466515285	0.1544971940150706	False	0.02306889352818372	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5.0	1577700.0	1604500.0	1592080.0	1674930.0	1540470.0	1565470.0	0	0.2991998685500259	-0.040663254369875564	False	0.023094989561586638	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7.0	14508100.0	14820500.0	14819800.0	14479300.0	14988300.0	14108400.0	0	0.2992650007163549	0.029866579450873013	False	0.023121085594989564	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62556	SOPA_ECOLI	sopA	Protein SopA	7	7.0	133107000.0	133161000.0	135526000.0	135455000.0	130413000.0	137228000.0	0	0.29942996353402684	-0.02437022225482542	False	0.023147181628392487	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31808	YCIK_ECOLI	yciK	Uncharacterized oxidoreductase YciK	6	6.0	11467000.0	11196000.0	11786800.0	11754000.0	11636000.0	10977900.0	0	0.2995012134516542	0.04033319173031252	False	0.02317327766179541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4.0	2167190.0	2180170.0	2253860.0	2263150.0	2155530.0	2302620.0	0	0.3024760743262473	-0.03668194833015248	False	0.023199373695198332	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10.0	52189700.0	51913500.0	53081100.0	52591000.0	52216800.0	51163300.0	0	0.3030955831036342	0.016767687794652028	False	0.023225469728601254	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2.0	3859150.0	3965400.0	4019870.0	3791310.0	3990630.0	3311060.0	0	0.303629763267616	0.10091282626442748	False	0.023251565762004177	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31551	CAID_ECOLI	caiD	Carnitinyl-CoA dehydratase	1	1.0	2040690.0	1820400.0	104247.0	2360070.0	2049380.0	2673820.0	1	0.30380539367935233	-0.708571330303264	False	0.0232776617954071	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2.0	2884240.0	2693200.0	2924560.0	2721920.0	2610520.0	2599230.0	0	0.3041608535716251	0.07111820036054761	False	0.023303757828810025	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	6	6.0	3915330.0	3800690.0	3939950.0	3897880.0	4221200.0	3969490.0	0	0.30425407140317734	0.04963529538728458	False	0.023329853862212944	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28.0	83877100.0	86846500.0	83190800.0	85335800.0	86335700.0	85229800.0	0	0.304524889054203	-0.022642850567000994	False	0.023355949895615867	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	8	8.0	24846400.0	24535800.0	24010800.0	23334200.0	24101100.0	23385500.0	0	0.3050602046171899	0.03407073788419829	False	0.023382045929018793	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1.0	20858800.0	21210100.0	22003200.0	18876300.0	20801500.0	20633000.0	0	0.3058249709377089	0.06830893875635684	False	0.023408141962421712	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	7	7.0	46335900.0	45131700.0	44506700.0	44677000.0	48187600.0	44884500.0	0	0.30608592321876965	0.045721279721649875	False	0.023434237995824638	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7.0	10736500.0	11274200.0	11321500.0	11376100.0	10709500.0	10966600.0	0	0.30610135556864243	-0.036921085327466144	False	0.023460334029227557	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2.0	4846560.0	4760740.0	4439620.0	5048750.0	4010390.0	4518800.0	0	0.3063417430846134	-0.10781230813382195	False	0.02348643006263048	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8.0	1040810000.0	1013080000.0	970951000.0	994633000.0	1069880000.0	947563000.0	0	0.30713565152896655	0.060405929609913624	False	0.023512526096033406	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P29131	FTSN_ECOLI	ftsN	Cell division protein FtsN	4	4.0	5753960.0	6204640.0	5580860.0	6317270.0	6405830.0	6238690.0	0	0.3078471997879706	-0.08064709921051605	False	0.023538622129436325	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4.0	8010330.0	8958960.0	8875510.0	8403760.0	8220240.0	8860060.0	0	0.3078603754739952	-0.06278385311215157	False	0.02356471816283925	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4.0	3076070.0	3871650.0	3365260.0	3574520.0	3707970.0	3482300.0	0	0.30810388258241095	-0.10671120819719607	False	0.023590814196242173	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2.0	4518050.0	4439880.0	4243710.0	4213940.0	4743270.0	4258020.0	0	0.3083641332151418	0.06480223828973908	False	0.023616910229645093	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1.0	5469120.0	5503970.0	104247.0	4919740.0	3821180.0	5386810.0	1	0.3095593701656204	-0.7509893155294947	False	0.02364300626304802	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	5	5.0	71064100.0	66172500.0	67499000.0	66075300.0	64984700.0	64170800.0	0	0.3099639194796177	0.05143607536000639	False	0.02366910229645094	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	4	4.0	7462380.0	7459960.0	6897000.0	6805580.0	7644710.0	6057390.0	0	0.3100741966612559	0.11466329543055803	False	0.023695198329853864	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3.0	1979810.0	1973270.0	1975690.0	2028280.0	1214490.0	2192510.0	0	0.3103555156728069	-0.26072386800922176	False	0.023721294363256786	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	7	7.0	7210280.0	7538390.0	7066310.0	7365090.0	7042880.0	7024510.0	0	0.3104934813557115	-0.04060200207135127	False	0.02374739039665971	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76297	FLHE_ECOLI	flhE	Flagellar protein FlhE	1	1.0	149116.0	1631950.0	1419900.0	1584590.0	1491700.0	1604460.0	1	0.3106386284902825	-0.655463244522959	False	0.02377348643006263	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	19	17.0	196877000.0	195598000.0	192458000.0	200542000.0	190702000.0	193555000.0	0	0.3107372771843954	-0.023824030360164814	False	0.023799582463465554	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21338	RNI_ECOLI	rna	Ribonuclease I	5	5.0	3600680.0	3709690.0	3293990.0	3566420.0	3524540.0	3528810.0	0	0.31088820511402143	-0.052442495993905346	False	0.02382567849686848	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24232	HMP_ECOLI	hmp	Flavohemoprotein	4	4.0	5837590.0	6011360.0	6415090.0	5955320.0	6257010.0	5850440.0	0	0.3109035275372437	0.05501657799525907	False	0.0238517745302714	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8.0	35653800.0	33694900.0	38049800.0	35139500.0	35516200.0	36424000.0	0	0.31103156982574004	0.05329904995349211	False	0.02387787056367432	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACU0	YBIH_ECOLI	ybiH	Uncharacterized HTH-type transcriptional regulator YbiH	1	1.0	1666700.0	1608700.0	1524620.0	1731290.0	1385050.0	1574700.0	0	0.31173864502722826	-0.10289672082684033	False	0.023903966597077247	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2.0	63355300.0	69297500.0	61514800.0	62939600.0	63951500.0	64329400.0	0	0.31302966702732016	-0.05799366084076712	False	0.023930062630480167	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADF6	EDD_ECOLI	edd	Phosphogluconate dehydratase	7	7.0	4670370.0	5007240.0	5141040.0	5030690.0	4953300.0	5833460.0	0	0.3131222039744624	-0.10427546329469885	False	0.023956158663883093	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5.0	26504600.0	26354800.0	27135900.0	25771500.0	25978100.0	26127800.0	0	0.31317611767432235	0.024939161792623635	False	0.023982254697286015	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4.0	6026530.0	5527060.0	5471660.0	5108840.0	5689900.0	5718900.0	0	0.3154564334494037	0.07169511939855835	False	0.024008350730688934	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEI4	RIMO_ECOLI	rimO	Ribosomal protein S12 methylthiotransferase RimO	10	10.0	24517400.0	25171400.0	24668300.0	23995500.0	25642900.0	23651600.0	0	0.316131397507997	0.03928476059418229	False	0.02403444676409186	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	2	2.0	4150270.0	4178060.0	4301260.0	4116360.0	4733370.0	4197050.0	0	0.31621404194705377	0.07794336549023037	False	0.024060542797494783	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	21	21.0	4730710.0	4469140.0	4508440.0	4631910.0	4660150.0	4515440.0	0	0.31697718074840575	0.02965736783663585	False	0.024086638830897705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77570	ANMK_ECOLI	anmK	Anhydro-N-acetylmuramic acid kinase	4	4.0	4708310.0	5459530.0	5003120.0	5097250.0	5034650.0	4884630.0	0	0.3172572138531381	-0.0664730063254453	False	0.024112734864300628	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7G6	RECA_ECOLI	recA	Protein RecA	12	12.0	79196500.0	79493800.0	78128000.0	78175200.0	80735100.0	75709400.0	0	0.31764607085345603	0.028651767566657913	False	0.02413883089770355	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77395	YBBN_ECOLI	ybbN	Uncharacterized protein YbbN	10	10.0	15399600.0	14731300.0	15139500.0	14516900.0	14890600.0	15257500.0	0	0.3177715201977803	0.02964565954081637	False	0.024164926931106473	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11.0	132628000.0	139481000.0	132471000.0	140160000.0	140921000.0	137362000.0	0	0.3191083787690935	-0.03850696835234383	False	0.024191022964509395	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1.0	1133210.0	114903.0	104247.0	105878.0	1329040.0	789266.0	3	0.31917532712314073	1.345378147442218	False	0.02421711899791232	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	1	1.0	2533660.0	2452630.0	104247.0	2189210.0	1691420.0	2488500.0	1	0.3196115270328804	-0.7198280977470178	False	0.02424321503131524	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9.0	8164050.0	8784270.0	8647000.0	8190080.0	7939870.0	8739710.0	0	0.3202986749815147	-0.05507526402507382	False	0.024269311064718163	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7I0	RF1_ECOLI	prfA	Peptide chain release factor 1	9	9.0	19874900.0	19807700.0	19664200.0	19218700.0	20849500.0	19884600.0	0	0.322158400925762	0.035739184495765686	False	0.02429540709812109	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11.0	47469600.0	49635000.0	47330200.0	48027600.0	49040400.0	48628500.0	0	0.32217256181548537	-0.024375070101093	False	0.024321503131524008	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	10	10.0	2852050.0	2892980.0	2753900.0	2692820.0	2925620.0	2545330.0	0	0.32238713420473375	0.06935539362539354	False	0.024347599164926934	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11.0	22315600.0	22620400.0	23324300.0	22939500.0	21745100.0	23818300.0	0	0.322635403086225	-0.04205492963886343	False	0.024373695198329857	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6.0	14225600.0	14410300.0	14243900.0	14073400.0	13941000.0	15074900.0	0	0.32281244866714986	-0.03853609396470651	False	0.024399791231732776	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36879	YADG_ECOLI	yadG	Uncharacterized ABC transporter ATP-binding protein YadG	7	7.0	6374770.0	6971510.0	6514800.0	6572630.0	6994220.0	7267450.0	0	0.3241815814249087	-0.06579441916334798	False	0.024425887265135702	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	3	3.0	718805.0	711150.0	665140.0	105878.0	767392.0	609379.0	1	0.3250159130551964	0.5928478479614369	False	0.024451983298538624	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77536	YKGF_ECOLI	ykgF	Uncharacterized electron transport protein YkgF	4	4.0	9953280.0	12098700.0	11211200.0	12019100.0	11656000.0	10882100.0	0	0.32596377996733716	-0.09275446162389513	False	0.024478079331941547	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q46857	DKGA_ECOLI	dkgA	2,5-diketo-D-gluconic acid reductase A	9	9.0	18355700.0	20867300.0	20203000.0	20049400.0	19827900.0	19740900.0	0	0.3261979779117574	-0.055051115130161296	False	0.02450417536534447	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE67	CHEY_ECOLI	cheY	Chemotaxis protein CheY	3	3.0	7618260.0	8440050.0	6954290.0	7228470.0	7136440.0	7498330.0	0	0.3265515514781806	-0.0937692872382681	False	0.024530271398747392	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2.0	868201.0	785154.0	821076.0	875598.0	868792.0	761287.0	0	0.32673619753448224	0.07883308354703338	False	0.024556367432150315	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29.0	87010200.0	84654500.0	84431600.0	85244600.0	86250000.0	84852400.0	0	0.3277520065099161	0.016555988853619738	False	0.024582463465553237	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76372	WZZB_ECOLI	wzzB	Chain length determinant protein	6	6.0	43735400.0	43021900.0	48116700.0	44194200.0	44225100.0	43536800.0	0	0.32798985410403136	0.05758241601820448	False	0.024608559498956163	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE06	ACRA_ECOLI	acrA	Acriflavine resistance protein A	15	14.0	119124000.0	117446000.0	117349000.0	115439000.0	115634000.0	114964000.0	0	0.3281373876123002	0.01755273548989191	False	0.024634655532359082	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3.0	3113080.0	2932800.0	3289570.0	3043770.0	2847540.0	2747940.0	0	0.3290727914844397	0.08440889242840939	False	0.024660751565762005	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76344	ZINT_ECOLI	zinT	Metal-binding protein ZinT	1	1.0	451750.0	396584.0	333792.0	333247.0	392592.0	300368.0	0	0.3293886681933196	0.19358059468753291	False	0.02468684759916493	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29.0	220816000.0	219121000.0	212336000.0	220705000.0	215495000.0	218290000.0	0	0.3296725133115965	-0.020908333715487632	False	0.02471294363256785	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31142	THTM_ECOLI	sseA	3-mercaptopyruvate sulfurtransferase	12	12.0	23326000.0	23600700.0	23696600.0	22584200.0	23738000.0	23383500.0	0	0.3302643220434195	0.024514140498355073	False	0.024739039665970776	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	7	7.0	100213000.0	104684000.0	97734300.0	101961000.0	100298000.0	98522800.0	0	0.3302663023499082	-0.033103340298574535	False	0.024765135699373695	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31473	RAVA_ECOLI	ravA	ATPase RavA	5	5.0	6910140.0	6333920.0	6691230.0	6755540.0	6924600.0	6833100.0	0	0.33053429677310026	0.043047359266397286	False	0.024791231732776618	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2.0	149116.0	4430310.0	2143590.0	4299310.0	4142720.0	2302240.0	1	0.3305827950891457	-0.7775684960539193	False	0.024817327766179544	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76243	YEAO_ECOLI	yeaO	Uncharacterized protein YeaO	5	5.0	10437600.0	10496300.0	11043600.0	10541200.0	10966000.0	10683000.0	0	0.33077483081109976	0.03267847565379224	False	0.024843423799582463	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4.0	54641900.0	62125800.0	56498200.0	59186900.0	60478200.0	57582300.0	0	0.33104008811994706	-0.05990966708027169	False	0.02486951983298539	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P28904	TREC_ECOLI	treC	Trehalose-6-phosphate hydrolase	13	13.0	14681800.0	15601300.0	14510400.0	15288100.0	15548300.0	15093700.0	0	0.33113243319021907	-0.03952235076054789	False	0.02489561586638831	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	12	12.0	25283500.0	25697900.0	27319000.0	25669400.0	28057500.0	26147300.0	0	0.33291453934483917	0.05738533582382151	False	0.02492171189979123	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37095	PEPB_ECOLI	pepB	Peptidase B	18	18.0	46384400.0	46954300.0	46785100.0	47483400.0	46926400.0	46646000.0	0	0.33337782513674324	-0.010136581914668355	False	0.024947807933194156	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10.0	26834100.0	27240300.0	27222600.0	26813400.0	25307100.0	27533200.0	0	0.33343072553616654	-0.039856419742603864	False	0.02497390396659708	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4.0	48634900.0	47026700.0	46988900.0	48115500.0	48051400.0	45251900.0	0	0.3341841763017918	0.03332874915265918	False	0.025	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9.0	10413300.0	11295500.0	10982700.0	11534600.0	11644600.0	11554600.0	0	0.3343108404270041	-0.057526872824785344	False	0.025026096033402924	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36548	AMIA_ECOLI	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	4	4.0	6396080.0	5534370.0	6533640.0	6229620.0	5953540.0	6178210.0	0	0.3346464219714208	0.07375105408008992	False	0.025052192066805846	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7.0	32269400.0	31159800.0	31530400.0	30281800.0	30752600.0	31307700.0	0	0.3352795930590496	0.027777684780504335	False	0.02507828810020877	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1.0	845662.0	1385250.0	778667.0	802262.0	1098580.0	1210340.0	0	0.3353358672337165	-0.3194742464073414	False	0.02510438413361169	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77150	PDXY_ECOLI	pdxY	Pyridoxamine kinase	2	2.0	14879100.0	14672200.0	14404400.0	14646100.0	15295000.0	12342900.0	0	0.335350762472888	0.09764367783295154	False	0.025130480167014618	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3.0	2107120.0	2802690.0	2551090.0	2277340.0	2297110.0	2529400.0	0	0.3360272190442506	-0.1296714980050677	False	0.025156576200417537	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14.0	143978000.0	144639000.0	145240000.0	141755000.0	146604000.0	145124000.0	0	0.3362120938428086	0.014318284465153644	False	0.02518267223382046	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32157	YIIM_ECOLI	yiiM	Protein YiiM	5	5.0	15919500.0	15494200.0	15899500.0	15441300.0	15375100.0	15588600.0	0	0.33622243351875286	0.02062826954597642	False	0.025208768267223385	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4.0	773352.0	114903.0	996057.0	746271.0	1164010.0	1039530.0	1	0.3373322603917329	0.6260492796410817	False	0.025234864300626304	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	2	2.0	21642200.0	25159600.0	24001600.0	23991600.0	23699300.0	23249000.0	0	0.3376501686023071	-0.06224134863639717	False	0.02526096033402923	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18.0	114021000.0	112969000.0	112703000.0	115613000.0	114342000.0	116618000.0	0	0.3384453964307637	-0.017381520988081035	False	0.025287056367432153	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	3	3.0	9339450.0	9374880.0	9618890.0	9739840.0	8752210.0	9558660.0	0	0.33887967334378166	-0.0492766328198385	False	0.025313152400835072	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23003	TRMA_ECOLI	trmA	tRNA (uracil(54)-C(5))-methyltransferase	4	4.0	9025530.0	8697200.0	8622810.0	8003450.0	8643740.0	8696320.0	0	0.339227313971809	0.04997189420756942	False	0.025339248434237998	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9.0	33283900.0	35284500.0	35220500.0	35134300.0	34874300.0	35185800.0	0	0.3392774239226072	-0.03073371255668036	False	0.02536534446764092	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12.0	90324400.0	88374400.0	90717200.0	90829600.0	90602000.0	89787200.0	0	0.3394044203197795	0.014156081068373431	False	0.025391440501043843	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
