protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P27434	205821227.18787268	199315182.19615293	208879901.43958485	198052133.19868508	203860769.32854596	197386311.20757225	0	0.23884467638324122	0.03500049894649355	False	0.013629592850049653	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P76008	16774402.004997617	17094485.85385048	16578411.12673016	17930464.960431345	16667455.422607364	18533341.58235409	0	0.24103692609518698	-0.07478395226556198	False	0.01365441906653426	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AB91	38645317.323280886	48499979.606488965	40191355.55883469	34984386.77782007	36366288.9571206	40799467.38248017	0	0.24163070492634373	0.18321628181500563	False	0.013679245283018868	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
Q46829	223908200.3363189	216173545.911076	223597333.7661712	220464169.4791084	203268497.93962333	215067208.28936931	0	0.24181998008853628	0.05512176737063987	False	0.013704071499503477	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
Q46948	41173999.260406345	40101583.90865433	42773839.50825899	41986633.355996266	43929905.74319343	42227607.704418	0	0.24307434564552619	-0.04685256166417337	False	0.013728897715988085	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P28629	54601627.75335955	50325955.92136293	50762410.876588605	53999422.39705745	54638535.48767488	53644298.931731656	0	0.24416830223363487	-0.05982903866486282	False	0.013753723932472692	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69801	16043737.675764816	16450831.000000007	14455252.744735448	15176704.791488662	14143016.267665245	14690166.126506226	0	0.24683205576124437	0.09329199686645309	False	0.013778550148957298	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AAB6	470556072.6323026	443904263.4028886	453632540.1279905	455777343.7777304	434227216.6630918	435512400.1044059	0	0.24702472611717383	0.04561104404170709	False	0.013803376365441907	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P77552	36841276.385653146	43128260.36923603	43347129.94711669	41630862.8875596	46301386.44817214	46267867.7460934	0	0.24728865902375147	-0.12201813173598233	False	0.013828202581926515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39265	1686376.8217838437	2265943.486731676	2974616.5501088877	146892.9414173368	2643077.32053785	129991.79890025848	2	0.24746888664333794	1.2462678989870757	False	0.013853028798411124	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEL0	1115648.375058694	1019926.4709599497	1122626.6367964405	146892.9414173368	101496.66279868108	1228961.0266297502	2	0.2478655360471562	1.1410635484373122	False	0.013877855014895732	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P18390	28807109.94792804	31552193.339723077	27338845.20277221	30232887.25580086	32093416.4777315	31286719.997459278	0	0.2478885928195896	-0.09416287154921128	False	0.013902681231380337	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADN2	176912001.8021493	183190101.0244586	183802181.6407739	181180198.05220547	186836852.9034772	193832984.6186908	0	0.2484612346391028	-0.04683231913184872	False	0.013927507447864945	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AE48	68752613.89174528	71253244.56731333	71002021.03302944	66913274.2944259	70444940.49814068	68345359.4198099	0	0.24879721277068628	0.03673001160379576	False	0.013952333664349554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC69	340510097.05950767	327666721.69743925	329983028.268489	326144081.3394581	309081606.29908633	330769787.9955775	0	0.2503465744012016	0.047254437689204565	False	0.013977159880834162	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFR2	11286881.780307584	12359432.004939549	12181527.96576764	10895523.613274032	11494551.204606531	11740747.20799024	0	0.2504706925290127	0.07000597749820218	False	0.01400198609731877	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P31680	6949997.926345835	6423981.102876673	6347059.223604208	4503281.401228513	6463596.811998	5967397.900922316	0	0.25097284429483324	0.21978918965557756	False	0.014026812313803377	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39321	19675094.61209295	19673898.1600039	22387435.728186496	22877029.558599968	21572593.82719378	21581075.181872997	0	0.25254717228053686	-0.09701488458079412	False	0.014051638530287984	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6W9	121038490.18071826	122895966.7638894	120892367.60536765	121110641.1740151	125708808.72344598	124551189.52090344	0	0.25280242812826126	-0.025647950082261152	False	0.014076464746772592	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P04968	2959088.5083889263	3216296.961607996	3436399.3547518444	3284737.863976261	3444496.1727748024	3543042.162331251	0	0.25307946580079516	-0.09587964211981718	False	0.0141012909632572	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P76149	3889280.5783719528	2957616.2687527854	4489822.981997891	4631097.417092959	4869349.929682666	3987592.084334896	0	0.25359369343071997	-0.25067738827237973	False	0.014126117179741809	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9R7	42790752.12296054	42482441.239822574	42029531.99249528	43099033.68769038	44045490.38473921	42404822.99647458	0	0.25382262195994243	-0.02523843887807312	False	0.014150943396226415	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEV9	2782262.6318207243	2353753.246030112	2066308.1722530816	2160085.574275958	1606364.888782523	2270458.8402233664	0	0.25468838252662696	0.25465238465773254	False	0.014175769612711024	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P06722	5798371.443253392	4663865.315076549	5145782.475593305	6126992.077823329	5261904.842029025	5902011.567148359	0	0.25484508162307834	-0.14772621115179932	False	0.01420059582919563	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P23827	163891876.67905244	161311237.56729272	157873317.22080344	169446675.77629817	162402135.10018122	162795254.93092456	0	0.25546010863192087	-0.03413930154211718	False	0.014225422045680239	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39377	104623628.1301948	104014083.34794094	103211300.87957542	106041035.08249658	108049004.2281858	103672335.48404466	0	0.2555193247685307	-0.02710062015649169	False	0.014250248262164847	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69805	52220313.23800374	50762487.04425511	57105679.137102015	54481247.60273603	56649188.31131035	58084149.21351149	0	0.25555545567973675	-0.07998443443293103	False	0.014275074478649454	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
Q47622	11312117.830847882	12681358.162557544	11548187.92860137	15418621.22488405	13076737.777478931	11894379.313037168	0	0.2555980387664594	-0.18447757456901132	False	0.014299900695134062	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6J5	4396756.029923097	3787815.274406878	4116637.577726824	4799739.959507617	4115533.3819420566	4439765.761332084	0	0.2558894136176559	-0.11858409897735643	False	0.01432472691161867	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A948	497376.3685006899	709043.5624999999	865517.0676869168	788168.9469031551	805743.2077939378	991639.3992162612	0	0.2562620597419534	-0.3194919356236598	False	0.014349553128103277	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P08191	18252536.5359587	17916141.32644401	18237042.519884694	20951313.16211644	18030006.29332946	19377264.05388488	0	0.2577849528578573	-0.10118651753298595	False	0.014374379344587886	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P32177	2273830.1489136093	1519537.946501836	2199828.3044461254	1419179.376636457	1938514.2243496715	129991.79890025848	1	0.25825345394366933	0.7810557420910723	False	0.014399205561072492	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P06987	33989539.97217043	33708354.92423213	31364723.417234823	33262227.18323029	30100420.49420868	30596310.637336537	0	0.2584785688968477	0.07631003433860203	False	0.0144240317775571	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AB83	4380810.190464496	4271737.997180158	4085755.4464560174	3485977.391938724	4296077.243824227	3871916.130554753	0	0.25868632055026214	0.1283515691676384	False	0.014448857994041709	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AGJ5	561266944.6284223	558440414.2220469	558114256.1392815	555524676.0881119	580351873.8543426	591010651.0851678	0	0.25939019601418845	-0.04158451274968451	False	0.014473684210526317	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9P6	392419288.81664175	400662465.0459393	394227125.93577456	393980107.5201375	393231843.44206345	384610043.9981766	0	0.25947766064417677	0.01894186808787449	False	0.014498510427010926	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P05194	35898481.0902701	34329851.978051744	41013507.46397748	29100217.9875918	30621055.19803272	37956153.55813883	0	0.25976434659424613	0.18760242089315018	False	0.01452333664349553	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P23917	7898937.25512209	9765143.23225446	7082055.723303203	9564537.34358723	9259612.922656093	9613687.020186566	0	0.2600498575866813	-0.20060846676484748	False	0.014548162859980139	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39830	7388537.336096557	6291936.169866805	5619438.668678618	5518171.7154323	5485823.800219621	5914565.725058581	0	0.2602388799365111	0.18998739596659922	False	0.014572989076464747	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A917	774775069.5958191	764121906.3817035	765236266.6554958	778874462.4460615	782258217.4813255	766475611.15622	0	0.2606673835080317	-0.014624143308935439	False	0.014597815292949356	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P20083	35822688.392003104	32827157.165460605	32901543.94625712	29605981.32063637	31785193.68351719	33894208.63376176	0	0.2606873240107628	0.09188314672990498	False	0.014622641509433964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P22523	239410961.01034972	261204980.94882208	260231249.08466	256441477.14183912	267236217.65310603	271010460.54963017	0	0.26100200088607944	-0.06278211035135416	False	0.01464746772591857	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AAT9	71443594.07935086	79208923.22408831	77962323.41788265	76075419.8028066	82462022.79579154	82900502.0528713	0	0.2611487311082855	-0.0787333691092607	False	0.014672293942403178	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P62399	6948119323.7366085	6867547944.480555	6908790549.804938	6944454021.04177	6702669940.546218	6560130242.688508	0	0.26173524392849656	0.036461060008712944	False	0.014697120158887786	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9U1	4666956.698216449	4327127.317165863	5439184.5920833405	3863794.865010623	3915405.3807134926	4853332.518933446	0	0.26203874800631544	0.19225413265226204	False	0.014721946375372394	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACD4	176072328.88779828	176734783.3058482	184448721.73718563	178780590.5290461	186078809.49378827	186986299.54290697	0	0.2632228040479071	-0.03865569079918514	False	0.014746772591857003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39407	5126175.6527986	5806517.678251959	5093298.832574259	4679140.843269729	5227612.939105273	4999334.890047665	0	0.26419793924308005	0.10451192934629656	False	0.01477159880834161	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37690	3810826.644622022	4795995.710657583	5121044.603129009	4727561.843060399	11891968.128657963	26567673.98082564	0	0.26590126722045576	-1.6534964395355918	False	0.014796425024826218	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P07639	89301431.59644128	84618628.25181355	84575866.5596913	94183846.14256282	86548177.07897073	88683016.44046089	0	0.26625072842183367	-0.05968884364160299	False	0.014821251241310824	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABM9	3714587.6268749535	4471563.324718788	3336116.0229338487	4970811.58131365	5134522.018296705	3666917.777497234	0	0.26644939190331307	-0.2573398279444981	False	0.014846077457795433	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A905	435242819.2271394	402080603.2508744	418875854.173106	394841172.4136426	411123489.3578842	406308687.4987286	0	0.266709169609788	0.05135030235122853	False	0.014870903674280041	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P16703	22936315.905592848	22397486.730759937	22119377.162558924	21290121.32727059	16856393.941041436	21996673.50300808	0	0.2677215713241014	0.1654850934810039	False	0.014895729890764648	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADX1	88862475.68625309	93283653.8129868	89844510.5847469	87197023.34383835	82310374.31165479	90969989.69836503	0	0.2682388030870892	0.062398871147429494	False	0.014920556107249256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABF1	78808049.92546712	82598698.18075274	77772733.52354625	72128033.44153619	75417050.07099001	80405695.75344767	0	0.26838105259951184	0.06937128992157614	False	0.014945382323733864	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P04951	129441654.34157896	130955216.02369116	131120790.744385	130847237.574227	137090545.51694378	132151607.59167206	0	0.2686971484760674	-0.031244984688278663	False	0.014970208540218471	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AE78	7598627.988732662	5767012.1731102085	5946220.982372404	5945747.810370558	5775321.934101416	4911295.478971652	0	0.2690189392328833	0.21549386478473742	False	0.01499503475670308	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC81	22030990.012177665	14761113.581351051	20737631.962777294	12827229.17510987	101496.66279868108	19235109.01490298	1	0.2690260273975302	0.8388684112295115	False	0.015019860973187686	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P25516	39639225.39833515	42168087.53493917	42203308.17222339	43027269.101590246	43816554.89122792	41427847.71508446	0	0.26915726001324985	-0.048738904070984225	False	0.015044687189672295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFT2	1773497.0784033297	2293198.457163121	1386112.9698965342	2378017.2853790256	2213190.7297898866	2044605.934451356	0	0.2692840464446575	-0.28327394653175836	False	0.015069513406156903	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P15286	95084.20934397526	7201548.863950447	9793725.00139112	12217622.052402671	8179048.815816252	9755274.922093531	1	0.2696581844437257	-0.8190684818531088	False	0.015094339622641511	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P64636	10803944.48019191	14734540.490288643	15141941.905078257	14187537.276842289	17581804.734115113	15542968.924224189	0	0.2698733861502816	-0.21788081191776568	False	0.015119165839126118	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8Q0	23864252.7003309	19726121.034292445	21048216.787881352	24884309.69253111	23282190.616800763	22186642.18842091	0	0.2703782647323295	-0.12221912672625256	False	0.015143992055610725	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABV2	26489095.195745982	30838037.353472725	28969989.406502124	29685159.98019012	31995364.300027877	30378122.01511284	0	0.2704461976074115	-0.0932407824275538	False	0.015168818272095333	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6P5	133629503.21161143	136277758.82630408	136875200.27189982	144971965.29711565	139668466.4010045	135017854.59169707	0	0.2710871858277723	-0.04495758622673904	False	0.015193644488579941	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P77252	3141803.655255511	3076262.703390046	3072809.935380278	3090151.811597368	2733472.6265324573	2990860.1807975788	0	0.27154356288194204	0.075938456760426	False	0.01521847070506455	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P75849	36944874.18672387	38094596.64854564	37217995.99863777	37576798.5413586	36345795.15773757	35051847.05552422	0	0.27229040206599947	0.042821609433386684	False	0.015243296921549158	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC47	337720567.76832986	307817228.6665953	313194704.06963784	314213590.3917225	302957114.71891683	300249039.0145885	0	0.27302505528474036	0.06354638319721627	False	0.015268123138033763	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P30130	19436313.81543467	17955557.656284258	18061705.92132372	18550045.845811337	17383586.063965436	16948875.844373293	0	0.2731821660550269	0.06848994094232609	False	0.015292949354518371	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37685	15632770.55202238	15661624.7609199	16394833.279944956	16187463.274004322	16337190.641025232	18526689.78286441	0	0.27350683125634107	-0.09828548778096892	False	0.01531777557100298	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8R9	8480037.71599574	8524576.8843274	10552148.590643276	10352933.252311332	10359083.701490194	9888744.096054444	0	0.2735426322248366	-0.1511610941382875	False	0.015342601787487588	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P17109	26897823.56951525	29594435.25331636	24865349.050370257	30740781.504988924	27865264.889920108	29042012.57439331	0	0.27461576180474007	-0.10744488099085797	False	0.015367428003972197	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACP7	95055293.36063048	104484945.10697454	100628231.95397791	103925893.69965416	103893995.93264054	104525135.69619794	0	0.2759814982695326	-0.05736810770727876	False	0.015392254220456803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEM6	30253309.271013	30240715.788442478	32139994.41942442	32854816.844660264	30570614.297760565	33134136.96097948	0	0.27601808759557805	-0.05987710827685813	False	0.01541708043694141	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P00892	1000540.144499826	932566.4942645966	889465.5597769809	715277.0920576594	923318.2674492084	129991.79890025848	1	0.27610672422887356	0.6744131653636666	False	0.015441906653426018	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8Z0	35118902.00644305	38357049.016947016	33687841.2695461	37363456.62913175	38035849.55161117	37888021.283198126	0	0.2762881329343968	-0.0801689465430615	False	0.015466732869910627	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADT8	98654528.01786654	102256039.59325558	104314572.03387392	104649004.65492629	108210310.50814578	101776783.32062817	0	0.2770310936915107	-0.04381040836811205	False	0.015491559086395235	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6Q6	360584349.4276384	357351578.3888102	351201009.7366701	377142519.4828256	357158252.16204256	361653187.1052932	0	0.2775869242014509	-0.03574054301826351	False	0.015516385302879842	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6D0	11588148.269009482	13039011.258333318	13905099.960532112	13619475.667051831	13232721.449275956	14885410.797205904	0	0.2778952750925358	-0.1152811319396309	False	0.01554121151936445	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P31467	6952747.001910685	7162683.083033756	7644381.279786563	5768509.973012859	7465663.728578386	6323353.692551936	0	0.2779514348662503	0.15394206420925935	False	0.015566037735849057	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P64548	960633.889631317	1091310.125	905489.0887285486	890328.8184632419	911143.1982239644	913569.7969888748	0	0.2792148062779229	0.12337111863041204	False	0.015590863952333665	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P76053	2269648.808315547	2478138.9356347527	2401842.530386215	2015454.2257049975	2141935.9655203726	129991.79890025848	1	0.27966837347397705	0.7377716766134513	False	0.015615690168818273	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFG8	3878338525.772196	3889393036.04029	3895296354.156092	3909978142.026878	3960905625.9354143	3887202771.964707	0	0.28091961410392846	-0.011710916547121347	False	0.01564051638530288	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACE7	237606736.0787081	237081331.5108299	242989974.7940248	237821078.22572747	246541354.55954736	246641552.713224	0	0.28159146120581574	-0.026542490286193154	False	0.015665342601787487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P30177	116712448.41508862	117994164.4321258	116766323.2556282	115778016.14072746	116893917.1996556	111143450.2019352	0	0.28193571578476845	0.03177950643365945	False	0.015690168818272097	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P33898	27097335.725139648	25163868.149552196	25727929.53400275	27068950.92147536	26855067.397423927	26560578.685452536	0	0.28197361168713075	-0.045439588773806765	False	0.015714995034756703	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AG14	38123851.8835891	38742920.87314965	36762331.063857175	38023765.823888525	36473182.64717996	34112616.79695087	0	0.2822288423193647	0.06518123242787675	False	0.015739821251241314	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P62517	3870357.7159928335	3981524.2670719735	3714416.5780385225	3307163.72461929	3298747.8648678483	3980232.7197711407	0	0.2824573346161116	0.12775002213785375	False	0.01576464746772592	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8G3	25590019.80497068	28299918.19707225	26396991.694122314	28114332.83260164	27812443.86558329	27858503.12590659	0	0.2829786408389759	-0.06153165668506308	False	0.015789473684210527	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFZ3	122446212.98775887	121235593.01769352	120145492.26471543	123607117.83662573	111305954.10475984	110352054.3349148	0	0.28298068669163134	0.0755491724608743	False	0.015814299900695133	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
Q46863	8080462.467419007	8213536.435633346	7244853.536930558	7942255.1761209695	10051009.736637114	8364807.028491431	0	0.28300422344495924	-0.1632008547388173	False	0.015839126117179744	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37689	837442361.4022385	822372646.3721937	821189625.1681434	832798931.933416	803089032.9737575	786190023.7993562	0	0.2844469122884819	0.03467911002463981	False	0.01586395233366435	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P63386	4673668.282358597	4760844.627970012	4172313.4550090022	4181808.902761661	4553124.655694436	3894255.872664968	0	0.28561311090093333	0.10756856738000449	False	0.015888778550148957	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P23893	552277552.8308061	576656480.8383334	594849621.2391088	551119576.7856648	561477069.1156534	558113348.00137	0	0.28569662287147374	0.0451173905375351	False	0.015913604766633567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACE0	482047550.89307374	501734100.23098737	500626751.4040836	480207853.3975665	483899548.12170327	492158629.87349737	0	0.2857597239574442	0.027614140729850953	False	0.015938430983118174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P27306	9592053.11187037	12796452.376624404	14785747.257791996	14749135.631089786	14041991.881319318	14900032.22739453	0	0.28613255276632843	-0.23303765883181543	False	0.01596325719960278	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P27836	6264870.578582737	4972886.54238062	4040019.609746967	7256335.546337217	6145317.45752643	5149566.611476712	0	0.2861337003149291	-0.2800794240524313	False	0.01598808341608739	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEL6	32972548.61800577	33647925.91506209	35197876.32452477	33174141.4169544	29225542.406400505	33478124.7377062	0	0.28705423775529954	0.08672876430568185	False	0.016012909632571997	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6E6	148554612.08971357	138949562.42729846	134729683.63944152	139345631.94293886	129538440.98055358	134709101.89519936	0	0.28755895903517453	0.06514049321190803	False	0.016037735849056607	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8M0	1432849620.1406622	1513313501.778149	1491424642.3787708	1503912741.18759	1525091136.484141	1511306945.5495768	0	0.2878971262924144	-0.03301541309024785	False	0.016062562065541214	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P75746	3794832.099747389	3548942.274706949	3478040.695677393	3959452.797351023	3556250.474370219	3886563.711041691	0	0.28881824098893105	-0.07537819453805439	False	0.016087388282025817	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P64448	95084.20934397526	1063729.4794717268	1471422.89580421	1264182.1909392157	1842201.342284404	1280101.957033821	1	0.28934083220467716	-0.7378729234342478	False	0.016112214498510427	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P75694	1996092.5585404404	105810.48437500007	1475869.1202267448	1840078.056127227	2236025.8386491444	1894827.578765945	1	0.2909017452938197	-0.7388944937122554	False	0.016137040714995034	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7J3	7183837092.798146	7460387926.327059	7505097300.729772	7440903085.604788	7621650160.521729	7521016430.378981	0	0.29090525728306127	-0.028010985226647103	False	0.016161866931479644	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6K1	3180694.62073361	105810.48437500007	3576375.9848005334	3855392.969023233	4203318.484068504	3444985.3216198627	1	0.29229746244578403	-0.7452112903997427	False	0.01618669314796425	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69913	275622408.80848616	292262334.456097	259708740.78406465	278704279.4191921	256196783.1919705	232492742.4482141	0	0.2932348710731745	0.10895516782569037	False	0.016211519364448857	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P60240	161681932.45887265	168186263.58299136	173420944.87348786	169340896.63476163	172848506.96036464	175715090.64935035	0	0.29424342453929986	-0.041298607622738445	False	0.016236345580933467	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P63284	956136435.7568733	979736697.7269338	989023323.268646	952892869.5044729	961893597.2097088	968541749.5826144	0	0.29433391252737046	0.020650481569385513	False	0.016261171797418074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9E5	119856862.83952054	122486551.24598	125609199.86367738	128839396.69986752	122520963.23771805	125506194.4067272	0	0.29563277363495344	-0.03453378267461596	False	0.016285998013902684	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AB77	521952996.07534826	519154701.6166054	509763082.3450721	512234468.80780894	510286939.2859519	512915343.7173668	0	0.2959967549265306	0.01442939912521362	False	0.01631082423038729	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC98	4678818.532973909	3595301.9999999963	4459418.965810792	146892.9414173368	101496.66279868108	5303173.356303706	2	0.29850839696646697	1.1976675927993725	False	0.016335650446871897	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P09373	24335773252.3072	24205188631.91123	23855955806.084232	23741798162.397213	23943740941.596226	24079569720.08969	0	0.2998258048277171	0.012645678978050478	False	0.016360476663356507	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
