protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16083ups|NQO2_HUMAN_UPS	974378.2393721346	934244.3690919224	1078760.4695608525	2684495.334711774	2705730.438909982	2560973.8719609235	0	1.224365275887098e-05	-1.4122902958038765	True	2.4826216484607746e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
P01008ups|ANT3_HUMAN_UPS	4884193.482254629	4935895.995117196	5537795.432827358	13539227.69651408	12814875.82463356	13441226.690622255	0	1.2981924181904355e-05	-1.3736196058618722	True	4.965243296921549e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
P0AEV1	622692.4002228911	628117.8124999999	671514.6566574211	146892.9414173368	101496.66279868108	129991.79890025848	3	1.7673728757953304e-05	2.3449390803193415	True	7.447864945382325e-05	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.6609640474436812
P68871ups|HBB_HUMAN_UPS	10733679.945407268	9901089.18347824	10445298.926381487	16900880.77536835	16640049.59084425	16196561.22697968	0	5.064439673904311e-05	-0.6783440872863606	False	9.930486593843098e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
P02768ups|ALBU_HUMAN_UPS	21028133.63687495	19607584.80742176	17671436.218831766	52200340.28178108	51103693.70107256	55678663.45773955	0	8.294222917975248e-05	-1.4471249338976784	False	0.00012413108242303873	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
Q15843ups|NEDD8_HUMAN_UPS	1412743.7840869622	1320470.9949136293	1037113.1346623922	3491031.834954236	3731981.833009092	3440902.583481769	0	0.00012688769389460677	-1.4999754470420563	False	0.0001489572989076465	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
P12081ups|SYHC_HUMAN_UPS	10128781.227408042	7951311.301502092	8229439.262416921	21360132.04941089	23703105.230145283	22043468.90863103	0	0.0001539703438193157	-1.3508713724696935	False	0.00017378351539225424	True	True	Human	True	False	False	True	diann231	directlfq	min	0.6609640474436812
P05413ups|FABPH_HUMAN_UPS	3331763.269723728	3939200.555250964	4127550.6253258046	7381569.834306464	8199253.529622863	8272712.298031859	0	0.0004339263200648012	-1.0653573112754913	False	0.00019860973187686197	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P08758ups|ANXA5_HUMAN_UPS	4975769.395676731	6375972.243442087	4322012.579053203	14984177.074177466	13230382.927732658	13262821.720733484	0	0.0005137619930227973	-1.4039740470363158	False	0.00022343594836146972	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0A6J8	332839392.8934257	333791773.9486762	331174108.6097293	342969767.8650963	341183500.39295506	341252928.8758234	0	0.0009204388752417031	-0.03936531984260535	False	0.00024826216484607745	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P02144ups|MYG_HUMAN_UPS	2465429.1414571847	3572519.164403079	4939392.890606279	13558417.520055205	14673819.162719555	14067644.2892486	0	0.0013386882961062606	-1.946124939849373	False	0.00027308838133068523	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P02788ups|TRFL_HUMAN_UPS	6540176.573104865	9369538.49243822	11270494.198129646	25494397.16294031	23568413.215856723	28982461.18097364	0	0.0013830232594821315	-1.5217546642957203	False	0.000297914597815293	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0AEP3	995648323.84315	1013126469.7139648	1016311362.3821028	932768050.5989008	949390265.8838795	928434261.2228522	0	0.0013933253944417652	0.1061018952151378	False	0.0003227408142999007	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P01112ups|RASH_HUMAN_UPS	95084.20934397526	105810.48437500007	140095.97235654233	4866742.753189422	4263314.8084851485	4483246.029946876	3	0.0014998407891795263	-5.3191411543861085	False	0.0003475670307845085	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0ACF4	951738041.3717688	944361003.508142	956591234.5240148	999394365.7789376	1014455747.7864383	999093846.8413343	0	0.001601933199051723	-0.0788507196194235	False	0.0003723932472691162	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P00918ups|CAH2_HUMAN_UPS	11050384.174076624	10838984.147864858	9850291.022553986	30559568.38799928	29058078.23407758	26644222.51204379	0	0.0018728477135825758	-1.4424363328321175	False	0.00039721946375372393	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
O00762ups|UBE2C_HUMAN_UPS	1216643.7724707597	2122621.866186625	1341506.1096349875	4231205.651517233	3938349.922785604	4913601.665333195	0	0.002292212291395963	-1.4828924146135418	False	0.0004220456802383317	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P09211ups|GSTP1_HUMAN_UPS	95084.20934397526	105810.48437500007	140095.97235654233	3836858.0421356354	3248147.994424728	3448606.283569279	3	0.002448303473737199	-4.949124209344442	False	0.00044687189672293944	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P23003	20153942.239469912	20789427.517406598	20192552.50366057	23423376.04932009	22598533.65799052	22599730.28544341	0	0.0025395238313943628	-0.16664327706299908	False	0.00047169811320754723	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
Q06830ups|PRDX1_HUMAN_UPS	95084.20934397526	1660461.4174292302	140095.97235654233	7865273.023512259	5530401.210505447	6884552.621767385	2	0.0025491434651807904	-3.41931565956733	False	0.0004965243296921549	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P06732ups|KCRM_HUMAN_UPS	2447674.745106949	4056446.942955877	5135413.02314071	9994479.591002723	10339287.728294224	12367381.644512763	0	0.002877831634037808	-1.490307938235207	False	0.0005213505461767626	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0AG63	1595748488.076656	1516835610.2318344	1571713160.575786	1722843294.499942	1771994684.0829935	1786062056.3223648	0	0.003140722677879612	-0.17295120195816543	False	0.0005461767626613705	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P15559ups|NQO1_HUMAN_UPS	2082364.147214375	1629226.6125320783	2254307.3933190573	5598379.970707947	4476276.748316197	5302522.922831223	0	0.003292026337449407	-1.3659796660834245	False	0.0005710029791459782	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0ABF4	95084.20934397526	105810.48437500007	140095.97235654233	2068524.7769075732	2487650.0401889086	2120490.412987029	3	0.0035833739960877747	-4.291323550833411	False	0.000595829195630586	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P01133ups|EGF_HUMAN_UPS	95084.20934397526	105810.48437500007	140095.97235654233	263328.45789006824	245906.7113339863	256727.813534689	3	0.004363874352353485	-1.1675424227255164	False	0.0006206554121151937	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P77757	95084.20934397526	105810.48437500007	140095.97235654233	1600762.71802303	1294544.3678986868	1587702.820462023	3	0.004584066091353653	-3.7166635333381186	False	0.0006454816285998014	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFB1	38905983.66981149	39488369.620704114	38969566.52836706	41199343.606682	41830303.52123712	40857941.00431534	0	0.005086687679337861	-0.07804269483539943	False	0.0006703078450844092	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACB7	86185641.79022194	86440508.1164295	85606515.9529513	91837662.21913937	90590961.14309125	89984076.78163776	0	0.005504698144326797	-0.07712245484534942	False	0.000695134061569017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AG67	10565020023.050488	10683504785.376247	10682976448.650364	10239476369.146791	10398646821.668056	10293106459.552565	0	0.0059618907685036705	0.04591619475436141	False	0.0007199602780536247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P01375ups|TNFA_HUMAN_UPS	95084.20934397526	105810.48437500007	140095.97235654233	3901754.140859967	5081319.875330471	4695141.7419481855	3	0.005983325291459036	-5.326003992333838	False	0.0007447864945382324	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P00915ups|CAH1_HUMAN_UPS	95084.20934397526	105810.48437500007	140095.97235654233	5519370.312906626	4423756.961044712	5835099.901408069	3	0.006792304283120262	-5.532059055614823	False	0.0007696127110228401	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P01579ups|IFNG_HUMAN_UPS	1823842.1652209896	3469571.2499999963	3442935.6757793804	6898381.625504227	7549609.548619434	7402374.319745129	0	0.00862496613519867	-1.3225550016877305	False	0.0007944389275074479	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P12758	1023917785.4859766	1032487613.35115	1012110874.3303304	980574415.9061096	991606796.5725032	981092501.9449664	0	0.008873356765844723	0.05522616040054723	False	0.0008192651439920557	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P75914	81261718.41943629	82660709.39530763	82240522.84390447	85603436.61685634	84346123.75127603	84461252.29298282	0	0.008890829744042698	-0.04754634570080883	False	0.0008440913604766634	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEF0	3407695.589079956	4633338.49590342	3763577.352865999	146892.9414173368	101496.66279868108	129991.79890025848	3	0.008942340449914089	4.963365560079965	False	0.000868917576961271	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P41159ups|LEP_HUMAN_UPS	2233112.7547660205	1087093.8749999988	1285134.958170357	6802048.780049521	4773262.760807254	5189926.046412271	0	0.00916936697311837	-1.864092855174151	False	0.0008937437934458789	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0ADG7	1061879091.16184	1062164639.7695596	1066415550.1316934	1037118673.4159548	1038037247.578528	1025546600.0760154	0	0.01030655009863441	0.04116899984827282	False	0.0009185700099304866	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P06396ups|GELS_HUMAN_UPS	95084.20934397526	1564506.1117610808	2188888.396116057	4589152.7017619535	4827774.70334274	6692172.450215074	1	0.01099341535765532	-2.065515707271381	False	0.0009433962264150945	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0A821	36691441.64441277	37095612.57820086	38274948.44232812	39998355.45791894	40798416.17340113	39697810.225898616	0	0.011039375830308942	-0.10467109550990858	False	0.0009682224428997022	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7V0	3430190872.88527	3512665435.7599626	3505434291.61016	3340976741.647437	3335181048.3965726	3292784885.134697	0	0.01146008538074325	0.06775452560235709	False	0.0009930486593843098	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8I3	103073723.88874573	102240306.33720936	103146873.94233012	98354421.56857736	96360835.01921056	98744707.718096	0	0.01212063171700093	0.07192395176021382	False	0.0010178748758689178	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6K6	919497549.3473558	930972914.7098144	928893526.7282584	944335103.3722408	945138470.9497224	951385435.3486376	0	0.012201999077743357	-0.03157244811945431	False	0.0010427010923535253	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7S9	2660399576.675249	2745754280.314948	2698368227.6204376	2512249010.866132	2581514940.8203683	2473579821.4159446	0	0.012610002495988294	0.098940127902612	False	0.001067527308838133	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P36979	47891230.27685496	47762684.15214992	47126728.23530004	45819363.8696136	44678983.5413781	44367016.56453257	0	0.012674456131332399	0.08228051679272128	False	0.001092353525322741	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P27431	40315729.18765325	39321729.12033783	40891257.229200855	37118075.95356699	37482202.186161324	36848613.24126066	0	0.012725086257741802	0.11299463865753169	False	0.0011171797418073487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P64581	404528723.510199	406122559.0748942	401112219.9394048	425364765.88904303	439374041.7635776	430746673.1177931	0	0.012727769480687389	-0.09638468816050134	False	0.0011420059582919564	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AA04	1255140561.2443674	1249163529.0235145	1197129243.6921096	1130524438.1298423	1159248439.923488	1106167809.920215	0	0.014118085066486288	0.12427278299914289	False	0.0011668321747765641	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69902	28941035.906771325	28755184.025785618	28054520.52401045	26815717.018979665	26933706.481365997	27544571.22019216	0	0.014366233607316002	0.07700034627298327	False	0.001191658391261172	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P55957ups|BID_HUMAN_UPS	3251793.292047059	105810.48437500007	3418527.543832938	8354139.234128312	9980055.78079022	6582508.424056342	1	0.014525388501927526	-1.8785794684997705	False	0.0012164846077457796	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0ADQ2	6411219.822401277	6631521.490268453	6288387.588195182	5474274.130907578	5746146.965604085	5134074.585244221	0	0.01454675879968992	0.24123861844301636	False	0.0012413108242303873	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P63279ups|UBC9_HUMAN_UPS	1170774.963307395	1695980.749999998	140095.97235654233	3445694.329302764	4029858.399150968	3987674.584858712	1	0.014721988305272013	-1.9306876589566473	False	0.0012661370407149953	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P31697	124454477.45471996	126895248.70942947	127338343.41959374	121658637.6787725	120259768.90967406	121554668.70503256	0	0.015583026187871779	0.05916147168032514	False	0.0012909632571996028	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P45578	627753157.8504661	637166278.5505478	645026683.6216779	571242938.195189	602341216.8988304	589255102.5873449	0	0.016094810281920995	0.11563100981649833	False	0.0013157894736842107	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0CG19	78487044.45592432	77540361.91377428	77790254.45004867	76573099.84915696	75956099.46227975	75238482.09329872	0	0.016197879484788836	0.03782085074842418	False	0.0013406156901688184	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6M8	11487395790.34681	11458669671.429354	11437614893.337172	11161809853.256968	11241462398.457811	11080694583.924871	0	0.01624214543669279	0.03825352238433831	False	0.001365441906653426	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A799	11313997597.2489	11295145160.087755	11122123310.630745	11721750825.50298	11750281755.796864	11499942366.843369	0	0.016360151156837723	-0.05211280122575506	False	0.001390268123138034	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AG78	54664625.72457067	55844240.251114935	58038787.30195481	61647763.07758857	60671494.8093961	62464358.88974927	0	0.01646232046626274	-0.13268031014541978	False	0.0014150943396226416	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC13	134647971.1371234	135199913.2378822	136338482.0735135	131242235.08166446	132689658.14840215	133144763.07114293	0	0.016785326709109052	0.03272426781653213	False	0.0014399205561072494	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7H0	1389241.4856020983	2085616.9999999988	1581150.841961539	146892.9414173368	101496.66279868108	129991.79890025848	3	0.0169617190826382	3.7400860358542785	False	0.001464746772591857	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AB71	4853891052.181448	4774531285.146259	4797821987.766124	4711470531.843232	4628792459.095119	4686785187.596144	0	0.017370286602402703	0.04048431954184386	False	0.0014895729890764648	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8F0	823202819.9803073	808674899.8227319	817625753.8321536	793470940.2656914	774658282.1443974	770001251.9646595	0	0.017825242119639578	0.06713389887495769	False	0.0015143992055610725	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P11880	48062254.56150417	52375936.30380464	49441747.86141542	58805806.32631248	58064236.01554447	57817037.40754504	0	0.018527266416989395	-0.22096561423653052	False	0.0015392254220456803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P76291	42589069.76729785	42192857.33427366	42332966.4962384	45821571.6410946	44748583.848685615	46494477.88522653	0	0.018559675499655957	-0.10872328657445159	False	0.0015640516385302882	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEH5	89492500.26942655	91576313.56699324	88448768.65506962	95134315.449522	99052905.4373694	100672159.67592493	0	0.018762603070254454	-0.1296476993328904	False	0.0015888778550148957	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9S5	364767411.4439221	340823951.16856456	361613325.2488217	328862375.509688	316510807.837331	310810813.6580523	0	0.01946968068033496	0.15847674330557163	False	0.0016137040714995035	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7U3	2231688639.9757047	2226161837.398512	2245989747.788555	2091690600.8009236	2051950818.3173044	1985218449.5746453	0	0.02208674391459016	0.12936904607820252	False	0.0016385302879841114	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P24554	6267301.576123774	5987064.740438026	6163260.316883286	5352419.873757967	5764279.058691338	5602416.892283268	0	0.022125664117305977	0.13958860832945943	False	0.001663356504468719	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6X7	432536158.7538999	427165872.825153	423196566.3690144	413447689.1487193	397265331.94773394	400752124.4925383	0	0.022318082572779382	0.08265424396905892	False	0.0016881827209533269	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8G6	401822690.3914993	408270748.6747032	398439675.78558177	412367370.4042609	418622767.1037178	423115558.565559	0	0.023450401725554175	-0.053401938918394606	False	0.0017130089374379346	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P02787ups|TRFE_HUMAN_UPS	8078550.081506963	4914219.346806547	3138814.2316968306	13409812.945424926	9986205.204967752	12842552.89844889	0	0.023452311208762174	-1.1676379916549833	False	0.001737835153922542	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0ADZ0	304021950.96005946	302871862.74424726	285560506.91156113	332955318.4578306	328442712.313577	325449327.01346093	0	0.0234995045910563	-0.1450486226184524	False	0.00176266137040715	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37624	95084.20934397526	105810.48437500007	140095.97235654233	6970405.912154482	5257880.007695004	4098017.763639818	3	0.02362385074791936	-5.5813221388782	False	0.0017874875868917578	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6H8	2505747.0478285006	2659650.5070132115	2839223.765889098	2376895.551250025	2077541.3769473413	2080802.2738470195	0	0.024031534781472262	0.29259311160515394	False	0.0018123138033763657	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A780	319516921.63391453	308764000.0138613	303469957.09979826	295518875.4644986	288520134.1117992	283052084.3998276	0	0.02489008521762815	0.10376070798053563	False	0.0018371400198609732	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P21165	509980352.10308456	512492567.2197029	514983296.8030504	494163045.4283916	489488442.17572623	501553689.3805658	0	0.025218726630662658	0.04988307666253619	False	0.001861966236345581	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8B5	52714265.65791571	50695230.50137002	51192962.936415695	47003778.14614003	42005895.15520242	43272875.08181089	0	0.025455338057996612	0.22494052285825633	False	0.001886792452830189	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6U8	69396620.54233594	70360410.7035349	69052084.70629983	74324673.72802578	71714442.4677396	73646014.23736344	0	0.02644636985626837	-0.07325252624691408	False	0.0019116186693147964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0CE47;P0CE48	55387539665.515945	56663941922.91513	56865864835.0446	58752601886.2461	58942090494.57373	59040817815.618	0	0.02687341335482965	-0.06527445069193369	False	0.0019364448857994044	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P62615	8268117.6268187985	8764404.877529949	8316629.357204762	7205260.479637134	6251063.784277815	7276482.31124982	0	0.026900402969812984	0.2900220524094496	False	0.001961271102284012	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P46474	10685476.278772466	10985447.878575563	9454872.92394182	8981922.98469958	7597869.880591846	8150326.31390646	0	0.026919126251375446	0.3318415903696282	False	0.0019860973187686196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P14900	84892383.18740189	86452777.03123854	88073022.33878992	82981223.08447412	82019666.37600105	81525427.49814926	0	0.026951846897027263	0.07353793715370562	False	0.002010923535253227	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P27278	6530345.852460319	7269921.013198818	6979585.275157701	8194079.768588246	7637164.603020839	7795113.256502333	0	0.027722174026403174	-0.18521184371804714	False	0.0020357497517378355	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0C018	873127965.1701175	888115454.245098	916879517.23036	932479813.76255	954606912.451573	978645666.572377	0	0.02786886138479191	-0.09768170674403691	False	0.002060575968222443	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABU0	133215545.9561812	133536808.16222492	140712519.97274423	127584496.77041404	126191745.80524364	121506708.2375905	0	0.0279885948536006	0.11869694600245816	False	0.0020854021847070505	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEK4	1264001487.8312275	1293324069.6764226	1302398249.057712	1206268339.2537637	1248933951.8384566	1232747235.4403737	0	0.028290320425864084	0.06567870396622155	False	0.0021102284011916585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AC92	104174337.63839585	96733623.236481	99230008.67242822	92748604.10142444	86637504.10237303	91477504.9897349	0	0.028410332521211407	0.14805924117925076	False	0.002135054617676266	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P67826	19262618.97376597	16961410.84390695	19160778.66022809	11601937.186770432	15596772.16955085	12648669.465941451	0	0.028888494515277623	0.4750054868779749	False	0.0021598808341608744	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P60624	2621198334.543328	2701563424.704452	2684702670.300022	2473497242.868919	2581053158.809308	2542722974.5986648	0	0.029124145459085985	0.07586374897450077	False	0.002184707050645482	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8L1	1414630248.9876306	1425007049.7949688	1457496372.635517	1361969633.9209747	1378782967.2762978	1381333594.7991629	0	0.02925119900324904	0.059999982829209736	False	0.0022095332671300894	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADK0	255405130.86707243	256439817.3838512	252681333.72718495	245072542.07985643	233900663.734026	238744770.05986696	0	0.02966703417167336	0.09114904297820871	False	0.0022343594836146973	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
O76070ups|SYUG_HUMAN_UPS	4827041.779250123	105810.48437500007	140095.97235654233	10319996.254118651	9323308.639787268	8629543.121543089	2	0.029677495110604715	-2.4785208733332613	False	0.002259185700099305	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P77182	10436945.357696049	12580942.459639097	11780020.542642375	13984156.313840276	14111621.834100932	14972301.380286232	0	0.03028712099504779	-0.3076184021657376	False	0.002284011916583913	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADI7	49890339.15433374	47682886.35549442	49378222.3348513	45525684.82205687	45258693.123134375	45702904.9440877	0	0.03082819458906578	0.10657303799889434	False	0.0023088381330685207	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P06715	137078301.314828	134532108.25471786	132006930.72658189	128392988.70641296	126047153.3605845	130332874.9806491	0	0.031878734641199793	0.06898052628059137	False	0.0023336643495531282	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P29745	155618878.90415323	160823867.5086886	157460673.53064206	163287179.48054305	164132661.49476728	165706369.60844046	0	0.03519441749081316	-0.057363864550471266	False	0.0023584905660377358	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P64534	56668675.82473448	56229755.03392416	55851411.15986215	54705687.23819475	53049379.02383607	52622899.04031228	0	0.03544486798026034	0.0734102113140239	False	0.002383316782522344	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P61175	3627609422.737154	3657252761.305425	3516541129.36067	3379367565.3763986	3488299076.442418	3322309903.6066127	0	0.03552891686593103	0.0840680280355819	False	0.0024081429990069517	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8G0	2657145.847073763	2803836.0535839708	2592197.942723558	2873201.173157741	3166905.935699156	3037062.615953742	0	0.03595701658116252	-0.17268398116619674	False	0.002432969215491559	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P01127ups|PDGFB_HUMAN_UPS	4995424.845522539	6968354.59318882	140095.97235654233	11395597.984344956	14056534.403762152	12997753.843606088	1	0.036226103543151575	-1.6675102868060607	False	0.002457795431976167	False	True	Human	True	False	False	False	diann231	directlfq	min	0.6609640474436812
P0A8C1	16484145.1398965	105810.48437500007	140095.97235654233	24352708.107618343	30883072.655443687	30820142.82896902	2	0.0373148387640294	-2.36283260771182	False	0.0024826216484607746	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7U7	1250307578.5849338	1270470069.655278	1252945513.458685	1228695971.9545662	1239234047.418053	1212837975.0696335	0	0.03743009380833109	0.035981774614825504	False	0.0025074478649453826	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P36771	13711249.590846634	14359287.27515373	15175936.16027936	12151278.48684348	13429577.549578626	12225490.82766502	0	0.03768628272848831	0.1939540263736438	False	0.0025322740814299905	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37025	912857.2379364788	885069.7683962301	839204.6894094648	821454.9111063569	769868.7857310867	731924.2529207765	0	0.03769941057453003	0.18282648507350266	False	0.002557100297914598	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P10442	3011463.768014844	2835160.142792932	3023393.434405406	3666050.180433786	3382334.034985598	3262892.4501766744	0	0.03784621332436933	-0.2172141367214178	False	0.0025819265143992055	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A932	258869344.89899823	251077186.1431524	254947387.3347561	249298031.46993515	241814749.7062565	245211123.8465379	0	0.03804794187993482	0.054919137271133324	False	0.0026067527308838135	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AAI5	531084204.8264481	547889983.0685254	546096445.2347006	516631169.656418	518453709.80103374	527508931.1393667	0	0.038323774037703054	0.05655962091427376	False	0.0026315789473684214	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ACK5	290774.1628613882	105810.48437500007	140095.97235654233	342252.1078139347	447399.0046120275	420133.71559071227	2	0.03833845692425306	-1.1726147768812896	False	0.002656405163853029	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
