Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7.0	890369000.0	939111000.0	841778000.0	944265000.0	840684000.0	845863000.0	0	0.04033472404752339	-0.13365323714707303	False	0.009277807063784924	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7.0	22073300.0	22452100.0	21628300.0	22571500.0	20634300.0	21353900.0	0	0.04048838749632726	-0.07684511174706199	False	0.009304164470216132	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4.0	27485400.0	25405700.0	24647300.0	26565300.0	22963000.0	24543700.0	0	0.04050209357609856	-0.13908405387930903	False	0.009330521876647338	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2.0	3048130.0	2969670.0	4654370.0	3274640.0	4869900.0	3837790.0	0	0.040787999714610376	0.5240130691971268	False	0.009356879283078545	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADT8	YGIM_ECOLI	ygiM	Uncharacterized protein YgiM	11	11.0	15779400.0	15747000.0	16502600.0	16115100.0	16234900.0	16814700.0	0	0.04153943207413042	0.056730273673549006	False	0.009383236689509753	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE08	AHPC_ECOLI	ahpC	Alkyl hydroperoxide reductase subunit C	13	13.0	463497000.0	473280000.0	488224000.0	452750000.0	490052000.0	480820000.0	0	0.04157771763072369	0.07048093936828827	False	0.00940959409594096	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25524	CODA_ECOLI	codA	Cytosine deaminase	7	7.0	10955500.0	10876400.0	11591800.0	10824400.0	11217900.0	11283400.0	0	0.042220835669833714	0.06211844509043376	False	0.009435951502372168	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8.0	22297600.0	20826400.0	20179200.0	22145400.0	20204000.0	19488700.0	0	0.04229529799806996	-0.12452772308766558	False	0.009462308908803374	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15.0	68402600.0	71501700.0	73242000.0	69052500.0	72391100.0	75923300.0	0	0.04260286205542829	0.08446929341929947	False	0.009488666315234581	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADQ2	YIID_ECOLI	yiiD	Uncharacterized protein YiiD	6	6.0	2716270.0	3056000.0	2416500.0	2773920.0	2368410.0	2582180.0	0	0.04310010519521505	-0.21418652415259634	False	0.009515023721665789	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	4	4.0	10422100.0	11382100.0	9999930.0	10638300.0	8579060.0	9243270.0	0	0.043151012125005814	-0.22164538242637163	False	0.009541381128096996	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	21	21.0	25639800.0	26030700.0	26399100.0	26291700.0	26985100.0	26861200.0	0	0.043198067955537385	0.041643891028510654	False	0.009567738534528204	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	3	3.0	8739740.0	10519500.0	12072300.0	9425190.0	10697600.0	11917100.0	0	0.04321862984124214	0.2741272207024998	False	0.00959409594095941	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9.0	29470700.0	30477200.0	26123700.0	30519000.0	28645200.0	27313100.0	0	0.04374102977845172	-0.1403241520398127	False	0.009620453347390617	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7.0	26312900.0	27188000.0	25650400.0	26622700.0	25947200.0	24870500.0	0	0.04385619881493131	-0.06736921579781566	False	0.009646810753821825	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1.0	2268940.0	1994780.0	1834210.0	2051450.0	1864860.0	1615690.0	0	0.04391007599086782	-0.2488170258142756	False	0.009673168160253032	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10.0	6559090.0	6967100.0	7755560.0	6184830.0	7106810.0	7437610.0	0	0.04415160215909415	0.17803998178114236	False	0.00969952556668424	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2.0	2551790.0	2445060.0	3370810.0	2435810.0	2871040.0	3047010.0	0	0.04438965370615999	0.32162293408771275	False	0.009725882973115446	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14.0	33875100.0	34925500.0	35414100.0	34318100.0	36667300.0	35529400.0	0	0.044453677308198866	0.061516895335150076	False	0.009752240379546653	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4.0	2277760.0	2978480.0	3576110.0	2608400.0	3650470.0	3047940.0	0	0.04451518120161199	0.3856183627457986	False	0.009778597785977861	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	13	13.0	57014800.0	57102800.0	55500000.0	56083200.0	55955300.0	55029600.0	0	0.044539661056788506	-0.03184648582969472	False	0.009804955192409068	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	21	21.0	55575000.0	56013900.0	53689900.0	55750200.0	54877200.0	53533600.0	0	0.044579884394365145	-0.04588426010935376	False	0.009831312598840276	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11.0	22060600.0	22763100.0	23519700.0	22764400.0	23638800.0	23527400.0	0	0.04460512858290626	0.06465320496239353	False	0.00985767000527148	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	7	7.0	22746200.0	23875900.0	21626900.0	22859100.0	21728200.0	21479900.0	0	0.04506024090993046	-0.09984983466883453	False	0.009884027411702688	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2.0	26747100.0	25802500.0	28676700.0	26619000.0	32004400.0	30242700.0	0	0.04513828586874971	0.19972964100162963	False	0.009910384818133895	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23871	HEMH_ECOLI	hemH	Ferrochelatase	5	5.0	10460100.0	9844770.0	9766930.0	10279800.0	9466040.0	9142200.0	0	0.04551650144151778	-0.10817967404837725	False	0.009936742224565103	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14.0	25989800.0	28224100.0	22266600.0	26302900.0	21385600.0	24980300.0	0	0.04562708345689952	-0.23039792890489316	False	0.00996309963099631	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	5	5.0	2615450.0	2869090.0	2407110.0	2725030.0	2276790.0	2564820.0	0	0.04564463123782925	-0.17958039630854009	False	0.009989457037427516	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	5	5.0	345509000.0	391939000.0	281808000.0	337294000.0	281416000.0	290387000.0	0	0.045773716125761484	-0.33233969886253006	False	0.010015814443858724	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE18	AMPM_ECOLI	map	Methionine aminopeptidase	12	12.0	54897600.0	55071200.0	57301300.0	52969600.0	56325600.0	57015100.0	0	0.046041120980708346	0.06664613332140086	False	0.010042171850289931	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADC3	LOLC_ECOLI	lolC	Lipoprotein-releasing system transmembrane protein LolC	4	4.0	3841400.0	4138260.0	3497870.0	3857420.0	3597710.0	3581790.0	0	0.04605351509354049	-0.14875690442842338	False	0.010068529256721139	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P36979	RLMN_ECOLI	rlmN	Dual-specificity RNA methyltransferase RlmN	10	10.0	10464000.0	10914600.0	10426800.0	10742100.0	9953650.0	10091900.0	0	0.04627022202662078	-0.07600256991465074	False	0.010094886663152346	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	9	9.0	29825300.0	29946100.0	30460900.0	29674400.0	31449200.0	31089400.0	0	0.04633505900311514	0.0562092188216594	False	0.010121244069583554	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28.0	25551600.0	26353100.0	25108700.0	26157200.0	25458300.0	24833900.0	0	0.04644423602411861	-0.05003683402004957	False	0.01014760147601476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADH5	FIMB_ECOLI	fimB	Type 1 fimbriae regulatory protein FimB	5	4.0	3431150.0	4079840.0	4909910.0	4150280.0	4741970.0	4882680.0	0	0.046597329659145495	0.31776248046384514	False	0.010173958882445967	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	2	2.0	91949.1	110647.0	79635.4	116942.0	76922.4	72189.7	3	0.04710351828334225	-0.48223198445403803	False	0.010200316288877175	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	16	16.0	823772000.0	863586000.0	768809000.0	806052000.0	756600000.0	756954000.0	0	0.04732298114028331	-0.1275918653487245	False	0.010226673695308382	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27431	YCFD_ECOLI	ycfD	50S ribosomal protein L16 arginine hydroxylase	3	3.0	25365100.0	27088400.0	23826800.0	26382600.0	24361000.0	25154200.0	0	0.04760456066844126	-0.10421680025822265	False	0.01025303110173959	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2.0	35737200.0	35853900.0	34833900.0	35842100.0	33539000.0	34183800.0	0	0.04777619490467181	-0.06701815142291402	False	0.010279388508170796	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4.0	1488280.0	1273720.0	1224300.0	1429620.0	1116120.0	1147700.0	0	0.047857406112585224	-0.26505825902925834	False	0.010305745914602003	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4.0	6744810.0	6763930.0	5613280.0	6696760.0	4681100.0	5678230.0	0	0.0478691811021093	-0.33914797731249885	False	0.010332103321033211	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3.0	27807800.0	25992400.0	31355800.0	26501100.0	28434600.0	29651100.0	0	0.04787690146235396	0.15552103968297032	False	0.010358460727464418	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45577	PROQ_ECOLI	proQ	ProP effector	12	12.0	118337000.0	110258000.0	109078000.0	115707000.0	104693000.0	104863000.0	0	0.04802380123133647	-0.11177434276531693	False	0.010384818133895626	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	7	7.0	25772100.0	26001600.0	26665300.0	25090300.0	28461200.0	28521600.0	0	0.04813720866473282	0.12202471481026889	False	0.010411175540326832	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10.0	42046700.0	41112200.0	43417300.0	40406700.0	42472000.0	42803600.0	0	0.04816838765000434	0.05865530154538267	False	0.01043753294675804	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14.0	10885600.0	11049800.0	10553000.0	11121100.0	10228400.0	10712600.0	0	0.048458500640032556	-0.06985697775261421	False	0.010463890353189247	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5.0	8615790.0	8843920.0	9048260.0	9009870.0	9398720.0	9374880.0	0	0.04858724875314048	0.0718835695205939	False	0.010490247759620454	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2.0	622822.0	110647.0	1053570.0	516742.0	1047120.0	1121400.0	1	0.04912441820193715	1.3658251909669148	False	0.010516605166051662	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13.0	65806200.0	64917200.0	68468700.0	65732100.0	68177900.0	71212600.0	0	0.04940438383503802	0.081404045825579	False	0.010542962572482868	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41.0	1574930000.0	1585930000.0	1622650000.0	1545480000.0	1613620000.0	1617370000.0	0	0.049840044841971694	0.04446155721693559	False	0.010569319978914075	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4.0	91949.1	3193730.0	7044360.0	3859530.0	7545950.0	7242870.0	1	0.049874989291981114	1.6114741373849184	False	0.010595677385345283	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46919	YQCC_ECOLI	yqcC	Uncharacterized protein YqcC	1	1.0	1490360.0	1423480.0	1213030.0	1800000.0	1079410.0	1105070.0	0	0.05050664162793784	-0.4724249932645824	False	0.01062203479177649	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5.0	15438400.0	15011100.0	14278700.0	14339300.0	13148200.0	13542900.0	0	0.05069109455321452	-0.12857716331987018	False	0.010648392198207698	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	14	14.0	31972400.0	30539900.0	32837500.0	31879600.0	32678300.0	33800100.0	0	0.051538737706090326	0.07336164110593821	False	0.010674749604638904	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P04949	FLIC_ECOLI	fliC	Flagellin	15	15.0	363401000.0	366265000.0	385120000.0	363412000.0	407783000.0	416163000.0	0	0.05161126058846348	0.1454966472823739	False	0.010701107011070111	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2.0	2909240.0	2976430.0	2340620.0	2466310.0	2082390.0	2211420.0	0	0.05186850753887768	-0.33214573603957526	False	0.010727464417501319	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18.0	441565000.0	433652000.0	413895000.0	424733000.0	413185000.0	412327000.0	0	0.05229118503048938	-0.06880611232779564	False	0.010753821823932527	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE39	YPDB_ECOLI	ypdB	Transcriptional regulatory protein YpdB	4	4.0	7244010.0	6470120.0	6166290.0	6662880.0	5615980.0	6129980.0	0	0.052321430738825135	-0.18599580559663528	False	0.010780179230363734	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4.0	4718480.0	4743520.0	4507050.0	4946410.0	4490670.0	4513600.0	0	0.05243215755850487	-0.092742512820007	False	0.01080653663679494	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	5	5.0	25565000.0	24548200.0	22489100.0	23865000.0	22949200.0	22853400.0	0	0.05251596103534993	-0.11538995029192056	False	0.010832894043226148	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6.0	4866010.0	4761060.0	5481200.0	5257150.0	5599720.0	5576740.0	0	0.052552397285347975	0.16240213117854488	False	0.010859251449657355	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	26	26.0	1469760000.0	1493740000.0	1520160000.0	1463360000.0	1602390000.0	1564870000.0	0	0.05265193385148914	0.0825103195439137	False	0.010885608856088563	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6.0	33970900.0	27793600.0	36953500.0	31642400.0	39687800.0	35539900.0	0	0.052662982173722915	0.264229889328652	False	0.01091196626251977	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27848	YIGL_ECOLI	yigL	Pyridoxal phosphate phosphatase YigL	3	3.0	16934000.0	16437800.0	18136200.0	15685400.0	17372000.0	17346500.0	0	0.052770204797375805	0.10756687347232462	False	0.010938323668950976	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	4	4.0	54058000.0	53861100.0	48002500.0	54660500.0	51713600.0	50174200.0	0	0.05302787202818058	-0.11723921997963553	False	0.010964681075382184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P29217	YCEH_ECOLI	yceH	UPF0502 protein YceH	5	5.0	12424800.0	12791600.0	10913100.0	11876000.0	11159400.0	11854900.0	0	0.05311117926318465	-0.12867274349552413	False	0.010991038481813391	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	7	7.0	794264000.0	837902000.0	875107000.0	780519000.0	837765000.0	888739000.0	0	0.05324766343032629	0.10876569279273338	False	0.011017395888244599	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77781	YDII_ECOLI	ydiI	Esterase YdiI	3	3.0	7253320.0	110647.0	12930900.0	78682.6	10662500.0	9257300.0	2	0.05351752502226403	2.1420358920107128	False	0.011043753294675806	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P9	ENO_ECOLI	eno	Enolase	27	27.0	1043060000.0	1047650000.0	1067010000.0	1016250000.0	1070790000.0	1108980000.0	0	0.05359914018312355	0.06350596386491822	False	0.01107011070110701	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7Y0	RNC_ECOLI	rnc	Ribonuclease 3	10	10.0	49875900.0	48957800.0	53325000.0	50009100.0	50818200.0	52703800.0	0	0.05425172866371222	0.07556849962035161	False	0.011096468107538218	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3.0	24244200.0	23877000.0	23571900.0	24938000.0	22651800.0	21916200.0	0	0.054488603943668605	-0.10056612605957174	False	0.011122825513969425	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14.0	60628600.0	59575800.0	61019400.0	58235200.0	62541500.0	61983400.0	0	0.05462320417539525	0.05632786230609297	False	0.011149182920400633	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	7	7.0	9119840.0	10448500.0	10480300.0	9556900.0	11198700.0	11679500.0	0	0.05516662663676029	0.19578447992238415	False	0.01117554032683184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1.0	9684480.0	9700620.0	10430900.0	9563680.0	11683600.0	11193300.0	0	0.0556824214834434	0.20235751687143214	False	0.011201897733263046	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3.0	3249370.0	3325020.0	2704810.0	3841790.0	2719910.0	2771920.0	0	0.0562799743722258	-0.3457217441606346	False	0.011228255139694254	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	20	20.0	16728300.0	16832400.0	16440800.0	17353200.0	16110600.0	16388300.0	0	0.05630844891590578	-0.057054322405858025	False	0.011254612546125461	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4.0	297484000.0	325686000.0	332728000.0	302458000.0	348385000.0	332512000.0	0	0.05647796385831485	0.13101960123563378	False	0.011280969952556669	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADI7	YECD_ECOLI	yecD	Isochorismatase family protein YecD	5	5.0	27813300.0	27404700.0	30519500.0	30551400.0	32502600.0	32816600.0	0	0.056935490790869916	0.16014531053386813	False	0.011307327358987877	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4.0	10624300.0	10116500.0	9918060.0	10658400.0	10073300.0	9581000.0	0	0.05751511058425967	-0.0864784208393626	False	0.011333684765419082	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE82	CPXA_ECOLI	cpxA	Sensor protein CpxA	10	10.0	9466810.0	9334330.0	8407670.0	10247300.0	8928050.0	8859530.0	0	0.05825901247469348	-0.14915545733795657	False	0.01136004217185029	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4.0	21303100.0	22302200.0	22543100.0	21304600.0	23256200.0	22482900.0	0	0.0583915333179085	0.07307100807395643	False	0.011386399578281498	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	9	9.0	237553000.0	243360000.0	246008000.0	234569000.0	250140000.0	259680000.0	0	0.05880545855440907	0.07914249261649008	False	0.011412756984712705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21513	RNE_ECOLI	rne	Ribonuclease E	34	34.0	51814300.0	51273700.0	52858200.0	50619500.0	51823600.0	52844500.0	0	0.05902495194955198	0.03540515410012046	False	0.011439114391143913	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P32132	TYPA_ECOLI	typA	GTP-binding protein TypA/BipA	28	28.0	176079000.0	182355000.0	168264000.0	176458000.0	171610000.0	174113000.0	0	0.059858324125470645	-0.05751575591791858	False	0.011465471797575118	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37051	PURU_ECOLI	purU	Formyltetrahydrofolate deformylase	9	9.0	24656700.0	25054400.0	22891000.0	25063900.0	24259000.0	23115200.0	0	0.05985994677705544	-0.08974565769679385	False	0.011491829204006326	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1.0	19717600.0	20314700.0	18762200.0	22028900.0	18336100.0	17820300.0	0	0.06004216726846356	-0.17639674435403155	False	0.011518186610437534	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9.0	9744610.0	10258500.0	10722900.0	9410790.0	10477800.0	10771200.0	0	0.060444945170354834	0.12030639758791671	False	0.011544544016868741	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5.0	14671200.0	15273100.0	14175000.0	14412300.0	13569000.0	12860100.0	0	0.06054121345596938	-0.12752337406313297	False	0.011570901423299949	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23.0	132563000.0	136028000.0	129222000.0	131562000.0	127764000.0	128945000.0	0	0.06074040627772432	-0.052208791984074486	False	0.011597258829731154	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P22707	FINO_ECOLI	finO	Fertility inhibition protein	2	2.0	1957300.0	2371940.0	1599580.0	2238630.0	1415340.0	1957890.0	0	0.061052375212292925	-0.40136426163550465	False	0.011623616236162362	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P30958	MFD_ECOLI	mfd	Transcription-repair-coupling factor	22	22.0	6291490.0	6159470.0	5935730.0	6024290.0	5829760.0	5939360.0	0	0.06128504877393321	-0.0614492655990519	False	0.01164997364259357	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	15	15.0	27456500.0	26843600.0	25486400.0	26332600.0	25628700.0	26281200.0	0	0.06134736842295654	-0.059100433133301725	False	0.011676331049024777	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF06	MOTB_ECOLI	motB	Motility protein B	3	3.0	1258820.0	1179170.0	1043160.0	1050700.0	899794.0	948972.0	0	0.06149093610634576	-0.2706547710277536	False	0.011702688455455985	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	14	14.0	759521000.0	791438000.0	736721000.0	781461000.0	752066000.0	750698000.0	0	0.06151884881118486	-0.058660595626494894	False	0.01172904586188719	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
