protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06732ups|KCRM_HUMAN_UPS	116843374.56947248	119916730.82316393	117691229.73183596	56273825.13283368	57340351.46372415	59637691.41687594	0	1.6023906737288666e-06	1.0327166566114814	True	2.440214738897023e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P01008ups|ANT3_HUMAN_UPS	116505634.8495075	119031923.6168423	115177385.62302586	56301197.79702514	53065529.06056272	54612108.99726473	0	2.658252549595425e-06	1.0967892821362195	True	4.880429477794046e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P0AAU2	146587.0589617097	106605.79320342216	127015.1419862382	1431431.8750000014	1435493.414697264	1363725.8196977512	3	2.2692016129212897e-05	-3.4760189442191307	True	7.32064421669107e-05	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P55957ups|BID_HUMAN_UPS	29989285.22981837	28483162.32494394	28419805.205331407	12630224.370463775	13331102.506891811	11951058.85063888	0	2.4497495092121064e-05	1.1965583088835026	False	9.760858955588093e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P01579ups|IFNG_HUMAN_UPS	54596103.643747546	55760830.28721369	58498541.5247437	24123409.058816884	21424547.56356399	22885076.8548425	0	5.132417270855615e-05	1.3030241569810368	False	0.00012201073694485115	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
O76070ups|SYUG_HUMAN_UPS	170327676.02826324	178502047.18561727	178617946.12639403	93273751.5527352	88758178.6511696	80921811.66025826	0	6.86167953885226e-05	1.0042189374048303	False	0.0001464128843338214	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P24175	146587.0589617097	106605.79320342216	127015.1419862382	1590742.837300733	1653463.5873484814	1695253.6179761463	3	7.857488537658598e-05	-3.699492570996014	False	0.00017081503172279163	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P02768ups|ALBU_HUMAN_UPS	304472985.2739877	283034329.78476566	293520550.4464256	144069578.5895179	147466662.69586566	159336775.96675786	0	8.641771179256461e-05	0.9664664763414568	False	0.00019521717911176185	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P69905ups|HBA_HUMAN_UPS	44717755.787878975	40837703.92096616	42716046.72418201	20691828.265835803	17607628.190908074	19336430.109285697	0	0.00011171117205490564	1.1541614530877882	False	0.00021961932650073208	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P08758ups|ANXA5_HUMAN_UPS	108447385.82487322	103069458.1108759	102250047.88396886	52671469.69375493	43664573.10735973	48796823.509232566	0	0.00011347046785953006	1.1123188651004536	False	0.0002440214738897023	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P01127ups|PDGFB_HUMAN_UPS	64064902.89690407	59400023.02613722	59854868.10501152	33534051.67944492	28769066.192930143	29915762.160921916	0	0.00012550706520610854	0.9912285199303306	False	0.00026842362127867255	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q06830ups|PRDX1_HUMAN_UPS	54347361.65463595	58002753.47835433	54071872.20326045	27447523.34347383	27969356.046334416	30181781.231710456	0	0.00015803218929981487	0.9591859242285186	False	0.0002928257686676428	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P62937ups|PPIA_HUMAN_UPS	62199986.53958698	56397354.64220303	57092809.65616772	24706663.532265183	22642835.20780811	20061347.425017253	0	0.00016091547069950138	1.3819806766673293	False	0.000317227916056613	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q15843ups|NEDD8_HUMAN_UPS	42999738.97873556	43031337.54589999	41690137.8140648	19367888.70700325	21509638.93842764	18666134.630142204	0	0.00016770807963243002	1.1009783114306302	False	0.00034163006344558325	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P12081ups|SYHC_HUMAN_UPS	186862199.1468162	202520312.0457564	198704505.52549356	94887641.32701951	95696242.41540363	104258061.75677083	0	0.00019202853869457445	0.996087857151581	False	0.00036603221083455345	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P52614	2661367.158454744	2526426.385204813	2499593.871735889	1592977.6004201022	1590065.0381218565	1699363.2054014986	0	0.0002048443818565263	0.6549011543532571	False	0.0003904343582235237	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P61626ups|LYSC_HUMAN_UPS	32966655.752485946	30860029.10575254	32282918.59303178	16684935.67541963	15813843.827267615	15888731.463956725	0	0.00028519655418906507	0.9900458654946012	False	0.00041483650561249395	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P0AD96	146587.0589617097	138217.38586528282	137083.0628573858	86192.74999999996	96230.76039572776	91670.13236449617	3	0.0002959720025505311	0.6221895020678917	False	0.00043923865300146415	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P05413ups|FABPH_HUMAN_UPS	74409851.28942853	70508114.58727561	66614120.11719546	37298497.47162371	35013004.55432022	29949145.353025563	0	0.0003128410455924769	1.0486254490315505	False	0.0004636408003904344	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P02787ups|TRFE_HUMAN_UPS	158553134.21832028	155700965.28106397	145647595.16107982	80570629.07497025	77218411.66696884	63754964.35535295	0	0.00036962825317503984	1.0537322252838175	False	0.0004880429477794046	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P00915ups|CAH1_HUMAN_UPS	72480736.56927484	72211562.971147	75856507.40180446	34999114.26615966	36844300.56380299	41698523.866998605	0	0.0003908837910371576	0.9578726756474324	False	0.0005124450951683749	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P62707	1149462569.2908947	1152630622.497712	1140777294.0301626	1102131688.678801	1090813988.1310997	1092920979.800455	0	0.00045832863018620436	0.06733797488076847	False	0.0005368472425573451	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P16083ups|NQO2_HUMAN_UPS	32940354.509818006	35564806.501581445	35912356.359532274	20842161.0589534	19112094.520853013	19076735.62493985	0	0.0004713918880349722	0.8228192909445255	False	0.0005612493899463154	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P09211ups|GSTP1_HUMAN_UPS	35402130.21387284	37199209.31306197	32390821.19632096	13137364.152442256	16181087.599414589	15982384.19872428	0	0.0005689359073419316	1.2126720344427608	False	0.0005856515373352856	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P00918ups|CAH2_HUMAN_UPS	148097584.16434777	163223455.73897502	154268312.1636963	76497331.56521466	70471091.72570273	72482186.59906708	0	0.0008675569733543152	1.0851617847896369	False	0.0006100536847242558	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P45530	7909946.885080913	7940220.867046165	7728066.779448344	8908868.062583111	8670463.163402116	8705717.301589636	0	0.000871794370057253	-0.15678670079573084	False	0.000634455832113226	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P02753ups|RETBP_HUMAN_UPS	3443296.494330802	2877818.653216034	2757829.5593405003	86192.74999999996	765105.9797957219	91670.13236449617	2	0.000946623732526054	3.267242577822255	False	0.0006588579795021963	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0ABQ0	30161211.824532676	30192174.571794864	31170642.53110199	35019657.458986595	36572024.87422317	35758081.17028542	0	0.0010256659894641662	-0.23009654618821807	False	0.0006832601268911665	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P63165ups|SUMO1_HUMAN_UPS	41886170.7933956	41949261.090986565	39750743.80489624	23151481.31016266	18231088.801682174	21267736.93149309	0	0.0011466754875265998	0.9801238876627186	False	0.0007076622742801368	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P01112ups|RASH_HUMAN_UPS	49644595.21377951	52650018.68271342	54836525.95515032	28577960.57724201	28813907.55510296	26808577.92117379	0	0.0011703914240648106	0.9000693374885441	False	0.0007320644216691069	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P69853	12180030.50125103	12408848.355695026	12640704.316338962	10920085.632008856	10470704.033307094	10396941.566133533	0	0.0011978464541595913	0.22797941224214288	False	0.0007564665690580772	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ACV0	146587.0589617097	106605.79320342216	127015.1419862382	936381.3750000006	857106.9412494896	807583.9075444484	3	0.0012107307831335512	-2.7742456879140542	False	0.0007808687164470474	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
O00762ups|UBE2C_HUMAN_UPS	41562780.48748784	45266039.03985673	44303534.31713521	22341422.292266414	21882024.726551607	23038341.39446046	0	0.001321005897488933	0.9631646366896394	False	0.0008052708638360177	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0AFY2	146587.0589617097	106605.79320342216	127015.1419862382	14833566.999999998	13507667.122190977	13117361.257330326	3	0.0014289792403903	-6.768738562403781	False	0.0008296730112249879	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P41159ups|LEP_HUMAN_UPS	43488591.21267225	46733087.69771975	40707417.517084576	19052373.357092857	19643240.512372613	21814141.57038203	0	0.0014539351435348818	1.1135460847246816	False	0.000854075158613958	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P06396ups|GELS_HUMAN_UPS	74994689.22745314	65606633.62035936	67618759.33942088	34684676.14659457	33245482.61976218	30107744.191748887	0	0.0017188448817274942	1.0866976886157675	False	0.0008784773060029283	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS	236035578.9713682	217812275.56112677	215483572.54823136	112142011.89247766	105855816.962066	110508783.42788394	0	0.0017367447026647726	1.0267983448216949	False	0.0009028794533918986	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P52097	858851.719709214	992012.1897308944	957111.8428219742	86192.74999999996	96230.76039572776	91670.13236449617	3	0.002121325615705954	3.3567897053192883	False	0.0009272816007808688	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P30745	146587.0589617097	106605.79320342216	127015.1419862382	1683106.3749999984	1751299.8290411916	1491479.5857031967	3	0.002190925047208901	-3.695522407150421	False	0.0009516837481698391	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P62988ups|UBIQ_HUMAN_UPS	5720363.443443435	4980373.136028185	4934322.098581093	3001790.201157552	2810228.10077112	2119815.985562412	0	0.002276056278890801	0.9790581915824301	False	0.0009760858955588092	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P76027	12204716.953589171	12395816.293661602	12155539.439408785	10079736.340562329	9703844.44608625	9417963.9125372	0	0.0023673925072865954	0.3319379391605489	False	0.0010004880429477796	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P08263ups|GSTA1_HUMAN_UPS	111544473.84993728	118795787.38887228	122752366.07205535	61465665.115195	63353272.73201445	64015622.09659258	0	0.002388015708843336	0.9029238708167882	False	0.0010248901903367497	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
Q46925	10196093.33208135	10040959.753289312	9984602.885792404	9393086.823688695	9399278.070349677	9144249.18627309	0	0.0025460619805618492	0.113425537377672	False	0.0010492923377257198	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A9M8	2242407907.1728573	2211954853.723231	2215414824.913774	2324705018.9993367	2361166663.803736	2321375429.4874024	0	0.0027951589268630883	-0.07120912083953226	False	0.0010736944851146902	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ABA0	1019408621.222142	1052687111.9802978	1050810393.3249376	1184741340.6276305	1137009021.6414468	1171162589.9808557	0	0.0029489804905293722	-0.16154148632098503	False	0.0010980966325036604	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P24255	16424390.207591834	15294082.70312777	15670144.58343301	12027718.241296489	11599495.712557947	11913201.455529708	0	0.003023430794102768	0.4150800284811558	False	0.0011224987798926307	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P23256	1553607.8069038603	1718518.8530296152	1869770.8143368864	86192.74999999996	96230.76039572776	91670.13236449617	3	0.003125770463314724	4.229560071899362	False	0.0011469009272816009	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P04040ups|CATA_HUMAN_UPS	29224063.289918363	33992036.36323125	33777306.56220416	18234701.275847983	16395450.048297944	15627499.450549068	0	0.0031944244579305264	0.9485434376692176	False	0.0011713030746705712	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P77736	146587.0589617097	106605.79320342216	127015.1419862382	1120198.364028237	1364296.73077126	1267083.030069689	3	0.0032611947814347956	-3.3026368308687215	False	0.0011957052220595414	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0AG51	1275749085.8007605	1248528804.3920505	1287863456.2550893	1381677549.4683814	1348785514.7535794	1381482645.668509	0	0.0033625670472060424	-0.10921960428572218	False	0.0012201073694485115	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P30864	146587.0589617097	106605.79320342216	127015.1419862382	1781239.1347509937	1710250.8006506246	2056908.3560474943	3	0.003423769697425235	-3.8672105840213593	False	0.0012445095168374819	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P10636-8ups|TAU_HUMAN_UPS	78324565.70872952	70444115.05843964	67456180.13015586	33792243.29075282	30435315.82109695	32866803.447958432	0	0.003708735044654731	1.1550729712215453	False	0.001268911664226452	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0AB03	7153925.408024904	6048839.003960014	7358250.325972753	3957460.517796293	3785244.206231153	2764357.625837381	0	0.003797256263467935	0.9685521016913486	False	0.0012933138116154224	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P28631	1378419.5264540175	1410797.6611649613	1143731.3880836535	1878730.5152648576	2074998.1503452195	2033243.4195187704	0	0.0038308505189017603	-0.606215220741266	False	0.0013177159590043925	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A905	338040545.14217186	345843728.63469726	333819111.2584019	370904471.70478463	362083445.6602929	374159053.63325393	0	0.0041014503087236495	-0.12152960732380155	False	0.0013421181063933627	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P00167ups|CYB5_HUMAN_UPS	60559143.59023712	55860549.87793072	50646336.525637634	28866769.792950246	25986630.704055216	25160867.22713688	0	0.0044156074051068086	1.062089234117632	False	0.001366520253782333	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0AD40	484079.9409532965	502589.9419625318	581355.340697641	86192.74999999996	96230.76039572776	91670.13236449617	3	0.004439524360570259	2.516207994903489	False	0.0013909224011713032	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A7H6	17211310.57115917	14775803.010783542	13753685.523866843	86192.74999999996	96230.76039572776	91670.13236449617	3	0.0045475203983017486	7.382668892922906	False	0.0014153245485602735	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P24169	42950123.53255685	42014198.42829402	44702392.1819761	49799832.259142354	47885339.324963845	50010840.0228389	0	0.004746301885770702	-0.1878226852759104	False	0.0014397266959492437	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A8Q6	146587.0589617097	106605.79320342216	127015.1419862382	2153613.4999999995	1718333.828376369	2060085.7806797868	3	0.004809883226041323	-3.963665878937496	False	0.0014641288433382138	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P68871ups|HBB_HUMAN_UPS	67548417.83346684	60699493.67242599	61337293.15790807	36540378.01019146	36750616.60365177	35267720.772509225	0	0.004877775855803204	0.804370825845173	False	0.0014885309907271842	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P04949	1531737120.8286395	1522597099.488324	1550730285.4373178	1604490080.7012267	1642241951.062569	1641338842.80064	0	0.005067388211195099	-0.08604383855231203	False	0.0015129331381161543	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P17169	1482399771.0987303	1500953370.5879655	1496463310.809466	1533697737.8697636	1559165482.1728892	1548087373.240058	0	0.005429154998733589	-0.05098071567733209	False	0.0015373352855051247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A8M6	117446265.2842165	124782895.7952468	124427071.95851296	107437052.34637024	106485373.16912831	101438743.19691792	0	0.005754863460802368	0.21742303688008616	False	0.0015617374328940948	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P08506	214661082.59854564	213341769.28306615	210445999.91460973	191880413.3080109	199296111.59837905	192746824.73481265	0	0.00604237853374818	0.1287920435213519	False	0.001586139580283065	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
Q47208	105399818.60542671	138117073.76139164	129511328.5816974	86192.74999999996	96230.76039572776	91670.13236449617	3	0.006153229008158779	10.41040019727797	False	0.0016105417276720353	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A7Z4	4758476047.620547	4649247858.571021	4676746066.034858	5134301869.297115	4973181418.590825	5009249819.210513	0	0.006390584960434878	-0.10204111778715108	False	0.0016349438750610055	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ACG8	318238.737413277	313126.88358847576	361716.9827901748	192810.26562499985	237526.2363649813	233620.7045921916	0	0.006537541588896057	0.5808234650447524	False	0.0016593460224499758	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A944	8633379.917347413	8728441.61406269	8287291.998511983	9804636.629621662	9797972.48971039	9656101.598145068	0	0.006595596730775291	-0.18995723355824767	False	0.001683748169838946	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P02144ups|MYG_HUMAN_UPS	98491770.11595362	81318598.20565325	88210992.56328692	43166943.4341509	47361008.71583872	41708540.13925455	0	0.006854602228310373	1.0192276245511733	False	0.001708150317227916	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0AEZ9	143393190.5117142	141564437.59074962	144722520.62341437	150736446.29586673	148314707.81118476	149108067.94479415	0	0.0071145399316946386	-0.0607482582212171	False	0.0017325524646168865	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ABZ4	48999201.340350345	50440018.87682304	51122400.28462815	55368445.7586187	54420380.84408395	55227240.03903372	0	0.007176242205775288	-0.13225243696481798	False	0.0017569546120058566	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P77756	6007784.770874453	4736392.622429954	6318479.67666296	9630448.16391905	8765278.104150621	8978108.572505638	0	0.007717272153076306	-0.681955231324698	False	0.001781356759394827	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A8U2	780949.4017613414	692079.473695867	595076.7221781448	86192.74999999996	96230.76039572776	91670.13236449617	3	0.007819702794029892	2.9155690793967373	False	0.0018057589067837971	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS	25792341.502816822	23903742.837885577	21553057.42237141	12146012.531435125	11343526.274665209	11434164.20122256	0	0.007997253411777807	1.028666098198793	False	0.0018301610541727673	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P07012	297182859.6260161	297057896.94199675	298092012.1903901	272112345.83297205	279454624.2950416	276359516.9140499	0	0.008489863966706576	0.10807914621869631	False	0.0018545632015617376	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ADB7	152857702.77684185	154059671.84394765	156921565.8584513	180297762.75490743	170885630.85464194	173997611.02832595	0	0.008799021110045022	-0.17919079303931718	False	0.0018789653489507078	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P77747	146587.0589617097	129859.42098549756	127015.1419862382	86192.74999999996	96230.76039572776	91670.13236449617	1	0.008995417129723668	0.5577625808800075	False	0.0019033674963396781	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P15559ups|NQO1_HUMAN_UPS	62381290.00682154	55360691.26519185	52908330.77846458	29395170.689887784	28624646.567096755	28304680.03443372	0	0.00934160564664265	0.9832011198288113	False	0.0019277696437286483	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P02741ups|CRP_HUMAN_UPS	7055375.971595453	9012524.113407908	9892603.806026189	86192.74999999996	96230.76039572776	91670.13236449617	3	0.009453584301900034	6.565505708816581	False	0.0019521717911176184	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P01344ups|IGF2_HUMAN_UPS	13992939.360440165	11443638.164355077	11088663.298752189	4721882.000000005	4157517.908841664	91670.13236449617	1	0.009564695846232834	2.025541804569947	False	0.0019765739385065885	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0AE22	14304506.57022178	14195860.614133734	14289944.12667712	14097713.230946554	14021905.136563236	14045222.335115824	0	0.010121618671297244	0.021243670998801954	False	0.002000976085895559	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P00452	580224996.7022535	564619936.5993773	563513373.4603999	541617716.2580506	536450376.3208884	530528169.6843792	0	0.010638697108028757	0.08680832100373985	False	0.0020253782332845293	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P31550	36009000.45893588	32477696.355913702	32018715.40886841	25814145.580757704	24465849.599658925	27093287.16261821	0	0.01076988934260016	0.37736581020568	False	0.0020497803806734994	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P77649	146587.0589617097	106605.79320342216	127015.1419862382	986273.2923337443	1311814.7133221142	980500.013700387	3	0.011899491299597454	-3.108213855883997	False	0.0020741825280624696	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A8E5	1785301.189042796	1581515.3851768842	1635659.094856625	1178853.1249999998	1274434.2170837405	1400865.9504165172	0	0.01251742426785431	0.37622829164502614	False	0.0020985846754514397	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A6L7	18588131.23011456	19623046.586822025	18723723.754280284	21304219.81438309	21505682.533610683	21580624.571474567	0	0.012530579314688223	-0.17753514801621936	False	0.0021229868228404103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P05020	98453174.13447551	104195042.69678263	102418400.05278812	113241327.19514808	111853615.86832234	109966114.67259888	0	0.012737828716460778	-0.1352997039805676	False	0.0021473889702293804	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P77318	1630867.7474147894	1177439.918775692	1694969.1108895277	86192.74999999996	96230.76039572776	91670.13236449617	3	0.013066850382348042	4.038234378004923	False	0.0021717911176183506	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0AFZ1	57805601.63069343	60422501.749790914	58179954.43919168	65826685.20728079	62803291.55606781	63453032.20962673	0	0.013551641044109518	-0.12281344800294522	False	0.0021961932650073207	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A725	8367406.358701745	8682965.379574642	8700965.412631022	7058192.387236203	6101500.884625727	6866573.4493040405	0	0.013965776290175553	0.3627538466046001	False	0.002220595412396291	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P33898	28460793.003774717	29048803.360449407	30654679.056570552	24860789.339319848	26055223.666681662	26579455.340362217	0	0.014546849204787349	0.18608223808593083	False	0.0022449975597852614	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
Q93K97	40786886.65924986	40606645.230087474	40594168.100576825	44259378.24004863	43753223.55268035	45443521.96406979	0	0.015590247304959687	-0.12962981809042765	False	0.0022693997071742316	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A915	366121094.0232464	366853896.3756985	367012799.67592007	313081038.5548766	332632488.0020726	320691652.2110145	0	0.01576493678891077	0.18678741893989634	False	0.0022938018545632017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A9D4	35185967.19430502	39241039.46552052	37694866.0707432	32215260.342836224	30554696.623743	27609761.58620966	0	0.016062898903374968	0.3109967769909901	False	0.002318204001952172	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P76273	6147870.159534887	5765315.274360048	6189237.065162994	7044296.635395422	6907002.428994263	6550193.272187497	0	0.016320170272694952	-0.17954615534533933	False	0.0023426061493411424	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P32664	10212453.846858224	9489094.10524597	9483156.676451078	7846677.795338416	7744237.039321198	8722715.251741875	0	0.016389601544016433	0.26344715965851045	False	0.0023670082967301126	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P36879	26280470.673588004	25401278.16756589	23069720.180283874	18676934.16664279	19454131.44301637	18529385.29281713	0	0.017626458083524334	0.3997598488463633	False	0.0023914104441190827	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0AGE0	738129318.509637	727985625.210426	723077335.4594312	788183054.826334	775577543.4741249	812537024.2595631	0	0.01763774921169806	-0.11831686613145562	False	0.002415812591508053	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A6E1	146587.0589617097	738757.7081900788	127015.1419862382	1121081.0158313138	1505500.332164382	1446681.418186674	2	0.01866848231080866	-2.00846260464083	False	0.002440214738897023	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0AGK8	20684374.81761924	19097283.24225888	20933260.910608675	26318182.23576046	24086642.44789713	23427418.02548941	0	0.018841290869311217	-0.28219992065674193	False	0.0024646168862859936	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ABM9	3670345.859153324	3914728.3049365454	5231796.753835489	7221391.159058933	7464068.77949616	6949051.628646756	0	0.0189247950282667	-0.7552904614218394	False	0.0024890190336749637	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A7I0	107761105.3661424	104147839.49031548	106146662.654582	114583379.1876622	110718248.43710946	111244776.5654172	0	0.018958304513470532	-0.0815264200433642	False	0.002513421181063934	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A6H8	3739457.700911548	3463095.041003262	3416987.146861699	2819574.167524711	2988552.0000637374	3174512.6552417018	0	0.019156184726632535	0.24151002831751536	False	0.002537823328452904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P30852	6856456.619863257	7179607.272766034	6190656.644364505	7739299.999999996	8438136.27578092	8348119.005522065	0	0.01966322898710324	-0.2780233735327341	False	0.002562225475841874	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A7B1	27806926.554233678	26199342.81177278	26873227.79617551	24100959.44497895	24811018.41877481	24762085.71338289	0	0.020306756216227236	0.13461720954344994	False	0.0025866276232308447	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P13033	11479070.16245578	11948377.64140915	10714885.97535945	8074455.376095536	9832892.50541734	8826312.418461975	0	0.020455145304950084	0.3529042953290245	False	0.002611029770619815	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P09546	41208661.813480005	44453682.75035933	41976974.78388295	33492011.58063237	38340222.59071712	34856178.54008593	0	0.020644929093796574	0.2586693249480859	False	0.002635431918008785	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P45470	3822499.258202678	3930839.309739873	4025842.56651273	4532726.907483336	4464652.722431977	4211689.2488597445	0	0.020876431020555725	-0.16528952374311504	False	0.002659834065397755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P69506	146587.0589617097	106605.79320342216	127015.1419862382	1163602.375	1595022.4386084103	1022192.4808214726	3	0.02192323332913962	-3.3138373625601294	False	0.0026842362127867253	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0A9M0	635703167.4642377	633155543.066776	627935663.2884402	660945516.2191406	655931940.1281748	645747535.7876209	0	0.022494029147109466	-0.04922124801427158	False	0.002708638360175696	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
