Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21.0	61571200.0	13643700.0	61607300.0	12784500.0	60741500.0	12950100.0	0	2.675639340988559e-08	-2.223605636038285	True	2.6329647182727753e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8.0	65863500.0	15728000.0	66517300.0	16422300.0	66034900.0	15416500.0	0	1.245400426871658e-07	-2.060499308006305	True	5.2659294365455505e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		17	17.0	125479000.0	28603600.0	125482000.0	25514200.0	123021000.0	25534500.0	0	3.525845116561979e-07	-2.231180907915741	True	7.898894154818326e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20.0	153405000.0	31767400.0	152161000.0	33910300.0	151667000.0	31070400.0	0	4.1194105914609905e-07	-2.2406242972305153	True	0.00010531858873091101	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		7	7.0	83384800.0	18209700.0	84236700.0	16712300.0	83589000.0	17205700.0	0	4.234338395288907e-07	-2.2687746554411787	True	0.00013164823591363875	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7.0	16273600.0	3243510.0	16800700.0	3205680.0	16412200.0	2801030.0	0	4.3022597389506873e-07	-2.4194754261641944	True	0.00015797788309636652	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24.0	52861900.0	11054100.0	53196600.0	11041800.0	51940100.0	10355900.0	0	8.09250369557471e-07	-2.2835413676271252	True	0.00018430753027909427	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4.0	116637000.0	24830200.0	117226000.0	24576600.0	114532000.0	23220800.0	0	8.104622973018322e-07	-2.26213410752516	True	0.00021063717746182202	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13.0	100611000.0	20111600.0	99239900.0	21141100.0	102195000.0	22106100.0	0	8.553945303251457e-07	-2.25315088692491	True	0.00023696682464454977	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	81280400.0	16914100.0	84340000.0	18779500.0	82252300.0	19681000.0	0	8.693927317900736e-07	-2.162303108342486	True	0.0002632964718272775	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18.0	75664800.0	16120300.0	74310000.0	15523100.0	76141100.0	15080400.0	0	1.7163049733083417e-06	-2.2748329259231004	True	0.00028962611901000527	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		11	10.0	208555000.0	43719500.0	205742000.0	46967900.0	202689000.0	46405100.0	0	1.741361136626364e-06	-2.1700881067113222	True	0.00031595576619273305	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	77457100.0	18210000.0	77532200.0	18017800.0	79127400.0	17481500.0	0	8.40157593342572e-06	-2.123984024462104	True	0.00034228541337546077	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	91378800.0	23899300.0	91219300.0	20539600.0	86936400.0	17938600.0	0	8.821234545234455e-06	-2.111372309683325	True	0.00036861506055818854	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11.0	69661800.0	13396200.0	70191700.0	14185900.0	67922600.0	14412700.0	0	1.1877846372594487e-05	-2.3067471113816285	True	0.00039494470774091627	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	124875000.0	27415000.0	120434000.0	25806800.0	125612000.0	24722800.0	0	1.946333921454247e-05	-2.2505909679089595	True	0.00042127435492364404	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	63886500.0	15567700.0	59889400.0	10871600.0	65194200.0	11078700.0	0	2.2132933538018753e-05	-2.3325031523132562	True	0.0004476040021063718	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7.0	93212700.0	20124900.0	92319600.0	19998400.0	91620700.0	20287200.0	0	2.3656267230373418e-05	-2.1978113914394006	True	0.00047393364928909954	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4.0	27285900.0	88245.1	26990800.0	94094.0	26713300.0	153828.0	3	2.8922049482807312e-05	-7.912421438465714	False	0.0005002632964718273	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		7	7.0	63854700.0	12923300.0	63895900.0	14270800.0	66533600.0	13725700.0	0	3.225287652442583e-05	-2.2472975808434374	False	0.000526592943654555	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		16	16.0	125448000.0	28150400.0	121842000.0	29365100.0	125366000.0	28225200.0	0	3.585845745552079e-05	-2.119792387464057	False	0.0005529225908372828	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5.0	203153000.0	382831000.0	198100000.0	372666000.0	198871000.0	383411000.0	0	4.0935021782482245e-05	0.9243186800955919	False	0.0005792522380200105	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		11	11.0	55353600.0	9744380.0	56622500.0	11104500.0	53606300.0	10371800.0	0	4.183009235265135e-05	-2.4069754694843444	False	0.0006055818852027384	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		10	10.0	62550700.0	13892200.0	62678600.0	12938600.0	62814800.0	12287100.0	0	5.908602684171988e-05	-2.2651702136005634	False	0.0006319115323854661	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	50002700.0	11299400.0	46502700.0	9898200.0	47424800.0	9463620.0	0	6.170723371098841e-05	-2.230882328162725	False	0.0006582411795681938	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	110932000.0	24358000.0	117725000.0	25328500.0	115378000.0	27339400.0	0	6.554115592758329e-05	-2.159139803818251	False	0.0006845708267509215	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		11	11.0	189128000.0	38761800.0	182048000.0	36982900.0	187505000.0	37256800.0	0	8.71469839562935e-05	-2.3056828336484125	False	0.0007109004739336494	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	73190900.0	16221500.0	74740600.0	19109800.0	69099100.0	18401400.0	0	9.338371276962948e-05	-2.0140262296986124	False	0.0007372301211163771	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18.0	94724100.0	19593700.0	89184200.0	18170200.0	93818500.0	17320000.0	0	0.00010873849552391886	-2.3339637880619906	False	0.0007635597682991049	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	145613000.0	28963900.0	145393000.0	28304800.0	140459000.0	28445600.0	0	0.00017658921653460568	-2.3316357150901346	False	0.0007898894154818325	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	7	7.0	5741820.0	6267760.0	5707870.0	6260260.0	5719720.0	6263580.0	0	0.0001897709673408405	0.13024744520266984	False	0.0008162190626645604	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	47228300.0	10214000.0	43722800.0	9032060.0	44598700.0	8923860.0	0	0.00019498509303382162	-2.2665956128112144	False	0.0008425487098472881	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	134814000.0	29670100.0	125051000.0	27526400.0	135860000.0	24655800.0	0	0.0002139677880976832	-2.2734033494779813	False	0.0008688783570300159	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2.0	67073600.0	14512200.0	65296700.0	12124400.0	71726800.0	11835300.0	0	0.0002162421455871818	-2.4073786969264566	False	0.0008952080042127436	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11.0	102866000.0	22813700.0	98764800.0	22153000.0	102769000.0	22545200.0	0	0.00022715489510803088	-2.1727536842955253	False	0.0009215376513954713	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		19	19.0	97453100.0	18595800.0	98466700.0	17897000.0	93891700.0	18234200.0	0	0.0002408189871577825	-2.404790164742578	False	0.0009478672985781991	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	125592000.0	31478400.0	128792000.0	30282300.0	122334000.0	30634000.0	0	0.00025085055054934645	-2.0276029660942854	False	0.0009741969457609268	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6.0	104698000.0	134204000.0	108088000.0	133987000.0	104691000.0	129408000.0	0	0.00027870367082575404	0.3246620504797081	False	0.0010005265929436545	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8.0	133292000.0	29245200.0	139809000.0	28774000.0	137036000.0	28748300.0	0	0.00027984816230511067	-2.240879233442997	False	0.0010268562401263824	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10.0	136927000.0	26041600.0	139909000.0	26336900.0	133181000.0	26463000.0	0	0.00029511341440917294	-2.378656597784566	False	0.00105318588730911	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P31224	ACRB_ECOLI	acrB	Acriflavine resistance protein B	21	21.0	17489800.0	16034800.0	17635000.0	15693600.0	17389800.0	15844100.0	0	0.00030465757992128445	-0.14259073073123138	False	0.001079515534491838	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A6L4	NANA_ECOLI	nanA	N-acetylneuraminate lyase	2	2.0	2719180.0	88245.1	2723810.0	94094.0	2507910.0	153828.0	3	0.0003230302482026525	-4.563867732195176	False	0.0011058451816745656	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9.0	152678000.0	28676900.0	144632000.0	29387600.0	151938000.0	30139700.0	0	0.00033177146719090594	-2.348592822014862	False	0.0011321748288572932	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		4	4.0	17177300.0	4001990.0	17975900.0	3877660.0	16840700.0	3732390.0	0	0.0003485069449107472	-2.16272092736237	False	0.001158504476040021	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23.0	142253000.0	29555400.0	146657000.0	29674600.0	139230000.0	29510300.0	0	0.0003607960710382958	-2.270421293526875	False	0.001184834123222749	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0ADY1	PPID_ECOLI	ppiD	Peptidyl-prolyl cis-trans isomerase D	25	25.0	86191000.0	83010800.0	86812600.0	83560900.0	86938900.0	82870200.0	0	0.0003801508229099402	-0.059488708206631456	False	0.0012111637704054767	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P23256	MALY_ECOLI	malY	Protein MalY	1	1.0	83438.3	1466670.0	90601.6	1439730.0	90779.7	1368320.0	3	0.00044498002946929385	4.012748115706617	False	0.0012374934175882043	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein	1	1.0	2838050.0	88245.1	2956540.0	94094.0	3129340.0	153828.0	3	0.0004661159656702298	-4.730428754089834	False	0.0012638230647709322	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3.0	5244300.0	3247960.0	4964320.0	2787690.0	5496160.0	3127840.0	0	0.00048225854103092655	-0.777234661317597	False	0.00129015271195366	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	5	5.0	1603170.0	1382870.0	1562600.0	1412870.0	1604910.0	1391080.0	0	0.0006756240218728507	-0.18834002380459816	False	0.0013164823591363876	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24.0	257576000.0	52725300.0	263524000.0	52785000.0	245142000.0	52184300.0	0	0.0007023792747700347	-2.2806668481454007	False	0.0013428120063191155	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	103007000.0	18786300.0	107297000.0	18694800.0	98737300.0	18281700.0	0	0.0008207836143469316	-2.4704247417431815	False	0.001369141653501843	True	True	Human	True	False	False	True	diann231	manual	min	1.160964047443681
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2.0	83438.3	829481.0	166326.0	663635.0	90779.7	770710.0	2	0.001191721190147718	2.73284995654421	False	0.0013954713006845711	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2.0	4718480.0	7827310.0	4684620.0	8639460.0	5604680.0	8491840.0	0	0.0012298402367402676	0.7338270050081592	False	0.0014218009478672987	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.160964047443681
P0ADV1	LPTA_ECOLI	lptA	Lipopolysaccharide export system protein LptA	3	3.0	9600300.0	11605800.0	9461240.0	11071300.0	9816780.0	11460300.0	0	0.0015439678405264469	0.24136636715889645	False	0.0014481305950500263	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	4	4.0	3695520.0	4943460.0	3817970.0	4765400.0	3604490.0	5135410.0	0	0.0015669345058801506	0.4170114553763297	False	0.0014744602422327542	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12.0	25597800.0	24347000.0	25580700.0	24565200.0	25287500.0	24370400.0	0	0.0016398852403559175	-0.06134771762785165	False	0.0015007898894154818	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32.0	59395000.0	58186400.0	59783600.0	58404700.0	59517600.0	57931500.0	0	0.0016498535089360777	-0.034095083644972525	False	0.0015271195365982098	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5.0	457344000.0	584360000.0	481858000.0	585238000.0	450058000.0	570535000.0	0	0.0018526911422902333	0.3248809518701579	False	0.0015534491837809374	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4.0	15073400.0	3293230.0	16812300.0	2898670.0	14110300.0	2421990.0	0	0.001969675921028625	-2.416771598482483	False	0.001579778830963665	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	4	4.0	58375800.0	50032200.0	57654400.0	49525200.0	55934400.0	48630400.0	0	0.0019702356466407937	-0.21468492921132187	False	0.001606108478146393	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P76002	PLIG_ECOLI	pliG	Inhibitor of g-type lysozyme	8	8.0	5102160.0	6717270.0	5512180.0	6782500.0	5058730.0	6476780.0	0	0.0021803927905425066	0.35001964878592473	False	0.0016324381253291207	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	10	10.0	24565100.0	22671600.0	24603500.0	22357400.0	24176500.0	21933000.0	0	0.00220167060779878	-0.13135796782911366	False	0.0016587677725118486	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	5	5.0	3220680.0	1802690.0	3074550.0	2030780.0	2839870.0	1974390.0	0	0.0022587481848291174	-0.6534138446078637	False	0.0016850974196945762	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P77395	YBBN_ECOLI	ybbN	Uncharacterized protein YbbN	8	8.0	11345200.0	13506600.0	11895700.0	14100100.0	11977800.0	13438400.0	0	0.002586624527607205	0.22086834499306027	False	0.0017114270668773038	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AED0	USPA_ECOLI	uspA	Universal stress protein A	5	5.0	116394000.0	163629000.0	123029000.0	163841000.0	110271000.0	159779000.0	0	0.0029815499346982676	0.47856618189595934	False	0.0017377567140600318	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8.0	44206900.0	41762100.0	45155700.0	41281800.0	44052600.0	41046500.0	0	0.0032041010298336225	-0.10453153356591892	False	0.0017640863612427594	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30.0	40083900.0	37153100.0	39745200.0	38029500.0	39490100.0	37540300.0	0	0.003209595963907109	-0.08204557680321876	False	0.0017904160084254873	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	50320200.0	14732000.0	58359000.0	14481400.0	54038100.0	14073000.0	0	0.003212196774392778	-1.910381919551032	False	0.0018167456556082149	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	2	2.0	83438.3	256921.0	90601.6	225693.0	90779.7	226498.0	3	0.003271367717010415	1.4210036067383336	False	0.0018430753027909425	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3.0	191200000.0	173070000.0	192600000.0	171997000.0	187753000.0	165594000.0	0	0.00353807992642579	-0.16252140315496333	False	0.0018694049499736705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	10	10.0	10999000.0	9694640.0	11606000.0	9705320.0	10997400.0	9178840.0	0	0.003556528480698075	-0.23361893882685594	False	0.0018957345971563982	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	10	10.0	146486000.0	158847000.0	149183000.0	158961000.0	148064000.0	159383000.0	0	0.003624434295754759	0.1048749845217444	False	0.001922064244339126	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	4	4.0	14065500.0	16757800.0	14435700.0	16653600.0	13344200.0	17217500.0	0	0.0036666772602944172	0.27489210129421393	False	0.0019483938915218536	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	9	9.0	254382000.0	262742000.0	255601000.0	267279000.0	251353000.0	266813000.0	0	0.0036934110305885453	0.0657459087943062	False	0.0019747235387045812	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5.0	3635130.0	4831670.0	3324430.0	4485490.0	3749640.0	4498640.0	0	0.0038462899131186264	0.3674683916906374	False	0.002001053185887309	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3.0	21771800.0	26888200.0	20448200.0	26678500.0	22362100.0	25161800.0	0	0.0038829981647276243	0.2857516376078968	False	0.002027382833070037	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	3	3.0	31325100.0	35479800.0	32277200.0	34874300.0	31923300.0	34176600.0	0	0.004018431684504298	0.12996739552491787	False	0.0020537124802527647	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P76007	CVRA_ECOLI	cvrA	Cell volume regulation protein A	2	2.0	83438.3	1002470.0	90601.6	1133530.0	90779.7	1233210.0	3	0.004103208375376785	3.6693285443291868	False	0.0020800421274354925	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	13	13.0	11268500.0	11851500.0	10952300.0	11859300.0	11244300.0	12101600.0	0	0.004479702492532095	0.0978018800428716	False	0.00210637177461822	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	12	12.0	1030290000.0	1157550000.0	1033010000.0	1163990000.0	1022330000.0	1196460000.0	0	0.004495195587020803	0.1891904050774545	False	0.0021327014218009478	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7.0	66632800.0	61957900.0	68395300.0	60112400.0	67708700.0	62708800.0	0	0.00471420204856925	-0.1338063994122721	False	0.002159031068983676	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4.0	4803830.0	3072820.0	4633520.0	3492440.0	4233440.0	3403950.0	0	0.005398232111169269	-0.45554552565958134	False	0.0021853607161664034	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	16	16.0	24957200.0	25443400.0	24825800.0	25644600.0	24998300.0	25746500.0	0	0.005555339215822822	0.03907669982584023	False	0.0022116903633491313	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9.0	4645810.0	5089860.0	4473550.0	5288430.0	4540080.0	5029260.0	0	0.005567725640498002	0.17373913463779656	False	0.0022380200105318587	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3.0	1872080.0	2313630.0	1731320.0	2189160.0	1654760.0	2135720.0	0	0.005633414128136743	0.33630142571283	False	0.0022643496577145865	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7G2	RBFA_ECOLI	rbfA	Ribosome-binding factor A	6	6.0	92724000.0	98129400.0	93205900.0	96229200.0	91052600.0	96840800.0	0	0.0056498337697923635	0.07221255454595557	False	0.0022906793048973148	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		1	1.0	21002500.0	88245.1	25400200.0	94094.0	27314500.0	153828.0	3	0.005780019516694745	-7.776678926094239	False	0.002317008952080042	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	7	7.0	109314000.0	97831000.0	108182000.0	97528600.0	105465000.0	101288000.0	0	0.006216763184642296	-0.12260984817127576	False	0.00234333859926277	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	9	9.0	5993300.0	8348430.0	6605560.0	7932530.0	5702740.0	7585460.0	0	0.0064008092794834385	0.38301239588920843	False	0.002369668246445498	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9.0	5760150.0	6720460.0	6018140.0	6637030.0	5953020.0	6394060.0	0	0.00661193211771902	0.15566674565085187	False	0.002395997893628225	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	8	8.0	97956400.0	91638400.0	98748700.0	92354400.0	98670300.0	93890800.0	0	0.006612921463377268	-0.08806898513870293	False	0.0024223275408109535	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3.0	27042800.0	88245.1	27536400.0	6056600.0	26880700.0	5924270.0	1	0.006723616586661293	-2.754770140824126	False	0.002448657187993681	False	True	Human	True	False	False	False	diann231	manual	min	1.160964047443681
