Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22.0	91231300.0	91230400.0	93424400.0	91023700.0	92636800.0	90247400.0	0	0.11457067909277503	-0.025144424661109027	False	0.012453923117430227	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	14	14.0	18896900.0	18996900.0	18476400.0	20506300.0	18666800.0	19934700.0	0	0.11471866266497052	0.08492361476052027	False	0.012480252764612955	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P77460	YBCY_ECOLI	ybcY	Putative uncharacterized protein YbcY	1	1.0	371099.0	392249.0	337288.0	415219.0	376860.0	377536.0	0	0.11524312457699909	0.12686849448634113	False	0.012506582411795681	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P76104	YDCP_ECOLI	ydcP	Uncharacterized protease YdcP	6	6.0	3267940.0	3262490.0	2893630.0	3512490.0	2685810.0	3344460.0	0	0.11541169457870623	0.19380726075991472	False	0.012532912058978411	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5.0	22462100.0	23948300.0	23246000.0	25360700.0	22349100.0	23292000.0	0	0.11541801608814284	0.09324162255456256	False	0.012559241706161139	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	7	7.0	31871000.0	29403700.0	30393000.0	29760000.0	32795700.0	30700500.0	0	0.11547885446786203	-0.08108735768328859	False	0.012585571353343867	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6.0	281716000.0	262336000.0	287263000.0	279807000.0	279525000.0	268353000.0	0	0.11654290224977397	-0.06611639520671067	False	0.012611901000526594	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9.0	79745700.0	77941700.0	81037800.0	71009400.0	79975900.0	67419100.0	0	0.1167747102363815	-0.154090311584888	False	0.01263823064770932	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P28248	DCD_ECOLI	dcd	Deoxycytidine triphosphate deaminase	5	5.0	30755900.0	36087100.0	35474200.0	37366500.0	32762400.0	35825700.0	0	0.11683320806207642	0.14262901635021874	False	0.012664560294892048	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3.0	1144210.0	1413690.0	846819.0	1219030.0	945516.0	1081980.0	0	0.11746157155624819	0.33912595704292076	False	0.012690889942074776	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5.0	14536900.0	16465200.0	15236600.0	15297400.0	14381000.0	15298700.0	0	0.11772023429951521	0.09198069602592045	False	0.012717219589257506	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6.0	42034300.0	45808000.0	41721900.0	42484400.0	39920700.0	43024700.0	0	0.11777704851419453	0.08647873174488162	False	0.012743549236440234	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3.0	970213000.0	1122490000.0	1034220000.0	1083570000.0	1059440000.0	1057420000.0	0	0.1182889801203587	0.09105470024484458	False	0.01276987888362296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3.0	1083770.0	1185610.0	1092320.0	1108530.0	939422.0	1346200.0	0	0.11874892319391585	0.22460392762507966	False	0.012796208530805687	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P30843	BASR_ECOLI	basR	Transcriptional regulatory protein BasR	2	2.0	4589090.0	4224300.0	4903470.0	4613040.0	5413790.0	4309110.0	0	0.11883003676803626	-0.18125376541200766	False	0.012822538177988415	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	4	4.0	1109850.0	1812060.0	1335640.0	1635150.0	1598000.0	1629210.0	0	0.12011928709029676	0.32821039265642143	False	0.012848867825171143	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3.0	3063560.0	2658070.0	3477170.0	3112170.0	3511890.0	3074650.0	0	0.12067203721990448	-0.1846554519835182	False	0.012875197472353873	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4.0	19213400.0	19343400.0	18329100.0	19614900.0	17903600.0	19421400.0	0	0.12118970228889714	0.07438081034395126	False	0.012901527119536599	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1.0	5621450.0	7555810.0	90601.6	7873090.0	5018420.0	8643200.0	1	0.12199237552976301	1.165648521654462	False	0.012927856766719327	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	17	17.0	84620300.0	79987100.0	86175900.0	84348800.0	88968200.0	84179700.0	0	0.12222029592055028	-0.06386731040549953	False	0.012954186413902054	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	3	3.0	2348140.0	1974180.0	2651240.0	2430390.0	2699650.0	2270040.0	0	0.12235828354300424	-0.20599315021353168	False	0.012980516061084782	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	10	10.0	11911500.0	12892700.0	11786500.0	12066700.0	11774000.0	12353000.0	0	0.12256199928261344	0.07297448453503089	False	0.01300684570826751	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6.0	334974000.0	361369000.0	348851000.0	368574000.0	353612000.0	351378000.0	0	0.12348932197762451	0.05977113464862192	False	0.013033175355450236	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7J3	RL10_ECOLI	rplJ	50S ribosomal protein L10	9	9.0	2131280000.0	1626810000.0	2140150000.0	1977010000.0	2145210000.0	1948140000.0	0	0.12384558190555697	-0.2088208705232919	False	0.013059505002632966	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P23894	HTPX_ECOLI	htpX	Protease HtpX	3	3.0	15882300.0	14964400.0	15440300.0	15618600.0	15835000.0	14841700.0	0	0.1240560898200325	-0.054013310407001996	False	0.013085834649815694	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7.0	21668000.0	21359700.0	21573900.0	21305400.0	22819000.0	20271400.0	0	0.12417397554727196	-0.06989967446004297	False	0.013112164296998421	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	8	8.0	97920300.0	99153500.0	100778000.0	94247000.0	102109000.0	91675800.0	0	0.12422438802410471	-0.07749147391518978	False	0.01313849394418115	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11.0	22541800.0	24113200.0	22074200.0	22571300.0	22045300.0	23217100.0	0	0.12476468060530467	0.068476025744572	False	0.013164823591363875	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9.0	233258000.0	212603000.0	240697000.0	215600000.0	219971000.0	222632000.0	0	0.1261222917927738	-0.09248998555520392	False	0.013191153238546603	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P24224	ACPS_ECOLI	acpS	Holo-[acyl-carrier-protein] synthase	2	2.0	5521870.0	4738160.0	6455660.0	5496510.0	5547050.0	5050010.0	0	0.12663381252877817	-0.19729352025047808	False	0.013217482885729333	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P28629	ADIA_ECOLI	adiA	Biodegradative arginine decarboxylase	12	12.0	10260900.0	9171360.0	10264800.0	9944820.0	10454200.0	9955680.0	0	0.12685751291465866	-0.09170911007838148	False	0.01324381253291206	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	2	2.0	83438.3	253796.0	90601.6	314339.0	271724.0	319117.0	2	0.1281516405847968	0.9930641360587806	False	0.013270142180094788	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2	2.0	35401700.0	20954800.0	35887000.0	31780300.0	33201100.0	28442300.0	0	0.12823974216572723	-0.3642120789940071	False	0.013296471827277515	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7.0	113123000.0	114493000.0	124069000.0	110242000.0	117566000.0	107319000.0	0	0.12842622902632897	-0.09541734055968741	False	0.013322801474460242	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
Q46798	YGER_ECOLI	ygeR	Uncharacterized lipoprotein YgeR	4	4.0	5626080.0	4602500.0	6067880.0	4332820.0	4713640.0	4541020.0	0	0.12866718810749694	-0.2839354936094372	False	0.01334913112164297	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P28905	HOLC_ECOLI	holC	DNA polymerase III subunit chi	4	4.0	2511780.0	3003540.0	2101170.0	2654830.0	2416390.0	2495080.0	0	0.12920743736828202	0.21402140363108868	False	0.013375460768825698	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3.0	6376600.0	6485280.0	5751110.0	6372230.0	5700090.0	6548540.0	0	0.13007396571751706	0.1223778135271125	False	0.013401790416008428	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P77182	MNMC_ECOLI	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	3	3.0	11872800.0	12891100.0	11988200.0	13178700.0	13022300.0	13389100.0	0	0.13014975934137654	0.09738299698911114	False	0.013428120063191154	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	31	31.0	317175000.0	324045000.0	313947000.0	327363000.0	317559000.0	317557000.0	0	0.13018971783634145	0.03052150153441429	False	0.013454449710373882	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	5	5.0	3062000.0	4098450.0	3381030.0	3231160.0	2798880.0	3695830.0	0	0.1303081678781991	0.2545732862136387	False	0.01348077935755661	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P27250	YJGB_ECOLI	yjgB	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB	4	4.0	4260460.0	3990250.0	4170780.0	4035540.0	4590870.0	3275240.0	0	0.13035765978986796	-0.20450896143122455	False	0.013507109004739337	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	15	15.0	13602300.0	13661600.0	13803300.0	12254000.0	14108800.0	12597100.0	0	0.13064466978537495	-0.10827757809389627	False	0.013533438651922065	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P11557	DAMX_ECOLI	damX	Protein DamX	8	8.0	23716300.0	26967000.0	23872600.0	24588600.0	23316400.0	24832100.0	0	0.13088728848788	0.10744688374722682	False	0.013559768299104793	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	13	13.0	91968800.0	99973700.0	97186700.0	101220000.0	97703200.0	98473300.0	0	0.13101141403546904	0.06301994633553941	False	0.01358609794628752	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ADT8	YGIM_ECOLI	ygiM	Uncharacterized protein YgiM	12	12.0	15619100.0	15709200.0	14942300.0	16870500.0	15945800.0	16518500.0	0	0.13107821701093844	0.07821605057987212	False	0.013612427593470248	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	9	9.0	9910660.0	8314660.0	9914990.0	9454090.0	9181490.0	8865270.0	0	0.13154509481889867	-0.12313786014477208	False	0.013638757240652976	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	21	21.0	22860500.0	22772000.0	22290700.0	24202700.0	22680900.0	23961100.0	0	0.13160898755078596	0.06454575543919	False	0.013665086887835704	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	11	11.0	20297500.0	23119700.0	19622800.0	21360800.0	20252300.0	20744700.0	0	0.13184772068561806	0.11632276720904781	False	0.01369141653501843	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	9	9.0	5311960.0	6019360.0	4957260.0	6534490.0	6092130.0	6136800.0	0	0.13207459297996987	0.19202495003121375	False	0.013717746182201158	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	1	1.0	1498240.0	2757220.0	1409510.0	1775340.0	1367290.0	1952670.0	0	0.1327531851463887	0.6012198220207795	False	0.013744075829383888	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P76027	OPPD_ECOLI	oppD	Oligopeptide transport ATP-binding protein OppD	3	3.0	2928580.0	5738620.0	4394850.0	5763160.0	4999690.0	5130970.0	0	0.13363088351177888	0.43265915082388595	False	0.013770405476566615	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	3	3.0	1844080.0	1937390.0	1483950.0	1913340.0	1430740.0	1834920.0	0	0.1336990047843175	0.25673656351693536	False	0.013796735123749343	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P75937	FLGE_ECOLI	flgE	Flagellar hook protein FlgE	7	7.0	16429700.0	16536600.0	16841000.0	15759400.0	16753400.0	15410200.0	0	0.13373858027214824	-0.0684465322094235	False	0.01382306477093207	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16.0	25629800.0	28559600.0	26006100.0	26188500.0	25615100.0	27420300.0	0	0.13461867288924423	0.08903006602303055	False	0.013849394418114797	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14.0	914525000.0	853087000.0	910588000.0	900060000.0	930086000.0	897077000.0	0	0.1349811449341775	-0.05604222113702889	False	0.013875724065297525	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P32662	GPH_ECOLI	gph	Phosphoglycolate phosphatase	5	5.0	7756320.0	6113090.0	7519550.0	7093980.0	6792620.0	6593970.0	0	0.1356685620248616	-0.15641171273164836	False	0.013902053712480255	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37095	PEPB_ECOLI	pepB	Peptidase B	17	17.0	47965300.0	47225400.0	48447000.0	46541500.0	46868700.0	45158800.0	0	0.13586993629269853	-0.04453380189916265	False	0.013928383359662982	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	3	3.0	20142100.0	21731600.0	20453600.0	22050100.0	17643200.0	20543800.0	0	0.1358856642485725	0.14340765944898898	False	0.013954713006845709	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P50456	MLC_ECOLI	mlc	Protein mlc	6	6.0	3929350.0	3838150.0	4024330.0	3399770.0	3725590.0	3277960.0	0	0.1360516101434788	-0.1513805188423941	False	0.013981042654028436	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10.0	23552400.0	25481100.0	24524800.0	24330000.0	23389500.0	24475500.0	0	0.1371169485530341	0.05583082448435026	False	0.014007372301211164	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	4	4.0	5759540.0	6140710.0	5773040.0	6345980.0	4918390.0	5879720.0	0	0.13848163733712154	0.15889700463647194	False	0.014033701948393892	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	8	8.0	36832600.0	40325000.0	38739700.0	42413900.0	37687800.0	38381300.0	0	0.13951771150600248	0.09679978396364855	False	0.014060031595576622	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2.0	83438.3	7426110.0	6208440.0	6105810.0	90779.7	7153150.0	2	0.1397695097714543	1.696360588288716	False	0.014086361242759348	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5.0	4941020.0	5004440.0	4719440.0	5768680.0	5168600.0	5718490.0	0	0.14020331285746462	0.15330509970388292	False	0.014112690889942076	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P31550	THIB_ECOLI	thiB	Thiamine-binding periplasmic protein	6	6.0	6220430.0	8089810.0	7675410.0	7637980.0	6845950.0	7895860.0	0	0.14066966701278694	0.18769148430188523	False	0.014139020537124803	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1.0	15290000.0	19763800.0	20290900.0	21131700.0	15027100.0	21417700.0	0	0.1413338438263135	0.30017234525673164	False	0.014165350184307531	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P30850	RNB_ECOLI	rnb	Exoribonuclease 2	24	24.0	39760800.0	42598100.0	39848700.0	40707000.0	38895800.0	40161700.0	0	0.14162009226866537	0.05917157258057238	False	0.014191679831490259	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7.0	27625500.0	26064900.0	26958000.0	24906400.0	29428400.0	27394100.0	0	0.14171444444515272	-0.10037688100738613	False	0.014218009478672985	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P25524	CODA_ECOLI	codA	Cytosine deaminase	7	7.0	10281800.0	11428900.0	10002100.0	10510600.0	10296800.0	10609900.0	0	0.1425644072487734	0.09000951895576971	False	0.014244339125855715	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8.0	96690500.0	91721600.0	93694300.0	91695000.0	92128900.0	90125000.0	0	0.14269667830350916	-0.04656057648179593	False	0.014270668773038443	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37330	MASZ_ECOLI	glcB	Malate synthase G	6	6.0	7346210.0	6770960.0	7714490.0	6817260.0	7060030.0	7217210.0	0	0.14311228483049804	-0.08843889047984557	False	0.01429699842022117	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7.0	58076300.0	57662100.0	57611000.0	51873600.0	59166200.0	51142200.0	0	0.14325332288232306	-0.12197516326539772	False	0.014323328067403898	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	2	2.0	23081500.0	29195800.0	18030700.0	23538900.0	25278400.0	29407800.0	0	0.14327498485514603	0.30714986612025574	False	0.014349657714586624	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8.0	158729000.0	120664000.0	156932000.0	146707000.0	157812000.0	146005000.0	0	0.14381124159506506	-0.19582752728699893	False	0.014375987361769352	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5.0	6153540.0	7048350.0	6776780.0	6872140.0	6475730.0	6685550.0	0	0.14428193887813895	0.08656078429431037	False	0.01440231700895208	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5.0	21541000.0	23000400.0	19347700.0	21368300.0	19396700.0	21065400.0	0	0.14437070876437375	0.1182340199992656	False	0.01442864665613481	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5.0	22674100.0	18937700.0	24067900.0	21982500.0	21090900.0	20223500.0	0	0.14467110564233754	-0.14978131545695428	False	0.014454976303317537	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23.0	143907000.0	139553000.0	145941000.0	142498000.0	142876000.0	143004000.0	0	0.14476453282286714	-0.025797607721201977	False	0.014481305950500263	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	9	9.0	171991000.0	199918000.0	171124000.0	182486000.0	174971000.0	179487000.0	0	0.14484260932091586	0.11709869351878853	False	0.014507635597682991	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	6	6.0	3537240.0	6231320.0	4422120.0	4943060.0	3981170.0	4383780.0	0	0.14505692187141228	0.3818045743576403	False	0.014533965244865719	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	9.0	13231000.0	14749000.0	14096100.0	14302100.0	13982800.0	14100800.0	0	0.14629051135613555	0.06293651556858021	False	0.014560294892048447	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7L0	RL1_ECOLI	rplA	50S ribosomal protein L1	15	15.0	1346880000.0	1375040000.0	1403470000.0	1431670000.0	1345710000.0	1439700000.0	0	0.1469662998841583	0.052006824859886155	False	0.014586624539231176	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	8	8.0	3959900.0	4355100.0	4001630.0	4615260.0	4490400.0	4599100.0	0	0.14716896555790213	0.1239939378335225	False	0.014612954186413903	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P23865	PRC_ECOLI	prc	Tail-specific protease	24	24.0	25020300.0	26854500.0	25409700.0	25570700.0	24540800.0	25474400.0	0	0.14737779772875118	0.055287123365768236	False	0.01463928383359663	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AEL6	FEPB_ECOLI	fepB	Ferrienterobactin-binding periplasmic protein	4	4.0	6715250.0	5772660.0	6663290.0	6873850.0	7664720.0	5634760.0	0	0.14752054119027067	-0.20299192484715445	False	0.014665613480779358	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23.0	88363900.0	77363700.0	88917500.0	84842000.0	87877900.0	85298400.0	0	0.14761473562894833	-0.09940692519360642	False	0.014691943127962086	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9.0	8393600.0	8819370.0	7855900.0	9164920.0	8995960.0	9420650.0	0	0.1476756555440287	0.11841201095706971	False	0.014718272775144814	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14.0	95926100.0	91531000.0	98547400.0	91657900.0	92303000.0	91222600.0	0	0.14986015669068403	-0.0635858636905597	False	0.01474460242232754	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	2	2.0	83438.3	1866150.0	882164.0	1188430.0	1194100.0	1284460.0	1	0.15042932409949863	1.0065434253093444	False	0.01477093206951027	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0AEE1	DCRB_ECOLI	dcrB	Protein DcrB	6	6.0	70314000.0	64833100.0	69108000.0	69236900.0	70208300.0	67214100.0	0	0.1515601301354708	-0.0586140451380999	False	0.014797261716692997	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P31441	ADEC_ECOLI	ade	Adenine deaminase	4	4.0	83438.3	10162100.0	10496700.0	10672000.0	90779.7	12838600.0	2	0.151593343107446	1.6578951123816281	False	0.014823591363875725	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P0A7G6	RECA_ECOLI	recA	Protein RecA	12	12.0	77120800.0	76133000.0	77360000.0	75647900.0	75646200.0	74411600.0	0	0.1517934922663682	-0.024879166062149398	False	0.014849921011058453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
P77433	YKGG_ECOLI	ykgG	Uncharacterized protein YkgG	6	6.0	3787060.0	4101650.0	3296480.0	3711480.0	3615580.0	3868730.0	0	0.15190872494747337	0.12677785997914437	False	0.01487625065824118	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.160964047443681
