protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62988ups|UBIQ_HUMAN_UPS	10589593.05469766	11196018.32156285	9898856.1418869	42872439.91382613	41412677.805703446	43617609.58121359	0	1.566701618901016e-05	-2.0131993522342553	True	0.00044932601098352475	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS	16974901.68402959	11483626.216724344	12214581.983396707	72895096.00000004	70252737.5397307	67840263.26353371	0	1.856845567941395e-05	-2.3750144002766373	True	0.0004742885671492761	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS	60179698.47732235	67590677.91776542	62591739.768888414	310319456.26190424	312290623.601822	312338060.85564506	0	1.9500825104930763e-05	-2.2961399470172497	True	0.0004992511233150275	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS	64235406.62389495	55965388.01367658	53027287.54616254	274633041.0469773	274321164.4500024	269823904.7280683	0	1.9794356471642197e-05	-2.2407997070689714	True	0.0005242136794807789	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS	59876284.4854006	65070949.64001192	66416224.73808818	302985583.4684758	315498820.7607091	315468098.59552646	0	2.1328741080718882e-05	-2.2870338106040973	True	0.0005491762356465302	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS	75611702.039162	82780231.4401646	79816721.47216427	394459275.68106896	410308170.5930938	407435739.73870367	0	2.4953226894341812e-05	-2.3473338020636194	True	0.0005741387918122816	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P19319	88809.20033662954	83643.96581987725	74322.82941847271	986618.2665394308	952607.4133471274	952659.1033715652	3	2.6691930213239884e-05	-3.5507361020268857	False	0.000599101347978033	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS	188340620.15966785	201357258.13615096	185227812.95867243	922719730.8538854	945012247.01489	905122622.5079153	0	2.8039140439126854e-05	-2.269924562159885	False	0.0006240639041437844	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS	64218101.77446743	73708525.08226839	69744173.89254874	373528007.0675344	371784404.4375097	373955496.6936611	0	3.440318113839498e-05	-2.4301851139157997	False	0.0006490264603095357	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS	163754863.90143937	172685375.6435088	175842505.38832536	887046176.1608574	903962228.8112158	869624955.5586903	0	3.491537776210613e-05	-2.376757514549744	False	0.0006739890164752871	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS	265186528.19605973	236856149.5987591	246057596.90426293	1196715507.7509103	1225851556.2495232	1262594559.6403923	0	4.5831821236272246e-05	-2.3004243286035435	False	0.0006989515726410385	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS	66736826.06175304	76253796.6456044	75626165.03154998	345816616.6709564	359411353.463216	337408842.2884038	0	5.411766274680871e-05	-2.2537606072848666	False	0.0007239141288067899	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P10599ups|THIO_HUMAN_UPS	88809.20033662954	83643.96581987725	74322.82941847271	50196712.3366742	51850798.89636604	49949690.422260895	3	0.00013907571855223486	-9.266626980533761	False	0.0007488766849725411	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P02741ups|CRP_HUMAN_UPS	11865610.399623046	10760147.532060502	9847388.14736384	59358405.64938095	64211483.23416165	62154078.59501129	0	0.00013964112551117388	-2.5158409371464754	False	0.0007738392411382926	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS	65578546.80596296	66555687.44296345	69224706.68822598	331989174.13769656	322928060.20162	316686562.7596125	0	0.00014249040016169035	-2.2705985944769917	False	0.000798801797304044	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS	125830630.90794824	115237410.18687816	115995582.06166568	594212443.8923858	586743794.535359	560293163.0279359	0	0.00014765188975486383	-2.2858697889303814	False	0.0008237643534697954	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS	89338938.63141808	85071763.54910997	82033635.12332706	419227434.34341294	423307943.8208671	442062882.68185735	0	0.00014824225221819572	-2.324599628571632	False	0.0008487269096355467	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P23256	1480692.2237846793	1527313.7090501897	1492064.152356493	138488.66929590836	48244.25149701564	176396.66569649824	3	0.00019287976806834305	3.6313910848726323	False	0.000873689465801298	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS	50921832.3506264	42000899.16137843	37240625.12429298	253150413.01744148	252529149.99802464	250539680.9087081	0	0.00023209065723681308	-2.538481202199676	False	0.0008986520219670495	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P00709ups|LALBA_HUMAN_UPS	15960868.207558084	14088892.191706052	13439830.564175488	72363082.12368406	74242990.491325	78970186.95543104	0	0.00026290051744370436	-2.3748731966166208	False	0.0009236145781328009	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS	374615115.3831959	326750912.12495863	352390052.2633471	1924392131.417127	2024050021.009571	2085998331.9968429	0	0.000332102343363298	-2.517679054965498	False	0.0009485771342985522	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS	93033758.6713099	90391170.84300244	87633298.88174981	402382938.7859103	405829956.2758018	380500563.6140877	0	0.00044195992883867857	-2.132726285027924	False	0.0009735396904643036	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS	219095874.11346924	233667828.2206401	228269328.0275278	1126346548.237851	1157544626.341356	1215985960.8229232	0	0.0005916416673822278	-2.3615076002490984	False	0.000998502246630055	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS	10493867.683963096	10346639.171506694	11326948.143581975	56468475.77350578	57513977.357525535	52780629.87995389	0	0.0006517041941055948	-2.374126245606379	False	0.0010234648027958064	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P31133	88809.20033662954	83643.96581987725	74322.82941847271	3741427.908373646	3386280.2920454526	3501300.3823681865	3	0.0008972297173947139	-5.428661158720281	False	0.0010484273589615577	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS	95485046.19401138	93410783.00287004	89160192.42157932	515863336.9236626	516626405.6994463	473842446.7590839	0	0.0010041760745476407	-2.4375924748742137	False	0.001073389915127309	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS	115754270.50165236	102060529.02128172	102845401.25166304	528012341.6667491	549179341.2625433	487501800.7466679	0	0.0011272584739046429	-2.2867628597226726	False	0.0010983524712930605	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS	88809.20033662954	8927172.377225438	7485433.913148998	30297744.656338222	37984800.10882956	36562726.49538333	1	0.0013531829472315494	-2.6676001051492615	False	0.0011233150274588119	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P14497	88809.20033662954	83643.96581987725	74322.82941847271	2006921.8749999995	1898979.9741982368	1761003.9543728482	3	0.001497633723137509	-4.521287249469275	False	0.0011482775836245632	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A915	344333898.5225751	363217430.7480128	340650041.6621003	262721437.06989723	271550403.3800932	277600661.4106236	0	0.0015366455466880326	0.3685908144832727	False	0.0011732401397903146	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7M2	1340470354.1038208	1289818347.0548325	1315700638.8475285	1485006983.7752993	1455571481.6159294	1447823522.6104877	0	0.001722208083592544	-0.15330862741103848	False	0.001198202695956066	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS	18222756.77339439	19480367.021776017	19333109.20300376	76138079.59991375	71289225.76543377	80850453.39318311	0	0.001957123519904126	-2.0008396976121423	False	0.0012231652521218174	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0A6L4	88809.20033662954	83643.96581987725	74322.82941847271	2484608.417337731	2914207.864102554	2716804.7770875697	3	0.002210568624950511	-5.0394275307096965	False	0.0012481278082875687	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P09147	135921213.03653628	139203114.28913242	137289984.2942517	145160362.85759172	146701389.6585168	148368358.19277543	0	0.002220183345152369	-0.0941634275246874	False	0.0012730903644533201	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS	55175737.324069045	53115495.86560321	54902798.83203063	201930169.0789374	229767897.01667112	220925084.71626243	0	0.0023973459356139296	-1.9996618665867167	False	0.0012980529206190715	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P31808	39155924.07926077	40803642.07836019	41326742.6929302	47309047.32398131	45721502.454813495	46492154.263237	0	0.0024628888760613887	-0.20208320182058936	False	0.0013230154767848229	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P52143	88809.20033662954	83643.96581987725	74322.82941847271	54550700.1248728	46437004.75044153	54139258.89837068	3	0.0026020321074048027	-9.29603169110677	False	0.0013479780329505742	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS	36124518.47102017	33763270.90337251	32415590.369441915	159239886.14356542	184739400.1301185	164243550.2177451	0	0.002847950008516512	-2.312607395484864	False	0.0013729405891163256	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0A972	4000395068.870322	4449593661.226433	4470782399.18959	2929564964.261288	2905544988.6696534	3243096611.2614617	0	0.0035104479347182367	0.5092129539786392	False	0.001397903145282077	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AB10	11427757.111202156	10257854.920075066	10609369.72806923	8246637.03912033	7952518.81162026	7435900.23817727	0	0.003643584024219955	0.45038171697757656	False	0.0014228657014478284	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AB96	2051061.7526257972	2619210.2392200995	2422626.204087383	138488.66929590836	48244.25149701564	176396.66569649824	3	0.0038770730463608665	4.287818855170817	False	0.0014478282576135797	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P69908	1372991444.6061745	1352486351.4589698	1370493254.8904755	1319820547.584265	1295381287.0120018	1307607453.0723646	0	0.003897376677101324	0.06231832017877027	False	0.0014727908137793311	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P36649	3059985.8637101306	3699008.648235888	3832702.715688804	138488.66929590836	48244.25149701564	176396.66569649824	3	0.0040677976441626474	4.866305496481983	False	0.0014977533699450823	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8U2	544144.0330765883	465949.0326738232	451502.8980915832	138488.66929590836	264369.9652584765	176396.66569649824	2	0.004114030222518044	1.3352733100355674	False	0.0015227159261108339	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P51965ups|UB2E1_HUMAN_UPS	88809.20033662954	83643.96581987725	74322.82941847271	31679545.064371627	26071630.433705755	32092612.969941963	3	0.00420060943559534	-8.508072886016414	False	0.0015476784822765852	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P33898	29735945.369021814	28538201.63161448	28014572.512991745	24969498.274801195	22795879.84893245	23280748.56408892	0	0.004448353279176281	0.28041597047366845	False	0.0015726410384423366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7W1	4136605201.345957	4235632372.847172	4160234687.893061	3986702158.3065886	3911646651.4748144	3880010222.990782	0	0.004501495670020404	0.08953248490042853	False	0.001597603594608088	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60869	634522.2216540846	689709.7970822527	683293.4443361437	808817.3125000008	823509.9502100688	783532.1789551052	0	0.004583682643122531	-0.2671182322088921	False	0.0016225661507738391	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A814	404333.76928263006	572315.6361323735	495682.7276652518	138488.66929590836	48244.25149701564	176396.66569649824	3	0.004646751394101557	2.0195467699348044	False	0.0016475287069395907	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9D4	36998926.59105135	38038126.94237727	35409926.04179947	30240951.263150085	30646479.79973791	31806365.780592736	0	0.005134270987444234	0.25280926476584265	False	0.0016724912631053421	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9J8	18575517.392998107	19505086.24984196	19152586.702979468	21524696.113800973	20976652.314246595	20737083.13355781	0	0.005327036674917589	-0.14394955726513858	False	0.0016974538192710935	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A898	44726379.78078768	45886616.40195195	45365361.57694272	38855986.55461022	39157680.74183436	36651464.50746925	0	0.005415178279479012	0.24595029821870426	False	0.0017224163754368449	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P63284	897249711.4424107	898019053.4149597	919981167.9663272	951646742.4878922	980807765.4574704	971347360.736106	0	0.005544951788417777	-0.09685801809804516	False	0.001747378931602596	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60785	192066325.43040136	185040086.27878332	188635624.3096948	170951681.44570416	171714530.9915143	168888962.29678026	0	0.005707237190309537	0.14525451782196958	False	0.0017723414877683476	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AC84	7720973.894640087	6933875.020378623	7937936.469738183	9833309.223263144	9315831.776411708	10381576.008736525	0	0.005935653707253343	-0.38635423918496153	False	0.001797304043934099	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P36659	34025350.26606924	37380568.31105155	36506646.87103325	28585583.330854345	29723863.198310714	27575732.4659456	0	0.0061181207261090075	0.3293817680360385	False	0.0018222666000998504	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AAZ4	16603560.998890636	16281992.999660814	16084856.192848451	17220196.93947275	17773699.03683093	17460816.511667065	0	0.006260825991987447	-0.09916210859372747	False	0.0018472291562656017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8G9	50389758.47312736	50007083.46340542	52145698.24515979	56923177.47287622	56066458.03557187	56103245.04479408	0	0.006515796748692898	-0.14860428889698774	False	0.0018721917124313529	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A908	71070118.80933064	75352804.9549775	67592366.2249506	57269968.15994744	51692094.49008851	57887832.74693029	0	0.006529685907246677	0.3591630893567899	False	0.0018971542685971045	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P04805	886813641.8038876	848911998.3631132	869728376.834058	932432929.533162	956896892.9871236	947839927.6663126	0	0.006535487192593743	-0.12291767758456823	False	0.0019221168247628559	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABV6	36211382.41073869	35483864.852124736	38229307.37278643	42866772.03443448	43910731.58853666	43850473.875136375	0	0.006705582177214974	-0.24895023454374715	False	0.0019470793809286072	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P04846	16674583.377771506	16059984.25505046	16270971.805844404	18208037.04642225	18307367.713189933	19200533.48341201	0	0.007267417942005072	-0.18514525126882908	False	0.0019720419370943586	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P06996	5917104745.683165	6020669995.826617	5876287338.621577	5488933144.023788	5543067263.696087	5674957893.059915	0	0.007290275864500792	0.09256742918472315	False	0.00199700449326011	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P37194	697938106.0021602	739173768.810175	723066346.7324439	604773022.0513623	597590244.8848826	608137925.4197199	0	0.007312721938340841	0.2547612172677083	False	0.002021967049425861	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABD8	524421871.4148716	496740653.4036523	479907155.6138736	410183541.2795782	378814430.219678	425859176.8243352	0	0.007409157005011187	0.30520426786138066	False	0.0020469296055916127	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75957	25429990.732988674	24919749.1841424	27129816.57919998	29521852.851302505	32125775.23513302	31253270.192894857	0	0.007529094695280629	-0.2618768506333889	False	0.002071892161757364	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P23893	411063206.62221694	415762151.1587529	430672866.6405961	467612451.35915065	473621526.0145973	467332096.1393826	0	0.0078020554509327465	-0.16367087678964992	False	0.0020968547179231155	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P22186	8640836.32190361	8697394.936133532	8756978.787694234	9592385.322929032	9898117.77149899	9547185.756530166	0	0.007918213489806411	-0.15414161729254783	False	0.002121817274088867	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AAU2	88809.20033662954	83643.96581987725	74322.82941847271	1654814.499999998	1810788.4758589128	2217150.823503657	3	0.008415904497704364	-4.525316240751133	False	0.002146779830254618	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P12282	12739153.238471322	9250500.962569814	10957703.382794166	138488.66929590836	48244.25149701564	176396.66569649824	3	0.00841748947499325	6.503534473320482	False	0.0021717423864203696	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75856	12300636.987281274	16124430.641894016	16706496.46229783	138488.66929590836	48244.25149701564	176396.66569649824	3	0.008428002075177137	6.957508487096887	False	0.002196704942586121	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABH9	304105663.46038646	309199994.6593954	315673057.4650162	325832618.78725183	336201950.31427646	331664365.5018018	0	0.008912004551091628	-0.09716327574656403	False	0.0022216674987518724	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AA04	1328127651.8878543	1638850930.6047924	1573413567.1223032	881544271.7308878	916209497.02545	764556867.5327228	0	0.009112396251554335	0.8253715188275416	False	0.0022466300549176237	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P77802	2084718.194916864	1413105.8704755078	1579437.5426276578	138488.66929590836	752658.097147061	176396.66569649824	2	0.009192942101095846	2.249755831527386	False	0.0022715926110833747	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7B5	82803909.25560841	84733349.34924108	81635093.51238528	78457369.70510189	75940514.80861977	77909216.12132277	0	0.009578052050081462	0.10111074558899265	False	0.0022965551672491265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9C5	1516740094.3890228	1502646185.9893248	1459398838.5986896	1344120469.2058716	1360855036.0387774	1359312100.8621328	0	0.009961170837673155	0.1401049540181478	False	0.002321517723414878	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABH0	45025478.292879775	44199324.94627844	47165659.602400936	38968154.94705082	39834009.1569954	41402938.91807774	0	0.009976688196229032	0.18224462331275912	False	0.0023464802795806292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABA0	946421045.460292	999124687.1515908	968993320.6838366	1082107981.9721274	1096794070.046919	1096969930.544273	0	0.009982820187450215	-0.16861124603022096	False	0.0023714428357463806	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00490	306423703.77687407	317791742.908956	306311910.9274058	277475281.3449568	290506364.63225424	287189057.46031815	0	0.01003022813818005	0.12183613646281775	False	0.002396405391912132	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P19318	1051774.9127389237	543087.9939194786	829628.2636003771	2177332.7499999977	1675926.6517308997	1676233.11885149	0	0.010049809619273329	-1.1894650809254472	False	0.0024213679480778834	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P15034	156180699.15086403	159331391.5834707	152879315.91179317	147584809.52533102	142658634.20065475	144721884.7467104	0	0.010540083893831712	0.10681420078356482	False	0.0024463305042436347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7S9	2577661842.9249988	2641689318.676879	2641626372.4801803	2775691312.050601	2723904133.0425744	2810694176.325705	0	0.01121581009411948	-0.08019003043420055	False	0.002471293060409386	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AG14	38245178.92458062	37282735.47079601	34093683.7008116	27547138.21430362	29940266.19140702	29971211.259921703	0	0.0116024764583343	0.3258596539034799	False	0.0024962556165751375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6P5	125023514.37333266	121366290.92039318	126680065.46117088	131867783.82295178	136903847.62961122	138355385.78807256	0	0.011960784170624086	-0.12603311059690028	False	0.002521218172740889	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A890	49428186.56468233	49149438.06161103	49682773.59023872	47796760.20521093	47150856.99598277	46602996.34182763	0	0.012048838591476362	0.06681528894235525	False	0.0025461807289066402	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P09549	28735514.924761765	28105520.81817206	26133016.34843472	31722086.493978243	33707535.86201952	31450486.321835667	0	0.012133847457298215	-0.22354024059211855	False	0.0025711432850723916	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P64519	2058141.48958372	1632488.3985513505	1781618.2097116385	1254999.334473963	1026047.961413334	1015322.0693624044	0	0.012191399720117098	0.7312557311908274	False	0.002596105841238143	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
