Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	141434.0	77066800.0	5091950.0	73453800.0	71253600.0	5722950.0	1	8.87720551870596e-06	4.3392544830030975	True	0.00028705636743215035	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		17	17.0	14038700.0	137112000.0	14329900.0	137781000.0	138906000.0	14222000.0	0	1.1094343943190547e-05	3.280323199461622	True	0.0003131524008350731	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	10140100.0	130313000.0	10825800.0	136003000.0	135305000.0	12959000.0	0	1.4917107364977417e-05	3.5654182388980216	True	0.0003392484342379958	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9.0	15239300.0	129546000.0	15539900.0	130378000.0	132366000.0	15990300.0	0	1.8070387319575766e-05	3.068280649153964	True	0.00036534446764091864	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		9	9.0	6596690.0	49289500.0	6018050.0	49084400.0	49173700.0	5649390.0	0	1.915124895228246e-05	3.014095515568131	True	0.00039144050104384135	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		7	7.0	8679530.0	82158800.0	8184510.0	82730600.0	84868100.0	9183020.0	0	2.2830007090391076e-05	3.2613355555110934	True	0.0004175365344467641	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1693530000.0	1280240000.0	1691230000.0	1279630000.0	1260260000.0	1725670000.0	0	3.1822344846503554e-05	-0.41982295263059854	False	0.0004436325678496869	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		7	7.0	11423000.0	89416900.0	9357240.0	92553800.0	90958700.0	5302850.0	0	3.667567717127558e-05	3.3873411129648416	False	0.0004697286012526096	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		10	10.0	7320280.0	69225800.0	7997080.0	69769300.0	67521000.0	7577150.0	0	3.7432966765645427e-05	3.173180665410187	False	0.0004958246346555324	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9.0	15695300.0	146995000.0	17397200.0	145121000.0	150757000.0	15840200.0	0	3.782193191608976e-05	3.1780222503389934	False	0.0005219206680584551	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	11	11.0	1308220000.0	1188780000.0	1318760000.0	1191770000.0	1177970000.0	1325640000.0	0	4.808892074991171e-05	-0.15153191851697684	False	0.0005480167014613779	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8.0	16196400.0	149238000.0	16216500.0	151505000.0	153089000.0	16585500.0	0	5.621651959299535e-05	3.211351792833996	False	0.0005741127348643007	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	8456050.0	78093500.0	8992550.0	77391400.0	80172100.0	9175000.0	0	5.7256716077123245e-05	3.145910967639831	False	0.0006002087682672235	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18.0	9225880.0	83318100.0	8974130.0	85509600.0	83638000.0	9164510.0	0	6.887376224606064e-05	3.2057089409510526	False	0.0006263048016701462	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2.0	141434.0	75915900.0	165850.0	72459200.0	81264800.0	9524900.0	2	7.128406874759474e-05	4.545717607621528	False	0.0006524008350730689	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P77552	YDHQ_ECOLI	ydhQ	Uncharacterized protein YdhQ	6	6.0	13145000.0	13924100.0	13129200.0	13954800.0	14051900.0	13027800.0	0	8.090297810099418e-05	0.09340762549284394	False	0.0006784968684759916	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11.0	1439710000.0	1310010000.0	1433540000.0	1320800000.0	1307110000.0	1440940000.0	0	9.267248398465048e-05	-0.1316559124503584	False	0.0007045929018789144	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	141434.0	59001200.0	7290940.0	61913700.0	56120200.0	117015.0	2	9.326878886542153e-05	4.551531728970282	False	0.0007306889352818373	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		3	3.0	141434.0	26861600.0	165850.0	26873500.0	27707600.0	117015.0	3	0.00010358856410900731	7.584560301965024	False	0.00075678496868476	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18.0	8540940.0	93737000.0	8356780.0	90850300.0	94974900.0	9273640.0	0	0.00010524940172836906	3.4171085036800566	False	0.0007828810020876827	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4.0	141434.0	21580800.0	1192070.0	22394500.0	20021200.0	117015.0	2	0.00012377689237358462	5.463351907282005	False	0.0008089770354906055	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7.0	141434.0	15157800.0	165850.0	15602100.0	14983900.0	117015.0	3	0.00013672577060782238	6.752351128703995	False	0.0008350730688935282	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	28	27.0	2810340000.0	2579370000.0	2785460000.0	2576660000.0	2595870000.0	2817390000.0	0	0.00015169365600427933	-0.11810296585944477	False	0.000861169102296451	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		11	10.0	16856800.0	159995000.0	18862100.0	169253000.0	163239000.0	18987100.0	0	0.00015847344672458548	3.170314665239016	False	0.0008872651356993738	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	6595910.0	57985200.0	165850.0	49179900.0	56439400.0	5828050.0	1	0.0001955926157303525	3.699884014865432	False	0.0009133611691022964	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		21	21.0	16283500.0	153300000.0	15598100.0	156878000.0	149730000.0	16089600.0	0	0.00019854645479013374	3.261104859170854	False	0.0009394572025052192	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7.0	10903900.0	101973000.0	10902100.0	103493000.0	98939700.0	11081700.0	0	0.00021295633652419294	3.2103753515813644	False	0.000965553235908142	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	9231220.0	80776000.0	9513220.0	85264900.0	82383800.0	9989580.0	0	0.0002262894230949549	3.111976872124634	False	0.0009916492693110648	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	9492970.0	84686000.0	10498500.0	84809100.0	80342400.0	10312400.0	0	0.00023870267894092028	3.0434160861547066	False	0.0010177453027139876	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23.0	16139900.0	146738000.0	14926400.0	153622000.0	145127000.0	15759800.0	0	0.00030582843670078	3.249998541710432	False	0.0010438413361169101	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		10	10.0	7663710.0	74815000.0	7779710.0	77047300.0	72237400.0	8380010.0	0	0.000320740261088575	3.2336876709288505	False	0.001069937369519833	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11.0	14681800.0	102158000.0	15174800.0	103466000.0	107937000.0	14507500.0	0	0.00032453051156483613	2.8212815250840766	False	0.0010960334029227559	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	13429200.0	129807000.0	13037800.0	126080000.0	133909000.0	13836400.0	0	0.00033187660835280335	3.273745831116934	False	0.0011221294363256784	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		4	4.0	15874600.0	133726000.0	16669900.0	138731000.0	129925000.0	17305400.0	0	0.0003466705369248367	3.0129032539667273	False	0.0011482254697286014	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5.0	426311000.0	261863000.0	407970000.0	278167000.0	267919000.0	436365000.0	0	0.00037014072234653234	-0.6532260197072218	False	0.001174321503131524	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15.0	16943300.0	157842000.0	16743700.0	150796000.0	148819000.0	16762300.0	0	0.00040449916697291374	3.1807299827242765	False	0.001200417536534447	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		10	10.0	5650420.0	52298900.0	5847270.0	54970300.0	51834200.0	5824070.0	0	0.0004071955791637989	3.199307236497069	False	0.0012265135699373695	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3.0	141434.0	24531600.0	2736660.0	25827000.0	24873400.0	3156730.0	1	0.00040916063522635615	3.639962842249204	False	0.0012526096033402925	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24.0	27182800.0	262779000.0	27587400.0	278174000.0	259680000.0	28215600.0	0	0.0005534256736970407	3.270204683139425	False	0.0012787056367432152	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5.0	264318000.0	162739000.0	286462000.0	153138000.0	152962000.0	280690000.0	0	0.0006004937382628952	-0.8265716268451879	False	0.0013048016701461378	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	165769000.0	139976000.0	165793000.0	140440000.0	133457000.0	171118000.0	0	0.0006518558932224218	-0.28045215607902646	False	0.0013308977035490607	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P33355	YEHS_ECOLI	yehS	Uncharacterized protein YehS	5	5.0	5450310.0	5943360.0	5407230.0	6029750.0	6094940.0	5353220.0	0	0.0006887223375425317	0.15648908178015233	False	0.0013569937369519833	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		4	4.0	2162370.0	15661600.0	2325650.0	17105000.0	16167300.0	2314750.0	0	0.0007709995949967498	2.8466400513311028	False	0.0013830897703549063	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	14	14.0	1093240000.0	899187000.0	1117740000.0	909766000.0	897988000.0	1128410000.0	0	0.0008855612568242821	-0.3029211492420069	False	0.0014091858037578288	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	11271300.0	108740000.0	11403400.0	112837000.0	101540000.0	10176100.0	0	0.0010140835595433297	3.298056247065218	False	0.0014352818371607516	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		2	2.0	141434.0	24416600.0	165850.0	23970100.0	26542300.0	117015.0	3	0.0010160954196555027	7.464299108766191	False	0.0014613778705636746	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	15	15.0	16017200.0	14985700.0	16034200.0	14947500.0	14916900.0	16211000.0	0	0.0013529759890104336	-0.10578845804462093	False	0.0014874739039665971	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9.0	187502000.0	207132000.0	182160000.0	209938000.0	215389000.0	183325000.0	0	0.0015005314379693466	0.19372639321591736	False	0.00151356993736952	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	15	15.0	856939000.0	787061000.0	877467000.0	774899000.0	785117000.0	879289000.0	0	0.0015497670908278724	-0.15522562570117818	False	0.0015396659707724426	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2.0	2001500.0	87777.7	2444940.0	234175.0	97615.3	2114300.0	3	0.0017892372636202772	-3.9668819942782036	False	0.0015657620041753654	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	40	40.0	1728010000.0	1553090000.0	1742180000.0	1602720000.0	1541930000.0	1779630000.0	0	0.0018539296398815616	-0.16030108959756825	False	0.0015918580375782882	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14.0	6281680.0	5940990.0	6401740.0	5886900.0	6026790.0	6389630.0	0	0.001926222302562358	-0.09523328812968701	False	0.001617954070981211	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6N4	EFP_ECOLI	efp	Elongation factor P	6	6.0	679360000.0	602964000.0	706836000.0	616870000.0	624242000.0	690566000.0	0	0.001955596061603767	-0.17143777580976882	False	0.0016440501043841337	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5.0	14202800.0	15583700.0	14301500.0	16097000.0	15762100.0	14585800.0	0	0.002034943739174618	0.13883271146441786	False	0.0016701461377870565	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19.0	64109100.0	66027200.0	63686500.0	66066700.0	65446600.0	63744000.0	0	0.002072181381681945	0.04450577268472693	False	0.0016962421711899792	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P9	ENO_ECOLI	eno	Enolase	25	25.0	1121860000.0	1038380000.0	1158970000.0	1053110000.0	1024430000.0	1143780000.0	0	0.002097286847453106	-0.13628150777912204	False	0.001722338204592902	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	17	17.0	541771000.0	509611000.0	542686000.0	518644000.0	510126000.0	536008000.0	0	0.0023803774650919436	-0.07499501091520333	False	0.0017484342379958248	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	14	14.0	75949400.0	82227500.0	74673500.0	81084700.0	80609600.0	73526000.0	0	0.002405493693527127	0.12196128229478259	False	0.0017745302713987475	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7L8	RL27_ECOLI	rpmA	50S ribosomal protein L27	5	5.0	703718000.0	636474000.0	712240000.0	649327000.0	619117000.0	730572000.0	0	0.002501966225485545	-0.17227743997449638	False	0.0018006263048016703	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	7	7.0	847147000.0	721172000.0	826940000.0	751154000.0	716324000.0	833590000.0	0	0.002962945574006607	-0.19631027149542518	False	0.0018267223382045928	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17.0	32360100.0	35301500.0	32454000.0	36335800.0	36479300.0	33442700.0	0	0.0029780165512060253	0.13795888882552904	False	0.0018528183716075158	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P30131	HYPF_ECOLI	hypF	Carbamoyltransferase HypF	1	1.0	691946.0	87777.7	526685.0	234175.0	97615.3	716090.0	3	0.0031735341458301747	-2.205148980452548	False	0.0018789144050104384	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	9	9.0	782816000.0	668962000.0	787382000.0	626428000.0	625162000.0	804450000.0	0	0.0031991205128940694	-0.3061926488470856	False	0.0019050104384133613	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	7	7.0	12800500.0	14372900.0	12925500.0	14354600.0	14413200.0	13128700.0	0	0.0035274170987962764	0.15096046321304138	False	0.001931106471816284	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8.0	1034770000.0	949459000.0	1023540000.0	920112000.0	959100000.0	1055200000.0	0	0.003744442783702801	-0.13841752486304487	False	0.0019572025052192066	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	7	7.0	7386550.0	6231480.0	7138460.0	6260870.0	6587050.0	7361740.0	0	0.0037792092490513494	-0.1980419393692623	False	0.0019832985386221296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	717371000.0	678060000.0	717820000.0	675714000.0	690154000.0	732780000.0	0	0.0037923996147783564	-0.08500108214312815	False	0.002009394572025052	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27.0	1675050000.0	1535670000.0	1682790000.0	1562770000.0	1572480000.0	1638970000.0	0	0.0038439715958380424	-0.09730062575058206	False	0.002035490605427975	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	20	20.0	212031000.0	202271000.0	210462000.0	203302000.0	199525000.0	215054000.0	0	0.0039048562856935256	-0.0753628852374149	False	0.0020615866388308977	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4.0	197854000.0	163362000.0	196783000.0	169589000.0	159671000.0	199869000.0	0	0.004050280138343757	-0.27121031174224136	False	0.0020876826722338203	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	7	7.0	175959000.0	165624000.0	172974000.0	167995000.0	166786000.0	176097000.0	0	0.004130269611097156	-0.06930365529026371	False	0.0021137787056367432	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60560	GUAC_ECOLI	guaC	GMP reductase	5	5.0	10755100.0	9889270.0	10692600.0	10102500.0	9885640.0	10668300.0	0	0.004596231615929621	-0.10423712870033526	False	0.002139874739039666	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEK2	FABG_ECOLI	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	11	11.0	381036000.0	355601000.0	391399000.0	351596000.0	350605000.0	392719000.0	0	0.00462489887341781	-0.13945104224483607	False	0.0021659707724425888	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4.0	45459600.0	43776700.0	45522600.0	44006200.0	43271600.0	45807400.0	0	0.004661794768472042	-0.06179165534990401	False	0.0021920668058455117	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69805	PTND_ECOLI	manZ	Mannose permease IID component	5	5.0	36778600.0	32782200.0	36832300.0	31794400.0	32972300.0	36508700.0	0	0.004821883631708838	-0.17487376495120444	False	0.0022181628392484343	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10.0	213173000.0	210197000.0	215574000.0	208965000.0	208118000.0	215253000.0	0	0.005130343276728315	-0.03795112339696231	False	0.002244258872651357	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	51	51.0	966503000.0	909853000.0	972508000.0	930121000.0	923084000.0	991648000.0	0	0.005208844399502387	-0.08495926503081982	False	0.00227035490605428	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17.0	78401200.0	70386300.0	77029400.0	72585800.0	69592600.0	78593100.0	0	0.00532403574313238	-0.13875260892162244	False	0.002296450939457203	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	35	35.0	78331700.0	80410900.0	78944900.0	80274900.0	81042200.0	79078600.0	0	0.00558927250424224	0.03242798853384745	False	0.0023225469728601253	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P26365	AMIB_ECOLI	amiB	N-acetylmuramoyl-L-alanine amidase AmiB	1	1.0	141434.0	2577490.0	165850.0	2826680.0	3302500.0	117015.0	3	0.005711985370066707	4.358967859823499	False	0.002348643006263048	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
