Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3.0	38293200.0	37187200.0	36480500.0	36434900.0	32781600.0	34222200.0	0	0.10339963993024816	0.11299537387223997	False	0.01104199066874028	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	29	29.0	373257000.0	369324000.0	353944000.0	368058000.0	366348000.0	361788000.0	0	0.1035921342739187	0.037582798067079606	False	0.011067910834629342	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A817	METK_ECOLI	metK	S-adenosylmethionine synthase	17	17.0	95079500.0	93845900.0	93956800.0	95716900.0	91811200.0	90050700.0	0	0.10418143557355197	0.04542980096284808	False	0.011093831000518405	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2.0	1553150.0	1625520.0	1436400.0	1855260.0	1368680.0	1516760.0	0	0.10432158974988712	0.22003949226050265	False	0.011119751166407467	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47.0	117856000.0	120048000.0	118374000.0	119161000.0	115275000.0	115035000.0	0	0.10457706408867093	0.034266560966347955	False	0.011145671332296526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12.0	6429020.0	6079350.0	5401020.0	6609130.0	6211350.0	5586240.0	0	0.10460434371498549	0.15260190375512886	False	0.011171591498185588	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	3	3.0	5881990.0	6397370.0	5959920.0	6453860.0	5821990.0	5444060.0	0	0.10473991711867489	0.12101367780420136	False	0.011197511664074651	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3.0	7113000.0	6812910.0	7615400.0	6961940.0	7448560.0	7071610.0	0	0.10524027272732844	-0.08370252139559378	False	0.011223431829963713	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28.0	84898200.0	85451800.0	85234700.0	87295100.0	82686100.0	82345600.0	0	0.10575758397785268	0.04192054277505742	False	0.011249351995852775	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5.0	2123550.0	2457230.0	2602220.0	2503180.0	2805310.0	2601710.0	0	0.10600973333873889	-0.17710928536715642	False	0.011275272161741835	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37194	SLP_ECOLI	slp	Outer membrane protein slp	6	6.0	254468000.0	232153000.0	266702000.0	250594000.0	265240000.0	260886000.0	0	0.10680831809264002	-0.10492248896626144	False	0.011301192327630898	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9.0	146580000.0	141892000.0	149574000.0	144347000.0	145533000.0	150810000.0	0	0.10687089834067011	-0.04301136920046105	False	0.01132711249351996	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28632	HOLD_ECOLI	holD	DNA polymerase III subunit psi	1	1.0	92742.0	86292.2	278045.0	307019.0	419063.0	347537.0	2	0.10694121198321699	-1.1038266219541595	False	0.011353032659409021	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18.0	71256400.0	72305900.0	74701100.0	73011900.0	72823100.0	73681000.0	0	0.1071867139368331	-0.03052391209801986	False	0.011378952825298083	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A823	SFSA_ECOLI	sfsA	Sugar fermentation stimulation protein A	3	3.0	2004990.0	1811130.0	1719630.0	2116500.0	1709180.0	1791090.0	0	0.10722397811342052	0.18464720863026524	False	0.011404872991187144	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27.0	1561850000.0	1513700000.0	1569980000.0	1530970000.0	1579080000.0	1572700000.0	0	0.10738516507775661	-0.03564743664101248	False	0.011430793157076206	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9.0	59461000.0	55855000.0	55269800.0	60006000.0	55317300.0	54312700.0	0	0.10878043994270031	0.0884173927377211	False	0.011456713322965268	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6.0	23603400.0	22375100.0	21990400.0	24121400.0	21724700.0	22352000.0	0	0.10935196016510147	0.08548036684011305	False	0.01148263348885433	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6.0	50400100.0	49316600.0	50078300.0	49149400.0	51314100.0	50742000.0	0	0.10973412264030231	-0.03133114741776517	False	0.011508553654743393	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	17	17.0	134002000.0	132265000.0	141684000.0	135922000.0	137856000.0	135781000.0	0	0.11104419149948931	-0.046353197023942486	False	0.011534473820632453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1.0	12477500.0	22480500.0	11082500.0	9362650.0	133717.0	105835.0	2	0.11111301453017554	1.9688435850838728	False	0.011560393986521514	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	2	2.0	14351700.0	15422500.0	14497400.0	14723500.0	13811200.0	13715200.0	0	0.11155533578586205	0.08252414435543541	False	0.011586314152410576	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10.0	112830000.0	106673000.0	106646000.0	114360000.0	106003000.0	103357000.0	0	0.11157232074862831	0.07930426608165538	False	0.011612234318299637	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9.0	317229000.0	305402000.0	294435000.0	299047000.0	297819000.0	289173000.0	0	0.11184688638103532	0.0644217245728566	False	0.0116381544841887	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25516	ACON1_ECOLI	acnA	Aconitate hydratase 1	12	12.0	10091600.0	10152300.0	9773810.0	10208100.0	9747080.0	9068650.0	0	0.11189330238116603	0.09104957583467171	False	0.01166407465007776	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2.0	25320800.0	27082400.0	24136500.0	27150700.0	25021100.0	25718700.0	0	0.11222426676730396	0.08742351191233878	False	0.011689994815966822	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	3	3.0	6550300.0	7130990.0	6564610.0	6790020.0	6318170.0	6320610.0	0	0.11253412136995529	0.09224241194678798	False	0.011715914981855884	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12.0	20568300.0	20984200.0	20566700.0	20708400.0	20205600.0	19778700.0	0	0.11274940674561612	0.0401756453171816	False	0.011741835147744947	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60651	SPEB_ECOLI	speB	Agmatinase	6	6.0	99429100.0	99068200.0	97379700.0	99700800.0	98031200.0	94726100.0	0	0.11278993636720272	0.0395367770292786	False	0.011767755313634009	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AED9	DCM_ECOLI	dcm	DNA-cytosine methyltransferase	6	6.0	1037950.0	1215210.0	1203140.0	1163920.0	1513760.0	1376060.0	0	0.11283765487120116	-0.2603805433137715	False	0.011793675479523069	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33362	OSMF_ECOLI	osmF	Putative osmoprotectant uptake system substrate-binding protein OsmF	5	5.0	6135710.0	6678870.0	5796020.0	6044170.0	6006490.0	5557210.0	0	0.11348226305916875	0.1194903758179718	False	0.01181959564541213	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P78067	YNJE_ECOLI	ynjE	Thiosulfate sulfurtransferase YnjE	13	13.0	20342500.0	19936600.0	19899700.0	20046900.0	18759200.0	19070000.0	0	0.11348513521032932	0.0634861899604257	False	0.011845515811301194	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9.0	112886000.0	112662000.0	118288000.0	111631000.0	116861000.0	113380000.0	0	0.11356858311407872	-0.047764017270867744	False	0.011871435977190255	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	5	5.0	10567300.0	10417600.0	10191900.0	10740300.0	10462400.0	9943950.0	0	0.11357644443347321	0.05218011555267643	False	0.011897356143079317	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	9	9.0	45978200.0	48726800.0	45136100.0	47003000.0	45442200.0	41422500.0	0	0.11395824034815394	0.10237453346597276	False	0.011923276308968377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1.0	99612000.0	96858500.0	107862000.0	93953700.0	99508200.0	101841000.0	0	0.11415026119881366	-0.09043090344011592	False	0.01194919647485744	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	16	16.0	24299500.0	24429700.0	24609300.0	24175700.0	25779300.0	26078900.0	0	0.1142616350713001	-0.06883092535229339	False	0.011975116640746502	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	10	10.0	43057100.0	43038700.0	41260700.0	40968600.0	40158600.0	40465300.0	0	0.11432389595535025	0.06004402855325111	False	0.012001036806635564	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1.0	2116770.0	2089500.0	1915700.0	1844750.0	1724490.0	1755360.0	0	0.11458314851518944	0.16540832355467255	False	0.012026956972524625	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37.0	305187000.0	301995000.0	311130000.0	309728000.0	312743000.0	309978000.0	0	0.11567083965283408	-0.026412248072483907	False	0.012052877138413685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	2	2.0	561790.0	675013.0	415711.0	675240.0	133717.0	508498.0	1	0.11583894710010516	0.8538762514149041	False	0.012078797304302748	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21513	RNE_ECOLI	rne	Ribonuclease E	35	35.0	57107300.0	55353300.0	57868400.0	56372400.0	57291000.0	57528200.0	0	0.11609194381254566	-0.03256757253333125	False	0.01210471747019181	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	27	27.0	178346000.0	179579000.0	186473000.0	179620000.0	185471000.0	180346000.0	0	0.11619699099586807	-0.03904047217209866	False	0.012130637636080872	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3.0	3980680.0	3733000.0	3007930.0	3540160.0	3153210.0	3646330.0	0	0.1163934880742348	0.19846443495345248	False	0.012156557801969933	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P32680	YJAG_ECOLI	yjaG	Uncharacterized protein YjaG	8	8.0	21974200.0	22292200.0	24483800.0	22938600.0	24304100.0	22673000.0	0	0.11671337037845593	-0.0885855113796723	False	0.012182477967858995	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12.0	99970700.0	98541200.0	93867500.0	100049000.0	96466000.0	98410400.0	0	0.11771547076650983	0.048234771762542115	False	0.012208398133748057	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2.0	3695990.0	4075920.0	3746290.0	4035140.0	3689180.0	3466330.0	0	0.11808805800127813	0.11508219280569641	False	0.012234318299637118	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76372	WZZB_ECOLI	wzzB	Chain length determinant protein	6	6.0	44478000.0	43286300.0	45778500.0	40284000.0	52303600.0	45839000.0	0	0.11891346994245575	-0.1685900188764729	False	0.01226023846552618	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3.0	33560900.0	32304400.0	32095200.0	37412400.0	30032700.0	29883200.0	0	0.11894102894080807	0.1666489571429195	False	0.012286158631415243	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31119	AAS_ECOLI	aas	Bifunctional protein aas	12	12.0	6727260.0	6904520.0	6010930.0	6129200.0	6275630.0	5735980.0	0	0.11915694551938116	0.13285214464147108	False	0.012312078797304303	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25437	FRMA_ECOLI	frmA	S-(hydroxymethyl)glutathione dehydrogenase	4	4.0	38594600.0	39340700.0	40113000.0	37826700.0	45804200.0	42385300.0	0	0.11917804763228222	-0.14838752951467477	False	0.012337998963193365	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEE5	DGAL_ECOLI	mglB	D-galactose-binding periplasmic protein	3	3.0	6676130.0	6859230.0	7625490.0	6937500.0	7773120.0	6957240.0	0	0.11930752515270117	-0.12693974335067548	False	0.012363919129082426	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	11	11.0	14556400.0	15201300.0	13129700.0	13958100.0	13989400.0	13879900.0	0	0.11943131626932132	0.09256607897500747	False	0.01238983929497149	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q47147	YAFJ_ECOLI	yafJ	Putative glutamine amidotransferase YafJ	4	4.0	3396650.0	4081100.0	4300730.0	3719580.0	4049960.0	4296720.0	0	0.1199059717830381	-0.17568720975769034	False	0.012415759460860551	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	22	22.0	28570200.0	28578500.0	28913200.0	27690100.0	29561100.0	28694500.0	0	0.12051843774503235	-0.03908763414141414	False	0.012441679626749611	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	19	19.0	12549400.0	12508400.0	11555800.0	12183300.0	12309100.0	11687700.0	0	0.12054423057480933	0.06694061723471857	False	0.012467599792638673	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20.0	23470700.0	23194200.0	23076600.0	23193500.0	22037100.0	21829400.0	0	0.12111765624863287	0.06149823951364275	False	0.012493519958527736	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2.0	3458450.0	2592670.0	2818280.0	3401940.0	2454110.0	2049380.0	0	0.1211406881935796	0.3685889573782502	False	0.012519440124416798	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3.0	19050200.0	18463000.0	19719800.0	18614000.0	19988300.0	18867300.0	0	0.12132163383563839	-0.06159481118497971	False	0.01254536029030586	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	12	12.0	20205200.0	19109000.0	21569900.0	19994800.0	21334200.0	20003400.0	0	0.12164824243183871	-0.08498098237844551	False	0.01257128045619492	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P29208	MENC_ECOLI	menC	o-succinylbenzoate synthase	5	5.0	12118000.0	11631900.0	11333900.0	13195500.0	8984160.0	11154600.0	0	0.12275638477157597	0.2312956311943316	False	0.012597200622083981	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4.0	5978510.0	6425810.0	6018840.0	6008780.0	5659100.0	5486900.0	0	0.12299773427723491	0.10127612751201207	False	0.012623120787973044	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	6	6.0	7791190.0	8287420.0	7514360.0	7639370.0	7297720.0	7472420.0	0	0.1232056545005139	0.0899405530586013	False	0.012649040953862106	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	14	14.0	14989600.0	15547000.0	15034400.0	15408300.0	14728200.0	14983600.0	0	0.12487024003936784	0.03813955861374547	False	0.012674961119751168	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	15	15.0	23330900.0	23998300.0	23570500.0	24404400.0	22789200.0	23070700.0	0	0.12514105455685676	0.047081552162485885	False	0.012700881285640227	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEN8	FUCM_ECOLI	fucU	L-fucose mutarotase	3	3.0	21316300.0	23562100.0	23938600.0	23580500.0	24961900.0	24924600.0	0	0.12569028640257437	-0.10887329430763737	False	0.01272680145152929	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11.0	157380000.0	153800000.0	159168000.0	157563000.0	157675000.0	161222000.0	0	0.1260887973233418	-0.028409641159438476	False	0.012752721617418352	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19.0	209897000.0	203279000.0	209816000.0	205944000.0	211098000.0	212099000.0	0	0.12611539380566247	-0.03201606342532317	False	0.012778641783307414	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	23	23.0	94946800.0	96681800.0	91977100.0	93668000.0	93588500.0	93498900.0	0	0.12635192584742586	0.031863944035817965	False	0.012804561949196476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5.0	45561800.0	45443900.0	44285400.0	44803600.0	45105200.0	44411300.0	0	0.12654890010183392	0.02148367384078219	False	0.012830482115085537	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	14	14.0	71219700.0	70853400.0	72169600.0	71122600.0	74002700.0	71924800.0	0	0.12664343220628707	-0.03279224654011883	False	0.012856402280974599	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1	1.0	130296000.0	132687000.0	147093000.0	131194000.0	137177000.0	136014000.0	0	0.12672657202095503	-0.09252093644649881	False	0.01288232244686366	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31808	YCIK_ECOLI	yciK	Uncharacterized oxidoreductase YciK	5	5.0	10451800.0	10130200.0	10530100.0	10031700.0	10544900.0	10490700.0	0	0.127257566963963	-0.04418032376167452	False	0.012908242612752722	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4.0	16440600.0	15877200.0	15761700.0	15905200.0	15223900.0	15762300.0	0	0.1277158848218523	0.04481984720993827	False	0.012934162778641786	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8.0	30617300.0	28967300.0	28764600.0	30801300.0	28962300.0	28417200.0	0	0.12780201426548493	0.0693457431571194	False	0.012960082944530845	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4.0	63054800.0	61446600.0	64820300.0	64507200.0	64736200.0	65757400.0	0	0.12809480667790724	-0.04734274646921352	False	0.012986003110419907	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8.0	36546600.0	36569300.0	40354500.0	38697100.0	38164700.0	38834200.0	0	0.12837670067543147	-0.06977170701984702	False	0.013011923276308969	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25741	RFAP_ECOLI	rfaP	Lipopolysaccharide core heptose(I) kinase RfaP	1	1.0	1115160.0	1159870.0	939968.0	862341.0	133717.0	105835.0	2	0.12854162725185378	1.4113562594674882	False	0.013037843442198032	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	6	6.0	18879200.0	18991800.0	18409300.0	19231400.0	15244100.0	16611300.0	0	0.1289773195691875	0.18400580628107463	False	0.013063763608087094	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	3	3.0	20356200.0	20368300.0	22383800.0	21053500.0	20773500.0	22294600.0	0	0.1295285675859381	-0.08334190676708195	False	0.013089683773976154	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A821	SELA_ECOLI	selA	L-seryl-tRNA(Sec) selenium transferase	12	12.0	4518210.0	4535210.0	4875390.0	4661620.0	4790810.0	4606220.0	0	0.1301195848156237	-0.0574711459166767	False	0.013115603939865215	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25.0	74163000.0	74910700.0	75989700.0	75749100.0	76318300.0	75751000.0	0	0.1308494419995771	-0.020618753773149406	False	0.013141524105754277	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4.0	4420740.0	4271950.0	4338100.0	4430750.0	4202370.0	4173650.0	0	0.1316711559579253	0.04571432774369927	False	0.01316744427164334	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76938	EPMC_ECOLI	epmC	Elongation factor P hydroxylase	2	2.0	5346550.0	5621430.0	6289390.0	5037780.0	5446040.0	6031500.0	0	0.13283516834645656	-0.1506032335265241	False	0.013193364437532402	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2.0	3628720.0	4534300.0	5024580.0	4142170.0	4541470.0	4561420.0	0	0.13349897880910158	-0.1992361914948308	False	0.013219284603421462	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4.0	33957400.0	33654900.0	33942700.0	34913000.0	32594000.0	32802800.0	0	0.13415239401270912	0.04554057468232416	False	0.013245204769310523	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADG4	SUHB_ECOLI	suhB	Inositol-1-monophosphatase	14	14.0	81750800.0	83596900.0	81020400.0	82046300.0	81236200.0	80983200.0	0	0.13422329013344736	0.024431202921595317	False	0.013271124935199587	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	32	32.0	100517000.0	101459000.0	99865800.0	101542000.0	97958600.0	94539500.0	0	0.13431938350977254	0.05401689370180586	False	0.013297045101088648	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2.0	92742.0	17276900.0	15645300.0	349212.0	20967600.0	20885500.0	1	0.135191052205883	-1.6982365130287909	False	0.01332296526697771	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7.0	37663700.0	38407300.0	35282000.0	39128600.0	38053900.0	36314900.0	0	0.13526120776196252	0.07121936962182715	False	0.01334888543286677	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	12	12.0	61283000.0	60558600.0	63051800.0	58355500.0	62060900.0	61172000.0	0	0.1354407017638738	-0.04793339387076574	False	0.013374805598755833	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76491	YFBR_ECOLI	yfbR	5'-nucleotidase YfbR	2	2.0	1871090.0	1421370.0	1457410.0	1963690.0	1474580.0	1171060.0	0	0.13559148488821346	0.3573097127752625	False	0.013400725764644895	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	10	10.0	7531150.0	7593390.0	6601120.0	7600110.0	7166500.0	7341410.0	0	0.1361517025992243	0.1063977888902787	False	0.013426645930533956	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
