Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	48531400.0	48806200.0	3185340.0	47802700.0	3043520.0	4142430.0	0	8.438536730577701e-08	3.8067809016859173	True	2.5920165889061693e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18.0	74947200.0	73837100.0	9340320.0	76169100.0	7564820.0	7720760.0	0	2.606724950138756e-07	3.1913778156642163	True	5.1840331778123385e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		8	8.0	189167000.0	184641000.0	21543600.0	183800000.0	17085500.0	20597600.0	0	2.821458941145793e-07	3.23493165045677	True	7.776049766718508e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6.0	67518600.0	66985900.0	7795020.0	68425000.0	7588020.0	8442660.0	0	3.657009578836944e-07	3.0903880995959843	True	0.00010368066355624677	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9.0	40231000.0	39568000.0	3885910.0	40573200.0	4270740.0	3770540.0	0	1.81543640030865e-06	3.335176144876568	True	0.00012960082944530845	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6.0	38086300.0	37370400.0	3743590.0	38119600.0	3412920.0	3772550.0	0	1.9705397626143433e-06	3.377420592275186	True	0.00015552099533437016	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13.0	55335500.0	53111500.0	4728050.0	53157600.0	5619890.0	6595280.0	0	1.9767093891371085e-06	3.2536882793079998	True	0.00018144116122343183	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		16	16.0	26396200.0	26356000.0	2347430.0	26738500.0	3132800.0	2671140.0	0	2.355647073715573e-06	3.285671623969126	True	0.00020736132711249354	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	52048100.0	49556100.0	7976080.0	48611700.0	6337900.0	5087130.0	0	7.353355073698596e-06	2.9528264256971997	True	0.00023328149300155522	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3.0	59863800.0	62056100.0	5872530.0	60597600.0	6054250.0	6856730.0	0	8.47804610702299e-06	3.280496213985376	True	0.0002592016588906169	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15.0	74332800.0	74073700.0	9180800.0	72190800.0	8951430.0	8320740.0	0	1.4698333044168072e-05	3.0599135184373547	True	0.00028512182477967863	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7.0	56514000.0	54713800.0	4610630.0	54830900.0	3884930.0	4059050.0	0	1.9173214690421945e-05	3.7254041910922977	True	0.0003110419906687403	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8.0	79167900.0	78909800.0	73140200.0	79343300.0	73533900.0	72957000.0	0	1.982751902832282e-05	0.11236519170618167	True	0.000336962156557802	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8.0	38549200.0	36515500.0	4054260.0	36639300.0	3413580.0	4551420.0	0	2.82990756864931e-05	3.216260867838987	False	0.00036288232244686367	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		3	3.0	7525290.0	7229870.0	1124090.0	7429550.0	1121400.0	1220120.0	0	3.320995921898634e-05	2.6783844782094595	False	0.00038880248833592535	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	23795300.0	25301000.0	4336350.0	23983700.0	3710620.0	3493850.0	0	3.415845210170119e-05	2.662730899764949	False	0.0004147226542249871	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22.0	68070100.0	65785200.0	6863460.0	67219000.0	7539570.0	7052220.0	0	3.485053170508385e-05	3.2283260807859127	False	0.00044064282011404876	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18.0	33283400.0	32974300.0	2628520.0	33094500.0	3851950.0	3432640.0	0	6.106108540102607e-05	3.325142269636363	False	0.00046656298600311044	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	71374400.0	70099200.0	75684.6	69305900.0	133717.0	105835.0	3	7.287469092278458e-05	9.385083798644967	False	0.0004924831518921722	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	32780600.0	32327500.0	75684.6	33352600.0	133717.0	105835.0	3	7.828684058620908e-05	8.286969140001105	False	0.0005184033177812338	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1081880000.0	1057910000.0	1220360000.0	1070210000.0	1244890000.0	1234730000.0	0	8.030528277592358e-05	-0.20494417502136	False	0.0005443234836702955	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	62177400.0	61392800.0	5326250.0	60768400.0	9073560.0	5724440.0	0	0.00012757230916461974	3.1953512767028385	False	0.0005702436495593573	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	57127900.0	55802100.0	6237370.0	59262400.0	133717.0	5371120.0	1	0.00013204840557641664	3.874245968385266	False	0.0005961638154484189	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3.0	68153100.0	68708500.0	63605000.0	68333700.0	63142100.0	62764900.0	0	0.00014468984103545708	0.11470848288067156	False	0.0006220839813374806	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	66599500.0	68777900.0	7076940.0	66548400.0	7021950.0	7126240.0	0	0.00014532518256743114	3.2499799600083614	False	0.0006480041472265422	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16.0	46222400.0	43974000.0	3991990.0	43809900.0	4689880.0	4595350.0	0	0.00014750555352943301	3.33527581706208	False	0.000673924313115604	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	45605000.0	44259500.0	4234090.0	42554300.0	5000480.0	5157630.0	0	0.00015859333943328444	3.201748916336524	False	0.0006998444790046657	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9.0	152572000.0	150234000.0	137934000.0	151778000.0	139505000.0	137823000.0	0	0.00016149118726196553	0.13052504753686178	False	0.0007257646448937273	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	50099800.0	50833300.0	5766500.0	53722300.0	5359380.0	4492430.0	0	0.00016455885974847947	3.3077469496294976	False	0.0007516848107827891	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		10	10.0	24446800.0	25906500.0	2688850.0	24644300.0	2504120.0	2268310.0	0	0.00018075537605013732	3.329349374101771	False	0.0007776049766718507	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6.0	44615600.0	41796300.0	4954420.0	43259900.0	133717.0	4676650.0	1	0.00018307546589967918	3.7311323826949754	False	0.0008035251425609124	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5.0	279185000.0	281262000.0	387957000.0	266872000.0	393397000.0	409175000.0	0	0.00019896002840646057	-0.5250871433117071	False	0.0008294453084499742	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	9	9.0	443998000.0	447493000.0	411241000.0	450587000.0	416393000.0	415241000.0	0	0.00022305031205596888	0.11078731458734027	False	0.0008553654743390358	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16.0	65171700.0	63271900.0	6205960.0	61852000.0	6243070.0	5882320.0	0	0.00023499329281192886	3.3758572629021115	False	0.0008812856402280975	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	74877400.0	74647300.0	75684.6	72579700.0	6335740.0	105835.0	2	0.0002465884885720154	5.090828700930587	False	0.0009072058061171591	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	38543700.0	36658900.0	75684.6	38446100.0	133717.0	105835.0	3	0.0002603725198630952	8.49393042014223	False	0.0009331259720062209	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	5	5.0	8530310.0	8519760.0	7284520.0	8671310.0	7518920.0	7419030.0	0	0.00027598707524176095	0.2109488686164292	False	0.0009590461378952826	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9.0	89316700.0	87833700.0	9042900.0	92687600.0	8955940.0	9240370.0	0	0.000301987955133544	3.3083367628813303	False	0.0009849663037843443	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7E9	PYRH_ECOLI	pyrH	Uridylate kinase	8	8.0	27681900.0	27675800.0	25476500.0	28053800.0	25285600.0	25528600.0	0	0.0003149210190014657	0.1287391025675486	False	0.001010886469673406	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		10	10.0	30034600.0	28382700.0	3647540.0	28966500.0	3644710.0	3756760.0	0	0.0003363203720960157	2.9834487358509234	False	0.0010368066355624676	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8.0	80814900.0	83189400.0	7488430.0	78300300.0	7538970.0	7832250.0	0	0.0003469803017811134	3.405946573715445	False	0.0010627268014515294	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	5	5.0	408875000.0	410426000.0	334923000.0	424045000.0	330783000.0	342005000.0	0	0.00037094053948424303	0.3031458776788041	False	0.001088646967340591	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3.0	327447000.0	337406000.0	449832000.0	351550000.0	440743000.0	465961000.0	0	0.0003729912273944202	-0.41645479588472384	False	0.0011145671332296527	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		22	22.0	125342000.0	133126000.0	14293100.0	128687000.0	13993900.0	14279000.0	0	0.0003763888375465067	3.1851378452063965	False	0.0011404872991187145	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06616	ERA_ECOLI	era	GTPase Era	9	9.0	7890670.0	7711150.0	8775650.0	7667260.0	8970230.0	8737170.0	0	0.0004261892715855289	-0.18665511262816442	False	0.0011664074650077762	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		15	15.0	48654200.0	45035500.0	4439580.0	48059300.0	3795720.0	4179870.0	0	0.0004983005896656588	3.5131626359102075	False	0.0011923276308968378	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3.0	12783900.0	13229900.0	75684.6	13821300.0	133717.0	105835.0	3	0.0005015139572427467	6.981461340235604	False	0.0012182477967858994	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		9	9.0	54096800.0	52809900.0	9413690.0	56964800.0	9826820.0	9064140.0	0	0.000523027892832895	2.5334539781137355	False	0.0012441679626749612	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	55708200.0	53149600.0	5705860.0	51509500.0	5568520.0	6058070.0	0	0.0005609104844589893	3.209832492485636	False	0.0012700881285640229	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20.0	27637700.0	27210700.0	29075400.0	27281400.0	29379800.0	29013700.0	0	0.0005793211026236365	-0.0908643658857333	False	0.0012960082944530845	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4.0	3358940.0	3496710.0	2752760.0	3512320.0	2764370.0	2884300.0	0	0.0005829657958554565	0.30342663510751944	False	0.0013219284603421463	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5.0	216551000.0	210311000.0	314329000.0	203792000.0	309077000.0	293666000.0	0	0.0006091277773286847	-0.5401862986721286	False	0.001347848626231208	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	6	6.0	13083500.0	13184900.0	12209700.0	12961500.0	11938200.0	12028000.0	0	0.0007180897845435077	0.11692474867308544	False	0.0013737687921202698	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5.0	3366450.0	3413160.0	2882140.0	3319160.0	2751580.0	2758030.0	0	0.0008208050813250271	0.2671359836298543	False	0.0013996889580093314	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	2	2.0	1543740.0	1433010.0	2841340.0	1636830.0	2840960.0	3140690.0	0	0.0008285734347911421	-0.9353809763953639	False	0.001425609123898393	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	28	28.0	92960100.0	92757200.0	86974400.0	93922700.0	87188000.0	88466700.0	0	0.0008750213494228343	0.09054396057163903	False	0.0014515292897874547	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	17945600.0	18622800.0	1973720.0	20122200.0	1739880.0	1680280.0	0	0.0011755133343340687	3.393714207606111	False	0.0014774494556765163	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		2	2.0	9354000.0	8875520.0	75684.6	9994660.0	133717.0	105835.0	3	0.0011808595479651737	6.484352810484426	False	0.0015033696215655781	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	16	16.0	119450000.0	120545000.0	129166000.0	120817000.0	129054000.0	129426000.0	0	0.001216906881391694	-0.10349245727081742	False	0.0015292897874546398	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8.0	604980000.0	624366000.0	692282000.0	596144000.0	700507000.0	713099000.0	0	0.0012387948770501494	-0.20614494406275283	False	0.0015552099533437014	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7.0	87163400.0	85592700.0	93327100.0	87406900.0	92640000.0	94780400.0	0	0.0013342627536684832	-0.1098573771008001	False	0.0015811301192327632	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4.0	12524500.0	12142500.0	75684.6	11031600.0	133717.0	105835.0	3	0.0014191543424328793	6.823288640513358	False	0.0016070502851218249	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		1	1.0	11905500.0	11607400.0	75684.6	13247900.0	133717.0	105835.0	3	0.001703170413927635	6.865589306992686	False	0.0016329704510108867	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1.0	30789800.0	35699000.0	75684.6	33497000.0	133717.0	105835.0	3	0.0018186391630822538	8.309144361289391	False	0.0016588906168999483	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9.0	71420400.0	74490100.0	9767150.0	64935200.0	9037580.0	9581890.0	0	0.002028389715938776	2.8929046170662644	False	0.00168481078278901	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	39	39.0	118847000.0	118761000.0	115713000.0	117886000.0	115224000.0	115106000.0	0	0.0021498213747791445	0.03887388916362647	False	0.0017107309486780716	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2.0	229405000.0	229925000.0	204817000.0	233232000.0	207014000.0	198915000.0	0	0.0022936729893418446	0.18137072107315183	False	0.0017366511145671332	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3.0	18224300.0	17123100.0	21930500.0	17596400.0	21027500.0	20633900.0	0	0.002336599685225696	-0.2643812674833013	False	0.001762571280456195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8.0	57315800.0	55493500.0	61171500.0	56299800.0	61534500.0	62242100.0	0	0.002378378707603263	-0.12916618421349466	False	0.0017884914463452567	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6.0	230044000.0	226680000.0	209197000.0	233681000.0	207328000.0	211254000.0	0	0.0023912610736740968	0.13718614297701873	False	0.0018144116122343183	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1.0	1396230.0	1303680.0	1748290.0	1350000.0	1693150.0	1619660.0	0	0.002647868969058902	-0.32156113243985424	False	0.0018403317781233801	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		15	15.0	49607000.0	53602200.0	75684.6	51669300.0	10729100.0	105835.0	2	0.002759181323615036	3.8273319473860252	False	0.0018662519440124418	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9.0	223445000.0	219202000.0	210185000.0	219126000.0	207266000.0	206560000.0	0	0.002774907179082015	0.0847649706437487	False	0.0018921721099015036	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45577	PROQ_ECOLI	proQ	ProP effector	12	12.0	111191000.0	112307000.0	107314000.0	112209000.0	106724000.0	105328000.0	0	0.002982312704938865	0.0719918894536373	False	0.0019180922757905652	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20.0	121078000.0	118427000.0	129983000.0	121917000.0	129994000.0	127401000.0	0	0.0035546424396708434	-0.10005769593235056	False	0.0019440124416796269	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	16	16.0	33393200.0	33907500.0	31384900.0	34299400.0	30539600.0	30051900.0	0	0.003828072091113457	0.14356618591868986	False	0.0019699326075686887	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12.0	478133000.0	491777000.0	455086000.0	480587000.0	450736000.0	443726000.0	0	0.003886322845487161	0.10407102095409651	False	0.0019958527734577503	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	14	14.0	1058040000.0	1033980000.0	1143240000.0	1033960000.0	1144040000.0	1149740000.0	0	0.003916687044442198	-0.13684969875546119	False	0.002021772939346812	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P65294	YGDR_ECOLI	ygdR	Uncharacterized lipoprotein YgdR	1	1.0	5514950.0	5756210.0	75684.6	4648470.0	133717.0	105835.0	3	0.004079617339309116	5.658227949163697	False	0.0020476931052358736	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	162624000.0	157359000.0	177812000.0	163021000.0	172458000.0	177979000.0	0	0.004225736648365958	-0.12918299427719307	False	0.002073613271124935	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8.0	96820000.0	94854800.0	90907200.0	96605700.0	88524200.0	88070200.0	0	0.004289589503407845	0.10792573201060104	False	0.002099533437013997	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	7	7.0	745683000.0	741125000.0	829142000.0	729755000.0	798298000.0	813770000.0	0	0.004787531613989953	-0.13927203737470847	False	0.002125453602903059	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18.0	23013000.0	22982200.0	24124100.0	22878000.0	24291200.0	23894700.0	0	0.005199263767433835	-0.0702524668963114	False	0.0021513737687921205	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	14	14.0	77941600.0	78435600.0	75340200.0	79007800.0	74017900.0	75501300.0	0	0.005407021786767634	0.06599919145949984	False	0.002177293934681182	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4.0	26930200.0	27488700.0	24951700.0	26302900.0	24360600.0	24014400.0	0	0.005663649209812625	0.1386197314945637	False	0.0022032141005702438	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	32	32.0	43605000.0	44009200.0	45267500.0	44150500.0	44865500.0	45135600.0	0	0.005870319491719506	-0.037863062799019895	False	0.0022291342664593054	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1.0	1657270.0	1610330.0	1334390.0	1607050.0	1434260.0	1343150.0	0	0.005955458170971286	0.24552854420537637	False	0.0022550544323483674	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6.0	46509100.0	48270500.0	51236000.0	47704000.0	50785900.0	51870200.0	0	0.00618604246206006	-0.11112330005437097	False	0.002280974598237429	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P32662	GPH_ECOLI	gph	Phosphoglycolate phosphatase	5	5.0	8243850.0	8132610.0	7156080.0	8274090.0	7493200.0	7411910.0	0	0.006303403557493939	0.16010922292614316	False	0.0023068947641264907	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P24554	RADA_ECOLI	radA	DNA repair protein RadA	4	4.0	3255190.0	3059520.0	2631740.0	3115030.0	2798640.0	2785310.0	0	0.007035390526904903	0.19883624703707567	False	0.0023328149300155523	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	2153040.0	2339170.0	1457710.0	2012670.0	1328190.0	1431910.0	0	0.007326546536401837	0.6250283353950303	False	0.0023587350959046135	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	2	2.0	809634.0	1011320.0	75684.6	801380.0	133717.0	402010.0	2	0.007565789305154176	2.1006356205408276	False	0.0023846552617936756	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00363	FRDA_ECOLI	frdA	Fumarate reductase flavoprotein subunit	28	28.0	224949000.0	224947000.0	236690000.0	228061000.0	243188000.0	242179000.0	0	0.007567590363648362	-0.0909189574917124	False	0.002410575427682737	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
