Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10.0	24395000.0	26694900.0	25242300.0	25870900.0	27478500.0	25586500.0	0	0.05521181465273822	-0.08960948397055873	False	0.01087182148417229	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20.0	25336200.0	24237600.0	26929000.0	24114700.0	24601900.0	25873700.0	0	0.05526973335632945	0.09904990911615615	False	0.010897768552153606	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5.0	8835550.0	9218130.0	8556210.0	9053930.0	9132990.0	8300970.0	0	0.05546099006411602	-0.09308157384850599	False	0.010923715620134925	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	13	13.0	70436300.0	76739400.0	71610200.0	73082100.0	76664800.0	70920900.0	0	0.055642878911613174	-0.0887911785779622	False	0.010949662688116243	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	9	9.0	3154770.0	2839490.0	3303180.0	3032310.0	3068970.0	3207410.0	0	0.05568098484807452	0.11242438362747456	False	0.010975609756097562	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3.0	20027200.0	16668200.0	19334600.0	18148700.0	18556300.0	20065100.0	0	0.05609864565770935	0.15500061386227562	False	0.01100155682407888	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12.0	26037300.0	26315100.0	25418900.0	27714400.0	26936500.0	25371600.0	0	0.05617827603644198	-0.07568776316887099	False	0.011027503892060198	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4.0	51328200.0	51910000.0	50620900.0	51803900.0	53241100.0	50316900.0	0	0.05630915703876653	-0.04375715508937609	False	0.011053450960041516	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	11	11.0	18549400.0	20245100.0	19674700.0	20615900.0	19874200.0	18392700.0	0	0.056474445059771616	-0.10130268456029577	False	0.011079398028022835	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10.0	818273000.0	847461000.0	798514000.0	892935000.0	844413000.0	801580000.0	0	0.056509446714322495	-0.0960244812044654	False	0.011105345096004153	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEH5	ELAB_ECOLI	elaB	Protein ElaB	3	3.0	43912300.0	38385600.0	42452100.0	41961300.0	39822500.0	44345600.0	0	0.05676993199910274	0.12129994490561528	False	0.01113129216398547	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6.0	57044400.0	55429600.0	57769900.0	56765600.0	54367100.0	58934900.0	0	0.05683580835652648	0.06094443964217765	False	0.011157239231966787	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16.0	14160700.0	14314800.0	13987600.0	14532700.0	14251200.0	14089100.0	0	0.056854499715134656	-0.029123323782792265	False	0.011183186299948106	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7N9	RL33_ECOLI	rpmG	50S ribosomal protein L33	3	3.0	545250000.0	440425000.0	514569000.0	482255000.0	492921000.0	517431000.0	0	0.056942754133649465	0.1559966647751048	False	0.011209133367929424	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	10	10.0	41144500.0	46412000.0	41233700.0	43330900.0	46774000.0	42183100.0	0	0.05717642221637904	-0.13222365299448163	False	0.011235080435910743	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5.0	4466630.0	3742030.0	4430090.0	3221980.0	3921500.0	4483360.0	0	0.05738001538649535	0.2976777407242305	False	0.011261027503892062	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	13	13.0	5286920.0	5802190.0	5533450.0	5648840.0	5753870.0	5540990.0	0	0.0574851754655507	-0.07252683279211192	False	0.011286974571873378	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75777	YBHG_ECOLI	ybhG	UPF0194 membrane protein YbhG	7	7.0	12100900.0	11959400.0	12349400.0	11377500.0	11682800.0	12301500.0	0	0.057489822759190234	0.06964818600952655	False	0.011312921639854697	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	2	2.0	16283700.0	16616200.0	16177100.0	17637100.0	17280300.0	15907400.0	0	0.05763521816763256	-0.09145452928343098	False	0.011338868707836016	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	18	18.0	203740000.0	186507000.0	194860000.0	195249000.0	182875000.0	204377000.0	0	0.05764201739201034	0.09479463349485197	False	0.011364815775817334	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	15	15.0	4646310.0	4856690.0	4533610.0	5060090.0	4827780.0	4771020.0	0	0.05784637841279229	-0.07982043819843768	False	0.011390762843798653	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	1	1.0	4866320.0	3556310.0	5185800.0	3088730.0	3285160.0	3919950.0	0	0.05791007941767237	0.4926510958827754	False	0.011416709911779968	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27830	RMLB2_ECOLI	rffG	dTDP-glucose 4,6-dehydratase 2	6	5.0	14092600.0	14541800.0	13597000.0	14607500.0	14485500.0	13314500.0	0	0.05800545308323033	-0.0897110125634921	False	0.011442656979761287	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13.0	41739600.0	43027800.0	40553500.0	42056200.0	41958300.0	40434300.0	0	0.058057782859418317	-0.04985155702491271	False	0.011468604047742605	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADV5	YHBW_ECOLI	yhbW	Uncharacterized protein YhbW	6	6.0	3604600.0	3332250.0	3565240.0	3039960.0	3440490.0	3876260.0	0	0.05865438986848881	0.170815034300262	False	0.011494551115723924	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76445	YEIU_ECOLI	yeiU	Inner membrane protein YeiU	2	2.0	9043740.0	9252380.0	8533180.0	10636600.0	9831440.0	8137580.0	0	0.05870346680797162	-0.20887240195790824	False	0.011520498183705243	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	9	9.0	183069000.0	194955000.0	181957000.0	191215000.0	191644000.0	189430000.0	0	0.059317590966335175	-0.059532182857686085	False	0.01154644525168656	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76558	MAO2_ECOLI	maeB	NADP-dependent malic enzyme	12	12.0	29239800.0	28427200.0	29569000.0	28726400.0	28477900.0	30337900.0	0	0.05978361750893501	0.05803979642081466	False	0.011572392319667878	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	7	7.0	98770800.0	107951000.0	101150000.0	106121000.0	105088000.0	92723800.0	0	0.05983443279447134	-0.12513019367529482	False	0.011598339387649197	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27836	WECG_ECOLI	wecG	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase	5	5.0	1701220.0	2039790.0	1793050.0	1891070.0	2041740.0	1894710.0	0	0.061019573251317724	-0.14834687161403146	False	0.011624286455630515	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	5	5.0	4864170.0	4483400.0	4971590.0	4039510.0	4683140.0	5508880.0	0	0.06102955663014678	0.2165357858653845	False	0.011650233523611834	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77252	YKGE_ECOLI	ykgE	Uncharacterized protein YkgE	1	1.0	1828000.0	1698550.0	1770840.0	1724500.0	1728770.0	1876740.0	0	0.061081359174651496	0.08792960221240025	False	0.01167618059159315	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77398	ARNA_ECOLI	arnA	Bifunctional polymyxin resistance protein ArnA	5	5.0	1933380.0	2969120.0	1846240.0	2485340.0	3464580.0	2110530.0	0	0.06128233237117019	-0.5985840596138539	False	0.011702127659574468	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11.0	124036000.0	127511000.0	120983000.0	127554000.0	131019000.0	126115000.0	0	0.06130365707943446	-0.056974593705883154	False	0.011728074727555786	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9.0	20894100.0	24553100.0	22798500.0	24878200.0	23864100.0	22960500.0	0	0.061519987715156974	-0.13705068219069283	False	0.011754021795537105	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2.0	921330.0	1132040.0	974297.0	1058810.0	1000130.0	917319.0	0	0.06190373526110442	-0.18191770874795787	False	0.011779968863518423	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	14	14.0	46246700.0	48683200.0	45884200.0	47211600.0	49591700.0	45773100.0	0	0.0622861517462456	-0.07722098480362266	False	0.01180591593149974	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	16	16.0	20828500.0	21418500.0	20871100.0	20965000.0	21193000.0	20466800.0	0	0.062354511106027244	-0.032358559591202304	False	0.011831862999481059	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2.0	4637810.0	5051840.0	4742660.0	4985110.0	4838000.0	4836430.0	0	0.0624957729177405	-0.06527789992432236	False	0.011857810067462378	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18.0	422828000.0	436598000.0	409786000.0	433258000.0	428989000.0	423110000.0	0	0.0627157491293436	-0.04870987040633266	False	0.011883757135443696	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE01	TRMJ_ECOLI	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	8	8.0	37368900.0	37880800.0	35847700.0	38676900.0	39122400.0	34633600.0	0	0.06285293330982443	-0.10111185267497992	False	0.011909704203425015	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P36548	AMIA_ECOLI	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	3	3.0	3290610.0	3894120.0	3406440.0	4320770.0	3675750.0	3211790.0	0	0.06302320980607833	-0.2630382884089479	False	0.011935651271406332	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75726	CILA_ECOLI	citF	Citrate lyase alpha chain	14	14.0	34520300.0	35709900.0	34461400.0	35621700.0	35716100.0	35246000.0	0	0.06309573457758107	-0.03851505328467382	False	0.01196159833938765	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	8	8.0	16760500.0	15727700.0	16999800.0	16326900.0	15290600.0	16775700.0	0	0.06326982955574634	0.09409330902314539	False	0.011987545407368969	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	3	3.0	11292400.0	9274770.0	10343900.0	10316000.0	9945950.0	11137000.0	0	0.06345238625097188	0.1500113213521922	False	0.012013492475350286	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	27	26.0	2368230000.0	2302490000.0	2326830000.0	2249300000.0	2303910000.0	2335570000.0	0	0.06346271854591301	0.036349992325518464	False	0.012039439543331604	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75915	YCDY_ECOLI	ycdY	Chaperone protein YcdY	6	6.0	30315800.0	35557800.0	29627200.0	33754300.0	39623800.0	29691700.0	0	0.06352711807821038	-0.28135022333904175	False	0.012065386611312921	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	5	5.0	5543030.0	5423370.0	5632140.0	5100700.0	5413960.0	5791670.0	0	0.06361541453768202	0.0902445763798637	False	0.01209133367929424	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7.0	40067600.0	40758000.0	39671500.0	40834900.0	40995900.0	38810500.0	0	0.06362488107969172	-0.04833638204126996	False	0.012117280747275559	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	12	12.0	17395400.0	16036500.0	16861900.0	16290500.0	16705700.0	16824800.0	0	0.06379810212594157	0.0590736296365511	False	0.012143227815256877	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27.0	79972300.0	80683100.0	78745400.0	80315200.0	81909700.0	79475600.0	0	0.06383633945272003	-0.02827717183025709	False	0.012169174883238196	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	3	3.0	55011000.0	59779900.0	52085400.0	56255300.0	55642900.0	51776100.0	0	0.06385164385550357	-0.11183659134609282	False	0.012195121951219513	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEW9	K1PF_ECOLI	fruK	1-phosphofructokinase	13	13.0	81362700.0	76310500.0	78362200.0	71519700.0	75692900.0	78314800.0	0	0.06423842721375043	0.09077827022992417	False	0.012221069019200831	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5.0	7184000.0	6871670.0	7820400.0	7047640.0	6788340.0	7801420.0	0	0.06501499795322394	0.13923820515278937	False	0.01224701608718215	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	16	16.0	15285900.0	14384300.0	15644300.0	14458600.0	14731400.0	14857700.0	0	0.06502371702627954	0.07148891093440685	False	0.012272963155163468	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33355	YEHS_ECOLI	yehS	Uncharacterized protein YehS	5	5.0	5189560.0	6444580.0	5608060.0	5969800.0	6182160.0	5876300.0	0	0.06503327417047161	-0.15744090560029678	False	0.012298910223144785	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4.0	14405300.0	16534400.0	15907900.0	16950200.0	15971500.0	14925900.0	0	0.06514709542999464	-0.12857824822174582	False	0.012324857291126102	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3.0	33690600.0	34706800.0	33017500.0	34732800.0	34453300.0	32044300.0	0	0.06517850273703728	-0.07320934856640862	False	0.01235080435910742	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4.0	18758200.0	18602500.0	19140300.0	18427000.0	18662300.0	18871800.0	0	0.06587447012256262	0.027671443132595088	False	0.01237675142708874	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4.0	5180520.0	5992570.0	5667150.0	5615650.0	6201580.0	5081720.0	0	0.06591067013329548	-0.16098029403098688	False	0.012402698495070058	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76268	KDGR_ECOLI	kdgR	Transcriptional regulator KdgR	16	16.0	31805800.0	32632200.0	30515700.0	32273100.0	32330800.0	30604000.0	0	0.06595516853919385	-0.06541748435437414	False	0.012428645563051377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	10	10.0	14051200.0	16467600.0	15498200.0	17063400.0	17282300.0	15876200.0	0	0.0667552332560256	-0.1617005907322694	False	0.012454592631032694	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1.0	12577900.0	17809400.0	14205100.0	17139400.0	18016800.0	16011800.0	0	0.0673179724483031	-0.3076201596436979	False	0.012480539699014012	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77330	BORD_ECOLI	borD	Lipoprotein bor homolog from lambdoid prophage DLP12	3	3.0	400166000.0	370466000.0	395899000.0	359578000.0	366852000.0	375311000.0	0	0.06733093860451567	0.0947774949009009	False	0.01250648676699533	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5.0	79094900.0	74389700.0	81500400.0	76972300.0	70935100.0	78213800.0	0	0.0673967497523617	0.10336868496850095	False	0.01253243383497665	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7J7	RL11_ECOLI	rplK	50S ribosomal protein L11	9	9.0	877710000.0	915026000.0	836746000.0	894584000.0	891030000.0	868927000.0	0	0.0676024219736302	-0.06403979253560235	False	0.012558380902957968	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46857	DKGA_ECOLI	dkgA	2,5-diketo-D-gluconic acid reductase A	10	10.0	20324800.0	18916500.0	19326000.0	18671700.0	19287100.0	19982300.0	0	0.06771561194503138	0.06831108656856016	False	0.012584327970939283	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7N4	RL32_ECOLI	rpmF	50S ribosomal protein L32	4	4.0	464485000.0	429700000.0	444289000.0	432779000.0	410567000.0	440435000.0	0	0.0677413352465829	0.08382929685940585	False	0.012610275038920602	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	12	12.0	32314200.0	33364900.0	31611000.0	33904300.0	32689400.0	32588700.0	0	0.06777851663721443	-0.050593960167821334	False	0.01263622210690192	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46927	YGDL_ECOLI	ygdL	Uncharacterized protein YgdL	4	4.0	3036590.0	3201530.0	3136450.0	3493880.0	3551060.0	3007860.0	0	0.06802294438713602	-0.15841948154981164	False	0.012662169174883239	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1.0	2269420.0	2190120.0	2780150.0	1958500.0	2039150.0	2542590.0	0	0.06856982519276904	0.2950908238990597	False	0.012688116242864558	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8.0	22176600.0	25121700.0	21784200.0	25596000.0	25651900.0	24304100.0	0	0.06873281890586035	-0.16185449370370583	False	0.012714063310845874	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76536	YFEX_ECOLI	yfeX	Probable deferrochelatase/peroxidase YfeX	15	15.0	80105000.0	72178900.0	74912600.0	72986000.0	70123800.0	75567200.0	0	0.06928193418475743	0.09902481679941583	False	0.012740010378827193	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3.0	34635300.0	34222000.0	34779000.0	32075600.0	33309700.0	36072400.0	0	0.06951997767516467	0.08273772894036953	False	0.012765957446808512	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11.0	49806400.0	45143000.0	47806200.0	43366100.0	46647700.0	46959700.0	0	0.06963468490967531	0.09715706044620652	False	0.01279190451478983	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4.0	13601400.0	12668700.0	12888700.0	11419100.0	11537200.0	12841100.0	0	0.06965096563026676	0.14278418959990374	False	0.012817851582771149	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADX1	YHFA_ECOLI	yhfA	Protein YhfA	2	2.0	58101900.0	56321300.0	64083700.0	55072000.0	55045000.0	62885000.0	0	0.06998348866744186	0.15308827144550735	False	0.012843798650752466	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16.0	201290000.0	204516000.0	200803000.0	210583000.0	207132000.0	201806000.0	0	0.06998508186771142	-0.04314298876181922	False	0.012869745718733783	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46861	YGIQ_ECOLI	ygiQ	UPF0313 protein YgiQ	3	3.0	1120020.0	1017790.0	1242870.0	1008940.0	1053350.0	1325360.0	0	0.07016628241701697	0.25996862599344783	False	0.012895692786715101	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P5	DER_ECOLI	der	GTPase Der	21	21.0	25798100.0	30232900.0	27839600.0	28252800.0	29944500.0	27922800.0	0	0.07030794505931877	-0.1166685321465072	False	0.01292163985469642	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76187	YDHF_ECOLI	ydhF	Oxidoreductase YdhF	5	5.0	8329410.0	8456810.0	7898410.0	8397860.0	8968840.0	7805210.0	0	0.07065326365326587	-0.10366655905355694	False	0.012947586922677739	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	40	40.0	28348500.0	28356500.0	28588000.0	27910300.0	28126300.0	28670300.0	0	0.07073055028065987	0.02060035002661698	False	0.012973533990659055	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37095	PEPB_ECOLI	pepB	Peptidase B	17	17.0	45080100.0	46521000.0	44415900.0	45813500.0	45554000.0	43159800.0	0	0.07077546815552038	-0.055814385356273144	False	0.012999481058640374	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7.0	9180120.0	8772620.0	9146300.0	8639500.0	8908680.0	8887860.0	0	0.07089180884965526	0.048160528300393385	False	0.013025428126621693	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3.0	44110500.0	44879500.0	44444200.0	45478800.0	46094000.0	42569500.0	0	0.07101668373714777	-0.05746274163891784	False	0.013051375194603011	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4.0	15614600.0	14896900.0	16354000.0	12556000.0	13167000.0	15124500.0	0	0.07190448964484522	0.21332900618332656	False	0.01307732226258433	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31680	DJLA_ECOLI	djlA	DnaJ-like protein DjlA	2	2.0	4039450.0	4457610.0	4196320.0	4264670.0	4216840.0	4004710.0	0	0.07194997287554093	-0.08007936861471378	False	0.013103269330565647	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	3	3.0	5543080.0	6573940.0	6315120.0	6817680.0	6365470.0	5560800.0	0	0.07262637641567439	-0.18170866636331515	False	0.013129216398546965	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3.0	2952070.0	3397420.0	3142560.0	3423540.0	3210840.0	3202040.0	0	0.07286723126529562	-0.10979454017764999	False	0.013155163466528282	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P25519	HFLX_ECOLI	hflX	GTPase HflX	16	16.0	13317700.0	13000700.0	13523700.0	12765000.0	12898000.0	14099100.0	0	0.07319721042486814	0.08254901614126486	False	0.0131811105345096	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	5	5.0	19840100.0	20895000.0	20114600.0	20764200.0	20359100.0	20404000.0	0	0.07326309680990324	-0.03913224682855753	False	0.01320705760249092	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8.0	26088900.0	26416800.0	24758100.0	26669300.0	27712700.0	25836700.0	0	0.07358416707302598	-0.07541391771691089	False	0.013233004670472236	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	3	3.0	940723.0	1125400.0	1022390.0	1205030.0	1127290.0	1093500.0	0	0.07365135857696382	-0.17788714372172115	False	0.013258951738453555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
