Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		14	14.0	49865.4	193269000.0	130768.0	192302000.0	47781.1	192410000.0	3	2.1150803838536372e-06	-11.305152114924622	True	2.5826446280991738e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20.0	49865.4	159185000.0	130768.0	158089000.0	47781.1	157723000.0	3	7.1316105378202e-06	-11.022048448866256	True	5.1652892561983477e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	49865.4	130828000.0	130768.0	129801000.0	47781.1	129602000.0	3	7.710741954659438e-06	-10.738458437585544	True	7.747933884297521e-05	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9.0	49865.4	128486000.0	130768.0	130007000.0	47781.1	129071000.0	3	1.0946360884718646e-05	-10.728564615296035	True	0.00010330578512396695	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		17	17.0	49865.4	134448000.0	130768.0	132645000.0	47781.1	133726000.0	3	1.4636849255886711e-05	-10.777080945353699	True	0.00012913223140495868	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		6	6.0	49865.4	21147900.0	130768.0	21542900.0	47781.1	21514900.0	3	1.6526251584118454e-05	-8.134903333730545	True	0.00015495867768595042	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		17	17.0	49865.4	81300700.0	130768.0	80106800.0	47781.1	80391100.0	3	1.8025158516347988e-05	-10.047935938699428	True	0.00018078512396694216	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3.0	3146730.0	3672710.0	3177150.0	3617620.0	3124370.0	3631540.0	0	2.747718601255353e-05	-0.20910084606926246	False	0.0002066115702479339	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		7	7.0	49865.4	85635200.0	130768.0	84454800.0	47781.1	86061800.0	3	3.0033563118008405e-05	-10.13112907697572	False	0.00023243801652892562	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1512590000.0	1104050000.0	1522160000.0	1125080000.0	1553990000.0	1073630000.0	0	3.213506098189281e-05	0.47442592750149193	False	0.00025826446280991736	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
