Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2.0	4940580.0	8178800.0	5747080.0	102425.0	6152970.0	88633.6	2	0.40480643248501563	1.0086709546811568	False	0.025116519937856033	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75797	GSIB_ECOLI	gsiB	Glutathione-binding protein GsiB	4	4.0	2671070.0	2847630.0	2710290.0	2879970.0	2982330.0	2945510.0	0	0.40480779464558	-0.05240981772193874	False	0.0251424132573796	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	10	10.0	242343000.0	249250000.0	252894000.0	258207000.0	254503000.0	255416000.0	0	0.40506053969323863	-0.025052528418000188	False	0.02516830657690316	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32144	YIHW_ECOLI	yihW	Uncharacterized HTH-type transcriptional regulator YihW	4	4.0	1267680.0	719348.0	1088190.0	1126760.0	1149410.0	1190400.0	0	0.4050956269238861	0.2071165204667649	False	0.025194199896426725	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27278	NADR_ECOLI	nadR	Trifunctional NAD biosynthesis/regulator protein NadR	7	7.0	2522540.0	2289670.0	2287880.0	2288840.0	2159490.0	1976210.0	0	0.40542300129286957	0.08860587348623064	False	0.025220093215950288	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13.0	17405700.0	17458100.0	17171000.0	18624900.0	18263300.0	18072000.0	0	0.40657039274598034	-0.0354640779375573	False	0.025245986535473847	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26.0	79409600.0	79340900.0	79412900.0	78439900.0	78256500.0	77318300.0	0	0.40704308022428226	0.012098861223111112	False	0.025271879854997414	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7.0	17107700.0	15651800.0	15717700.0	15957800.0	15644900.0	15355900.0	0	0.40737078111448866	0.04549964351356732	False	0.025297773174520973	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q46856	YQHD_ECOLI	yqhD	Alcohol dehydrogenase YqhD	17	17.0	29864100.0	31068700.0	29525500.0	30615600.0	28907100.0	28807400.0	0	0.40748375487797167	-0.0354259530492269	False	0.02532366649404454	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	19	19.0	407157000.0	443610000.0	451942000.0	445115000.0	432729000.0	443555000.0	0	0.40775565625701776	-0.04448332408880367	False	0.025349559813568102	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75780	FIU_ECOLI	fiu	Catecholate siderophore receptor Fiu	1	1.0	1701770.0	1429610.0	1457080.0	1652950.0	1579760.0	1313380.0	0	0.4079854765669719	0.1082922331426078	False	0.025375453133091662	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3.0	2163260.0	1832600.0	1840580.0	2213310.0	131226.0	2056250.0	1	0.4080125841118418	-0.5614096516894643	False	0.02540134645261523	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12.0	12620300.0	12758300.0	12837300.0	12750100.0	13154400.0	12617500.0	0	0.4082061267022113	0.01827788979796706	False	0.025427239772138788	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1.0	428184.0	715670.0	737400.0	666936.0	659337.0	731688.0	0	0.40874190552805534	-0.2123419907454755	False	0.025453133091662354	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3.0	5827970.0	5189900.0	5091420.0	4718670.0	4928350.0	5046670.0	0	0.40885324450207994	0.0836260536494475	False	0.025479026411185917	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8.0	113332000.0	149892000.0	152873000.0	154341000.0	150248000.0	151862000.0	0	0.40945611184320385	-0.13118066926931676	False	0.025504919730709476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P29208	MENC_ECOLI	menC	o-succinylbenzoate synthase	6	6.0	11449000.0	12631300.0	11387500.0	11463700.0	12047100.0	11916000.0	0	0.410100269802241	-0.04588872826304417	False	0.025530813050233043	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4.0	20944600.0	20969500.0	21165100.0	21215900.0	20241000.0	21032900.0	0	0.41012107568959805	-0.019936483305690218	False	0.025556706369756602	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	8	8.0	13501700.0	15087700.0	14010200.0	15502700.0	13745500.0	13034800.0	0	0.4102293703059871	-0.0805088384883959	False	0.02558259968928017	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69791	PTQA_ECOLI	chbA	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	1	1.0	73874.6	1222050.0	1515530.0	1599790.0	1456120.0	1693090.0	1	0.41039071926995985	-0.5680128624364843	False	0.02560849300880373	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2.0	2343960.0	2083010.0	2235640.0	2835430.0	1898850.0	2297130.0	0	0.4104961800296419	-0.1554646833826224	False	0.02563438632832729	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	10	10.0	35287200.0	35086600.0	34919200.0	34426300.0	34332800.0	33555100.0	0	0.41108181097864105	0.020447542033972546	False	0.025660279647850857	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	4	4.0	3273010.0	2753380.0	2961900.0	3218240.0	3150540.0	2960910.0	0	0.41118651937299217	0.07135706484663702	False	0.025686172967374417	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2.0	2574950.0	2241630.0	2197150.0	1724370.0	2144810.0	2314560.0	0	0.4129896410347819	0.13923448344066378	False	0.025712066286897983	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77398	ARNA_ECOLI	arnA	Bifunctional polymyxin resistance protein ArnA	4	4.0	1541480.0	2026700.0	1361270.0	2031420.0	2255320.0	1939010.0	0	0.41345955328369516	-0.21744089446689846	False	0.025737959606421546	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	2	2.0	4723330.0	3673950.0	4154190.0	102425.0	131226.0	88633.6	3	0.41369829319125107	1.2208546753751544	False	0.025763852925945106	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	1	1.0	73874.6	703529.0	484272.0	669591.0	842501.0	709398.0	1	0.4137090234453498	-0.572234943034561	False	0.025789746245468672	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	17	17.0	65872400.0	66106500.0	65341000.0	66227100.0	65329300.0	65228400.0	0	0.4139012551797959	-0.007462698791216387	False	0.02581563956499223	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4.0	13107000.0	12170500.0	11385200.0	13615000.0	11906700.0	12456400.0	0	0.41486805985077235	-0.07125935172325364	False	0.025841532884515798	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	5	5.0	3359320.0	4076420.0	3832750.0	3787490.0	4064090.0	4042380.0	0	0.41526457663467775	-0.08100919851377261	False	0.02586742620403936	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	8	8.0	3444810.0	3541800.0	3667860.0	3926940.0	3638580.0	3654960.0	0	0.41661697331535374	-0.049132336339741414	False	0.02589331952356292	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15286	FLK_ECOLI	flk	Flagellar regulator flk	1	1.0	652114.0	1420840.0	1063030.0	1314140.0	1305590.0	941761.0	0	0.4166439286106644	-0.28352840389417794	False	0.025919212843086487	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76027	OPPD_ECOLI	oppD	Oligopeptide transport ATP-binding protein OppD	4	4.0	5796020.0	6020600.0	6146240.0	6169420.0	5518980.0	5846820.0	0	0.41666722282794394	-0.04679059013841513	False	0.025945106162610046	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14.0	43183800.0	40270800.0	40981800.0	41327500.0	40290300.0	40137100.0	0	0.4167945507782221	0.031885867821498354	False	0.025970999482133612	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AD24	YEJL_ECOLI	yejL	UPF0352 protein YejL	2	2.0	73874.6	17971600.0	16967500.0	17872400.0	18686100.0	17966200.0	1	0.4169134684479012	-0.5908457284760796	False	0.025996892801657175	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEJ2	ENTC_ECOLI	entC	Isochorismate synthase EntC	3	3.0	8307210.0	76434.8	10233100.0	102425.0	131226.0	7624760.0	3	0.41700920584194984	1.258625219422511	False	0.026022786121180735	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7V3	RS3_ECOLI	rpsC	30S ribosomal protein S3	18	18.0	724320000.0	844037000.0	850526000.0	868106000.0	840630000.0	827472000.0	0	0.4171903496268999	-0.072302285881501	False	0.0260486794407043	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE85	CPXP_ECOLI	cpxP	Periplasmic protein CpxP	2	2.0	6386370.0	7071530.0	6622150.0	6677000.0	6824300.0	6606060.0	0	0.41775273272551805	-0.037464334868079825	False	0.02607457276022786	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5.0	130558000.0	141508000.0	138402000.0	132954000.0	136503000.0	140831000.0	0	0.4178790241712596	-0.034559285336330035	False	0.026100466079751427	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3.0	84015200.0	83486400.0	82041000.0	87494400.0	84478100.0	83716100.0	0	0.4191367316345526	-0.023773267630047994	False	0.02612635939927499	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3.0	73874.6	76434.8	808990.0	1009310.0	131226.0	970348.0	3	0.4214005826544703	-1.0197188307107763	False	0.02615225271879855	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2.0	3186170.0	2935670.0	3142390.0	3882230.0	131226.0	2721310.0	1	0.42183174008254476	-0.5623834207639458	False	0.026178146038322116	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q47147	YAFJ_ECOLI	yafJ	Putative glutamine amidotransferase YafJ	5	5.0	5152750.0	5203580.0	5092900.0	4951880.0	4727860.0	5259690.0	0	0.42271334487519324	-0.04193647900742607	False	0.026204039357845675	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	29	29.0	339986000.0	352842000.0	361018000.0	362552000.0	355712000.0	360885000.0	0	0.42279494399141937	-0.02646441693071762	False	0.02622993267736924	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2.0	175092.0	308160.0	118697.0	173525.0	278041.0	253458.0	1	0.4230874067016344	-0.36243859998104605	False	0.026255825996892804	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5.0	46290400.0	43279900.0	44924100.0	46217600.0	46178500.0	45208300.0	0	0.4231299839454791	0.028496532574328288	False	0.026281719316416364	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33916	YEJF_ECOLI	yejF	Uncharacterized ABC transporter ATP-binding protein YejF	2	2.0	1262000.0	1475720.0	1392710.0	1154220.0	131226.0	1359980.0	1	0.42331377945631404	-0.5181977039773977	False	0.02630761263593993	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	3	3.0	34897700.0	31470700.0	35264500.0	34917700.0	33150900.0	33661800.0	0	0.42386519658481836	0.046299146932566544	False	0.02633350595546349	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12.0	6806840.0	5912250.0	6066670.0	5997020.0	5964790.0	6133040.0	0	0.42429515050934735	0.06228471748089919	False	0.026359399274987056	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2.0	5065910.0	4448110.0	4380150.0	5048440.0	3897510.0	4907010.0	0	0.42461943661934265	-0.11028073043807528	False	0.02638529259451062	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2.0	1950210.0	1352360.0	2066100.0	1975970.0	1655900.0	1749980.0	0	0.42471897914061096	0.15956248044871313	False	0.02641118591403418	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75818	YBJP_ECOLI	ybjP	Uncharacterized lipoprotein YbjP	5	5.0	32965500.0	34398700.0	33106100.0	33852900.0	35015100.0	34855800.0	0	0.4253816781189186	-0.028554684377851865	False	0.026437079233557745	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	22	22.0	14047900.0	12273700.0	12512300.0	12342400.0	12178800.0	12412200.0	0	0.4263010994460836	0.06515839730764358	False	0.026462972553081304	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	12	12.0	38429500.0	38151000.0	38178200.0	38966100.0	40754600.0	37744700.0	0	0.4264059668796841	0.031069974025797913	False	0.02648886587260487	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64503	YEBV_ECOLI	yebV	Uncharacterized protein YebV	1	1.0	73874.6	76434.8	118697.0	105484.0	131226.0	88633.6	2	0.42880914880237647	0.25918425322040517	False	0.026514759192128434	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3.0	27411200.0	25577700.0	25666500.0	25540200.0	24637800.0	24017900.0	0	0.4289354876974236	0.04870189290695764	False	0.026540652511651993	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1.0	712558.0	591953.0	572621.0	447278.0	467586.0	489814.0	0	0.4294364325500405	0.1970017153122244	False	0.02656654583117556	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21.0	82116800.0	83693300.0	81074400.0	80945000.0	80105300.0	81407700.0	0	0.42961176933329553	-0.01621249639746552	False	0.02659243915069912	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10.0	39448900.0	43850200.0	42880300.0	42513800.0	43720500.0	43567000.0	0	0.43008123496354084	-0.04375299726286229	False	0.026618332470222685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5.0	20070300.0	15591200.0	15341000.0	15411400.0	16328900.0	16498400.0	0	0.4316048026953604	0.12332774507145322	False	0.026644225789746248	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32099	LPLA_ECOLI	lplA	Lipoate-protein ligase A	5	5.0	10229500.0	8250400.0	7835870.0	8060140.0	7489670.0	6523100.0	0	0.4325758399772579	0.16244698595276863	False	0.026670119109269808	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2.0	8776750.0	7501480.0	6945330.0	6959790.0	7108200.0	6610610.0	0	0.4327068727287833	0.11562951859954003	False	0.026696012428793374	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19.0	8831390.0	8767750.0	8555020.0	8943560.0	8332000.0	8509120.0	0	0.4329839840184406	-0.02788989203921971	False	0.026721905748316933	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	3	3.0	871630.0	76434.8	802517.0	777406.0	131226.0	88633.6	3	0.4336305945089408	0.9377715998829635	False	0.0267477990678405	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19.0	25781100.0	27121000.0	26499800.0	27019800.0	27099600.0	26418400.0	0	0.4337633001927261	-0.021264707030321885	False	0.026773692387364063	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14.0	99639400.0	89350100.0	89219300.0	88820300.0	87350100.0	86879500.0	0	0.43424922614033645	0.05949528822752962	False	0.026799585706887622	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33643	RLUD_ECOLI	rluD	Ribosomal large subunit pseudouridine synthase D	5	5.0	27985500.0	23140000.0	24254500.0	23709900.0	23271100.0	24462000.0	0	0.43489759260111055	0.08254589069418736	False	0.02682547902641119	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEI6	NUDJ_ECOLI	nudJ	Phosphatase NudJ	5	5.0	13396600.0	14163100.0	14325800.0	15394400.0	14148700.0	13804800.0	0	0.4350827158816259	-0.05048646161579189	False	0.026851372345934748	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1.0	73874.6	1352790.0	1474400.0	1204370.0	1275570.0	1541980.0	1	0.4351840410796066	-0.5376605665790689	False	0.026877265665458314	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	9	9.0	3120300.0	2620050.0	2764920.0	2856390.0	2801370.0	2849770.0	0	0.4360235080626837	0.06112999914177627	False	0.026903158984981877	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6V8	GLK_ECOLI	glk	Glucokinase	9	9.0	46844700.0	46556700.0	45900900.0	48473600.0	45650700.0	45760900.0	0	0.43743829510985655	-0.0247517894175312	False	0.026929052304505437	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76445	YEIU_ECOLI	yeiU	Inner membrane protein YeiU	3	3.0	9449640.0	9432520.0	10506300.0	9814400.0	9100480.0	8012190.0	0	0.4385616324989817	0.09211850207998858	False	0.026954945624029003	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	3	3.0	1249780.0	899568.0	1017360.0	102425.0	788385.0	1132890.0	1	0.43882639977648746	0.5172632784201378	False	0.026980838943552563	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3.0	19008300.0	19050400.0	16764300.0	18580700.0	18424200.0	18509400.0	0	0.4389516056024396	-0.050834241378642175	False	0.02700673226307613	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5.0	236389000.0	259444000.0	262337000.0	253313000.0	252138000.0	259928000.0	0	0.43984952983594217	-0.041328767709329646	False	0.027032625582599692	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	3	3.0	735767.0	821512.0	746061.0	737901.0	615621.0	685977.0	0	0.4399533133913547	-0.09833031568386147	False	0.02705851890212325	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1.0	18566400.0	20510900.0	17276100.0	20069000.0	18989200.0	17279100.0	0	0.4401353563937811	-0.07753118522167897	False	0.027084412221646818	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5.0	1833180.0	1893630.0	1911430.0	2014220.0	1976590.0	1952470.0	0	0.4412914964627517	-0.03466166592281499	False	0.027110305541170377	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
