protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A8Y1	5982119.390481942	6304064.791325482	5142216.042710637	6652391.514771983	6712228.246770641	6529320.370990262	0	0.13786645970553088	-0.19088889151902036	False	0.007929515418502201	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A908	86736232.01171009	74185961.2085881	69046136.54643275	72208280.22632691	57306953.78204504	62215259.819451086	0	0.1382714667036826	0.26235538411907805	False	0.007953989231522272	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60955	5006989.947869433	3413036.961416012	4163538.096144413	3284296.275168338	2479307.329780185	3594705.0256455336	0	0.1382844750016756	0.4272209912827145	False	0.00797846304454234	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75726	133544992.92410646	142591484.56989738	134647111.96584132	144765592.0877748	143994671.2492781	141635320.18178806	0	0.1382965666401556	-0.06728472576436409	False	0.008002936857562409	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04968	3159547.2313690977	2747067.5283054016	3309032.153087133	3613807.675799173	3440073.6392933344	3298259.2898901645	0	0.13936737261332335	-0.16777176986853767	False	0.008027410670582477	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB03	6234640.738440099	5042885.871178617	6318408.745542279	79920.51944532013	82669.26562500009	5305346.934062971	2	0.13955050720552295	1.6861737543955315	False	0.008051884483602546	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36566	2660243.5774102933	3076881.36640817	2452576.111347965	2569625.4680370484	2073735.58784017	2242060.1614818247	0	0.140780497372812	0.25026587651535265	False	0.008076358296622614	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39407	4749954.914401795	5256917.98575986	4445170.384759641	5720204.332589058	5224068.238741526	5159659.551516573	0	0.14169511486289518	-0.15613951564152692	False	0.008100832109642683	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27862	72430.77423286857	128091.0669175269	12911041.388050366	15046283.54195879	14366877.000000004	13495457.526082564	2	0.1440869690105391	-1.7104277363574965	False	0.008125305922662751	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76220	14055536.08290306	12753397.647262689	13009366.7347228	12591402.544902297	10441028.842755103	12297270.610162845	0	0.1446447913646367	0.17255006458086294	False	0.00814977973568282	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62399	6332640925.0107565	6503214595.572228	6934393805.511355	7091291104.154761	6960235744.017497	6930033961.279826	0	0.14481908914637945	-0.08579093811933407	False	0.008174253548702888	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76291	51698621.014999606	46482600.12031963	47468026.48359755	44671442.6696773	45633593.64816695	44432174.71060284	0	0.14487682591763285	0.11234990705069313	False	0.008198727361722957	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A940	1143268408.3776717	1117648993.0269265	1113805427.6163309	1048498409.430713	1105478221.8904953	1100485347.4963758	0	0.14559539441046018	0.052349956722813534	False	0.008223201174743025	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA95	9919704.015107663	9229609.73291172	9340287.563810645	9345724.088707317	8751234.32576684	8862384.941017197	0	0.14569634870220183	0.07965007504087875	False	0.008247674987763094	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P68679	1913299288.5900292	1928429359.8316145	1935016200.399164	1753761920.6214612	1895537760.271261	1843183912.044741	0	0.14622033051143046	0.07279811909497522	False	0.008272148800783164	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52647	43741345.524198905	44814341.39538354	45805037.16071008	39823334.480566	41239005.22875789	44411661.76377002	0	0.1479022311383963	0.09872301037995991	False	0.00829662261380323	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB77	465809141.3391135	527414730.0639486	518370036.2843142	561130929.5292807	533592864.0592489	542301042.6574432	0	0.14899431191724988	-0.11500560083601326	False	0.008321096426823299	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A917	916608983.4407114	844481900.0999954	807056183.1752052	803301203.3121343	781334949.8094189	770735958.2459351	0	0.1494008028747273	0.12477282101747685	False	0.008345570239843367	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6S7	122965593.49816668	114075303.71936572	112377603.08824058	111317961.51962186	108798307.93808857	107682433.17824654	0	0.14954787105690215	0.09214585064319762	False	0.008370044052863438	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07021	10607751.915628858	13547764.153877571	12359175.84879061	14375634.638493368	14253316.681610446	13503719.39773388	0	0.15008615203885425	-0.20646231044694574	False	0.008394517865883506	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6Z6	18771831.358576667	15048799.175313065	22462923.33537946	15426496.043671813	11857358.491630718	15088295.043380616	0	0.15024977034734419	0.4095971066130067	False	0.008418991678903573	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33599	847771553.9068455	816094283.1300963	821393419.6040181	789641348.663752	804718927.6666458	820391761.7427176	0	0.15076339080280202	0.04152130666497659	False	0.008443465491923641	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6H8	4062314.991682212	3789245.108714775	3690225.0555592743	3188433.0805862565	2741890.638924909	3737989.896949346	0	0.15092489666922795	0.2555302049136263	False	0.00846793930494371	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6M8	10473405782.848553	11580123569.95631	11557414935.449495	12012641905.982365	12040548103.056091	12044737456.52287	0	0.15112805118696432	-0.10298493302551452	False	0.00849241311796378	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P42596	36497841.65641557	36692569.9140358	35401709.740831986	37969841.03253483	36328768.90552365	38182774.81387633	0	0.1512449735573954	-0.0507668255434491	False	0.008516886930983849	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75823	66737334.22047588	71634503.63682449	71011086.08885497	60674730.475902006	67650779.61747822	66574202.94359241	0	0.15135928180166117	0.10341182281975012	False	0.008541360744003915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H7	87989440.35671495	83668475.14677927	85560131.80410142	86657627.80259475	88998080.02170835	91271123.59704567	0	0.15147572572947487	-0.05345246144029086	False	0.008565834557023984	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A915	395528926.9186359	376198080.2069067	336423344.35931426	338770324.635832	325737155.54313004	328150717.96202224	0	0.15153192044168826	0.15878469107515417	False	0.008590308370044054	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37655	25706056.29298756	27044721.382626213	26506697.229015168	24630924.00618716	25649418.013576485	25987288.10701013	0	0.15179213345737438	0.055476133225699706	False	0.008614782183064123	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7A7	96379722.7118411	92240864.81915088	89020650.52002424	90064432.81754129	86270557.09684363	87562245.9270172	0	0.15217176161090076	0.07324562790065395	False	0.008639255996084191	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00957	1203312767.0875802	1331169833.1446488	1320996413.650253	1360725174.6286929	1394753800.5613806	1370865538.2893257	0	0.15222980413722353	-0.09795416346251457	False	0.008663729809104258	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P68206	61732410.02574752	100541759.44058187	86881865.25105873	107324233.49503686	109387715.28872108	109350781.88207962	0	0.15229051248226383	-0.3881000314212457	False	0.008688203622124326	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13445	144697870.76037496	128624153.96336666	129971351.56376566	121870530.80504642	123763329.18681392	123005050.3664707	0	0.1525432102837512	0.12962135352835463	False	0.008712677435144396	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABB4	3368208270.2628765	3804439043.3056536	3723919862.1896806	3995480652.490375	3899793251.8647327	3881742402.4617214	0	0.15274175294920384	-0.11210037643130295	False	0.008737151248164465	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60240	179937291.00941047	183015593.4351477	181051347.22717175	171645015.23279634	174544722.00665954	180629348.03694785	0	0.15284414277808575	0.04631026227421581	False	0.008761625061184533	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P42641	121431382.56392424	110553725.3495055	115468417.81082235	108318414.95868808	109026848.65216357	108912304.46200237	0	0.15307999374867715	0.09080865273246816	False	0.0087860988742046	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69503	525875208.9701267	423483234.8558066	447702007.8819546	410048135.5368319	385999047.9089646	397073597.9190462	0	0.15314518656011566	0.2276543518853801	False	0.00881057268722467	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21165	465110040.23725736	485695123.19044846	489626776.6200746	492914048.0856014	496944607.6188719	500286370.62114304	0	0.15321313162911934	-0.048951250615968805	False	0.008835046500244739	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGG4	14789186.82557172	13078847.866430065	13563587.078593995	15614603.636645108	14602965.73177653	14561321.624834852	0	0.1534235324915141	-0.11208650516346988	False	0.008859520313264807	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ4	2222294672.987081	2050790547.0366807	2043605268.672705	1856849633.5039327	1994173899.2152	2041274860.779136	0	0.15369083580977835	0.10033839124583328	False	0.008883994126284876	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG40	31958984.44663407	30688609.55111604	31932407.35033762	31125102.42312208	30114756.316685434	30579520.669635843	0	0.15451584186093084	0.042736481190317546	False	0.008908467939304943	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB46	36766210.57112457	38577970.27493589	36389739.58219848	41584875.81198192	37542382.76024626	40246875.02959882	0	0.15451954664170536	-0.09542303350327909	False	0.008932941752325013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6I6	9553033.468107205	9609413.23868373	11343300.300995462	11644004.39881016	11896801.53747631	10744224.208298275	0	0.15530510310071524	-0.16849773164890997	False	0.008957415565345081	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37666	225337048.58215225	258755238.77341503	262120860.7772459	275502722.3776528	267112899.02631223	279397433.60549074	0	0.15542115866230313	-0.13957352622815272	False	0.00898188937836515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45532	277766.73706510564	205162.3754835063	196122.8148082388	198845.46988563144	82669.26562500009	167265.1206509892	1	0.1564415742303386	0.5975139812287055	False	0.009006363191385218	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46845	13349605.69188623	12455202.914489536	12973587.540237425	12594557.508533586	11331243.251056196	12347448.96312695	0	0.15749420226261635	0.09634713335838335	False	0.009030837004405287	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P16528	25667237.140616365	24445977.825255036	27058240.88959997	28116256.52979068	26383776.799238306	27556248.65740353	0	0.15827557851026897	-0.08854646369251624	False	0.009055310817425355	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB28	127544131.20360512	133847279.90119408	143015658.8732901	140332702.73365003	144121680.72664496	148316595.9190096	0	0.15829046161586885	-0.09779553948337134	False	0.009079784630445424	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P05055	2033825548.1055052	2138706998.14326	2098082554.4629345	2160528458.601519	2146142842.0709116	2162830498.5560994	0	0.1586109999916732	-0.04504765039651939	False	0.009104258443465492	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A972	3383237305.684282	3797908257.3807535	3908163068.871234	3924240476.323599	4027695915.554488	4146071940.243757	0	0.1587624020115118	-0.1256001365956275	False	0.00912873225648556	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE60	17268369.22250313	17301277.117367294	16620130.761424756	14676535.771097912	16935644.13229904	15309725.274453782	0	0.15937751146671233	0.12559413178951484	False	0.00915320606950563	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69222	355576213.2042591	404861454.4810972	398029700.4844852	422257448.9573803	422503294.8675656	413334528.1036071	0	0.15971103222305125	-0.11902377070094644	False	0.009177679882525698	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABN1	1956414.8667433483	2740687.2822936377	2556142.066911918	2332977.6321140868	82669.26562500009	96873.125148736	2	0.15997476582132958	1.5294913315835654	False	0.009202153695545766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFJ1	44587698.92916776	49547895.22779192	47591524.120361045	47662913.0220056	54055262.90594388	56341470.81347567	0	0.16050692314756673	-0.15735325682362353	False	0.009226627508565835	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25524	35298673.99594385	37197696.749458805	37985915.1779396	37988685.07377053	39479061.84922572	38065984.33304474	0	0.16052486677120728	-0.06449904777018758	False	0.009251101321585905	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75966	4776553.442596483	4421233.94225692	4732619.865682714	4589815.498007358	4274595.023724845	4272999.016408282	0	0.1607136187514066	0.08455660515483147	False	0.009275575134605972	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32166	664458.3013680546	1314746.1054847855	1136240.6214571132	1001771.3699025568	82669.26562500009	96873.125148736	2	0.16095031188994555	1.3990460609268442	False	0.00930004894762604	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A912	1256390929.3746626	1392486922.8461308	1341762034.4691658	1385260096.088394	1432064768.2407143	1422672916.8160613	0	0.1611943772114976	-0.08744341314709908	False	0.009324522760646109	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA39	44525693.85957572	47721198.85625486	42686131.29188282	41685385.76898468	43433444.03296285	40576797.97636773	0	0.16127369666511332	0.10230901438531174	False	0.009348996573666177	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46829	244250221.23760915	225400477.88286883	229280137.85203463	224806439.4387392	210371154.86821613	224947160.66740665	0	0.16220569143033048	0.08241099930596218	False	0.009373470386686247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEM6	31870015.99216695	36577331.62414592	30212524.91757869	28833905.04684387	27813083.61393464	30089618.979318105	0	0.1627332965936361	0.185822404422611	False	0.009397944199706316	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15034	167987889.00325856	159491803.96177626	157198568.13369343	152092764.04845625	153454367.79096106	158561927.7248126	0	0.16336081688964546	0.06256351619115366	False	0.009422418012726383	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6A8	1976305369.266081	1733495632.15478	1637595282.1310358	1512159060.1977046	1592783012.5205028	1611687005.7413726	0	0.16401156791070476	0.18108044558664427	False	0.009446891825746451	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64540	46444250.803994335	49300057.66577777	42966282.36130432	43531968.56186628	42825061.62147866	41021057.26356411	0	0.16425069618565527	0.12296082901824948	False	0.009471365638766521	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P68187	39434813.87444454	33136067.06911218	35354797.743305795	30169956.90617208	33742484.2918851	32541382.801803745	0	0.1643586445216657	0.16212782368315998	False	0.00949583945178659	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ0	305471991.5207157	297340026.54042554	313035870.8441509	301585894.186931	295633782.68340284	287631117.3488343	0	0.16502773535835677	0.04967379946352861	False	0.009520313264806658	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC19	57032964.70900998	64110638.84333354	65348965.524412304	53332846.31407928	60300788.25922015	55890323.23909084	0	0.16510577877773797	0.13762897118367542	False	0.009544787077826725	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39451	21614317.36277674	17150985.995845597	17414549.26722818	17002395.720781837	15644479.227048002	14623808.554205865	0	0.16511336730302031	0.24910711467091723	False	0.009569260890846793	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30850	352253281.6533064	363819902.1283748	369246121.44276434	353357648.74157244	346793857.0871685	354295522.2280794	0	0.16513540896433532	0.04163293098736523	False	0.009593734703866864	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACA3	454892942.0052012	563488725.1402675	535101719.7451772	586675776.8947273	586723473.8538346	588253423.3242244	0	0.16640157972630654	-0.1814226985655538	False	0.009618208516886932	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41407	19859955.2368764	21256811.46962239	21969359.8347094	20788322.270669512	19017730.909498524	18818896.97194575	0	0.16659757327228755	0.1058079817791584	False	0.009642682329907	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P51025	17435147.141472265	16220064.04643468	16302919.64746777	17166317.2386685	17743278.60091245	17449742.284072895	0	0.16693279949821785	-0.06772736017186633	False	0.009667156142927067	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8F0	805572061.5097095	773421611.0273199	793703231.8906112	833949756.6926769	798083109.9255913	811874155.0251107	0	0.16705179281309854	-0.042661580901485495	False	0.009691629955947138	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEX9	280994857.62526464	235709578.8948283	241919813.50057396	233896408.53341055	214169536.707768	224119140.21791065	0	0.16855593096753196	0.17452695697800436	False	0.009716103768967206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33916	2166070.8473836286	2335592.045061077	1919593.581110885	2090027.000477729	1640135.772448613	1786915.1731583893	0	0.16858718395545738	0.2189512597966157	False	0.009740577581987275	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33030	28422989.357448023	24576218.359848365	25553236.319245927	22394936.858761765	24091892.19564507	24910663.315447383	0	0.1693725798915408	0.13778275876043442	False	0.009765051395007343	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7P5	214228561.84640595	190239582.11249003	191390523.5859328	177114207.98559785	189285757.61565956	182035144.15420344	0	0.1694634651205206	0.11964924401966105	False	0.00978952520802741	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE39	7733885.296682197	10977686.528982025	9991385.43913122	11251080.59640073	11485335.65980597	11933170.93734009	0	0.1694748118399665	-0.2724712732690212	False	0.00981399902104748	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32662	29685539.97052981	30683122.161805756	27743808.72939908	29911994.95618837	32256449.472989444	31562780.258994997	0	0.1695206798120493	-0.08918350983552513	False	0.009838472834067549	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFX0	16225433.673445534	18936461.91666167	19434199.51989096	16273223.509796407	17118751.4331861	15090649.102197528	0	0.1696834651179468	0.1713299840947558	False	0.009862946647087617	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36771	13237376.890872847	12449686.10496005	11225547.238675984	13538027.047564656	12845224.96981116	14158492.09305408	0	0.16969041696725376	-0.13529439526524	False	0.009887420460107686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P18196	33616578.51080728	30509548.79725417	33553742.914555263	27995797.970979184	32331689.266647127	28817798.619649228	0	0.1700576966459335	0.1319027756755085	False	0.009911894273127754	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A843	82573284.92080694	77090036.0558593	80665912.45731731	74877847.51020494	78306791.43744633	77232613.55505905	0	0.17015105138675232	0.060763404597945665	False	0.009936368086147822	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9L3	543625691.3791969	489362172.6621784	486120031.87079424	478993512.9723566	470100400.4083196	456467343.84433925	0	0.1701547332039552	0.11207801142476438	False	0.009960841899167891	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27278	11483689.19206578	8819431.227247324	8565063.026087964	7876063.621994975	6943568.288572107	8406708.058706313	0	0.17076810798294847	0.31371849696015625	False	0.00998531571218796	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q57261	97082871.46291418	90626340.53079487	90047409.40069082	87339050.05590062	88679636.2070639	87776251.51356976	0	0.17167722736885033	0.07440442464916756	False	0.010009789525208028	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75915	178741483.00958672	167589123.46518168	173257771.13925073	160942776.24158052	163426501.6062808	172018105.44460902	0	0.171746331843018	0.06590271342772581	False	0.010034263338228096	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P67826	16127211.008645412	15053661.312025685	14560271.881836722	16759934.748053417	15422955.659530964	16757076.154820696	0	0.17217482266891884	-0.09752066088287055	False	0.010058737151248165	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8A4	21434855.98330112	23276393.00532816	22936930.193432298	24718864.69182669	22970788.43550501	23743992.59525843	0	0.17259704428784062	-0.07855265014597823	False	0.010083210964268233	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22939	14004290.019964231	13640192.817935884	14996172.746116675	14167798.5015398	10840757.650679452	11559333.512549656	0	0.17293741021601491	0.22165224810107007	False	0.010107684777288302	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76193	26948790.893986944	29484037.07154544	29493151.59541972	31687195.128898498	29305023.973470245	30404676.326852847	0	0.17293897830777202	-0.08905076713902917	False	0.010132158590308372	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75829	68364591.31358537	56259561.068045296	59939059.14646486	52255474.136792384	54734156.01070994	55895939.90344962	0	0.17347910799846347	0.18025621133678324	False	0.010156632403328439	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7T7	1550041012.5477505	1616693955.0092456	1652265209.841041	1696753452.9120536	1642607712.1546347	1659050448.8357778	0	0.17488203215250878	-0.05273585653852488	False	0.010181106216348507	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75849	44057813.60930547	38861561.54553255	37671756.72746971	36727215.21126452	35934581.07109744	35885175.23400878	0	0.17496694928916354	0.15180434217406114	False	0.010205580029368576	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6W9	135483535.71420068	124755873.18627588	125179864.8915466	119418776.03902364	122143284.93074054	122885197.2190886	0	0.17680859741027663	0.08071867200194786	False	0.010230053842388646	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A746	72430.77423286857	2155464.051669546	3276174.3577534184	4429126.222455156	3655830.526508397	2976461.636547603	1	0.17701715479022748	-1.0069658822993557	False	0.010254527655408715	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09155	45334396.65194972	37615513.88769268	42392190.87456366	37264191.90013692	36696186.178627126	37650044.46637823	0	0.17706278324413277	0.1673993288195361	False	0.010279001468428781	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33225	14671031.404932106	11099946.2700762	11868203.187405756	9140661.561240464	10942253.00000001	11075099.280734418	0	0.17730150959324972	0.2726319590075002	False	0.01030347528144885	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60422	3870970718.9873214	4307780900.109873	4188363204.953795	4316392977.9496765	4466647070.877194	4358270483.927483	0	0.17746663523970763	-0.08760019009861193	False	0.010327949094468918	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAA1	83575120.27938564	75196838.47704105	80206862.34766926	83998106.12839733	86660516.38806547	82718257.06378442	0	0.17747369497339263	-0.08440211715961678	False	0.010352422907488988	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADP9	174273492.08949167	151215819.27752027	159021584.98916027	144166812.71512356	154107058.82445997	146230439.55664822	0	0.17763592870043354	0.12433170000983668	False	0.010376896720509057	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9P4	395456366.38229233	431755442.1041611	430013994.7839789	440487449.5415375	446256163.088501	442247504.3506197	0	0.17796531892434797	-0.08008767423677773	False	0.010401370533529124	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75777	42813183.09578458	38137531.67347647	38025067.8197423	35349554.9461246	35849253.44526574	38357222.266518414	0	0.17813496126559228	0.11899904258126125	False	0.010425844346549192	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9P0	1726113380.8872888	1981617514.5116885	1929608549.6936023	2029962664.8906732	2020714423.633957	2059379417.646369	0	0.1781600418908192	-0.11617128212866999	False	0.010450318159569262	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76506	103098850.52301304	107959113.86871652	102889924.9590018	107171138.27579728	108950711.64546932	107645828.50188418	0	0.17856682117191344	-0.04443385604202109	False	0.010474791972589331	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A955	392487541.09782463	433079542.27400696	446106691.7342414	469876191.0908415	451899950.0252462	444957686.5427618	0	0.17877803537693016	-0.10400368368026112	False	0.0104992657856094	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23721	363493587.2913672	346362725.01001674	359750152.3304384	384968507.05520445	367631623.5016257	360970935.4514992	0	0.17954620167978222	-0.058113541019153024	False	0.010523739598629466	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8B2	8658662.43390437	8497382.144036796	8227182.024631186	9161271.590263989	9312666.13552111	8456607.991792552	0	0.18006185433846722	-0.08536799495146925	False	0.010548213411649535	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75797	8021536.070234829	7613899.480626832	9048201.427776696	7509661.647450515	7170547.941973201	7465641.965981929	0	0.18009474509140952	0.15651850918567378	False	0.010572687224669605	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8U2	891084.7178600708	695976.9594326192	653499.8684810626	529194.3120678718	82669.26562500009	636135.2534886907	1	0.18039207507457317	0.844243773249885	False	0.010597161037689673	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07363	60845626.98252785	66068238.52808506	65366417.935124025	67027123.71975255	65664626.53477067	69492293.82886258	0	0.18057480962979763	-0.0724583121313166	False	0.010621634850709742	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7C2	84214360.60612209	90074357.8987267	94092311.81630208	94420518.68289226	95980153.17552976	95162309.0541957	0	0.18123740596676474	-0.08952626433081731	False	0.010646108663729809	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
