Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P23721	P23721		serC		1.37287e+07	1.35568e+07	1.28537e+07	1.33788e+07	1.27619e+07	1.28516e+07
P23827	P23827		eco		4.55001e+06	4.40334e+06	4.53013e+06	4.61944e+06	4.60737e+06	4.69866e+06
P23830	P23830		pssA		1.43035e+06	1.39158e+06	1.35264e+06	1.38125e+06	1.33355e+06	1.35828e+06
P23836	P23836		phoP		2.27172e+07	2.24707e+07	2.16281e+07	2.25202e+07	2.15455e+07	2.18833e+07
P23837	P23837		phoQ		1.13788e+06	1.23598e+06	1.23968e+06	1.18146e+06	1.25066e+06	1.17784e+06
P23839	P23839		yicC		3.20198e+06	3.01442e+06	3.20168e+06	3.06832e+06	3.18341e+06	3.25485e+06
P23843	P23843		oppA		5.29248e+06	5.37776e+06	5.19544e+06	5.38379e+06	5.35333e+06	5.17106e+06
P23845	P23845		cysN		3.47524e+06	3.45751e+06	3.57112e+06	3.60971e+06	3.38102e+06	3.64474e+06
P23857	P23857		pspE		938073	945224	1.0202e+06	909620	936677	961197
P23865	P23865		prc		6.97718e+06	6.9067e+06	6.79117e+06	6.82871e+06	6.8857e+06	6.99455e+06
P23869	P23869		ppiB		4.12407e+07	3.96257e+07	4.09663e+07	4.08582e+07	4.09969e+07	4.178e+07
P23871	P23871		hemH		2.70421e+06	2.66435e+06	2.54374e+06	2.59984e+06	2.55014e+06	2.49089e+06
P23882	P23882		fmt		7.55494e+06	7.28973e+06	7.16786e+06	7.16596e+06	7.06693e+06	7.07975e+06
P23886	P23886		cydC		896274	981909	953307	926485	981588	904704
P23893	P23893		hemL		1.15668e+07	1.14081e+07	1.10782e+07	1.15112e+07	1.17369e+07	1.09547e+07
P23894	P23894		htpX		4.33135e+06	4.37777e+06	4.25564e+06	4.21648e+06	4.30034e+06	4.50331e+06
P23908	P23908		argE		1.45768e+06	1.34104e+06	1.28525e+06	1.46664e+06	1.36375e+06	1.21222e+06
P23909	P23909		mutS		3.52227e+06	3.63061e+06	3.58624e+06	3.59471e+06	3.53554e+06	3.63342e+06
P23917	P23917		mak		506944	515572	718056	580801	594202	636770
P24169	P24169		speF		3.02782e+06	2.98247e+06	3.18367e+06	3.10081e+06	3.17094e+06	3.18922e+06
P24171	P24171		dcp		3.66651e+06	3.68243e+06	3.60909e+06	3.6461e+06	3.32766e+06	3.66177e+06
P24178	P24178		yffB		4.84623e+06	4.72027e+06	4.04744e+06	4.68816e+06	3.92106e+06	4.1175e+06
P24182	P24182		accC		1.57635e+07	1.5745e+07	1.55325e+07	1.58846e+07	1.53216e+07	1.53591e+07
P24183	P24183		fdnG		4.23317e+06	4.18408e+06	4.21319e+06	4.33872e+06	4.21655e+06	4.2484e+06
P24186	P24186		folD		5.21685e+06	4.96963e+06	5.20802e+06	5.08268e+06	5.29864e+06	5.34721e+06
P24193	P24193		hypE		2.41254e+06	2.55026e+06	2.38455e+06	2.36576e+06	2.34111e+06	2.3374e+06
P24202	P24202		mrr		1.77831e+06	1.76706e+06	1.76222e+06	1.70585e+06	1.77415e+06	1.96223e+06
P24203	P24203		yjiA		3.95262e+06	3.53159e+06	3.19389e+06	3.86564e+06	3.14074e+06	3.55447e+06
P24205	P24205		msbB		2.22103e+06	2.3738e+06	2.45772e+06	2.38997e+06	2.22983e+06	2.47302e+06
P24215	P24215		uxuA		2.66288e+06	2.53215e+06	2.66065e+06	2.43361e+06	2.79875e+06	2.57102e+06
P24216	P24216		fliD		886874	901062	916417	822219	939864	881443
P24224	P24224		acpS		2.02694e+06	2.01198e+06	2.21213e+06	1.93819e+06	1.93523e+06	2.07386e+06
P24228	P24228		dacB		1.95124e+06	2.03574e+06	1.78542e+06	1.95951e+06	1.92811e+06	1.7315e+06
P24232	P24232		hmp		1.00523e+06	1.17658e+06	1.1742e+06	1.05581e+06	1.13004e+06	1.10491e+06
P24251	P24251		crl		6.70574e+06	7.01387e+06	6.87524e+06	6.72378e+06	6.38657e+06	6.54673e+06
P24252	P24252		ybgA		1.64135e+06	1.67374e+06	1.49601e+06	1.63092e+06	1.15534e+06	1.59722e+06
P24255	P24255		rpoN		653299	632335	691652	701168	609489	696613
P24554	P24554		radA		1.29774e+06	1.28149e+06	1.32207e+06	1.25747e+06	1.36405e+06	1.3162e+06
P25397	P25397		tehB		4.35454e+06	4.19877e+06	4.02984e+06	4.32008e+06	4.09102e+06	4.09449e+06
P25437	P25437		frmA		7.98236e+06	8.23612e+06	8.03822e+06	7.81388e+06	8.16615e+06	8.50669e+06
P25516	P25516		acnA		3.47922e+06	3.42349e+06	3.06203e+06	3.27576e+06	3.27365e+06	3.33006e+06
P25519	P25519		hflX		2.84536e+06	2.91528e+06	2.9728e+06	2.94409e+06	3.04066e+06	2.92515e+06
P25522	P25522		mnmE		4.21103e+06	4.09492e+06	4.52764e+06	4.29543e+06	4.47566e+06	4.28303e+06
P25524	P25524		codA		2.3191e+06	2.33886e+06	2.22251e+06	2.35692e+06	2.43612e+06	2.37146e+06
P25535	P25535		visC		2.59232e+06	2.86934e+06	2.74116e+06	2.72108e+06	2.64117e+06	2.49722e+06
P25536	P25536		yhdE		2.68131e+06	2.57097e+06	2.55543e+06	2.62485e+06	2.7203e+06	2.68125e+06
P25539	P25539		ribD		3.91408e+06	3.85226e+06	3.81159e+06	3.92808e+06	3.67352e+06	4.0874e+06
P25552	P25552		gppA		1.39386e+06	1.45912e+06	1.63336e+06	1.36506e+06	1.59265e+06	1.55396e+06
P25714	P25714		yidC		6.33607e+06	6.03902e+06	6.8797e+06	6.50482e+06	6.80333e+06	7.24644e+06
P25736	P25736		endA		1.04225e+06	1.02552e+06	1.00034e+06	1.09211e+06	1.0769e+06	1.04587e+06
P25741	P25741		rfaP		156853	297671	189009	177401	125978	
P25745	P25745		mnmA		4.17936e+06	4.1652e+06	4.09071e+06	4.17884e+06	4.12556e+06	4.14524e+06
P25746	P25746		hflD		1.12938e+07	1.117e+07	1.11412e+07	1.07145e+07	1.07447e+07	1.08283e+07
P25888	P25888		rhlE		3.02628e+06	3.02665e+06	2.96133e+06	3.03816e+06	3.12798e+06	3.08393e+06
P25894	P25894		yggG		795797	745362	758964	694204	773334	718486
P25906	P25906		ydbC		840168	808927	829559	668970	839004	884960
P26602	P26602		ubiC		997186	830016	858038	873402	964934	959162
P26608	P26608		fliS		2.84712e+06	2.83772e+06	3.06832e+06	3.19824e+06	2.46352e+06	2.48938e+06
P26612	P26612		amyA		599542	604636	614557	615842	618681	656557
P26616	P26616		maeA		5.75705e+06	5.55918e+06	5.38512e+06	5.69518e+06	5.37755e+06	5.23636e+06
P26646	P26646		acuI		3.27661e+06	3.01018e+06	2.81696e+06	3.13507e+06	2.78874e+06	2.93118e+06
P26647	P26647		plsC		1.18288e+06	1.21912e+06	1.21412e+06	1.17169e+06	1.14118e+06	1.19701e+06
P26648	P26648		ftsP		2.77117e+06	2.78991e+06	2.96752e+06	2.70921e+06	2.93433e+06	2.69307e+06
P27248	P27248		gcvT		8.30254e+06	8.25993e+06	8.24717e+06	8.51606e+06	8.54716e+06	8.24628e+06
P27278	P27278		nadR		653941	644808	620829	696077	680205	671424
P27298	P27298		prlC		1.00016e+07	1.02003e+07	1.02558e+07	1.01564e+07	1.01088e+07	1.01159e+07
P27302	P27302		tktA		3.14181e+07	3.1078e+07	2.93784e+07	3.1296e+07	2.99857e+07	2.9583e+07
P27303	P27303		emrA		1.51779e+06	1.49351e+06	1.53134e+06	1.5275e+06	1.53402e+06	1.52163e+06
P27306	P27306		sthA		4.56957e+06	4.51014e+06	4.25276e+06	4.71846e+06	4.6678e+06	4.4681e+06
P27431	P27431		ycfD		5.17863e+06	5.21685e+06	4.90483e+06	5.0102e+06	4.71033e+06	4.01287e+06
P27434	P27434		rodZ		1.02057e+07	1.052e+07	1.05377e+07	1.06093e+07	1.04762e+07	1.01163e+07
P27828	P27828		wecB		1.80606e+06	1.77259e+06	1.76143e+06	1.88895e+06	1.85933e+06	1.81999e+06
P27829	P27829		wecC		3.45167e+06	3.36977e+06	3.51968e+06	3.47416e+06	3.41772e+06	3.31329e+06
P27830	P27830		rffG		1.56178e+06	1.50154e+06	1.58265e+06	1.55712e+06	1.51283e+06	1.59047e+06
P27833	P27833		rffA		2.39702e+06	2.27297e+06	2.21426e+06	2.21782e+06	2.24393e+06	2.42839e+06
P27836	P27836		wecG		2.68886e+06	2.54367e+06	2.16944e+06	2.52132e+06	2.03908e+06	2.17087e+06
P27838	P27838		cyaY		2.71496e+06	2.45296e+06	2.12382e+06	2.44534e+06	2.4008e+06	2.37303e+06
P27848	P27848		yigL		4.05746e+06	5.58786e+06	5.52044e+06	5.43996e+06	5.3551e+06	5.77043e+06
P27859	P27859		tatD		1.44818e+06	1.41341e+06	1.41297e+06	1.43211e+06	1.42215e+06	1.33847e+06
P28248	P28248		dcd		3.12012e+06	3.1698e+06	3.21382e+06	3.18851e+06	3.21992e+06	3.17726e+06
P28304	P28304		qorA		4.24617e+06	4.49579e+06	4.6315e+06	4.63706e+06	4.64482e+06	4.5461e+06
P28306	P28306		yceG		865056	844805	879644	859955	869622	885699
P28629	P28629		adiA		1.89011e+06	1.88086e+06	1.89852e+06	1.95655e+06	1.98478e+06	1.99609e+06
P28635	P28635		metQ		1.29166e+07	1.27774e+07	1.35044e+07	1.26506e+07	1.32058e+07	1.32613e+07
P28903	P28903		nrdD		5.0641e+06	4.93204e+06	5.03843e+06	5.01691e+06	5.06208e+06	4.9545e+06
P28904	P28904		treC		2.76177e+06	2.69336e+06	2.62556e+06	2.81735e+06	2.70954e+06	2.78609e+06
P29018	P29018		cydD		694240	608190	729858	678549	677968	624748
P29131	P29131		ftsN		1.47015e+06	1.36283e+06	1.56666e+06	1.46401e+06	1.61257e+06	1.57056e+06
P29208	P29208		menC		2.87535e+06	2.8726e+06	2.99121e+06	2.91277e+06	2.88902e+06	2.9316e+06
P29217	P29217		yceH		2.80746e+06	2.81354e+06	2.66257e+06	2.78262e+06	2.69175e+06	2.70933e+06
P29680	P29680		hemE		6.08452e+06	6.30612e+06	6.1543e+06	6.36885e+06	6.1111e+06	6.13164e+06
P29744	P29744		flgL		2.61324e+06	2.58203e+06	2.52147e+06	2.60742e+06	2.6427e+06	2.28864e+06
P29745	P29745		pepT		6.04498e+06	5.8269e+06	5.95005e+06	6.04162e+06	5.86662e+06	5.87475e+06
P30011	P30011		nadC		1.97323e+06	2.06561e+06	2.09351e+06	1.99763e+06	2.08653e+06	2.0591e+06
P30014	P30014		rnt		5.44207e+06	5.40637e+06	5.76676e+06	5.33284e+06	5.60984e+06	5.63814e+06
P30128	P30128		greB		2.24864e+06	2.22535e+06	2.16479e+06	2.16832e+06	2.07569e+06	2.0711e+06
P30130	P30130		fimD		1.05382e+07	1.13498e+07	1.19703e+07	1.15737e+07	1.1421e+07	1.19861e+07
P30177	P30177		ybiB		4.70429e+06	4.33823e+06	4.40667e+06	4.39291e+06	4.27256e+06	4.18536e+06
P30178	P30178		ybiC		2.64344e+06	2.37499e+06	2.33877e+06	2.37947e+06	2.25253e+06	2.41859e+06
P30744	P30744		sdaB		6.02855e+06	6.07357e+06	5.92013e+06	6.01076e+06	5.76073e+06	5.99556e+06
P30749	P30749		moaE		3.48515e+06	3.44385e+06	3.60233e+06	3.45546e+06	3.36426e+06	3.10616e+06
P30843	P30843		basR		1.99696e+06	1.72684e+06	1.82298e+06	1.71278e+06	1.77524e+06	2.02011e+06
P30850	P30850		rnb		6.71232e+06	6.69074e+06	6.82575e+06	6.72754e+06	6.68042e+06	6.75205e+06
P30852	P30852		smf		1.97337e+06	1.85779e+06	2.14583e+06	1.76488e+06	2.00647e+06	1.90395e+06
P30859	P30859		artI		2.15765e+06	2.0973e+06	2.29009e+06	2.19302e+06	2.23073e+06	2.22172e+06
P30870	P30870		glnE		480204	547575	550206	504275	545573	505931
P30871	P30871		ygiF		3.50578e+06	3.65214e+06	3.34463e+06	3.37543e+06	3.44183e+06	3.45587e+06
P30958	P30958		mfd		6.47192e+06	6.82275e+06	7.04797e+06	6.67052e+06	6.64749e+06	6.32641e+06
P31057	P31057		panB		5.679e+06	5.91746e+06	5.90496e+06	5.92743e+06	6.16149e+06	6.05577e+06
P31063	P31063		yedD		5.31317e+06	5.74177e+06	5.65047e+06	5.89549e+06	5.6604e+06	5.15753e+06
P31068	P31068		fliH		888090	920872	919043	928448	907682	844835
P31069	P31069		kch		643829	631115	383011	666956	497458	499908
P31120	P31120		glmM		1.10166e+07	1.13748e+07	1.10704e+07	1.11716e+07	1.10477e+07	1.07881e+07
P31142	P31142		sseA		6.29012e+06	6.3116e+06	6.01697e+06	6.22709e+06	6.02788e+06	6.2703e+06
P31224	P31224		acrB		2.18964e+06	2.23364e+06	2.15463e+06	2.23695e+06	2.2609e+06	2.10531e+06
P31433	P31433		yicH		1.12287e+06	1.07657e+06	1.10226e+06	1.1116e+06	1.11702e+06	1.15486e+06
P31455	P31455		yidR		1.45105e+06	1.41348e+06	1.43862e+06	1.43715e+06	1.48943e+06	1.37994e+06
P31467	P31467		yieH		2.06447e+06	1.82399e+06	1.99914e+06	2.08159e+06	2.04858e+06	2.03525e+06
P31473	P31473		ravA		1.23104e+06	1.36342e+06	1.40025e+06	1.35981e+06	1.34671e+06	1.4011e+06
P31475	P31475		yieP		1.0861e+06	1.12906e+06	1.18294e+06	1.1742e+06	1.1554e+06	1.183e+06
P31550	P31550		thiB		1.82455e+06	1.75147e+06	1.93758e+06	1.79451e+06	1.79081e+06	1.8717e+06
P31554	P31554		lptD		5.83363e+06	5.60282e+06	5.8862e+06	5.82711e+06	5.78177e+06	5.86844e+06
P31658	P31658		hchA		8.96352e+06	8.54931e+06	9.07482e+06	8.57399e+06	8.69928e+06	9.11743e+06
P31663	P31663		panC		3.16107e+06	2.87793e+06	3.13128e+06	2.99479e+06	2.96102e+06	3.1072e+06
P31697	P31697		fimC		4.71968e+06	4.6505e+06	4.73483e+06	4.75579e+06	4.67177e+06	4.74319e+06
P31802	P31802		narP		1.08098e+07	1.09596e+07	1.07935e+07	1.06295e+07	1.06983e+07	1.15785e+07
P31808	P31808		yciK		3.27842e+06	3.23663e+06	3.31858e+06	3.27522e+06	3.31881e+06	3.14365e+06
P31825	P31825		yfiC		811655	655407	729114	692101	626383	603083
P31979	P31979		nuoF		1.29452e+07	1.29389e+07	1.23678e+07	1.31473e+07	1.25958e+07	1.2478e+07
P32099	P32099		lplA		2.16512e+06	2.18938e+06	2.18086e+06	2.29817e+06	2.13799e+06	2.08452e+06
P32131	P32131		hemN		2.5079e+06	2.63528e+06	2.59637e+06	2.61108e+06	2.53376e+06	2.65079e+06
P32132	P32132		typA		4.38709e+07	4.36177e+07	4.4413e+07	4.36742e+07	4.40828e+07	4.41218e+07
P32157	P32157		yiiM		3.627e+06	3.36834e+06	3.66974e+06	3.6208e+06	3.57253e+06	3.86586e+06
P32162	P32162		yiiS		2.09611e+06	2.16083e+06	2.33533e+06	2.32402e+06	2.35508e+06	2.24284e+06
P32173	P32173		mobA		2.84139e+06	3.21359e+06	3.45999e+06	3.05494e+06	3.10454e+06	2.9445e+06
P32176	P32176		fdoG		6.73013e+06	6.44466e+06	6.47738e+06	6.7455e+06	6.57232e+06	6.55066e+06
P32662	P32662		gph		2.62075e+06	2.80688e+06	2.59793e+06	2.80879e+06	2.42178e+06	2.40344e+06
P32664	P32664		nudC		1.14948e+06	1.14821e+06	1.09557e+06	1.07651e+06	1.08911e+06	1.166e+06
P32680	P32680		yjaG		1.87766e+06	1.81763e+06	1.7896e+06	1.80393e+06	1.82376e+06	1.91987e+06
P32684	P32684		rluF		1.5862e+06	1.4297e+06	1.53054e+06	1.44439e+06	1.52294e+06	1.65222e+06
P32685	P32685		yjbD		415332	419177	361664	403184	421200	308300
P32695	P32695		dusA		805830	840466	807156	764170	772024	760460
P33011	P33011		yeeA		1.86374e+06	1.8042e+06	1.92028e+06	1.83959e+06	1.82967e+06	1.92301e+06
P33018	P33018		yeiG		581754	594872	456090	523652	592968	460022
P33025	P33025		psuG		2.49365e+06	2.44416e+06	2.59303e+06	2.55504e+06	2.41022e+06	2.682e+06
P33030	P33030		yeiR		1.63961e+06	1.75595e+06	1.71236e+06	1.58956e+06	1.55753e+06	1.65197e+06
P33136	P33136		mdoG		1.23118e+07	1.2058e+07	1.23078e+07	1.23258e+07	1.24339e+07	1.24648e+07
P33195	P33195		gcvP		5.59362e+06	5.46795e+06	5.71208e+06	5.56729e+06	5.6093e+06	5.70617e+06
P33218	P33218		yebE		5.63304e+06	5.58411e+06	5.34495e+06	5.25121e+06	5.59846e+06	5.2987e+06
P33219	P33219		yebF		560248	520513	559760	489001	555450	526532
P33225	P33225		torA		3.0485e+06	3.37689e+06	4.06636e+06	3.18004e+06	4.25069e+06	4.07467e+06
P33235	P33235		flgK		1.46336e+06	1.43987e+06	1.57333e+06	1.47271e+06	1.51515e+06	1.43203e+06
P33355	P33355		yehS		1.76424e+06	1.5625e+06	1.594e+06	1.55837e+06	1.54357e+06	1.60539e+06
P33362	P33362		osmF		1.92656e+06	2.37239e+06	2.08049e+06	2.0784e+06	2.08254e+06	2.26308e+06
P33363	P33363		bglX		2.75418e+06	2.81506e+06	2.76878e+06	2.72521e+06	2.65168e+06	2.75743e+06
P33570	P33570		tktB		2.50339e+06	2.26793e+06	2.33388e+06	2.42818e+06	2.41317e+06	2.30058e+06
P33590	P33590		nikA		3.67506e+06	3.6733e+06	3.63544e+06	3.65335e+06	3.44234e+06	3.3931e+06
P33593	P33593		nikD		2.04885e+06	1.85724e+06	1.73391e+06	1.85412e+06	1.77816e+06	1.80883e+06
P33599	P33599		nuoC		1.57005e+07	1.55918e+07	1.5456e+07	1.57326e+07	1.55269e+07	1.54574e+07
P33602	P33602		nuoG		1.33846e+07	1.34036e+07	1.26897e+07	1.326e+07	1.29947e+07	1.26632e+07
P33643	P33643		rluD		3.36241e+06	3.21848e+06	3.00716e+06	3.31083e+06	3.0272e+06	2.89732e+06
P33650	P33650		feoB		2.61024e+06	2.63177e+06	2.73839e+06	2.54602e+06	2.80168e+06	2.68723e+06
P33667	P33667		selU		1.02083e+06	998451	993974	966606	1.04563e+06	948190
P33898	P33898		gapC		1.7707e+06	1.69083e+06	1.76483e+06	1.60278e+06	1.75856e+06	1.7466e+06
P33916	P33916		yejF		265316	339235	228299	275541	273068	273812
P33920	P33920		yejK		2.81867e+06	2.76278e+06	2.71304e+06	2.80828e+06	2.81923e+06	2.70777e+06
P33937	P33937		napA		4.03788e+06	3.98568e+06	4.01251e+06	3.8782e+06	3.88696e+06	3.96662e+06
P35340	P35340		ahpF		1.30199e+07	1.30882e+07	1.30553e+07	1.32731e+07	1.32626e+07	1.30979e+07
P36566	P36566		smtA		448732	423031	492257	485340	493039	466494
P36659	P36659		cbpA		3.52301e+06	3.55648e+06	3.35697e+06	3.81643e+06	3.55738e+06	3.62071e+06
P36672	P36672		treB		9.34984e+06	9.1152e+06	9.09707e+06	8.86188e+06	9.42821e+06	9.65028e+06
P36673	P36673		treR		931145	1.06868e+06	959349	999553	940607	892389
P36680	P36680		zapD		3.12824e+06	3.03015e+06	3.15291e+06	3.19401e+06	3.36017e+06	3.26674e+06
P36683	P36683		acnB		1.04091e+07	1.02339e+07	1.00194e+07	1.02705e+07	1.00159e+07	9.99326e+06
P36767	P36767		rdgC		4.94421e+06	5.05534e+06	4.90482e+06	4.87626e+06	4.76769e+06	4.92468e+06
P36879	P36879		yadG		1.29522e+06	1.26872e+06	1.35011e+06	1.31774e+06	1.33979e+06	1.26035e+06
P36928	P36928		yegD		898952	878815	834617	895380	888811	904390
P36929	P36929		rsmB		3.51883e+06	2.96857e+06	3.51927e+06	3.08489e+06	3.41487e+06	3.7614e+06
P36938	P36938		pgm		7.48866e+06	7.47734e+06	7.30005e+06	7.41041e+06	7.20686e+06	7.06153e+06
P36979	P36979		rlmN		3.56548e+06	3.43912e+06	3.36571e+06	3.40843e+06	3.2868e+06	3.6029e+06
P37005	P37005		lasT		1.29219e+06	1.31563e+06	1.27636e+06	1.28952e+06	1.24721e+06	1.26257e+06
P37028	P37028		btuF		768595	641822	590527	586674	516604	633105
P37051	P37051		purU		5.51261e+06	5.22627e+06	5.54932e+06	5.40725e+06	5.17039e+06	5.69879e+06
P37052	P37052		ychJ		912526	877550	838254	972111	938691	889480
P37095	P37095		pepB		1.28993e+07	1.31025e+07	1.276e+07	1.3195e+07	1.27986e+07	1.26546e+07
P37128	P37128		nudK		2.68872e+06	2.52039e+06	2.72695e+06	2.55288e+06	2.55617e+06	2.68834e+06
P37177	P37177		ptsP		1.11351e+06	1.09207e+06	1.08397e+06	956023	1.00417e+06	1.03613e+06
P37182	P37182		hybD		3.80365e+06	3.94327e+06	3.88681e+06	3.65589e+06	3.87772e+06	3.83562e+06
P37194	P37194		slp		4.77386e+07	4.67835e+07	4.72197e+07	4.80513e+07	4.82542e+07	4.8302e+07
P37329	P37329		modA		3.91422e+06	3.87498e+06	3.93919e+06	3.8419e+06	3.81049e+06	3.77769e+06
P37330	P37330		glcB		1.84484e+06	1.7246e+06	1.8283e+06	1.90405e+06	1.78202e+06	1.75161e+06
P37342	P37342		yjjI		2.37051e+06	2.39697e+06	2.38257e+06	2.37361e+06	2.39978e+06	2.38234e+06
P37349	P37349		dhaM		2.08802e+06	2.10668e+06	2.11382e+06	2.05378e+06	2.05323e+06	2.05609e+06
P37440	P37440		ucpA		7.92757e+06	8.07099e+06	7.70218e+06	7.87501e+06	7.72304e+06	7.82478e+06
P37590	P37590		pmrD		2.3855e+06	1.9766e+06	2.18595e+06	2.56153e+06	2.15491e+06	1.89801e+06
P37613	P37613		yhhK		4.02058e+06	4.52227e+06	4.25265e+06	4.47248e+06	4.19152e+06	4.49866e+06
P37617	P37617		zntA		1.61643e+06	1.69083e+06	1.687e+06	1.63363e+06	1.70786e+06	1.60825e+06
P37626	P37626		yhiI		1.32527e+06	1.2724e+06	1.30155e+06	1.36423e+06	1.27702e+06	1.38353e+06
P37631	P37631		yhiN		1.23497e+06	1.20335e+06	1.31681e+06	1.25193e+06	1.19272e+06	1.26195e+06
P37634	P37634		rlmJ		2.48386e+07	2.48717e+07	2.31903e+07	2.42366e+07	2.38288e+07	2.38806e+07
P37636	P37636		mdtE		4.0383e+06	3.92128e+06	4.0759e+06	3.97131e+06	4.03432e+06	4.07049e+06
P37647	P37647		kdgK		2.39844e+06	2.31524e+06	2.35618e+06	2.30248e+06	2.4257e+06	2.31926e+06
P37648	P37648		yhjJ		3.76367e+06	3.65956e+06	3.62411e+06	3.85224e+06	3.76196e+06	3.85375e+06
P37650	P37650		bcsC		1.13408e+06	1.10036e+06	1.0801e+06	1.03133e+06	1.0837e+06	993712
P37651	P37651		bcsZ		2.33929e+06	2.19662e+06	2.02602e+06	2.25049e+06	2.14405e+06	2.1351e+06
P37652	P37652		bcsB		4.0527e+06	3.80925e+06	4.16589e+06	3.82221e+06	3.82488e+06	3.92226e+06
P37655	P37655		bcsQ		1.04701e+06	1.01138e+06	1.08485e+06	901869	1.03699e+06	1.14714e+06
P37665	P37665		yiaD		5.65488e+06	5.36612e+06	5.79188e+06	5.60276e+06	5.63226e+06	5.72571e+06
P37666	P37666		ghrB		1.13995e+07	1.09539e+07	9.99975e+06	1.14538e+07	1.0096e+07	1.01067e+07
P37685	P37685		aldB		1.29487e+06	1.28639e+06	1.20319e+06	1.13138e+06	1.20949e+06	1.26199e+06
P37689	P37689		gpmI		2.3727e+07	2.3649e+07	2.30091e+07	2.40062e+07	2.38887e+07	2.37836e+07
P37692	P37692		rfaF		2.44893e+06	2.24127e+06	2.32165e+06	2.14037e+06	2.24926e+06	2.3086e+06
P37765	P37765		rluB		4.6926e+06	4.75755e+06	4.75806e+06	4.67747e+06	4.64888e+06	4.69627e+06
P37773	P37773		mpl		8.32659e+06	8.55459e+06	8.02357e+06	8.55304e+06	7.95737e+06	8.2349e+06
P37902	P37902		gltI		2.07568e+06	2.15487e+06	2.18757e+06	2.05952e+06	2.12316e+06	2.04965e+06
P37903	P37903		uspF		8.52542e+06	8.52265e+06	8.57375e+06	8.99576e+06	8.64109e+06	8.50914e+06
P37908	P37908		yfjD		720386	714547	583317	674695	636940	602310
P38038	P38038		cysJ		3.76217e+06	3.61226e+06	3.706e+06	3.69698e+06	3.65824e+06	3.55197e+06
P38134	P38134		etk		4.71545e+06	4.70607e+06	4.84751e+06	4.61957e+06	4.87244e+06	4.69911e+06
P38489	P38489		nfnB		6.24006e+06	6.24098e+06	5.4843e+06	6.03156e+06	5.6384e+06	5.82905e+06
P38506	P38506		ygdG		629900	696074	644427	548029	547740	541383
P38521	P38521		yggL		3.18675e+06	3.35127e+06	3.11196e+06	3.20856e+06	3.06245e+06	2.88849e+06
P39099	P39099		degQ		5.51629e+06	5.5753e+06	5.69533e+06	5.75133e+06	5.78162e+06	5.74887e+06
P39160	P39160		uxuB		1.46566e+06	1.45709e+06	1.41438e+06	1.34116e+06	1.31026e+06	1.37302e+06
P39172	P39172		znuA		3.70434e+06	3.79306e+06	3.77029e+06	3.92875e+06	4.10922e+06	3.88595e+06
P39173	P39173		yeaD		1.2441e+07	1.2404e+07	1.27054e+07	1.31129e+07	1.26948e+07	1.27338e+07
P39177	P39177		uspG		2.71695e+07	2.69835e+07	2.60448e+07	2.62185e+07	2.54315e+07	2.54395e+07
P39199	P39199		prmB		8.02823e+06	7.97876e+06	7.62042e+06	7.69733e+06	7.47074e+06	7.91941e+06
P39274	P39274		yjdJ		3.61332e+06	3.56438e+06	3.99876e+06	3.74145e+06	3.91701e+06	3.96502e+06
P39280	P39280		epmB		1.29604e+06	1.47233e+06	1.47317e+06	1.28886e+06	1.30444e+06	1.25716e+06
P39286	P39286		rsgA		2.18697e+06	2.30142e+06	2.30415e+06	2.2672e+06	2.26936e+06	2.2003e+06
P39298	P39298		yjfP		800540	710302	857672	760565	803934	884599
P39315	P39315		qorB		2.93246e+06	2.88621e+06	2.99462e+06	2.92384e+06	2.87393e+06	2.93077e+06
P39321	P39321		tamB		633856	697626	668449	683080	667283	784320
P39325	P39325		ytfQ		1.54228e+06	1.73976e+06	1.56336e+06	1.57703e+06	1.60553e+06	1.73381e+06
P39342	P39342		yjgR		1.07923e+06	1.07679e+06	1.09979e+06	946678	1.02588e+06	1.17307e+06
P39347	P39347		intB		718900	717135	820145	825725	765273	766803
P39377	P39377		iadA		5.46017e+06	5.37703e+06	5.37029e+06	5.41097e+06	5.13917e+06	5.28256e+06
P39384	P39384		yjiM		1.07103e+06	1.15774e+06	1.07547e+06	995158	992413	1.05212e+06
P39391	P39391		yjiT		532768	553811	586143	577353	525782	578965
P39396	P39396		yjiY		5.81261e+06	5.55486e+06	5.97258e+06	5.93347e+06	6.15225e+06	6.07855e+06
P39401	P39401		mdoB		1.15213e+06	1.13671e+06	1.10073e+06	1.0774e+06	1.05378e+06	1.13947e+06
P39406	P39406		rsmC		1.08679e+07	1.06859e+07	1.07848e+07	1.06018e+07	1.04406e+07	1.08414e+07
P39407	P39407		yjjU		479683	536525	476690	465912	371791	343631
