Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0AEM4	FLGM_ECOLI	flgM	Negative regulator of flagellin synthesis	2	2	7.52181e+06	7.41168e+06	7.4353e+06	6.36712e+06	7.67441e+06	6.93342e+06
P0AEM6	FLIA_ECOLI	fliA	RNA polymerase sigma factor for flagellar operon	8	8	1.29214e+07	1.33742e+07	1.24785e+07	1.34273e+07	1.2877e+07	1.30121e+07
P0AEM9	FLIY_ECOLI	fliY	Cystine-binding periplasmic protein	18	18	6.18349e+07	6.11668e+07	5.93786e+07	6.17677e+07	6.10929e+07	6.12494e+07
P0AEN1	FRE_ECOLI	fre	NAD(P)H-flavin reductase	6	6	3.43223e+07	3.64594e+07	3.37849e+07	3.6077e+07	3.52553e+07	3.54872e+07
P0AEN4	FTSL_ECOLI	ftsL	Cell division protein FtsL	4	4	6.24402e+06	6.67075e+06	6.96683e+06	6.8597e+06	7.23881e+06	6.97543e+06
P0AEN8	FUCM_ECOLI	fucU	L-fucose mutarotase	3	3	2.58446e+07	2.73452e+07	2.69478e+07	2.72499e+07	2.67986e+07	2.69375e+07
P0AEP3	GALU_ECOLI	galU	UTP--glucose-1-phosphate uridylyltransferase	12	12	2.9637e+08	3.11942e+08	2.99726e+08	2.93604e+08	3.09272e+08	2.96528e+08
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	15	15	1.68059e+08	1.65312e+08	1.65517e+08	1.67045e+08	1.6491e+08	1.68537e+08
P0AEQ6	GLNP_ECOLI	glnP	Glutamine transport system permease protein GlnP	4	4	4.47129e+06	4.71433e+06	4.3102e+06	4.90288e+06	4.32493e+06	4.2606e+06
P0AES0	GSP_ECOLI	gsp	Bifunctional glutathionylspermidine synthetase/amidase	10	10	1.25243e+07	1.27446e+07	1.28102e+07	1.27136e+07	1.32233e+07	1.23222e+07
P0AES2	GUDD_ECOLI	gudD	Glucarate dehydratase	7	7	8.3843e+06	8.06524e+06	7.45072e+06	7.2129e+06	8.34802e+06	8.07966e+06
P0AES4	GYRA_ECOLI	gyrA	DNA gyrase subunit A	32	32	5.49486e+07	5.62684e+07	5.35987e+07	5.32053e+07	5.63969e+07	5.40491e+07
P0AES6	GYRB_ECOLI	gyrB	DNA gyrase subunit B	35	35	3.68718e+07	3.69094e+07	3.58258e+07	3.6683e+07	3.64361e+07	3.60367e+07
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2	2.03171e+08	2.23139e+08	1.89174e+08	2.19018e+08	2.26007e+08	2.03078e+08
P0AET8	HDHA_ECOLI	hdhA	7-alpha-hydroxysteroid dehydrogenase	1	1		7.60816e+06	4.48742e+06	9.21972e+06		
P0AEU0	HISJ_ECOLI	hisJ	Histidine-binding periplasmic protein	11	11	2.33451e+07	2.24619e+07	2.30062e+07	2.27053e+07	2.18407e+07	2.28145e+07
P0AEU7	SKP_ECOLI	skp	Chaperone protein skp	6	6	4.23891e+08	3.88443e+08	4.36672e+08	4.04932e+08	4.11142e+08	4.38858e+08
P0AEV4	HYCA_ECOLI	hycA	Formate hydrogenlyase regulatory protein HycA	2	2	3.43094e+06	3.15975e+06	4.09498e+06	2.43642e+06		4.00271e+06
P0AEV7	HYCH_ECOLI	hycH	Formate hydrogenlyase maturation protein HycH	1	1	3.14521e+06	2.86884e+06	2.60876e+06	3.55829e+06	4.44292e+06	2.82338e+06
P0AEV9	HYCI_ECOLI	hycI	Hydrogenase 3 maturation protease	2	2	1.29207e+06	1.44089e+06	1.3832e+06	1.28143e+06	1.44347e+06	1.29386e+06
P0AEW6	INGK_ECOLI	gsk	Inosine-guanosine kinase	11	11	1.11578e+07	1.13377e+07	1.10241e+07	1.10035e+07	1.10984e+07	1.14852e+07
P0AEW9	K1PF_ECOLI	fruK	1-phosphofructokinase	12	12	8.60647e+07	8.48813e+07	8.75136e+07	8.11425e+07	8.72026e+07	8.88382e+07
P0AEX5	KPPR_ECOLI	prkB	Probable phosphoribulokinase	3	3	5.79785e+06	5.67333e+06	5.7465e+06	5.32936e+06	5.73826e+06	5.93939e+06
P0AEX9	MALE_ECOLI	malE	Maltose-binding periplasmic protein	18	18	4.23105e+07	4.28483e+07	4.0818e+07	4.36265e+07	4.29506e+07	4.24367e+07
P0AEY3	MAZG_ECOLI	mazG	Nucleoside triphosphate pyrophosphohydrolase	5	5	1.19565e+07	1.14499e+07	1.17911e+07	1.17386e+07	1.12325e+07	1.17435e+07
P0AEY5	MDAB_ECOLI	mdaB	Modulator of drug activity B	6	6	5.96775e+06	6.0352e+06	6.27888e+06	5.78615e+06	5.8581e+06	6.33356e+06
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	17	17	7.12486e+07	6.6796e+07	7.07272e+07	6.78858e+07	6.86703e+07	6.98867e+07
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	6	6	4.45767e+07	4.38144e+07	4.30988e+07	4.24732e+07	4.66147e+07	4.31852e+07
P0AF03	MOG_ECOLI	mog	Molybdopterin adenylyltransferase	5	5	5.19215e+07	5.34527e+07	5.19757e+07	5.42724e+07	5.26163e+07	5.32429e+07
P0AF06	MOTB_ECOLI	motB	Motility protein B	2	2	1.02796e+06	1.14403e+06	1.04114e+06	1.05057e+06	957053	1.08534e+06
P0AF08	MRP_ECOLI	mrp	Protein mrp	8	8	3.83926e+07	3.7261e+07	3.98245e+07	3.57087e+07	3.67992e+07	3.93467e+07
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	4	4	9.49047e+07	9.27207e+07	9.43656e+07	9.08673e+07	9.24916e+07	9.31856e+07
P0AF18	NAGA_ECOLI	nagA	N-acetylglucosamine-6-phosphate deacetylase	6	6	1.57267e+07	1.46e+07	1.51303e+07	1.41501e+07	1.52248e+07	1.5594e+07
P0AF20	NAGC_ECOLI	nagC	N-acetylglucosamine repressor	8	8	5.92309e+06	6.70143e+06	6.80996e+06	5.62592e+06	6.28737e+06	5.97156e+06
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	8	8	1.07989e+07	1.17687e+07	1.03787e+07	1.22292e+07	1.13164e+07	1.10481e+07
P0AF26	NARJ_ECOLI	narJ	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	1	1		6.90503e+06			7.023e+06	
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	9	9	3.74218e+07	3.75069e+07	3.68929e+07	3.54845e+07	3.75994e+07	3.62028e+07
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	8	8	9.99778e+07	8.3951e+07	8.93068e+07	8.94465e+07	8.75357e+07	9.35731e+07
P0AF48	YJBQ_ECOLI	yjbQ	UPF0047 protein YjbQ	1	1	3.78852e+06	3.59329e+06	3.84109e+06	3.22859e+06	3.03024e+06	3.12091e+06
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4	2.91011e+07	2.83499e+07	2.94446e+07	3.07893e+07	2.96274e+07	3.0221e+07
P0AF52	YJCD_ECOLI	yjcD	Putative permease YjcD	1	1	1.1052e+06	1.6982e+06	1.70049e+06		1.54631e+06	
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2	2.9712e+06	2.27448e+06	3.27834e+06	2.55083e+06	2.4024e+06	2.86222e+06
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7	4.41649e+06	3.96796e+06	4.04845e+06	3.92538e+06	3.82554e+06	4.18978e+06
P0AF67	YJEE_ECOLI	yjeE	UPF0079 ATP-binding protein YjeE	4	4	1.64544e+07	1.58392e+07	1.49425e+07	1.56067e+07	1.55089e+07	1.5031e+07
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1	1.0359e+06	915999	984183	822050	1.01009e+06	1.08459e+06
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	2	2	7.09579e+07	6.62607e+07	6.32237e+07	6.0181e+07	6.75035e+07	6.65447e+07
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5	5.1473e+08	4.75085e+08	5.0722e+08	4.82884e+08	4.63475e+08	4.82261e+08
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	4	4	4.80769e+06	4.67229e+06	4.35606e+06	5.2859e+06	3.9735e+06	4.36894e+06
P0AFA7	NHAB_ECOLI	nhaB	Na(+)/H(+) antiporter NhaB	2	2	5.0699e+06	6.24402e+06	4.99995e+06	4.58552e+06	4.82006e+06	4.94625e+06
P0AFB1	NLPI_ECOLI	nlpI	Lipoprotein NlpI	8	8	7.48556e+06	7.45086e+06	7.52935e+06	8.14565e+06	7.74225e+06	7.13848e+06
P0AFB5	NTRB_ECOLI	glnL	Nitrogen regulation protein NR(II)	2	2	1.89814e+06	1.62243e+06	1.53516e+06	1.56249e+06	1.66269e+06	1.69311e+06
P0AFB8	NTRC_ECOLI	glnG	Nitrogen regulation protein NR(I)	12	12	5.94512e+06	5.78228e+06	5.60694e+06	5.89662e+06	5.86204e+06	5.60777e+06
P0AFC0	NUDB_ECOLI	nudB	Dihydroneopterin triphosphate pyrophosphatase	1	1	1.48964e+06	1.48261e+06	1.7843e+06	1.47749e+06	1.2889e+06	1.61722e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	4	4	1.04939e+07	9.79778e+06	1.00219e+07	1.16114e+07	9.89148e+06	9.76351e+06
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9	6.73058e+07	6.92547e+07	6.57724e+07	6.25128e+07	6.97212e+07	6.65709e+07
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	2.12836e+07	2.30202e+07	2.11864e+07	2.12861e+07	2.32024e+07	2.1077e+07
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2	9.94966e+06	9.42634e+06	9.2558e+06	9.63171e+06	9.62859e+06	9.24224e+06
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	8	8	2.9911e+07	2.81864e+07	2.91981e+07	2.73262e+07	2.89578e+07	2.91115e+07
P0AFE4	NUOK_ECOLI	nuoK	NADH-quinone oxidoreductase subunit K	1	1		874897		925557		
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	3	3	3.34069e+06	3.09151e+06	3.07496e+06	2.96348e+06	3.19518e+06	2.89924e+06
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	30	30	1.5048e+08	1.491e+08	1.46958e+08	1.48787e+08	1.48292e+08	1.49392e+08
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9	1.79974e+08	1.60464e+08	1.69063e+08	1.7135e+08	1.72987e+08	1.71688e+08
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	27	27	3.40922e+07	3.37816e+07	3.36887e+07	3.46218e+07	3.41008e+07	3.28726e+07
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	19	19	8.39131e+07	8.34056e+07	8.02245e+07	8.23408e+07	8.40276e+07	8.16251e+07
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	50	50	4.79247e+08	4.77789e+08	4.59409e+08	4.65702e+08	4.71399e+08	4.70148e+08
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12	1.2986e+08	1.20604e+08	1.25309e+08	1.2509e+08	1.25166e+08	1.22124e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	7	7	3.60399e+06	4.659e+06	3.77435e+06	4.11543e+06	4.31008e+06	4.09416e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	13	13	2.98101e+07	3.07626e+07	2.97999e+07	2.84248e+07	3.01034e+07	3.01479e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2	5.16493e+06		4.24852e+06	4.38511e+06	4.78952e+06	5.43616e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	11	11	2.34332e+07	2.4302e+07	2.34356e+07	2.41125e+07	2.57919e+07	2.46285e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.94856e+07	1.75347e+07	1.89129e+07	1.6236e+07	1.58565e+07	1.83177e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	3	3		1.22718e+06	1.56788e+06		1.53115e+06	1.36626e+06
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	3	3	5.9453e+06	6.20213e+06	5.98381e+06	6.30764e+06	6.2942e+06	6.09045e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	18	18	3.29354e+07	3.2953e+07	3.22554e+07	3.28924e+07	3.31124e+07	3.29949e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17	3.34105e+07	3.61029e+07	3.27766e+07	3.59323e+07	3.73863e+07	3.37988e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	4.86781e+07	4.85986e+07	4.83739e+07	4.96239e+07	5.0805e+07	4.95129e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	2.37468e+06	2.46832e+06	2.3666e+06	2.41939e+06	2.47355e+06	2.11992e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	5	5	1.27548e+07	1.2537e+07	1.38995e+07	1.1312e+07	1.31123e+07	1.36916e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	6	6	1.89247e+07	1.87903e+07	1.8762e+07	1.86123e+07	1.87408e+07	1.9082e+07
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	1	1	1.27326e+06		1.60581e+06			
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.02671e+06	2.62423e+06	2.81885e+06	2.79883e+06	2.62898e+06	2.98137e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	5	5	5.13404e+07	4.90047e+07	4.98916e+07	4.7072e+07	4.87984e+07	4.98041e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	6	6	2.40067e+07	2.37325e+07	2.35155e+07	2.34291e+07	2.35129e+07	2.32178e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	2	2	3.93569e+06	4.53802e+06	4.03453e+06	4.29102e+06	4.23468e+06	4.00849e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	3.03327e+07	3.16116e+07	3.13436e+07	3.18355e+07	3.04711e+07	3.15578e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	1.60944e+06	1.40237e+06	1.39929e+06	1.68463e+06		1.5206e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2		2.39611e+06			2.11999e+06	
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	1.2059e+06	1.2892e+06	1.15199e+06	1.24193e+06	1.00186e+06	1.48685e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7	5.82018e+07	5.67926e+07	5.77171e+07	5.53159e+07	5.6764e+07	6.00111e+07
P0AFW4	RNK_ECOLI	rnk	Regulator of nucleoside diphosphate kinase	1	1	488376	471253	513526	463626		
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	3.92786e+07	4.03181e+07	4.15706e+07	4.14252e+07	4.06389e+07	4.24528e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	2	2	8.90857e+06	8.35776e+06	9.18714e+06	9.11971e+06	8.91506e+06	8.47169e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	2.53062e+06	3.54233e+06	2.84356e+06	3.51897e+06	3.79257e+06	3.42904e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	5	5	1.10927e+07	1.05694e+07	1.0376e+07	1.1644e+07	1.14948e+07	1.0737e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	11	11	7.25328e+07	7.25379e+07	7.27847e+07	7.15078e+07	7.19095e+07	7.3654e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	2.00568e+07	1.87242e+07	1.97058e+07	1.93637e+07	2.0033e+07	1.9917e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.43936e+07	4.24834e+07	4.38798e+07	4.26081e+07	4.22211e+07	4.50014e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	4	4	1.53505e+07	1.48938e+07	1.34698e+07	1.37572e+07	1.40145e+07	1.44005e+07
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	8	8	7.23413e+07	7.34324e+07	7.20601e+07	7.31141e+07	7.33529e+07	7.1894e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.27193e+07	1.27154e+07	1.28645e+07	1.26003e+07	1.23785e+07	1.25159e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	7	7	4.00694e+06	4.61718e+06	4.37431e+06	4.51628e+06	3.98583e+06	4.72555e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	2	2	9.6644e+06	1.04137e+07	9.33416e+06	9.9407e+06	1.10094e+07	9.53018e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	15	15	3.81012e+07	3.6944e+07	3.74496e+07	3.89628e+07	3.84774e+07	3.97347e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	7	7	8.02646e+06	8.5901e+06	7.84727e+06	7.90865e+06	8.31917e+06	7.68268e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.11747e+08	1.12625e+08	1.12175e+08	1.09676e+08	1.09695e+08	1.10301e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	24	24	1.3532e+08	1.36226e+08	1.34848e+08	1.33554e+08	1.34273e+08	1.34132e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	9.63436e+06	1.05031e+07	1.01132e+07	1.07458e+07	9.71938e+06	1.06848e+07
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.26804e+09	1.24881e+09	1.2552e+09	1.24735e+09	1.28921e+09	1.27871e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	8	8	6.84297e+08	6.82023e+08	6.75609e+08	6.56366e+08	6.88289e+08	6.62411e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	5.62748e+08	5.32043e+08	5.39655e+08	5.16212e+08	5.14515e+08	5.40061e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.43934e+09	1.311e+09	1.4174e+09	1.29748e+09	1.31137e+09	1.43979e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	9	9	7.97986e+08	7.75703e+08	8.05424e+08	7.62456e+08	7.95456e+08	7.94296e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.11537e+09	9.72175e+08	1.10766e+09	1.05542e+09	1.01993e+09	1.14229e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	40	40	1.87082e+09	1.66652e+09	1.84676e+09	1.66806e+09	1.67078e+09	1.87859e+09
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.71189e+06	2.87342e+06	2.49931e+06	3.16288e+06	2.35478e+06	3.07151e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2		1.30512e+07	1.07392e+07			
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16	1.52333e+07	1.45676e+07	1.44726e+07	1.46311e+07	1.4432e+07	1.52115e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	765173	804786	1.0418e+06		1.14877e+06	746547
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	4	4	3.62201e+08	3.6544e+08	3.6857e+08	3.69027e+08	3.81814e+08	3.9747e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	27	27	2.67113e+07	2.72954e+07	2.64924e+07	2.77093e+07	2.7345e+07	2.71887e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	7.79367e+06	8.29195e+06	6.96067e+06	7.66046e+06	7.18789e+06	7.33912e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.98186e+06	4.43562e+06	5.17305e+06	4.36673e+06	4.33128e+06	4.718e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.69897e+07	4.69411e+07	4.49609e+07	4.5665e+07	4.739e+07	4.3871e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	4	4	2.68224e+07	2.59164e+07	2.65788e+07	2.74058e+07	2.6829e+07	2.79589e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.92041e+06	9.38625e+06	9.28358e+06	9.815e+06	1.00199e+07	9.74759e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.41832e+07	1.43132e+07	1.36581e+07	1.42267e+07	1.50928e+07	1.42155e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	10	10	5.46605e+06	6.28284e+06	5.42769e+06	5.89852e+06	5.95553e+06	5.55001e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	718277	595096	692055	556045	727248	539634
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.08787e+06	3.8964e+06	3.59636e+06	3.06499e+06	3.0715e+06	4.19928e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.21814e+08	3.37013e+08	3.17383e+08	3.24401e+08	3.25674e+08	3.23926e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.84573e+07	3.81402e+07	3.9707e+07	3.80917e+07	3.73298e+07	3.97169e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	2.18639e+08	2.09609e+08	2.12014e+08	2.11294e+08	2.14858e+08	2.13224e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.79866e+07	3.62967e+07	3.7483e+07	3.65363e+07	3.67799e+07	3.78412e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.22576e+07	4.0679e+07	4.15154e+07	4.29971e+07	4.11198e+07	4.29528e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	3.44105e+06	3.73495e+06	3.38248e+06	3.39602e+06	4.25648e+06	3.62925e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	8.09242e+06	8.75216e+06	8.73358e+06	8.55052e+06	9.03511e+06	8.76118e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	4	4	8.31693e+06	8.65521e+06	9.41944e+06	8.65419e+06	8.26148e+06	8.74712e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.28354e+06	9.03622e+06	9.70286e+06	8.12565e+06	8.9687e+06	8.46828e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.32186e+07	2.2919e+07	2.3175e+07	2.32313e+07	2.29139e+07	2.31948e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	6	6	1.96435e+06	1.54889e+06	1.23781e+06	1.53498e+06	1.32197e+06	1.72146e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	9.98286e+06	1.03281e+07	1.01885e+07	9.80451e+06	1.05391e+07	9.40905e+06
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	8.27726e+07	8.06801e+07	8.18418e+07	8.19873e+07	8.22478e+07	8.08179e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	9.39166e+06	9.99275e+06	9.84635e+06	1.06858e+07	9.36691e+06	9.73369e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	16	16	9.17762e+07	8.99041e+07	9.06366e+07	9.22125e+07	9.30224e+07	9.34826e+07
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.98857e+07	6.59708e+07	7.42155e+07	6.81667e+07	6.29452e+07	7.40265e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.07442e+07	1.07414e+07	1.07655e+07	1.04768e+07	1.26455e+07	1.14919e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.2088e+08	2.18936e+08	2.28449e+08	2.26474e+08	2.11122e+08	2.28537e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	1	1		619157	543986	693291	574856	397150
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.61134e+07	1.60722e+07	1.64343e+07	1.71481e+07	1.6007e+07	1.64041e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.99315e+06		2.13829e+06		1.89436e+06	1.90781e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.73828e+08	2.3723e+08	3.83858e+08	2.52404e+08	2.97571e+08	3.71343e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.67741e+07	4.22022e+07	4.66373e+07	4.73206e+07	4.88505e+07	4.4955e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	1.78281e+07	1.72107e+07	1.80048e+07	1.64912e+07	1.74264e+07	1.7462e+07
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	4	4	1.76889e+07	1.77839e+07	1.76565e+07	1.76044e+07	1.83492e+07	1.69804e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	8	8	4.78778e+06	4.43228e+06	4.87783e+06	4.68478e+06	4.92697e+06	4.60232e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.13672e+07	2.19832e+07	2.02944e+07	2.13926e+07	2.20124e+07	2.21172e+07
