Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P00490	P00490		malP		8.21082e+06	8.14977e+06	7.95478e+06	7.98394e+06	8.01916e+06	7.50965e+06
P00509	P00509		aspC		1.85038e+07	1.85121e+07	1.83132e+07	1.82813e+07	1.79647e+07	1.82037e+07
P00547	P00547		thrB		1.03886e+06	957991	786845	927345	934048	848882
P00550	P00550		mtlA		1.49236e+06	1.55673e+06	1.47109e+06	1.53436e+06	1.45462e+06	1.33252e+06
P00561	P00561		thrA		2.18023e+06	2.22031e+06	2.27345e+06	2.33669e+06	2.29817e+06	2.20884e+06
P00562	P00562		metL		2.90808e+06	2.95186e+06	2.80184e+06	2.90516e+06	2.84963e+06	2.88971e+06
P00579	P00579		rpoD		8.4258e+06	8.32341e+06	7.786e+06	7.67993e+06	7.93989e+06	8.13188e+06
P00582	P00582		polA		4.78798e+06	4.56827e+06	4.74524e+06	4.82142e+06	4.60023e+06	4.38466e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.15619e+06	1.14731e+06	812643	937088	731664	965122
P00803	P00803		lepB		4.85071e+06	5.21806e+06	4.81506e+06	5.19219e+06	4.49324e+06	4.53439e+06
P00805	P00805		ansB		2.04802e+07	2.01873e+07	2.06558e+07	2.01773e+07	2.04056e+07	1.87943e+07
P00811	P00811		ampC		906885	918402	880164	870263	809177	838656
P00861	P00861		lysA		176257	148529	138009	239210	215137	167967
P00864	P00864		ppc		2.92518e+07	2.95459e+07	2.85585e+07	2.83147e+07	2.80671e+07	2.67979e+07
P00887	P00887		aroH		3.07818e+06	3.02931e+06	2.75392e+06	2.93025e+06	2.94805e+06	3.05064e+06
P00888	P00888		aroF		2.02917e+06	2.00631e+06	2.04382e+06	1.99161e+06	1.87918e+06	1.80328e+06
P00892	P00892		ilvG		954204	1.00252e+06	1.01253e+06	1.07611e+06	765072	
P00914	P00914		phrB		765160	739435	741871	726857	692274	874528
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.54914e+06	7.53658e+06	7.3579e+06	6.69222e+06	7.18643e+06	7.8179e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				7.70982e+06	7.8072e+06		2.75803e+06		7.80385e+06
P00926	P00926		dsdA		1.29393e+06	1.33019e+06	1.34625e+06	1.32511e+06	1.29568e+06	1.08878e+06
P00934	P00934		thrC		4.38344e+06	4.38618e+06	4.39537e+06	4.41777e+06	4.35061e+06	4.09302e+06
P00935	P00935		metB		1.93997e+06	1.88562e+06	2.06196e+06	2.22611e+06	2.35787e+06	1.65095e+06
P00936	P00936		cyaA		778922	744744	707241	753473	752809	831863
P00946	P00946		manA		1.09596e+07	1.07986e+07	1.08389e+07	1.09132e+07	1.12006e+07	1.10338e+07
P00954	P00954		trpS		1.41592e+07	1.40402e+07	1.30548e+07	1.33326e+07	1.28896e+07	1.39109e+07
P00956	P00956		ileS		2.68168e+07	2.65494e+07	2.46397e+07	2.48507e+07	2.52206e+07	2.41795e+07
P00957	P00957		alaS		1.73723e+07	1.69593e+07	1.60975e+07	1.67352e+07	1.61517e+07	1.55262e+07
P00959	P00959		metG		1.82416e+07	1.82946e+07	1.76444e+07	1.77281e+07	1.74738e+07	1.66392e+07
P00960	P00960		glyQ		4.71465e+06	4.5824e+06	4.66315e+06	4.71437e+06	4.71689e+06	4.74193e+06
P00961	P00961		glyS		1.29907e+07	1.28916e+07	1.26947e+07	1.29089e+07	1.26834e+07	1.24989e+07
P00962	P00962		glnS		1.03383e+07	1.03344e+07	9.95108e+06	9.79686e+06	1.00406e+07	9.22748e+06
P00963	P00963		asnA		1.84349e+07	1.84308e+07	1.72896e+07	1.67038e+07	1.64135e+07	1.68226e+07
P00968	P00968		carB		4.38219e+06	4.30917e+06	4.24084e+06	4.29613e+06	4.20885e+06	4.35518e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.9327e+06	2.95487e+06	489751	974469	1.10066e+06	2.93282e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.78713e+06	1.6391e+06		1.11214e+06	595669	1.52305e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3.83374e+06	4.0413e+06		1.8192e+06		3.57156e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.52416e+06	5.33589e+06				5.58711e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2.57062e+06	2.44848e+06				2.75212e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				6.9116e+06	6.97619e+06				7.4669e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.52682e+06	1.62357e+06	1.13983e+06	1.4405e+06	1.09746e+06	1.32455e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.55919e+06	3.50665e+06	2.2178e+06	2.63751e+06	2.5447e+06	3.17978e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5.40717e+06	5.85501e+06				5.00014e+06
P02358	P02358		rpsF		1.07177e+08	1.06514e+08	9.57507e+07	9.61003e+07	9.48485e+07	8.65435e+07
P02359	P02359		rpsG		1.48139e+08	1.49582e+08	1.4269e+08	1.43338e+08	1.42156e+08	1.43221e+08
P02413	P02413		rplO		1.22251e+08	1.22013e+08	1.22001e+08	1.20513e+08	1.19932e+08	1.1722e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				579048	580054				387160
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				953837	859002	928932	1.0022e+06	1.0338e+06	838534
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				6.10438e+06	6.0588e+06	6.47672e+06	7.65303e+06	7.15626e+06	6.02574e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5.38046e+06	5.21802e+06	299755	1.56346e+06	2.80494e+06	4.91247e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				4.39967e+06	4.52894e+06	4.13428e+06	3.03925e+06	4.2782e+06	4.20826e+06
P02918	P02918		mrcA		1.65985e+06	1.67093e+06	1.79242e+06	1.82529e+06	1.78903e+06	1.79963e+06
P02919	P02919		mrcB		1.68549e+06	1.56724e+06	1.68149e+06	1.56209e+06	1.58252e+06	1.54328e+06
P02925	P02925		rbsB		8.78318e+06	8.83116e+06	8.72713e+06	8.99286e+06	8.59199e+06	8.42864e+06
P02930	P02930		tolC		2.45416e+07	2.42478e+07	2.41962e+07	2.49841e+07	2.39418e+07	2.3353e+07
P02931	P02931		ompF		3.59865e+07	3.57155e+07	3.6648e+07	3.7343e+07	3.55301e+07	3.7185e+07
P02932	P02932		phoE		1.02828e+06	824654	1.70736e+06	805499	1.5914e+06	
P02942	P02942		tsr		9.13617e+06	8.73883e+06	8.33913e+06	8.35956e+06	8.3098e+06	8.2079e+06
P02943	P02943		lamB		1.49472e+06	1.60235e+06	1.37468e+06	1.37748e+06	1.47575e+06	1.48312e+06
P03004	P03004		dnaA		1.92747e+06	2.03654e+06	1.82161e+06	1.84375e+06	1.93138e+06	2.01928e+06
P03007	P03007		dnaQ		635684	703450	770538	697161	840987	544552
P03018	P03018		uvrD		3.13785e+06	3.24615e+06	3.25698e+06	3.24897e+06	3.1761e+06	3.27884e+06
P03024	P03024		galR		1.38034e+06	1.30004e+06	1.39072e+06	1.34834e+06	1.09524e+06	1.44887e+06
P03817	P03817		mioC		7.63925e+06	7.54961e+06	8.18896e+06	7.29928e+06	8.31561e+06	7.26068e+06
P03841	P03841		malM		9.17437e+06	9.31917e+06	9.68787e+06	9.35669e+06	9.95834e+06	9.21769e+06
P04036	P04036		dapB		5.4391e+06	5.09687e+06	4.80525e+06	4.60784e+06	5.02927e+06	4.56336e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.96223e+06	2.01065e+06	1.55087e+06		1.33114e+06	1.69063e+06
P04079	P04079		guaA		1.9497e+07	1.92405e+07	1.88564e+07	1.91486e+07	1.89928e+07	1.8599e+07
P04335	P04335		frsA		4.32552e+06	4.30274e+06	4.29589e+06	4.28313e+06	4.19987e+06	4.41149e+06
P04425	P04425		gshB		1.04774e+07	1.02679e+07	1.03443e+07	1.01237e+07	1.00507e+07	9.753e+06
P04693	P04693		tyrB		3.89063e+06	3.85814e+06	3.83477e+06	3.99694e+06	3.72303e+06	4.21816e+06
P04805	P04805		gltX		2.33888e+07	2.3919e+07	2.23845e+07	2.3039e+07	2.36261e+07	2.29965e+07
P04825	P04825		pepN		1.62318e+07	1.62307e+07	1.53211e+07	1.59601e+07	1.60963e+07	1.48566e+07
P04846	P04846		nlpA		3.06455e+06	3.06694e+06	3.08848e+06	3.27288e+06	3.22175e+06	3.18505e+06
P04949	P04949		fliC		2.55624e+07	2.55739e+07	2.6728e+07	2.77196e+07	2.58633e+07	2.40345e+07
P04951	P04951		kdsB		5.6655e+06	5.43196e+06	5.57686e+06	5.35956e+06	5.55653e+06	5.81873e+06
P04968	P04968		ilvA		993827	941940	959796	1.03659e+06	977169	1.0465e+06
P04982	P04982		rbsD		1.19714e+06	1.19112e+06	1.08526e+06	1.25894e+06	1.12379e+06	962287
P04994	P04994		xseA		935695	906262	1.03526e+06	818466	899900	1.03316e+06
P04995	P04995		sbcB		1.19628e+07	1.18589e+07	1.18381e+07	1.17026e+07	1.18175e+07	1.12392e+07
P05020	P05020		pyrC		6.47462e+06	6.42892e+06	6.4476e+06	6.24745e+06	6.47708e+06	6.44264e+06
P05041	P05041		pabB		1.68565e+06	1.88031e+06	2.04866e+06	1.82294e+06	1.81481e+06	1.87858e+06
P05055	P05055		pnp		3.99718e+07	3.98812e+07	3.66342e+07	3.65927e+07	3.72905e+07	3.83628e+07
P05100	P05100		tag		1.53529e+06	1.64339e+06	1.34918e+06	1.47371e+06	1.44132e+06	1.55084e+06
P05194	P05194		aroD		1.21013e+06	1.28075e+06	1.16518e+06	1.11737e+06	1.10961e+06	1.30118e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				5.92996e+06	5.84672e+06	727113			5.52445e+06
P05458	P05458		ptrA		2.98888e+06	2.90863e+06	2.86958e+06	2.6582e+06	2.94373e+06	2.86121e+06
P05459	P05459		pdxB		6.18128e+06	5.96878e+06	6.00856e+06	6.10475e+06	5.97159e+06	5.93118e+06
P05523	P05523		mutM		336981		298589	295118	357988	332033
P05637	P05637		apaH		1.4248e+06	1.45662e+06	1.49962e+06	1.48562e+06	1.48872e+06	1.43095e+06
P05706	P05706		srlB		883865	725287	804781	907897	704027	548397
P05719	P05719		hsdS		1.35916e+06	1.25852e+06	1.38127e+06	1.38185e+06	1.25912e+06	1.49428e+06
P05791	P05791		ilvD		3.05381e+06	3.1012e+06	3.13125e+06	3.00165e+06	2.85668e+06	2.84921e+06
P05793	P05793		ilvC		7.14156e+06	6.88026e+06	6.72372e+06	6.70452e+06	6.9643e+06	6.70373e+06
P05825	P05825		fepA		2.06312e+06	2.02477e+06	1.9978e+06	2.01769e+06	1.95677e+06	1.88063e+06
P05852	P05852		gcp		2.68116e+06	2.71837e+06	2.7347e+06	2.47573e+06	2.71763e+06	2.81731e+06
P06129	P06129		btuB		1.52361e+07	1.49019e+07	1.45841e+07	1.50487e+07	1.46817e+07	1.37861e+07
P06136	P06136		ftsQ		1.36076e+06	1.4947e+06	1.33724e+06	1.28472e+06	1.22741e+06	1.5705e+06
P06149	P06149		dld		6.62289e+06	6.49103e+06	6.78707e+06	6.60717e+06	6.57547e+06	5.88215e+06
P06282	P06282		cdh		2.75264e+06	2.69361e+06	2.82277e+06	2.74742e+06	2.85326e+06	2.75806e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.56896e+06	2.71835e+06	1.4046e+06	1.32073e+06	1.39654e+06	2.7745e+06
P06610	P06610		btuE		7.94917e+06	7.60133e+06	7.30776e+06	7.5171e+06	7.44686e+06	6.57329e+06
P06612	P06612		topA		5.82578e+06	5.59138e+06	5.79637e+06	5.81123e+06	5.75618e+06	5.87259e+06
P06616	P06616		era		4.31716e+06	4.04299e+06	4.08927e+06	4.24274e+06	4.11426e+06	4.06038e+06
P06709	P06709		birA		845814	797354	777670	726434	880082	797874
P06710	P06710		dnaX		1.37282e+06	1.33956e+06	1.32088e+06	1.3832e+06	1.38147e+06	1.29188e+06
P06715	P06715		gor		5.08312e+06	4.85343e+06	4.67074e+06	4.61802e+06	4.54486e+06	4.651e+06
P06721	P06721		metC		602748	562444	591248	719394	376793	521185
P06722	P06722		mutH		1.07065e+06	994369	1.05035e+06	971344	1.01594e+06	1.12821e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2.66728e+06	2.5094e+06	2.8315e+06	2.98842e+06	1.02097e+06	2.33366e+06
P06846	P06846		ebgR		1.324e+06	1.31523e+06	1.35421e+06	1.35689e+06	1.34149e+06	1.37537e+06
P06959	P06959		aceF		4.2544e+07	4.15449e+07	4.08103e+07	4.10309e+07	4.06886e+07	3.88608e+07
P06961	P06961		cca		1.63372e+06	1.53715e+06	1.55766e+06	1.48351e+06	1.47429e+06	1.53685e+06
P06968	P06968		dut		7.91979e+06	8.09957e+06	7.77839e+06	8.11101e+06	7.7102e+06	7.99956e+06
P06971	P06971		fhuA		1.35604e+07	1.39468e+07	1.25674e+07	1.24067e+07	1.31178e+07	1.27943e+07
P06974	P06974		fliM		1.4974e+06	1.39765e+06	1.49107e+06	1.39059e+06	1.4869e+06	1.35289e+06
P06983	P06983		hemC		1.02315e+07	1.03263e+07	1.0367e+07	1.06515e+07	1.01607e+07	9.41749e+06
P06986	P06986		hisC		4.38354e+06	4.42124e+06	4.27604e+06	4.12114e+06	4.19334e+06	4.47282e+06
P06987	P06987		hisB		1.0422e+06	948988	956544	919263	911701	952287
P06988	P06988		hisD		3.61456e+06	3.54925e+06	3.69801e+06	3.69102e+06	3.59307e+06	3.73912e+06
P06992	P06992		rsmA		2.44632e+06	2.41199e+06	2.40917e+06	2.44245e+06	2.40936e+06	2.18357e+06
P06993	P06993		malT		374078	379815	471076	389482	379670	394919
P06996	P06996		ompC		2.91533e+08	2.93228e+08	2.84096e+08	2.96502e+08	2.8599e+08	2.74391e+08
P06999	P06999		pfkB		1.28912e+06	1.44771e+06	1.36251e+06	1.46099e+06	1.35536e+06	1.2298e+06
P07000	P07000		pldB		499479	496364	480633	543417	516686	500571
P07001	P07001		pntA		3.19213e+06	3.23258e+06	3.24224e+06	3.04336e+06	3.13887e+06	3.11936e+06
P07003	P07003		poxB		1.80327e+06	1.84673e+06	1.75589e+06	1.86338e+06	1.71734e+06	1.73067e+06
P07004	P07004		proA		4.82965e+06	4.55676e+06	4.595e+06	4.4239e+06	4.6735e+06	4.41719e+06
P07012	P07012		prfB		8.99438e+06	8.89708e+06	8.42924e+06	8.72264e+06	8.60222e+06	8.18634e+06
P07014	P07014		sdhB		4.56509e+06	4.43922e+06	4.58359e+06	4.41065e+06	4.39418e+06	4.45811e+06
P07017	P07017		tar		1.09587e+07	1.12451e+07	1.07789e+07	1.0719e+07	1.06156e+07	1.00127e+07
P07021	P07021		yfiB		885062	804688	817816	756682	793694	712660
P07023	P07023		tyrA		2.45807e+06	2.46907e+06	2.34971e+06	2.38661e+06	2.32684e+06	2.20585e+06
P07024	P07024		ushA		4.05951e+06	4.0501e+06	4.20315e+06	4.09567e+06	4.01353e+06	4.34307e+06
P07026	P07026		sdiA		1.66604e+06	1.67166e+06	1.74996e+06	1.67323e+06	1.61161e+06	1.98253e+06
P07118	P07118		valS		2.39316e+07	2.39059e+07	2.3392e+07	2.34435e+07	2.36124e+07	2.30536e+07
P07330	P07330		cheB		1.42712e+06	1.39852e+06	1.37657e+06	1.50041e+06	1.36822e+06	1.31794e+06
P07363	P07363		cheA		1.95457e+06	1.93141e+06	1.96908e+06	1.94079e+06	2.05088e+06	1.58896e+06
P07364	P07364		cheR		119044	117555	82586.5	102927		
P07395	P07395		pheT		1.43014e+07	1.4245e+07	1.40953e+07	1.41618e+07	1.41074e+07	1.3462e+07
P07604	P07604		tyrR		2.23652e+06	2.2589e+06	2.31777e+06	2.25578e+06	2.32185e+06	2.32648e+06
P07639	P07639		aroB		3.34075e+06	3.3188e+06	3.64328e+06	3.4755e+06	3.48664e+06	3.32883e+06
P07649	P07649		truA		1.84269e+06	1.8389e+06	1.84127e+06	1.94124e+06	1.8618e+06	1.97171e+06
P07650	P07650		deoA		6.15074e+06	6.27487e+06	6.06889e+06	5.9428e+06	5.85836e+06	5.82735e+06
P07658	P07658		fdhF		913452	805537	859809	830356	796596	896504
P07762	P07762		glgB		2.68502e+06	2.72879e+06	2.59542e+06	2.51957e+06	2.5662e+06	2.72075e+06
P07813	P07813		leuS		1.4722e+07	1.45337e+07	1.39738e+07	1.40403e+07	1.42361e+07	1.40699e+07
P07821	P07821		fhuC		627315	677020	633788	630634	649117	633554
P07822	P07822		fhuD		321083	300932	359180	280110	353027	273015
P07862	P07862		ddlB		4.6536e+06	4.60313e+06	4.4972e+06	4.39576e+06	4.58704e+06	4.22679e+06
P07913	P07913		tdh		4.28965e+06	4.06713e+06	4.21133e+06	4.37404e+06	4.14251e+06	3.96259e+06
P08178	P08178		purM		3.06805e+06	2.92116e+06	2.69403e+06	3.00549e+06	2.90374e+06	2.72436e+06
P08179	P08179		purN		1.01364e+06	1.03292e+06	1.04418e+06	1.11197e+06	919021	974974
P08189	P08189		fimF		1.27812e+06	894621	979075	1.15021e+06	1.06428e+06	952926
P08190	P08190		fimG		2.41015e+06	1.99107e+06	2.11292e+06	2.22961e+06	2.17358e+06	2.0125e+06
P08191	P08191		fimH		2.73144e+06	2.75004e+06	2.88518e+06	2.8243e+06	2.8006e+06	2.88226e+06
P08192	P08192		folC		3.1476e+06	3.22839e+06	3.27002e+06	3.19577e+06	3.2457e+06	3.3221e+06
P08200	P08200		icd		2.46311e+07	2.33593e+07	2.17876e+07	2.19834e+07	2.28174e+07	2.26445e+07
P08201	P08201		nirB		4.98966e+06	4.85095e+06	4.96745e+06	4.8743e+06	4.85615e+06	4.89544e+06
P08244	P08244		pyrF		7.50082e+06	7.63386e+06	7.77573e+06	7.43923e+06	7.96891e+06	7.40653e+06
P08245	P08245		yciH		735758	651591	722254	751256	748938	622374
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				3.07212e+06	2.9952e+06	1.7066e+06	2.27981e+06	2.50787e+06	2.55495e+06
P08312	P08312		pheS		1.40259e+07	1.39566e+07	1.35936e+07	1.37402e+07	1.35873e+07	1.27383e+07
P08331	P08331		cpdB		2.26154e+06	2.32186e+06	2.3526e+06	2.3628e+06	2.32875e+06	2.33294e+06
P08337	P08337		mutT		1.09805e+06	1.09651e+06	1.06155e+06	1.00435e+06	1.02898e+06	1.0167e+06
P08373	P08373		murB		1.73347e+06	1.70309e+06	1.69031e+06	1.70336e+06	1.77666e+06	1.78e+06
P08390	P08390		usg		4.79586e+06	4.76159e+06	5.07114e+06	4.86958e+06	4.90117e+06	4.10615e+06
P08395	P08395		sppA		2.185e+06	2.07257e+06	2.03457e+06	2.1941e+06	2.08709e+06	2.10761e+06
P08506	P08506		dacC		6.41039e+06	6.35441e+06	6.20643e+06	6.14187e+06	6.14072e+06	5.87576e+06
P08622	P08622		dnaJ		5.71577e+06	5.59347e+06	5.75453e+06	5.76156e+06	5.6833e+06	5.58179e+06
P08660	P08660		lysC		2.96607e+06	3.08304e+06	3.14762e+06	2.96571e+06	3.07884e+06	3.24196e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.31052e+06	2.40874e+06	1.49561e+06			2.49916e+06
P08839	P08839		ptsI		3.24852e+07	3.21052e+07	3.18939e+07	3.17202e+07	3.12317e+07	3.16591e+07
P08956	P08956		hsdR		2.64241e+06	2.58972e+06	2.60501e+06	2.55001e+06	2.49742e+06	2.48149e+06
P08957	P08957		hsdM		1.17424e+07	1.15929e+07	1.17439e+07	1.17015e+07	1.17769e+07	1.1029e+07
P08997	P08997		aceB		967084	886882	972291	925593	826060	879607
P09029	P09029		purK		1.22317e+06	1.20696e+06	1.16431e+06	1.13084e+06	1.08771e+06	1.37879e+06
P09030	P09030		xthA		2.73829e+06	2.76924e+06	2.79513e+06	2.80832e+06	2.70419e+06	2.66088e+06
P09053	P09053		avtA		2.32184e+06	2.3739e+06	2.38436e+06	2.31224e+06	2.37687e+06	2.46688e+06
P09126	P09126		hemD		2.0711e+06	2.08708e+06	2.04832e+06	2.01217e+06	1.89106e+06	1.90834e+06
P09127	P09127		hemX		1.19106e+07	1.1542e+07	1.1696e+07	1.15836e+07	1.17502e+07	1.14465e+07
P09147	P09147		galE		4.99269e+06	4.85264e+06	4.83608e+06	4.98633e+06	4.90728e+06	4.65505e+06
P09148	P09148		galT		2.06151e+06	1.97005e+06	2.14367e+06	2.02217e+06	2.00007e+06	1.8522e+06
P09152	P09152		narG		4.91478e+06	4.93043e+06	4.8376e+06	4.68508e+06	4.65294e+06	4.89932e+06
P09155	P09155		rnd		1.15991e+07	1.13088e+07	1.16171e+07	1.13088e+07	1.18982e+07	1.14421e+07
