Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A7R5	RS10_ECOLI	rpsJ	30S ribosomal protein S10	12	12	1.67971e+09	1.53084e+09	1.61342e+09	1.57192e+09	1.58333e+09	1.63064e+09
P0A7R9	RS11_ECOLI	rpsK	30S ribosomal protein S11	7	7	5.99883e+08	5.14846e+08	6.22591e+08	5.7535e+08	5.82942e+08	6.08758e+08
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3	2.8488e+08	2.46665e+08	3.14848e+08	3.10479e+08	3.1852e+08	3.07759e+08
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12	5.03106e+08	5.06599e+08	5.06327e+08	4.96055e+08	5.05586e+08	4.9844e+08
P0A7T3	RS16_ECOLI	rpsP	30S ribosomal protein S16	9	9	7.52556e+08	6.83791e+08	7.4855e+08	7.57934e+08	7.76359e+08	7.73904e+08
P0A7T7	RS18_ECOLI	rpsR	30S ribosomal protein S18	6	6	5.91453e+08	6.02598e+08	5.80599e+08	5.65723e+08	5.80262e+08	5.86029e+08
P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	7	7	8.36292e+08	6.24601e+08	8.1563e+08	8.3869e+08	8.44587e+08	8.35438e+08
P0A7U7	RS20_ECOLI	rpsT	30S ribosomal protein S20	6	6	3.382e+08	2.55704e+08	3.68165e+08	3.67481e+08	3.64545e+08	3.56281e+08
P0A7V0	RS2_ECOLI	rpsB	30S ribosomal protein S2	18	18	6.34374e+08	5.67514e+08	6.5084e+08	6.02075e+08	5.96916e+08	6.20773e+08
P0A7V3	RS3_ECOLI	rpsC	30S ribosomal protein S3	18	18	9.0954e+08	7.77031e+08	9.33271e+08	8.86213e+08	8.90971e+08	9.07528e+08
P0A7V8	RS4_ECOLI	rpsD	30S ribosomal protein S4	16	16	9.86567e+08	8.97904e+08	9.80187e+08	9.93526e+08	1.00618e+09	1.00957e+09
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	12	12	1.25844e+09	1.17296e+09	1.27851e+09	1.25454e+09	1.2548e+09	1.2749e+09
P0A7W7	RS8_ECOLI	rpsH	30S ribosomal protein S8	6	6	2.7311e+08	2.20679e+08	2.86193e+08	2.70877e+08	2.63933e+08	2.56604e+08
P0A7X3	RS9_ECOLI	rpsI	30S ribosomal protein S9	8	8	6.0666e+08	5.80609e+08	5.94745e+08	6.35068e+08	6.45533e+08	5.95127e+08
P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	11	11	3.80097e+07	3.49395e+07	3.75834e+07	3.46512e+07	3.63223e+07	3.60429e+07
P0A7Y0	RNC_ECOLI	rnc	Ribonuclease 3	10	10	4.88439e+07	5.16418e+07	5.04507e+07	5.22113e+07	5.51707e+07	5.12776e+07
P0A7Y4	RNH_ECOLI	rnhA	Ribonuclease HI	1	1	2.35079e+06	2.71015e+06	1.85575e+06	1.96094e+06	1.57866e+06	2.26593e+06
P0A7Y8	RNPA_ECOLI	rnpA	Ribonuclease P protein component	4	4	4.98123e+06	5.13e+06	4.92052e+06	4.93347e+06	5.35022e+06	5.13814e+06
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	8	8	1.00191e+08	7.81382e+07	9.75926e+07	9.55551e+07	9.36924e+07	9.55706e+07
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	17	17	6.06721e+08	5.84562e+08	6.06946e+08	6.02568e+08	6.0804e+08	6.02101e+08
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	9	9	2.83987e+08	2.88421e+08	2.94406e+08	2.89198e+08	2.95994e+08	2.92635e+08
P0A805	RRF_ECOLI	frr	Ribosome-recycling factor	9	9	1.37416e+08	1.21973e+08	1.3735e+08	1.389e+08	1.44846e+08	1.39866e+08
P0A809	RUVA_ECOLI	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	2	2	811071	849062	908963	751943		700541
P0A812	RUVB_ECOLI	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	7	7	7.0247e+07	6.83425e+07	8.01131e+07	6.91184e+07	7.5195e+07	7.16515e+07
P0A817	METK_ECOLI	metK	S-adenosylmethionine synthase	18	18	1.02698e+08	1.03551e+08	1.06203e+08	1.04664e+08	1.08987e+08	1.04314e+08
P0A821	SELA_ECOLI	selA	L-seryl-tRNA(Sec) selenium transferase	12	12	9.57265e+06	8.91869e+06	9.04496e+06	9.23534e+06	9.11135e+06	9.57824e+06
P0A823	SFSA_ECOLI	sfsA	Sugar fermentation stimulation protein A	4	4	1.98927e+06	1.97502e+06	1.838e+06	1.88462e+06	1.86942e+06	1.74837e+06
P0A825	GLYA_ECOLI	glyA	Serine hydroxymethyltransferase	17	17	2.20088e+08	1.89966e+08	2.22335e+08	2.19795e+08	2.20218e+08	2.21141e+08
P0A832	SSRP_ECOLI	smpB	SsrA-binding protein	3	3	2.0347e+07	1.21201e+07	2.15418e+07	2.29181e+07	2.26042e+07	2.28422e+07
P0A836	SUCC_ECOLI	sucC	Succinyl-CoA ligase [ADP-forming] subunit beta	16	16	3.94838e+07	3.97909e+07	3.99896e+07	3.86464e+07	4.01143e+07	4.06124e+07
P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	5	5	5.83341e+06	5.95166e+06	5.15611e+06	5.69067e+06	5.49908e+06	5.51087e+06
P0A843	TATE_ECOLI	tatE	Sec-independent protein translocase protein TatE	3	3	5.57053e+07	6.633e+07	5.24842e+07	6.09172e+07	6.10146e+07	6.25398e+07
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14	1.51731e+07	1.5336e+07	1.5396e+07	1.56591e+07	1.58276e+07	1.58772e+07
P0A850	TIG_ECOLI	tig	Trigger factor	47	47	7.07177e+08	6.32044e+08	7.15922e+08	6.95436e+08	7.15631e+08	7.15061e+08
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	10	10	1.26925e+07	1.31472e+07	1.27407e+07	1.21373e+07	1.27897e+07	1.20887e+07
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17	7.86344e+07	7.89858e+07	7.62849e+07	7.63566e+07	7.62821e+07	7.68792e+07
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	12	12	5.98239e+08	5.33526e+08	6.08569e+08	6.03374e+08	6.31486e+08	6.2449e+08
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7	3.21455e+08	3.23071e+08	3.13899e+08	3.23703e+08	3.2594e+08	3.28537e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14	2.14611e+07	2.10094e+07	2.12976e+07	2.15927e+07	2.22782e+07	2.11479e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	22	22	3.23584e+08	3.01865e+08	3.19718e+08	3.23283e+08	3.2899e+08	3.18132e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.30558e+07	1.20921e+07	1.31121e+07	1.32395e+07	1.34911e+07	1.29592e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	5	5	6.4041e+06	5.90135e+06	6.57737e+06	5.07558e+06	5.90321e+06	6.14206e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	1	1	1.32721e+06	1.28134e+06	1.33138e+06	796992	1.40847e+06	1.00306e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2	6.99233e+06	6.25486e+06	6.5999e+06	6.12378e+06	5.95108e+06	6.97508e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	8	8	3.05275e+07	2.98894e+07	3.02472e+07	3.08511e+07	3.12353e+07	3.01709e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	5.07234e+07	5.38213e+07	5.29925e+07	5.02346e+07	5.15107e+07	5.15961e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	2.14946e+07	2.13372e+07	2.31018e+07	2.68474e+07	2.65494e+07	2.5466e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	7	7	7.75173e+06	8.06153e+06	7.83275e+06	8.07186e+06	8.71704e+06	7.96391e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.38053e+07	3.30224e+07	3.60691e+07	3.79113e+07	3.84745e+07	3.49401e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	6	6	1.31395e+07	1.37063e+07	1.33591e+07	1.42726e+07	1.44553e+07	1.39366e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	6.89645e+07	5.76121e+07	6.75042e+07	6.67007e+07	6.83916e+07	6.85558e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	5	5	7.94777e+06	8.48722e+06	7.96522e+06	7.21254e+06	7.93487e+06	7.38845e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	4	4	1.98525e+07	2.04206e+07	2.04451e+07	1.98962e+07	2.12354e+07	1.88167e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	4	4	5.80351e+06	5.93537e+06	5.94204e+06	5.59373e+06	5.78128e+06	5.70501e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3	2.25092e+07	2.57467e+07	2.02219e+07	2.55338e+07	2.42316e+07	2.13331e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2	3.21812e+07	3.38941e+07	2.77553e+07	2.2398e+07	2.23748e+07	2.83415e+07
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.04217e+07	2.41776e+07	2.02775e+07	2.25133e+07	2.39324e+07	2.03741e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	5.01939e+06	4.88605e+06	5.038e+06	5.21184e+06	5.40367e+06	5.18244e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	5.76104e+06	6.60205e+06	6.00338e+06	5.66307e+06	5.62117e+06	5.93807e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	5.22026e+06	5.69605e+06	5.61905e+06	5.39832e+06	5.10861e+06	5.2132e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	8	8	5.50306e+07	5.21608e+07	6.06902e+07	5.75816e+07	5.87196e+07	5.76863e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	1.38184e+06	1.93184e+06	1.28736e+06	1.59152e+06	1.69905e+06	1.47197e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.57651e+08	1.57952e+08	1.58545e+08	1.57084e+08	1.59068e+08	1.5954e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	12	12	2.33151e+08	2.23275e+08	2.30362e+08	2.11228e+08	2.19852e+08	2.34353e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.64507e+07	2.75491e+07	2.52211e+07	2.36333e+07	2.5496e+07	2.5786e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	7	7	5.88219e+06	5.78109e+06	6.05077e+06	5.00043e+06	6.36523e+06	6.68062e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	2	2	2.12422e+06	687004	1.69081e+06	1.67571e+06	2.17625e+06	
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	12	12	5.66996e+06	5.45775e+06	5.75931e+06	5.82379e+06	5.58901e+06	5.6927e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	10	10	8.51238e+07	8.62356e+07	8.0456e+07	8.5643e+07	8.71992e+07	8.55481e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.2417e+07	3.22214e+07	3.44699e+07	3.29403e+07	3.48289e+07	3.31592e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	3	3	9.2083e+06	9.5121e+06	8.56793e+06	8.91144e+06	8.78247e+06	8.49484e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	3.08131e+07	2.95493e+07	2.97656e+07	3.09292e+07	3.15402e+07	3.002e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	4.01533e+07	3.4567e+07	4.21144e+07	4.32789e+07	4.13023e+07	3.66713e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.28679e+07	1.25889e+07	1.21939e+07	1.17166e+07	1.25838e+07	1.17749e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	6.15147e+06	6.59957e+06	6.14557e+06	6.79782e+06	6.10996e+06	6.73863e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	5.42043e+07	7.01379e+07	5.64432e+07	5.23786e+07	5.73544e+07	5.85381e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	16	16	6.09467e+07	6.24809e+07	6.26784e+07	6.22795e+07	6.43315e+07	6.28126e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	7	7	2.38183e+07	2.67367e+07	2.38974e+07	2.34352e+07	2.47476e+07	2.50671e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	5.18011e+06	4.92039e+06	5.29176e+06	5.23154e+06	4.73968e+06	5.34101e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	1.81618e+08	1.78751e+08	1.81678e+08	1.76929e+08	1.81648e+08	1.76706e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.48705e+08	1.5192e+08	1.49332e+08	1.48527e+08	1.51935e+08	1.49762e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	8.37005e+07	8.44495e+07	8.4713e+07	8.52988e+07	8.7022e+07	8.52616e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	5	5	5.61099e+07	6.20265e+07	6.15706e+07	7.06159e+07	7.14535e+07	6.29236e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	2.97414e+06	2.68757e+06	2.86974e+06	3.25692e+06	3.612e+06	3.09101e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	35	23	2.43821e+08	2.3795e+08	2.43695e+08	2.40464e+08	2.46756e+08	2.45607e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16	1.65742e+08	1.65546e+08	1.64196e+08	1.60693e+08	1.65442e+08	1.64735e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	5	5	1.42394e+07	1.46486e+07	1.57075e+07	1.44526e+07	1.46273e+07	1.56303e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	8	8	5.76047e+07	5.85813e+07	5.60749e+07	5.81183e+07	5.90025e+07	5.65656e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	3	3		1.02763e+06				1.04805e+06
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.65019e+07	1.63927e+07	1.70288e+07	1.60665e+07	1.69242e+07	1.6844e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	9.30354e+07	1.02407e+08	8.85081e+07	8.79442e+07	9.34537e+07	8.7018e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2	1.57878e+06	1.67833e+06	1.31501e+06	1.73875e+06	1.6814e+06	1.57301e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	3.39565e+06	3.63058e+06	3.6604e+06	3.42147e+06	3.17461e+06	3.3349e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6	1.19496e+07	1.24528e+07	1.13766e+07	1.16193e+07	1.16594e+07	1.13513e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.64952e+07	4.37142e+07	4.65497e+07	4.0323e+07	4.35156e+07	3.86227e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	82	82	2.44861e+08	2.25074e+08	2.43679e+08	2.4129e+08	2.46193e+08	2.43695e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	3.15763e+06	2.82245e+06	3.2583e+06	3.10834e+06	3.52453e+06	2.54025e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		349082		316374	301463	
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	4.09225e+07	4.2136e+07	4.09303e+07	3.84757e+07	3.96269e+07	4.00508e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	829966	873802	530637	691468	871592	589861
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	74	74	2.44287e+08	2.43533e+08	2.46443e+08	2.44971e+08	2.50374e+08	2.49603e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.39845e+07	2.24476e+07	2.37209e+07	2.51068e+07	2.53861e+07	2.47777e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	8	8	8.62586e+06	1.00926e+07	8.69408e+06	8.71459e+06	8.6418e+06	9.01054e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.23468e+07	4.19538e+07	4.54474e+07	3.96522e+07	4.21292e+07	4.43971e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	6	6	1.43844e+07	1.51055e+07	1.57408e+07	1.52705e+07	1.61203e+07	1.57817e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.15183e+08	1.05845e+08	1.14466e+08	1.10422e+08	1.12718e+08	1.12471e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.88727e+07	3.78258e+07	3.96349e+07	4.05168e+07	4.0397e+07	3.89135e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	4	4	4.51752e+06	5.62728e+06	5.97943e+06	5.84929e+06	5.53811e+06	5.31325e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.00425e+06	5.37333e+06	4.96434e+06	4.87058e+06	4.68892e+06	5.22171e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	9.97255e+06	9.91941e+06	1.0629e+07	1.05271e+07	1.07729e+07	9.99673e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.38575e+07	4.84501e+07	4.21747e+07	4.17468e+07	4.67726e+07	4.45518e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.45021e+07	1.28412e+07	1.37462e+07	1.5237e+07	1.47257e+07	1.4393e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	5.20886e+06	5.176e+06	4.32241e+06	4.42579e+06	4.93755e+06	4.56684e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	5	5	2.87313e+06	3.13523e+06	2.80185e+06	2.379e+06	3.13216e+06	
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.41621e+08	1.36564e+08	1.38661e+08	1.34366e+08	1.39815e+08	1.3884e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.90796e+08	1.79751e+08	1.89865e+08	1.83293e+08	1.82506e+08	1.92666e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.80525e+07	3.06374e+07	2.78199e+07	3.19599e+07	2.99638e+07	2.71203e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.82769e+09	2.33763e+09	2.88949e+09	2.83787e+09	2.93273e+09	3.00497e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.38962e+08	4.03843e+08	4.43996e+08	4.40924e+08	4.46118e+08	4.36332e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.21544e+08	1.35692e+08	1.24694e+08	1.39652e+08	1.38069e+08	1.20191e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.49718e+08	1.72115e+08	1.45476e+08	1.64106e+08	1.62712e+08	1.49566e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.12712e+06	1.05613e+07	8.9373e+06	8.88141e+06	9.71376e+06	9.00732e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	9.39415e+07	9.21388e+07	9.12754e+07	1.0511e+08	1.03412e+08	9.18936e+07
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	15	15	6.95801e+07	6.88432e+07	6.97629e+07	6.61006e+07	6.88709e+07	7.07422e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.87946e+07	1.80912e+07	1.86193e+07	1.97949e+07	1.9832e+07	1.94146e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.1011e+08	8.77758e+07	1.10539e+08	1.06698e+08	1.08023e+08	1.1049e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	8.09311e+07	7.89373e+07	8.13597e+07	8.11736e+07	8.12933e+07	8.13979e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4	3.43699e+06	3.54831e+06	4.37998e+06	3.02634e+06	3.77376e+06	3.82974e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.22053e+06		1.30654e+06	1.2577e+06	1.39833e+06	1.5224e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.27119e+06	3.74547e+06	4.967e+06	4.66041e+06	4.85627e+06	4.87266e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.76838e+08	1.51985e+08	1.77752e+08	1.72058e+08	1.76847e+08	1.82873e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.53164e+08	1.55735e+08	1.56661e+08	1.45806e+08	1.50132e+08	1.55104e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	9	9	5.73965e+06	5.7121e+06	5.67475e+06	5.57669e+06	5.91123e+06	5.88107e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.35336e+06	6.37173e+06	5.53136e+06	6.79538e+06	6.47049e+06	6.59999e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	4.84215e+07	5.73699e+07	5.18966e+07	4.91493e+07	5.1038e+07	5.18356e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	2	2	1.07282e+07	9.06342e+06	1.07013e+07	1.06659e+07	9.952e+06	1.02025e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.39862e+09	1.28829e+09	1.37346e+09	1.39334e+09	1.42899e+09	1.3945e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.25386e+07	1.3264e+07	1.32774e+07	1.35399e+07	1.2065e+07	1.24438e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.26941e+07	2.57134e+07	2.20902e+07	2.32953e+07	2.31207e+07	2.46152e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.66303e+07	3.7127e+07	3.82099e+07	3.63055e+07	3.7001e+07	3.68548e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	15	15	1.00897e+08	9.56945e+07	9.91773e+07	9.89307e+07	9.96614e+07	9.81007e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	4.9753e+07	4.801e+07	4.96557e+07	4.76377e+07	4.76523e+07	4.96392e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.65028e+08	2.66751e+08	2.56804e+08	2.33684e+08	2.52411e+08	2.61224e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	2	2	1.17837e+06	1.4302e+06	1.15836e+06	1.22319e+06	1.4926e+06	1.36793e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.38165e+08	1.25205e+08	1.37651e+08	1.30663e+08	1.34343e+08	1.35509e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.2422e+08	1.21241e+08	1.23377e+08	1.15001e+08	1.15657e+08	1.22061e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	27	26	2.68256e+09	2.14848e+09	2.63805e+09	2.59848e+09	2.62447e+09	2.66822e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	8.32212e+06	8.62314e+06	1.05413e+07	1.00172e+07	1.00489e+07	9.28148e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	6.2515e+06	6.05066e+06	6.4519e+06	6.13533e+06	6.37833e+06	5.99549e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.21994e+07	2.96304e+07	3.21498e+07	3.32318e+07	3.24994e+07	3.22928e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	1.96062e+08	1.90358e+08	1.95191e+08	2.033e+08	2.06797e+08	1.95819e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	14	14	1.32883e+07	1.43036e+07	1.34016e+07	1.30195e+07	1.37708e+07	1.34553e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.37888e+07	2.05011e+07	2.38524e+07	2.22161e+07	2.25795e+07	2.33006e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.67657e+07	1.72762e+07	1.6796e+07	1.82341e+07	1.78921e+07	1.7717e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.5575e+08	1.54116e+08	1.53066e+08	1.45117e+08	1.53293e+08	1.55e+08
