Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.59487e+07	2.40748e+07	2.37577e+07	2.45369e+07	2.39733e+07	2.50803e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	22	22	4.97195e+07	4.92693e+07	5.20885e+07	5.02375e+07	5.15527e+07	5.02544e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1			1.54311e+06		2.08844e+06	
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.39724e+07	3.79888e+07	3.44186e+07	3.5267e+07	3.56242e+07	3.43028e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	4.66794e+06	6.75961e+06	5.68682e+06	5.53053e+06	4.96896e+06	5.73756e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	1.78013e+06	1.63221e+06	1.58139e+06	1.3225e+06	1.55025e+06	1.82989e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.86516e+07	9.57577e+07	9.64349e+07	9.04359e+07	9.31513e+07	9.5475e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	36	36	4.62581e+07	4.64856e+07	4.59003e+07	4.65659e+07	4.68183e+07	4.64885e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.20917e+06	3.11417e+06	2.92223e+06	3.0647e+06	3.29146e+06	3.02162e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.48284e+06	2.46721e+06	2.79965e+06	2.42458e+06	2.39021e+06	2.62887e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	6	6	913645	976850	976990	1.02535e+06	1.02476e+06	870943
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		7	7	1.57344e+07	4.41424e+06	1.78016e+07	4.25756e+06	1.72678e+07	4.02361e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	8.9935e+06	1.15397e+07	1.08278e+07	1.22869e+07	1.06886e+07	1.02257e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	4	4	1.75737e+06	1.99815e+06	1.99887e+06	2.04611e+06	2.20126e+06	2.1834e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	11	9	1.6404e+07	1.5364e+07	1.56192e+07	1.54405e+07	1.53633e+07	1.5764e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	6.6424e+06	6.93979e+06	6.60897e+06	7.18186e+06	7.3228e+06	7.08966e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2	1.61208e+06	2.17526e+06	1.56802e+06	1.99529e+06		2.00427e+06
P11557	DAMX_ECOLI	damX	Protein DamX	8	8	3.13669e+07	3.10139e+07	3.23503e+07	3.42724e+07	3.14084e+07	3.31327e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	26	26	6.0483e+07	5.82565e+07	6.03717e+07	5.73051e+07	6.0621e+07	5.81966e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.63438e+07	2.46893e+07	2.40171e+07	2.50769e+07	2.28418e+07	2.44738e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.62734e+06	1.39027e+06	1.64246e+06	1.64538e+06	1.72238e+06	1.53006e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.49156e+07	1.36849e+07	1.39261e+07	1.3907e+07	1.45031e+07	1.43756e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		18	18	2.60073e+07	6.9379e+06	2.6328e+07	6.52981e+06	2.67664e+07	7.27797e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.01726e+07	3.11686e+07	3.01151e+07	3.32664e+07	3.03656e+07	3.11228e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	1	1	8.18331e+06	8.10344e+06	7.48786e+06	7.92296e+06	8.09552e+06	7.81168e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.39546e+07	1.57605e+07	1.6315e+07	1.53855e+07	1.57562e+07	1.50376e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.09584e+08	2.43347e+08	2.51213e+08	2.41692e+08	2.43378e+08	2.47334e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.81489e+06	2.12677e+06	2.15334e+06	2.09374e+06	2.10828e+06	2.05066e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	2.12584e+06	2.37571e+06	2.26408e+06	1.67029e+06	2.00036e+06	2.17063e+06
P13009	METH_ECOLI	metH	Methionine synthase	23	23	1.28554e+07	1.27103e+07	1.22772e+07	1.27095e+07	1.20733e+07	1.24536e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.49172e+06	8.35604e+06	7.33818e+06	7.22542e+06	7.34145e+06	7.30229e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	8	8	1.80025e+07	1.81595e+07	1.70084e+07	1.78945e+07	1.71579e+07	1.75298e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.62859e+08	1.68869e+08	1.70868e+08	1.73901e+08	1.7129e+08	1.69707e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.94823e+06	3.60539e+06	3.55242e+06	3.22985e+06	2.94474e+06	3.14164e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	16	16	1.86403e+07	1.89883e+07	1.94833e+07	1.86614e+07	1.89949e+07	1.88544e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.63465e+07	2.36262e+07	2.55572e+07	2.29498e+07	2.47804e+07	2.56682e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3	3.0788e+06	2.34516e+06	1.89964e+06	2.34401e+06	1.79984e+06	2.31591e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	685992	1.06262e+06	911936	925983	1.00593e+06	1.15419e+06
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.82374e+07	1.92471e+07	1.92036e+07	1.8485e+07	1.88578e+07	1.86615e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	9	9	1.26479e+07	1.12268e+07	1.18717e+07	1.13578e+07	1.15386e+07	1.00973e+07
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	8	8	1.70584e+07	1.64011e+07	1.63996e+07	1.79567e+07	1.79907e+07	1.74923e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	4	4	841265	598131	599165	604023	733721	647859
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	27	17	1.14211e+08	1.18505e+08	1.1965e+08	1.18328e+08	1.19023e+08	1.17375e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	2.16671e+07	2.11984e+07	2.07635e+07	2.1522e+07	2.1339e+07	2.0983e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	2.9446e+06	2.62273e+06	2.56257e+06	2.61464e+06	2.93287e+06	2.91394e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	14	14	5.52438e+07	5.39377e+07	5.28159e+07	5.23154e+07	5.38917e+07	5.44135e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	4.20819e+06	4.73114e+06	3.9635e+06	4.68453e+06	4.55627e+06	4.6736e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	19	19	2.35519e+07	2.42826e+07	2.41748e+07	2.45298e+07	2.40712e+07	2.42968e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	2.44693e+06	2.29955e+06	2.46159e+06	2.50524e+06	2.66987e+06	2.63871e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.34639e+06	4.26536e+06	4.28699e+06	4.78129e+06	3.78829e+06	4.34358e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.83485e+07	1.97426e+07	1.78835e+07	1.79516e+07	1.92364e+07	1.7821e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.85196e+06	1.84363e+06	1.80108e+06	1.93845e+06	1.77125e+06	1.97118e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	17	17	8.63283e+06	8.94634e+06	8.75061e+06	9.30136e+06	8.69789e+06	9.00105e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	799530	1.3435e+06	941473	1.2062e+06	1.21741e+06	1.15976e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.34965e+08	1.40414e+08	1.37786e+08	1.38332e+08	1.34673e+08	1.37653e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		8	8	1.55232e+07	3.8429e+06	1.43779e+07	3.88475e+06	1.45805e+07	3.73074e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	12	12	3.8196e+07	3.6136e+07	3.68637e+07	3.60855e+07	3.72961e+07	3.57156e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	2.25069e+07	2.05931e+07	2.03829e+07	2.04729e+07	1.88306e+07	1.93411e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.34166e+07	1.27285e+07	1.33065e+07	1.38534e+07	1.2929e+07	1.33359e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	1	1	2.92277e+06					
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	5	5	1.01077e+07	9.77158e+06	9.07311e+06	8.91695e+06	9.12496e+06	9.23563e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		7	7	1.03046e+07	3.03919e+06	1.01696e+07	2.89071e+06	9.88662e+06	3.04526e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	2.72122e+07	2.84361e+07	2.75231e+07	2.77651e+07	2.79769e+07	2.93468e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	7.53222e+06	6.89073e+06	7.21473e+06	6.56249e+06	6.80182e+06	6.75315e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	17	16	4.40296e+07	4.32834e+07	4.6814e+07	4.37417e+07	4.62283e+07	4.50996e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3			771662	854132		888003
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	4.79258e+06	4.64645e+06	4.36598e+06	4.71941e+06	4.21312e+06	5.01956e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.81055e+07	3.76504e+07	3.77332e+07	3.80928e+07	3.77982e+07	3.8462e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	2	2		2.80445e+06		2.38698e+06		
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	5.85682e+06	6.85509e+06	6.09239e+06	7.12613e+06	6.27564e+06	6.42612e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.42813e+07	8.63779e+07	8.52709e+07	8.30611e+07	8.31756e+07	8.45957e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	2.13324e+06	2.30684e+06	2.33278e+06	2.12083e+06	2.13578e+06	2.16158e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	22	22	2.88421e+07	3.08814e+07	3.10661e+07	3.33503e+07	3.22942e+07	3.12881e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	5	5	1.30349e+07	1.22276e+07	1.10997e+07	1.13777e+07	1.12869e+07	1.12786e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	4.35124e+06	4.26556e+06	4.59485e+06	3.955e+06	4.05272e+06	4.11629e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	7.17252e+06	8.0639e+06	7.34736e+06	6.98035e+06	7.39758e+06	6.8877e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	1.00241e+07	8.95866e+06	9.01835e+06	9.26313e+06	9.28469e+06	9.03253e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.7496e+07	1.78627e+07	1.78113e+07	1.55858e+07	1.72739e+07	1.61884e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	34	34	1.73993e+08	1.90772e+08	1.8899e+08	1.85799e+08	1.89966e+08	1.89351e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	8	8	8.23216e+06	8.83306e+06	8.58068e+06	7.87742e+06	8.32288e+06	8.17457e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	7.8801e+06	7.61773e+06	7.74047e+06	8.32106e+06	7.94286e+06	8.02175e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	4.38943e+06	3.96454e+06	3.92568e+06	4.17349e+06	4.09083e+06	4.09186e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	31	31	2.39263e+07	2.30787e+07	2.33271e+07	2.35352e+07	2.37493e+07	2.38132e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	11	11	2.48736e+07	2.4222e+07	2.44681e+07	2.36379e+07	2.3811e+07	2.38647e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.34773e+07	1.36467e+07	1.31344e+07	1.33811e+07	1.32047e+07	1.35041e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	2.11329e+07	2.0275e+07	2.21851e+07	2.14882e+07	2.18661e+07	2.09133e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	10	10	7.90673e+06	7.40634e+06	7.94443e+06	7.30395e+06	7.58687e+06	7.20499e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	6	6	8.45436e+06	9.03247e+06	9.06759e+06	9.38699e+06	9.74129e+06	9.04285e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.45242e+07	1.42352e+07	1.18401e+07	1.28475e+07	1.10565e+07	1.34272e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	500190	459630	490498	519387	555748	442350
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1		2.72032e+06		2.03487e+06		
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	15	15	3.73089e+07	3.64234e+07	3.57197e+07	3.60743e+07	3.51589e+07	3.53536e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	1.10606e+07	1.014e+07	1.03493e+07	1.04138e+07	9.74043e+06	1.04653e+07
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.95986e+07	8.94127e+07	9.05044e+07	8.96274e+07	8.92558e+07	8.89228e+07
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.98744e+06	1.94868e+06	1.84544e+06	1.77972e+06	1.83442e+06	1.74512e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5	1.71998e+07	1.56241e+07	1.55502e+07	1.55181e+07	1.51051e+07	1.59871e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	2	2					7.84572e+06	8.11928e+06
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	2.8026e+06	3.14382e+06	3.13946e+06	3.2315e+06	2.95417e+06	3.1234e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	3	3	7.81422e+06	7.85375e+06	7.82054e+06	8.41604e+06	7.87496e+06	8.2546e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6	9.42224e+06	8.88436e+06	8.7214e+06	8.98347e+06	8.3938e+06	8.86156e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	5	5	2.54383e+06	2.18516e+06	1.96425e+06	2.04984e+06	2.26766e+06	1.29034e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	2.62174e+06	2.26757e+06	2.34824e+06	2.50355e+06	2.46338e+06	2.4731e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	6.76311e+07	7.28389e+07	7.38745e+07	7.04697e+07	7.15171e+07	7.27676e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	5	5	1.05887e+07	1.15409e+07	1.20929e+07	1.13872e+07	1.25679e+07	1.1585e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.04166e+08	1.00134e+08	9.961e+07	9.69306e+07	9.89953e+07	9.85923e+07
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.26056e+07	3.17513e+07	3.16177e+07	3.10165e+07	3.17261e+07	3.07535e+07
P21179	CATE_ECOLI	katE	Catalase HPII	6	6	1.97909e+06	1.92695e+06	1.84245e+06	1.91988e+06	2.01228e+06	1.81931e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	5	5	3.43505e+06	4.22302e+06	3.62459e+06	3.60753e+06	3.90362e+06	3.95614e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1	2.9518e+06	5.34034e+06	5.74534e+06	5.53946e+06	5.46607e+06	5.27683e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	6	6	1.20887e+07	1.2512e+07	1.28982e+07	1.27195e+07	1.33641e+07	1.29369e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2	6.68036e+06	5.8301e+06	6.1098e+06	6.05499e+06	6.27182e+06	5.3851e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8	2.02837e+08	1.70661e+08	1.93271e+08	1.86816e+08	1.90744e+08	1.94453e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	33	33	2.02036e+07	1.95791e+07	2.03372e+07	1.98387e+07	2.01694e+07	2.01135e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	19	19	2.63874e+07	2.6314e+07	2.52459e+07	2.5242e+07	2.59728e+07	2.526e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	35	35	5.65594e+07	5.81182e+07	5.73492e+07	5.71135e+07	5.72284e+07	5.78958e+07
P21515	ACPH_ECOLI	acpH	Acyl carrier protein phosphodiesterase	2	2	3.14736e+06	4.88344e+06		4.29534e+06		5.13942e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	23	23	1.04633e+08	1.02563e+08	1.05023e+08	1.00558e+08	1.03735e+08	1.02901e+08
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3	2.8949e+07	2.48752e+07	2.64082e+07	2.63576e+07	2.50653e+07	2.52266e+07
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5	1.38285e+07	1.30817e+07	1.35161e+07	1.31079e+07	1.44908e+07	1.26773e+07
P21866	KDPE_ECOLI	kdpE	KDP operon transcriptional regulatory protein KdpE	1	1		1.36791e+06	1.14482e+06			1.34582e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	21	21	5.07539e+07	5.59457e+07	5.56897e+07	5.7047e+07	5.59126e+07	5.65531e+07
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	32	32	6.99761e+07	6.85642e+07	6.9949e+07	6.72361e+07	6.88592e+07	6.82184e+07
P21893	RECJ_ECOLI	recJ	Single-stranded-DNA-specific exonuclease RecJ	5	5	2.49287e+06	1.98718e+06	2.29784e+06	2.19154e+06	2.26931e+06	2.20458e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	10	10	8.61589e+06	8.26787e+06	7.98295e+06	7.84158e+06	7.3596e+06	7.90702e+06
P22186	MRAZ_ECOLI	mraZ	Protein MraZ	2	2	7.31324e+06	7.27318e+06	6.35987e+06	6.60378e+06	6.77691e+06	7.17689e+06
P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	12	12	2.555e+07	2.56849e+07	2.52665e+07	2.42796e+07	2.46649e+07	2.5063e+07
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	7	7	2.76912e+07	2.83189e+07	2.67663e+07	2.66792e+07	2.7326e+07	2.6643e+07
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	5	5	3.70093e+06	3.30291e+06	3.05309e+06	3.29306e+06	3.13753e+06	3.11045e+06
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	18	18	6.25467e+07	5.79364e+07	5.91966e+07	5.79967e+07	6.16013e+07	5.78967e+07
P22333	ADD_ECOLI	add	Adenosine deaminase	12	12	6.44921e+07	6.69457e+07	6.7922e+07	6.47428e+07	6.54877e+07	6.53212e+07
P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	39	39	3.08296e+07	2.8834e+07	2.98193e+07	3.02988e+07	3.00861e+07	3.01496e+07
P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	6	6	2.19404e+07	2.1043e+07	2.11443e+07	2.06993e+07	2.13338e+07	2.18078e+07
P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	11	11	7.37195e+07	6.99796e+07	6.81168e+07	6.73083e+07	6.92875e+07	7.04487e+07
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1	597961	700068	743723	634551	680636	706495
P22634	MURI_ECOLI	murI	Glutamate racemase	6	6	4.88742e+06	5.98985e+06	4.06934e+06	4.76322e+06	4.91913e+06	5.52963e+06
P22707	FINO_ECOLI	finO	Fertility inhibition protein	2	2	2.20589e+06		2.64238e+06	2.19647e+06	2.74661e+06	2.44221e+06
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	3	3	1.21718e+07	9.78079e+06	1.08808e+07	1.09762e+07	1.08788e+07	1.12609e+07
P23003	TRMA_ECOLI	trmA	tRNA (uracil(54)-C(5))-methyltransferase	4	4	8.72653e+06	7.84488e+06	8.83864e+06	7.93503e+06	7.66251e+06	8.2265e+06
P23256	MALY_ECOLI	malY	Protein MalY	1	1	1.63612e+06	1.65969e+06	1.53512e+06	1.23218e+06	1.64657e+06	1.65874e+06
P23305	YIGA_ECOLI	yigA	Uncharacterized protein YigA	4	4	5.71144e+06	5.18188e+06	4.88984e+06	5.22132e+06	5.03614e+06	5.14812e+06
P23331	KITH_ECOLI	tdk	Thymidine kinase	7	7	1.79792e+07	1.91754e+07	1.92738e+07	1.81328e+07	1.80714e+07	1.85654e+07
P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	2	2	1.74972e+06	1.3684e+06	1.6762e+06	1.82948e+06	1.4304e+06	1.94248e+06
P23538	PPSA_ECOLI	ppsA	Phosphoenolpyruvate synthase	15	15	2.32157e+07	2.43275e+07	2.40362e+07	2.34857e+07	2.36313e+07	2.44038e+07
P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	17	17	5.8817e+07	5.49999e+07	5.55907e+07	5.36789e+07	5.55583e+07	5.42616e+07
P23827	ECOT_ECOLI	eco	Ecotin	5	5	4.51866e+07	4.65681e+07	4.4679e+07	4.54923e+07	4.45766e+07	4.62547e+07
P23830	PSS_ECOLI	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	10	10	8.40363e+06	7.30577e+06	7.16327e+06	7.20799e+06	7.29928e+06	7.49872e+06
P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	12	12	5.8697e+07	5.9082e+07	5.64404e+07	5.82092e+07	5.63071e+07	5.85361e+07
P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	4	4	1.72405e+06	1.80062e+06	2.0654e+06	2.20583e+06	1.8157e+06	1.79338e+06
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	11	11	2.8159e+07	2.71063e+07	2.78843e+07	2.65863e+07	2.72078e+07	2.80846e+07
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	22	22	2.86384e+07	2.90523e+07	2.89088e+07	2.97162e+07	2.84406e+07	2.98829e+07
P23845	CYSN_ECOLI	cysN	Sulfate adenylyltransferase subunit 1	10	10	1.287e+07	1.37044e+07	1.34685e+07	1.32531e+07	1.32387e+07	1.34242e+07
P23847	DPPA_ECOLI	dppA	Periplasmic dipeptide transport protein	2	2	1.57475e+06	1.55933e+06	1.39731e+06	1.58725e+06	1.44106e+06	1.49228e+06
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2	2.45492e+07	2.33403e+07	2.55508e+07	2.28758e+07	2.37193e+07	2.39841e+07
P23865	PRC_ECOLI	prc	Tail-specific protease	23	23	2.81328e+07	2.64506e+07	2.7288e+07	2.63058e+07	2.75913e+07	2.69868e+07
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	6	6	1.74358e+08	2.52931e+08	2.52649e+08	2.51044e+08	2.43202e+08	2.4046e+08
P23871	HEMH_ECOLI	hemH	Ferrochelatase	5	5	1.23186e+07	1.27575e+07	1.15276e+07	1.21206e+07	1.21738e+07	1.14346e+07
P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	8	8	4.33531e+07	4.17287e+07	4.1593e+07	4.09468e+07	4.02988e+07	4.1788e+07
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	1	1	1.5301e+06	1.38231e+06	1.40838e+06	1.35348e+06	1.48006e+06	1.4801e+06
P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	3	3	733862	737539	854732	742376	768688	759431
