Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				5.64194e+06	5.48769e+06	5.58175e+06	1.05466e+07	1.05781e+07	1.06437e+07
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				7.58075e+06	7.56263e+06	7.72838e+06	1.35012e+07	1.31069e+07	1.42807e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				9.46625e+06	8.99132e+06	9.50484e+06	1.76689e+07	1.75268e+07	1.67446e+07
P00350	P00350		gnd		4.08792e+07	4.13367e+07	4.13319e+07	4.08898e+07	4.02933e+07	4.0682e+07
P00363	P00363		frdA		4.33039e+07	4.15177e+07	4.25968e+07	4.01922e+07	4.01772e+07	3.95917e+07
P00370	P00370		gdhA		1.85821e+06	1.8e+06	1.76923e+06	1.80732e+06	1.81283e+06	1.7458e+06
P00393	P00393		ndh		4.82263e+06	4.85327e+06	4.76844e+06	4.85608e+06	5.00912e+06	4.95975e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				3.7041e+06	3.79167e+06	3.74596e+06	6.74338e+06	6.62952e+06	6.42339e+06
P00448	P00448		sodA		3.75047e+06	3.641e+06	3.66877e+06	3.68641e+06	3.59992e+06	3.68014e+06
P00452	P00452		nrdA		1.02636e+07	1.03641e+07	1.04501e+07	1.04707e+07	1.03572e+07	1.05213e+07
P00490	P00490		malP		5.80948e+06	5.68421e+06	5.71737e+06	5.75574e+06	5.6632e+06	5.76257e+06
P00509	P00509		aspC		1.81574e+07	1.81164e+07	1.81879e+07	1.83245e+07	1.84897e+07	1.88686e+07
P00547	P00547		thrB		1.08402e+06	1.10375e+06	916281	869183	805874	930141
P00550	P00550		mtlA		1.33969e+06	1.39002e+06	1.37888e+06	1.22413e+06	1.17539e+06	1.22337e+06
P00561	P00561		thrA		2.66604e+06	2.4651e+06	2.45385e+06	2.54503e+06	2.51465e+06	2.5295e+06
P00562	P00562		metL		2.65578e+06	2.64889e+06	2.51978e+06	2.79134e+06	2.75002e+06	2.70076e+06
P00579	P00579		rpoD		8.83825e+06	8.6511e+06	8.62086e+06	8.36747e+06	8.25232e+06	8.47142e+06
P00582	P00582		polA		4.19272e+06	4.12948e+06	4.35232e+06	4.10119e+06	4.22263e+06	4.10848e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				3.6726e+06	3.56542e+06	3.65089e+06	6.49904e+06	6.33864e+06	6.19758e+06
P00803	P00803		lepB		5.13927e+06	5.04339e+06	5.69826e+06	5.1764e+06	5.20887e+06	4.81473e+06
P00805	P00805		ansB		2.05219e+07	2.00762e+07	2.02751e+07	1.96548e+07	1.95911e+07	1.95212e+07
P00811	P00811		ampC		1.40141e+06	1.38382e+06	1.5624e+06	1.39475e+06	1.45952e+06	1.44692e+06
P00861	P00861		lysA		325475	171793	267374	342778	267651	
P00864	P00864		ppc		1.07343e+07	1.06302e+07	1.06523e+07	1.06411e+07	1.04551e+07	1.06902e+07
P00887	P00887		aroH		3.04808e+06	2.98173e+06	2.94605e+06	3.35998e+06	3.55837e+06	3.2571e+06
P00888	P00888		aroF		2.09359e+06	2.05892e+06	2.11001e+06	2.17094e+06	2.14595e+06	2.1572e+06
P00892	P00892		ilvG		438807	426620	510032	462977	412505	369181
P00894	P00894		ilvH		792212	865894	847261	869146	854471	917450
P00914	P00914		phrB		713486	654535	557442	776298	734415	645661
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				8.33533e+06	8.23411e+06	8.47912e+06	1.46894e+07	1.45191e+07	1.42542e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				1.42291e+07	1.36559e+07	1.41355e+07	2.56678e+07	2.55612e+07	2.57462e+07
P00926	P00926		dsdA		1.33628e+06	1.26426e+06	1.23317e+06	1.25416e+06	1.28107e+06	1.45848e+06
P00934	P00934		thrC		4.56167e+06	4.61236e+06	4.7189e+06	4.78352e+06	4.63549e+06	4.67546e+06
P00935	P00935		metB		914060	1.0737e+06	1.00571e+06	964141	985208	956687
P00936	P00936		cyaA		1.36348e+06	1.45628e+06	1.37676e+06	1.30657e+06	1.33545e+06	1.40949e+06
P00946	P00946		manA		1.12579e+07	1.13679e+07	1.15709e+07	1.14133e+07	1.17595e+07	1.12206e+07
P00954	P00954		trpS		6.97226e+06	7.15031e+06	7.1846e+06	7.09404e+06	7.02216e+06	6.80479e+06
P00956	P00956		ileS		2.04159e+07	2.06916e+07	2.05024e+07	2.01493e+07	2.00268e+07	1.97084e+07
P00957	P00957		alaS		1.77082e+07	1.75932e+07	1.76279e+07	1.7508e+07	1.7399e+07	1.75151e+07
P00959	P00959		metG		1.86733e+07	1.89893e+07	1.94374e+07	1.94145e+07	1.97049e+07	1.93711e+07
P00960	P00960		glyQ		3.78243e+06	3.78922e+06	3.98934e+06	3.59555e+06	3.7842e+06	3.74502e+06
P00961	P00961		glyS		1.47404e+07	1.4754e+07	1.47343e+07	1.4621e+07	1.4748e+07	1.43976e+07
P00962	P00962		glnS		1.11875e+07	1.09982e+07	1.11241e+07	1.08994e+07	1.06912e+07	1.04117e+07
P00963	P00963		asnA		2.37918e+07	2.47495e+07	2.47238e+07	2.44672e+07	2.50852e+07	2.44352e+07
P00968	P00968		carB		4.24329e+06	4.27038e+06	4.13484e+06	4.1121e+06	4.06604e+06	4.1777e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.07473e+07	1.07864e+07	1.07499e+07	1.8876e+07	1.92958e+07	1.86322e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.42076e+07	1.25573e+07	1.38622e+07	2.45377e+07	2.4409e+07	2.29124e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.48499e+07	1.49742e+07	1.49663e+07	2.73355e+07	2.75446e+07	2.76402e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.31116e+07	1.29399e+07	1.31348e+07	2.41938e+07	2.39773e+07	2.38332e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				5.1708e+06	5.16736e+06	4.86131e+06	9.03701e+06	9.10729e+06	8.45311e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.91805e+07	1.85723e+07	1.90526e+07	3.52046e+07	3.65337e+07	3.50403e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				4.32787e+06	4.18988e+06	4.42356e+06	7.77402e+06	7.57113e+06	7.76459e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				1.25579e+07	1.23833e+07	1.2691e+07	2.32355e+07	2.33766e+07	2.33814e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.10952e+07	1.12518e+07	1.07996e+07	2.00723e+07	2.06857e+07	2.0336e+07
P02358	P02358		rpsF		1.31737e+08	1.32135e+08	1.31983e+08	1.25651e+08	1.25011e+08	1.23089e+08
P02359	P02359		rpsG		1.25276e+08	1.29546e+08	1.27294e+08	1.26806e+08	1.2517e+08	1.22868e+08
P02413	P02413		rplO		1.53113e+08	1.47958e+08	1.53189e+08	1.45769e+08	1.43391e+08	1.4439e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.06178e+06	1.11947e+06	1.07121e+06	2.12066e+06	2.03775e+06	2.06291e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.83822e+06	2.9714e+06	2.8816e+06	5.04546e+06	5.13017e+06	4.85707e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.84549e+07	1.87636e+07	1.88155e+07	3.5125e+07	3.58036e+07	3.55514e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.49995e+07	1.44368e+07	1.45974e+07	2.64759e+07	2.66136e+07	2.5974e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.21181e+07	1.19516e+07	1.20588e+07	2.2389e+07	2.25022e+07	2.26185e+07
P02918	P02918		mrcA		2.00045e+06	2.0438e+06	2.16392e+06	1.90151e+06	1.92506e+06	1.98423e+06
P02919	P02919		mrcB		1.78635e+06	1.73599e+06	1.75711e+06	1.92074e+06	1.8933e+06	1.85114e+06
P02925	P02925		rbsB		9.88034e+06	9.91697e+06	9.81083e+06	1.00925e+07	1.00569e+07	9.82987e+06
P02930	P02930		tolC		2.5886e+07	2.60196e+07	2.62139e+07	2.63908e+07	2.64239e+07	2.61615e+07
P02931	P02931		ompF		4.03356e+07	3.95173e+07	3.99132e+07	3.97178e+07	3.85088e+07	4.17822e+07
P02932	P02932		phoE		625246	766552	747591	769649	735570	672669
P02942	P02942		tsr		7.82714e+06	7.43784e+06	7.7612e+06	7.28205e+06	7.58565e+06	7.27424e+06
P02943	P02943		lamB		1.5249e+06	1.56113e+06	1.53549e+06	1.54606e+06	1.45139e+06	1.46015e+06
P03004	P03004		dnaA		2.2655e+06	2.10674e+06	2.15839e+06	2.33126e+06	2.12833e+06	2.17606e+06
P03007	P03007		dnaQ		1.53087e+06	1.37137e+06	1.52053e+06	1.55628e+06	1.44843e+06	1.5907e+06
P03012	P03012		tnpR		1.15862e+06	968896	1.0202e+06	994988	1.06116e+06	1.10463e+06
P03018	P03018		uvrD		3.12292e+06	3.10382e+06	3.06146e+06	3.06228e+06	3.08642e+06	3.05498e+06
P03024	P03024		galR		1.34485e+06	1.35222e+06	1.36322e+06	1.57969e+06	1.40208e+06	1.47721e+06
P03817	P03817		mioC		7.4297e+06	7.43473e+06	7.00475e+06	7.65041e+06	6.95759e+06	7.39666e+06
P03841	P03841		malM		1.0045e+07	9.99864e+06	9.86294e+06	1.03099e+07	1.0178e+07	1.00473e+07
P04036	P04036		dapB		1.05591e+07	1.02471e+07	1.02128e+07	9.8794e+06	1.0054e+07	9.73705e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.87305e+06	4.81437e+06	4.85586e+06	9.01788e+06	8.88489e+06	8.87053e+06
P04079	P04079		guaA		1.68905e+07	1.72256e+07	1.70888e+07	1.6575e+07	1.66551e+07	1.6381e+07
P04335	P04335		frsA		4.54937e+06	4.64856e+06	4.71996e+06	4.38381e+06	4.28129e+06	4.45369e+06
P04425	P04425		gshB		8.02846e+06	7.86555e+06	8.14873e+06	7.61156e+06	7.6096e+06	7.68979e+06
P04693	P04693		tyrB		3.93845e+06	4.20072e+06	4.00844e+06	3.9138e+06	4.19189e+06	4.1605e+06
P04805	P04805		gltX		2.34772e+07	2.33369e+07	2.36404e+07	2.35109e+07	2.34632e+07	2.38882e+07
P04825	P04825		pepN		1.50744e+07	1.5087e+07	1.52475e+07	1.52523e+07	1.52739e+07	1.54173e+07
P04846	P04846		nlpA		3.46475e+06	3.25612e+06	3.28055e+06	3.44216e+06	3.54003e+06	3.67989e+06
P04949	P04949		fliC		3.38398e+07	3.39614e+07	3.60555e+07	3.4909e+07	3.5011e+07	3.3844e+07
P04951	P04951		kdsB		6.26733e+06	6.39671e+06	6.16911e+06	6.4489e+06	6.487e+06	6.56174e+06
P04982	P04982		rbsD		1.09415e+06	1.29982e+06	1.0637e+06	1.21608e+06	1.08089e+06	1.29855e+06
P04994	P04994		xseA		773679	702002	752283	658635	714911	456624
P04995	P04995		sbcB		1.14762e+07	1.09088e+07	1.09608e+07	1.0549e+07	1.03535e+07	1.01212e+07
P05020	P05020		pyrC		6.40133e+06	6.60604e+06	6.40561e+06	6.66624e+06	6.54208e+06	6.31301e+06
P05041	P05041		pabB		1.90177e+06	1.99266e+06	1.79124e+06	1.91131e+06	1.92592e+06	1.75664e+06
P05055	P05055		pnp		4.22653e+07	4.32043e+07	4.32291e+07	4.31664e+07	4.21393e+07	4.24052e+07
P05100	P05100		tag		1.47629e+06	1.56611e+06	1.48347e+06	1.73272e+06	1.93736e+06	1.68414e+06
P05194	P05194		aroD		1.22849e+06	1.21459e+06	1.12321e+06	1.16568e+06	1.17221e+06	1.15742e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9.18313e+06	9.68234e+06	9.30192e+06	1.80784e+07	1.78288e+07	1.75139e+07
P05458	P05458		ptrA		1.5846e+06	1.51529e+06	1.58645e+06	1.54275e+06	1.5939e+06	1.57985e+06
P05459	P05459		pdxB		5.24869e+06	5.27253e+06	5.22658e+06	5.25889e+06	5.06519e+06	5.37294e+06
P05637	P05637		apaH		2.6858e+06	2.82019e+06	2.96517e+06	2.48359e+06	2.66817e+06	2.53934e+06
P05719	P05719		hsdS		1.14423e+06	1.16454e+06	1.16257e+06	986342	1.21972e+06	1.01244e+06
P05791	P05791		ilvD		3.11121e+06	3.09916e+06	3.18543e+06	3.27408e+06	3.19459e+06	3.21154e+06
P05793	P05793		ilvC		5.49598e+06	5.42704e+06	5.32243e+06	5.29547e+06	5.24304e+06	5.44133e+06
P05825	P05825		fepA		5.2319e+06	5.22204e+06	5.28304e+06	5.24116e+06	5.25301e+06	5.26249e+06
P05852	P05852		gcp		2.70959e+06	2.46751e+06	2.65017e+06	2.55296e+06	2.60075e+06	2.47858e+06
P06129	P06129		btuB		1.46326e+07	1.49996e+07	1.4979e+07	1.48894e+07	1.46335e+07	1.39852e+07
P06136	P06136		ftsQ		1.855e+06	1.78384e+06	1.75443e+06	1.96407e+06	1.93344e+06	1.97641e+06
P06149	P06149		dld		6.8893e+06	6.8681e+06	6.69682e+06	6.9867e+06	6.82614e+06	6.70103e+06
P06282	P06282		cdh		7.07522e+06	6.69921e+06	6.9823e+06	7.048e+06	7.14119e+06	6.80308e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				4.82096e+06	4.7849e+06	4.99476e+06	8.455e+06	8.57025e+06	8.55547e+06
P06610	P06610		btuE		8.30146e+06	8.65594e+06	8.28991e+06	8.32784e+06	7.88179e+06	7.70139e+06
P06612	P06612		topA		5.78086e+06	5.64134e+06	5.62544e+06	5.58411e+06	5.57102e+06	5.60432e+06
P06616	P06616		era		3.31423e+06	3.12287e+06	3.37052e+06	3.1599e+06	3.39898e+06	3.28161e+06
P06709	P06709		birA		1.02185e+06	948406	962702	893046	928497	895806
P06710	P06710		dnaX		1.29587e+06	1.3341e+06	1.27224e+06	1.13643e+06	1.20434e+06	1.34379e+06
P06715	P06715		gor		3.49744e+06	3.38961e+06	3.4005e+06	3.40696e+06	3.34408e+06	3.41184e+06
P06721	P06721		metC			571236			633877	723070
P06722	P06722		mutH		1.13756e+06	1.13227e+06	1.11474e+06	1.14182e+06	1.18446e+06	1.25705e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				8.4424e+06	8.33798e+06	8.45631e+06	1.59198e+07	1.57582e+07	1.56384e+07
P06846	P06846		ebgR		1.48012e+06	1.58637e+06	1.47033e+06	1.40253e+06	1.40522e+06	1.50785e+06
P06959	P06959		aceF		5.76439e+07	5.77104e+07	5.79873e+07	5.74257e+07	5.7437e+07	5.63723e+07
P06961	P06961		cca		1.68295e+06	1.71699e+06	1.72187e+06	1.58865e+06	1.58132e+06	1.59997e+06
P06968	P06968		dut		8.40117e+06	8.05649e+06	8.27142e+06	7.63667e+06	7.79506e+06	7.93323e+06
P06971	P06971		fhuA		1.39461e+07	1.40007e+07	1.37066e+07	1.37224e+07	1.36407e+07	1.35974e+07
P06974	P06974		fliM		1.45527e+06	1.51791e+06	1.54928e+06	1.62887e+06	1.52182e+06	1.55513e+06
P06983	P06983		hemC		1.23307e+07	1.22933e+07	1.24266e+07	1.19627e+07	1.20021e+07	1.13025e+07
