Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
P00805	P00805		ansB		2.22162e+07	2.20878e+07	2.24933e+07	2.2657e+07	2.25002e+07	2.28849e+07
P00811	P00811		ampC		1.16199e+06	1.18867e+06	1.30388e+06	1.17055e+06	1.16811e+06	1.19071e+06
P00864	P00864		ppc		1.16819e+07	1.1418e+07	1.16228e+07	1.15944e+07	1.15856e+07	1.16596e+07
P00887	P00887		aroH		1.69778e+06	1.68709e+06	1.44041e+06	1.50337e+06	1.61881e+06	1.46566e+06
P00888	P00888		aroF		2.10186e+06	2.01935e+06	2.01609e+06	2.18428e+06	2.13832e+06	2.12865e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.56583e+07	1.52584e+07	2.70074e+06	1.5873e+07	1.6812e+06	4.61978e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				1.49906e+07	1.48057e+07	730383	1.5044e+07	677179	681098
P00934	P00934		thrC		4.66576e+06	4.78391e+06	4.81515e+06	4.92689e+06	4.83743e+06	4.64588e+06
P00935	P00935		metB		834376	991155	780117	808284	853345	772745
P00946	P00946		manA		1.20939e+07	1.17101e+07	1.19263e+07	1.20888e+07	1.17465e+07	1.21959e+07
P00954	P00954		trpS		1.42717e+07	1.45299e+07	1.43546e+07	1.46114e+07	1.45385e+07	1.44671e+07
P00956	P00956		ileS		2.12953e+07	2.10224e+07	2.06308e+07	2.10518e+07	2.06396e+07	2.08851e+07
P00957	P00957		alaS		1.883e+07	1.87261e+07	1.86239e+07	1.89109e+07	1.87454e+07	1.84672e+07
P00959	P00959		metG		1.95203e+07	1.97673e+07	1.97034e+07	1.99419e+07	1.97679e+07	1.99322e+07
P00960	P00960		glyQ		5.03219e+06	4.7167e+06	4.85338e+06	5.0124e+06	4.86774e+06	4.72951e+06
P00961	P00961		glyS		1.33524e+07	1.30016e+07	1.30132e+07	1.31138e+07	1.2923e+07	1.29844e+07
P00962	P00962		glnS		1.08804e+07	1.10187e+07	1.11845e+07	1.08658e+07	1.08673e+07	1.08837e+07
P00963	P00963		asnA		2.17858e+07	2.23686e+07	2.2088e+07	2.24802e+07	2.11195e+07	2.14505e+07
P00968	P00968		carB		4.66669e+06	4.68791e+06	4.74282e+06	4.65229e+06	4.75951e+06	4.71345e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.14158e+07	1.32495e+07	1.34623e+06	1.31618e+07	1.1231e+06	875859
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.42471e+07	1.14783e+07	598225	1.45452e+07	667966	632809
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.46571e+07	1.50307e+07	1.94812e+06	1.54797e+07	1.99653e+06	1.53687e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.66538e+07	2.61748e+07	1.00815e+06	2.66589e+07	1.55406e+06	1.19647e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				8.71633e+06	6.92711e+06	580838	8.03344e+06	887825	520248
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.97486e+07	1.93614e+07	881892	2.00698e+07	844285	768490
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				4.73838e+06	4.76501e+06	240737	4.70873e+06	245265	147852
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				9.00916e+06	8.99762e+06	2.27856e+06	9.30708e+06	3.1063e+06	2.37617e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.48369e+07	1.56071e+07	570837	1.4792e+07	590535	428934
P02358	P02358		rpsF		1.10086e+08	1.11916e+08	1.12225e+08	1.11069e+08	1.10981e+08	1.13321e+08
P02359	P02359		rpsG		1.63741e+08	1.68704e+08	1.6891e+08	1.65785e+08	1.64313e+08	1.64433e+08
P02413	P02413		rplO		1.50976e+08	1.50392e+08	1.57572e+08	1.51286e+08	1.55641e+08	1.56599e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.08553e+06	1.09198e+06		1.10464e+06		
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.24057e+06	2.28967e+06	313507	2.23612e+06		
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.11214e+07	2.11054e+07	1.27853e+06	2.10146e+07	1.17808e+06	1.01775e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				2.45278e+07	2.3835e+07	1.55481e+06	2.4344e+07	1.76773e+06	1.63129e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.37628e+07	1.36172e+07	931784	1.39947e+07	1.00809e+06	833551
P02918	P02918		mrcA		985898	1.05369e+06	988603	1.015e+06	1.00155e+06	1.00398e+06
P02919	P02919		mrcB		1.56251e+06	1.41543e+06	1.46368e+06	1.4096e+06	1.50024e+06	1.55143e+06
P02925	P02925		rbsB		1.17216e+07	1.17565e+07	1.1598e+07	1.18712e+07	1.15279e+07	1.15381e+07
P02930	P02930		tolC		2.49314e+07	2.52114e+07	2.68853e+07	2.59043e+07	2.70666e+07	2.61809e+07
P02931	P02931		ompF		3.96855e+07	3.93259e+07	4.08786e+07	4.01449e+07	4.14066e+07	4.11841e+07
P02942	P02942		tsr		1.50965e+07	1.47982e+07	1.46794e+07	1.51029e+07	1.47507e+07	1.46271e+07
P02943	P02943		lamB		1.67204e+06	1.64442e+06	1.69884e+06	1.67855e+06	1.61303e+06	1.63672e+06
P03004	P03004		dnaA		2.21239e+06	2.08266e+06	2.16801e+06	2.08373e+06	2.11285e+06	2.13175e+06
P03018	P03018		uvrD		4.01462e+06	4.14379e+06	3.9927e+06	4.12372e+06	3.83482e+06	3.95271e+06
P03817	P03817		mioC		4.28452e+06	4.3119e+06	4.33749e+06	3.95088e+06	4.11489e+06	4.25047e+06
P03841	P03841		malM		1.07136e+07	1.0362e+07	1.06443e+07	1.05401e+07	1.09792e+07	1.04849e+07
P04036	P04036		dapB		4.9682e+06	4.75508e+06	4.92658e+06	4.9634e+06	4.98365e+06	5.01198e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				6.51397e+06	6.58293e+06	1.00734e+06	6.52987e+06	736546	561783
P04079	P04079		guaA		2.1671e+07	2.20376e+07	2.16913e+07	2.18473e+07	2.16312e+07	2.1483e+07
P04335	P04335		frsA		4.60376e+06	4.58925e+06	4.54959e+06	4.57622e+06	4.43253e+06	4.504e+06
P04425	P04425		gshB		7.50128e+06	7.34032e+06	7.59712e+06	7.60932e+06	7.60014e+06	7.65128e+06
P04693	P04693		tyrB		3.98071e+06	4.21219e+06	4.01147e+06	3.97467e+06	4.04344e+06	3.92754e+06
P04805	P04805		gltX		2.69784e+07	2.65326e+07	2.67564e+07	2.72184e+07	2.67702e+07	2.67079e+07
P04825	P04825		pepN		1.56131e+07	1.54341e+07	1.51681e+07	1.57829e+07	1.54481e+07	1.558e+07
P04846	P04846		nlpA		3.53656e+06	3.36385e+06	3.37253e+06	3.4099e+06	3.43162e+06	3.47817e+06
P04949	P04949		fliC		3.69937e+07	3.64882e+07	3.95809e+07	3.92223e+07	4.07016e+07	3.94197e+07
P04951	P04951		kdsB		5.8399e+06	5.76681e+06	5.71805e+06	5.58709e+06	5.74183e+06	5.77926e+06
P04982	P04982		rbsD		1.73527e+06	1.80105e+06	1.90606e+06	1.76437e+06	1.91994e+06	1.64614e+06
P04994	P04994		xseA		1.31386e+06	1.40153e+06	1.43171e+06	1.35026e+06	1.41344e+06	1.34441e+06
P04995	P04995		sbcB		1.3581e+07	1.33301e+07	1.39029e+07	1.30495e+07	1.32184e+07	1.30648e+07
P05020	P05020		pyrC		6.83869e+06	6.83157e+06	6.90601e+06	6.90856e+06	6.82446e+06	7.26271e+06
P05041	P05041		pabB		1.13605e+06	1.08938e+06	1.16089e+06	1.0586e+06	1.09083e+06	1.10453e+06
P05055	P05055		pnp		4.39731e+07	4.48763e+07	4.42119e+07	4.42859e+07	4.40048e+07	4.44855e+07
P05100	P05100		tag		1.52217e+06	1.64264e+06	1.58259e+06	1.58003e+06	1.60996e+06	1.53799e+06
P05194	P05194		aroD		1.5752e+06	1.36808e+06	1.32592e+06	1.27397e+06	1.31883e+06	1.30088e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.87017e+07	1.98845e+07	1.21253e+06	1.87377e+07	1.23801e+06	981294
P05458	P05458		ptrA		1.01708e+06	998953	1.04722e+06	948093	1.04877e+06	984896
P05459	P05459		pdxB		6.39876e+06	6.52664e+06	6.76106e+06	6.47933e+06	6.70212e+06	6.51264e+06
P05637	P05637		apaH		1.61393e+06	1.65456e+06	1.73273e+06	1.66408e+06	1.7457e+06	1.86431e+06
P05719	P05719		hsdS		1.06524e+06	1.0931e+06	1.19762e+06	1.19009e+06	1.1232e+06	1.12154e+06
P05791	P05791		ilvD		3.19049e+06	3.22867e+06	3.1847e+06	3.24745e+06	3.17878e+06	3.10686e+06
P05793	P05793		ilvC		6.02277e+06	5.88402e+06	5.8997e+06	5.82085e+06	5.75224e+06	5.98544e+06
P05825	P05825		fepA		2.01961e+06	2.01507e+06	2.08146e+06	1.97259e+06	2.0638e+06	1.97289e+06
P05852	P05852		gcp		2.70057e+06	2.56734e+06	2.64614e+06	2.78611e+06	2.79626e+06	2.71752e+06
P06129	P06129		btuB		1.53189e+07	1.55901e+07	1.5795e+07	1.56854e+07	1.53654e+07	1.51588e+07
P06149	P06149		dld		6.65284e+06	6.55911e+06	6.38019e+06	6.45607e+06	6.29285e+06	6.06772e+06
P06282	P06282		cdh		1.23493e+06	1.26731e+06	1.22967e+06	1.27751e+06	1.20702e+06	1.11071e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.72623e+06	6.83632e+06	1.75798e+06	6.92904e+06	1.5333e+06	1.8223e+06
P06610	P06610		btuE		1.25653e+07	1.22831e+07	1.17107e+07	1.22936e+07	1.16028e+07	1.13387e+07
P06612	P06612		topA		6.00969e+06	5.99966e+06	6.0583e+06	6.07938e+06	6.14299e+06	5.88684e+06
P06616	P06616		era		3.35507e+06	3.60178e+06	4.00743e+06	3.56738e+06	3.97575e+06	3.85638e+06
P06709	P06709		birA		1.05889e+06	988633	1.03642e+06	1.00418e+06	1.03415e+06	1.06754e+06
P06710	P06710		dnaX		1.24756e+06	1.15343e+06	1.29235e+06	1.2371e+06	1.31009e+06	1.26012e+06
P06715	P06715		gor		5.34056e+06	5.19417e+06	5.13957e+06	5.30401e+06	5.21773e+06	5.29399e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				7.45742e+06	7.53475e+06	520151	7.7546e+06	519204	506655
P06846	P06846		ebgR		1.49244e+06	1.57056e+06	1.46994e+06	1.38864e+06	1.60774e+06	1.20709e+06
P06959	P06959		aceF		6.36753e+07	6.26165e+07	6.23045e+07	6.29371e+07	6.30805e+07	6.19313e+07
P06961	P06961		cca		1.13159e+06	1.07645e+06	1.07965e+06	1.09248e+06	1.08054e+06	1.06764e+06
P06966	P06966		dicA		3.72431e+06	3.61778e+06	3.04598e+06	3.82193e+06	3.16637e+06	3.00112e+06
P06968	P06968		dut		8.52787e+06	8.17576e+06	8.50133e+06	8.51495e+06	8.64979e+06	8.4402e+06
P06971	P06971		fhuA		1.46521e+07	1.47486e+07	1.45883e+07	1.46107e+07	1.45934e+07	1.44013e+07
P06974	P06974		fliM		1.23488e+06	1.32381e+06	1.25611e+06	1.33456e+06	1.28366e+06	1.22106e+06
P06983	P06983		hemC		1.1368e+07	1.19013e+07	1.19647e+07	1.13194e+07	1.1695e+07	1.14466e+07
P06986	P06986		hisC		4.76488e+06	4.68204e+06	4.76526e+06	4.77698e+06	4.67074e+06	4.5649e+06
P06987	P06987		hisB		1.34036e+06	1.34505e+06	1.31323e+06	1.36354e+06	1.31901e+06	1.22375e+06
P06988	P06988		hisD		1.09174e+06	905274	964443	988945	1.05863e+06	1.03522e+06
P06992	P06992		rsmA		2.39059e+06	2.3981e+06	2.3802e+06	2.35119e+06	2.21575e+06	2.12486e+06
P06996	P06996		ompC		1.58062e+08	1.51814e+08	1.62364e+08	1.58895e+08	1.60765e+08	1.64006e+08
P06999	P06999		pfkB		1.21553e+06	1.25183e+06	1.33452e+06	1.24693e+06	1.18713e+06	1.18425e+06
P07000	P07000		pldB		548875	614608	634132	597828	567221	567202
P07001	P07001		pntA		2.7764e+06	2.77172e+06	2.83335e+06	2.7547e+06	2.7467e+06	2.79151e+06
P07003	P07003		poxB		2.75084e+06	2.71821e+06	2.75893e+06	2.68489e+06	2.738e+06	2.67688e+06
P07004	P07004		proA		5.25366e+06	4.9952e+06	5.22059e+06	5.23862e+06	5.30544e+06	5.1454e+06
P07012	P07012		prfB		9.36027e+06	9.33499e+06	9.17586e+06	9.75482e+06	9.39387e+06	9.4594e+06
P07014	P07014		sdhB		1.68576e+06	1.72166e+06	1.73807e+06	1.7287e+06	1.7666e+06	1.67847e+06
P07017	P07017		tar		3.76852e+06	3.64611e+06	3.71225e+06	3.68815e+06	3.76358e+06	3.77693e+06
P07021	P07021		yfiB		909688	944185	869085	836634	868221	872579
P07023	P07023		tyrA		2.71632e+06	2.86205e+06	2.59148e+06	2.61114e+06	2.63366e+06	2.4485e+06
P07024	P07024		ushA		5.1969e+06	5.16723e+06	4.96989e+06	5.09764e+06	5.26143e+06	5.14619e+06
P07026	P07026		sdiA		1.94359e+06	1.86025e+06	1.87653e+06	1.82504e+06	1.79005e+06	1.8915e+06
P07118	P07118		valS		2.59551e+07	2.59177e+07	2.58172e+07	2.59284e+07	2.54407e+07	2.55983e+07
P07330	P07330		cheB		1.00813e+06	1.162e+06	1.19294e+06	1.09502e+06	1.07199e+06	1.09249e+06
P07363	P07363		cheA		5.93987e+06	5.97124e+06	6.19893e+06	6.10081e+06	5.84791e+06	5.65997e+06
P07395	P07395		pheT		1.65636e+07	1.65379e+07	1.68942e+07	1.6901e+07	1.68676e+07	1.66142e+07
P07604	P07604		tyrR		2.15115e+06	2.20616e+06	2.26854e+06	2.22223e+06	2.3665e+06	2.22096e+06
P07639	P07639		aroB		3.3697e+06	3.47551e+06	3.44609e+06	3.40623e+06	3.49609e+06	3.45012e+06
P07649	P07649		truA		1.83276e+06	1.81547e+06	1.78326e+06	1.76304e+06	1.89697e+06	1.65683e+06
P07650	P07650		deoA		7.32868e+06	7.42032e+06	7.34274e+06	7.22865e+06	7.21534e+06	7.27321e+06
P07658	P07658		fdhF		946603	962507	957478	964864	949612	1.00748e+06
P07762	P07762		glgB		4.07022e+06	4.22071e+06	4.0392e+06	4.04774e+06	3.90377e+06	4.04734e+06
P07813	P07813		leuS		1.82359e+07	1.79192e+07	1.80245e+07	1.83483e+07	1.7857e+07	1.79828e+07
P07821	P07821		fhuC		490358	776304	671893	648194	550013	578107
P07822	P07822		fhuD		466084	417068	450191	440560	429890	435199
P07862	P07862		ddlB		2.21684e+06	2.00661e+06	2.14486e+06	2.10506e+06	2.14692e+06	2.1087e+06
P07913	P07913		tdh		3.84887e+06	3.91996e+06	3.81767e+06	3.86676e+06	3.51196e+06	3.57056e+06
P08178	P08178		purM		1.72214e+06	1.71247e+06	1.81358e+06	1.8986e+06	1.72249e+06	1.74883e+06
P08179	P08179		purN		1.14953e+06	1.22178e+06	1.08931e+06	1.13702e+06	1.14072e+06	985062
P08189	P08189		fimF		1.21301e+06	1.22279e+06	1.31582e+06	1.33476e+06	1.43948e+06	1.28867e+06
P08190	P08190		fimG		1.8947e+06	1.83202e+06	1.90069e+06	1.91427e+06	1.86794e+06	1.96948e+06
P08191	P08191		fimH		3.03607e+06	3.10168e+06	3.04659e+06	3.10166e+06	3.17055e+06	3.033e+06
P08192	P08192		folC		3.09342e+06	3.1632e+06	3.14952e+06	3.10497e+06	3.14875e+06	3.15797e+06
P08200	P08200		icd		2.51627e+07	2.40367e+07	2.44715e+07	2.47254e+07	2.48928e+07	2.5203e+07
P08201	P08201		nirB		6.25915e+06	6.17165e+06	6.12873e+06	6.05077e+06	6.15115e+06	6.06325e+06
P08244	P08244		pyrF		9.79391e+06	9.92977e+06	1.03801e+07	1.01597e+07	1.03819e+07	1.02317e+07
P08245	P08245		yciH		749321	853739	714804	818207	822976	826947
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.35475e+07	1.38129e+07	1.03878e+06	1.38192e+07	1.11586e+06	968033
P08312	P08312		pheS		1.41937e+07	1.41476e+07	1.44531e+07	1.4501e+07	1.42319e+07	1.45208e+07
P08331	P08331		cpdB		3.61754e+06	3.52843e+06	3.61086e+06	3.43155e+06	3.39633e+06	3.4484e+06
P08337	P08337		mutT		936714	961842	1.05198e+06	858884	1.03065e+06	1.08376e+06
P08373	P08373		murB		1.79105e+06	1.74695e+06	1.76663e+06	1.85284e+06	1.72162e+06	1.73632e+06
P08390	P08390		usg		5.78084e+06	5.7013e+06	5.60597e+06	5.50743e+06	5.68861e+06	5.73952e+06
P08395	P08395		sppA		3.77608e+06	3.61781e+06	3.75475e+06	3.70634e+06	3.75149e+06	3.72545e+06
P08506	P08506		dacC		6.52032e+06	6.34248e+06	6.57024e+06	6.49904e+06	6.67433e+06	6.68042e+06
P08622	P08622		dnaJ		6.15632e+06	6.19061e+06	6.1821e+06	6.24308e+06	6.15496e+06	6.28514e+06
P08660	P08660		lysC		2.62839e+06	2.63661e+06	2.51731e+06	2.5304e+06	2.59655e+06	2.60483e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				1.11653e+07	1.15239e+07	589570	1.15137e+07	482818	421411
P08839	P08839		ptsI		3.59213e+07	3.60004e+07	3.53508e+07	3.6238e+07	3.5369e+07	3.55913e+07
P08956	P08956		hsdR		1.92724e+06	1.89249e+06	1.8223e+06	1.75566e+06	1.80161e+06	1.73866e+06
P08957	P08957		hsdM		7.95312e+06	7.9759e+06	8.06649e+06	7.93107e+06	7.99978e+06	8.00644e+06
P08997	P08997		aceB		949143	967154	861737	952543	924945	958344
P09029	P09029		purK		1.32904e+06	1.29086e+06	1.1753e+06	1.26554e+06	1.16907e+06	1.15049e+06
P09030	P09030		xthA		3.85429e+06	3.93166e+06	3.87362e+06	3.86083e+06	3.80193e+06	3.87501e+06
P09053	P09053		avtA		459290	512347	490984	410095	484720	440182
P09126	P09126		hemD		1.49146e+06	1.55387e+06	1.54752e+06	1.52173e+06	1.52827e+06	1.60233e+06
P09127	P09127		hemX		1.24658e+07	1.22384e+07	1.22631e+07	1.2106e+07	1.22701e+07	1.20802e+07
P09147	P09147		galE		9.18514e+06	9.11969e+06	9.21599e+06	9.42229e+06	9.17346e+06	9.48132e+06
P09148	P09148		galT		2.13509e+06	2.22258e+06	2.35767e+06	2.14254e+06	2.18255e+06	2.07861e+06
P09152	P09152		narG		3.12554e+06	3.05887e+06	3.178e+06	3.15131e+06	3.10946e+06	3.07585e+06
P09155	P09155		rnd		2.10958e+06	2.2129e+06	2.22123e+06	2.24574e+06	2.0472e+06	2.20608e+06
P09158	P09158		speE		7.50597e+06	7.35456e+06	7.36373e+06	7.49137e+06	7.61461e+06	7.23146e+06
P09169	P09169		ompT		6.14399e+06	5.90766e+06	6.04845e+06	6.34584e+06	6.02671e+06	5.79867e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				3.44334e+06	3.26057e+06	1.13979e+06	3.4476e+06	2.04963e+06	1.8012e+06
P09323	P09323		nagE		710123	644901	693081	736449	774234	775512
P09348	P09348		motA		3.16974e+06	2.919e+06	3.51787e+06	3.10936e+06	2.97252e+06	3.21634e+06
P09372	P09372		grpE		4.96302e+07	4.98333e+07	4.92074e+07	4.94515e+07	4.97821e+07	5.07856e+07
P09373	P09373		pflB		3.08415e+08	3.09429e+08	3.13563e+08	3.12454e+08	3.12317e+08	3.11546e+08
