Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.29664e+07	3.34194e+07	3.15217e+07	3.39744e+07	3.12673e+07	3.23356e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	6.41589e+06	6.53125e+06	6.03278e+06	6.2746e+06	6.18266e+06	5.77896e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	4.55149e+06	4.64231e+06	4.46185e+06	4.76228e+06	5.26474e+06	4.17981e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	1.71522e+06	2.05875e+06	1.44862e+06	1.40919e+06	1.70392e+06	2.02091e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	6.29472e+06	6.09125e+06	6.18639e+06	5.58652e+06	6.12327e+06	4.99924e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.55012e+06	7.21469e+06	9.1682e+06	6.65833e+06	7.22141e+06	9.36472e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.14736e+07	2.1074e+07	2.10133e+07	2.18394e+07	2.13094e+07	2.11233e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.05155e+08	1.09877e+08	1.0512e+08	1.07861e+08	1.13846e+08	1.0712e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.50437e+07	2.48879e+07	2.56876e+07	2.46076e+07	2.5792e+07	2.60657e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.5369e+07	5.28719e+07	5.83159e+07	5.38946e+07	5.25065e+07	6.03846e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	9.70556e+06	9.70402e+06	9.82161e+06	9.87705e+06	8.96467e+06	9.58001e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13		5.08639e+07		4.88672e+07	5.11849e+07	
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.38392e+07	6.34585e+07	6.27426e+07	6.28729e+07	6.16748e+07	6.27471e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	19	19	1.14549e+07	1.09776e+07	1.13377e+07	1.11836e+07	1.13134e+07	1.11273e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.74203e+06	2.18049e+06	2.95883e+06	2.12568e+06	2.29563e+06	2.67711e+06
P08368	CREB_ECOLI	creB	Transcriptional regulatory protein CreB	2	2			1.081e+06	1.55511e+06	1.33239e+06	
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	5	5	8.13285e+06	8.40957e+06	8.3057e+06	8.14355e+06	8.10768e+06	8.21384e+06
P08390	USG_ECOLI	usg	USG-1 protein	8	8	2.20866e+07	2.25863e+07	2.23972e+07	2.24916e+07	2.3404e+07	2.27509e+07
P08395	SPPA_ECOLI	sppA	Protease 4	14	14	9.67202e+06	9.39687e+06	9.53045e+06	8.92388e+06	9.30907e+06	9.83175e+06
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.57037e+07	2.66926e+07	2.53154e+07	2.51412e+07	2.6842e+07	2.52446e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.05621e+07	3.08813e+07	3.04937e+07	3.07991e+07	3.06999e+07	3.13912e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	13	13	2.92897e+07	2.96361e+07	3.1693e+07	3.09561e+07	3.16152e+07	2.88061e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16		6.0992e+07		5.8417e+07	5.83114e+07	
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	31	31	3.04345e+08	3.03672e+08	3.02561e+08	2.98174e+08	3.03015e+08	2.98022e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	19	19	6.60025e+06	6.64733e+06	6.69213e+06	6.86139e+06	6.98321e+06	6.60644e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.92869e+07	4.93635e+07	4.92476e+07	4.88133e+07	4.90232e+07	4.97307e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	7.91555e+06	8.37665e+06	8.752e+06	8.73209e+06	7.71401e+06	8.55796e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	3	3	3.17766e+06	3.49038e+06	3.34104e+06	3.67776e+06	3.63574e+06	3.14879e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	11	11	2.47755e+07	2.65342e+07	2.58225e+07	2.64708e+07	2.65398e+07	2.63405e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	8	8	1.2804e+07	1.3087e+07	1.39489e+07	1.33773e+07	1.27017e+07	1.35882e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.92123e+07	1.83708e+07	1.82467e+07	1.76749e+07	1.77729e+07	1.84057e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	6.03705e+07	5.97266e+07	6.25257e+07	6.01497e+07	6.10674e+07	6.11739e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	14	14	3.65289e+07	3.70414e+07	3.52101e+07	3.79177e+07	3.76319e+07	3.60026e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	10	10	5.20588e+06	5.42781e+06	5.12726e+06	5.31997e+06	5.17239e+06	5.53452e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	23	17	1.65346e+07	1.6364e+07	1.61241e+07	1.60015e+07	1.62494e+07	1.59383e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	8.45864e+06	9.17684e+06	9.48955e+06	8.76136e+06	9.07965e+06	1.03943e+07
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.96747e+07	2.7713e+07	2.77118e+07	2.5518e+07	2.73353e+07	2.91763e+07
P09169	OMPT_ECOLI	ompT	Protease 7	13	12	2.27555e+07	2.29348e+07	2.16636e+07	2.12745e+07	2.18312e+07	2.27547e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6		4.04074e+07		4.04726e+07	4.06997e+07	
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	5.36158e+06	5.3059e+06	5.12497e+06	4.4911e+06	5.28599e+06	5.4243e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.82334e+06	1.75138e+06	1.85231e+06	1.80112e+06	1.83421e+06	1.86969e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9	1.94298e+08	1.87228e+08	1.89379e+08	1.78236e+08	1.90815e+08	1.83085e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	65	60	1.89228e+09	1.99308e+09	1.85262e+09	1.96235e+09	1.99049e+09	1.83926e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	12	12	2.92991e+07	2.82664e+07	2.92241e+07	2.77428e+07	2.92541e+07	2.88258e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.23402e+07	2.31424e+07	2.11148e+07	2.33503e+07	2.33203e+07	2.38213e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	13	13	2.05982e+07	2.15403e+07	2.10521e+07	2.09628e+07	2.13383e+07	2.12403e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	9.73636e+06	1.01873e+07	1.07604e+07	1.04383e+07	9.82478e+06	1.02481e+07
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	40	40	1.0907e+07	1.09412e+07	1.12259e+07	1.11992e+07	1.13775e+07	1.12458e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	7	7	1.52426e+07	1.40907e+07	1.39822e+07	1.43771e+07	1.31814e+07	1.3812e+07
P09833	MODC_ECOLI	modC	Molybdenum import ATP-binding protein ModC	2	2	894331	750424	851834		773367	843384
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	2	2		470349	491263	539774	493953	
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	25	25	1.42412e+07	1.38887e+07	1.51294e+07	1.46194e+07	1.46281e+07	1.46365e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	7	7	4.51066e+06	4.08947e+06	4.96944e+06	4.47833e+06	4.39759e+06	4.7814e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	8.79934e+08	9.03255e+08	8.53009e+08	9.32228e+08	8.975e+08	8.62278e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.11947e+09	1.18192e+09	1.11437e+09	1.09764e+09	1.12418e+09	1.123e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	10	10	1.15753e+07	1.18645e+07	1.18271e+07	1.18341e+07	1.20966e+07	1.20525e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	9.33163e+07	9.36148e+07	8.99662e+07	9.38366e+07	9.34549e+07	9.12039e+07
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	8	8	1.00597e+07	9.23014e+06	9.96257e+06	9.23518e+06	9.10935e+06	9.54445e+06
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.41813e+07	1.40742e+07	1.31128e+07	1.32512e+07	1.30078e+07	1.40197e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.33918e+07	2.48623e+07	2.51887e+07	2.46316e+07	2.52757e+07	2.54807e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	8.83421e+07	9.82919e+07	9.20092e+07	9.71165e+07	9.8842e+07	9.3093e+07
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	11	11	1.43658e+07	1.45116e+07	1.44819e+07	1.55793e+07	1.60823e+07	1.37965e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.16449e+07	4.55286e+07	4.04137e+07	4.62163e+07	4.63267e+07	4.21859e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.12906e+07	3.20859e+07	3.32184e+07	3.17644e+07	3.0235e+07	3.1942e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	11	11	4.34083e+07	4.41832e+07	4.47892e+07	4.23438e+07	4.32883e+07	4.43281e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	21	21	1.58125e+07	1.56689e+07	1.57363e+07	1.53408e+07	1.61569e+07	1.542e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	35	35	6.17698e+08	6.43207e+08	6.1184e+08	6.31003e+08	6.33339e+08	6.07964e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.63576e+08	5.56313e+08	6.50379e+08	5.7662e+08	5.61462e+08	6.71163e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.93055e+07	2.0071e+07	1.93602e+07	2.03627e+07	1.83889e+07	1.8921e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.28515e+08	1.46346e+08	1.29073e+08	1.37748e+08	1.47031e+08	1.29633e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	23	23	9.40757e+07	9.25248e+07	9.22349e+07	9.42753e+07	9.319e+07	9.34586e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	29	29	8.44753e+07	8.25063e+07	8.59196e+07	8.37368e+07	8.55929e+07	8.62502e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.43027e+06	1.31622e+06	1.46844e+06	1.28653e+06	1.23934e+06	1.48143e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.73748e+07	4.68976e+07	4.75823e+07	4.53004e+07	4.65075e+07	4.61348e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	12	12	1.39959e+07	1.30293e+07	1.49045e+07	1.3903e+07	1.3347e+07	1.65432e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	4	4	5.80985e+06	5.00036e+06	5.56426e+06	4.92115e+06	4.8078e+06	5.37585e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	3	3	1.13971e+07	9.86176e+06	1.02742e+07	1.15522e+07	9.95981e+06	1.15752e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	6.21586e+06	5.93412e+06	6.23976e+06	6.10857e+06	5.96946e+06	6.09348e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	5	5	1.61334e+06	1.51586e+06	1.81662e+06	1.83226e+06	1.78461e+06	1.87945e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	17	17	6.84296e+07	6.61915e+07	6.96346e+07	6.77797e+07	6.73878e+07	6.85062e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	1.43098e+06	1.2797e+06	1.7134e+06	1.46463e+06	1.38541e+06	1.6444e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	9.67198e+07	9.7739e+07	9.91715e+07	9.73669e+07	9.83446e+07	1.019e+08
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	21	21	1.36565e+08	1.37814e+08	1.34405e+08	1.36932e+08	1.34216e+08	1.37634e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	1.04689e+08	1.02621e+08	1.06989e+08	1.02622e+08	1.03116e+08	1.0653e+08
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.59501e+08	1.61311e+08	1.57643e+08	1.61524e+08	1.59481e+08	1.54263e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	8.99548e+06	8.59632e+06	8.66711e+06	9.45731e+06	8.05273e+06	8.3735e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.10607e+07	2.30678e+07	2.1578e+07	2.40985e+07	2.34672e+07	2.30436e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.47992e+07	1.43843e+07	1.3924e+07	1.43672e+07	1.32638e+07	1.46026e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43	8.63884e+08	9.01079e+08	8.38683e+08	8.87748e+08	8.85372e+08	8.49573e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	6.29715e+08	5.80782e+08	6.48262e+08	5.88218e+08	5.94509e+08	6.07886e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	4	4	8.77668e+07	8.21193e+07	8.48082e+07	8.11746e+07	8.02308e+07	8.73833e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.54689e+09	1.62074e+09	1.53699e+09	1.56691e+09	1.57782e+09	1.50758e+09
P0A6P5	DER_ECOLI	der	GTPase Der	18	18	3.08456e+07	3.20605e+07	3.20313e+07	3.40979e+07	3.19941e+07	3.28624e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	11	11	6.33802e+07	6.34255e+07	6.24013e+07	6.28555e+07	6.3412e+07	6.51466e+07
P0A6P9	ENO_ECOLI	eno	Enolase	25	25	1.1566e+09	1.11932e+09	1.14841e+09	1.14642e+09	1.10343e+09	1.15574e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	10	10	8.1582e+07	8.2954e+07	7.99086e+07	8.36453e+07	8.42527e+07	8.13432e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	1.02727e+08	1.03032e+08	1.02249e+08	1.0196e+08	1.04236e+08	1.04135e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	7.08735e+07	7.8845e+07	7.3319e+07	7.76617e+07	7.65705e+07	7.61721e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	3.10322e+07	4.26619e+07	2.89264e+07	3.79604e+07	3.77719e+07	3.01789e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	5.96015e+06	6.015e+06	6.75254e+06	6.29561e+06	6.29752e+06	6.475e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.96895e+07	2.80461e+07	2.98998e+07	2.87637e+07	2.86133e+07	2.82641e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	24	24	2.3344e+08	2.35372e+08	2.32266e+08	2.28988e+08	2.3567e+08	2.32041e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	7	7	1.70214e+07	1.67685e+07	1.74037e+07	1.66491e+07	1.60333e+07	1.72586e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.18989e+07	2.1906e+07	2.1765e+07	2.09487e+07	2.16005e+07	2.1754e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.38597e+07	1.42738e+07	1.40167e+07	1.52264e+07	1.45533e+07	1.28558e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	19	19	2.39039e+07	2.40161e+07	2.41645e+07	2.38715e+07	2.41313e+07	2.54351e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	1.64071e+07	1.56405e+07	1.6285e+07	1.63491e+07	1.66256e+07	1.63867e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.24586e+07	1.2462e+07	1.28295e+07	1.35334e+07	1.2691e+07	1.33326e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	12	12	3.25106e+07	3.11282e+07	3.38458e+07	3.03273e+07	3.18317e+07	3.49066e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	5.34621e+07	5.22922e+07	5.35207e+07	5.34486e+07	5.29606e+07	5.5286e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	4	4	1.61747e+06	1.77171e+06	1.65025e+06	1.67465e+06	1.70239e+06	1.75276e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2	2	4.01978e+06	4.57162e+06	5.0044e+06	4.53555e+06	4.42937e+06	4.53132e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.14382e+08	1.08635e+08	1.14866e+08	1.06659e+08	1.06789e+08	1.20506e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	14	14	2.39005e+07	2.31537e+07	2.32106e+07	2.21734e+07	2.30968e+07	2.32566e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	3.72362e+06	3.63755e+06	3.93562e+06	3.35364e+06	3.34811e+06	4.24066e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9	2.16514e+08	2.17122e+08	2.22251e+08	2.13816e+08	2.16479e+08	2.19549e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	5.19178e+07	5.36309e+07	5.51997e+07	5.19729e+07	5.45633e+07	4.98289e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.3523e+07	4.22336e+07	4.31715e+07	4.11419e+07	4.40265e+07	4.43781e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	44	44	4.04094e+08	4.04704e+08	3.98872e+08	3.85373e+08	3.91073e+08	3.94352e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	18	18	2.8053e+07	2.58404e+07	2.74195e+07	2.60083e+07	2.59444e+07	2.68587e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	43	43	1.27605e+08	1.25402e+08	1.22447e+08	1.23161e+08	1.24106e+08	1.26046e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	8.24832e+06	7.99959e+06	9.32582e+06	8.23497e+06	8.08992e+06	9.10553e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	39	39	9.50836e+07	8.65391e+07	9.75869e+07	8.62012e+07	8.83923e+07	9.91203e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	3.0368e+08	3.0769e+08	3.00483e+08	3.06659e+08	2.85046e+08	3.03477e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	18	18	1.79226e+08	1.79196e+08	1.79039e+08	1.7001e+08	1.74015e+08	1.58359e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	13	13	2.26477e+08	2.28374e+08	2.20812e+08	2.30489e+08	2.18752e+08	2.25052e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9	1.16114e+07	1.20321e+07	1.09702e+07	1.29785e+07	1.20207e+07	1.10212e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.77265e+07	5.3363e+07	5.52667e+07	5.48647e+07	5.43839e+07	5.56634e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3	3	2.89383e+06	3.27014e+06	2.26474e+06	2.47005e+06	2.20356e+06	2.31284e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	4	4	7.01641e+06	7.32055e+06	7.35978e+06	7.21034e+06	7.59283e+06	7.77729e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	3.38259e+07	3.2486e+07	3.03858e+07	2.9715e+07	3.20703e+07	3.22083e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.84812e+07	8.93627e+07	1.04076e+08	9.33547e+07	9.53617e+07	1.02277e+08
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.34254e+06	5.101e+06	4.89189e+06	5.30616e+06	5.14077e+06	4.71286e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.38109e+07	3.45222e+07	3.27027e+07	2.94868e+07	3.47311e+07	3.45622e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1	2.24741e+06	2.87697e+06	3.16354e+06	3.22519e+06	2.71148e+06	
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	13	13	4.19084e+07	4.24817e+07	4.09592e+07	4.2975e+07	4.33242e+07	4.41742e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	2	2	2.7321e+06	2.64541e+06	2.75418e+06	2.55582e+06	2.60959e+06	2.4425e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	3.55968e+07	3.52995e+07	3.58156e+07	3.36438e+07	3.45616e+07	3.45472e+07
P0A761	NANE_ECOLI	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	1	1			227446	228039		
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.83463e+07	5.59807e+07	5.74992e+07	5.58011e+07	5.7218e+07	5.91532e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	1.43002e+06	1.46787e+06	1.48562e+06	1.38619e+06	1.60834e+06	1.56496e+06
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	7	7	1.1182e+08	1.13608e+08	1.17687e+08	1.15945e+08	1.13431e+08	1.15597e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	6	6	1.99852e+07	2.15163e+07	2.02526e+07	2.13846e+07	2.16041e+07	2.05721e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	8.09865e+06	7.59181e+06	8.14396e+06	7.62225e+06	8.38276e+06	8.93376e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	4.37803e+07	4.47029e+07	4.39056e+07	4.02602e+07	4.40134e+07	4.19143e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	4.33558e+07	3.9079e+07	4.34914e+07	3.89513e+07	4.15445e+07	4.41613e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	15	15	1.62743e+08	1.8256e+08	1.5701e+08	1.87474e+08	1.83321e+08	1.68044e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.68047e+09	1.60492e+09	1.64469e+09	1.53599e+09	1.55102e+09	1.63578e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	9.61338e+06	8.60484e+06	8.18173e+06	9.08946e+06	9.13562e+06	7.94211e+06
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	6	6	1.58557e+06	1.57038e+06	1.33071e+06	1.43523e+06	1.72515e+06	1.23081e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	18	18	1.49235e+07	1.58655e+07	1.65848e+07	1.62026e+07	1.68815e+07	1.67708e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	11	11	4.27738e+08	4.58503e+08	4.42864e+08	4.45225e+08	4.46503e+08	4.41361e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	14	14	4.71565e+06	4.99264e+06	4.99445e+06	4.85449e+06	4.7902e+06	5.16687e+06
P0A7B3	PPNK_ECOLI	ppnK	Probable inorganic polyphosphate/ATP-NAD kinase	1	1		545108			657849	
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	14	14	2.28646e+07	2.15188e+07	2.1638e+07	2.10537e+07	2.11775e+07	2.14593e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	7	7	1.00802e+08	9.76286e+07	9.78036e+07	1.0077e+08	9.51213e+07	9.63539e+07
