Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.65959e+06	3.52244e+06	1.64311e+07	1.6253e+07	1.63776e+07	3.62233e+06
P06846	P06846		ebgR		2.04614e+06	2.18134e+06	2.05218e+06	2.21933e+06	2.28044e+06	2.49591e+06
P06959	P06959		aceF		4.0314e+07	3.98861e+07	3.92087e+07	3.91465e+07	3.90434e+07	3.69579e+07
P06961	P06961		cca		1.62505e+06	1.5473e+06	1.36343e+06	1.42849e+06	1.47506e+06	1.5389e+06
P06968	P06968		dut		8.16711e+06	8.05891e+06	7.49726e+06	7.72355e+06	7.59463e+06	8.02498e+06
P06971	P06971		fhuA		1.31885e+07	1.31019e+07	1.31113e+07	1.28933e+07	1.29674e+07	1.26822e+07
P06974	P06974		fliM		1.46074e+06	1.45331e+06	1.50686e+06	1.4201e+06	1.45184e+06	1.42637e+06
P06983	P06983		hemC		1.15402e+07	1.20151e+07	1.1235e+07	1.10368e+07	1.07391e+07	1.07283e+07
P06986	P06986		hisC		4.51359e+06	4.61647e+06	4.47838e+06	4.78245e+06	4.51808e+06	4.70676e+06
P06987	P06987		hisB		991310	978037	903672	884501	898304	952354
P06988	P06988		hisD		4.14626e+06	4.11361e+06	4.01995e+06	3.8919e+06	4.00269e+06	3.7096e+06
P06992	P06992		rsmA		2.94823e+06	2.98478e+06	2.9849e+06	2.93141e+06	3.07825e+06	2.60372e+06
P06993	P06993		malT		346618	383988	247254	285087	276244	540505
P06996	P06996		ompC		2.56455e+08	2.54275e+08	2.3088e+08	2.22416e+08	2.35907e+08	2.433e+08
P06999	P06999		pfkB		2.5473e+06	2.90866e+06	2.49651e+06	2.57715e+06	2.6493e+06	2.50202e+06
P07000	P07000		pldB		490270	498868	610686	583899	499814	479975
P07001	P07001		pntA		2.64833e+06	2.69282e+06	2.64398e+06	2.52055e+06	2.63256e+06	2.58005e+06
P07003	P07003		poxB		2.32653e+06	2.44481e+06	2.21714e+06	2.19205e+06	2.19928e+06	2.40054e+06
P07004	P07004		proA		2.6632e+07	2.59597e+07	2.50933e+07	2.41688e+07	2.45086e+07	2.40214e+07
P07012	P07012		prfB		1.00947e+07	1.00646e+07	9.10938e+06	9.34713e+06	9.39952e+06	9.66104e+06
P07014	P07014		sdhB		4.25154e+06	4.33954e+06	4.37822e+06	4.42931e+06	4.46902e+06	4.42955e+06
P07017	P07017		tar		1.07694e+07	1.099e+07	1.12758e+07	1.07057e+07	1.11842e+07	9.82797e+06
P07021	P07021		yfiB		823749	815729	918780	823200	975957	698828
P07023	P07023		tyrA		1.72426e+06	1.8496e+06	1.92457e+06	1.79578e+06	1.97146e+06	1.82281e+06
P07024	P07024		ushA		4.72916e+06	4.94679e+06	4.85206e+06	4.86629e+06	4.86083e+06	5.20177e+06
P07026	P07026		sdiA		1.65403e+06	1.69566e+06	1.73882e+06	1.86454e+06	1.85622e+06	1.96656e+06
P07117	P07117		putP		453286	371759	420220	315909	445221	483494
P07118	P07118		valS		2.4406e+07	2.39904e+07	2.40485e+07	2.43238e+07	2.41673e+07	2.25825e+07
P07330	P07330		cheB		1.44738e+06	1.48429e+06	1.37512e+06	1.23772e+06	1.33693e+06	1.31742e+06
P07363	P07363		cheA		1.80578e+06	1.88649e+06	1.65855e+06	1.83687e+06	1.71782e+06	1.70573e+06
P07364	P07364		cheR		125733	125977	160957	69301.1		
P07395	P07395		pheT		1.65594e+07	1.6604e+07	1.59811e+07	1.60098e+07	1.6238e+07	1.52796e+07
P07604	P07604		tyrR		2.304e+06	2.3229e+06	2.34779e+06	2.28797e+06	2.35662e+06	2.45795e+06
P07639	P07639		aroB		3.1873e+06	3.29636e+06	3.26842e+06	3.21696e+06	3.19809e+06	2.95754e+06
P07649	P07649		truA		1.92849e+06	1.85491e+06	1.74716e+06	1.82611e+06	1.87749e+06	2.07519e+06
P07650	P07650		deoA		6.49463e+06	6.5585e+06	6.37956e+06	6.2363e+06	6.32775e+06	6.31257e+06
P07658	P07658		fdhF		912333	810603	794721	824675	807512	966111
P07762	P07762		glgB		3.2718e+06	3.20092e+06	3.23176e+06	3.15968e+06	3.08027e+06	3.45261e+06
P07813	P07813		leuS		1.51167e+07	1.50642e+07	1.46948e+07	1.48254e+07	1.43727e+07	1.43909e+07
P07821	P07821		fhuC		1.7476e+06	1.95747e+06	1.93152e+06			1.09033e+06
P07822	P07822		fhuD		343479	362119	412086	438136	412248	240260
P07862	P07862		ddlB		5.93207e+06	6.04583e+06	5.56779e+06	5.5736e+06	5.70026e+06	5.6358e+06
P07913	P07913		tdh		5.45053e+06	5.23475e+06	5.25178e+06	5.53777e+06	5.54492e+06	4.9362e+06
P08178	P08178		purM		1.68069e+06	1.68723e+06	1.6966e+06	1.99115e+06	1.79324e+06	1.5939e+06
P08179	P08179		purN		2.55764e+06	2.61324e+06	2.75778e+06	2.67842e+06	2.4854e+06	2.26348e+06
P08189	P08189		fimF		1.06306e+06	1.05458e+06	1.00619e+06	1.01707e+06	980325	776002
P08190	P08190		fimG		2.37266e+06	2.0274e+06	2.35998e+06	1.97647e+06	1.90099e+06	1.94495e+06
P08191	P08191		fimH		2.82619e+06	2.79237e+06	2.76079e+06	2.79881e+06	2.92861e+06	3.26936e+06
P08192	P08192		folC		3.0833e+06	3.05759e+06	3.11789e+06	3.04058e+06	3.069e+06	3.23641e+06
P08200	P08200		icd		2.46019e+07	2.38884e+07	2.30362e+07	2.29207e+07	2.16135e+07	2.09699e+07
P08201	P08201		nirB		5.14323e+06	5.09683e+06	4.99e+06	5.11794e+06	5.22181e+06	5.01038e+06
P08244	P08244		pyrF		8.13614e+06	8.05975e+06	8.32056e+06	7.95107e+06	7.97125e+06	8.24011e+06
P08245	P08245		yciH		756136	693258	741780	747647	747246	597397
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.40516e+06	4.45733e+06	1.82222e+07	1.84289e+07	1.79974e+07	3.78144e+06
P08312	P08312		pheS		1.26109e+07	1.25765e+07	1.19687e+07	1.184e+07	1.20602e+07	1.1473e+07
P08331	P08331		cpdB		2.50759e+06	2.6238e+06	2.48864e+06	2.44486e+06	2.57904e+06	2.45215e+06
P08337	P08337		mutT		1.12219e+06	1.07077e+06	761331	789450	751372	1.04592e+06
P08373	P08373		murB		1.77045e+06	1.74702e+06	1.7487e+06	1.80089e+06	1.69406e+06	1.82377e+06
P08390	P08390		usg		5.1533e+06	5.14177e+06	5.15566e+06	5.11162e+06	5.24133e+06	4.29182e+06
P08395	P08395		sppA		2.12608e+06	2.03826e+06	2.03208e+06	2.09521e+06	2.17724e+06	2.14573e+06
P08506	P08506		dacC		6.26056e+06	6.42728e+06	6.00023e+06	6.06055e+06	6.02816e+06	6.00443e+06
P08622	P08622		dnaJ		5.91764e+06	5.94511e+06	5.62143e+06	5.5675e+06	5.59988e+06	5.8011e+06
P08660	P08660		lysC		2.83469e+06	2.91537e+06	3.03733e+06	2.8756e+06	2.91204e+06	3.23278e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.27655e+06	3.98966e+06	1.85958e+07	1.84801e+07	1.86104e+07	4.35166e+06
P08839	P08839		ptsI		3.58538e+07	3.48563e+07	3.56248e+07	3.47138e+07	3.42894e+07	3.38063e+07
P08956	P08956		hsdR		2.03612e+06	2.16103e+06	2.24985e+06	2.28291e+06	2.34095e+06	2.07405e+06
P08957	P08957		hsdM		1.14308e+07	1.12738e+07	1.13655e+07	1.14423e+07	1.14796e+07	1.09545e+07
P09029	P09029		purK		1.26124e+06	1.24223e+06	1.25964e+06	1.27496e+06	1.27888e+06	1.50167e+06
P09030	P09030		xthA		2.65628e+06	2.61227e+06	2.47188e+06	2.41519e+06	2.37307e+06	2.40525e+06
P09053	P09053		avtA		2.371e+06	2.35076e+06	2.37075e+06	2.23809e+06	2.15554e+06	2.28201e+06
P09126	P09126		hemD		2.06255e+06	2.15671e+06	2.00833e+06	1.91586e+06	2.12038e+06	2.00256e+06
