Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P00888	P00888		aroF		1.98344e+06	1.93619e+06	1.91581e+06	1.98107e+06	1.898e+06	1.98665e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)					1.46485e+06	1.43998e+06	1.43534e+06		
P00934	P00934		thrC		4.59367e+06	4.48159e+06	4.27787e+06	4.36423e+06	4.4782e+06	4.45374e+06
P00935	P00935		metB		752046	778009	669576	538988	691715	787838
P00936	P00936		cyaA		764435	849678	847624	803403	832836	845130
P00946	P00946		manA		1.10662e+07	1.16089e+07	1.16589e+07	1.11778e+07	1.10474e+07	1.11126e+07
P00954	P00954		trpS		1.3774e+07	1.41888e+07	1.39817e+07	1.40465e+07	1.35008e+07	1.32363e+07
P00956	P00956		ileS		2.46458e+07	2.52496e+07	2.56532e+07	2.5256e+07	2.48315e+07	2.50522e+07
P00957	P00957		alaS		1.65605e+07	1.63117e+07	1.62871e+07	1.65239e+07	1.66104e+07	1.6463e+07
P00959	P00959		metG		1.8718e+07	1.84163e+07	1.87106e+07	1.8876e+07	1.86019e+07	1.8639e+07
P00960	P00960		glyQ		4.88171e+06	4.88386e+06	4.62315e+06	4.85394e+06	4.88757e+06	4.72229e+06
P00961	P00961		glyS		1.16382e+07	1.19941e+07	1.2078e+07	1.20346e+07	1.18308e+07	1.1651e+07
P00962	P00962		glnS		1.00282e+07	1.05641e+07	1.04902e+07	1.04519e+07	1.0316e+07	1.02258e+07
P00963	P00963		asnA		1.36576e+07	1.49536e+07	1.50224e+07	1.48861e+07	1.39585e+07	1.31206e+07
P00968	P00968		carB		4.27817e+06	4.23996e+06	4.17791e+06	4.24723e+06	4.29989e+06	4.26151e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)					1.57342e+06	1.57275e+06	1.52721e+06		
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				187842	1.59058e+06	1.49761e+06	1.41679e+06		158878
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)						1.00003e+07	1.02939e+07		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)					518033	535913	525780		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				132544	1.76744e+06	1.73825e+06	1.81832e+06	148028	128633
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					454828	524768	500372		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.1001e+06	963893	1.02471e+06		
P02358	P02358		rpsF		1.13434e+08	1.09578e+08	1.11912e+08	1.13545e+08	1.13252e+08	1.1051e+08
P02359	P02359		rpsG		1.09277e+08	1.11078e+08	1.10255e+08	1.10096e+08	1.09629e+08	1.0901e+08
P02413	P02413		rplO		1.47667e+08	1.46756e+08	1.46447e+08	1.46968e+08	1.48041e+08	1.48716e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				565632	9.99349e+06	1.04688e+07	1.02596e+07	4.51839e+06	1.47579e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)					2.18836e+06	2.26692e+06	2.23523e+06		
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)					1.38201e+06	1.36042e+06	1.44136e+06		
P02918	P02918		mrcA		1.32997e+06	1.23858e+06	1.3422e+06	1.36469e+06	1.2266e+06	1.2488e+06
P02919	P02919		mrcB		1.74844e+06	1.75394e+06	1.8016e+06	1.7794e+06	1.62446e+06	1.72634e+06
P02925	P02925		rbsB		9.21907e+06	9.22465e+06	9.15904e+06	9.23785e+06	9.19877e+06	8.97528e+06
P02930	P02930		tolC		2.50044e+07	2.49138e+07	2.39273e+07	2.49412e+07	2.5329e+07	2.46073e+07
P02931	P02931		ompF		3.82779e+07	3.66545e+07	3.72734e+07	3.75246e+07	3.85236e+07	3.73445e+07
P02942	P02942		tsr		1.38689e+07	1.3577e+07	1.40422e+07	1.35975e+07	1.3584e+07	1.34522e+07
P02943	P02943		lamB		1.54802e+06	1.73049e+06	1.72237e+06	1.69409e+06	1.62727e+06	1.53184e+06
P03004	P03004		dnaA		2.33347e+06	2.38788e+06	2.32078e+06	2.20719e+06	2.42265e+06	2.26137e+06
P03018	P03018		uvrD		4.07811e+06	4.018e+06	4.05081e+06	4.03891e+06	3.9803e+06	3.9275e+06
P03817	P03817		mioC		9.43822e+06	9.5262e+06	9.53656e+06	9.4535e+06	9.38427e+06	9.32404e+06
P03841	P03841		malM		1.03292e+07	1.02759e+07	1.01193e+07	1.0446e+07	1.03405e+07	1.04502e+07
P04036	P04036		dapB		4.92134e+06	4.92497e+06	5.0083e+06	4.84536e+06	4.70849e+06	4.87952e+06
P04079	P04079		guaA		1.97594e+07	2.02339e+07	2.05958e+07	2.03403e+07	1.96564e+07	1.97442e+07
P04335	P04335		frsA		4.48248e+06	4.33092e+06	4.42397e+06	4.41625e+06	4.41636e+06	4.44522e+06
P04425	P04425		gshB		8.75161e+06	8.88031e+06	8.82034e+06	9.05056e+06	8.77132e+06	8.80408e+06
P04693	P04693		tyrB		3.52104e+06	3.55395e+06	3.5401e+06	3.59485e+06	3.66655e+06	3.41963e+06
P04805	P04805		gltX		2.44737e+07	2.49946e+07	2.52578e+07	2.55653e+07	2.44227e+07	2.47885e+07
P04825	P04825		pepN		1.49172e+07	1.53827e+07	1.55737e+07	1.51028e+07	1.50054e+07	1.50662e+07
P04846	P04846		nlpA		3.24669e+06	3.27495e+06	3.16409e+06	3.31452e+06	3.28535e+06	3.22021e+06
P04949	P04949		fliC		3.96542e+07	3.80723e+07	3.65141e+07	3.86138e+07	3.95974e+07	3.88418e+07
P04951	P04951		kdsB		6.58999e+06	6.41681e+06	6.42185e+06	6.67893e+06	6.51992e+06	6.55018e+06
P04982	P04982		rbsD		1.25725e+06	1.30819e+06	1.17671e+06	1.24343e+06	1.0785e+06	1.19271e+06
P04995	P04995		sbcB		1.29088e+07	1.28494e+07	1.35267e+07	1.3109e+07	1.30507e+07	1.24563e+07
P05020	P05020		pyrC		5.82549e+06	5.65598e+06	5.83317e+06	5.66313e+06	5.79887e+06	5.95163e+06
P05041	P05041		pabB		1.61882e+06	1.7451e+06	1.50453e+06	1.65564e+06	1.68141e+06	1.76291e+06
P05055	P05055		pnp		3.30578e+07	3.28038e+07	3.28938e+07	3.28788e+07	3.31053e+07	3.27838e+07
P05100	P05100		tag		1.66826e+06	1.36518e+06	1.68246e+06	1.71052e+06	1.47103e+06	1.50414e+06
P05194	P05194		aroD		1.23542e+06	1.35083e+06	1.26796e+06	1.21188e+06	1.2217e+06	1.15431e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.47255e+07	5.66567e+07	5.69823e+07	5.33345e+07	2.01781e+07	4.39501e+07
P05458	P05458		ptrA		913598	878704	953085	894967	884449	888340
P05459	P05459		pdxB		5.81172e+06	5.95907e+06	5.88709e+06	5.88172e+06	5.89944e+06	5.50436e+06
P05637	P05637		apaH		3.44398e+06	3.56336e+06	3.59435e+06	3.51102e+06	3.52239e+06	3.17884e+06
P05719	P05719		hsdS		1.25604e+06	1.27456e+06	1.26838e+06	1.2766e+06	1.29518e+06	1.34895e+06
P05791	P05791		ilvD		2.78761e+06	2.8467e+06	2.75009e+06	2.80331e+06	2.86355e+06	2.81413e+06
P05793	P05793		ilvC		7.97982e+06	7.54726e+06	7.71956e+06	7.60622e+06	8.02045e+06	8.11282e+06
P05825	P05825		fepA		2.06065e+06	2.08571e+06	2.06959e+06	2.03344e+06	2.11711e+06	1.93396e+06
P05852	P05852		gcp		2.64906e+06	2.5798e+06	2.63405e+06	2.68277e+06	2.77105e+06	2.77452e+06
P06129	P06129		btuB		1.2994e+07	1.3562e+07	1.3192e+07	1.3281e+07	1.34423e+07	1.29887e+07
P06149	P06149		dld		6.01418e+06	6.38128e+06	6.19945e+06	6.14151e+06	6.2022e+06	6.0877e+06
P06282	P06282		cdh		2.41654e+06	2.41705e+06	2.56439e+06	2.29932e+06	2.56641e+06	2.4545e+06
P06610	P06610		btuE		8.89279e+06	9.11556e+06	9.00844e+06	8.84186e+06	8.82333e+06	8.37683e+06
P06612	P06612		topA		5.69449e+06	5.72964e+06	5.58459e+06	5.69156e+06	5.53363e+06	5.53713e+06
P06616	P06616		era		3.92557e+06	3.85678e+06	3.73306e+06	3.80632e+06	3.7535e+06	3.80553e+06
P06709	P06709		birA		1.5233e+06	1.44773e+06	1.41523e+06	1.50802e+06	1.46037e+06	1.47851e+06
P06710	P06710		dnaX		1.42995e+06	1.236e+06	1.47318e+06	1.40417e+06	1.31803e+06	1.40979e+06
P06715	P06715		gor		3.41291e+06	3.52874e+06	3.48693e+06	3.5328e+06	3.51897e+06	3.48602e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				174239	592216	616050	607306		168664
P06846	P06846		ebgR		1.37454e+06	1.41119e+06	1.30879e+06	1.20607e+06	1.39668e+06	1.30879e+06
P06959	P06959		aceF		6.1867e+07	6.04941e+07	6.01376e+07	6.10854e+07	6.07386e+07	6.12404e+07
P06961	P06961		cca		957515	1.1465e+06	1.05293e+06	1.11984e+06	1.1472e+06	1.13972e+06
P06968	P06968		dut		8.33052e+06	8.20844e+06	8.16191e+06	8.29311e+06	8.33495e+06	8.11289e+06
P06971	P06971		fhuA		1.40819e+07	1.36729e+07	1.37356e+07	1.38933e+07	1.36981e+07	1.38274e+07
P06974	P06974		fliM		1.55858e+06	1.51868e+06	1.52616e+06	1.53815e+06	1.55234e+06	1.5364e+06
P06983	P06983		hemC		1.07055e+07	1.05023e+07	1.02446e+07	1.0648e+07	1.10064e+07	1.05342e+07
P06986	P06986		hisC		4.50402e+06	4.42248e+06	4.34935e+06	4.41665e+06	4.40522e+06	4.32003e+06
P06987	P06987		hisB		1.23886e+06	1.21718e+06	1.20505e+06	1.22112e+06	1.2231e+06	1.08834e+06
P06988	P06988		hisD		1.67898e+06	1.70037e+06	1.88304e+06	1.88957e+06	1.71701e+06	1.75586e+06
P06992	P06992		rsmA		2.21626e+06	2.23937e+06	2.1428e+06	2.18001e+06	2.21045e+06	2.07123e+06
P06996	P06996		ompC		2.7453e+08	2.59468e+08	2.63614e+08	2.66444e+08	2.75644e+08	2.70541e+08
P06999	P06999		pfkB		1.89602e+06	1.94175e+06	1.98446e+06	1.92528e+06	1.88e+06	1.89892e+06
P07000	P07000		pldB		659990	569273	569341	548911	621318	569447
P07001	P07001		pntA		2.66222e+06	2.67798e+06	2.57855e+06	2.63735e+06	2.75435e+06	2.55796e+06
P07003	P07003		poxB		2.51448e+06	2.52278e+06	2.59305e+06	2.60087e+06	2.52896e+06	2.38317e+06
P07004	P07004		proA		2.53005e+07	2.50979e+07	2.57588e+07	2.55272e+07	2.57782e+07	2.59915e+07
P07012	P07012		prfB		8.78016e+06	8.84068e+06	8.87456e+06	8.81865e+06	8.6773e+06	8.73633e+06
P07014	P07014		sdhB		1.70456e+06	1.75706e+06	1.64441e+06	1.72018e+06	1.73413e+06	1.62167e+06
P07017	P07017		tar		3.32147e+06	3.51891e+06	3.4352e+06	3.48084e+06	3.42109e+06	3.3109e+06
P07021	P07021		yfiB		844151	826411	874803	859887	845650	842272
P07023	P07023		tyrA		2.32489e+06	2.49547e+06	2.50864e+06	2.42664e+06	2.36639e+06	2.36389e+06
P07024	P07024		ushA		5.00561e+06	5.05361e+06	5.0444e+06	5.26052e+06	5.06737e+06	4.87167e+06
P07026	P07026		sdiA		1.79329e+06	1.71213e+06	1.64939e+06	1.76166e+06	1.7994e+06	1.76545e+06
P07118	P07118		valS		2.23684e+07	2.2691e+07	2.2872e+07	2.26426e+07	2.22889e+07	2.26331e+07
P07330	P07330		cheB		1.23985e+06	1.15693e+06	1.09814e+06	1.10589e+06	1.20851e+06	1.18447e+06
P07363	P07363		cheA		5.47138e+06	5.54354e+06	5.48541e+06	5.58409e+06	5.51108e+06	5.40498e+06
P07395	P07395		pheT		1.32127e+07	1.3314e+07	1.32613e+07	1.343e+07	1.32312e+07	1.30937e+07
P07604	P07604		tyrR		2.19565e+06	2.10369e+06	2.23158e+06	2.23093e+06	2.12642e+06	2.19089e+06
P07639	P07639		aroB		3.30481e+06	3.33581e+06	3.20049e+06	3.3015e+06	3.31821e+06	3.27084e+06
P07649	P07649		truA		1.90085e+06	2.02167e+06	1.87352e+06	2.04196e+06	2.01289e+06	1.90861e+06
P07650	P07650		deoA		5.64173e+06	5.71016e+06	5.50349e+06	5.84057e+06	5.68902e+06	5.63989e+06
P07658	P07658		fdhF		825766	874132	949327	886038	911125	911287
P07762	P07762		glgB		3.81182e+06	3.84727e+06	3.84932e+06	3.87238e+06	3.76828e+06	3.70841e+06
P07813	P07813		leuS		1.76421e+07	1.73937e+07	1.79864e+07	1.766e+07	1.75058e+07	1.77245e+07
P07821	P07821		fhuC		607367	629025	540876	571840	609876	600277
P07822	P07822		fhuD		414960	405662	385767	393516	438106	472625
P07862	P07862		ddlB		2.09394e+06	2.28216e+06	2.1916e+06	2.23377e+06	2.07418e+06	2.10457e+06
P07913	P07913		tdh		4.01707e+06	4.12756e+06	4.08261e+06	4.12662e+06	3.91624e+06	3.8328e+06
P08178	P08178		purM		1.69584e+06	1.61723e+06	1.64954e+06	1.60254e+06	1.62122e+06	1.58474e+06
P08179	P08179		purN		1.01624e+06	1.11134e+06	1.01038e+06	1.0741e+06	988450	828845
P08189	P08189		fimF		1.3075e+06	1.31147e+06	1.29683e+06	1.21309e+06	1.2604e+06	1.30202e+06
P08190	P08190		fimG		2.09824e+06	1.95181e+06	2.14227e+06	2.11562e+06	2.06232e+06	2.00022e+06
P08191	P08191		fimH		2.87971e+06	3.00614e+06	2.95757e+06	3.00916e+06	2.92435e+06	2.75683e+06
P08192	P08192		folC		2.50714e+06	2.58762e+06	2.48615e+06	2.5696e+06	2.61173e+06	2.42603e+06
P08200	P08200		icd		2.41852e+07	2.52606e+07	2.57318e+07	2.4638e+07	2.41959e+07	2.46728e+07
P08201	P08201		nirB		5.90715e+06	6.06056e+06	5.96804e+06	5.94754e+06	5.93935e+06	5.8631e+06
P08202	P08202		araA				4.18917e+06			
P08244	P08244		pyrF		9.69512e+06	9.68349e+06	9.92598e+06	9.72808e+06	9.90915e+06	1.00435e+07
P08245	P08245		yciH		733309	669490	680522	661027	669390	684441
P08312	P08312		pheS		1.2116e+07	1.1929e+07	1.20593e+07	1.21263e+07	1.215e+07	1.21381e+07
P08331	P08331		cpdB		3.42151e+06	3.54547e+06	3.43115e+06	3.62886e+06	3.31712e+06	3.26864e+06
P08337	P08337		mutT		1.55982e+06	1.23809e+06	1.31615e+06	1.37191e+06	1.50487e+06	1.41779e+06
P08373	P08373		murB		1.65138e+06	1.80198e+06	1.89326e+06	1.76243e+06	1.71286e+06	1.70586e+06
P08390	P08390		usg		4.66025e+06	4.89217e+06	4.89605e+06	4.63132e+06	4.81738e+06	4.99201e+06
P08395	P08395		sppA		3.24776e+06	3.20273e+06	3.19463e+06	3.28773e+06	3.07154e+06	3.11309e+06
P08506	P08506		dacC		6.15552e+06	6.06038e+06	5.95781e+06	6.21298e+06	6.18632e+06	5.93516e+06
P08622	P08622		dnaJ		6.24696e+06	6.09296e+06	6.05239e+06	6.10155e+06	6.21699e+06	6.36406e+06
P08660	P08660		lysC		2.2622e+06	2.41287e+06	2.36073e+06	2.39335e+06	2.42538e+06	2.33752e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					1.22038e+06	1.18951e+06	1.1404e+06		
P08839	P08839		ptsI		3.12384e+07	3.08617e+07	3.12375e+07	3.128e+07	3.12752e+07	3.10568e+07
P08956	P08956		hsdR		2.36831e+06	2.37228e+06	2.3766e+06	2.39596e+06	2.4308e+06	2.33566e+06
P08957	P08957		hsdM		9.6155e+06	9.70985e+06	9.68089e+06	9.76367e+06	9.80037e+06	9.67195e+06
P09029	P09029		purK		1.09054e+06	1.17561e+06	1.2185e+06	1.18455e+06	1.0672e+06	1.08263e+06
P09030	P09030		xthA		2.48592e+06	2.51205e+06	2.47445e+06	2.59201e+06	2.57582e+06	2.46911e+06
P09053	P09053		avtA		911976	909370	928356	908810	937069	967422
P09126	P09126		hemD		1.60319e+06	1.51955e+06	1.43802e+06	1.49658e+06	1.61544e+06	1.44367e+06
P09127	P09127		hemX		1.18248e+07	1.19022e+07	1.18338e+07	1.1887e+07	1.20257e+07	1.16641e+07
P09147	P09147		galE		8.90763e+06	8.72912e+06	8.81422e+06	8.61023e+06	8.88314e+06	8.81445e+06
P09148	P09148		galT		2.08127e+06	2.00057e+06	2.07862e+06	2.08301e+06	2.16967e+06	2.00316e+06
P09152	P09152		narG		2.26095e+06	2.2984e+06	2.32928e+06	2.31374e+06	2.25263e+06	2.21388e+06
P09155	P09155		rnd		2.36598e+06	2.27679e+06	2.45565e+06	2.38535e+06	2.35394e+06	2.41556e+06
P09158	P09158		speE		6.97551e+06	7.05043e+06	6.91715e+06	6.94525e+06	6.96092e+06	6.77061e+06
P09169	P09169		ompT		5.55082e+06	5.56578e+06	5.50357e+06	5.70725e+06	5.69254e+06	5.69071e+06
P09323	P09323		nagE		3.02287e+06	3.06357e+06	3.23269e+06	2.9491e+06	2.90835e+06	2.92757e+06
P09372	P09372		grpE		5.14725e+07	5.01819e+07	5.25495e+07	5.13767e+07	5.14135e+07	5.19174e+07
P09373	P09373		pflB		2.53581e+08	2.4714e+08	2.46408e+08	2.46712e+08	2.50154e+08	2.48919e+08
P09394	P09394		glpQ		5.53182e+06	5.60319e+06	5.86943e+06	5.67702e+06	5.64508e+06	5.56203e+06
P09424	P09424		mtlD		2.268e+06	2.34939e+06	2.30057e+06	2.32457e+06	2.29048e+06	2.21027e+06
P09546	P09546		putA		1.86365e+06	1.87566e+06	1.77852e+06	1.86156e+06	1.74226e+06	1.71677e+06
P09549	P09549		dedD		1.21518e+06	1.27688e+06	1.32434e+06	1.25116e+06	1.16265e+06	1.20905e+06
P09831	P09831		gltB		3.28917e+06	3.25659e+06	3.35095e+06	3.39726e+06	3.36914e+06	3.15132e+06
P09832	P09832		gltD		2.95449e+06	2.84853e+06	2.83105e+06	2.95016e+06	2.88374e+06	2.88144e+06
P0A698	P0A698		uvrA		5.65435e+06	5.48692e+06	5.4652e+06	5.60259e+06	5.64951e+06	5.51789e+06
P0A6A0	P0A6A0		ubiB		1.6689e+06	1.45112e+06	1.64597e+06	1.61559e+06	1.64328e+06	1.67062e+06
P0A6A3	P0A6A3		ackA		1.87185e+08	1.88602e+08	1.85462e+08	1.89116e+08	1.87162e+08	1.81714e+08
P0A6A8	P0A6A8		acpP		1.48931e+08	1.51697e+08	1.49812e+08	1.56503e+08	1.51231e+08	1.43415e+08
P0A6B4	P0A6B4		alr		3.30455e+06	3.33865e+06	3.29735e+06	3.23121e+06	3.25507e+06	3.28923e+06
P0A6B7	P0A6B7		iscS		1.76848e+07	1.75563e+07	1.78082e+07	1.80449e+07	1.7597e+07	1.73283e+07
P0A6C1	P0A6C1		nfo		1.69419e+06	1.67726e+06	1.71271e+06	1.74792e+06	1.82814e+06	1.70022e+06
P0A6D0	P0A6D0		argR		1.56884e+06	1.70182e+06	1.58723e+06	1.71742e+06	1.65336e+06	1.68884e+06
P0A6D3	P0A6D3		aroA		5.42057e+06	5.15306e+06	5.33881e+06	5.4461e+06	5.24833e+06	5.08616e+06
P0A6D7	P0A6D7		aroK		1.10773e+07	1.1406e+07	1.11797e+07	1.14603e+07	1.12117e+07	1.0873e+07
P0A6E4	P0A6E4		argG		990460	1.10711e+06	931458	1.00663e+06	932933	1.04893e+06
P0A6E6	P0A6E6		atpC		8.07422e+06	8.07937e+06	8.26622e+06	8.04057e+06	7.95034e+06	8.20488e+06
P0A6E9	P0A6E9		bioD2		5.66255e+06	5.81378e+06	5.36137e+06	5.61163e+06	5.74545e+06	5.29872e+06
P0A6F1	P0A6F1		carA		4.84346e+06	4.73466e+06	4.63017e+06	4.85803e+06	4.80935e+06	4.91429e+06
P0A6F3	P0A6F3		glpK		4.82031e+06	4.89178e+06	4.85533e+06	5.04971e+06	4.93265e+06	4.81189e+06
P0A6F5	P0A6F5		groL		7.53325e+07	7.30734e+07	7.37968e+07	7.46829e+07	7.43076e+07	7.5758e+07
P0A6F9	P0A6F9		groS		1.03083e+08	9.87438e+07	9.28136e+07	9.80931e+07	1.02968e+08	9.89886e+07
P0A6G3	P0A6G3		pncC		3.30443e+06	3.53812e+06	3.32842e+06	3.18359e+06	3.35957e+06	3.52063e+06
P0A6G7	P0A6G7		clpP		2.36115e+07	2.28878e+07	2.33861e+07	2.32318e+07	2.37315e+07	2.37925e+07
P0A6H1	P0A6H1		clpX		2.67382e+07	2.78215e+07	2.68974e+07	2.76349e+07	2.70571e+07	2.5909e+07
P0A6H5	P0A6H5		hslU		2.25661e+07	2.20828e+07	2.24019e+07	2.26762e+07	2.26491e+07	2.2471e+07
P0A6H8	P0A6H8		cls		615710	604638	608578	580658	612202	572107
P0A6I0	P0A6I0		cmk		1.07058e+07	1.0602e+07	1.0672e+07	1.09454e+07	1.08143e+07	1.09228e+07
P0A6I3	P0A6I3		coaA		3.24553e+06	3.47705e+06	3.43718e+06	3.36132e+06	3.33117e+06	3.45719e+06
P0A6I6	P0A6I6		coaD		823582	688477	765295	783494	837147	860227
P0A6I9	P0A6I9		coaE		855350	777902	845980	853754	794656	858066
P0A6J1	P0A6J1		cysC		1.30664e+06	1.25344e+06	1.2649e+06	1.27971e+06	1.25831e+06	1.25791e+06
P0A6J8	P0A6J8		ddlA		1.15744e+07	1.14498e+07	1.1481e+07	1.16722e+07	1.15697e+07	1.13067e+07
