Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00490	P00490		malP		5.84855e+06	5.82682e+06	5.76564e+06	5.55815e+06	5.48686e+06	5.49624e+06
P00509	P00509		aspC		1.91234e+07	1.91322e+07	1.89644e+07	1.85249e+07	1.87135e+07	1.89677e+07
P00550	P00550		mtlA		3.06286e+06	3.28844e+06	3.09346e+06	2.89683e+06	2.75711e+06	2.88418e+06
P00561	P00561		thrA		3.07071e+06	2.97739e+06	2.99625e+06	3.03262e+06	2.97933e+06	2.78087e+06
P00562	P00562		metL		3.02176e+06	2.91156e+06	2.95922e+06	3.02718e+06	2.91905e+06	2.9972e+06
P00579	P00579		rpoD		8.77531e+06	8.83026e+06	8.73591e+06	8.69225e+06	8.61423e+06	8.75647e+06
P00582	P00582		polA		3.56164e+06	3.60598e+06	3.48501e+06	3.44568e+06	3.42301e+06	3.5155e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				922567	831027	798480	6.41517e+06	6.4483e+06	6.08763e+06
P00803	P00803		lepB		4.91967e+06	4.92924e+06	4.86204e+06	4.74648e+06	4.34375e+06	4.73646e+06
P00805	P00805		ansB		2.18098e+07	2.2293e+07	2.19888e+07	2.1573e+07	2.16239e+07	2.15832e+07
P00864	P00864		ppc		9.76557e+06	9.72871e+06	9.5167e+06	9.75324e+06	9.50313e+06	9.7034e+06
P00887	P00887		aroH		2.66666e+06	2.69474e+06	2.62885e+06	2.93428e+06	2.919e+06	2.81985e+06
P00888	P00888		aroF		2.12225e+06	2.02832e+06	2.12427e+06	1.99795e+06	2.05512e+06	2.14713e+06
P00892	P00892		ilvG				401709	392626		370790
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				4.98784e+06	4.74807e+06	5.22765e+06	3.3218e+07	3.33076e+07	3.18376e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2.96224e+06	3.15155e+06	2.88626e+06	2.61648e+07	2.719e+07	2.62443e+07
P00934	P00934		thrC		4.63672e+06	4.71988e+06	4.70735e+06	4.65019e+06	4.58309e+06	4.51189e+06
P00946	P00946		manA		1.09098e+07	1.10198e+07	1.08906e+07	1.1053e+07	1.12747e+07	1.11855e+07
P00954	P00954		trpS		4.82511e+06	4.8706e+06	4.69139e+06	4.81704e+06	4.96615e+06	4.77779e+06
P00956	P00956		ileS		2.51935e+07	2.57278e+07	2.50945e+07	2.5581e+07	2.58202e+07	2.52105e+07
P00957	P00957		alaS		1.47294e+07	1.49292e+07	1.45826e+07	1.44981e+07	1.46089e+07	1.45493e+07
P00959	P00959		metG		1.89229e+07	1.90923e+07	1.87736e+07	1.93187e+07	1.94626e+07	1.91086e+07
P00960	P00960		glyQ		6.92905e+06	6.857e+06	6.99604e+06	6.45797e+06	6.81727e+06	6.8685e+06
P00961	P00961		glyS		1.38277e+07	1.37973e+07	1.36682e+07	1.34311e+07	1.3832e+07	1.36822e+07
P00962	P00962		glnS		1.09637e+07	1.09601e+07	1.09325e+07	1.07525e+07	1.05832e+07	1.0604e+07
P00963	P00963		asnA		2.55412e+07	2.48446e+07	2.57289e+07	2.43392e+07	2.46515e+07	2.43808e+07
P00968	P00968		carB		5.42947e+06	5.47901e+06	5.49165e+06	5.1856e+06	5.22036e+06	5.3342e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.28917e+06	2.54382e+06	2.37607e+06	1.89767e+07	1.97637e+07	1.91594e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.84139e+06	2.73881e+06	1.74146e+06	2.53644e+07	2.93804e+07	2.85722e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3.19894e+06	3.06507e+06	3.04693e+06	2.36799e+07	2.41393e+07	2.46955e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.69949e+06	2.72758e+06	2.9469e+06	2.35718e+07	2.40739e+07	2.41499e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.63417e+06	1.65282e+06	1.5495e+06	1.44006e+07	1.50722e+07	1.37045e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.22324e+06	4.50491e+06	4.48549e+06	4.02623e+07	4.22758e+07	4.07818e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.21644e+06	1.40907e+06	1.22476e+06	1.07098e+07	1.04458e+07	1.02944e+07
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.69776e+06	2.97709e+06	3.0176e+06	2.59609e+07	2.58227e+07	2.6395e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.71339e+06	2.77242e+06	2.58037e+06	2.44369e+07	2.49744e+07	2.49555e+07
P02358	P02358		rpsF		8.57743e+07	8.55349e+07	8.3504e+07	8.31217e+07	8.35162e+07	8.28727e+07
P02359	P02359		rpsG		1.30679e+08	1.31787e+08	1.26844e+08	1.25982e+08	1.23711e+08	1.21198e+08
P02413	P02413		rplO		1.49025e+08	1.50082e+08	1.49651e+08	1.34258e+08	1.33295e+08	1.38127e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				397714	455474	332039	2.50751e+06	2.46009e+06	2.53392e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				577858	600105	676539	3.50839e+06	3.51845e+06	3.42684e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3.83893e+06	3.9361e+06	3.88217e+06	3.33405e+07	3.36244e+07	3.45462e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.17028e+06	3.29762e+06	3.37204e+06	2.59176e+07	2.62602e+07	2.5647e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.77526e+06	2.89049e+06	2.87109e+06	2.31718e+07	2.31443e+07	2.36107e+07
P02918	P02918		mrcA		953405	889535	915732	1.02529e+06	969929	1.16351e+06
P02919	P02919		mrcB		1.81244e+06	1.61571e+06	1.67172e+06	1.77884e+06	1.6878e+06	1.60792e+06
P02925	P02925		rbsB		9.72721e+06	9.74702e+06	9.88976e+06	9.87853e+06	9.86216e+06	9.74723e+06
P02930	P02930		tolC		2.72511e+07	2.68983e+07	2.66145e+07	2.49138e+07	2.52936e+07	2.51901e+07
P02931	P02931		ompF		4.1509e+07	4.08977e+07	4.23865e+07	3.81252e+07	3.81688e+07	4.05977e+07
P02942	P02942		tsr		1.09119e+07	1.08674e+07	1.09213e+07	1.13966e+07	1.14941e+07	1.12899e+07
P02943	P02943		lamB		1.30354e+06	1.3283e+06	1.36371e+06	1.3983e+06	1.42123e+06	1.3497e+06
P03004	P03004		dnaA		2.60752e+06	2.5427e+06	2.68541e+06	2.55241e+06	2.50459e+06	2.48233e+06
P03018	P03018		uvrD		3.20485e+06	3.02719e+06	3.15318e+06	3.02359e+06	3.10117e+06	2.85781e+06
P03817	P03817		mioC		7.49837e+06	7.29426e+06	7.02326e+06	7.70934e+06	7.12594e+06	7.55229e+06
P03841	P03841		malM		1.01598e+07	1.02617e+07	9.96145e+06	1.00732e+07	1.01103e+07	9.99158e+06
P04036	P04036		dapB		5.71926e+06	5.79293e+06	5.70521e+06	5.48806e+06	5.55358e+06	5.66449e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				6.26378e+06	6.46193e+06	6.76872e+06	3.4069e+07	3.41703e+07	3.49708e+07
P04079	P04079		guaA		1.72912e+07	1.71818e+07	1.73402e+07	1.67705e+07	1.69072e+07	1.64757e+07
P04335	P04335		frsA		3.97102e+06	4.16236e+06	4.01181e+06	4.1696e+06	4.05411e+06	4.12003e+06
P04425	P04425		gshB		1.31461e+07	1.31244e+07	1.27788e+07	1.28963e+07	1.28895e+07	1.31088e+07
P04693	P04693		tyrB		3.87877e+06	3.99048e+06	3.77244e+06	3.96827e+06	4.23045e+06	4.20551e+06
P04805	P04805		gltX		2.29805e+07	2.31304e+07	2.27023e+07	2.31415e+07	2.30495e+07	2.3145e+07
P04825	P04825		pepN		1.61223e+07	1.61477e+07	1.60225e+07	1.64406e+07	1.66276e+07	1.72033e+07
P04846	P04846		nlpA		3.3092e+06	3.46694e+06	3.2538e+06	3.3831e+06	3.40364e+06	3.53944e+06
P04949	P04949		fliC		3.81092e+07	3.72241e+07	3.62071e+07	3.50117e+07	3.39926e+07	3.27728e+07
P04951	P04951		kdsB		6.236e+06	6.19377e+06	6.3684e+06	6.35269e+06	6.30374e+06	6.48157e+06
P04982	P04982		rbsD		1.08456e+06	1.22006e+06	1.11104e+06	1.13281e+06	945677	1.11488e+06
P04995	P04995		sbcB		2.68043e+06	2.74242e+06	2.80925e+06	2.81414e+06	2.90982e+06	2.93962e+06
P05020	P05020		pyrC		6.29273e+06	6.39801e+06	6.375e+06	5.9837e+06	6.07337e+06	5.99743e+06
P05041	P05041		pabB		1.7588e+06	1.78154e+06	1.69582e+06	1.83619e+06	1.90226e+06	1.83196e+06
P05055	P05055		pnp		4.4137e+07	4.42424e+07	4.29517e+07	4.37786e+07	4.29194e+07	4.27766e+07
P05100	P05100		tag		2.17288e+06	1.90678e+06	2.28095e+06	2.05022e+06	2.23688e+06	1.9778e+06
P05194	P05194		aroD		972344	1.01689e+06	1.07689e+06	1.10143e+06	1.00671e+06	1.18896e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				5.49103e+06	4.78225e+06	4.6344e+06	3.51748e+07	3.55704e+07	3.50903e+07
P05458	P05458		ptrA		968016	910474	932654	884949	861063	822035
P05459	P05459		pdxB		5.57164e+06	5.55881e+06	5.4757e+06	5.19601e+06	5.05007e+06	5.41313e+06
P05637	P05637		apaH		1.63499e+06	1.56398e+06	1.47075e+06	1.48363e+06	1.45036e+06	1.60404e+06
P05719	P05719		hsdS		1.03092e+06	994738	952462	881523	1.04837e+06	912291
P05791	P05791		ilvD		3.17637e+06	3.14934e+06	2.97201e+06	3.04996e+06	3.05449e+06	3.03269e+06
P05793	P05793		ilvC		5.37241e+06	5.75972e+06	5.53078e+06	5.34059e+06	5.25432e+06	5.40119e+06
P05825	P05825		fepA		2.19253e+06	2.18857e+06	2.10547e+06	1.97188e+06	2.05204e+06	1.97558e+06
P05852	P05852		gcp		2.56614e+06	2.65222e+06	2.52487e+06	2.53467e+06	2.55133e+06	2.65125e+06
P06129	P06129		btuB		1.47376e+07	1.42787e+07	1.45304e+07	1.49815e+07	1.47778e+07	1.43028e+07
P06149	P06149		dld		7.23215e+06	7.04693e+06	6.99431e+06	7.40472e+06	7.4612e+06	7.28242e+06
P06282	P06282		cdh		3.38053e+06	3.11545e+06	3.26019e+06	3.42676e+06	3.49505e+06	3.58221e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				4.19822e+06	3.73554e+06	3.47397e+06	2.75431e+07	2.77982e+07	2.72795e+07
P06610	P06610		btuE		6.44172e+06	6.56792e+06	6.73636e+06	7.30764e+06	7.12442e+06	6.82765e+06
P06612	P06612		topA		5.63133e+06	5.79705e+06	5.6556e+06	5.72635e+06	5.5161e+06	5.56203e+06
P06616	P06616		era		3.50219e+06	3.64833e+06	3.4756e+06	3.39148e+06	3.50547e+06	3.39255e+06
P06709	P06709		birA		956843	966158	1.06392e+06	975055	873902	890063
P06710	P06710		dnaX		1.4925e+06	1.52008e+06	1.49676e+06	1.38479e+06	1.41037e+06	1.46624e+06
P06715	P06715		gor		4.71306e+06	4.59468e+06	4.58465e+06	4.69589e+06	4.66094e+06	4.71847e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.79739e+06	1.74652e+06	1.73821e+06	1.48605e+07	1.46987e+07	1.49877e+07
P06846	P06846		ebgR		1.33133e+06	1.05891e+06	1.29093e+06	1.25892e+06	1.4246e+06	1.35596e+06
P06959	P06959		aceF		5.72949e+07	5.76603e+07	5.62675e+07	5.46751e+07	5.54324e+07	5.47693e+07
P06961	P06961		cca		933894	799643	946369	919695	1.00939e+06	881574
P06966	P06966		dicA		3.20711e+06	3.21309e+06	3.1692e+06	2.93812e+06	3.46205e+06	3.56214e+06
P06968	P06968		dut		7.9915e+06	8.21558e+06	7.99791e+06	7.33361e+06	7.45216e+06	7.73705e+06
P06971	P06971		fhuA		1.45899e+07	1.4449e+07	1.45821e+07	1.43697e+07	1.40655e+07	1.42743e+07
P06974	P06974		fliM		1.89538e+06	1.84034e+06	1.85693e+06	1.78718e+06	1.76124e+06	1.91784e+06
P06983	P06983		hemC		1.30364e+07	1.30554e+07	1.25948e+07	1.21997e+07	1.19336e+07	1.18385e+07
P06986	P06986		hisC		3.23629e+06	3.26945e+06	3.43784e+06	3.34279e+06	3.40717e+06	3.25587e+06
P06987	P06987		hisB		1.13057e+06	1.16476e+06	1.17739e+06	1.13933e+06	1.15222e+06	1.05307e+06
P06988	P06988		hisD		4.12323e+06	4.5357e+06	3.73918e+06	3.86519e+06	3.85773e+06	3.93088e+06
P06992	P06992		rsmA		2.05622e+06	2.15026e+06	2.08201e+06	2.18708e+06	2.27424e+06	2.25206e+06
P06996	P06996		ompC		2.53944e+08	2.52164e+08	2.47004e+08	2.2804e+08	2.18261e+08	2.27855e+08
P06999	P06999		pfkB		3.29675e+06	3.46423e+06	2.87224e+06	2.89521e+06	2.81043e+06	2.79621e+06
P07000	P07000		pldB		606733	578411	541385	620853	615152	513612
P07001	P07001		pntA		4.27348e+06	4.48212e+06	4.34528e+06	4.24303e+06	4.09589e+06	4.37485e+06
P07003	P07003		poxB		2.15636e+06	2.36095e+06	2.32383e+06	2.24092e+06	2.23144e+06	2.14411e+06
P07004	P07004		proA		5.02469e+06	5.0663e+06	5.00792e+06	4.95762e+06	4.86166e+06	4.7911e+06
P07012	P07012		prfB		9.78534e+06	9.62491e+06	9.58538e+06	9.21251e+06	9.38262e+06	9.63391e+06
P07014	P07014		sdhB		2.40672e+06	2.57335e+06	2.54971e+06	2.47292e+06	2.48139e+06	2.5824e+06
P07017	P07017		tar		3.19765e+06	3.17988e+06	3.22448e+06	3.32706e+06	3.14612e+06	3.24732e+06
P07021	P07021		yfiB		953555	1.00153e+06	954981	1.06364e+06	949722	1.03547e+06
P07023	P07023		tyrA		2.5221e+06	2.58678e+06	2.57424e+06	2.60918e+06	2.52144e+06	2.47506e+06
P07024	P07024		ushA		5.17962e+06	5.0501e+06	5.03128e+06	5.01728e+06	5.03704e+06	5.01323e+06
P07026	P07026		sdiA		1.7386e+06	1.74224e+06	1.74966e+06	1.76012e+06	1.89824e+06	1.92511e+06
P07118	P07118		valS		2.40873e+07	2.40438e+07	2.37314e+07	2.37986e+07	2.40537e+07	2.3732e+07
P07330	P07330		cheB		1.06832e+06	1.0324e+06	918418	1.03522e+06	916057	962172
P07363	P07363		cheA		1.55325e+06	1.57031e+06	1.46602e+06	1.47454e+06	1.53391e+06	1.56018e+06
P07395	P07395		pheT		1.59355e+07	1.60812e+07	1.56857e+07	1.54832e+07	1.5613e+07	1.55881e+07
P07604	P07604		tyrR		2.27231e+06	2.21339e+06	2.34106e+06	2.49388e+06	2.4077e+06	2.43611e+06
P07639	P07639		aroB		3.181e+06	3.36059e+06	3.16789e+06	3.40143e+06	3.19659e+06	3.20378e+06
P07649	P07649		truA		2.12316e+06	2.16336e+06	2.02492e+06	2.10448e+06	2.19398e+06	2.14567e+06
P07650	P07650		deoA		6.60664e+06	6.83315e+06	6.61963e+06	6.67533e+06	6.33919e+06	6.34229e+06
P07658	P07658		fdhF		794351	739591	788994	708031	755537	760008
P07762	P07762		glgB		3.79917e+06	3.83138e+06	3.89423e+06	3.90554e+06	3.89305e+06	3.74442e+06
P07813	P07813		leuS		1.53645e+07	1.57096e+07	1.55553e+07	1.56802e+07	1.58244e+07	1.54611e+07
P07862	P07862		ddlB		6.13618e+06	5.98829e+06	6.17647e+06	6.20716e+06	6.20125e+06	6.20961e+06
P07913	P07913		tdh		5.64974e+06	5.51892e+06	5.45356e+06	5.54446e+06	5.69772e+06	5.7254e+06
P08178	P08178		purM		1.81357e+06	1.51172e+06	1.79374e+06	1.7621e+06	1.85715e+06	1.59991e+06
P08179	P08179		purN		1.13948e+06	1.14182e+06	1.10975e+06	1.11388e+06	1.12124e+06	998017
P08190	P08190		fimG		2.21828e+06	2.28702e+06	2.22325e+06	2.45521e+06	2.22569e+06	2.19057e+06
P08191	P08191		fimH		2.85303e+06	2.88832e+06	2.97196e+06	2.7763e+06	2.95636e+06	3.08343e+06
P08192	P08192		folC		3.28819e+06	3.32661e+06	3.27063e+06	3.25443e+06	3.20265e+06	3.27494e+06
P08200	P08200		icd		7.4517e+07	7.26381e+07	7.11337e+07	7.22194e+07	7.23055e+07	7.05978e+07
P08201	P08201		nirB		5.31531e+06	5.30636e+06	5.40141e+06	5.2314e+06	5.26179e+06	5.43947e+06
P08244	P08244		pyrF		1.03426e+07	1.01327e+07	1.05672e+07	1.04658e+07	1.00793e+07	1.05636e+07
P08245	P08245		yciH		1.14577e+06	1.1508e+06	1.02688e+06	1.13041e+06	1.17222e+06	1.26332e+06
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2.96021e+06	2.86503e+06	2.88926e+06	2.39445e+07	2.36075e+07	2.28388e+07
P08312	P08312		pheS		1.43718e+07	1.43775e+07	1.42927e+07	1.37365e+07	1.37285e+07	1.37735e+07
P08331	P08331		cpdB		3.32774e+06	3.269e+06	3.28489e+06	3.24865e+06	3.11503e+06	3.25521e+06
P08373	P08373		murB		1.80565e+06	1.81589e+06	1.81711e+06	1.91843e+06	1.92263e+06	1.91434e+06
P08390	P08390		usg		6.10649e+07	6.13591e+07	6.09149e+07	6.29024e+07	6.29563e+07	6.34995e+07
P08395	P08395		sppA		2.49019e+06	2.27777e+06	2.38371e+06	2.09781e+06	2.21808e+06	2.08535e+06
P08506	P08506		dacC		6.09952e+06	6.05854e+06	6.00441e+06	5.80655e+06	5.90721e+06	5.87916e+06
P08622	P08622		dnaJ		7.27004e+06	7.37898e+06	7.21632e+06	7.15593e+06	7.11079e+06	7.0724e+06
P08660	P08660		lysC		2.41171e+06	2.43177e+06	2.44579e+06	2.46385e+06	2.5359e+06	2.50613e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.18605e+06	2.25056e+06	2.23452e+06	2.04953e+07	2.05429e+07	2.09385e+07
P08839	P08839		ptsI		3.49051e+07	3.51837e+07	3.41932e+07	3.50622e+07	3.44267e+07	3.39076e+07
P08956	P08956		hsdR		1.65345e+06	1.65283e+06	1.67365e+06	1.61914e+06	1.71545e+06	1.71667e+06
P08957	P08957		hsdM		1.16675e+07	1.16773e+07	1.1399e+07	1.16437e+07	1.16417e+07	1.1713e+07
P09029	P09029		purK		1.05426e+06	1.05673e+06	1.06864e+06	1.13011e+06	1.15575e+06	1.16065e+06
P09030	P09030		xthA		3.31515e+06	3.40583e+06	3.2829e+06	3.36724e+06	3.15003e+06	3.28282e+06
P09126	P09126		hemD		1.40865e+06	1.41738e+06	1.45066e+06	1.41554e+06	1.37671e+06	1.39189e+06
P09127	P09127		hemX		1.14733e+07	1.16749e+07	1.16378e+07	1.1282e+07	1.13249e+07	1.12464e+07
P09147	P09147		galE		9.86404e+06	9.87308e+06	1.01225e+07	1.01344e+07	1.0286e+07	1.03576e+07
P09148	P09148		galT		1.4844e+06	1.49321e+06	1.55299e+06	1.53862e+06	1.66094e+06	1.54691e+06
P09152	P09152		narG		5.35018e+06	5.33205e+06	5.43808e+06	5.40921e+06	5.20363e+06	5.43222e+06
P09155	P09155		rnd		3.02844e+06	3.05346e+06	3.03472e+06	3.05369e+06	2.95529e+06	2.99281e+06
P09158	P09158		speE		7.32521e+06	7.25928e+06	7.29868e+06	6.99099e+06	7.17515e+06	6.93149e+06
P09169	P09169		ompT		4.57561e+06	4.69064e+06	4.78098e+06	4.66334e+06	4.86931e+06	5.0935e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.42082e+06	1.22367e+06	1.47718e+06	1.13239e+07	1.18099e+07	1.17013e+07
P09323	P09323		nagE		758889	492750	702349	603361	523027	472405
P09372	P09372		grpE		4.32859e+07	4.54733e+07	4.6304e+07	4.94451e+07	4.86688e+07	4.80629e+07
P09373	P09373		pflB		2.92214e+08	2.93637e+08	2.84203e+08	2.80224e+08	2.74359e+08	2.72488e+08
P09394	P09394		glpQ		5.52806e+06	5.45967e+06	5.28815e+06	5.36519e+06	5.44852e+06	5.39058e+06
P09424	P09424		mtlD		2.17673e+06	2.18892e+06	2.08534e+06	2.13018e+06	2.18141e+06	2.15793e+06
P09546	P09546		putA		3.44352e+06	3.56106e+06	3.54951e+06	3.50668e+06	3.48311e+06	3.64037e+06
P09549	P09549		dedD		1.31086e+06	1.30962e+06	1.28343e+06	1.23159e+06	1.30825e+06	1.15145e+06
P09831	P09831		gltB		3.45029e+06	3.43145e+06	3.41667e+06	3.51692e+06	3.4818e+06	3.48942e+06
