Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P05825	P05825		fepA		2.01567e+06	1.9957e+06	1.9722e+06	2.02934e+06	1.93202e+06	2.01186e+06
P05852	P05852		gcp		2.72571e+06	2.65412e+06	2.61925e+06	2.64744e+06	2.52744e+06	2.41386e+06
P06129	P06129		btuB		1.27034e+07	1.2596e+07	1.32687e+07	1.28869e+07	1.36585e+07	1.32045e+07
P06136	P06136		ftsQ		864310	806989	884018	813820	932726	760246
P06149	P06149		dld		6.88742e+06	6.6724e+06	6.66252e+06	6.52995e+06	6.44896e+06	6.19308e+06
P06282	P06282		cdh		2.75635e+06	2.6751e+06	2.7224e+06	2.6904e+06	2.70947e+06	2.97909e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.2718e+06	1.13514e+06	1.1116e+06	1.107e+06	921770	956715
P06610	P06610		btuE		6.42143e+06	6.48219e+06	6.64008e+06	6.62681e+06	6.53516e+06	6.60835e+06
P06612	P06612		topA		5.63408e+06	5.66295e+06	5.80962e+06	5.59322e+06	5.79763e+06	5.68123e+06
P06616	P06616		era		3.98997e+06	3.8591e+06	3.69795e+06	3.71989e+06	3.80541e+06	3.75819e+06
P06709	P06709		birA		947241	986918	997575	1.0082e+06	1.03892e+06	1.09528e+06
P06710	P06710		dnaX		1.33233e+06	1.44716e+06	1.41046e+06	1.34632e+06	1.37904e+06	1.51877e+06
P06715	P06715		gor		4.63015e+06	4.65698e+06	4.50701e+06	4.72483e+06	4.78455e+06	4.58986e+06
P06721	P06721		metC		641832	675856	689452	605989	740258	649736
P06722	P06722		mutH		1.27345e+06	1.26349e+06	1.4719e+06	1.34302e+06	1.16533e+06	1.23724e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.73892e+06	1.77363e+06		1.82941e+06		
P06846	P06846		ebgR		1.31869e+06	1.29586e+06	1.45403e+06	1.39358e+06	1.42192e+06	1.38642e+06
P06864	P06864		ebgA		361823				573136	
P06959	P06959		aceF		5.79477e+07	5.89856e+07	5.85795e+07	5.70179e+07	5.88625e+07	5.66168e+07
P06961	P06961		cca		1.33513e+06	1.30601e+06	1.45637e+06	1.35005e+06	1.43341e+06	1.44082e+06
P06968	P06968		dut		1.04693e+07	1.06974e+07	1.11926e+07	1.05274e+07	1.13131e+07	1.08808e+07
P06971	P06971		fhuA		1.37606e+07	1.37674e+07	1.31205e+07	1.3889e+07	1.32892e+07	1.36123e+07
P06974	P06974		fliM		1.75978e+06	1.71482e+06	1.80193e+06	1.7675e+06	1.87006e+06	1.94474e+06
P06983	P06983		hemC		1.14054e+07	1.08597e+07	1.1261e+07	1.08204e+07	1.18642e+07	1.13514e+07
P06986	P06986		hisC		4.38017e+06	4.41184e+06	4.62146e+06	4.49494e+06	4.40268e+06	4.41503e+06
P06987	P06987		hisB		1.12961e+06	1.11712e+06	1.12045e+06	1.19927e+06	1.13854e+06	1.09355e+06
P06988	P06988		hisD		3.25796e+06	3.18307e+06	2.97213e+06	2.90959e+06	3.02674e+06	2.94542e+06
P06992	P06992		rsmA		2.42551e+06	2.49992e+06	2.56008e+06	2.42597e+06	2.55958e+06	2.56883e+06
P06993	P06993		malT		371215	360263	353238	316446	298290	295406
P06996	P06996		ompC		2.09707e+08	2.11454e+08	2.08783e+08	2.04326e+08	2.0793e+08	2.05059e+08
P06999	P06999		pfkB		3.27488e+06	3.27049e+06	2.79857e+06	3.11208e+06	3.40453e+06	2.96306e+06
P07000	P07000		pldB		587257	585619	574811	597772	529201	580543
P07001	P07001		pntA		4.16294e+06	4.26465e+06	4.1467e+06	4.19012e+06	4.0038e+06	4.11877e+06
P07003	P07003		poxB		2.30661e+06	2.30876e+06	2.22228e+06	2.25077e+06	2.24273e+06	2.27209e+06
P07004	P07004		proA		2.64471e+07	2.60343e+07	2.64239e+07	2.69196e+07	2.54956e+07	2.63613e+07
P07012	P07012		prfB		9.61471e+06	9.46725e+06	9.51842e+06	9.36304e+06	1.01197e+07	9.63189e+06
P07014	P07014		sdhB		4.6571e+06	4.74845e+06	4.79363e+06	4.63967e+06	4.72298e+06	4.66177e+06
P07017	P07017		tar		1.06779e+07	1.05704e+07	1.06452e+07	1.06713e+07	1.01343e+07	1.03268e+07
P07021	P07021		yfiB		865859	941224	911505	878332	844936	899503
P07023	P07023		tyrA		2.64376e+06	2.44861e+06	2.44818e+06	2.60583e+06	2.47848e+06	2.29851e+06
P07024	P07024		ushA		4.64684e+06	4.96385e+06	4.79125e+06	4.71615e+06	4.63199e+06	4.84801e+06
P07026	P07026		sdiA		1.71122e+06	1.76287e+06	1.77555e+06	1.74467e+06	1.72234e+06	1.70039e+06
P07118	P07118		valS		2.41949e+07	2.39837e+07	2.34532e+07	2.3997e+07	2.34277e+07	2.32918e+07
P07330	P07330		cheB		1.34515e+06	1.3336e+06	1.54762e+06	1.35753e+06	1.54678e+06	1.49582e+06
P07363	P07363		cheA		4.84548e+06	4.71964e+06	4.90957e+06	4.57491e+06	4.91227e+06	4.86565e+06
P07395	P07395		pheT		1.57013e+07	1.54574e+07	1.53949e+07	1.50629e+07	1.54337e+07	1.54146e+07
P07604	P07604		tyrR		2.42729e+06	2.38842e+06	2.55314e+06	2.44637e+06	2.41465e+06	2.52125e+06
P07639	P07639		aroB		3.09131e+06	3.07103e+06	3.09823e+06	3.04089e+06	3.22134e+06	3.08634e+06
P07648	P07648		recC		962442	942090	932913	1.01703e+06	812492	767441
P07649	P07649		truA		1.74909e+06	1.65803e+06	1.96914e+06	1.75337e+06	1.9796e+06	2.03838e+06
P07650	P07650		deoA		6.26001e+06	6.3301e+06	6.09986e+06	6.21482e+06	6.25858e+06	5.99325e+06
P07658	P07658		fdhF		2.96448e+06	2.87394e+06	2.76092e+06	2.96799e+06	3.02227e+06	2.95457e+06
P07762	P07762		glgB		3.50301e+06	3.56583e+06	3.55862e+06	3.62078e+06	3.57062e+06	3.57242e+06
P07813	P07813		leuS		1.50369e+07	1.48872e+07	1.44819e+07	1.50885e+07	1.47071e+07	1.49838e+07
P07821	P07821		fhuC		1.53826e+06	1.30076e+06	1.27725e+06	1.47841e+06	766314	716564
P07822	P07822		fhuD		366545	392864	393682	378070	333402	430407
P07862	P07862		ddlB		5.90226e+06	5.88697e+06	5.84869e+06	5.80947e+06	5.82424e+06	5.99099e+06
P07913	P07913		tdh		4.2369e+06	4.1538e+06	4.34658e+06	4.30723e+06	4.43295e+06	4.23113e+06
P08178	P08178		purM		1.78221e+06	1.75387e+06	1.72791e+06	1.64146e+06	1.78065e+06	1.80536e+06
P08179	P08179		purN		4.93533e+06	4.67951e+06	4.99817e+06	5.31154e+06	4.81066e+06	4.20584e+06
P08189	P08189		fimF		1.20904e+06	1.1726e+06	1.04481e+06	1.09567e+06	1.11588e+06	1.18622e+06
P08190	P08190		fimG		1.24589e+06	1.47552e+06	1.65536e+06	1.43556e+06	1.7974e+06	1.77235e+06
P08191	P08191		fimH		2.88045e+06	2.64339e+06	3.03264e+06	2.7535e+06	2.95085e+06	2.92443e+06
P08192	P08192		folC		4.02411e+06	4.11344e+06	4.14809e+06	4.09249e+06	4.26256e+06	4.09868e+06
P08200	P08200		icd		2.39142e+07	2.35967e+07	2.27469e+07	2.35997e+07	2.30897e+07	2.36606e+07
P08201	P08201		nirB		5.14656e+06	5.12604e+06	5.33e+06	5.13764e+06	5.25705e+06	5.35824e+06
P08244	P08244		pyrF		9.50266e+06	9.53198e+06	1.02839e+07	9.85988e+06	9.76608e+06	9.96532e+06
P08245	P08245		yciH		819092	771705	762935	765899	825708	788065
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2.31868e+06	2.39194e+06	708488	2.37859e+06		
P08312	P08312		pheS		1.26711e+07	1.26021e+07	1.23113e+07	1.22925e+07	1.23131e+07	1.22914e+07
P08331	P08331		cpdB		4.22364e+06	4.09957e+06	4.18091e+06	4.08951e+06	4.26987e+06	4.07906e+06
P08337	P08337		mutT		1.04423e+06	992356	1.09465e+06	990632	1.03908e+06	1.09246e+06
P08373	P08373		murB		1.67823e+06	1.66919e+06	1.75732e+06	1.70917e+06	1.71215e+06	1.83388e+06
P08390	P08390		usg		5.30398e+06	5.21894e+06	5.11585e+06	5.14619e+06	5.02242e+06	4.94833e+06
P08395	P08395		sppA		2.33047e+06	2.28265e+06	2.33648e+06	2.39806e+06	2.55004e+06	2.42352e+06
P08506	P08506		dacC		5.8769e+06	5.78411e+06	5.87012e+06	5.95443e+06	5.93079e+06	5.9378e+06
P08622	P08622		dnaJ		5.85513e+06	5.86161e+06	6.17253e+06	5.8917e+06	6.16666e+06	6.11166e+06
P08660	P08660		lysC		2.44528e+06	2.44709e+06	2.42761e+06	2.46167e+06	2.3711e+06	2.4475e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.37989e+06	2.29176e+06		2.35776e+06		
P08839	P08839		ptsI		3.23136e+07	3.26927e+07	3.19043e+07	3.18198e+07	3.171e+07	3.14194e+07
P08956	P08956		hsdR		2.35905e+06	2.42132e+06	2.39775e+06	2.3602e+06	2.31955e+06	2.21259e+06
P08957	P08957		hsdM		1.15168e+07	1.16447e+07	1.15776e+07	1.13954e+07	1.1534e+07	1.16396e+07
P08997	P08997		aceB		944425	963607	1.07801e+06	1.00338e+06	998768	925572
P09029	P09029		purK		1.08488e+06	1.11575e+06	1.09833e+06	1.1424e+06	1.10053e+06	1.06815e+06
P09030	P09030		xthA		2.63284e+06	2.74752e+06	2.81927e+06	2.69556e+06	2.8224e+06	2.85218e+06
P09053	P09053		avtA		2.9385e+06	3.12738e+06	3.0357e+06	2.93224e+06	2.96646e+06	2.88202e+06
P09126	P09126		hemD		1.46275e+06	1.37403e+06	1.39145e+06	1.42084e+06	1.3556e+06	1.37063e+06
P09127	P09127		hemX		1.14557e+07	1.18309e+07	1.1946e+07	1.20938e+07	1.18761e+07	1.21147e+07
P09130	P09130		traD					639077		530493
P09147	P09147		galE		4.74486e+06	4.63907e+06	4.75362e+06	4.75831e+06	4.7475e+06	4.78623e+06
P09148	P09148		galT		2.00513e+06	2.0043e+06	2.13947e+06	1.98115e+06	2.09832e+06	2.13757e+06
P09152	P09152		narG		5.15182e+06	5.08033e+06	5.17001e+06	5.13102e+06	5.21335e+06	5.11501e+06
P09155	P09155		rnd		3.28172e+06	3.0617e+06	3.20827e+06	3.17261e+06	3.11022e+06	3.35012e+06
P09158	P09158		speE		6.96163e+06	6.88714e+06	7.11591e+06	6.82015e+06	7.37112e+06	7.03914e+06
P09169	P09169		ompT		5.04168e+06	5.44582e+06	5.3668e+06	5.54136e+06	5.72874e+06	5.53448e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.76699e+06	1.42414e+06		1.65709e+06		
P09323	P09323		nagE		624144	702676	688962	748137	818997	850272
P09348	P09348		motA		912806	904282	989649	1.0599e+06	1.01552e+06	896910
P09372	P09372		grpE		4.47831e+07	4.68638e+07	4.36827e+07	4.7393e+07	4.54573e+07	4.19351e+07
