Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		4	4	9.71942e+06	2.09335e+07	9.67282e+06	1.9347e+07	1.96781e+07	9.83281e+06
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		7	7	3.8964e+07	8.64543e+07	4.50273e+07	8.86503e+07	8.99607e+07	4.2681e+07
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5	1.16645e+07	2.42081e+07	1.11436e+07	2.39431e+07	2.173e+07	1.17646e+07
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	27	27	2.91811e+08	2.95649e+08	2.85815e+08	2.91446e+08	2.84963e+08	2.84781e+08
P00363	FRDA_ECOLI	frdA	Fumarate reductase flavoprotein subunit	28	28	2.71601e+08	2.47201e+08	2.55413e+08	2.66099e+08	2.59932e+08	2.60988e+08
P00370	DHE4_ECOLI	gdhA	NADP-specific glutamate dehydrogenase	11	11	1.44163e+07	1.65564e+07	1.4992e+07	1.62838e+07	1.55822e+07	1.4768e+07
P00393	DHNA_ECOLI	ndh	NADH dehydrogenase	18	18	3.02769e+07	3.24445e+07	2.88848e+07	3.11354e+07	3.01567e+07	2.88539e+07
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		1	1		1.40971e+07	6.75499e+06	1.36972e+07	1.37301e+07	
P00448	SODM_ECOLI	sodA	Superoxide dismutase [Mn]	9	9	4.6345e+07	4.52411e+07	4.48463e+07	4.69151e+07	4.88108e+07	4.54068e+07
P00452	RIR1_ECOLI	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	32	32	4.59068e+07	4.83177e+07	4.33934e+07	4.50032e+07	4.46844e+07	4.57417e+07
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	32	32	3.8483e+07	3.78173e+07	3.78891e+07	3.8836e+07	3.82429e+07	3.83822e+07
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	26	26	1.04975e+08	1.06765e+08	1.04124e+08	1.06178e+08	1.06636e+08	1.02828e+08
P00547	KHSE_ECOLI	thrB	Homoserine kinase	2	2	4.05957e+06	3.6401e+06	3.69881e+06	3.53966e+06	3.49083e+06	3.51144e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	5	5	3.36469e+06	3.0652e+06	3.46916e+06	3.53959e+06	3.24944e+06	3.50056e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	15	15	1.51856e+07	1.64216e+07	1.56922e+07	1.53779e+07	1.70645e+07	1.60915e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	19	19	8.25415e+06	9.27508e+06	8.03745e+06	8.40803e+06	8.45578e+06	8.0156e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	19	18	9.32149e+07	9.64046e+07	9.8846e+07	9.43417e+07	9.58406e+07	9.63692e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	44	44	2.29592e+07	2.16106e+07	2.39421e+07	2.33043e+07	2.27614e+07	2.39231e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1		1.04096e+07		7.31128e+06	9.36535e+06	5.81686e+06
P00803	LEP_ECOLI	lepB	Signal peptidase I	7	7	1.52605e+07	1.73886e+07	1.54891e+07	1.57722e+07	1.57441e+07	1.46286e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	19	19	1.35187e+08	1.42588e+08	1.38466e+08	1.4008e+08	1.35862e+08	1.42313e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	4	4	4.28646e+06	4.57515e+06	5.09602e+06	4.80153e+06	4.73934e+06	5.64108e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.15135e+06	1.38663e+06	684607	1.28408e+06	1.20412e+06	1.00794e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	39	39	6.41782e+07	6.33575e+07	6.55496e+07	6.41271e+07	6.70003e+07	6.52097e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	3	3	9.05986e+06	8.90317e+06	8.54472e+06	8.16882e+06	7.51272e+06	9.12673e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	7	7	8.84558e+06	9.00389e+06	9.79735e+06	9.29838e+06	8.98857e+06	9.65957e+06
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	3	3	309387	299586	420388	396300	401857	432639
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.12779e+06	1.40356e+06	1.29075e+06	1.38289e+06	1.05245e+06	1.06154e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.26993e+06	1.2058e+06	1.21204e+06	1.21258e+06	1.13015e+06	1.2206e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		9	9	1.29749e+07	2.43122e+07	1.17848e+07	2.23902e+07	2.41984e+07	1.09978e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		8	8	1.78332e+07	3.37724e+07	1.73878e+07	3.47731e+07	3.59682e+07	1.82821e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.56045e+06	2.9671e+06	2.72931e+06	2.97652e+06	3.01741e+06	2.72257e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.99739e+07	1.77758e+07	1.9449e+07	1.86127e+07	1.85451e+07	1.96763e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.15096e+06	2.09636e+06	2.67763e+06	2.10454e+06	1.63624e+06	1.89174e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3	2.59852e+06	2.80666e+06		2.26736e+06	2.29238e+06	2.73166e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.35742e+07	5.72401e+07	5.23562e+07	5.41459e+07	5.36885e+07	5.49558e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	13	13	8.57883e+07	9.13403e+07	8.95852e+07	9.43036e+07	9.38171e+07	9.30271e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	39	39	1.26166e+08	1.25761e+08	1.24064e+08	1.28854e+08	1.26609e+08	1.25766e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.2998e+08	1.22403e+08	1.29476e+08	1.29046e+08	1.30156e+08	1.3058e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	33	33	6.37695e+07	6.11554e+07	6.17542e+07	6.31356e+07	6.2301e+07	6.52084e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.19644e+07	3.58585e+07	3.13607e+07	3.48431e+07	3.42205e+07	3.29463e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	8.23541e+07	8.20787e+07	8.12515e+07	8.30028e+07	8.29595e+07	8.06519e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	8.13633e+07	7.33674e+07	8.24402e+07	7.99534e+07	8.02974e+07	8.28957e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.15549e+08	1.1175e+08	1.13159e+08	1.09703e+08	1.12453e+08	1.10413e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31	2.00196e+07	2.26507e+07	2.00881e+07	2.10764e+07	2.08624e+07	2.03982e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		9	9	1.50539e+07	2.86122e+07	1.46587e+07	3.00923e+07	2.9926e+07	1.47918e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		6	6	1.17964e+07	2.09142e+07	1.23492e+07	2.26622e+07	2.36125e+07	1.25102e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	1.58341e+07	3.20196e+07	1.49865e+07	3.09767e+07	3.0018e+07	1.57792e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	5.50855e+06	9.35226e+06		8.85694e+06	8.64663e+06	5.03565e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		1.38987e+07	4.05868e+06	1.11469e+07	1.0812e+07	4.21041e+06
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		6	6	8.33532e+06	2.09743e+07	9.17438e+06	1.6351e+07	1.5887e+07	8.03699e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		5	5	1.393e+07	2.97922e+07	1.35268e+07	2.82147e+07	2.90372e+07	1.3847e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	1.56011e+07	2.91557e+07	1.77727e+07	3.025e+07	3.21089e+07	1.66671e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	8.52068e+08	6.55544e+08	8.97624e+08	8.99426e+08	8.79797e+08	8.6732e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.09486e+09	1.01425e+09	1.07787e+09	1.07212e+09	1.10356e+09	1.08798e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	7.97076e+08	7.27997e+08	8.12398e+08	8.20486e+08	8.10179e+08	8.13755e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4		2.21534e+06		2.423e+06	2.36586e+06	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		1	1		3.34872e+06	761244	2.78834e+06	2.65208e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		17	17	2.64389e+07	5.34517e+07	2.62517e+07	5.16851e+07	5.2612e+07	2.66707e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		14	14	1.41167e+07	3.28478e+07	1.5632e+07	3.20099e+07	3.00802e+07	1.62184e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		19	19	2.05812e+07	3.99481e+07	1.95905e+07	3.9314e+07	4.07017e+07	1.97776e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	7	7	2.17189e+07	2.15716e+07	2.15302e+07	2.14788e+07	1.98675e+07	2.13868e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	17	17	7.70095e+07	9.27272e+07	8.43787e+07	8.11408e+07	7.95216e+07	7.84117e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14	4.33664e+07	4.45402e+07	4.25098e+07	4.20192e+07	4.20563e+07	4.11499e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.33274e+08	1.35194e+08	1.29758e+08	1.28804e+08	1.28699e+08	1.33418e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	18	17	2.04692e+08	2.39682e+08	2.06911e+08	2.10201e+08	2.11998e+08	2.02315e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	3	3	1.53457e+06	1.70262e+06	1.60448e+06	1.64475e+06	1.57231e+06	1.50011e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.20566e+07	6.49293e+07	6.39338e+07	6.40742e+07	6.33227e+07	6.27212e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.87841e+06	1.00147e+07	9.62128e+06	1.02459e+07	1.02888e+07	9.63678e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	6.49483e+06	7.31414e+06	6.80248e+06	7.01171e+06	7.47207e+06	6.50307e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	1	1				3.49325e+06		
P03018	UVRD_ECOLI	uvrD	DNA helicase II	11	11	7.16315e+06	8.15921e+06	7.856e+06	7.21704e+06	7.94821e+06	8.02405e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	4	4	1.37304e+06	2.09735e+06	1.26549e+06	1.48146e+06	1.52743e+06	1.03483e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	6.84466e+06	8.02414e+06	7.6861e+06	7.75003e+06	7.70531e+06	8.10471e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.5273e+07	3.7616e+07	4.26735e+07	4.2292e+07	4.15803e+07	4.19764e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.5377e+07	3.36655e+07	3.40602e+07	3.42484e+07	3.48501e+07	3.52484e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.35623e+07	3.29296e+07	3.46934e+07	3.46569e+07	3.39645e+07	3.50836e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		10	10	3.49329e+06	8.22457e+06	3.71389e+06	7.96939e+06	7.83135e+06	4.07976e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.48443e+07	8.76047e+07	8.61223e+07	8.47418e+07	8.55188e+07	8.55525e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	1.88752e+07	1.87719e+07	1.8749e+07	1.76436e+07	1.84142e+07	1.9573e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.40615e+07	3.57988e+07	3.45959e+07	3.66709e+07	3.70134e+07	3.35245e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.66899e+07	3.23023e+07	2.72082e+07	2.73289e+07	2.68753e+07	2.88607e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.50893e+08	1.5439e+08	1.49876e+08	1.48796e+08	1.51876e+08	1.49079e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	8.63351e+07	8.20557e+07	8.41176e+07	8.26787e+07	8.32216e+07	8.29568e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	7.01343e+06	7.7589e+06	7.76709e+06	6.90972e+06	7.03377e+06	7.53726e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.27882e+08	4.46564e+08	4.39936e+08	4.24603e+08	4.2105e+08	4.52584e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.63718e+07	3.56429e+07	3.50267e+07	3.56212e+07	3.50936e+07	3.59465e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	3	3	1.05238e+06	1.08649e+06	903212	931067	1.02043e+06	1.09725e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.55137e+06	5.06941e+06	5.24077e+06	4.91226e+06	5.03366e+06	5.40479e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	5.12867e+06	5.72134e+06	3.8477e+06	4.74361e+06	5.12911e+06	5.03099e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	7	7	7.41897e+06	8.33963e+06	8.19466e+06	8.58424e+06	8.3495e+06	8.16926e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.89643e+07	2.11319e+07	1.92068e+07	1.87668e+07	1.87397e+07	1.9507e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.03658e+06	5.84529e+06	5.09421e+06	4.60914e+06	5.19199e+06	5.40273e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	36	36	1.89786e+08	1.86939e+08	1.88664e+08	1.91971e+08	1.91235e+08	1.89283e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	6.59949e+06	5.82836e+06	6.27804e+06	5.3237e+06	5.36817e+06	5.29967e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.4392e+07	2.8912e+07	2.52968e+07	2.70154e+07	2.94787e+07	2.62762e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		7	7	1.57118e+07	2.5264e+07	1.57554e+07	2.96363e+07	2.88926e+07	1.61822e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	6.27065e+06	6.70972e+06	6.79366e+06	6.51497e+06	6.65103e+06	6.3479e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	2.76393e+07	2.82824e+07	2.95622e+07	2.83028e+07	2.75464e+07	2.9831e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	4	4		1.17125e+06	764971	990948	648667	777019
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	9	9	9.56e+06	8.84022e+06	1.01239e+07	9.7045e+06	9.82317e+06	1.05521e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.21822e+07	1.27988e+07	1.16963e+07	1.10657e+07	1.0998e+07	1.11936e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	15	15	1.24873e+07	1.27315e+07	1.34721e+07	1.27323e+07	1.32726e+07	1.40565e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.20548e+07	2.28238e+07	2.25849e+07	2.18933e+07	2.24923e+07	2.16953e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	9.93467e+06	1.08697e+07	1.02365e+07	9.96525e+06	1.00324e+07	1.05271e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	8.86818e+06	1.09933e+07	9.51553e+06	9.39327e+06	9.81197e+06	9.33475e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	5.46843e+07	5.62004e+07	5.7707e+07	5.75709e+07	5.80061e+07	5.69255e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.58997e+07	2.07077e+07	1.69202e+07	1.76979e+07	1.95697e+07	1.59659e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20	2.11354e+07	2.12608e+07	2.15657e+07	2.29241e+07	2.17614e+07	2.06509e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.24004e+06	6.96798e+06	7.17531e+06	6.79662e+06	7.25372e+06	6.86572e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		14	14	5.84246e+06	1.34153e+07	6.28348e+06	1.27968e+07	1.29939e+07	6.48373e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	5.83217e+07	6.12301e+07	5.77599e+07	5.46717e+07	5.43073e+07	5.76887e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	942269	939624		927632	1.25672e+06	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.67146e+07	3.17541e+07	2.68774e+07	2.72395e+07	2.69258e+07	2.76524e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.1463e+07	1.1631e+07	1.05023e+07	1.11649e+07	1.13676e+07	1.04048e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	5.84368e+06	5.1735e+06	5.04539e+06	5.06721e+06	5.33458e+06	4.75391e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	5.9471e+06	5.73035e+06	5.50291e+06	5.68219e+06	5.72022e+06	5.80658e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.41972e+07	2.57567e+07	2.44427e+07	2.57625e+07	2.46246e+07	2.47116e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	1.70527e+06	2.29122e+06	2.35753e+06	2.24455e+06	1.97225e+06	2.34512e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	3.13588e+06	3.21212e+06	2.92741e+06	3.43533e+06	3.31684e+06	3.06249e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		15	15	1.01218e+07	1.99826e+07	9.98e+06	1.99907e+07	1.94787e+07	1.00897e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.53256e+06	4.97774e+06	4.44391e+06	4.39541e+06	4.69518e+06	4.50524e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	38	38	3.11175e+08	2.99851e+08	3.18991e+08	3.19567e+08	3.16659e+08	3.20916e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	8.66967e+06	1.08384e+07	1.01338e+07	1.07312e+07	1.00157e+07	9.67265e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.39234e+07	9.09712e+07	8.41613e+07	8.95558e+07	8.87953e+07	8.55e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.67777e+07	7.49467e+07	7.41882e+07	7.64591e+07	7.54456e+07	7.43307e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.17663e+07	9.81277e+06	1.13507e+07	1.18442e+07	1.20197e+07	1.15926e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.90321e+07	5.10997e+07	5.8784e+07	5.44367e+07	5.66105e+07	5.92799e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.38098e+07	1.56528e+07	1.38464e+07	1.32775e+07	1.37841e+07	1.37535e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	4.07214e+06	4.1218e+06	4.27397e+06	4.06728e+06	4.29937e+06	4.22834e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.33574e+06	2.4184e+06	3.89642e+06	3.77631e+06	3.86772e+06	3.97007e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.26388e+08	1.22979e+08	1.21258e+08	1.32169e+08	1.3193e+08	1.24726e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	4	4	8.14591e+06	8.74831e+06	7.5942e+06	6.64911e+06	6.64918e+06	7.77346e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.32898e+09	1.3691e+09	1.33678e+09	1.3551e+09	1.30826e+09	1.34106e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	5.25815e+06	4.92526e+06	5.21746e+06	5.0654e+06	5.2218e+06	5.30031e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.28961e+06	1.97168e+06	2.12017e+06	2.12319e+06	2.2366e+06	2.50427e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.56323e+07	1.55771e+07	1.48763e+07	1.54393e+07	1.52409e+07	1.61125e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.08465e+07	1.14718e+07	1.16531e+07	1.10339e+07	1.0884e+07	1.09602e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	13	13	2.95434e+07	3.00512e+07	3.04929e+07	2.96794e+07	3.09436e+07	2.93029e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18	6.75516e+07	7.58672e+07	6.62282e+07	7.07224e+07	6.90954e+07	6.60843e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.30027e+07	2.31011e+07	2.26834e+07	2.21489e+07	2.23286e+07	2.34918e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.84449e+07	1.76126e+07	1.90643e+07	1.80731e+07	1.9118e+07	1.92977e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	5.23076e+06	3.51675e+06	4.7397e+06	4.40286e+06	4.46982e+06	4.94434e+06
P07023	TYRA_ECOLI	tyrA	T-protein	10	10	8.58581e+06	8.24431e+06	7.90948e+06	7.28424e+06	7.59723e+06	7.5889e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.47961e+07	2.67919e+07	2.50617e+07	2.48234e+07	2.45669e+07	2.50367e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	2	2	4.97687e+06	5.64517e+06	4.74455e+06	4.6496e+06	4.62585e+06	4.78259e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	1.51005e+06	2.08447e+06	1.48912e+06	1.83531e+06	1.39664e+06	
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	49	49	1.12086e+08	1.09777e+08	1.12121e+08	1.12924e+08	1.1424e+08	1.13248e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	2.82273e+06	3.16494e+06	3.01433e+06	3.14462e+06	3.00966e+06	2.63412e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	9.30543e+06	9.64896e+06	9.11414e+06	9.49638e+06	9.29892e+06	8.7887e+06
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	253193		308259	249687	278097	384193
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	38	38	9.45224e+07	9.66645e+07	9.55403e+07	9.52559e+07	9.42519e+07	9.60988e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	10	10	8.48738e+06	9.10973e+06	9.2043e+06	8.38688e+06	8.32416e+06	8.42539e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.75775e+07	1.59627e+07	1.63184e+07	1.61206e+07	1.63608e+07	1.69326e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	1.43585e+06	1.4855e+06	1.44249e+06	1.1951e+06	1.21132e+06	1.21985e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.19302e+06	4.47812e+06	3.58331e+06	3.93058e+06	4.00634e+06	3.19241e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	23	23	2.94948e+07	3.03949e+07	2.952e+07	3.11007e+07	3.11561e+07	3.0424e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	3.70997e+06	3.95652e+06	3.93504e+06	4.2049e+06	3.84079e+06	3.67894e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.18372e+07	1.32458e+07	1.15696e+07	1.17216e+07	1.15373e+07	1.1548e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	1.0839e+08	1.07363e+08	1.04195e+08	1.10449e+08	1.12561e+08	1.08296e+08
