Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0AEV4	HYCA_ECOLI	hycA	Formate hydrogenlyase regulatory protein HycA	3	3	4.07256e+06	4.27166e+06	4.39402e+06	3.9603e+06	4.17303e+06	3.98285e+06
P0AEV7	HYCH_ECOLI	hycH	Formate hydrogenlyase maturation protein HycH	1	1	4.80975e+06	4.57834e+06	4.41983e+06	4.23361e+06	4.33023e+06	3.79702e+06
P0AEV9	HYCI_ECOLI	hycI	Hydrogenase 3 maturation protease	2	2	839430	995328	793310	888508	872915	825473
P0AEW6	INGK_ECOLI	gsk	Inosine-guanosine kinase	12	12	1.0795e+07	1.1234e+07	1.09747e+07	1.1176e+07	1.07787e+07	1.13349e+07
P0AEW9	K1PF_ECOLI	fruK	1-phosphofructokinase	13	13	8.48341e+07	8.59172e+07	8.69934e+07	9.00682e+07	8.86075e+07	8.7122e+07
P0AEX5	KPPR_ECOLI	prkB	Probable phosphoribulokinase	4	4	7.11023e+06	8.15388e+06	7.24452e+06	7.17276e+06	7.25724e+06	7.69186e+06
P0AEX9	MALE_ECOLI	malE	Maltose-binding periplasmic protein	19	19	4.13559e+07	4.25184e+07	4.24498e+07	4.13041e+07	4.43202e+07	4.28918e+07
P0AEY3	MAZG_ECOLI	mazG	Nucleoside triphosphate pyrophosphohydrolase	5	5	1.11815e+07	1.02826e+07	1.06612e+07	1.04275e+07	1.02446e+07	1.0934e+07
P0AEY5	MDAB_ECOLI	mdaB	Modulator of drug activity B	6	6	7.61045e+06	6.87469e+06	8.25596e+06	7.07389e+06	7.54483e+06	8.36199e+06
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	18	18	6.94983e+07	7.01823e+07	7.00169e+07	6.91191e+07	6.97605e+07	6.94925e+07
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	6	6	4.78457e+07	4.74261e+07	4.70537e+07	4.49789e+07	4.49438e+07	4.71724e+07
P0AF03	MOG_ECOLI	mog	Molybdopterin adenylyltransferase	5	5	5.09488e+07	4.63203e+07	5.18013e+07	4.65465e+07	4.71185e+07	5.30022e+07
P0AF06	MOTB_ECOLI	motB	Motility protein B	4	4	1.3008e+06	1.64831e+06	1.4155e+06	1.38192e+06	1.59236e+06	1.17881e+06
P0AF08	MRP_ECOLI	mrp	Protein mrp	7	7	3.91788e+07	4.15277e+07	4.20284e+07	3.68978e+07	3.75985e+07	4.25653e+07
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5	5	1.06042e+08	9.09393e+07	1.09117e+08	1.01322e+08	9.96609e+07	1.04322e+08
P0AF18	NAGA_ECOLI	nagA	N-acetylglucosamine-6-phosphate deacetylase	7	7	1.10263e+07	1.32311e+07	1.35691e+07	1.26778e+07	1.3014e+07	1.40989e+07
P0AF20	NAGC_ECOLI	nagC	N-acetylglucosamine repressor	10	10	5.6924e+06	6.85345e+06	5.67335e+06	5.32276e+06	5.589e+06	5.21461e+06
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	9	9	9.68299e+06	9.16691e+06	9.39942e+06	1.02568e+07	9.77766e+06	1.02079e+07
P0AF26	NARJ_ECOLI	narJ	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	2	2	3.6854e+06	2.55541e+06	3.0221e+06	2.364e+06	3.30862e+06	
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	11	11	3.67795e+07	3.32826e+07	3.58609e+07	3.67801e+07	3.75369e+07	3.59518e+07
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	8	8	9.64561e+07	9.36856e+07	9.01001e+07	9.66082e+07	1.00167e+08	9.32177e+07
P0AF48	YJBQ_ECOLI	yjbQ	UPF0047 protein YjbQ	1	1	1.73176e+06	3.77701e+06	3.37978e+06	3.86208e+06	3.92516e+06	2.6907e+06
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4	2.65371e+07	2.67278e+07	2.70695e+07	2.67103e+07	2.74378e+07	2.70942e+07
P0AF52	YJCD_ECOLI	yjcD	Putative permease YjcD	1	1	641260		1.17194e+06	1.26797e+06	1.22346e+06	623874
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2	3.68339e+06	3.43192e+06	3.99232e+06	3.93551e+06	3.12792e+06	3.91674e+06
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7	7.19428e+06	6.46514e+06	6.72378e+06	6.7569e+06	6.53114e+06	6.69682e+06
P0AF67	YJEE_ECOLI	yjeE	UPF0079 ATP-binding protein YjeE	4	4	1.47803e+07	1.47333e+07	1.42455e+07	1.38031e+07	1.35106e+07	1.42271e+07
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1	3.82991e+06		3.95678e+06	3.84576e+06	3.3449e+06	3.89738e+06
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	1	1	5.99107e+07	6.61737e+07	5.48333e+07	5.86604e+07	5.99292e+07	5.47204e+07
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5	4.49515e+08	4.37625e+08	4.38105e+08	4.43274e+08	4.38407e+08	4.25596e+08
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	4	4	4.8843e+06	4.90452e+06	4.55649e+06	4.45212e+06	4.9656e+06	4.18896e+06
P0AFA7	NHAB_ECOLI	nhaB	Na(+)/H(+) antiporter NhaB	2	2	4.12899e+06	3.63255e+06	3.97373e+06	4.10201e+06	3.97401e+06	3.95082e+06
P0AFB1	NLPI_ECOLI	nlpI	Lipoprotein NlpI	8	8	7.49664e+06	8.50588e+06	7.86977e+06	7.60428e+06	7.98426e+06	7.43778e+06
P0AFB5	NTRB_ECOLI	glnL	Nitrogen regulation protein NR(II)	4	4	2.1873e+06	2.28816e+06	2.20006e+06	2.27146e+06	2.12743e+06	2.0909e+06
P0AFB8	NTRC_ECOLI	glnG	Nitrogen regulation protein NR(I)	12	12	6.15603e+06	6.75306e+06	5.85296e+06	6.28644e+06	6.71535e+06	6.23123e+06
P0AFC0	NUDB_ECOLI	nudB	Dihydroneopterin triphosphate pyrophosphatase	1	1	1.70387e+06	1.7172e+06	2.14492e+06	2.13772e+06	2.06431e+06	1.98655e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	4	4	1.14496e+07	1.17465e+07	1.12074e+07	1.10929e+07	1.09659e+07	1.09589e+07
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9	6.23354e+07	5.85035e+07	6.21423e+07	6.12029e+07	6.04012e+07	6.09186e+07
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	1.99364e+07	1.93971e+07	1.83605e+07	2.14263e+07	2.1471e+07	1.80971e+07
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2	9.31972e+06	1.02542e+07	9.53975e+06	8.4668e+06	9.17235e+06	9.0617e+06
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	7	7	2.94908e+07	3.12996e+07	3.12634e+07	3.2521e+07	3.23371e+07	3.16349e+07
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	3	3	4.48423e+06	3.43439e+06	4.15267e+06	4.19346e+06	4.44376e+06	3.67219e+06
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	31	31	1.50608e+08	1.39115e+08	1.46101e+08	1.49037e+08	1.44772e+08	1.49952e+08
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9	1.601e+08	1.72152e+08	1.57069e+08	1.60982e+08	1.66066e+08	1.53451e+08
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	27	27	3.51175e+07	3.49943e+07	3.37925e+07	3.45879e+07	3.39556e+07	3.32878e+07
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	19	19	8.14408e+07	7.10788e+07	7.88498e+07	7.74783e+07	7.81838e+07	7.81527e+07
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	51	51	4.72891e+08	4.73654e+08	4.55068e+08	4.74162e+08	4.77332e+08	4.67033e+08
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	1	1	401476	318928		357845	343135	311719
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12	1.19212e+08	1.07704e+08	1.21299e+08	1.13365e+08	1.15513e+08	1.17048e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	7	7	2.63904e+06	3.12138e+06	2.86202e+06	2.93916e+06	2.98673e+06	2.82995e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	14	14	1.96505e+07	2.06868e+07	2.08197e+07	1.94308e+07	1.98336e+07	2.01136e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2	4.475e+06	4.9092e+06	5.3918e+06	4.91616e+06	5.00925e+06	5.56102e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	11	11	2.40505e+07	2.73194e+07	2.5064e+07	2.28054e+07	2.54482e+07	2.53374e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.69326e+07	1.43787e+07	1.62613e+07	1.67057e+07	1.58578e+07	1.63028e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	3	3	2.24843e+06	1.95621e+06	2.40503e+06	1.66948e+06	1.78613e+06	2.09244e+06
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	4	4	5.49583e+06	5.58758e+06	6.1464e+06	6.2827e+06	6.42222e+06	6.09398e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	20	20	3.513e+07	3.6159e+07	3.46186e+07	3.48376e+07	3.59591e+07	3.57277e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17	3.08449e+07	3.14849e+07	3.12239e+07	3.35828e+07	3.19115e+07	3.20404e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	4.74361e+07	4.85351e+07	4.72844e+07	5.02464e+07	5.00168e+07	4.8455e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	2.5679e+06	2.93059e+06	2.67751e+06	2.76164e+06	2.54052e+06	2.57696e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	5	5	1.40225e+07	1.43748e+07	1.46286e+07	1.67171e+07	1.41045e+07	1.48911e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	6	6	1.99735e+07	1.84629e+07	2.01948e+07	1.95358e+07	1.96821e+07	2.02201e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	1	1	1.47272e+06	1.9131e+06	2.29604e+06	2.37049e+06	2.24018e+06	2.63057e+06
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2	1.75392e+06		2.09038e+06	1.76195e+06	1.44884e+06	1.86804e+06
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.24945e+06	3.347e+06	3.27727e+06	3.09704e+06	3.22236e+06	3.04074e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	5	5	4.84584e+07	4.65951e+07	4.7465e+07	4.62247e+07	4.64184e+07	4.74951e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	8	8	2.19227e+07	2.27234e+07	2.29064e+07	2.2362e+07	2.1754e+07	2.28357e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	2	2	7.36106e+06	8.39618e+06	8.64273e+06	7.39654e+06	8.62811e+06	7.63739e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	3.23323e+07	3.26034e+07	3.42248e+07	3.33425e+07	3.31937e+07	3.29905e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	2.34334e+06	1.24876e+06	2.204e+06		1.64022e+06	2.09744e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2		2.45312e+06		2.06752e+06	2.33249e+06	
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	2.15714e+06	2.21592e+06	2.28045e+06	2.1694e+06	2.27908e+06	2.22905e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7	6.16096e+07	6.52497e+07	6.08148e+07	6.16457e+07	6.01451e+07	6.38397e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	1	1	5.17322e+06	3.97203e+06	3.89986e+06	4.07971e+06	5.4532e+06	4.84702e+06
P0AFW4	RNK_ECOLI	rnk	Regulator of nucleoside diphosphate kinase	1	1	521661		600845	608257	625897	539959
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	3.00338e+07	3.53361e+07	3.24277e+07	3.33841e+07	3.31179e+07	3.3382e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4	9.3934e+06	1.02554e+07	9.27813e+06	1.10693e+07	9.62695e+06	8.7191e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	2.96288e+06	5.1826e+06	3.83068e+06	4.91459e+06	4.32809e+06	4.39541e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	6	6	1.0594e+07	1.18686e+07	1.00431e+07	9.97807e+06	1.03231e+07	1.06896e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	11	11	8.94349e+07	8.08405e+07	8.98752e+07	9.16609e+07	8.91654e+07	9.05116e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	1.90339e+07	1.64833e+07	1.92092e+07	1.80834e+07	1.79257e+07	1.99247e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.45201e+07	4.69857e+07	4.55744e+07	4.27644e+07	4.27354e+07	4.5316e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	4	4	1.56238e+07	1.48224e+07	1.44176e+07	1.44855e+07	1.44869e+07	1.54546e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3	3		869122	954564	747497	1.20845e+06	986441
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	8	8	6.97078e+07	6.91396e+07	7.59123e+07	6.96835e+07	7.16342e+07	7.58022e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.41559e+07	1.62071e+07	1.39829e+07	1.51941e+07	1.50153e+07	1.40693e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	12	12	3.13325e+06	4.13725e+06	3.56626e+06	3.807e+06	3.48073e+06	3.62596e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	7.99479e+06	9.84496e+06	7.89285e+06	9.19492e+06	8.65388e+06	8.30289e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	16	16	9.68996e+07	1.06746e+08	9.10128e+07	9.60462e+07	1.02785e+08	9.5914e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	11	11	9.02636e+06	9.70904e+06	8.82773e+06	9.08588e+06	9.83276e+06	8.19165e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.097e+08	1.14722e+08	1.0928e+08	1.04777e+08	1.03401e+08	1.093e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	25	25	1.24175e+08	1.28969e+08	1.2363e+08	1.25778e+08	1.24461e+08	1.24426e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	8.41264e+06	1.03404e+07	9.49355e+06	9.117e+06	9.13106e+06	9.81235e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.39708e+09	1.47375e+09	1.41349e+09	1.40727e+09	1.38148e+09	1.40703e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	6.76464e+08	5.78687e+08	6.8931e+08	6.97917e+08	6.78794e+08	6.81028e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	4.44691e+08	3.97251e+08	4.39506e+08	4.06787e+08	4.28636e+08	4.4028e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.34917e+09	1.20394e+09	1.34708e+09	1.30447e+09	1.30786e+09	1.35184e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	9	9	8.24406e+08	6.94633e+08	8.77297e+08	8.3409e+08	8.68594e+08	8.50304e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.16273e+09	7.949e+08	1.20608e+09	1.14933e+09	1.15223e+09	1.25402e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	44	44	1.57528e+09	1.43144e+09	1.58467e+09	1.59384e+09	1.54719e+09	1.62867e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	1	1		4.16764e+06		2.55871e+06		
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	2	2	1.41603e+06	1.53886e+06		1.38246e+06	1.7273e+06	
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.17743e+06	1.96885e+06	1.69937e+06	2.03715e+06	1.78103e+06	2.14319e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2			715631	806728	952026	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17	1.43546e+07	1.54338e+07	1.43782e+07	1.50149e+07	1.51507e+07	1.4552e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	4	4	2.50568e+06	2.51415e+06	3.21161e+06	4.21165e+06	2.95451e+06	2.57506e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.76081e+08	3.83298e+08	3.70279e+08	3.87176e+08	3.83778e+08	3.91204e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.52721e+07	2.69183e+07	2.62954e+07	2.56043e+07	2.53817e+07	2.5656e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	5.10108e+06	4.64103e+06	5.17773e+06	5.26124e+06	5.37858e+06	5.61875e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	5.08616e+06	5.00442e+06	5.09251e+06	4.88588e+06	5.16282e+06	4.88151e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.72037e+07	4.81869e+07	4.47412e+07	4.59803e+07	4.74862e+07	4.64958e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.77858e+07	2.7657e+07	2.6906e+07	2.91619e+07	2.71052e+07	2.76848e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.98872e+06	1.03805e+07	9.40931e+06	9.90827e+06	9.93288e+06	1.0235e+07
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	7	7	1.32662e+07	1.56013e+07	1.36267e+07	1.32076e+07	1.33371e+07	1.39183e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	13	13	4.7481e+06	5.89239e+06	4.87871e+06	5.27304e+06	5.23797e+06	4.66244e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	937987	662522	978786	855045	777164	868924
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	3.97931e+06		3.59837e+06	3.98824e+06	3.96897e+06	4.14551e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.21191e+08	3.49819e+08	3.26408e+08	3.34135e+08	3.43327e+08	3.3331e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.65386e+07	3.98677e+07	3.86534e+07	3.71564e+07	3.71722e+07	3.77242e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	2.22346e+08	2.1526e+08	2.18241e+08	2.10002e+08	2.11394e+08	2.18238e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	4.21332e+07	4.12308e+07	4.14511e+07	3.90975e+07	3.99244e+07	4.21706e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	3.96467e+07	3.84018e+07	4.1078e+07	4.02753e+07	4.12802e+07	4.21653e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4	4.54512e+06	3.8364e+06	4.47549e+06	4.25934e+06	4.7254e+06	4.72461e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	7.78057e+06	8.35234e+06	8.73357e+06	7.093e+06	8.29943e+06	8.53034e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	5.51665e+06	6.80514e+06	6.08077e+06	6.39308e+06	6.21155e+06	5.74845e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.15837e+06	9.91011e+06	1.09843e+07	8.96611e+06	9.43252e+06	9.80696e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16	2.40326e+07	2.53007e+07	2.40395e+07	2.43902e+07	2.46016e+07	2.41137e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	5	5	2.92522e+06	2.67895e+06	2.20693e+06	2.82197e+06	2.60782e+06	2.75479e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	1.03869e+07	1.08667e+07	1.09933e+07	1.08928e+07	1.03923e+07	1.06247e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	6.34821e+07	6.46311e+07	6.53526e+07	6.34393e+07	6.39407e+07	6.5098e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	9.52667e+06	1.05014e+07	1.00779e+07	9.84009e+06	1.02504e+07	1.02035e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	17	17	1.02277e+08	9.39284e+07	1.03269e+08	1.01998e+08	1.03964e+08	1.05054e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.17794e+07	7.83914e+07	7.63203e+07	7.47982e+07	7.12481e+07	7.81576e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.21092e+07	1.09306e+07	1.16335e+07	1.16011e+07	1.12678e+07	1.23731e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.19351e+08	2.87281e+08	2.21393e+08	2.2103e+08	2.29092e+08	2.26485e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2		802105	529079	598304	436671	335054
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.63536e+07	1.84578e+07	1.65955e+07	1.65854e+07	1.65455e+07	1.721e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1		2.3562e+06	1.71675e+06	2.1017e+06	1.61274e+06	1.56002e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.48744e+08	3.08076e+08	3.32688e+08	3.48012e+08	3.22805e+08	3.53451e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.55409e+07	4.55572e+07	4.99219e+07	4.85101e+07	4.78402e+07	4.43322e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	1.79877e+07	1.98046e+07	1.86781e+07	1.80983e+07	1.81539e+07	1.80848e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2		706071		709638	615392	625080
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	4	4	1.70001e+07	1.92289e+07	1.66553e+07	1.59012e+07	1.60134e+07	1.60037e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	8	8	4.12774e+06	3.95688e+06	4.33127e+06	4.64998e+06	4.45584e+06	4.10016e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.21956e+07	2.40171e+07	2.19088e+07	2.25202e+07	2.27993e+07	2.35436e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	9.04551e+06	9.71448e+06	8.52034e+06	9.4168e+06	9.50845e+06	9.26338e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	2.30377e+07	2.5071e+07	2.07545e+07	2.01154e+07	1.90258e+07	2.2642e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	4	4	1.98118e+07	2.29719e+07	2.10093e+07	2.15807e+07	2.05781e+07	2.16182e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.16201e+07	4.32774e+07	4.09815e+07	4.26336e+07	4.20006e+07	4.14332e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	3.11406e+06	4.43377e+06	3.38267e+06	3.2947e+06	3.31278e+06	3.12766e+06
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	7.41392e+07	8.47488e+07	7.65666e+07	7.57128e+07	7.4961e+07	7.84492e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	760815		738109	519741	487438	602550
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	6.1904e+06	7.50974e+06	6.12382e+06	6.99599e+06	7.50959e+06	6.74673e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	6.75376e+09	6.06789e+09	7.08664e+09	6.48576e+09	6.67611e+09	7.33755e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.43423e+07	2.16133e+07	2.32943e+07	2.40061e+07	2.38879e+07	2.26274e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.87292e+07	1.84197e+07	1.83088e+07	1.81069e+07	1.86312e+07	1.83493e+07
