Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P64499	P64499		yebO		3.60379e+06	3.16495e+06	3.77977e+06	3.25515e+06	3.45457e+06	3.14205e+06
P64506	P64506		yebY		1.55298e+06	1.74656e+06	1.54609e+06	1.65683e+06	1.56031e+06	1.68293e+06
P64534	P64534		rcnB		2.51746e+06	2.65401e+06	2.45142e+06	2.63952e+06	2.54728e+06	2.80035e+06
P64540	P64540		yfcL		7.68427e+06	7.81444e+06	7.49706e+06	7.29869e+06	8.15863e+06	7.23427e+06
P64545	P64545		yfgG		747054	586230	607109	569884	706280	563909
P64554	P64554		queE		3.7621e+06	3.80781e+06	3.70183e+06	3.8752e+06	3.65379e+06	3.8286e+06
P64559	P64559		cptB		448794	474246	402399	596208	427782	514630
P64564	P64564		yggT		225785	233688	307246	183457	178680	214147
P64581	P64581		yqjD		3.47603e+07	3.23193e+07	3.72015e+07	3.04576e+07	3.25922e+07	3.2228e+07
P64585	P64585		yqjE		829372	905867	751470	910719	726430	713625
P64588	P64588		yqjI		1.67712e+06	1.82582e+06	1.53702e+06	1.75349e+06	1.70807e+06	2.01287e+06
P64596	P64596		yraP		1.25144e+07	1.22203e+07	1.22517e+07	1.1861e+07	1.24373e+07	1.18716e+07
P64599	P64599		yhbT		4.27487e+06	4.59499e+06	4.27861e+06	4.58997e+06	4.16198e+06	4.6222e+06
P64602	P64602		mlaB		1.88822e+06	1.73585e+06	1.83452e+06	1.86061e+06	1.68838e+06	1.87227e+06
P64604	P64604		mlaD		5.6283e+06	5.94069e+06	5.70778e+06	5.39716e+06	5.56898e+06	5.37153e+06
P64612	P64612		yhcM		1.17143e+06	1.20214e+06	1.14634e+06	1.2505e+06	1.1608e+06	1.26774e+06
P64624	P64624		yheO		2.74778e+06	3.29348e+06	2.828e+06	3.80734e+06	3.3217e+06	3.5098e+06
P64636	P64636		yrfG		2.63783e+06	2.67871e+06	2.73263e+06	2.73188e+06	2.5702e+06	2.54997e+06
P65367	P65367		yqcA		2.34041e+06	2.42104e+06	2.46588e+06	2.52693e+06	2.33037e+06	2.65395e+06
P65556	P65556		yfcD		2.06481e+06	1.86945e+06	1.93274e+06	1.94864e+06	1.92004e+06	1.81598e+06
P65870	P65870		queD		3.17233e+06	2.81491e+06	3.14677e+06	2.8181e+06	3.24584e+06	2.86485e+06
P66817	P66817		diaA		2.65997e+06	2.21312e+06	2.57223e+06	2.35322e+06	2.63025e+06	2.49299e+06
P66948	P66948		yfgC		5.59172e+06	5.28149e+06	6.20602e+06	5.3975e+06	5.80005e+06	5.4867e+06
P67080	P67080		yggS		3.42881e+06	3.31773e+06	3.32335e+06	3.30832e+06	3.11985e+06	3.51418e+06
P67087	P67087		rsmI		2.5407e+06	2.44231e+06	2.53437e+06	2.53401e+06	2.53072e+06	2.53076e+06
P67095	P67095		yfcE		771927	597904	771052	688322	783633	686426
P67603	P67603		yqfB		3.12206e+06	2.93058e+06	3.23186e+06	3.16077e+06	3.14452e+06	2.7489e+06
P67660	P67660		yhaJ		1.22692e+06	1.26547e+06	1.27057e+06	1.39295e+06	1.30358e+06	1.15201e+06
P67826	P67826		cutC		1.84717e+06	2.07073e+06	1.86349e+06	1.79191e+06	1.55952e+06	1.92296e+06
P67910	P67910		hldD		1.86276e+07	1.75653e+07	1.8461e+07	1.77397e+07	1.87033e+07	1.81594e+07
P68066	P68066		grcA		2.883e+08	2.84851e+08	2.79861e+08	2.8741e+08	2.82429e+08	2.87679e+08
P68187	P68187		malK		1.88179e+06	1.99403e+06	1.84028e+06	2.01707e+06	1.84796e+06	1.94136e+06
P68191	P68191		sra		2.48376e+06	1.86718e+06	2.28494e+06	2.17889e+06	2.35584e+06	2.03743e+06
P68206	P68206		yjbJ		2.25395e+06	2.35538e+06	2.09037e+06	1.84902e+06	2.10473e+06	1.78133e+06
P68679	P68679		rpsU		8.52014e+07	8.88885e+07	8.40563e+07	8.37582e+07	8.50019e+07	8.64895e+07
P68688	P68688		grxA		1.56876e+06	1.3047e+06	1.48683e+06	1.42777e+06	1.63307e+06	1.2128e+06
P68699	P68699		atpE		3.27331e+06	3.78004e+06	3.19528e+06	3.84983e+06	3.05736e+06	3.34359e+06
P68739	P68739		nfi		7.50621e+06	6.17783e+06	7.92324e+06	6.27755e+06	7.87576e+06	6.57419e+06
P68767	P68767		pepA		9.85729e+06	9.63663e+06	1.00993e+07	1.00446e+07	9.71925e+06	1.00692e+07
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				964612	2.25941e+07	917246	2.27964e+07	953570	2.17934e+07
P68919	P68919		rplY		1.18087e+08	1.01246e+08	1.17678e+08	1.02381e+08	1.19048e+08	1.02918e+08
P69222	P69222		infA		1.58899e+07	1.34526e+07	1.61156e+07	1.3732e+07	1.67572e+07	1.39109e+07
P69228	P69228		baeR		2.35067e+06	2.36184e+06	2.44849e+06	2.55504e+06	2.50626e+06	2.50928e+06
P69330	P69330		citD		1.28457e+07	1.16708e+07	1.36539e+07	1.21569e+07	1.37082e+07	1.31767e+07
P69346	P69346		yefM		986419	916473	960094	786507	893414	784766
P69407	P69407		rcsB		6.46319e+06	6.06308e+06	6.55048e+06	6.31102e+06	6.33795e+06	6.73707e+06
P69411	P69411		rcsF		6.36197e+06	6.23336e+06	6.28881e+06	6.1895e+06	6.53281e+06	6.3567e+06
P69425	P69425		tatB		2.51274e+06	2.75003e+06	2.59204e+06	2.98624e+06	2.47464e+06	2.85507e+06
P69428	P69428		tatA		2.60429e+07	2.82343e+07	2.5574e+07	2.54406e+07	2.62565e+07	2.78848e+07
P69441	P69441		adk		4.65761e+07	4.86975e+07	4.70124e+07	4.87925e+07	4.82599e+07	4.77994e+07
P69503	P69503		apt		2.56379e+07	2.40077e+07	2.53733e+07	2.48422e+07	2.57815e+07	2.51732e+07
P69741	P69741		hybO		2.30107e+06	2.33149e+06	2.36203e+06	2.32733e+06	2.38513e+06	2.24205e+06
P69776	P69776		lpp		3.94573e+07	3.96412e+07	3.85234e+07	3.8873e+07	3.85356e+07	3.97725e+07
P69783	P69783		crr		2.61414e+08	2.34212e+08	2.53326e+08	2.51662e+08	2.51937e+08	2.43839e+08
P69786	P69786		ptsG		5.44739e+06	5.16967e+06	5.3502e+06	5.27321e+06	5.19528e+06	5.17947e+06
P69791	P69791		chbA		698907	273745	457314	318280	433306	272577
P69797	P69797		manX		1.31855e+07	1.2365e+07	1.32194e+07	1.27431e+07	1.32624e+07	1.24325e+07
P69801	P69801		manY		1.30193e+06	1.29669e+06	1.23518e+06	1.13653e+06	1.46707e+06	1.19324e+06
P69805	P69805		manZ		6.56201e+06	6.8403e+06	6.78492e+06	6.78413e+06	7.009e+06	6.2197e+06
P69811	P69811		fruB		1.0862e+07	1.02831e+07	1.08613e+07	1.0614e+07	1.08315e+07	1.02506e+07
P69829	P69829		ptsN		685596	668934	701382	646937	725630	659074
P69853	P69853		dmsD		956809	1.23844e+06	1.026e+06	1.35176e+06	966726	1.40439e+06
P69874	P69874		potA		4.38838e+06	4.32272e+06	4.39213e+06	4.38781e+06	4.51465e+06	4.06166e+06
P69902	P69902		frc		2.36325e+06	2.27078e+06	2.27948e+06	2.32053e+06	2.49867e+06	2.5014e+06
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)					4.1232e+06		4.14759e+06		4.12161e+06
P69908	P69908		gadA		4.30989e+06	3.15722e+06	4.34323e+06	3.15314e+06	4.17146e+06	3.29588e+06
P69910	P69910		gadB		4.15541e+07	4.27951e+07	4.05667e+07	4.2743e+07	4.12134e+07	4.12285e+07
P69913	P69913		csrA		9.83434e+06	9.12947e+06	9.72652e+06	9.58375e+06	9.03998e+06	1.00107e+07
P69924	P69924		nrdB		2.81297e+06	3.09362e+06	2.88734e+06	2.95898e+06	2.73795e+06	2.96824e+06
P69931	P69931		hda		905821	917987	923476	894173	983273	841852
P75691	P75691		yahK		1.37406e+06	1.26423e+06	1.33983e+06	1.29721e+06	1.29041e+06	1.1676e+06
P75713	P75713		ylbA		329989	418157	363607	336814	339017	364533
P75726	P75726		citF		5.34282e+06	5.60586e+06	5.1914e+06	5.73342e+06	5.50053e+06	5.53602e+06
P75728	P75728		ubiF		1.23006e+06	1.26502e+06	1.21149e+06	1.26134e+06	1.10823e+06	1.20604e+06
P75736	P75736		ybfF		2.12807e+06	2.41559e+06	2.23132e+06	2.46653e+06	2.10792e+06	2.44262e+06
P75745	P75745		ybgK		1.2801e+06	1.43293e+06	1.29674e+06	1.34325e+06	1.40006e+06	1.36892e+06
P75777	P75777		ybhG		2.80229e+06	2.39936e+06	2.90575e+06	2.50859e+06	2.83668e+06	2.6383e+06
P75780	P75780		fiu		644633	628259	663072	644942	686807	665109
P75782	P75782		rlmF		877685	991057	1.10212e+06	978555	1.03558e+06	891217
P75818	P75818		ybjP		5.76391e+06	6.16157e+06	6.03487e+06	6.07469e+06	5.61382e+06	5.88502e+06
P75821	P75821		ybjS		1.39532e+06	1.41241e+06	1.44675e+06	1.6166e+06	1.27161e+06	1.62683e+06
P75823	P75823		ltaE		6.26129e+06	6.91809e+06	6.86497e+06	6.86449e+06	6.39754e+06	7.17869e+06
P75829	P75829		ybjX		2.29058e+06	2.09327e+06	2.38691e+06	2.27073e+06	2.26505e+06	2.11925e+06
P75838	P75838		ycaO		9.99642e+06	9.58966e+06	9.63781e+06	9.7344e+06	9.72296e+06	9.77196e+06
P75849	P75849		ycbL		1.90549e+06	1.50475e+06	1.89415e+06	1.61944e+06	1.65496e+06	1.52601e+06
P75863	P75863		ycbX		1.34533e+06	1.24543e+06	1.35527e+06	1.32965e+06	1.26003e+06	1.31011e+06
P75864	P75864		rlmL		1.35691e+06	1.55251e+06	1.41013e+06	1.54369e+06	1.46218e+06	1.61292e+06
P75867	P75867		ycbZ		1.62692e+06	1.56894e+06	1.7624e+06	1.62878e+06	1.55952e+06	1.62183e+06
P75874	P75874		yccU		2.93905e+06	3.02993e+06	2.92987e+06	3.03362e+06	2.93608e+06	2.93979e+06
P75876	P75876		rlmI		3.96137e+06	3.78516e+06	4.04676e+06	3.96271e+06	3.88419e+06	4.01566e+06
P75882	P75882		gfcD		5.3425e+06	5.58193e+06	5.28305e+06	5.50129e+06	5.1786e+06	5.41876e+06
P75883	P75883		gfcC		1.84468e+06	1.53475e+06	1.88273e+06	1.84671e+06	1.51255e+06	1.20902e+06
P75884	P75884		gfcB		1.85675e+06	1.69512e+06	1.80705e+06	1.61493e+06	1.5934e+06	1.45682e+06
P75913	P75913		ghrA		1.09738e+06	1.05835e+06	1.07439e+06	1.10907e+06	1.19273e+06	1.13867e+06
P75914	P75914		ycdX		5.52888e+06	5.80615e+06	5.61504e+06	5.85792e+06	5.6804e+06	5.85391e+06
P75915	P75915		ycdY		8.60545e+06	9.48402e+06	9.05818e+06	9.10916e+06	8.49427e+06	9.00994e+06
P75931	P75931		yceM		766617	778260	698962	656838	769096	904653
P75937	P75937		flgE		3.76985e+06	3.96092e+06	3.83079e+06	3.99276e+06	3.72954e+06	3.91818e+06
P75949	P75949		nagZ		1.69865e+06	1.60624e+06	1.71855e+06	1.70997e+06	1.73974e+06	1.58416e+06
P75957	P75957		lolD		2.11738e+06	2.17264e+06	2.21127e+06	2.18267e+06	2.05038e+06	2.36304e+06
P75959	P75959		nagK		2.08202e+06	2.31069e+06	2.09209e+06	2.17855e+06	2.19484e+06	2.45737e+06
P75960	P75960		cobB		3.47863e+06	3.38085e+06	3.44213e+06	3.44421e+06	3.43063e+06	3.48855e+06
P76002	P76002		pliG		792749	720675	787180	750909	900957	819051
P76004	P76004		ycgM		827084	861404	867321	920236	862378	898385
P76008	P76008		ldcA		1.53646e+06	1.5305e+06	1.5658e+06	1.54436e+06	1.56333e+06	1.62231e+06
P76014	P76014		dhaL		6.23833e+06	6.36614e+06	6.55427e+06	6.42246e+06	6.24337e+06	6.07813e+06
P76015	P76015		dhaK		2.54845e+06	2.40645e+06	2.584e+06	2.33244e+06	2.35737e+06	2.32633e+06
P76027	P76027		oppD		870430	925609	953600	992435	978889	1.00842e+06
P76034	P76034		yciT		1.35271e+06	1.34639e+06	1.42143e+06	1.39462e+06	1.38523e+06	1.32339e+06
P76055	P76055		ttcA		2.05809e+06	1.72825e+06	1.99788e+06	2.03425e+06	1.88389e+06	1.92431e+06
P76112	P76112		yncA		1.18707e+06	1.43636e+06	1.3174e+06	1.40115e+06	1.22178e+06	1.29836e+06
P76116	P76116		yncE		3.57184e+06	3.64886e+06	3.58533e+06	3.47061e+06	3.65048e+06	3.4882e+06
P76170	P76170		ynfB		2.25268e+06	2.55789e+06	2.22952e+06	2.65416e+06	2.30825e+06	2.47604e+06
P76177	P76177		ydgH		1.34332e+07	1.23276e+07	1.32169e+07	1.23667e+07	1.33659e+07	1.24914e+07
P76187	P76187		ydhF		2.29341e+06	2.82746e+06	2.41588e+06	2.72988e+06	2.11229e+06	3.18381e+06
P76192	P76192		ydhV		1.71083e+06	1.77438e+06	1.74928e+06	1.76348e+06	1.67642e+06	1.67024e+06
P76193	P76193		ynhG		1.6321e+06	1.64204e+06	1.73761e+06	1.5304e+06	1.8442e+06	1.5583e+06
P76204	P76204		ydiV		1.06321e+06	1.07164e+06	1.04183e+06	1.0779e+06	1.03128e+06	1.16258e+06
P76220	P76220		ydjY		648718	1.16961e+06	588262	723053	630404	927775
P76223	P76223		ynjB		2.14096e+06	2.02523e+06	2.06372e+06	1.95543e+06	2.11532e+06	2.0457e+06
P76227	P76227		ynjH		3.23515e+06	3.85057e+06	3.31101e+06	3.68976e+06	3.32278e+06	3.40103e+06
P76243	P76243		yeaO		1.83871e+06	1.80848e+06	1.82802e+06	1.6894e+06	1.84358e+06	1.89403e+06
P76245	P76245		yeaP		706036	797762	710429	743502	710559	758820
P76256	P76256		yeaZ		2.18362e+06	2.13692e+06	2.19633e+06	1.84207e+06	2.07579e+06	1.77426e+06
P76268	P76268		kdgR		5.69268e+06	5.97408e+06	5.78683e+06	6.0249e+06	5.74102e+06	6.05001e+06
P76270	P76270		msrC		3.60077e+06	3.78965e+06	4.01176e+06	4.10158e+06	3.9619e+06	4.32702e+06
P76290	P76290		cmoA		2.01096e+06	2.28182e+06	2.07673e+06	2.29175e+06	2.10681e+06	2.23501e+06
P76291	P76291		cmoB		1.88813e+06	1.90698e+06	1.8367e+06	2.10701e+06	1.82664e+06	2.16104e+06
P76316	P76316		dcyD		2.9069e+06	2.27627e+06	2.69579e+06	2.09973e+06	2.89451e+06	2.40051e+06
P76342	P76342		yedY		774264	1.2319e+06	1.09241e+06	1.1272e+06	732004	1.10963e+06
P76372	P76372		wzzB		8.46096e+06	7.57309e+06	8.31206e+06	7.42002e+06	7.80396e+06	8.07407e+06
P76402	P76402		yegP		3.60816e+06	3.55635e+06	3.4594e+06	3.41978e+06	3.357e+06	3.34314e+06
P76403	P76403		yegQ		2.72915e+06	2.48354e+06	2.66761e+06	2.55788e+06	2.63117e+06	2.57535e+06
P76440	P76440		preT		1.17054e+06	1.20727e+06	1.19538e+06	1.16875e+06	1.18005e+06	1.17403e+06
P76445	P76445		yeiU		1.71412e+06	1.9614e+06	1.76856e+06	1.98666e+06	1.85929e+06	2.27921e+06
P76471	P76471		yfaZ		613634	598592	868282	824837	742165	897679
P76491	P76491		yfbR		875134	1.03377e+06	871618	935195	928757	996452
P76502	P76502		sixA		6.74245e+06	7.27383e+06	6.49996e+06	7.37232e+06	6.12889e+06	7.07884e+06
P76506	P76506		mlaA		7.01332e+06	7.33017e+06	6.92012e+06	7.47828e+06	6.82028e+06	7.59601e+06
P76535	P76535		murQ		1.90338e+06	1.62755e+06	1.87748e+06	1.69451e+06	1.82879e+06	1.75579e+06
P76536	P76536		yfeX		9.12523e+06	8.59639e+06	8.94079e+06	8.71856e+06	9.00481e+06	8.89431e+06
P76537	P76537		yfeY		2.90763e+06	2.53614e+06	3.01527e+06	2.5609e+06	3.06623e+06	2.67399e+06
P76539	P76539		ypeA		1.7976e+06	1.83129e+06	1.81666e+06	1.81632e+06	1.78379e+06	1.8368e+06
P76558	P76558		maeB		2.38953e+06	2.28084e+06	2.37977e+06	2.32275e+06	2.44838e+06	2.30164e+06
P76569	P76569		yfgD		1.56735e+06	1.8195e+06	1.52263e+06	1.72896e+06	1.2423e+06	1.80471e+06
P76576	P76576		yfgM		9.77908e+06	8.74797e+06	9.6397e+06	9.80792e+06	9.58923e+06	9.13563e+06
P76578	P76578		yfhM		393464	366496	322397	355947	407550	
P76594	P76594		yfiQ		8.98819e+06	8.12692e+06	8.60673e+06	8.09897e+06	8.67572e+06	8.17293e+06
P76658	P76658		hldE		9.21502e+06	8.91843e+06	9.08473e+06	8.89718e+06	8.99572e+06	8.87967e+06
P76938	P76938		epmC		1.55596e+06	1.59994e+06	1.54328e+06	1.63363e+06	1.49041e+06	1.59603e+06
P77150	P77150		pdxY		3.52941e+06	3.69827e+06	3.59234e+06	3.65066e+06	3.59433e+06	3.71753e+06
P77173	P77173		zipA		2.27402e+06	2.22739e+06	2.32343e+06	2.20637e+06	2.37412e+06	2.13509e+06
P77182	P77182		mnmC		1.18373e+06	1.0435e+06	1.22756e+06	1.01515e+06	1.31905e+06	1.14738e+06
P77247	P77247		yniC		1.47469e+06	1.41623e+06	1.40018e+06	1.45409e+06	1.41138e+06	1.57989e+06
P77258	P77258		nemA		4.29811e+06	5.03792e+06	4.43118e+06	5.22173e+06	4.4383e+06	5.14247e+06
P77279	P77279		ybbL		2.22264e+06	2.10828e+06	2.15984e+06	2.20548e+06	2.25148e+06	2.32675e+06
P77285	P77285		rnfG		2.09249e+06	2.01815e+06	2.18248e+06	2.09476e+06	2.20955e+06	2.40027e+06
P77330	P77330		borD		2.56879e+07	1.94902e+07	2.59034e+07	1.97656e+07	2.58844e+07	2.10648e+07
P77348	P77348		mppA		1.91751e+06	2.02961e+06	1.85647e+06	1.87082e+06	1.81283e+06	1.81413e+06
P77376	P77376		ydgJ		2.29637e+06	2.40368e+06	2.36904e+06	2.43732e+06	2.39272e+06	2.16825e+06
P77395	P77395		ybbN		2.52781e+06	2.75658e+06	2.56721e+06	2.76182e+06	2.58631e+06	2.70231e+06
P77398	P77398		arnA			596785	416309	559402	396928	497459
P77433	P77433		ykgG		1.03183e+06	1.38172e+06	1.1883e+06	1.38909e+06	1.26072e+06	1.3337e+06
P77434	P77434		alaC		2.02034e+06	2.08676e+06	2.04611e+06	2.10607e+06	2.08385e+06	2.08913e+06
P77454	P77454		glsA1		1.26371e+06	1.37381e+06	1.29388e+06	1.33961e+06	1.21112e+06	1.38634e+06
P77475	P77475		yqaB		2.7765e+06	2.40027e+06	2.53513e+06	2.42491e+06	2.58164e+06	2.85141e+06
P77488	P77488		dxs		2.97943e+06	2.82262e+06	2.94644e+06	2.79086e+06	2.84384e+06	2.84394e+06
P77499	P77499		sufC		1.53818e+06	1.35368e+06	1.52115e+06	1.38826e+06	1.39182e+06	1.24102e+06
P77529	P77529		ydjN		4.38695e+06	5.03544e+06	4.57512e+06	5.1012e+06	4.32637e+06	4.90587e+06
P77536	P77536		ykgF		1.28243e+06	1.30996e+06	1.43167e+06	1.29165e+06	1.46452e+06	1.33075e+06
P77552	P77552		ydhQ		2.51279e+06	2.5132e+06	2.61178e+06	2.496e+06	2.51086e+06	2.39755e+06
P77562	P77562		yaiW		1.29789e+06	1.2833e+06	1.33792e+06	1.2262e+06	1.08931e+06	1.31137e+06
P77570	P77570		anmK		1.28354e+06	1.38612e+06	1.26204e+06	1.36649e+06	1.26424e+06	1.40662e+06
P77611	P77611		rnfC		838478	878159	882276	847420	885138	838778
P77625	P77625		yfbT		8.47733e+06	7.85299e+06	8.19117e+06	8.2313e+06	8.157e+06	8.00782e+06
P77698	P77698		ybcK		4.93444e+06	3.85547e+06	4.75092e+06	4.09514e+06	4.54924e+06	3.98284e+06
P77717	P77717		ybaY		1.33164e+06	1.57007e+06	1.24162e+06	1.63817e+06	1.27379e+06	1.61991e+06
P77718	P77718		thiI		2.33075e+06	2.47768e+06	2.41069e+06	2.49185e+06	2.40395e+06	2.4298e+06
P77735	P77735		yajO		3.69128e+06	3.53736e+06	3.66107e+06	3.49173e+06	3.79419e+06	3.4838e+06
P77737	P77737		oppF		1.63895e+06	1.91765e+06	1.64981e+06	1.79954e+06	1.58196e+06	1.92463e+06
P77739	P77739		yniA		936378	982587	944290	896851	1.05426e+06	1.04127e+06
P77748	P77748		ydiJ		1.24895e+06	1.17228e+06	1.15856e+06	1.14232e+06	1.22418e+06	1.11281e+06
P77756	P77756		queC		1.40871e+06	1.47418e+06	1.4147e+06	1.44092e+06	1.39157e+06	1.60297e+06
P77774	P77774		bamB		1.58261e+07	1.66922e+07	1.54652e+07	1.56288e+07	1.59804e+07	1.59404e+07
P77804	P77804		ydgA		8.55524e+06	7.75825e+06	8.59988e+06	7.89688e+06	8.60158e+06	8.18354e+06
P77808	P77808		yfaY		2.1332e+06	2.13887e+06	2.06888e+06	2.21993e+06	2.07222e+06	2.28949e+06
P78067	P78067		ynjE		2.6855e+06	3.0466e+06	2.62132e+06	2.69966e+06	2.45292e+06	2.70959e+06
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)					5.9487e+06		6.19105e+06		5.88216e+06
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)					8.55552e+06		8.91889e+06		9.03677e+06
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)					1.91595e+07		2.02408e+07		2.10681e+07
Q2M7R5	Q2M7R5		yibT		2.19201e+06	2.42895e+06	2.16869e+06	2.44807e+06	2.18717e+06	2.5289e+06
Q46798	Q46798		ygeR		737642	701249		729574	616816	747805
Q46829	Q46829		bglA		1.15862e+07	1.29529e+07	1.17428e+07	1.28104e+07	1.12281e+07	1.25933e+07
Q46835	Q46835		yghG		727448	643736	802757	699553	807534	870294
Q46845	Q46845		yghU		362116	373630	335935	240838	319231	362333
Q46851	Q46851		gpr		876558	866957	857259	858847	902191	894668
Q46856	Q46856		yqhD		3.72039e+06	3.48524e+06	3.74592e+06	3.67294e+06	3.67497e+06	3.63562e+06
Q46857	Q46857		dkgA		2.98547e+06	3.11637e+06	3.08053e+06	3.06503e+06	3.08641e+06	2.91492e+06
Q46868	Q46868		yqiC		9.86349e+06	8.96185e+06	9.92786e+06	8.59294e+06	9.365e+06	8.552e+06
Q46871	Q46871		yqjH		3.8164e+06	4.03166e+06	4.00254e+06	4.02664e+06	3.82608e+06	3.61331e+06
Q46893	Q46893		ispD		2.76485e+06	2.52785e+06	2.80669e+06	2.58762e+06	2.87079e+06	2.42624e+06
Q46919	Q46919		yqcC		468993	657360	403952	618791	501585	637918
Q46920	Q46920		queF		4.60625e+06	4.44036e+06	4.69219e+06	4.39735e+06	4.53431e+06	4.25294e+06
Q46925	Q46925		csdA		3.59818e+06	3.44673e+06	3.72958e+06	3.57674e+06	3.7142e+06	3.71744e+06
Q46927	Q46927		ygdL		351216	457584	447246	291414	527693	292845
Q46948	Q46948		yajL		4.86003e+06	5.09036e+06	4.70116e+06	4.94803e+06	4.63951e+06	4.95975e+06
Q47147	Q47147		yafJ		927562	927925	965947	1.02139e+06	926691	938011
Q47622	Q47622		sapA		733946	665918	661561	671270	621674	705027
Q47679	Q47679		yafV		766521	683613	713109	715551	709198	660391
Q57154	Q57154		repB		532921	637631	713188	616124	598173	594338
Q57261	Q57261		truD		4.01584e+06	4.27308e+06	4.1392e+06	4.22981e+06	4.04617e+06	4.14235e+06
Q59385	Q59385		copA		4.81555e+06	4.46442e+06	4.88491e+06	4.62017e+06	4.74185e+06	4.64954e+06
Q93K97	Q93K97		nudF		3.41526e+06	3.59219e+06	3.52734e+06	3.5102e+06	3.43023e+06	3.71877e+06
