Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P12281	P12281		moeA		6.33329e+06	6.29593e+06	6.45152e+06	6.22792e+06	6.34243e+06	6.0035e+06
P12282	P12282		moeB		6.33068e+06	7.0126e+06	6.66567e+06	7.07851e+06	4.97659e+06	7.43612e+06
P12295	P12295		ung		1.44323e+06	1.48573e+06	1.43e+06	1.49893e+06	1.37161e+06	1.362e+06
P12758	P12758		udp		2.80369e+07	2.75759e+07	2.70722e+07	2.65255e+07	2.67098e+07	2.7337e+07
P12994	P12994		ybhB			576023		194833		546712
P13001	P13001		bioH		452861	168023	324119		328342	
P13009	P13009		metH		1.97656e+06	2.05644e+06	1.97647e+06	2.11467e+06	2.05185e+06	2.1345e+06
P13016	P13016		ampD		1.93179e+06	1.83981e+06	2.00069e+06	1.75626e+06	1.92085e+06	1.77006e+06
P13024	P13024		fdhE		4.32672e+06	4.37825e+06	4.37012e+06	4.33264e+06	4.46364e+06	4.18888e+06
P13029	P13029		katG		4.08219e+07	4.1689e+07	4.00789e+07	4.0778e+07	3.98807e+07	4.06101e+07
P13033	P13033		glpB		1.56646e+06	1.65093e+06	1.71192e+06	1.78317e+06	1.54573e+06	1.74778e+06
P13035	P13035		glpD		3.76662e+06	3.44671e+06	3.62696e+06	3.58394e+06	3.61315e+06	3.45777e+06
P13445	P13445		rpoS		4.72283e+06	4.6268e+06	4.85386e+06	4.75328e+06	4.6014e+06	4.91912e+06
P13857	P13857		rimL		690941	480597	891384	621904	710899	718697
P13979	P13979		traT		3.40249e+06	3.29427e+06	3.34755e+06	3.22108e+06	3.30123e+06	3.40786e+06
P14081	P14081		selB		3.30203e+06	2.72926e+06	2.91531e+06	2.75683e+06	2.61266e+06	3.05312e+06
P14175	P14175		proV		871606	826943	889952	819791	841206	918579
P14407	P14407		fumB		1.42302e+07	1.45477e+07	1.44642e+07	1.46646e+07	1.45198e+07	1.46315e+07
P14900	P14900		murD		3.73126e+06	3.66133e+06	3.66195e+06	3.50509e+06	3.5167e+06	3.66212e+06
P15034	P15034		pepP		3.53823e+06	3.44952e+06	3.48419e+06	3.36538e+06	3.6018e+06	3.58233e+06
P15042	P15042		ligA		7.33898e+06	7.44276e+06	7.65272e+06	7.25744e+06	7.50911e+06	7.76494e+06
P15067	P15067		glgX		2.3023e+06	2.43707e+06	2.27729e+06	2.43847e+06	2.04029e+06	2.38587e+06
P15070	P15070		fliN		4.19329e+06	4.07149e+06	4.43835e+06	4.88533e+06	4.19857e+06	4.39039e+06
P15082	P15082		srlR		883765	908467	940047	854814	868625	862778
P15254	P15254		purL		3.01578e+06	3.12778e+06	3.01342e+06	3.08621e+06	2.96936e+06	3.20387e+06
P15288	P15288		pepD		1.75931e+07	1.71542e+07	1.75171e+07	1.7618e+07	1.70887e+07	1.76417e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)					9.02233e+06	2.90972e+06	9.27929e+06		8.97946e+06
P15639	P15639		purH		5.10074e+06	5.30492e+06	5.17738e+06	5.39206e+06	5.09669e+06	5.28423e+06
P15640	P15640		purD		2.77689e+06	2.55327e+06	2.75245e+06	2.62963e+06	2.57776e+06	2.71579e+06
P15770	P15770		aroE		3.38025e+06	3.15581e+06	3.43159e+06	3.15052e+06	3.35348e+06	3.24329e+06
P15977	P15977		malQ		3.40334e+06	3.42841e+06	3.78093e+06	3.40277e+06	3.49741e+06	3.19873e+06
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)					1.31438e+07		1.2709e+07	2.64025e+06	1.26548e+07
P16095	P16095		sdaA		5.67108e+06	5.65571e+06	5.84082e+06	5.07554e+06	6.10896e+06	5.28963e+06
P16384	P16384		miaA		2.27663e+06	2.21456e+06	2.09526e+06	2.07139e+06	2.23354e+06	2.10723e+06
P16431	P16431		hycE		3.05257e+06	3.23536e+06	3.1504e+06	3.18467e+06	3.07371e+06	3.16946e+06
P16433	P16433		hycG		1.01382e+06	850697	1.02612e+06	947534	1.14193e+06	913554
P16456	P16456		selD		6.55315e+06	6.38523e+06	6.42766e+06	6.45824e+06	6.21842e+06	6.42859e+06
P16528	P16528		iclR		1.90441e+06	1.80169e+06	1.99619e+06	1.87361e+06	1.97768e+06	1.78448e+06
P16659	P16659		proS		1.24677e+07	1.32372e+07	1.23566e+07	1.3157e+07	1.25964e+07	1.30319e+07
P16700	P16700		cysP		6.69042e+06	6.47403e+06	6.57232e+06	6.70751e+06	6.48584e+06	6.59741e+06
P16703	P16703		cysM		3.47795e+06	3.6023e+06	3.37907e+06	3.77778e+06	3.30922e+06	3.85529e+06
P16926	P16926		mreC		1.61824e+07	1.61994e+07	1.61638e+07	1.55653e+07	1.58607e+07	1.41137e+07
P17109	P17109		menD		1.81463e+06	1.74023e+06	1.85761e+06	1.64897e+06	1.81196e+06	1.62734e+06
P17115	P17115		gutQ		2.1145e+06	2.05639e+06	2.03188e+06	2.05313e+06	2.09427e+06	2.00082e+06
P17117	P17117		nfsA		4.37048e+06	4.47659e+06	4.60708e+06	4.75164e+06	4.16698e+06	4.60392e+06
P17169	P17169		glmS		4.29207e+07	4.37052e+07	4.2715e+07	4.37697e+07	4.35132e+07	4.39959e+07
P17315	P17315		cirA		2.35984e+06	2.30112e+06	2.26308e+06	2.38101e+06	2.25014e+06	2.14409e+06
P17443	P17443		murG		3.06944e+06	3.05426e+06	3.06569e+06	3.13049e+06	2.97699e+06	3.00318e+06
P17445	P17445		betB		629329	681672	486225	622934	494136	795768
P17846	P17846		cysI		1.09986e+07	1.06775e+07	1.08465e+07	1.081e+07	1.10089e+07	1.07191e+07
P17854	P17854		cysH		6.98379e+06	6.59841e+06	7.21889e+06	6.78544e+06	6.9093e+06	6.74297e+06
P17952	P17952		murC		3.06194e+06	3.06018e+06	3.16958e+06	2.9484e+06	3.13373e+06	3.17372e+06
P17993	P17993		ubiG		2.33818e+06	2.32544e+06	2.41627e+06	2.31545e+06	2.49695e+06	2.36267e+06
P18133	P18133		pncB		2.13475e+06	1.92577e+06	2.27488e+06	1.96871e+06	2.06996e+06	1.95745e+06
P18196	P18196		minC		2.63325e+06	2.56359e+06	2.59017e+06	2.55391e+06	2.55849e+06	2.60084e+06
P18355	P18355				2.99347e+06	1.64381e+06	3.07251e+06	1.7134e+06	3.11143e+06	1.77742e+06
P18390	P18390		yjjA		1.50505e+06	1.3235e+06	1.47925e+06	1.29451e+06	1.43378e+06	1.37806e+06
P18775	P18775		dmsA		3.19585e+06	3.12598e+06	3.21828e+06	3.2454e+06	3.20108e+06	3.05101e+06
P18776	P18776		dmsB		2.33e+06	2.11713e+06	2.30931e+06	2.18504e+06	2.19585e+06	2.19501e+06
P18843	P18843		nadE		1.86865e+07	1.71312e+07	1.83878e+07	1.70678e+07	1.83217e+07	1.7037e+07
P19624	P19624		pdxA		519698	361126	458630	473761	483293	434463
P19926	P19926		agp		2.92552e+06	2.63223e+06	2.85461e+06	2.7738e+06	2.87711e+06	2.76093e+06
P19931	P19931		hyaE		1.39006e+06	1.39987e+06	1.39296e+06	1.4371e+06	1.32388e+06	1.28242e+06
P19934	P19934		tolA		1.63778e+06	1.54158e+06	1.57191e+06	1.63511e+06	1.51395e+06	1.64314e+06
P20083	P20083		parE		1.54591e+06	1.52426e+06	1.57012e+06	1.57863e+06	1.59195e+06	1.65723e+06
P20966	P20966		fruA		1.0899e+07	1.04546e+07	1.11185e+07	1.00175e+07	1.06845e+07	1.02554e+07
P21156	P21156		cysD		2.40147e+06	2.51131e+06	2.3214e+06	2.48723e+06	2.39613e+06	2.3693e+06
P21165	P21165		pepQ		2.12434e+07	2.02321e+07	2.11055e+07	2.02984e+07	2.16348e+07	2.04899e+07
P21170	P21170		speA		7.09555e+06	6.61069e+06	7.10881e+06	6.51358e+06	6.84104e+06	6.72676e+06
P21179	P21179		katE		594729	710104	582991	649465	493231	634628
P21338	P21338		rna		1.6992e+06	1.67657e+06	1.65743e+06	1.58877e+06	1.66554e+06	1.669e+06
P21367	P21367		ycaC		1.56117e+06	1.58387e+06	1.60886e+06	1.64613e+06	1.43498e+06	1.67302e+06
P21369	P21369		pncA		1.83972e+06	1.99732e+06	1.65344e+06	2.07666e+06	1.84224e+06	2.24155e+06
P21420	P21420		nmpC		3.13877e+07	2.77765e+07	3.03339e+07	2.91891e+07	2.82011e+07	2.80216e+07
P21499	P21499		rnr		4.69548e+06	4.55156e+06	4.64967e+06	4.64914e+06	4.73134e+06	4.75901e+06
P21507	P21507		srmB		6.56265e+06	6.68847e+06	6.6657e+06	6.65452e+06	6.45157e+06	6.81155e+06
P21513	P21513		rne		7.64554e+06	7.61816e+06	7.72749e+06	7.5579e+06	7.47546e+06	7.45309e+06
P21599	P21599		pykA		2.33469e+07	2.23519e+07	2.28937e+07	2.28625e+07	2.3249e+07	2.31651e+07
P21645	P21645		lpxD		5.31922e+06	5.77639e+06	5.61056e+06	5.66286e+06	5.72839e+06	4.92046e+06
P21829	P21829		ybhA		2.67731e+06	2.46067e+06	2.64322e+06	2.54361e+06	2.65645e+06	2.55696e+06
P21888	P21888		cysS		1.11474e+07	1.12745e+07	1.09757e+07	1.13521e+07	1.09751e+07	1.1392e+07
P21889	P21889		aspS		1.15076e+07	1.1915e+07	1.18991e+07	1.19337e+07	1.1716e+07	1.18282e+07
P21893	P21893		recJ		1.14928e+06	1.14448e+06	1.14412e+06	1.1007e+06	1.11255e+06	1.07726e+06
P22106	P22106		asnB		2.67331e+06	2.64121e+06	2.80588e+06	2.69013e+06	2.7453e+06	2.44648e+06
P22186	P22186		mraZ		2.37198e+06	2.31442e+06	2.0986e+06	2.30726e+06	2.28735e+06	2.31758e+06
P22188	P22188		murE		7.25088e+06	7.12368e+06	7.18781e+06	7.17697e+06	6.87521e+06	7.1598e+06
P22255	P22255		cysQ		7.63274e+06	7.30688e+06	7.34195e+06	7.14081e+06	7.44452e+06	7.1325e+06
P22256	P22256		gabT		1.11455e+06	1.37505e+06	1.10371e+06	1.32297e+06	1.05884e+06	1.29577e+06
P22259	P22259		pckA		8.09229e+06	7.50196e+06	7.99078e+06	7.61248e+06	7.79839e+06	7.65624e+06
P22333	P22333		add		1.6346e+07	1.67682e+07	1.64696e+07	1.6539e+07	1.59622e+07	1.6599e+07
P22523	P22523		mukB		4.10082e+06	3.97492e+06	4.05013e+06	3.97633e+06	4.00364e+06	4.00411e+06
P22524	P22524		mukE		5.43838e+06	6.01632e+06	5.29944e+06	6.38282e+06	5.23792e+06	6.2504e+06
P22525	P22525		ycbB		1.72805e+06	1.5977e+06	1.73776e+06	1.66765e+06	1.8202e+06	1.61566e+06
P22634	P22634		murI		1.13532e+06	1.02254e+06	1.19158e+06	910947	1.0776e+06	1.02692e+06
P22939	P22939		ispA		4.45e+06	4.71203e+06	4.79342e+06	4.96606e+06	4.47376e+06	5.01225e+06
P23003	P23003		trmA		1.2011e+06	1.13135e+06	1.13217e+06	1.07548e+06	1.09498e+06	1.11537e+06
P23305	P23305		yigA		1.47313e+06	1.65002e+06	1.50474e+06	1.48908e+06	1.60954e+06	1.61182e+06
P23331	P23331		tdk		2.70037e+06	2.59142e+06	2.636e+06	2.88763e+06	2.64804e+06	2.80791e+06
P23538	P23538		ppsA		4.97406e+06	4.88575e+06	4.86023e+06	5.0333e+06	4.86326e+06	4.9259e+06
P23721	P23721		serC		1.22533e+07	1.21764e+07	1.23313e+07	1.21784e+07	1.23037e+07	1.2317e+07
P23827	P23827		eco		1.19226e+07	1.25259e+07	1.29232e+07	1.23323e+07	1.27398e+07	1.19068e+07
P23830	P23830		pssA		1.26787e+06	1.2841e+06	1.20122e+06	1.29309e+06	1.28443e+06	1.32766e+06
P23836	P23836		phoP		1.63955e+07	1.61825e+07	1.66434e+07	1.6086e+07	1.61318e+07	1.65195e+07
P23837	P23837		phoQ		5.4257e+06	5.21748e+06	5.50377e+06	5.51916e+06	4.41692e+06	5.34866e+06
P23839	P23839		yicC		6.12666e+06	6.27244e+06	6.30985e+06	6.27174e+06	6.23718e+06	5.89135e+06
P23843	P23843		oppA		5.26842e+06	4.92828e+06	5.25465e+06	4.78318e+06	5.1543e+06	4.67887e+06
P23845	P23845		cysN		3.43706e+06	3.35922e+06	3.47063e+06	3.33083e+06	3.67322e+06	3.32811e+06
P23847	P23847		dppA		1.58965e+06	1.28657e+06	1.69396e+06	1.23896e+06	1.64165e+06	1.34025e+06
P23857	P23857		pspE		1.2913e+06	827032	1.22501e+06	1.06371e+06	1.21468e+06	987793
P23865	P23865		prc		6.35137e+06	6.41874e+06	6.32339e+06	6.53308e+06	6.23285e+06	6.67142e+06
P23869	P23869		ppiB		4.34715e+07	3.81868e+07	4.28219e+07	3.68018e+07	4.42372e+07	3.60505e+07
P23871	P23871		hemH		2.10296e+06	2.75972e+06	2.34746e+06	2.76549e+06	2.3008e+06	2.73571e+06
P23882	P23882		fmt		7.26213e+06	7.01029e+06	6.77416e+06	7.22663e+06	7.32168e+06	7.16224e+06
P23893	P23893		hemL		1.07063e+07	1.15517e+07	1.08753e+07	1.15312e+07	1.09646e+07	1.15559e+07
P23894	P23894		htpX		4.30013e+06	4.39714e+06	4.16905e+06	4.38592e+06	3.97336e+06	4.23111e+06
P23908	P23908		argE		1.36907e+06	1.27209e+06	1.2677e+06	1.16575e+06	1.36471e+06	1.26911e+06
P23909	P23909		mutS		3.54416e+06	3.74432e+06	3.57332e+06	3.66996e+06	3.43345e+06	3.60822e+06
P23917	P23917		mak		1.36832e+06	1.19408e+06	1.39059e+06	1.39821e+06	1.51909e+06	1.49186e+06
P24169	P24169		speF		3.19014e+06	3.33021e+06	3.30107e+06	3.31766e+06	3.15204e+06	3.25713e+06
P24171	P24171		dcp		2.18544e+06	2.39462e+06	2.07188e+06	2.34776e+06	2.11555e+06	2.24935e+06
P24178	P24178		yffB		4.37365e+06	4.38451e+06	4.48871e+06	4.31339e+06	4.46177e+06	3.77218e+06
P24182	P24182		accC		2.06666e+07	1.92628e+07	1.99099e+07	1.93391e+07	2.01334e+07	1.89588e+07
P24183	P24183		fdnG		5.32392e+06	5.44476e+06	5.46455e+06	5.43878e+06	5.28505e+06	5.40609e+06
P24186	P24186		folD		6.38469e+06	5.58401e+06	6.1003e+06	5.93826e+06	5.99271e+06	5.86223e+06
P24193	P24193		hypE		2.72098e+06	2.72907e+06	2.64332e+06	2.54099e+06	2.71279e+06	2.70099e+06
P24202	P24202		mrr		1.69344e+06	1.70775e+06	1.68781e+06	1.56722e+06	1.60269e+06	1.683e+06
P24203	P24203		yjiA		3.22814e+06	3.69605e+06	3.06414e+06	3.48632e+06	3.30153e+06	3.14444e+06
P24205	P24205		msbB		2.2664e+06	3.2313e+06	2.05781e+06	3.07258e+06	2.1868e+06	3.45357e+06
P24215	P24215		uxuA		2.68807e+06	2.76838e+06	2.68705e+06	2.70432e+06	2.46429e+06	2.82096e+06
P24216	P24216		fliD		797981	882901	831586	847891	781621	870924
P24224	P24224		acpS		1.94059e+06	1.81407e+06	1.84933e+06	1.96022e+06	2.0154e+06	2.0346e+06
P24228	P24228		dacB		1.80915e+06	1.74226e+06	1.91533e+06	1.83794e+06	1.77525e+06	1.85012e+06
P24232	P24232		hmp		970467	904976	1.01229e+06		1.05782e+06	
P24251	P24251		crl		6.01999e+06	6.84012e+06	5.99983e+06	6.80335e+06	5.69717e+06	6.70968e+06
P24252	P24252		ybgA		1.29684e+06	1.55695e+06	1.472e+06	1.45252e+06	1.36422e+06	1.47284e+06
P24255	P24255		rpoN		699789	515674	642822	616282	742208	609237
P24554	P24554		radA		643746	647430	594229	662251	524081	616761
P25397	P25397		tehB		2.91656e+06	3.20405e+06	3.13367e+06	3.17141e+06	3.06281e+06	3.08286e+06
P25437	P25437		frmA		7.7719e+06	7.66429e+06	7.80149e+06	7.73612e+06	8.02886e+06	7.68929e+06
P25516	P25516		acnA		3.29798e+06	3.23319e+06	3.30046e+06	3.0114e+06	3.34222e+06	2.59905e+06
P25519	P25519		hflX		2.58334e+06	2.51826e+06	2.63297e+06	2.54721e+06	2.65043e+06	2.58657e+06
P25522	P25522		mnmE		4.56555e+06	4.13464e+06	4.74428e+06	4.31544e+06	4.4941e+06	4.20806e+06
P25524	P25524		codA		2.18436e+06	2.1612e+06	2.24801e+06	2.153e+06	2.22021e+06	2.15829e+06
P25535	P25535		visC		2.61996e+06	2.80026e+06	2.73784e+06	2.53961e+06	2.48697e+06	2.31597e+06
P25536	P25536		yhdE		2.41194e+06	2.47274e+06	2.55473e+06	2.4104e+06	2.40727e+06	2.54175e+06
P25539	P25539		ribD		3.81797e+06	3.78431e+06	3.86258e+06	3.64426e+06	3.93398e+06	3.87859e+06
P25552	P25552		gppA		1.15249e+06	1.3399e+06	1.19408e+06	1.31896e+06	1.19887e+06	1.38462e+06
P25714	P25714		yidC		7.34039e+06	6.33739e+06	7.23345e+06	6.31343e+06	7.38335e+06	6.42795e+06
P25736	P25736		endA		788677	828236	838582	777031	834698	836895
P25745	P25745		mnmA		4.1812e+06	3.87848e+06	4.12254e+06	3.98043e+06	4.03422e+06	4.0807e+06
P25746	P25746		hflD		2.72449e+06	3.08853e+06	2.65213e+06	3.15133e+06	2.63084e+06	3.03935e+06
P25888	P25888		rhlE		2.32091e+06	2.2901e+06	2.36753e+06	2.29595e+06	2.272e+06	2.2758e+06
P25894	P25894		yggG		919470	692987	880228	632076	805639	693328
P25906	P25906		ydbC		669423	756735	695398	804848	753634	828054
P26602	P26602		ubiC		1.54102e+06	1.23244e+06	1.41792e+06	1.26217e+06	1.5002e+06	1.1901e+06
P26608	P26608		fliS		4.01803e+06	3.31039e+06	3.81953e+06	3.38365e+06	4.05246e+06	3.15902e+06
P26612	P26612		amyA		455873	465743	567221	560207	483004	428436
P26616	P26616		maeA		9.85958e+06	9.86019e+06	9.5187e+06	9.80656e+06	9.54977e+06	9.47804e+06
P26646	P26646		acuI		4.45913e+06	4.57218e+06	4.42758e+06	4.50476e+06	4.52771e+06	4.42503e+06
P26647	P26647		plsC		1.078e+06	1.09015e+06	1.07094e+06	1.30592e+06	1.14584e+06	1.16118e+06
P26648	P26648		ftsP		1.10499e+06	1.12179e+06	1.15816e+06	1.18641e+06	1.14602e+06	1.12378e+06
P27248	P27248		gcvT		1.01405e+07	9.33172e+06	9.92165e+06	9.57296e+06	9.89387e+06	9.00256e+06
P27278	P27278		nadR		413897	345609	393053	396254	395070	362606
P27298	P27298		prlC		1.00422e+07	9.79128e+06	1.00692e+07	9.53512e+06	9.76842e+06	9.62705e+06
P27302	P27302		tktA		3.05104e+07	2.9755e+07	3.03595e+07	2.98628e+07	2.99087e+07	2.90783e+07
P27303	P27303		emrA		1.45891e+06	1.408e+06	1.36104e+06	1.40934e+06	1.37779e+06	1.39815e+06
P27306	P27306		sthA		1.04888e+06	977251	1.09501e+06	982033	908859	947186
P27431	P27431		ycfD		4.57148e+06	4.88796e+06	4.90958e+06	5.00372e+06	4.84068e+06	5.39133e+06
P27434	P27434		rodZ		1.06772e+07	1.02385e+07	1.05299e+07	1.03547e+07	1.0638e+07	1.01946e+07
P27828	P27828		wecB		2.14194e+06	2.05186e+06	2.20236e+06	2.0907e+06	2.10573e+06	2.01113e+06
P27829	P27829		wecC		3.58108e+06	3.2358e+06	3.44518e+06	3.41983e+06	3.54552e+06	3.33031e+06
P27830	P27830		rffG		1.36238e+06	1.31441e+06	1.31203e+06	1.30012e+06	1.23595e+06	1.28027e+06
P27833	P27833		rffA		2.28344e+06	2.17798e+06	2.29012e+06	2.16177e+06	2.27528e+06	2.01953e+06
P27836	P27836		wecG		483318	604304	493528	584971	487746	521202
P27838	P27838		cyaY		2.00236e+06	2.01339e+06	2.047e+06	1.94985e+06	1.87452e+06	1.874e+06
P27848	P27848		yigL		5.50118e+06	4.57557e+06	5.64912e+06	4.95037e+06	5.71824e+06	4.78701e+06
P27859	P27859		tatD		1.73753e+06	1.70029e+06	1.74291e+06	1.7018e+06	1.58634e+06	1.9241e+06
P28248	P28248		dcd		3.0465e+06	3.12029e+06	3.07745e+06	2.96276e+06	3.10766e+06	3.10778e+06
P28304	P28304		qorA		3.5914e+06	3.50254e+06	3.64665e+06	3.58529e+06	3.80131e+06	3.87916e+06
P28306	P28306		yceG		859597	839847	867031	837790	877345	827132
P28629	P28629		adiA		2.06803e+06	1.90933e+06	2.08153e+06	1.85921e+06	2.06728e+06	1.9226e+06
P28635	P28635		metQ		1.33392e+07	1.37785e+07	1.35363e+07	1.39167e+07	1.32439e+07	1.37718e+07
P28903	P28903		nrdD		5.79194e+06	5.73237e+06	5.85317e+06	5.91234e+06	5.89753e+06	5.71264e+06
P28904	P28904		treC		2.68859e+06	2.91447e+06	2.6003e+06	3.07654e+06	2.79404e+06	2.90623e+06
P29012	P29012		dadX		533783	472895	461565	522253	481899	615270
P29018	P29018		cydD		779007	967330	814069	988240	705307	923273
P29131	P29131		ftsN		1.0307e+06	929757	1.09433e+06	733569	1.0622e+06	909252
P29208	P29208		menC		3.18134e+06	2.69244e+06	3.17143e+06	2.83116e+06	3.14127e+06	2.80772e+06
P29217	P29217		yceH		2.63534e+06	2.50288e+06	2.56795e+06	2.76301e+06	2.71942e+06	2.79705e+06
P29680	P29680		hemE		6.08722e+06	5.65368e+06	5.99041e+06	5.88615e+06	6.11477e+06	5.55814e+06
P29744	P29744		flgL		2.886e+06	2.32873e+06	2.81956e+06	2.26289e+06	2.91123e+06	2.36079e+06
P29745	P29745		pepT		5.86477e+06	6.50347e+06	6.02562e+06	6.57302e+06	5.9241e+06	6.48886e+06
P30011	P30011		nadC		2.05063e+06	1.87277e+06	2.02245e+06	1.90578e+06	2.02584e+06	2.02492e+06
P30014	P30014		rnt		5.37287e+06	5.07794e+06	5.46738e+06	5.27874e+06	5.58424e+06	5.19937e+06
P30125	P30125		leuB		782458	726808	671786	791520	644133	695624
P30128	P30128		greB		1.85796e+06	1.9757e+06	2.01183e+06	1.97892e+06	1.82488e+06	2.11347e+06
P30130	P30130		fimD		1.66562e+06	1.64247e+06	1.47587e+06	1.65468e+06	1.67327e+06	1.59119e+06
P30177	P30177		ybiB		8.67715e+06	9.29756e+06	8.75265e+06	9.54546e+06	8.47731e+06	9.44669e+06
P30178	P30178		ybiC		2.29462e+06	2.24523e+06	2.65267e+06	2.34476e+06	2.29702e+06	2.58706e+06
P30744	P30744		sdaB		5.43203e+06	5.68719e+06	5.44021e+06	5.78514e+06	5.53852e+06	5.58254e+06
P30749	P30749		moaE		3.21222e+06	3.20304e+06	3.2114e+06	3.33994e+06	3.1115e+06	3.26735e+06
P30750	P30750		metN		1.30185e+06	998594	1.4384e+06	1.08846e+06	1.37349e+06	928016
P30843	P30843		basR		1.8093e+06	1.79888e+06	1.83526e+06	1.77395e+06	1.85641e+06	1.93465e+06
P30850	P30850		rnb		7.84859e+06	7.6899e+06	7.84325e+06	7.72457e+06	7.90184e+06	7.74769e+06
P30852	P30852		smf		1.69927e+06	1.98915e+06	1.92353e+06	1.98045e+06	1.81434e+06	2.00039e+06
P30859	P30859		artI		3.84524e+06	3.38262e+06	3.95125e+06	3.20869e+06	3.71446e+06	3.51454e+06
P30870	P30870		glnE		370469	222676	382702	423192	346474	330896
P30871	P30871		ygiF		3.95576e+06	4.0842e+06	3.81809e+06	3.96712e+06	3.90806e+06	3.84917e+06
P30958	P30958		mfd		5.84919e+06	5.89669e+06	6.06713e+06	6.0065e+06	5.66349e+06	6.13722e+06
P31057	P31057		panB		9.1343e+06	8.08671e+06	8.83393e+06	8.10053e+06	8.87487e+06	8.35118e+06
P31063	P31063		yedD		5.24012e+06	5.69667e+06	5.67592e+06	5.87551e+06	5.46248e+06	5.66322e+06
P31068	P31068		fliH		1.0184e+06	1.00703e+06	978056	1.02965e+06	1.01051e+06	1.06961e+06
P31069	P31069		kch		1.23251e+06	1.05736e+06	1.27723e+06	934741	1.16916e+06	971555
P31119	P31119		aas		1.36715e+06	1.32844e+06	1.36948e+06	1.28799e+06	1.41915e+06	1.29509e+06
P31120	P31120		glmM		1.09588e+07	1.15683e+07	1.13073e+07	1.12844e+07	1.16159e+07	1.15172e+07
P31142	P31142		sseA		6.85431e+06	6.59336e+06	7.02783e+06	6.93891e+06	7.07022e+06	6.91022e+06
P31224	P31224		acrB		1.91562e+06	2.17635e+06	2.02006e+06	2.02178e+06	1.95204e+06	2.03701e+06
P31433	P31433		yicH		1.03857e+06	1.05141e+06	1.06511e+06	1.06697e+06	1.10606e+06	1.08792e+06
P31455	P31455		yidR		1.34695e+06	1.42401e+06	1.45216e+06	1.42244e+06	1.31626e+06	1.3606e+06
P31467	P31467		yieH		1.81901e+06	2.07153e+06	1.84912e+06	1.94675e+06	1.81617e+06	2.01523e+06
P31473	P31473		ravA		1.41302e+06	1.25334e+06	1.27933e+06	1.25719e+06	1.43916e+06	1.34922e+06
P31475	P31475		yieP		1.37955e+06	1.38343e+06	1.27103e+06	1.3427e+06	1.28717e+06	1.32076e+06
P31545	P31545		efeB		1.02559e+06	961975	887850	873851	904006	976723
P31550	P31550		thiB		1.59147e+06	1.55086e+06	1.73561e+06	1.70632e+06	1.75934e+06	1.62879e+06
P31554	P31554		lptD		6.91893e+06	6.59403e+06	6.92142e+06	6.50297e+06	6.93791e+06	6.62399e+06
P31658	P31658		hchA		1.01917e+07	1.03799e+07	1.00548e+07	1.0499e+07	9.69198e+06	9.96795e+06
P31663	P31663		panC		2.79981e+06	2.57424e+06	2.71105e+06	2.5343e+06	2.74038e+06	2.50679e+06
P31680	P31680		djlA		1.01998e+06	1.21147e+06	1.08892e+06	1.15325e+06	1.12926e+06	1.2337e+06
P31697	P31697		fimC		4.46338e+06	4.17563e+06	4.36421e+06	4.25793e+06	4.57084e+06	4.42703e+06
P31802	P31802		narP		2.78291e+06	2.78328e+06	2.54816e+06	2.96756e+06	2.28449e+06	3.30447e+06
P31808	P31808		yciK		3.21282e+06	3.28465e+06	3.20464e+06	3.42028e+06	3.06882e+06	3.40376e+06
P31825	P31825		yfiC		627265	636460	529636	643062	645708	630646
P31979	P31979		nuoF		1.23534e+07	1.194e+07	1.21929e+07	1.20754e+07	1.21714e+07	1.1615e+07
P32099	P32099		lplA		2.03325e+06	1.90775e+06	2.16509e+06	1.92442e+06	2.08882e+06	1.62951e+06
P32131	P32131		hemN		3.38256e+06	3.33518e+06	3.38111e+06	3.31257e+06	3.3862e+06	3.33609e+06
P32132	P32132		typA		4.26191e+07	4.19406e+07	4.19931e+07	4.25946e+07	4.27607e+07	4.30385e+07
P32157	P32157		yiiM		3.48252e+06	3.23603e+06	3.45566e+06	3.25562e+06	3.49374e+06	3.32091e+06
P32162	P32162		yiiS		2.36894e+06	2.07555e+06	2.38346e+06	1.95026e+06	2.39059e+06	2.17449e+06
