Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P21165	P21165		pepQ		1.10748e+07	1.15036e+07	1.12885e+07	1.10447e+07	1.11143e+07	1.10894e+07
P21170	P21170		speA		7.68016e+06	7.62034e+06	7.58804e+06	7.86401e+06	7.68618e+06	7.27304e+06
P21179	P21179		katE		853103	863195	871949	884672	885573	892831
P21338	P21338		rna		2.25376e+06	2.54179e+06	2.6308e+06	2.42477e+06	2.14445e+06	2.43196e+06
P21367	P21367		ycaC		1.70539e+06	1.77874e+06	1.77551e+06	1.70017e+06	1.68982e+06	1.65287e+06
P21369	P21369		pncA		2.14556e+06	2.20748e+06	2.22313e+06	2.01286e+06	1.99898e+06	2.33114e+06
P21420	P21420		nmpC		2.89054e+07	3.26309e+07	3.19108e+07	2.93117e+07	2.90545e+07	3.03896e+07
P21499	P21499		rnr		4.99025e+06	5.10019e+06	5.1638e+06	4.88898e+06	4.9047e+06	5.06864e+06
P21507	P21507		srmB		6.31518e+06	6.25714e+06	6.23379e+06	6.1668e+06	5.84938e+06	5.97901e+06
P21513	P21513		rne		7.18396e+06	7.37106e+06	7.38143e+06	7.25221e+06	7.11748e+06	6.90168e+06
P21599	P21599		pykA		2.2846e+07	2.29092e+07	2.30878e+07	2.3117e+07	2.2811e+07	2.2461e+07
P21645	P21645		lpxD		7.52836e+06	7.64632e+06	7.14522e+06	6.92814e+06	7.13796e+06	7.0749e+06
P21829	P21829		ybhA		2.77092e+06	2.69658e+06	2.713e+06	2.74487e+06	2.73691e+06	2.61579e+06
P21888	P21888		cysS		1.28414e+07	1.28369e+07	1.24617e+07	1.2647e+07	1.2412e+07	1.18515e+07
P21889	P21889		aspS		1.26453e+07	1.29549e+07	1.27537e+07	1.26043e+07	1.23988e+07	1.23783e+07
P21893	P21893		recJ		4.22982e+06	4.09154e+06	3.92469e+06	4.26582e+06	3.97274e+06	4.34996e+06
P22106	P22106		asnB		1.8518e+06	2.03834e+06	1.9684e+06	1.81294e+06	1.9638e+06	1.82168e+06
P22186	P22186		mraZ		2.32545e+06	2.22524e+06	2.27738e+06	2.40001e+06	2.30833e+06	2.37419e+06
P22188	P22188		murE		6.25698e+06	6.10133e+06	5.82462e+06	6.02738e+06	5.96344e+06	5.39226e+06
P22255	P22255		cysQ		7.47967e+06	7.58097e+06	7.74593e+06	7.26817e+06	7.40407e+06	7.5699e+06
P22256	P22256		gabT		1.24365e+06	1.20701e+06	1.2572e+06	1.25003e+06	1.15224e+06	1.31279e+06
P22259	P22259		pckA		8.90184e+06	9.22845e+06	9.17289e+06	8.86133e+06	8.67867e+06	9.00737e+06
P22333	P22333		add		2.06959e+07	2.11461e+07	2.144e+07	2.08155e+07	2.04053e+07	2.13738e+07
P22523	P22523		mukB		4.88392e+06	4.84944e+06	5.00026e+06	4.9296e+06	4.81629e+06	5.0159e+06
P22524	P22524		mukE		5.85191e+06	5.60193e+06	5.64769e+06	5.68621e+06	5.79899e+06	5.64786e+06
P22525	P22525		ycbB		3.40382e+06	3.55258e+06	3.55052e+06	3.44258e+06	3.53326e+06	3.61359e+06
P22634	P22634		murI		651680	539542	636288	681180	647467	662222
P22707	P22707		finO		1.53693e+06	1.49056e+06	1.42747e+06	1.36699e+06	1.58608e+06	1.10944e+06
P22939	P22939		ispA		1.41126e+06	807760	1.24129e+06	1.20994e+06	1.47902e+06	465699
P23003	P23003		trmA		1.64478e+06	1.77013e+06	1.7483e+06	1.70455e+06	1.67795e+06	1.69928e+06
P23256	P23256		malY		665203	758686	765277	701653	611243	536984
P23305	P23305		yigA		1.69132e+06	1.53502e+06	1.60868e+06	1.56748e+06	1.77592e+06	1.78711e+06
P23331	P23331		tdk		2.98961e+06	3.15653e+06	3.05252e+06	3.0182e+06	3.22524e+06	2.87491e+06
P23367	P23367		mutL		1.18871e+06	1.05492e+06	1.00197e+06	1.2673e+06	1.17437e+06	1.07693e+06
P23538	P23538		ppsA		5.2129e+06	5.06201e+06	4.96982e+06	5.24761e+06	5.19761e+06	5.08522e+06
P23721	P23721		serC		1.17089e+07	1.176e+07	1.19705e+07	1.1639e+07	1.16312e+07	1.14423e+07
P23827	P23827		eco		1.11145e+07	1.08426e+07	1.10822e+07	1.10205e+07	1.12989e+07	1.15872e+07
P23830	P23830		pssA		1.46093e+06	1.4563e+06	1.44781e+06	1.46187e+06	1.44959e+06	1.6027e+06
P23836	P23836		phoP		2.11673e+07	2.22716e+07	2.19177e+07	2.1721e+07	2.16406e+07	2.17454e+07
P23837	P23837		phoQ		1.17604e+06	1.31522e+06	1.21672e+06	1.16796e+06	1.1033e+06	1.07139e+06
P23839	P23839		yicC		4.49775e+06	4.76921e+06	4.74492e+06	4.65008e+06	4.45734e+06	4.70546e+06
P23843	P23843		oppA		2.14471e+07	2.16437e+07	2.12262e+07	2.13068e+07	2.11286e+07	2.0363e+07
P23845	P23845		cysN		3.77989e+06	3.73475e+06	3.77088e+06	3.77968e+06	3.81975e+06	3.44429e+06
P23847	P23847		dppA		1.00188e+06	1.01924e+06	1.04137e+06	830660	750600	1.01577e+06
P23857	P23857		pspE		1.91844e+06	1.95339e+06	1.98045e+06	1.89134e+06	1.84684e+06	1.34832e+06
P23865	P23865		prc		7.04515e+06	7.25209e+06	7.1602e+06	6.99092e+06	7.123e+06	6.93989e+06
P23869	P23869		ppiB		4.51404e+07	4.60141e+07	4.4307e+07	4.60841e+07	4.41102e+07	4.08359e+07
P23871	P23871		hemH		2.65359e+06	2.59694e+06	2.6456e+06	2.67905e+06	2.59738e+06	2.66276e+06
P23882	P23882		fmt		7.32597e+06	7.21914e+06	6.94985e+06	7.20294e+06	6.89922e+06	7.01129e+06
P23893	P23893		hemL		1.12436e+07	1.16044e+07	1.13509e+07	1.13136e+07	1.14738e+07	9.49208e+06
P23894	P23894		htpX		4.78103e+06	4.73097e+06	4.50315e+06	4.49711e+06	4.28266e+06	3.90083e+06
P23908	P23908		argE		2.50868e+06	2.79793e+06	2.85162e+06	2.61051e+06	2.68439e+06	2.4247e+06
P23909	P23909		mutS		3.54333e+06	3.52448e+06	3.48939e+06	3.46496e+06	3.50159e+06	3.5808e+06
P23917	P23917		mak		1.14001e+06	1.00729e+06	1.00489e+06	1.13836e+06	1.0022e+06	1.05302e+06
P24169	P24169		speF		4.39241e+06	4.38369e+06	4.28752e+06	4.32699e+06	4.52707e+06	4.507e+06
P24171	P24171		dcp		2.91535e+06	2.88871e+06	2.81942e+06	2.8456e+06	2.87288e+06	2.81669e+06
P24173	P24173		rfaC		917684	835961	774873	927924	873291	817327
P24178	P24178		yffB		4.32622e+06	4.52951e+06	4.62153e+06	4.37498e+06	4.4433e+06	5.08651e+06
P24181	P24181		acrF		203340	182687	123918	232151	144029	
P24182	P24182		accC		1.61367e+07	1.60626e+07	1.6029e+07	1.60162e+07	1.5636e+07	1.51594e+07
P24183	P24183		fdnG		4.57714e+06	4.7149e+06	4.66815e+06	4.73057e+06	4.61423e+06	4.5335e+06
P24186	P24186		folD		6.28566e+06	6.26789e+06	6.29001e+06	6.34796e+06	6.32594e+06	5.94825e+06
P24188	P24188		yceA		1.21016e+06	1.32014e+06	1.26268e+06	1.13265e+06	1.2032e+06	1.40166e+06
P24192	P24192		hypD		2.97521e+06	2.99825e+06	2.49224e+06	2.63372e+06	2.7001e+06	2.8818e+06
P24193	P24193		hypE		3.3599e+06	3.11637e+06	3.28967e+06	3.3095e+06	3.32916e+06	3.052e+06
P24202	P24202		mrr		2.17989e+06	2.25748e+06	2.25368e+06	2.18916e+06	2.1197e+06	2.25065e+06
P24203	P24203		yjiA		3.62677e+06	3.57972e+06	3.74086e+06	3.54476e+06	3.59595e+06	3.38777e+06
P24205	P24205		msbB		2.50923e+06	2.19276e+06	2.6008e+06	2.4028e+06	2.36493e+06	2.27249e+06
P24215	P24215		uxuA		2.63155e+06	2.64082e+06	2.66095e+06	2.66956e+06	2.90464e+06	2.50795e+06
P24216	P24216		fliD		1.79496e+06	1.84403e+06	1.93934e+06	1.86713e+06	1.8529e+06	1.85798e+06
P24224	P24224		acpS		2.24972e+06	2.10617e+06	1.89594e+06	2.20718e+06	2.12158e+06	2.08721e+06
P24228	P24228		dacB		1.78816e+06	1.75826e+06	2.01188e+06	1.88143e+06	1.94329e+06	1.63677e+06
P24230	P24230		recG		770283	672414	603540	787934	800552	587708
P24232	P24232		hmp		1.50376e+06	1.43089e+06	1.45453e+06	1.25273e+06	1.35173e+06	1.48378e+06
P24251	P24251		crl		6.54474e+06	6.57908e+06	6.67777e+06	6.62642e+06	6.41468e+06	6.86573e+06
P24252	P24252		ybgA		1.57369e+06	1.46463e+06	1.56528e+06	1.7263e+06	1.53676e+06	1.60007e+06
P24255	P24255		rpoN		1.07072e+06	1.25879e+06	1.21568e+06	1.17579e+06	1.09148e+06	1.15228e+06
P24554	P24554		radA		1.77516e+06	1.80025e+06	1.89612e+06	1.83299e+06	1.92115e+06	1.5514e+06
P25397	P25397		tehB		4.32798e+06	4.27499e+06	4.24496e+06	4.6409e+06	4.09135e+06	3.23069e+06
P25437	P25437		frmA		8.24326e+06	7.6295e+06	7.6929e+06	8.28122e+06	8.54315e+06	7.17261e+06
P25516	P25516		acnA		3.60885e+06	3.41973e+06	3.63044e+06	3.52163e+06	3.40438e+06	3.4352e+06
P25519	P25519		hflX		4.10483e+06	3.94293e+06	3.95891e+06	4.0341e+06	4.05925e+06	3.76928e+06
P25522	P25522		mnmE		4.87167e+06	4.62428e+06	4.6179e+06	4.79564e+06	4.81935e+06	4.53047e+06
P25524	P25524		codA		2.34823e+06	2.343e+06	2.37159e+06	2.36445e+06	2.40985e+06	2.61094e+06
P25526	P25526		gabD		6.4064e+06	7.56299e+06	7.14959e+06	7.12853e+06	6.40019e+06	8.06947e+06
P25534	P25534		ubiH		905243	955916	974900	920078	939067	902765
P25535	P25535		visC		2.1063e+06	2.15235e+06	2.26105e+06	2.19458e+06	2.20614e+06	2.02374e+06
P25536	P25536		yhdE		2.54182e+06	2.65564e+06	2.67122e+06	2.5901e+06	2.57725e+06	2.57429e+06
P25539	P25539		ribD		3.93186e+06	4.16721e+06	4.15479e+06	3.98405e+06	3.99353e+06	3.77625e+06
P25552	P25552		gppA		2.8227e+07	2.90755e+07	3.01808e+07	2.82629e+07	2.96209e+07	3.23576e+07
P25553	P25553		aldA		290226	196309	281813	217013	194204	251340
P25665	P25665		metE			203270	188881			217817
P25714	P25714		yidC		8.35846e+06	8.13398e+06	7.90965e+06	8.23191e+06	8.70124e+06	7.63119e+06
P25736	P25736		endA		1.28318e+06	1.5303e+06	1.44344e+06	1.39999e+06	1.37053e+06	1.28322e+06
P25740	P25740		rfaG		1.49849e+06	1.39034e+06	740708	572711	1.30534e+06	1.02648e+06
P25745	P25745		mnmA		4.29464e+06	4.24748e+06	4.13166e+06	4.34334e+06	4.17962e+06	3.95127e+06
P25746	P25746		hflD		3.91983e+06	3.75095e+06	4.05148e+06	3.94195e+06	4.01065e+06	3.64982e+06
P25772	P25772		ligB		827128	717314	788980	848789	878543	903258
P25798	P25798		fliF		876274	828975	770191	840754	848224	730153
P25888	P25888		rhlE		3.43652e+06	3.28335e+06	3.41408e+06	3.41145e+06	3.51962e+06	3.37251e+06
P25894	P25894		yggG		1.93737e+06	1.58595e+06	1.18796e+06	1.83308e+06	1.75994e+06	1.75886e+06
P25906	P25906		ydbC		965457	905070	858334	872888	827167	983971
P26602	P26602		ubiC		1.8888e+06	2.09248e+06	2.12432e+06	1.80658e+06	1.90986e+06	1.82762e+06
P26608	P26608		fliS		4.56594e+06	4.30829e+06	4.35557e+06	4.28405e+06	4.50427e+06	3.88914e+06
P26612	P26612		amyA		1.35132e+06	1.44805e+06	1.36821e+06	1.32644e+06	1.30545e+06	1.50183e+06
P26616	P26616		maeA		1.03679e+07	1.06549e+07	1.02495e+07	1.03652e+07	1.04791e+07	1.08275e+07
P26646	P26646		acuI		6.27029e+06	6.50143e+06	6.35461e+06	6.07512e+06	6.1339e+06	5.96041e+06
P26647	P26647		plsC		1.2011e+06	1.27277e+06	1.16844e+06	1.17038e+06	1.16998e+06	1.52314e+06
P26648	P26648		ftsP		1.07739e+06	1.16785e+06	1.18569e+06	1.05598e+06	1.02158e+06	1.01718e+06
P27238	P27238		yfeD		1.02793e+06	1.11097e+06	1.03793e+06	999744	1.12316e+06	
P27245	P27245		marR		392123	389577	446539	500973	370070	325780
P27248	P27248		gcvT		1.03443e+07	1.04527e+07	1.02051e+07	1.01706e+07	1.01819e+07	1.00371e+07
P27249	P27249		glnD		266606	301293	221688	181220	321515	221293
P27250	P27250		yjgB		649710	867798	770001	603677	638608	581735
P27278	P27278		nadR		1.09153e+06	938969	1.06491e+06	953398	1.03986e+06	928796
P27298	P27298		prlC		1.27214e+07	1.28627e+07	1.2785e+07	1.25785e+07	1.26217e+07	1.2605e+07
P27302	P27302		tktA		2.80486e+07	2.89061e+07	2.87801e+07	2.80336e+07	2.80894e+07	2.67446e+07
P27303	P27303		emrA		1.63258e+06	1.49846e+06	1.57644e+06	1.50485e+06	1.55357e+06	1.6651e+06
P27306	P27306		sthA		1.93647e+06	2.14285e+06	2.04518e+06	1.87591e+06	2.15155e+06	1.99229e+06
P27431	P27431		ycfD		4.71607e+06	4.46018e+06	4.81863e+06	4.80009e+06	4.66734e+06	4.93802e+06
P27434	P27434		rodZ		1.04538e+07	1.0911e+07	1.06087e+07	1.05409e+07	1.0495e+07	1.0359e+07
P27550	P27550		acs		822873	883837	738982	797378	766926	601367
P27828	P27828		wecB		2.24367e+06	2.17155e+06	2.19957e+06	2.12044e+06	2.1355e+06	2.00782e+06
P27829	P27829		wecC		3.90811e+06	3.79159e+06	3.77405e+06	3.95113e+06	4.00039e+06	3.798e+06
P27830	P27830		rffG		1.65521e+06	1.57776e+06	1.58202e+06	1.64396e+06	1.66092e+06	1.25867e+06
P27832	P27832		wecD		4.51428e+06	4.88262e+06	2.59493e+06	5.06212e+06	4.98331e+06	4.32024e+06
P27833	P27833		rffA		2.36481e+06	2.30624e+06	2.27929e+06	2.37942e+06	2.30626e+06	2.42067e+06
P27836	P27836		wecG		841413	835792	899170	824542	864325	836778
P27838	P27838		cyaY		1.68251e+06	2.20909e+06	2.20672e+06	1.80263e+06	1.90506e+06	2.07594e+06
P27848	P27848		yigL		5.17289e+06	5.53682e+06	5.38415e+06	5.87128e+06	5.11509e+06	4.66986e+06
P27859	P27859		tatD		1.92322e+06	1.66885e+06	1.72715e+06	1.78575e+06	1.82115e+06	2.06619e+06
P28248	P28248		dcd		3.15434e+06	3.45163e+06	3.40668e+06	3.29265e+06	3.34735e+06	3.15835e+06
P28249	P28249		asmA		2.08137e+06	2.1017e+06	2.10764e+06	2.01857e+06	1.95436e+06	2.28447e+06
P28304	P28304		qorA		3.44426e+06	3.57396e+06	3.62319e+06	3.708e+06	3.54772e+06	3.20749e+06
P28305	P28305		pabC		667724	667671	780231	588146	680960	646618
P28306	P28306		yceG		830507	892460	877366	863625	837843	744066
P28629	P28629		adiA		1.8579e+06	1.81781e+06	1.85505e+06	1.96224e+06	1.90226e+06	1.85474e+06
P28631	P28631		holB		114802	65690.1	80762.7	93090.9	106556	80190.6
P28634	P28634		tsaA		508964	592923	465512	582542	430499	632732
P28635	P28635		metQ		1.18575e+07	1.20393e+07	1.19979e+07	1.14775e+07	1.19121e+07	1.15553e+07
P28903	P28903		nrdD		6.0404e+06	5.8199e+06	5.84454e+06	5.93441e+06	5.82363e+06	5.64091e+06
P28904	P28904		treC		2.82431e+06	3.01598e+06	2.9693e+06	2.83435e+06	2.87855e+06	2.57756e+06
P28905	P28905		holC		3.21189e+06	3.24069e+06	3.32403e+06	3.26905e+06	3.14884e+06	3.44697e+06
P29012	P29012		dadX		1.36367e+06	1.41188e+06	1.45719e+06	1.45671e+06	1.26187e+06	1.38553e+06
P29018	P29018		cydD		2.0589e+06	2.01448e+06	2.0933e+06	2.04175e+06	2.08105e+06	2.0577e+06
P29131	P29131		ftsN		1.76783e+06	1.74342e+06	1.91524e+06	1.79708e+06	1.88974e+06	1.5798e+06
P29208	P29208		menC		2.94069e+06	2.95227e+06	3.17451e+06	2.99005e+06	3.01855e+06	2.99449e+06
P29217	P29217		yceH		4.04906e+06	3.98322e+06	3.99175e+06	3.91495e+06	4.11066e+06	4.017e+06
P29680	P29680		hemE		5.35855e+06	5.66199e+06	5.88623e+06	5.60094e+06	5.49741e+06	6.18044e+06
P29744	P29744		flgL		2.45186e+06	2.9995e+06	2.70752e+06	2.51492e+06	2.5545e+06	2.70539e+06
P29745	P29745		pepT		4.83479e+06	4.69365e+06	4.66546e+06	4.70576e+06	4.70013e+06	4.79471e+06
P30011	P30011		nadC		2.02026e+06	2.04927e+06	2.02984e+06	2.02382e+06	2.10951e+06	2.17575e+06
P30014	P30014		rnt		5.55615e+06	5.46142e+06	5.47126e+06	5.43112e+06	5.73784e+06	5.24618e+06
P30125	P30125		leuB		896199	954111	922722	973672	842739	924312
P30126	P30126		leuD		402734	553701	495402	495254	469361	492066
P30128	P30128		greB		2.11552e+06	2.16053e+06	2.02723e+06	2.10247e+06	1.91873e+06	2.1437e+06
P30130	P30130		fimD		1.77519e+06	1.6507e+06	1.64654e+06	1.69712e+06	1.72082e+06	1.97479e+06
P30131	P30131		hypF		811992	707952	674032	658553	608799	609965
P30140	P30140		thiH		635364	696232	653866	685526	646585	596790
P30177	P30177		ybiB		9.10857e+06	8.7224e+06	8.79084e+06	9.40251e+06	8.9685e+06	8.1709e+06
P30178	P30178		ybiC		2.43133e+06	2.47144e+06	2.38772e+06	2.27477e+06	2.41241e+06	2.39755e+06
P30744	P30744		sdaB		6.77747e+06	6.26694e+06	6.48217e+06	6.51607e+06	6.6059e+06	6.4736e+06
P30749	P30749		moaE		3.38732e+06	3.57798e+06	3.5988e+06	3.51721e+06	3.52808e+06	3.46311e+06
P30750	P30750		metN		1.7926e+06	1.73064e+06	1.70421e+06	1.71595e+06	1.6749e+06	1.85994e+06
P30843	P30843		basR		1.92334e+06	1.78455e+06	1.85626e+06	1.91979e+06	1.98561e+06	2.04792e+06
P30847	P30847		baeS		433501	61021.3	416211	424049	413416	161666
P30850	P30850		rnb		7.46227e+06	7.41114e+06	7.49892e+06	7.51585e+06	7.46032e+06	7.32702e+06
P30852	P30852		smf		2.16969e+06	1.87218e+06	1.97627e+06	2.01605e+06	2.17185e+06	1.83888e+06
P30855	P30855		evgS		974674	974037	1.01058e+06	860754	753555	1.04931e+06
P30859	P30859		artI		3.63267e+06	3.57832e+06	3.5051e+06	3.60883e+06	3.66017e+06	3.29947e+06
P30864	P30864		yafC		665750		628670	748204	660551	686179
P30870	P30870		glnE		961397	964045	892516	997713	913860	905056
P30871	P30871		ygiF		3.52812e+06	3.68391e+06	3.83983e+06	3.47255e+06	3.58711e+06	3.50845e+06
P30958	P30958		mfd		6.75927e+06	6.59398e+06	6.57499e+06	6.68073e+06	6.39051e+06	6.70874e+06
P31057	P31057		panB		6.20639e+06	6.44904e+06	5.72447e+06	6.34836e+06	5.89308e+06	5.50675e+06
P31060	P31060		modF		276930	239204	254231	184495	217027	260119
P31063	P31063		yedD		6.43841e+06	5.6913e+06	5.63467e+06	5.53141e+06	5.95625e+06	5.14148e+06
P31068	P31068		fliH		1.33582e+06	1.25634e+06	1.36335e+06	1.34193e+06	1.31615e+06	1.09146e+06
P31069	P31069		kch		1.2223e+06	1.25746e+06	1.27651e+06	1.22504e+06	1.25272e+06	1.16085e+06
P31119	P31119		aas		2.82908e+06	2.68531e+06	2.66602e+06	2.69532e+06	2.47327e+06	2.52818e+06
P31120	P31120		glmM		1.16013e+07	1.15487e+07	1.14097e+07	1.15693e+07	1.12262e+07	1.109e+07
P31133	P31133		potF		3.03381e+06	2.56858e+06	2.64719e+06	2.73115e+06	2.55249e+06	2.68925e+06
P31142	P31142		sseA		7.31474e+06	7.39334e+06	7.60876e+06	7.23083e+06	7.23387e+06	7.44596e+06
P31224	P31224		acrB		4.41832e+06	4.2598e+06	4.29785e+06	4.36096e+06	4.53961e+06	4.18377e+06
P31433	P31433		yicH		1.71118e+06	1.79804e+06	1.83567e+06	1.71401e+06	1.76561e+06	1.91357e+06
P31441	P31441		ade		517426	478576	485289	501055	462800	479549
P31455	P31455		yidR		2.85924e+06	2.87134e+06	2.76741e+06	2.8587e+06	2.86849e+06	2.97837e+06
P31460	P31460		dgoR		1.49349e+06	1.41057e+06	1.56995e+06	1.43998e+06	1.57188e+06	1.67304e+06
P31467	P31467		yieH		2.05743e+06	2.25252e+06	2.35746e+06	2.05759e+06	2.06275e+06	2.28339e+06
P31473	P31473		ravA		3.94801e+06	3.78293e+06	3.53988e+06	4.18228e+06	3.47063e+06	3.65253e+06
P31475	P31475		yieP		1.51947e+06	1.51467e+06	1.49939e+06	1.44226e+06	1.54599e+06	1.49258e+06
P31545	P31545		efeB		1.69894e+06	1.82526e+06	1.85677e+06	1.56229e+06	1.63766e+06	1.80363e+06
P31550	P31550		thiB		1.99282e+06	2.29893e+06	2.18114e+06	2.21131e+06	2.09435e+06	2.15601e+06
P31551	P31551		caiD		1.26001e+06	1.22113e+06	1.21378e+06	1.16932e+06	1.18354e+06	1.12922e+06
P31554	P31554		lptD		6.98496e+06	7.14895e+06	7.03683e+06	7.05197e+06	7.01177e+06	7.03497e+06
P31658	P31658		hchA		1.136e+07	1.14935e+07	1.08491e+07	1.18928e+07	1.11759e+07	1.10224e+07
P31663	P31663		panC		2.94343e+06	3.00594e+06	3.03923e+06	2.96901e+06	3.05816e+06	2.98161e+06
P31678	P31678		otsB			657495	686826	633929	724509	448558
P31680	P31680		djlA		1.59077e+06	1.41456e+06	1.7821e+06	1.47697e+06	1.5286e+06	1.52588e+06
P31697	P31697		fimC		4.77573e+06	4.88172e+06	4.88026e+06	4.54237e+06	4.66268e+06	4.62953e+06
P31802	P31802		narP		3.11382e+06	3.09337e+06	3.18991e+06	3.19372e+06	3.07203e+06	3.04908e+06
P31808	P31808		yciK		3.46245e+06	3.29413e+06	3.3315e+06	3.58255e+06	3.43243e+06	3.46482e+06
P31825	P31825		yfiC		927668	870490	875677	992236	1.02586e+06	911924
P31828	P31828		pqqL		868519	840366	862652	679516	663369	533376
P31979	P31979		nuoF		1.17349e+07	1.24773e+07	1.23228e+07	1.22081e+07	1.17631e+07	1.22806e+07
P32099	P32099		lplA		2.06133e+06	2.06684e+06	2.01581e+06	2.03591e+06	2.03787e+06	2.11018e+06
P32131	P32131		hemN		3.57386e+06	3.50522e+06	3.55628e+06	3.46223e+06	3.48438e+06	3.07748e+06
P32132	P32132		typA		3.59824e+07	3.50322e+07	3.51465e+07	3.59911e+07	3.49469e+07	3.30341e+07
P32144	P32144		yihW		3.93058e+06	5.09135e+06	4.57616e+06	4.88534e+06	4.03482e+06	2.02181e+06
P32157	P32157		yiiM		3.65428e+06	3.95823e+06	3.85254e+06	3.74533e+06	3.64241e+06	3.87175e+06
P32160	P32160		yiiQ		1.16358e+06	1.30818e+06	1.25869e+06	1.32706e+06	1.23725e+06	1.11275e+06
P32162	P32162		yiiS		2.01795e+06	2.17664e+06	2.0858e+06	2.02404e+06	2.08717e+06	2.4663e+06
P32173	P32173		mobA		690899	662836	724886	645440	644347	590125
P32176	P32176		fdoG		7.08346e+06	7.09531e+06	7.03152e+06	6.9552e+06	6.96122e+06	6.75426e+06
P32177	P32177		fdhD		156450	229221	122413	195021	190948	153693
P32662	P32662		gph		2.77443e+06	2.60252e+06	2.71101e+06	2.79991e+06	2.78847e+06	2.10525e+06
P32664	P32664		nudC		1.0998e+06	1.19474e+06	1.24545e+06	1.13149e+06	1.10913e+06	1.37425e+06
P32680	P32680		yjaG		2.08791e+06	2.08807e+06	2.05889e+06	2.0954e+06	2.03568e+06	1.98521e+06
P32681	P32681		yjaH		201581	328014	289247	289251	267514	328080
P32684	P32684		rluF		2.19189e+06	2.07493e+06	2.18191e+06	2.22134e+06	2.16271e+06	1.76739e+06
P32685	P32685		yjbD		706342	872104	934906	914761	892523	706952
P32695	P32695		dusA		1.77496e+06	1.73125e+06	1.82062e+06	1.75746e+06	1.7306e+06	1.78138e+06
P32703	P32703		yjcE		1.19199e+06	1.24037e+06	1.37568e+06	1.34414e+06	1.32256e+06	776621
P33011	P33011		yeeA		2.15355e+06	2.00053e+06	2.01998e+06	1.95635e+06	1.90821e+06	1.41814e+06
P33018	P33018		yeiG		763817	896820	783444	743068	836041	958316
P33025	P33025		psuG		2.36788e+06	2.33122e+06	2.39341e+06	2.33224e+06	2.37081e+06	2.5774e+06
P33030	P33030		yeiR		1.67563e+06	1.55601e+06	1.51327e+06	1.58771e+06	1.53504e+06	1.68577e+06
P33136	P33136		mdoG		1.30619e+07	1.33672e+07	1.36242e+07	1.32328e+07	1.25381e+07	1.24313e+07
P33195	P33195		gcvP		5.63166e+06	5.57892e+06	5.583e+06	5.71005e+06	5.75548e+06	5.54103e+06
P33218	P33218		yebE		4.84162e+06	4.44846e+06	4.66427e+06	4.84958e+06	4.63534e+06	4.18105e+06
P33219	P33219		yebF		675827	697470	727936	625012	593415	563990
P33221	P33221		purT		2.03818e+06	2.17393e+06	2.10331e+06	2.12533e+06	2.19312e+06	2.15802e+06
P33225	P33225		torA		3.45673e+06	3.34033e+06	3.43322e+06	3.39323e+06	3.54616e+06	3.44871e+06
P33232	P33232		lldD		628118	617827	598229	613730	708030	705572
P33235	P33235		flgK		6.83318e+06	6.98635e+06	7.04888e+06	7.07515e+06	7.01902e+06	7.3718e+06
P33355	P33355		yehS		2.09715e+06	1.94551e+06	2.01865e+06	2.03719e+06	2.15856e+06	2.09137e+06
P33362	P33362		osmF		2.28199e+06	2.22351e+06	2.24064e+06	2.39107e+06	2.07751e+06	2.38267e+06
P33363	P33363		bglX		3.99144e+06	3.89786e+06	3.99601e+06	3.96308e+06	3.94716e+06	4.05529e+06
P33371	P33371		dusC		828683	824365	732473	784063	779466	788830
P33570	P33570		tktB		2.62076e+06	2.59262e+06	2.5728e+06	2.6536e+06	2.62284e+06	2.62837e+06
P33590	P33590		nikA		3.78673e+06	3.9764e+06	3.95332e+06	3.81766e+06	3.94202e+06	3.92732e+06
P33593	P33593		nikD		619145	608871	614735	686185	636861	597561
P33599	P33599		nuoC		1.63941e+07	1.64082e+07	1.66187e+07	1.62745e+07	1.62966e+07	1.616e+07
P33602	P33602		nuoG		1.34321e+07	1.33664e+07	1.33713e+07	1.31523e+07	1.30725e+07	1.2772e+07
P33643	P33643		rluD		3.93625e+06	4.62613e+06	4.43308e+06	4.12464e+06	4.08448e+06	4.98548e+06
P33644	P33644		yfiH		453602	470298	292282	426070	345097	457674
P33650	P33650		feoB		2.42646e+06	2.27085e+06	2.01047e+06	2.31127e+06	2.31799e+06	2.03094e+06
P33667	P33667		selU		920079	809782	855240	910631	890364	890943
P33898	P33898		gapC		3.7777e+06	3.70988e+06	3.69608e+06	3.75821e+06	3.82367e+06	4.03966e+06
P33916	P33916		yejF		314145	279061	263841	349962	305557	252953
P33920	P33920		yejK		2.72646e+06	2.66645e+06	2.69867e+06	2.66112e+06	2.61088e+06	2.46156e+06
