Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.49491e+06	5.30206e+06	930931	694408	792155	6.21212e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				6.30362e+06	6.56558e+06	581853	576296	439065	5.69848e+06
P02358	P02358		rpsF		1.21156e+08	1.16376e+08	1.22701e+08	1.242e+08	1.26399e+08	8.03005e+07
P02359	P02359		rpsG		1.67547e+08	1.69025e+08	1.7183e+08	1.66958e+08	1.68693e+08	1.57436e+08
P02413	P02413		rplO		1.24459e+08	1.24681e+08	1.27455e+08	1.28325e+08	1.29312e+08	1.06828e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.09146e+06	1.01346e+06	995327	601328	949153	1.07934e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.94026e+07	3.00075e+07	3.79013e+06	3.89457e+06	3.95109e+06	2.89731e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.15728e+07	1.14093e+07	2.06399e+06	2.15432e+06	1.91067e+06	1.13361e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				6.11181e+06	6.11672e+06	935658	987993	845914	6.35047e+06
P02918	P02918		mrcA		1.01116e+06	1.04288e+06	1.05537e+06	972897	1.05573e+06	994068
P02919	P02919		mrcB		1.73543e+06	1.65954e+06	1.6005e+06	1.60203e+06	1.72392e+06	1.65846e+06
P02925	P02925		rbsB		1.20078e+07	1.22045e+07	1.18172e+07	1.20907e+07	1.20371e+07	1.20935e+07
P02930	P02930		tolC		2.5154e+07	2.51795e+07	2.60288e+07	2.57895e+07	2.48693e+07	2.49017e+07
P02931	P02931		ompF		2.1767e+07	2.18376e+07	2.18625e+07	2.236e+07	2.18107e+07	2.26684e+07
P02942	P02942		tsr		1.12598e+07	1.11174e+07	1.13662e+07	1.1487e+07	1.14155e+07	1.05973e+07
P02943	P02943		lamB		1.59511e+06	1.69227e+06	1.59601e+06	1.48827e+06	1.61511e+06	1.62632e+06
P03004	P03004		dnaA		2.4305e+06	2.45868e+06	2.48531e+06	2.38163e+06	2.28838e+06	2.38393e+06
P03018	P03018		uvrD		4.12799e+06	4.23543e+06	4.09925e+06	4.08218e+06	4.2468e+06	4.16557e+06
P03817	P03817		mioC		8.22039e+06	8.11875e+06	8.52766e+06	8.34484e+06	8.60987e+06	7.54199e+06
P03841	P03841		malM		1.02467e+07	1.03848e+07	1.02858e+07	1.05425e+07	1.01607e+07	9.9209e+06
P04036	P04036		dapB		4.68653e+06	4.73113e+06	4.98638e+06	4.91769e+06	4.9152e+06	4.38149e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				3.14974e+06	3.18897e+06	1.57178e+06	1.03898e+06		3.02358e+06
P04079	P04079		guaA		2.05334e+07	2.05109e+07	2.04068e+07	2.02917e+07	2.05131e+07	1.92369e+07
P04335	P04335		frsA		4.42468e+06	4.5465e+06	4.49554e+06	4.34205e+06	4.44836e+06	4.17168e+06
P04425	P04425		gshB		6.80207e+06	6.76235e+06	6.97544e+06	6.85848e+06	6.94507e+06	6.31688e+06
P04693	P04693		tyrB		3.98784e+06	3.92295e+06	3.97734e+06	4.07727e+06	4.02441e+06	4.17246e+06
P04805	P04805		gltX		1.89423e+07	1.91018e+07	1.874e+07	1.86939e+07	1.88333e+07	1.8872e+07
P04825	P04825		pepN		1.60403e+07	1.60504e+07	1.57548e+07	1.58631e+07	1.60718e+07	1.47777e+07
P04846	P04846		nlpA		3.18004e+06	3.12231e+06	3.19926e+06	3.28465e+06	3.35547e+06	3.27138e+06
P04949	P04949		fliC		2.58049e+07	2.56599e+07	2.81422e+07	2.83362e+07	2.74804e+07	2.28479e+07
P04951	P04951		kdsB		5.65191e+06	5.37814e+06	5.43362e+06	5.43793e+06	5.57918e+06	5.8574e+06
P04982	P04982		rbsD		1.18017e+06	1.21357e+06	1.21329e+06	1.28608e+06	1.06083e+06	1.07972e+06
P04995	P04995		sbcB		1.24227e+07	1.24498e+07	1.27952e+07	1.23055e+07	1.24942e+07	1.23684e+07
P05020	P05020		pyrC		6.5776e+06	6.74651e+06	6.92259e+06	6.77045e+06	6.89646e+06	6.25715e+06
P05041	P05041		pabB		1.36698e+07	1.44867e+07	1.54881e+07	1.49213e+07	1.49586e+07	1.44971e+07
P05055	P05055		pnp		4.00497e+07	3.98996e+07	4.03937e+07	4.04867e+07	4.08453e+07	3.70185e+07
P05100	P05100		tag		1.60412e+06	1.74527e+06	1.64358e+06	1.59473e+06	1.51249e+06	1.90151e+06
P05194	P05194		aroD		1.3397e+06	1.37136e+06	1.28643e+06	1.24152e+06	1.32512e+06	1.25025e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				7.36186e+06	7.32758e+06	1.39004e+06	1.2088e+06	1.11081e+06	8.0355e+06
P05458	P05458		ptrA		1.07622e+06	1.03922e+06	1.02637e+06	1.09933e+06	979998	1.16063e+06
P05459	P05459		pdxB		6.41732e+06	6.43564e+06	6.60327e+06	6.57517e+06	6.46353e+06	6.16723e+06
P05637	P05637		apaH		3.30365e+06	3.23758e+06	3.60853e+06	3.51214e+06	3.29557e+06	3.32562e+06
P05719	P05719		hsdS		1.39648e+06	1.39715e+06	1.50351e+06	1.40001e+06	1.42843e+06	1.34862e+06
P05791	P05791		ilvD		3.20384e+06	3.1774e+06	3.17192e+06	3.10511e+06	3.02297e+06	3.16349e+06
P05793	P05793		ilvC		8.15935e+06	7.87095e+06	8.25113e+06	7.7482e+06	8.13446e+06	7.75701e+06
P05825	P05825		fepA		1.99916e+06	2.06217e+06	2.05851e+06	1.97326e+06	1.92813e+06	1.95641e+06
P05852	P05852		gcp		2.75835e+06	2.84197e+06	2.80136e+06	2.94712e+06	2.75011e+06	3.05547e+06
P06129	P06129		btuB		1.58179e+07	1.57954e+07	1.56723e+07	1.53366e+07	1.53789e+07	1.45822e+07
P06136	P06136		ftsQ		918064	970834	875488	911864	924807	1.03004e+06
P06149	P06149		dld		7.18375e+06	7.12884e+06	7.00828e+06	6.7926e+06	6.84404e+06	6.05855e+06
P06282	P06282		cdh		971560	1.01601e+06	1.09927e+06	1.03391e+06	1.12632e+06	1.16598e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.75853e+06	2.88711e+06	537618	659056	619760	3.47098e+06
P06610	P06610		btuE		8.96476e+06	8.84651e+06	9.05086e+06	8.97343e+06	8.90827e+06	8.23736e+06
P06612	P06612		topA		4.85499e+06	4.79882e+06	4.82856e+06	4.85188e+06	4.70192e+06	4.95726e+06
P06616	P06616		era		4.14539e+06	4.01549e+06	4.0661e+06	4.15057e+06	4.0441e+06	4.17138e+06
P06709	P06709		birA		1.07415e+06	1.01364e+06	1.00171e+06	1.01301e+06	1.01155e+06	1.05944e+06
P06710	P06710		dnaX		1.53138e+06	1.55256e+06	1.54324e+06	1.55541e+06	1.50504e+06	1.39929e+06
P06715	P06715		gor		5.02526e+06	5.07337e+06	4.99097e+06	5.0495e+06	5.09458e+06	4.88621e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.97432e+06	4.07422e+06	626058	612794	638145	4.15636e+06
P06846	P06846		ebgR		1.5261e+06	1.43655e+06	1.42967e+06	1.44852e+06	1.0868e+06	1.33053e+06
P06959	P06959		aceF		6.92068e+07	6.88318e+07	6.75614e+07	6.82571e+07	6.81246e+07	6.24286e+07
P06961	P06961		cca		1.14848e+06	1.04787e+06	1.04549e+06	1.07101e+06	1.10081e+06	1.263e+06
P06968	P06968		dut		8.6164e+06	8.3415e+06	8.25769e+06	8.40961e+06	8.23356e+06	8.17287e+06
P06971	P06971		fhuA		1.4181e+07	1.41444e+07	1.39666e+07	1.41301e+07	1.396e+07	1.35673e+07
P06974	P06974		fliM		1.59505e+06	1.58926e+06	1.49065e+06	1.51114e+06	1.45422e+06	1.4481e+06
P06983	P06983		hemC		1.0622e+07	1.05551e+07	1.1287e+07	1.08899e+07	1.13494e+07	9.63552e+06
P06986	P06986		hisC		4.67001e+06	4.73835e+06	4.46414e+06	4.58018e+06	4.46931e+06	4.75207e+06
P06987	P06987		hisB		1.14915e+06	1.20097e+06	1.21945e+06	1.19506e+06	1.19156e+06	1.10919e+06
P06988	P06988		hisD		886788	828796	826986	971984	858401	796749
P06992	P06992		rsmA		2.17887e+06	2.35589e+06	2.3094e+06	2.12475e+06	2.06332e+06	2.13313e+06
P06996	P06996		ompC		2.55807e+08	2.51897e+08	2.52206e+08	2.49111e+08	2.53982e+08	2.36605e+08
P06999	P06999		pfkB		1.14002e+06	1.22362e+06	1.27111e+06	1.21832e+06	1.20334e+06	1.2007e+06
P07000	P07000		pldB		525623	531771	619231	538325	538505	534168
P07001	P07001		pntA		4.30212e+06	4.42092e+06	4.37439e+06	4.40162e+06	4.26136e+06	4.37106e+06
P07003	P07003		poxB		3.07534e+06	3.2137e+06	3.26427e+06	3.18593e+06	3.18684e+06	3.10429e+06
P07004	P07004		proA		5.42385e+06	5.27917e+06	5.16676e+06	5.30109e+06	5.11554e+06	5.49435e+06
P07012	P07012		prfB		9.2546e+06	9.08813e+06	9.18803e+06	9.4246e+06	9.34786e+06	8.69932e+06
P07014	P07014		sdhB		1.69712e+06	1.65478e+06	1.69884e+06	1.73207e+06	1.76435e+06	1.55547e+06
P07017	P07017		tar		6.63919e+06	6.77759e+06	6.42426e+06	6.51869e+06	6.17415e+06	5.78432e+06
P07021	P07021		yfiB		865481	845580	828642	837422	885150	666782
P07023	P07023		tyrA		2.59718e+06	2.68356e+06	2.48773e+06	2.58513e+06	2.32224e+06	2.70275e+06
P07024	P07024		ushA		5.04812e+06	5.12427e+06	4.88857e+06	5.18668e+06	5.02571e+06	5.12535e+06
P07026	P07026		sdiA		1.72058e+06	1.78786e+06	1.80834e+06	1.70734e+06	1.81679e+06	2.14309e+06
P07118	P07118		valS		2.41807e+07	2.41477e+07	2.39518e+07	2.35458e+07	2.41331e+07	2.18543e+07
P07330	P07330		cheB		1.57204e+06	1.67745e+06	1.59549e+06	1.54313e+06	1.60426e+06	1.70078e+06
P07363	P07363		cheA		5.87401e+06	6.00234e+06	6.0734e+06	5.92393e+06	5.58164e+06	5.7438e+06
P07395	P07395		pheT		1.43778e+07	1.43104e+07	1.42329e+07	1.41882e+07	1.4062e+07	1.40569e+07
P07604	P07604		tyrR		2.35266e+06	2.29331e+06	2.4329e+06	2.39644e+06	2.42346e+06	2.35252e+06
P07639	P07639		aroB		3.17338e+06	3.15847e+06	3.25157e+06	3.31148e+06	3.25026e+06	3.12965e+06
P07649	P07649		truA		1.93267e+06	1.92375e+06	1.93561e+06	1.92452e+06	1.8912e+06	2.02737e+06
P07650	P07650		deoA		6.44985e+06	6.45478e+06	6.35831e+06	6.38334e+06	6.30468e+06	6.10019e+06
P07658	P07658		fdhF		858857	804378	837359	834874	852750	868051
P07762	P07762		glgB		3.96835e+06	4.11292e+06	3.95983e+06	3.66343e+06	3.86219e+06	3.99345e+06
P07813	P07813		leuS		1.46225e+07	1.44742e+07	1.45796e+07	1.46687e+07	1.4725e+07	1.38871e+07
P07821	P07821		fhuC		556063	596546	596659	523284	558165	515038
P07862	P07862		ddlB		5.82568e+06	6.03652e+06	5.84204e+06	5.79816e+06	5.6974e+06	5.80769e+06
P07913	P07913		tdh		4.49735e+06	4.38321e+06	4.34111e+06	4.18208e+06	4.33044e+06	4.11386e+06
P08178	P08178		purM		1.88374e+06	1.85859e+06	1.74438e+06	1.67045e+06	1.67197e+06	1.58312e+06
P08179	P08179		purN		1.20519e+06	1.33332e+06	1.2379e+06	1.25858e+06	1.09906e+06	1.17534e+06
P08190	P08190		fimG		2.42832e+06	2.2827e+06	2.23131e+06	2.30613e+06	2.39493e+06	1.91101e+06
P08191	P08191		fimH		2.97712e+06	3.0616e+06	2.91742e+06	2.90524e+06	3.0665e+06	3.21258e+06
P08192	P08192		folC		2.60432e+06	2.6549e+06	2.59053e+06	2.60743e+06	2.65118e+06	2.7069e+06
P08200	P08200		icd		2.51325e+07	2.42471e+07	2.46252e+07	2.51032e+07	2.59071e+07	2.13532e+07
P08201	P08201		nirB		5.1674e+06	5.17231e+06	5.17975e+06	5.19523e+06	5.12666e+06	5.3324e+06
P08244	P08244		pyrF		9.54272e+06	9.76436e+06	9.4477e+06	9.62609e+06	9.64434e+06	9.97988e+06
P08245	P08245		yciH		722339	677445	710269	799306	774243	629808
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.80947e+06	4.79503e+06	1.00712e+06	958882	915167	4.11796e+06
P08312	P08312		pheS		1.33965e+07	1.32819e+07	1.34312e+07	1.33273e+07	1.36635e+07	1.17989e+07
P08331	P08331		cpdB		3.31283e+06	3.36046e+06	3.38015e+06	3.26537e+06	3.29266e+06	3.43542e+06
P08337	P08337		mutT		1.15833e+06	1.16302e+06	1.00965e+06	971507	1.02789e+06	1.07361e+06
P08373	P08373		murB		1.8941e+06	1.85946e+06	1.792e+06	1.76047e+06	1.83014e+06	1.95451e+06
P08390	P08390		usg		5.30534e+06	5.41078e+06	5.60828e+06	5.70414e+06	5.84854e+06	4.58941e+06
P08395	P08395		sppA		2.21169e+06	2.156e+06	2.20697e+06	2.14241e+06	2.07045e+06	2.17346e+06
P08506	P08506		dacC		6.54431e+06	6.70094e+06	6.61076e+06	6.69147e+06	6.84848e+06	6.42949e+06
P08622	P08622		dnaJ		6.14362e+06	6.00682e+06	6.00779e+06	5.98756e+06	6.08929e+06	5.89486e+06
P08660	P08660		lysC		2.5206e+06	2.58539e+06	2.4662e+06	2.52206e+06	2.57534e+06	2.79329e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.4961e+06	4.61818e+06	414815	386793	372830	4.68659e+06
P08839	P08839		ptsI		3.49168e+07	3.44597e+07	3.52063e+07	3.51303e+07	3.49382e+07	3.26138e+07
P08956	P08956		hsdR		1.73677e+06	1.73762e+06	1.73986e+06	1.68476e+06	1.73271e+06	1.5784e+06
P08957	P08957		hsdM		7.01382e+06	6.93636e+06	7.25429e+06	7.14031e+06	7.23041e+06	6.87002e+06
P08997	P08997		aceB		999062	908039	759878	948164	1.01371e+06	878619
P09029	P09029		purK		1.32245e+06	1.29215e+06	1.17535e+06	1.19244e+06	1.22613e+06	1.45975e+06
P09030	P09030		xthA		3.86899e+06	3.82416e+06	4.00371e+06	3.78649e+06	3.95599e+06	3.63074e+06
P09053	P09053		avtA		465015	525936	503242	487254	495220	401250
P09126	P09126		hemD		1.4974e+06	1.52152e+06	1.46712e+06	1.47251e+06	1.53668e+06	1.43006e+06
P09127	P09127		hemX		9.63548e+06	9.41837e+06	9.14737e+06	9.30105e+06	9.27059e+06	9.25995e+06
P09147	P09147		galE		9.0872e+06	9.03333e+06	9.11762e+06	9.00625e+06	9.35785e+06	8.14678e+06
P09148	P09148		galT		3.21912e+06	3.00434e+06	3.42783e+06	3.24958e+06	3.14371e+06	3.32034e+06
P09152	P09152		narG		2.28465e+06	2.33593e+06	2.27309e+06	2.24953e+06	2.20035e+06	2.39353e+06
P09155	P09155		rnd		2.22114e+06	2.38372e+06	2.26446e+06	2.21999e+06	1.99159e+06	2.48588e+06
P09158	P09158		speE		7.46517e+06	7.53946e+06	7.08987e+06	7.2093e+06	6.99605e+06	7.1689e+06
P09169	P09169		ompT		6.0574e+06	5.95516e+06	6.22555e+06	5.9794e+06	6.02479e+06	5.92645e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2.61751e+06	2.68889e+06		453663		2.79662e+06
P09323	P09323		nagE		819326	764050	692167	848811	748888	801826
P09348	P09348		motA		3.34558e+06	3.75839e+06	3.11083e+06	3.18337e+06	3.43012e+06	2.72412e+06
P09372	P09372		grpE		4.71621e+07	4.75914e+07	4.75933e+07	4.84953e+07	4.98963e+07	4.1179e+07
P09373	P09373		pflB		2.85629e+08	2.84979e+08	2.95368e+08	2.93188e+08	2.93725e+08	2.51681e+08
P09394	P09394		glpQ		6.06229e+06	6.01223e+06	6.09472e+06	6.04656e+06	6.15366e+06	6.16997e+06
P09424	P09424		mtlD		2.32531e+06	2.45606e+06	2.46029e+06	2.3888e+06	2.41229e+06	2.06113e+06
P09546	P09546		putA		870454	868861	777792	690022	758139	844855
P09549	P09549		dedD		1.35671e+06	1.38761e+06	1.35486e+06	1.38806e+06	1.37133e+06	1.35893e+06
P09831	P09831		gltB		2.56344e+06	2.58746e+06	2.5696e+06	2.56443e+06	2.54579e+06	2.62928e+06
